
[00:00:00.000 --> 00:00:04.400]  平安 很高興今天能夠有機會在大家當中
[00:00:04.400 --> 00:00:06.600]  我想和大家思索一個問題
[00:00:06.600 --> 00:00:10.480]  你要去還是要被差派出去?
[00:00:10.480 --> 00:00:13.440]  我這裡用了一些手機微信的術語
[00:00:13.440 --> 00:00:16.520]  但我其實對這些術語本來不是很精通的
[00:00:16.520 --> 00:00:19.160]  很高興今天能夠和大家一起
[00:00:19.160 --> 00:00:21.200]  我有一個朋友告訴我
[00:00:21.200 --> 00:00:23.680]  他是怎樣第一次聽到福音的
[00:00:23.680 --> 00:00:25.680]  他第一次聽到耶穌的時候
[00:00:25.680 --> 00:00:30.240]  他在日本為一家大公司做一些承辦的工作
[00:00:30.240 --> 00:00:33.760]  他來自一個福音未到達的國家
[00:00:33.760 --> 00:00:35.640]  他那天在街上
[00:00:35.640 --> 00:00:37.920]  他不是很聽得懂英語的
[00:00:37.920 --> 00:00:41.120]  但是他能夠聽到在那個市場的外面
[00:00:41.120 --> 00:00:44.240]  行人道上面有人在那裡說話
[00:00:44.240 --> 00:00:46.880]  他清楚地聽到三次
[00:00:46.880 --> 00:00:49.160]  神愛你
[00:00:49.160 --> 00:00:52.600]  他說他內心的深處有這個衝動
[00:00:52.600 --> 00:00:56.080]  要盡快完成他在市場上的工作
[00:00:56.080 --> 00:00:58.880]  使他能夠走到這個行人道上面
[00:00:58.880 --> 00:01:02.000]  看看發生了什麼事情
[00:01:02.000 --> 00:01:04.880]  他就見到有一個高高瘦瘦
[00:01:04.880 --> 00:01:08.720]  很年輕、長頭髮的美國男孩子
[00:01:08.720 --> 00:01:13.600]  就在那裡和那裡的人在那裡交談
[00:01:13.600 --> 00:01:15.400]  在那裡傳講福音
[00:01:15.400 --> 00:01:19.800]  向經過的途人分享福音的訊息
[00:01:19.800 --> 00:01:22.360]  他就走上前去問他說
[00:01:22.360 --> 00:01:24.920]  神愛你是什麼意思呢?
[00:01:24.920 --> 00:01:29.640]  那個年輕人就開始和他講解
[00:01:29.640 --> 00:01:32.120]  這個耶穌是誰了
[00:01:32.120 --> 00:01:32.960]  很奇怪
[00:01:32.960 --> 00:01:37.000]  他完全聽得懂這個年輕人所說的話
[00:01:37.000 --> 00:01:39.960]  但這個使得我的朋友又害怕
[00:01:39.960 --> 00:01:42.040]  但是又興奮
[00:01:42.040 --> 00:01:46.520]  最後這個年輕人在他的背包裡面
[00:01:46.520 --> 00:01:49.520]  拿了一份用我的朋友所說的
[00:01:49.520 --> 00:01:53.760]  他的母語所寫的單章給他
[00:01:53.760 --> 00:01:57.560]  然後他就捲起他的袖子
[00:01:57.560 --> 00:02:01.280]  讓他看看他兩隻的手臂
[00:02:01.280 --> 00:02:08.040]  上上下下都有很長很長的舊針痕
[00:02:08.040 --> 00:02:09.600]  他告訴我的朋友
[00:02:09.600 --> 00:02:13.800]  我原本是一個無可救藥的導遊
[00:02:13.800 --> 00:02:15.600]  在最絕望的時候
[00:02:15.600 --> 00:02:18.840]  我以為我自己沒辦法再活下去的時候
[00:02:18.840 --> 00:02:21.280]  我就向耶穌哭訴
[00:02:21.280 --> 00:02:23.480]  我求祂幫助我
[00:02:23.480 --> 00:02:24.600]  原諒我
[00:02:24.600 --> 00:02:26.360]  拯救我
[00:02:26.360 --> 00:02:28.160]  祂應運了我的禱告
[00:02:28.160 --> 00:02:30.320]  祂改變了我的生命
[00:02:30.320 --> 00:02:32.680]  今天是祂派我來這裡
[00:02:32.680 --> 00:02:37.840]  和你分享這個福音
[00:02:37.840 --> 00:02:41.040]  祂是被差派來的
[00:02:41.040 --> 00:02:42.240]  很多時候
[00:02:42.240 --> 00:02:45.080]  我為一些大的需要
[00:02:45.080 --> 00:02:48.160]  大的使命講道的時候
[00:02:48.160 --> 00:02:50.840]  我就會提醒大家
[00:02:50.840 --> 00:02:53.120]  要小心
[00:02:53.120 --> 00:02:58.200]  我們要小心一個的陷阱
[00:02:58.200 --> 00:03:01.880]  因為有時候我們會下定決心
[00:03:01.880 --> 00:03:04.800]  去哪裡要去做些什麼
[00:03:04.800 --> 00:03:08.400]  我們要去改變我們的現況
[00:03:08.400 --> 00:03:10.360]  而其實在我們的裡面
[00:03:10.360 --> 00:03:12.760]  撒旦將這個小小的願望
[00:03:12.760 --> 00:03:14.920]  本來是一個好的願望
[00:03:14.920 --> 00:03:18.640]  扭曲成為一個做大英雄的渴望
[00:03:18.640 --> 00:03:20.640]  使得我們想壯烈犧牲
[00:03:20.640 --> 00:03:24.600]  使得我們要成為民間傳奇
[00:03:24.600 --> 00:03:26.880]  我很明白這個心理傾向
[00:03:26.880 --> 00:03:30.960]  因為這個是我人生當中走過的心路歷程
[00:03:30.960 --> 00:03:33.800]  所以今天我和大家講道、交道的時候
[00:03:33.800 --> 00:03:36.120]  我不是希望你去做決定
[00:03:36.120 --> 00:03:39.720]  去為那些未得之民要做些什麼
[00:03:39.720 --> 00:03:42.000]  今天我向你講道的時候
[00:03:42.000 --> 00:03:44.560]  是希望你明白
[00:03:44.560 --> 00:03:47.600]  是神親自向你啟示
[00:03:47.600 --> 00:03:49.760]  祂要差派你去哪裡
[00:03:49.760 --> 00:03:51.920]  這個就是我的禱告
[00:03:51.920 --> 00:03:53.520]  決定要去一個地方
[00:03:53.520 --> 00:03:56.840]  和被差遣出去並不一樣
[00:03:56.840 --> 00:03:58.760]  前者決定要去
[00:03:58.760 --> 00:04:02.160]  可以是一個完全依賴自我的決定
[00:04:02.160 --> 00:04:04.720]  後者被差遣出去
[00:04:04.720 --> 00:04:07.520]  是順服神的旨意
[00:04:07.520 --> 00:04:10.640]  只是當你對神有單純的信任
[00:04:10.640 --> 00:04:14.120]  完全降服在神的旨意當中
[00:04:14.120 --> 00:04:16.240]  你才會實現
[00:04:16.240 --> 00:04:18.560]  我曾經經常幻想
[00:04:18.560 --> 00:04:22.640]  如果我未認識任何人向我傳福音
[00:04:22.640 --> 00:04:24.880]  解解耶穌是誰會是怎樣的
[00:04:24.880 --> 00:04:26.760]  如果我沒有這個盼望
[00:04:26.760 --> 00:04:30.040]  如果我的骨子裏沒有這個救恩的喜樂
[00:04:30.040 --> 00:04:32.360]  如果我沒有見過任何基督徒
[00:04:32.360 --> 00:04:35.160]  和我示範這個饒恕的功課
[00:04:35.160 --> 00:04:36.520]  如果我沒有能力
[00:04:36.520 --> 00:04:39.360]  去構想自己成為的神的朋友
[00:04:39.360 --> 00:04:41.240]  我會是怎樣的
[00:04:41.240 --> 00:04:44.400]  我朋友說他從來沒有聽過神愛他
[00:04:44.400 --> 00:04:47.240]  他從來沒有聽過關於神的事
[00:04:47.240 --> 00:04:50.360]  我嘗試切身處地想是會怎樣的
[00:04:50.360 --> 00:04:52.680]  但這個超乎我想像之外
[00:04:52.680 --> 00:04:56.160]  因為神在我母親的生命所做的工作
[00:04:56.160 --> 00:04:58.400]  我從小就聽到這個福音
[00:04:58.400 --> 00:05:02.360]  尤其是透過讓我認識基督的教會
[00:05:02.360 --> 00:05:04.560]  但對於全世界很多人來說
[00:05:04.560 --> 00:05:06.080]  很多未得之民
[00:05:06.080 --> 00:05:08.200]  包括不少住在灣區
[00:05:08.200 --> 00:05:10.040]  近在咫尺的鄰居
[00:05:10.040 --> 00:05:12.360]  這個就是他們的實況
[00:05:12.360 --> 00:05:14.560]  他們從未聽聞耶穌
[00:05:14.560 --> 00:05:16.960]  他們的生活當中沒有平安
[00:05:16.960 --> 00:05:20.400]  他們沒有拯救的盼望
[00:05:20.400 --> 00:05:24.560]  這些在世界各地未曾聽聞福音的群體
[00:05:24.560 --> 00:05:26.800]  就在我們的鄰居當中
[00:05:26.800 --> 00:05:30.880]  至少有為數超過十萬就住在附近
[00:05:30.880 --> 00:05:33.840]  所以我們本區的「浸信會聯會」
[00:05:33.840 --> 00:05:37.160]  想呼籲大家關注這個需要
[00:05:37.160 --> 00:05:39.920]  我們求神在我們的教會當中
[00:05:39.920 --> 00:05:41.840]  感動祂的子民
[00:05:41.840 --> 00:05:45.080]  去牧養這些群體
[00:05:45.080 --> 00:05:46.400]  關心他們
[00:05:46.400 --> 00:05:50.760]  熱心地向他們傳福音
[00:05:50.760 --> 00:05:54.400]  這些群體主要有五個
[00:05:54.400 --> 00:05:57.720]  當中包括有阿富汗人
[00:05:57.720 --> 00:06:03.400]  Fremont其實是全美阿富汗人口最大的城市
[00:06:03.400 --> 00:06:07.720]  99%的阿富汗人都是穆斯林
[00:06:07.720 --> 00:06:10.480]  他們來自不同的民族和部落
[00:06:10.480 --> 00:06:13.840]  但是他們需要基督的見證人
[00:06:13.840 --> 00:06:15.480]  需要有人
[00:06:15.480 --> 00:06:20.680]  需要有很多人被差派到他們當中
[00:06:20.680 --> 00:06:22.480]  講印度語的印度教徒
[00:06:22.480 --> 00:06:25.080]  其實正大量的湧入這個地區
[00:06:25.080 --> 00:06:28.280]  已經有超過四萬二千人
[00:06:28.280 --> 00:06:30.560]  他們相信很多的東西
[00:06:30.560 --> 00:06:31.800]  但是他們不相信
[00:06:31.800 --> 00:06:37.280]  也不知道耶穌是救贖唯一的道路
[00:06:37.280 --> 00:06:39.280]  印度人其實也很聰明的
[00:06:39.280 --> 00:06:42.040]  有些是世上頭腦最精密的
[00:06:42.040 --> 00:06:43.520]  他們懂英文
[00:06:43.520 --> 00:06:48.280]  但是他們仍然需要見證人
[00:06:48.280 --> 00:06:49.760]  在我們這個地區
[00:06:49.760 --> 00:06:52.880]  有三萬多的錫克教徒
[00:06:52.880 --> 00:06:55.600]  很多被誤認為是穆斯林
[00:06:55.600 --> 00:06:59.840]  但其實錫克教是一個不同的宗教
[00:06:59.840 --> 00:07:03.160]  他們在錫克教寺廟做禮拜
[00:07:03.160 --> 00:07:08.680]  美國一些最大的錫克教寺廟就在這個灣區當中
[00:07:08.680 --> 00:07:12.560]  他們需要被派去的見證人
[00:07:12.560 --> 00:07:15.160]  維吾爾族的穆斯林
[00:07:15.160 --> 00:07:18.560]  為了逃避中國的迫害來到這裡
[00:07:18.560 --> 00:07:21.040]  中國政府將他們的語言
[00:07:21.040 --> 00:07:25.880]  他們的文化和宗教要連根拔起
[00:07:25.880 --> 00:07:30.480]  維吾爾族人是一群著重民間文化的穆斯林
[00:07:30.480 --> 00:07:34.920]  但是中國政府禁止維吾爾族的小孩
[00:07:34.920 --> 00:07:37.080]  和他們的父母一起居住
[00:07:37.080 --> 00:07:39.360]  他們被帶來他們的家裡
[00:07:39.360 --> 00:07:41.960]  去接受政府學校的教育
[00:07:41.960 --> 00:07:44.920]  在當中不可以說維吾爾族語
[00:07:44.920 --> 00:07:47.760]  他們不能夠守每天禱告的禮儀
[00:07:47.760 --> 00:07:50.720]  父母每個禮拜只可以見到兒女一次
[00:07:50.720 --> 00:07:52.600]  每次兩個小時
[00:07:52.600 --> 00:07:54.880]  他們生活在恐懼當中
[00:07:54.880 --> 00:07:56.440]  他們需要見證人
[00:07:56.440 --> 00:07:59.080]  為他們見證神的愛
[00:07:59.080 --> 00:08:02.800]  尼泊爾人在灣區的數目也都很多
[00:08:02.800 --> 00:08:06.560]  他們當中81%是印度教徒
[00:08:06.560 --> 00:08:08.560]  9%是佛教徒
[00:08:08.560 --> 00:08:11.120]  4%是穆斯林
[00:08:11.120 --> 00:08:12.520]  很多來到這裡的
[00:08:12.520 --> 00:08:16.440]  是為了逃避內戰和地震的災難
[00:08:16.440 --> 00:08:19.400]  當中有不少的是露宿者
[00:08:19.400 --> 00:08:23.080]  他們來到我們當中就住在我們的對面街
[00:08:23.080 --> 00:08:27.200]  我相信神要差派我們去到這些的社群當中
[00:08:27.200 --> 00:08:32.320]  去不是需要護照或者通過機場的安檢
[00:08:32.320 --> 00:08:35.840]  去需要處理一些比旅程的物流
[00:08:35.840 --> 00:08:38.920]  或者法律手續更困難的事情
[00:08:38.920 --> 00:08:43.360]  去是需要神的力量在我們當中運行
[00:08:43.360 --> 00:08:47.200]  使他們當中有第一代的信徒
[00:08:47.200 --> 00:08:51.200]  在灣區建立屬於他們的教會
[00:08:51.200 --> 00:08:54.200]  然後在他們當中有人出來
[00:08:54.200 --> 00:08:58.920]  走向世界各地成為他們民族的福分
[00:08:58.920 --> 00:09:04.400]  讓我們打開聖經
[00:09:04.400 --> 00:09:10.600]  讀約翰福音十七章十三到二十一節
