
[00:00:00.000 --> 00:00:01.800]  「沒勢災難不要害怕」
[00:00:01.800 --> 00:00:03.480]  因為主幫我們隱藏
[00:00:03.480 --> 00:00:07.000]  我們要看天上在雲裡與主相遇
[00:00:07.000 --> 00:00:09.600]  今天我就和你講一段經文
[00:00:09.600 --> 00:00:11.520]  我們回到剛才那段經文
[00:00:11.520 --> 00:00:13.400]  第十四章
[00:00:13.400 --> 00:00:17.200]  這裡講到明亮之星 早晨之子
[00:00:17.200 --> 00:00:19.840]  這裡以蔡霞先知在講什麼呢
[00:00:19.840 --> 00:00:23.680]  原來這些是當時的偶像
[00:00:23.680 --> 00:00:28.000]  那時候迦南地的星星
[00:00:28.000 --> 00:00:30.000]  全都是覺得他們是天上偶像
[00:00:30.000 --> 00:00:32.000]  中國人有時候也覺得是什麼星星
[00:00:32.000 --> 00:00:34.000]  什麼偶像
[00:00:34.000 --> 00:00:36.000]  那不是很可怕嗎
[00:00:36.000 --> 00:00:39.600]  為什麼以蔡霞先知會講偶像的東西出來呢
[00:00:39.600 --> 00:00:42.800]  今天牧師要解釋給你聽
[00:00:42.800 --> 00:00:45.200]  為什麼會這樣做
[00:00:45.200 --> 00:00:46.400]  有三重含義
[00:00:46.400 --> 00:00:47.600]  但先講第一重
[00:00:47.600 --> 00:00:53.200]  以蔡霞先知引用迦南地的傳說
[00:00:53.200 --> 00:00:54.400]  是有原因的
[00:00:54.400 --> 00:00:55.600]  或者容易明白
[00:00:55.600 --> 00:00:56.800]  不知道你有沒有聽過
[00:00:56.800 --> 00:00:59.600]  有一個人叫做拿渣
[00:00:59.600 --> 00:01:04.400]  拿渣不為海龍王
[00:01:04.400 --> 00:01:06.400]  我們自洗口看
[00:01:06.400 --> 00:01:08.800]  我知道你是誰
[00:01:08.800 --> 00:01:11.600]  那時候劉德華還是很年輕
[00:01:11.600 --> 00:01:12.800]  還有梁朝偉
[00:01:12.800 --> 00:01:14.000]  他們還是很年輕
[00:01:14.000 --> 00:01:16.000]  這是拿渣故事
[00:01:16.000 --> 00:01:18.000]  但昨天我再唱的時候
[00:01:18.000 --> 00:01:20.000]  原來有些年輕人跟我說
[00:01:20.000 --> 00:01:22.000]  在國內成長的小朋友看了三次
[00:01:22.000 --> 00:01:24.400]  原來這套拿渣是國內很流行的
[00:01:24.400 --> 00:01:26.400]  是卡通片
[00:01:26.400 --> 00:01:27.600]  看了三次
[00:01:27.600 --> 00:01:28.800]  拿渣是什麼
[00:01:28.800 --> 00:01:30.800]  我命由我不由天
[00:01:30.800 --> 00:01:34.400]  我講拿渣的時候不代表我相信拿渣
[00:01:34.400 --> 00:01:38.400]  整個東西是什麼
[00:01:38.400 --> 00:01:40.400]  不畏強權
[00:01:40.400 --> 00:01:41.600]  挑戰權威
[00:01:41.600 --> 00:01:43.600]  衝破權勢
[00:01:43.600 --> 00:01:45.600]  或者有權有勢的人
[00:01:45.600 --> 00:01:47.600]  挑戰海龍王
[00:01:47.600 --> 00:01:49.600]  那種
[00:01:49.600 --> 00:01:51.600]  香港也有一個議員
[00:01:51.600 --> 00:01:53.600]  號稱叫做拿渣
[00:01:53.600 --> 00:01:55.600]  在將軍澳區
[00:01:55.600 --> 00:01:57.600]  聽說據聞
[00:01:57.600 --> 00:01:59.600]  他小時候做同聲做過拿渣
[00:01:59.600 --> 00:02:01.600]  但他整個生平都很拿渣
[00:02:01.600 --> 00:02:03.600]  去選立法局
[00:02:03.600 --> 00:02:05.600]  六次都選不到
[00:02:05.600 --> 00:02:07.600]  證明他沒有欽點
[00:02:07.600 --> 00:02:09.600]  六次都中選
[00:02:09.600 --> 00:02:11.600]  是不是很拿渣
[00:02:11.600 --> 00:02:13.600]  整件事都很拿渣
[00:02:13.600 --> 00:02:15.600]  不過這次被他選到
[00:02:15.600 --> 00:02:17.600]  這個是後話
[00:02:17.600 --> 00:02:19.600]  我描述他
[00:02:19.600 --> 00:02:21.600]  我講了這麼多拿渣
[00:02:21.600 --> 00:02:23.600]  其實我都不是很信拿渣
[00:02:23.600 --> 00:02:25.600]  我們拜拿渣
[00:02:25.600 --> 00:02:27.600]  不會當他是偶像
[00:02:27.600 --> 00:02:29.600]  這個symbol
[00:02:29.600 --> 00:02:31.600]  整個meaning其實很深入人心
[00:02:31.600 --> 00:02:33.600]  我一講大家就明白
[00:02:33.600 --> 00:02:35.600]  以賽亞先知同樣
[00:02:35.600 --> 00:02:37.600]  明亮之星早晨之子是偶像
[00:02:37.600 --> 00:02:39.600]  但那時候有些人聽不明白
[00:02:39.600 --> 00:02:41.600]  不是說他信他
[00:02:41.600 --> 00:02:43.600]  而是整個故事的package
[00:02:43.600 --> 00:02:45.600]  第一重的含義
[00:02:45.600 --> 00:02:47.600]  是巴比倫王
[00:02:47.600 --> 00:02:49.600]  因為有類似的地方
[00:02:49.600 --> 00:02:51.600]  他現在描述的不是偶像
[00:02:51.600 --> 00:02:53.600]  而是巴比倫王
[00:02:53.600 --> 00:02:55.600]  不過像他
[00:02:55.600 --> 00:02:57.600]  原來他從天上墜落
[00:02:57.600 --> 00:02:59.600]  再撞倒在地上
[00:02:59.600 --> 00:03:01.600]  因為他心裡沉睡
[00:03:01.600 --> 00:03:03.600]  他很驕傲
[00:03:03.600 --> 00:03:05.600]  我要升到天上
[00:03:05.600 --> 00:03:07.600]  我要高舉我的寶座
[00:03:07.600 --> 00:03:09.600]  在神眾星以上
[00:03:09.600 --> 00:03:11.600]  剛才講過那些星星粒粒都是神
[00:03:11.600 --> 00:03:13.600]  粒粒都代表神
[00:03:13.600 --> 00:03:15.600]  他要高過其他神
[00:03:15.600 --> 00:03:17.600]  我要在聚會的山上
[00:03:17.600 --> 00:03:19.600]  在北方的極處
[00:03:19.600 --> 00:03:21.600]  很多神會聚會
[00:03:21.600 --> 00:03:23.600]  在山上
[00:03:23.600 --> 00:03:25.600]  在北方的極處
[00:03:25.600 --> 00:03:27.600]  很多星的位置
[00:03:27.600 --> 00:03:29.600]  原來那些神就在那裡
[00:03:29.600 --> 00:03:31.600]  他要高舉他的寶座
[00:03:31.600 --> 00:03:33.600]  比其他神還要厲害
[00:03:33.600 --> 00:03:35.600]  這是當年的
[00:03:35.600 --> 00:03:37.600]  但是他那麼驕傲
[00:03:37.600 --> 00:03:39.600]  我要升到高雲之上
[00:03:39.600 --> 00:03:41.600]  我要與至上者同等
[00:03:41.600 --> 00:03:43.600]  他特意用這個翻譯
[00:03:43.600 --> 00:03:45.600]  我們翻譯的聖經
[00:03:45.600 --> 00:03:47.600]  特意不用至高者
[00:03:47.600 --> 00:03:49.600]  為什麼呢?
[00:03:49.600 --> 00:03:51.600]  免得你搞錯
[00:03:51.600 --> 00:03:53.600]  整個包裝都是講迦南偶像
[00:03:53.600 --> 00:03:55.600]  至上者
[00:03:55.600 --> 00:03:57.600]  即是較大粒的神
[00:03:57.600 --> 00:03:59.600]  我們平時翻譯聖經
[00:03:59.600 --> 00:04:01.600]  全地至高
[00:04:01.600 --> 00:04:03.600]  是我主的耶和華
[00:04:03.600 --> 00:04:05.600]  這不是在講耶和華
[00:04:05.600 --> 00:04:07.600]  那時候有些至上的神明
[00:04:07.600 --> 00:04:09.600]  太陽神
[00:04:09.600 --> 00:04:11.600]  日神
[00:04:11.600 --> 00:04:13.600]  大粒很多
[00:04:13.600 --> 00:04:15.600]  太陽當然大粒過那些星星
[00:04:15.600 --> 00:04:17.600]  將他下的十五節
[00:04:17.600 --> 00:04:19.600]  將他墜落在地上
[00:04:19.600 --> 00:04:21.600]  將他打倒
[00:04:21.600 --> 00:04:23.600]  必墜落在陰間
[00:04:23.600 --> 00:04:25.600]  在坑中極深的之處
[00:04:25.600 --> 00:04:27.600]  當時的故事是這樣說
[00:04:27.600 --> 00:04:29.600]  明亮之星
[00:04:29.600 --> 00:04:31.600]  早晨之子
[00:04:31.600 --> 00:04:33.600]  掉落坑中
[00:04:33.600 --> 00:04:35.600]  大概是這個故事的包裝
[00:04:35.600 --> 00:04:37.600]  第一層的應用是什麼呢?
[00:04:37.600 --> 00:04:39.600]  第一層的應用是在講
[00:04:39.600 --> 00:04:41.600]  巴比倫王
[00:04:41.600 --> 00:04:43.600]  因為巴比倫王那時候很大權勢
[00:04:43.600 --> 00:04:45.600]  打到仗都贏
[00:04:45.600 --> 00:04:47.600]  而且他非常凶殘
[00:04:47.600 --> 00:04:49.600]  他怎樣描述他呢?
[00:04:49.600 --> 00:04:51.600]  「凡看見你都定睛看你
[00:04:51.600 --> 00:04:53.600]  留意看你說
[00:04:53.600 --> 00:04:55.600]  使大地顫抖
[00:04:55.600 --> 00:04:57.600]  使列國震動」
[00:04:57.600 --> 00:04:59.600]  即是說他經過的地方
[00:04:59.600 --> 00:05:01.600]  人們都害怕
[00:05:01.600 --> 00:05:03.600]  聞到風聲都害怕
[00:05:03.600 --> 00:05:05.600]  因為他來到時很殘暴
[00:05:05.600 --> 00:05:07.600]  很厲害
[00:05:07.600 --> 00:05:09.600]  打到仗都贏
[00:05:09.600 --> 00:05:11.600]  世界如同荒野
[00:05:11.600 --> 00:05:13.600]  軍隊經過寸草不生
[00:05:13.600 --> 00:05:15.600]  如同荒野
[00:05:15.600 --> 00:05:17.600]  而且使城邑傾覆
[00:05:17.600 --> 00:05:19.600]  即是說會拆了你的城牆
[00:05:19.600 --> 00:05:21.600]  搞爛你的東西
[00:05:21.600 --> 00:05:23.600]  搶走你的東西
[00:05:23.600 --> 00:05:25.600]  使城邑傾覆
[00:05:25.600 --> 00:05:27.600]  而且不釋放秘魯的人歸
[00:05:27.600 --> 00:05:29.600]  即是說
[00:05:29.600 --> 00:05:31.600]  當時他們的制度是怎樣呢?
[00:05:31.600 --> 00:05:33.600]  會將皇帝、貴族
[00:05:33.600 --> 00:05:35.600]  或者祭司捉回他們的家
[00:05:35.600 --> 00:05:37.600]  你都聽過
