
[00:00:00.000 --> 00:00:10.000]  丙姊妹平安,先祝各位身體健康,不止出入平安,時時刻刻都經歷到主的平安。
[00:00:10.000 --> 00:00:15.000]  感謝主每一次都能夠跟大家分享講道,都要感謝主的恩典。
[00:00:15.000 --> 00:00:24.000]  因為每次相聚都是主的恩典,亦都不是必然的事,所以我們帶著這樣的心去分享神的說話。
[00:00:24.000 --> 00:00:31.000]  在今天講道的先,先分享一下最近作為父母的體會。
[00:00:31.000 --> 00:00:39.000]  我現在的小朋友正在上K2,小朋友的班一班裏面有三十人。
[00:00:39.000 --> 00:00:49.000]  最近發現參加多了那些除了學校的活動之外,那些課外活動最主要是甚麼呢?
[00:00:49.000 --> 00:00:54.000]  最主要都是教會的活動,另外就是生日會。
[00:00:54.000 --> 00:01:03.000]  生日會其實是很頭痛的,不知道大家是否覺得,能夠被人邀請去生日會是一種榮幸。
[00:01:03.000 --> 00:01:09.000]  為甚麼呢?就是因為有人邀請你就代表著你是他的朋友。
[00:01:09.000 --> 00:01:16.000]  過去兩個月,我們一家人參加了四次的生日會,可能已經算少了。
[00:01:16.000 --> 00:01:23.000]  因為現在是一班三十人,可能有些人一個月參加了四次生日會,或者很多。
[00:01:23.000 --> 00:01:29.000]  很頭痛的,因為每次都要想去買甚麼給小朋友。
[00:01:29.000 --> 00:01:39.000]  我再想,其實去生日會是很開心的,特別是一些很精心去搞的生日會,大人小孩都很開心。
[00:01:39.000 --> 00:01:49.000]  不知道大家是否有些很難忘的生日會呢?最近就和女兒參加了一個很難忘的生日會,我已經問准了父母可以出他們的樣子。
[00:01:49.000 --> 00:02:07.000]  這個生日會有甚麼難忘呢?就是多數小朋友,例如生日會裏面有主題,女孩子可能是公主,男孩子可能是車子,但是這一家人的主題是甚麼呢?是西蘭花。
[00:02:07.000 --> 00:02:21.000]  為甚麼呢?就是因為小朋友很喜歡吃西蘭花,所以最棒的是甚麼呢?就是當天媽媽邀請了一個很神秘的嘉賓去扮西蘭花,而那個就是她的爸爸。
[00:02:21.000 --> 00:02:31.000]  平時看到爸爸是斯斯文文,但是那天看到真心佩服他,很賣力,又跳舞,又唱歌,我簡直覺得他是一個西蘭花的超人。
[00:02:31.000 --> 00:02:42.000]  我覺得爸爸的勁在是甚麼呢?就是除了媽媽和小朋友開心,連外母都很開心,所以我覺得他真的贏了。
[00:02:42.000 --> 00:03:00.000]  我再想小朋友的生日會他成為主角當然開心,收到禮物當然開心,收到別人的祝福也開心,因為大家都帶著一個感恩的心去參加他的生日會。
[00:03:00.000 --> 00:03:16.000]  所以大家都很悉心地去預備禮物或者去打扮。我想說甚麼呢?就是這個星期是燒浸的生日週,54年前在2月15日,燒浸正式成立為燒基灣浸信會。
[00:03:16.000 --> 00:03:24.000]  這個星期是生日週,我在想如果我要送一份禮物給燒浸的話,會是甚麼呢?
[00:03:24.000 --> 00:03:33.000]  上星期在聯合松柏裡面,佩恩傳道帶我們看了亞比斯的禱告,叫我們要擴張境界成為尊貴的器皿。
[00:03:33.000 --> 00:03:43.000]  今天很想帶大家從保羅去為教會的禱告,叫我們知道不論教會或者個人,一切所得的都是神的恩典。
[00:03:43.000 --> 00:03:57.000]  容忍我們在開始之前,我們有一個祈禱:天父我為我們在座每一位的電影節目獻上感恩,因為神祂讓我們走在一起,都是祢的恩典。
[00:03:57.000 --> 00:04:13.000]  主啊!原來我們想起在生日或者在我們在世的日子裡面,每一天都要感恩,因為所有事情都不是必然的,但是神啊!祢卻是顧念我們,祢讓我們有恩典,有恩待去見證祢的作為。
[00:04:13.000 --> 00:04:22.000]  所以當今天我們要帶著感恩的心去看經文裡面的內容的時候,願聖靈祢在當中光照我們。
[00:04:22.000 --> 00:04:29.000]  多謝主,讓我們一起去領受,聽我們祈禱,奉靠主耶穌,得聖名子祈求。阿們!
[00:04:29.000 --> 00:04:35.000]  今天揀選的經文是《爾弗所書》。先跟大家說一下《爾弗所書》的背景。
[00:04:35.000 --> 00:04:44.000]  《爾弗所書》是保羅在羅馬監禁的時候用了兩年的時間去寫成的,也是監獄書信的其中一卷。
[00:04:44.000 --> 00:04:55.000]  有些學者這樣形容,就是當寫這些監獄書信的時候,保羅用字是很精確的,很精準,確保想表達的內容能夠表達得到。
[00:04:55.000 --> 00:04:59.000]  《爾弗所書》是……《爾弗所教會》是一個什麼教會呢?
[00:04:59.000 --> 00:05:13.000]  如果大家還記得我們上年的後半年,我們一班教務就帶大家去看《使徒行傳》,其中講到保羅第二次的宣教旅程,最後的時間裡面建立了《爾弗所教會》。
[00:05:13.000 --> 00:05:25.000]  當時的《爾弗所》就是小亞細亞,就是今天的土耳其一個很重要的經濟和宗教的中心,是一個很重要的地方。
[00:05:25.000 --> 00:05:35.000]  當我們去讀《爾弗所書》,你會發現保羅不像在其他書卷裡面這樣寫,因為其他書卷很喜歡特別提名去寫給一些人。
[00:05:35.000 --> 00:05:43.000]  但是,當我們發現《爾弗所書》,甚至說它早期的手抄本,它連給《爾弗所人》這句說話都沒有。
[00:05:43.000 --> 00:05:57.000]  意思是什麼呢?學者會認為保羅寫這封信,其實不只是寫給《爾弗所教會》這個地方,更加可能是寫給小亞細亞,甚至說在我們到今時今日的宗教會。
[00:05:57.000 --> 00:06:02.000]  《爾弗所書》看到的,它的主題內容都是講到教會。
[00:06:02.000 --> 00:06:21.000]  保羅啟示宗教會在新弱的時代,如何藉著神的恩典工作,在基督裡面被贖回,直到教會能夠完成到神最初設立的計劃,去建造合神心意的教會,就是基督的身體和在榮耀裡面的教會。
[00:06:21.000 --> 00:06:32.000]  再來,我們看看如何看《爾弗所書》。這是《爾弗所》的地方,有多少人去過土耳其,去過《爾弗所》呢?很棒吧?
[00:06:32.000 --> 00:06:51.000]  我去過一次,那時候去探望宣教士,去到《爾弗所書》的地方,有一場表演,模仿昔日以前的時間,有些什麼的出現。
[00:06:51.000 --> 00:07:03.000]  我每走一步都在想,啊,保羅在這裡走過,甚至他有一個廁所是很公開的,保羅可能在這裡去過廁所,又或者是在這裡傳過福音,這樣令到我更加體會到《聖經》裡面講的內容是什麼。
[00:07:03.000 --> 00:07:07.000]  所以有機會可以走一走,去一下這些地方。
[00:07:07.000 --> 00:07:12.000]  好,看看《爾弗所書》是怎樣看的呢?《爾弗所書》有六章的。
[00:07:12.000 --> 00:07:27.000]  頭三章裡面講到在基督裡面有封聖的生命,包括第一章裡面講到基督裡面封聖榮耀無比的救恩,因著這個救恩,外邦人和猶太人能夠合一成為主的殿。
[00:07:27.000 --> 00:07:33.000]  保羅因為這個恩典去蒙照被作為主的使徒。
[00:07:33.000 --> 00:07:43.000]  後半部分,四至六章裡面講到當領受了這些恩典之後,基督徒怎樣在當中過一個封聖的生活呢?
[00:07:43.000 --> 00:07:53.000]  包括是走在教會的合一裡面,走在神的聖潔、愛心、光明、智慧,最後就要過一個得聖的生活。
[00:07:53.000 --> 00:08:04.000]  剛剛講到,當今天是教會的堂慶,很想透過保羅在第三章裡面寫給教會的禱告,祝福我們國人和教會。
[00:08:04.000 --> 00:08:07.000]  我們看看經文裡面講什麼。
[00:08:07.000 --> 00:08:13.000]  保羅第三章一開始就講到他現在在監獄裡面被囚。
[00:08:13.000 --> 00:08:23.000]  第一節是這樣講的,他說:「因此為了你們外族人,我這位基督耶穌做囚徒的保羅為你們祈求。」
[00:08:23.000 --> 00:08:28.000]  一開始就講保羅為了一些事情去坐牢。
[00:08:28.000 --> 00:08:37.000]  原因是什麼呢?就是在第二章裡面提到保羅在以忽所這個地方向了外邦人傳福音,
[00:08:37.000 --> 00:08:46.000]  講明了他們因為耶穌基督的救恩,藉著耶穌基督的保血,讓他們成為神國的子民。
[00:08:46.000 --> 00:08:54.000]  原本他們沒有辦法成為神國的子民,但是這一刻因著耶穌的救贖,他可以和猶太人成為一體。
[00:08:54.000 --> 00:09:00.000]  保羅稱他們不再是外人,不是寄居的,而是神家裡面的人。
[00:09:00.000 --> 00:09:11.000]  因著保羅傳開了耶穌的道,大批的外邦人轉信了基督,影響了當時以忽所人拜這個阿底迷神廟的生意。
[00:09:11.000 --> 00:09:17.000]  這件事牽動了很大的騷動。
[00:09:17.000 --> 00:09:23.000]  也因為這樣,保羅被迫要離開以忽所,最後在羅馬被囚。
[00:09:23.000 --> 00:09:27.000]  保羅很想寫信鼓勵以忽所教會,
[00:09:27.000 --> 00:09:35.000]  面對屬靈領袖被逐,面對社會價值觀的試探,他們要繼續持守真道。
[00:09:35.000 --> 00:09:43.000]  於是保羅就帶他們回到信仰的根本,重提在基督裡面的福音的恩典。
[00:09:43.000 --> 00:09:48.000]  所以前三章講到神的恩典是封城的。
[00:09:48.000 --> 00:09:54.000]  當要看回神的恩典的時候,他就為了教會,為了眾人去祈禱。
[00:09:54.000 --> 00:09:58.000]  第十四節是這樣講的,剛剛我們讀過經文:
[00:09:58.000 --> 00:10:07.000]  「因此我在父面前屈膝,天上地上所有的家族都由他(耶穌)命名,
[00:10:07.000 --> 00:10:15.000]  求他按他榮耀的封城,藉著他(耶穌)的令,讓我們能夠剛強起來。」
[00:10:15.000 --> 00:10:22.000]  保羅雖然建立了以忽所教會,他是那一位建立了以忽所教會,
[00:10:22.000 --> 00:10:26.000]  他是信徒中的使徒,他是宗教會的領袖,
[00:10:26.000 --> 00:10:32.000]  但是他清楚知道恩典的來源是源自三為一體的神。
[00:10:32.000 --> 00:10:38.000]  「恩」這個字在全卷的以忽所書出現了十九次,
[00:10:38.000 --> 00:10:43.000]  包括有提到「因為」、「恩典」、「賜恩」的神等等。
[00:10:43.000 --> 00:10:54.000]  我想「恩典」的意思是什麼呢?恩典的意思其實是我們不能夠靠行為去賺取、去換回來的,
[00:10:54.000 --> 00:11:00.000]  因為是神伯伯所賜的,我們的角色只是被動地去領受。
[00:11:00.000 --> 00:11:05.000]  人沒有辦法因為做了一些事,能夠換取得到神的恩典,
[00:11:05.000 --> 00:11:11.000]  因為賜恩的主權是在對方,即是那個創造天地的主裡面。
[00:11:11.000 --> 00:11:14.000]  以忽所書第一章這樣說:
[00:11:14.000 --> 00:11:20.000]  「周如他在創世以前,就在基督裡簡選了我們,
[00:11:20.000 --> 00:11:24.000]  因愛而使我們在他面前聖潔無瑕。
[00:11:24.000 --> 00:11:27.000]  他又按照自己的旨意所喜悅的,
[00:11:27.000 --> 00:11:32.000]  預定我們藉著耶穌基督得而子的名分,歸屬於他,
[00:11:32.000 --> 00:11:36.000]  好讓他恩典的榮耀得到重贊。
[00:11:36.000 --> 00:11:41.000]  這份恩典是他在愛子裡賜給我們的,
[00:11:41.000 --> 00:11:45.000]  我們在愛子裡藉著他的血濛料救贖,
[00:11:45.000 --> 00:11:49.000]  過犯得到赦免,都是按著他豐盛的恩典,
[00:11:49.000 --> 00:11:55.000]  他用一切的智慧和聰明,將恩典充充足足地供應給我們。」
[00:11:55.000 --> 00:12:00.000]  保羅形容我們是被神簡選去領受這個恩典,
[00:12:00.000 --> 00:12:05.000]  他更加形容這份恩典是豐盛,是充充足足的。
[00:12:05.000 --> 00:12:07.000]  保羅第九節也這樣說:
[00:12:07.000 --> 00:12:11.000]  「他照著自己的基督,在基督裡預定安排的美意,
[00:12:11.000 --> 00:12:14.000]  讓我們知道他旨意的奧秘,
[00:12:14.000 --> 00:12:16.000]  讓他的計劃時機成熟的時候,
[00:12:16.000 --> 00:12:20.000]  就使天上地上的萬有都歸於基督,
[00:12:20.000 --> 00:12:25.000]  神按照自己的旨意所計劃的,使萬事發揮功效,
[00:12:25.000 --> 00:12:31.000]  按著他預先的安排,預定我們在基督裡的產業。」
[00:12:31.000 --> 00:12:35.000]  原來要領受這個恩典是無方程式的,
[00:12:35.000 --> 00:12:38.000]  要領受這個恩典也是奧秘的,
[00:12:38.000 --> 00:12:39.000]  因為保羅再說:
[00:12:39.000 --> 00:12:45.000]  「這些一切都是按照著神的時間和計劃所賜予的。」
[00:12:45.000 --> 00:12:50.000]  大家試想想,如果要用一句說話去形容恩典,
[00:12:50.000 --> 00:12:52.000]  大家會怎樣去解釋呢?
[00:12:52.000 --> 00:13:01.000]  「恩典」的英文字是「grace」,是一個很抽象的字,很難明白。
[00:13:01.000 --> 00:13:05.000]  可能我們會想到「恩典」是「祝福」,
[00:13:05.000 --> 00:13:09.000]  特別是對自己或者對個人好的東西。
[00:13:09.000 --> 00:13:12.000]  我們中文可能會聯想到「祝福」,
[00:13:12.000 --> 00:13:16.000]  因為「恩典」的英文字是「grace」,
[00:13:16.000 --> 00:13:22.000]  特別是對自己或者對個人好的東西。
[00:13:22.000 --> 00:13:24.000]  我們中文可能會聯想到「祝福」,
[00:13:24.000 --> 00:13:26.000]  可能有一些很具體的東西。
[00:13:26.000 --> 00:13:29.000]  特別現在講新年,當拜年的時候,
[00:13:29.000 --> 00:13:33.000]  大家有無限的四字節語可以去祝福到對方,
[00:13:33.000 --> 00:13:36.000]  包括「身體健康」、「大家大利亞」那些,
[00:13:36.000 --> 00:13:39.000]  我想大家都會這樣去祝福對方。
[00:13:39.000 --> 00:13:43.000]  可能我們會想到這些就是「恩典」了。
[00:13:43.000 --> 00:13:46.000]  那「恩典」是什麼呢?
[00:13:46.000 --> 00:13:48.000]  二章七節這樣說:
[00:13:48.000 --> 00:13:53.000]  「我成為福音的僕人,是由於神賜予的恩典。
[00:13:53.000 --> 00:13:57.000]  神發揮祂的大能,將這個恩典賜給我們。
[00:13:57.000 --> 00:14:00.000]  我在眾聖途中,給最少的還少,
[00:14:00.000 --> 00:14:04.000]  神還賜恩給我這個恩典,
[00:14:04.000 --> 00:14:09.000]  要我把基督那測不透的豐富,傳給外族人。」
[00:14:09.000 --> 00:14:11.000]  原來保羅所說的「恩典」,
[00:14:11.000 --> 00:14:14.000]  我們剛剛說的那些很具體,身體健康的「恩典」,
[00:14:14.000 --> 00:14:18.000]  原來「恩典」是能夠成為福音的僕人。
[00:14:18.000 --> 00:14:22.000]  神藉著自己,能夠發揮神的大能,
[00:14:22.000 --> 00:14:26.000]  將那個測不透的豐富,傳給外族人,
