
[00:00:00.000 --> 00:00:06.200]  有一位傳道人到一條村開報道會
[00:00:06.200 --> 00:00:10.160]  為了讓更多人得到福音的好處
[00:00:10.160 --> 00:00:15.360]  於是這位傳道人一早預備了很多功夫
[00:00:15.360 --> 00:00:19.960]  其中一項是把一些大字剪出來
[00:00:19.960 --> 00:00:22.600]  貼在一幅布條上
[00:00:22.600 --> 00:00:25.200]  做了一張橫額
[00:00:25.200 --> 00:00:28.440]  這張橫額寫著「信耶穌得永生」
[00:00:28.440 --> 00:00:34.000]  掛在村口最多眼的位置上
[00:00:34.000 --> 00:00:37.680]  報道會那天終於來了
[00:00:37.680 --> 00:00:40.640]  一大清早
[00:00:40.640 --> 00:00:45.880]  那些人從四面八方來到參加報道會
[00:00:45.880 --> 00:00:48.880]  傳道人看到很開心
[00:00:48.880 --> 00:00:52.440]  不斷感恩讚美神
[00:00:52.440 --> 00:00:56.360]  講完道之後他就問
[00:00:56.360 --> 00:01:00.360]  「請問大家誰願意信耶穌」
[00:01:00.360 --> 00:01:03.200]  當時全場的人都舉手
[00:01:03.200 --> 00:01:06.600]  傳道人很激動
[00:01:06.600 --> 00:01:09.440]  誰知在場的人更激動
[00:01:09.440 --> 00:01:11.320]  群情洶湧
[00:01:11.320 --> 00:01:16.040]  散會後人人都湧上來找傳道人
[00:01:16.040 --> 00:01:18.800]  人人都耳口同聲說
[00:01:18.800 --> 00:01:21.400]  「要水牛 要水牛」
[00:01:21.400 --> 00:01:24.280]  傳道人就覺得奇怪
[00:01:24.280 --> 00:01:26.600]  為何人人都要水牛
[00:01:26.600 --> 00:01:31.040]  於是群眾速擁著傳道人到村口
[00:01:31.040 --> 00:01:34.480]  一看那幅橫額就寫著
[00:01:34.480 --> 00:01:37.640]  「信耶穌得水牛」
[00:01:37.640 --> 00:01:40.680]  原來那些字是吹兩橫的
[00:01:40.680 --> 00:01:42.840]  「信耶穌得永生」
[00:01:42.840 --> 00:01:45.240]  「永生」就變成「水牛」
[00:01:45.240 --> 00:01:47.200]  在故事中
[00:01:47.200 --> 00:01:52.320]  群眾是為了得到好處才信耶穌
[00:01:52.320 --> 00:01:56.520]  會否有時我們也像這群人
[00:01:56.520 --> 00:01:58.840]  我們也想得到某種好處
[00:01:58.840 --> 00:02:00.280]  所以信耶穌
[00:02:00.280 --> 00:02:02.400]  可能我們的信心未必是真實
[00:02:02.400 --> 00:02:04.120]  我們會想得到甚麼好處呢
[00:02:04.120 --> 00:02:07.840]  例如我們想得到病得醫治
[00:02:07.840 --> 00:02:09.360]  我們的腰酸背痛
[00:02:09.360 --> 00:02:13.120]  期望信了耶穌後可以得到醫治
[00:02:13.120 --> 00:02:16.200]  或者想得到心裏的平安
[00:02:16.200 --> 00:02:18.240]  又或者洗禮後
[00:02:18.240 --> 00:02:20.880]  兒子進入基督教名校
[00:02:20.880 --> 00:02:22.920]  機會高一點
[00:02:22.920 --> 00:02:26.240]  會否想得到這些好處呢?
[00:02:26.240 --> 00:02:29.560]  其實信耶穌一定有好處
[00:02:29.560 --> 00:02:31.640]  沒有好處我們也不會信
[00:02:31.640 --> 00:02:33.040]  也不需要信
[00:02:33.040 --> 00:02:35.760]  不過如果單單只是為了
[00:02:35.760 --> 00:02:37.920]  現實的需要來信耶穌
[00:02:37.920 --> 00:02:43.000]  這種信心很可能不是真正的信心
[00:02:43.000 --> 00:02:45.560]  就好像我們今天要看的
[00:02:45.560 --> 00:02:47.520]  《使徒行傳》第八章
[00:02:47.520 --> 00:02:50.160]  裏面有三個都是信耶穌的人
[00:02:50.160 --> 00:02:54.440]  但不是每個人都是真的信耶穌
[00:02:54.440 --> 00:02:57.720]  我們今天希望從他們三人那裏
[00:02:57.720 --> 00:03:01.800]  來看看對我們有甚麼提醒
[00:03:01.800 --> 00:03:04.600]  在說這三個人的信仰之前
[00:03:04.600 --> 00:03:06.600]  我想考一考大家
[00:03:06.600 --> 00:03:10.880]  我們今季讀經是讀《使徒行傳》
[00:03:10.880 --> 00:03:15.600]  我們全隊人的講壇訊息都是說《使徒行傳》
[00:03:15.600 --> 00:03:19.160]  今期的讀經計劃和上一期最大的分別
[00:03:19.160 --> 00:03:21.600]  就是今期要背金句
[00:03:21.600 --> 00:03:23.440]  我想考考大家
[00:03:23.440 --> 00:03:26.240]  大家記不記得我們第一次說《使徒行傳》時
[00:03:26.240 --> 00:03:29.840]  要大家背的金句是哪一節呢?
[00:03:29.840 --> 00:03:32.920]  記不記得?
[00:03:32.920 --> 00:03:35.960]  應該是Lorry記得
[00:03:35.960 --> 00:03:37.040]  沒錯就是這一節
[00:03:37.040 --> 00:03:38.400]  我們一起讀
[00:03:38.400 --> 00:03:42.040]  「但聖靈降臨在你們身上
[00:03:42.040 --> 00:03:44.760]  你們就必得著能力
[00:03:44.760 --> 00:03:50.720]  並要在耶路撒冷、猶太傳地和撒瑪利亞
[00:03:50.720 --> 00:03:54.800]  直到地極作我的見證」
[00:03:54.800 --> 00:03:56.880]  這一節聖經可以說是
[00:03:56.880 --> 00:04:00.360]  全卷《使徒行傳》裏面最重要的一節聖經
[00:04:00.360 --> 00:04:04.080]  因為這節聖經講述了《使徒行傳》的中心思想
[00:04:04.080 --> 00:04:08.640]  也是將福音遍傳的路線
[00:04:08.640 --> 00:04:11.000]  我用了一個圖來表示
[00:04:11.000 --> 00:04:15.440]  這一節聖經其實也是整卷《使徒行傳》的大綱
[00:04:15.440 --> 00:04:21.480]  因為一節七章是講述福音在耶路撒冷傳
[00:04:21.480 --> 00:04:27.000]  八節十二章是傳到猶太傳地和撒瑪利亞
[00:04:27.000 --> 00:04:30.520]  接著是傳到地極 即是全世界
[00:04:30.520 --> 00:04:33.000]  在這裡我們看到
[00:04:33.000 --> 00:04:40.120]  這一節聖經正正是整卷書的大綱思想
[00:04:40.120 --> 00:04:44.280]  今天我們講的第八章在這個圈子裡
[00:04:44.280 --> 00:04:46.520]  就是在撒瑪利亞
[00:04:46.520 --> 00:04:53.440]  為什麼福音會由耶路撒冷傳到猶太傳地和撒瑪利亞呢?
[00:04:53.440 --> 00:04:56.880]  其實與兩個人有關
[00:04:56.880 --> 00:05:02.240]  這兩個人其實也是《使徒行傳》第六章所講的
[00:05:02.240 --> 00:05:04.520]  他們設立了七位執事
[00:05:04.520 --> 00:05:08.400]  這兩個人都是這七位執事的其中之兩個
[00:05:08.400 --> 00:05:15.040]  這七位執事選出來是要協助使徒來管理教會的
[00:05:15.040 --> 00:05:19.120]  而其中一位就是司提反
[00:05:19.120 --> 00:05:21.960]  即是第七章殉道的司提反
[00:05:21.960 --> 00:05:27.640]  他也是教會史上第一個殉道士
[00:05:27.640 --> 00:05:31.560]  但因著他的死 他的殉道
[00:05:31.560 --> 00:05:35.800]  教會當時受到很大的迫迫 受到政府的迫害
[00:05:35.800 --> 00:05:38.640]  於是那些信徒就散開了
[00:05:38.640 --> 00:05:41.320]  有些人就去了撒瑪利亞
[00:05:41.320 --> 00:05:42.680]  今天我們所講的
[00:05:42.680 --> 00:05:44.640]  我剛才說的除了司提反之外
[00:05:44.640 --> 00:05:48.160]  另一個重要的執事就是肥利
[00:05:48.160 --> 00:05:53.400]  肥利就是第一個將福音傳到撒瑪利亞的人
[00:05:53.400 --> 00:05:58.760]  我們今天就要來看看他怎樣將福音傳到那裡
[00:05:58.760 --> 00:06:01.440]  使得很多撒瑪利亞人都信了主
[00:06:01.440 --> 00:06:03.840]  其中一個就是西門
[00:06:03.840 --> 00:06:05.240]  這個西門是什麼人呢?
[00:06:05.240 --> 00:06:08.240]  我們看看這幾節的聖經 我們一起讀
[00:06:08.240 --> 00:06:14.880]  「有一個人名叫西門 向來在城裡行邪術
[00:06:14.880 --> 00:06:20.160]  妄自尊大 使撒瑪利亞的百姓驚奇
[00:06:20.160 --> 00:06:23.800]  無論大小都聽從他 說
[00:06:23.800 --> 00:06:28.000]  這人就是那稱為神的大能者
[00:06:28.000 --> 00:06:34.080]  他們聽從他 因狗用邪術 使他們驚奇」
[00:06:34.080 --> 00:06:37.720]  這裡所指的邪術就是指當時的巫術
[00:06:37.720 --> 00:06:41.280]  或者術士所施行的法術
[00:06:41.280 --> 00:06:43.280]  其實在當時來說
[00:06:43.280 --> 00:06:48.800]  這些術士或者巫師其實都是一種專業
[00:06:48.800 --> 00:06:56.400]  他們有些術士甚至成為某些異教國家當權者的謀士
[00:06:56.400 --> 00:06:58.560]  他們的身份都很重要
[00:06:58.560 --> 00:07:02.200]  而這個西門除了能夠行這些邪術之外
[00:07:02.200 --> 00:07:06.680]  他亦自命不凡 自命為大人物 妄自尊大
[00:07:06.680 --> 00:07:13.080]  使當時的撒瑪利亞人都覺得他很厲害
[00:07:13.080 --> 00:07:17.640]  於是每個人都跟隨他 當他好像神一樣
[00:07:17.640 --> 00:07:27.400]  而這個西門當時其實他也信了耶穌
[00:07:27.400 --> 00:07:32.160]  不過他的信仰受到質疑 為什麼呢?
[00:07:32.160 --> 00:07:36.160]  就是因為當他見到這些仕途
[00:07:36.160 --> 00:07:40.800]  他們按手在人身上的時候就有聖靈降下
[00:07:40.800 --> 00:07:44.480]  於是西門見到就覺得很厲害
[00:07:44.480 --> 00:07:47.720]  不如我給你們一些錢 讓你們也給我這種能力
[00:07:47.720 --> 00:07:51.440]  我按手在誰身上 誰就有聖靈
[00:07:51.440 --> 00:07:54.640]  他以為自己的提議很聰明
[00:07:54.640 --> 00:07:57.600]  誰知仕途彼得責備他
[00:07:57.600 --> 00:08:01.320]  彼得說「你的銀子和你一同滅亡吧」
[00:08:01.320 --> 00:08:05.000]  「因你想神的恩賜是可以用錢買的」
[00:08:05.000 --> 00:08:07.840]  「你在這道上無份無關」
[00:08:07.840 --> 00:08:10.240]  「因為在神面前你的心不正」
[00:08:10.240 --> 00:08:13.280]  「你當懊悔你這罪惡 祈求主」
[00:08:13.280 --> 00:08:16.400]  「或者你心裡的意念可得赦免」
[00:08:16.400 --> 00:08:21.560]  「我看出你正在苦膽之中 被罪惡捆綁」
[00:08:21.560 --> 00:08:24.640]  彼得這段說話其實是相當嚴厲的
[00:08:24.640 --> 00:08:28.400]  他說你與這道無份無關
[00:08:28.400 --> 00:08:32.000]  你在神的面前 你的心不正
[00:08:32.000 --> 00:08:36.600]  這段說話顯示西門雖然洗禮了
[00:08:36.600 --> 00:08:40.240]  但很可能他仍未悔改 未曾離棄罪惡
[00:08:40.240 --> 00:08:43.000]  嚴格來說他是未信耶穌
[00:08:43.000 --> 00:08:45.320]  他不是真心信
[00:08:45.320 --> 00:08:51.800]  我們現在可以回看西門當時是怎樣信的
[00:08:51.800 --> 00:08:54.280]  剛才我說過西門是一個術士
