
[00:00:00.000 --> 00:00:03.240]  各位領事會平安
[00:00:03.240 --> 00:00:04.960]  進入二月份
[00:00:04.960 --> 00:00:06.840]  我們在上個月裡面
[00:00:06.840 --> 00:00:10.460]  我們學習一個課題
[00:00:10.460 --> 00:00:12.800]  怎樣去蒙照、去祝福
[00:00:12.800 --> 00:00:13.840]  一個Bless
[00:00:13.840 --> 00:00:15.300]  第一個B是什麼?
[00:00:15.300 --> 00:00:20.000]  一起來
[00:00:20.000 --> 00:00:22.920]  Begin with Prayer
[00:00:22.920 --> 00:00:26.540]  我們是以禱告來開始
[00:00:26.540 --> 00:00:29.380]  所以盼望在過去一個月裡面
[00:00:29.380 --> 00:00:30.640]  無論在港島裡面
[00:00:30.640 --> 00:00:34.600]  在小組我們一起去學習的裡面
[00:00:34.600 --> 00:00:37.340]  我都盼望我們每一個恩全家的弟兄姊妹
[00:00:37.340 --> 00:00:40.380]  我們都去學習成為一個祈禱人
[00:00:40.380 --> 00:00:42.220]  我們不是要做些什麼
[00:00:42.220 --> 00:00:43.880]  而是在禱告裡面
[00:00:43.880 --> 00:00:49.420]  我們再一次去明白上帝在我們生命裡面的旨意
[00:00:49.420 --> 00:00:52.600]  當我們去到不同的崗位服侍的時候
[00:00:52.600 --> 00:00:55.000]  特別我們要去祝福別人的時候
[00:00:55.000 --> 00:00:57.380]  我們真的先去禱告
[00:00:57.380 --> 00:00:59.340]  為了自己、為了對方
[00:00:59.340 --> 00:01:00.260]  我們才去禱告
[00:01:00.260 --> 00:01:04.300]  以致我們才去想下一步是什麼
[00:01:04.300 --> 00:01:08.960]  稍後牧師也會很快地來幫我們有一個重溫
[00:01:08.960 --> 00:01:10.380]  來到這個月
[00:01:10.380 --> 00:01:13.340]  我們就會進入第二個學習
[00:01:13.340 --> 00:01:15.460]  一個祝福別人的習慣
[00:01:15.460 --> 00:01:17.340]  就是L
[00:01:17.340 --> 00:01:19.420]  Listen like Jesus
[00:01:19.420 --> 00:01:20.960]  這個很重要
[00:01:20.960 --> 00:01:23.040]  不是Listen like yourself
[00:01:23.040 --> 00:01:25.760]  很多時候我們都喜歡聽自己說的話
[00:01:25.760 --> 00:01:30.180]  而是我們要去學習怎麼去Listen like Jesus
[00:01:30.180 --> 00:01:33.380]  那就必須我們問一個問題
[00:01:33.380 --> 00:01:37.640]  今天神是不是仍然在跟我們說話呢?
[00:01:37.640 --> 00:01:41.800]  你會怎樣回應這個問題?
[00:01:41.800 --> 00:01:43.760]  就是有人點頭
[00:01:43.760 --> 00:01:47.760]  有人目光呆滯
[00:01:47.760 --> 00:01:51.340]  究竟今天神是不是仍然在跟我們說話呢?
[00:01:51.340 --> 00:01:52.840]  點頭那些
[00:01:52.840 --> 00:01:55.840]  最近神在跟你說什麼話呢?
[00:01:55.840 --> 00:01:56.960]  稍後我來找你
[00:01:56.960 --> 00:01:59.640]  或者你來找我
[00:01:59.640 --> 00:02:01.600]  對的
[00:02:01.600 --> 00:02:05.140]  首先我是確信神今天仍然在跟我們說話
[00:02:05.140 --> 00:02:06.720]  不過問題就是
[00:02:06.720 --> 00:02:10.640]  我們有沒有專注地去傾聽
[00:02:10.640 --> 00:02:14.180]  留心去聽上帝的說話呢?
[00:02:14.180 --> 00:02:15.600]  有一個故事說到
[00:02:15.600 --> 00:02:18.260]  有一個印第安的朋友
[00:02:18.260 --> 00:02:22.220]  被邀請來到紐約這個地方
[00:02:22.220 --> 00:02:23.640]  他的朋友的家
[00:02:23.640 --> 00:02:26.520]  當他抵達機場之後
[00:02:26.520 --> 00:02:30.100]  這個朋友就準備帶他坐巴士回家
[00:02:30.100 --> 00:02:31.600]  準備過馬路的時候
[00:02:31.600 --> 00:02:32.300]  他就跟他的朋友說
[00:02:32.300 --> 00:02:36.180]  喂!聽不聽到有蟋蟀的聲音?
[00:02:36.180 --> 00:02:37.380]  那個朋友就跟他說
[00:02:37.380 --> 00:02:40.840]  你坐飛機坐到你糊塗了
[00:02:40.840 --> 00:02:43.020]  怎麼會這裡有蟋蟀的聲音?
[00:02:43.020 --> 00:02:44.640]  這麼吵
[00:02:44.640 --> 00:02:46.300]  在高速的公路裡面
[00:02:46.300 --> 00:02:47.640]  這麼多車在走
[00:02:47.640 --> 00:02:48.640]  你看看前面
[00:02:48.640 --> 00:02:52.140]  還有一些工程在做機械的聲音
[00:02:52.140 --> 00:02:53.140]  很吵
[00:02:53.140 --> 00:02:55.600]  何來有蟋蟀的聲音呢?
[00:02:55.600 --> 00:02:56.980]  走多幾步的時候
[00:02:56.980 --> 00:02:59.020]  這個印第安的朋友又再說
[00:02:59.020 --> 00:03:00.480]  喂!不是啊!老友
[00:03:00.480 --> 00:03:02.520]  真的聽到有蟋蟀的聲音
[00:03:02.520 --> 00:03:04.280]  你過來看看
[00:03:04.280 --> 00:03:06.980]  就在路旁的旁邊
[00:03:06.980 --> 00:03:11.560]  當他揭起一些已經枯爛的樹幹裡面
[00:03:11.560 --> 00:03:16.980]  果然真的找到兩隻蟋蟀在叫
[00:03:16.980 --> 00:03:20.140]  這個紐約的朋友就覺得很稀奇
[00:03:20.140 --> 00:03:21.720]  嘩!真的有什麼可能?
[00:03:21.720 --> 00:03:24.640]  為什麼你的耳朵這麼靈敏呢?
[00:03:24.640 --> 00:03:26.480]  這個印第安的朋友就跟他說
[00:03:26.480 --> 00:03:28.820]  其實你的耳朵也很靈敏
[00:03:28.820 --> 00:03:30.720]  不信的話我們做一個實驗
[00:03:30.720 --> 00:03:33.180]  你袋子裡面有沒有一些散紙?
[00:03:33.180 --> 00:03:35.180]  拿一些散紙出來可以嗎?
[00:03:35.180 --> 00:03:37.060]  好啊!給你一些散紙
[00:03:37.060 --> 00:03:39.520]  看看你做什麼實驗
[00:03:39.520 --> 00:03:41.060]  二話不說他拿完之後
[00:03:41.060 --> 00:03:44.980]  就砰!一聲就把散紙拋在地上
[00:03:44.980 --> 00:03:48.360]  嘩!突然間那些人從四方八面
[00:03:48.360 --> 00:03:49.920]  就看著他們
[00:03:49.920 --> 00:03:52.260]  就在找哪裡有錢的聲音
[00:03:52.260 --> 00:03:54.980]  然後就去撿了
[00:03:54.980 --> 00:03:58.680]  所以這個印第安的朋友就跟他這個朋友說
[00:03:58.680 --> 00:04:01.220]  其實你們的聽力也很好
[00:04:01.220 --> 00:04:02.880]  只不過你們紐約的人
[00:04:02.880 --> 00:04:06.380]  你們是比較專注在錢的聲音上面
[00:04:06.380 --> 00:04:11.560]  我的專注就在一些自然、生命的裡面
[00:04:11.560 --> 00:04:14.520]  所以從這個很簡單的故事
[00:04:14.520 --> 00:04:19.380]  再一次讓我們去檢視一件事
[00:04:19.380 --> 00:04:21.420]  聽到、聽不到
[00:04:21.420 --> 00:04:24.820]  其實完全是在於我們有沒有專注
[00:04:24.820 --> 00:04:28.360]  有沒有專注地留心去聽
[00:04:28.360 --> 00:04:30.860]  今天神仍然很渴望
[00:04:30.860 --> 00:04:32.460]  和你和我講說話
[00:04:32.460 --> 00:04:34.920]  好像我們的好朋友一樣
[00:04:34.920 --> 00:04:37.620]  就是我不知道你和你最親密的朋友
[00:04:37.620 --> 00:04:39.920]  你不會說隔很久才和他講一次
[00:04:39.920 --> 00:04:41.160]  聊一次天的,對不對?
[00:04:41.160 --> 00:04:42.820]  就是你都會是很
[00:04:42.820 --> 00:04:44.080]  特別是你的枕邊人
[00:04:44.080 --> 00:04:46.720]  每天應該都會有交流的,對不對?
[00:04:46.720 --> 00:04:49.180]  就是原來上帝也是這樣
[00:04:49.180 --> 00:04:52.220]  來聽我們、來分享
[00:04:52.220 --> 00:04:55.720]  問題就是我們有沒有去安靜我們自己
[00:04:55.720 --> 00:04:56.820]  專注
[00:04:56.820 --> 00:05:01.320]  也花時間去聆聽神的聲音
[00:05:01.320 --> 00:05:04.320]  所以在這個月一開始的時候
[00:05:04.320 --> 00:05:06.520]  我們必須要去學習
[00:05:06.520 --> 00:05:08.280]  Listen like Jesus
[00:05:08.280 --> 00:05:13.020]  我們有沒有真的去聆聽上帝的聲音呢?
[00:05:13.020 --> 00:05:17.220]  因為這個聆聽的過程裡面
[00:05:17.220 --> 00:05:19.420]  其實是一個次序的問題
[00:05:19.420 --> 00:05:20.620]  因為剛才我們一開始就說
[00:05:20.620 --> 00:05:23.820]  很多時候我們是先聽自己的聲音
[00:05:23.820 --> 00:05:27.020]  接著才再聽別人的聲音
[00:05:27.020 --> 00:05:29.720]  最後你才去找神
[00:05:29.720 --> 00:05:35.020]  我們好像是次序倒轉了
[00:05:35.020 --> 00:05:36.920]  今天第一個我們需要去學習
[00:05:36.920 --> 00:05:39.820]  就是我們需要先來到神的面前
[00:05:39.820 --> 00:05:41.820]  去聆聽上帝的聲音
[00:05:41.820 --> 00:05:44.720]  也是一個愛神的開始
[00:05:44.720 --> 00:05:49.520]  如果我們看回聆聽這個「聆」字
[00:05:49.520 --> 00:05:54.620]  耳朵旁邊那個字首是「聆」字
[00:05:54.620 --> 00:05:59.720]  其實我們要去命令我們自己去聆聽
[00:05:59.720 --> 00:06:04.120]  所以這裡說的是我們是要用心的
[00:06:04.120 --> 00:06:08.620]  銳意地去專注去聆聽
[00:06:08.620 --> 00:06:11.620]  「聆」字其實是很特別的中文字
[00:06:11.620 --> 00:06:14.320]  你會看到有幾個部分
[00:06:14.320 --> 00:06:21.220]  有耳朵、目光、眼睛
[00:06:21.220 --> 00:06:22.920]  還有一個「心」
[00:06:22.920 --> 00:06:24.420]  很有深度
[00:06:24.420 --> 00:06:26.920]  我們中文的字
[00:06:26.920 --> 00:06:31.220]  所以這個「聆」字其實也是很豐富的層次
[00:06:31.220 --> 00:06:33.320]  細聽、傾聽
[00:06:33.320 --> 00:06:35.320]  意思除了用耳朵去聆聽之外
[00:06:35.320 --> 00:06:39.520]  也能夠聽得出背後的意思
[00:06:39.520 --> 00:06:43.220]  所以原來在整本聖經裡面
[00:06:43.220 --> 00:06:46.420]  聽也是一個很重要的學習
[00:06:46.420 --> 00:06:48.220]  以及靈修、操練
[00:06:48.220 --> 00:06:52.320]  過去這幾年我們都是很銳意地去幫助大家
[00:06:52.320 --> 00:06:56.320]  怎樣去操練聆聽上帝的聲音
[00:06:56.320 --> 00:06:59.020]  如果我們看回整本聖經
[00:06:59.020 --> 00:07:00.820]  新約「聽」這個字
[00:07:00.820 --> 00:07:04.020]  其實出現了433次
[00:07:04.020 --> 00:07:07.720]  原來再看回在舊約的時候就更誇張
[00:07:07.720 --> 00:07:09.820]  出現了「Shaman」這個字
[00:07:09.820 --> 00:07:13.620]  出現了1143次
[00:07:13.620 --> 00:07:14.820]  我想言之
[00:07:14.820 --> 00:07:18.920]  原來在上帝的教導裡面
[00:07:18.920 --> 00:07:24.220]  其中一個很想來教我們去學會聽這個功課
[00:07:24.220 --> 00:07:27.120]  在《新寧記》六章四節裡面
[00:07:27.120 --> 00:07:28.520]  讓我們一起讀出這一節經文
[00:07:28.520 --> 00:07:30.020]  我們說預備起
[00:07:30.020 --> 00:07:31.420]  以色列啊
[00:07:31.420 --> 00:07:32.620]  你要聽
[00:07:32.620 --> 00:07:36.820]  耶和華我們的神是獨一的主
[00:07:36.820 --> 00:07:39.120]  這一節的經文一開始的時候
[00:07:39.120 --> 00:07:41.320]  原文「Shaman」
[00:07:41.320 --> 00:07:43.320]  意思就是「聽」
[00:07:43.320 --> 00:07:45.420]  吩咐這幫以色列人
[00:07:45.420 --> 00:07:49.720]  去遵行神的誡命律例典章
[00:07:49.720 --> 00:07:53.220]  好叫往後的子子孫孫都去學習
[00:07:53.220 --> 00:07:56.920]  透過「聽」去學習敬畏神
[00:07:56.920 --> 00:08:00.920]  以至他們的生命能夠蒙福
[00:08:00.920 --> 00:08:03.120]  當我們去「聽」的時候
[00:08:03.120 --> 00:08:05.020]  其實經文的背後
[00:08:05.020 --> 00:08:07.620]  就是說我們要去遵行
[00:08:07.620 --> 00:08:11.320]  遵行神的教導神的吩咐
[00:08:11.320 --> 00:08:13.520]  在舊約聖經其實聽這個字
[00:08:13.520 --> 00:08:14.920]  第一次出現
[00:08:14.920 --> 00:08:18.920]  其實就跟人類的始祖是有關的
[00:08:18.920 --> 00:08:20.720]  一個反面的教材
[00:08:20.720 --> 00:08:24.020]  因為他們不聽神的命令
[00:08:24.020 --> 00:08:26.220]  就是神吩咐亞當和夏娃
[00:08:26.220 --> 00:08:29.620]  就不要吃那個分辨是惡殊的果子
[00:08:29.620 --> 00:08:31.220]  吃了之後你必定死
[00:08:31.220 --> 00:08:32.620]  但是我們知道的結局
[00:08:32.620 --> 00:08:34.520]  就是因為他們撥疫
[00:08:34.520 --> 00:08:36.620]  就是受到魔鬼的誘惑
[00:08:36.620 --> 00:08:38.620]  最後他們就吃了
[00:08:38.620 --> 00:08:46.220]  以至當神在神的園中走的時候
[00:08:46.220 --> 00:08:49.720]  當時他們就因為聽到神的聲音
[00:08:49.720 --> 00:08:50.520]  就怎樣了?
[00:08:50.520 --> 00:08:51.520]  記不記得?
[00:08:51.520 --> 00:08:53.920]  他們就躲起來了
[00:08:53.920 --> 00:08:56.320]  躲避耶和華神的面
[00:08:56.320 --> 00:08:57.920]  亞當甚至乎說
[00:08:57.920 --> 00:09:00.520]  因為他聽見耶和華神的聲音
[00:09:00.520 --> 00:09:01.720]  就怎樣了?
[00:09:01.720 --> 00:09:03.320]  害怕
[00:09:03.320 --> 00:09:05.620]  所以因為不聽
[00:09:05.620 --> 00:09:09.020]  不聽從、不順從神的緣故
[00:09:09.020 --> 00:09:12.320]  導致人的開始墮落
