
[00:00:00.000 --> 00:00:05.260]  過去呢,由聖誕節開始,一直數下去元旦,農曆年
[00:00:05.260 --> 00:00:07.340]  到昨天是什麼節
[00:00:07.340 --> 00:00:11.420]  元宵,哇,好像一直有很多節期
[00:00:11.420 --> 00:00:17.080]  還有,接下來的禮拜二,就會有西方的情人節
[00:00:17.080 --> 00:00:20.180]  大家有沒有覺得呢,開始有點累了
[00:00:20.180 --> 00:00:22.660]  有些叫節日疲勞
[00:00:22.660 --> 00:00:26.140]  節日疲勞,都過了很多節,很多東西都要預備
[00:00:26.140 --> 00:00:29.180]  究竟怎麼安排,怎麼過這些節
[00:00:29.180 --> 00:00:33.100]  這樣的,特別是這幾天,你覺得很冷的時候
[00:00:33.100 --> 00:00:36.180]  你可能真的有疲勞症
[00:00:36.180 --> 00:00:40.860]  好,有些人就說,除了我們很多時候過這些節
[00:00:40.860 --> 00:00:45.040]  我們都有很多的打點,很多要預備之外
[00:00:45.040 --> 00:00:50.500]  其實有一班人呢,他們其實都遇上很多不同的節的時候
[00:00:50.500 --> 00:00:55.020]  他們更加的覺得,真是煩惱怎麼過這些節
[00:00:55.020 --> 00:00:57.420]  特別是一班單身一族
[00:00:58.380 --> 00:01:02.360]  在過去一年呢,在佐敦有一家餐廳
[00:01:02.360 --> 00:01:05.820]  在情人節裏面就推出了這個單身套餐
[00:01:05.820 --> 00:01:09.140]  這個單身套餐是什麼喫的呢
[00:01:09.140 --> 00:01:11.540]  第一就是咕拎拎大蝦
[00:01:11.540 --> 00:01:14.020]  就是有多少隻呢,你猜
[00:01:14.020 --> 00:01:18.700]  當然是一隻啦,咕拎拎大蝦,還有炕衰老蕃茄面
[00:01:18.700 --> 00:01:22.300]  還有一個叫男人浪漫大青島
[00:01:22.300 --> 00:01:26.820]  不過男人浪漫應該是豆腐火腩飯,不是青島
[00:01:26.820 --> 00:01:31.140]  成爲99元找回1元給你,都是單的
[00:01:31.140 --> 00:01:37.460]  都是一種在這些節期裏面,大家開心一下,老闆說
[00:01:37.460 --> 00:01:39.780]  真的有單身人士去喫的
[00:01:39.780 --> 00:01:43.460]  當然有些網民喫完就覺得越喫越傷心
[00:01:43.460 --> 00:01:45.380]  但是有些積極點的人就說
[00:01:45.380 --> 00:01:49.940]  去到喫的時候,期望真的有一些單身的異性
[00:01:49.940 --> 00:01:53.940]  搭桌子,明年就可以喫雙人餐了
[00:01:53.940 --> 00:01:55.940]  這些都是積極都不錯的
[00:01:56.820 --> 00:02:02.900]  但如果你是單身人士,或者你身邊一些很關心他的單身人士
[00:02:02.900 --> 00:02:05.660]  你會怎樣過這些節期呢
[00:02:05.660 --> 00:02:09.620]  會不會真的去嘗試一下這些單身套餐,真的挺值得喫的
[00:02:09.620 --> 00:02:12.140]  要不然就像平常一樣過呢
[00:02:12.140 --> 00:02:15.860]  要不然就約一些朋友之心去聊聊天
[00:02:15.860 --> 00:02:19.020]  去大家分享一下
[00:02:19.020 --> 00:02:26.140]  當在社會和教會很推崇家庭和婚姻的底下
[00:02:26.140 --> 00:02:29.620]  單身信徒又怎樣去自處
[00:02:29.620 --> 00:02:31.780]  我所指的是單身的信徒
[00:02:31.780 --> 00:02:36.020]  是年屆識婚而沒有結婚的一些弟兄姊妹
[00:02:36.020 --> 00:02:39.540]  或者是研究等候着配偶的出現
[00:02:39.540 --> 00:02:42.220]  或者已經決定了獨身的生活
[00:02:42.220 --> 00:02:46.100]  或者在喪偶之後不再結婚
[00:02:46.100 --> 00:02:49.380]  或者你說我已經結婚了,和我有什麼關係呢
[00:02:49.380 --> 00:02:52.420]  但我相信我們都很關懷我們自己家裏面
[00:02:52.420 --> 00:02:56.020]  或者身邊的一些所認識的親友
[00:02:56.020 --> 00:02:59.300]  我們怎樣能夠祝福他們
[00:02:59.300 --> 00:03:03.180]  但又反而不會令他們更加難受呢
[00:03:03.180 --> 00:03:05.140]  而我們要再問一個問題就是
[00:03:05.140 --> 00:03:09.100]  結婚是不是一個似乎
[00:03:09.100 --> 00:03:13.220]  一定要人人都要經歷的一個人生階段
[00:03:13.220 --> 00:03:19.820]  文英姐和我們讀了《馬達福音》第十九章第十節至第十二節
[00:03:19.820 --> 00:03:22.820]  《天定聖經》是接着上個月和大家分享到
[00:03:22.820 --> 00:03:25.140]  主耶穌怎樣看婚姻
[00:03:25.140 --> 00:03:28.060]  當時就是一羣法利塞人用婚姻
[00:03:28.060 --> 00:03:31.020]  用摩西所許他們的
[00:03:31.020 --> 00:03:35.220]  這個優妻的教導
[00:03:35.220 --> 00:03:36.980]  優妻的許可
[00:03:36.980 --> 00:03:39.220]  來去試探耶穌
[00:03:39.220 --> 00:03:40.820]  主耶穌說得很清楚
[00:03:40.820 --> 00:03:43.060]  婚姻制度是神所設立的
[00:03:43.060 --> 00:03:45.460]  神所配合的,人不可分開
[00:03:45.460 --> 00:03:47.300]  除非妻子犯了淫亂
[00:03:47.300 --> 00:03:51.300]  否則人不能夠優妻
[00:03:51.300 --> 00:03:55.300]  後來跟着耶穌回到家裏
[00:03:55.300 --> 00:03:57.500]  門徒很緊張問耶穌
[00:03:57.500 --> 00:03:59.620]  如果是這樣的話
[00:03:59.620 --> 00:04:00.460]  門徒說
[00:04:00.460 --> 00:04:03.580]  既然夫妻和太太的關係既是這樣
[00:04:03.580 --> 00:04:05.220]  倒不如不娶
[00:04:05.220 --> 00:04:07.300]  他們感覺到很大的束縛
[00:04:07.300 --> 00:04:10.620]  如果真的出現了婚姻有問題的時候
[00:04:10.620 --> 00:04:12.420]  不能夠離婚再娶
[00:04:12.420 --> 00:04:15.980]  那不如不結婚
[00:04:15.980 --> 00:04:19.180]  但主耶穌怎樣回應這羣門徒
[00:04:19.180 --> 00:04:21.500]  主耶穌說:不行,每個人都要結婚
[00:04:21.500 --> 00:04:23.060]  是不是這樣呢
[00:04:23.060 --> 00:04:23.900]  不是
[00:04:23.900 --> 00:04:26.460]  主耶穌說了三個可能性
[00:04:26.460 --> 00:04:29.060]  有些人是肉身上的原因
[00:04:29.060 --> 00:04:29.940]  不會結婚
[00:04:29.940 --> 00:04:31.740]  有些人是外在的環境
[00:04:31.740 --> 00:04:33.660]  不得已的情況下
[00:04:33.660 --> 00:04:34.980]  保持單身
[00:04:34.980 --> 00:04:36.900]  第三類人
[00:04:36.900 --> 00:04:39.260]  爲天國的緣故
[00:04:39.260 --> 00:04:40.580]  而自己選擇不結婚
[00:04:40.580 --> 00:04:42.860]  是爲天國的價值觀
[00:04:42.860 --> 00:04:46.340]  來守獨身
[00:04:46.340 --> 00:04:49.140]  這對當時的猶太人來說
[00:04:49.140 --> 00:04:51.220]  對今天的我們來說
[00:04:51.220 --> 00:04:53.420]  也是不容易接受
[00:04:53.420 --> 00:04:54.980]  耶穌的教導
[00:04:54.980 --> 00:04:57.540]  爲天國的緣故自己不結婚
[00:04:57.540 --> 00:04:58.620]  所以這個
[00:04:58.620 --> 00:05:01.100]  我相信裏面的意思是
[00:05:01.100 --> 00:05:02.140]  婚姻
[00:05:02.140 --> 00:05:06.460]  不是人人都一定要有的一個這樣的選擇
[00:05:06.460 --> 00:05:07.860]  在不同的情況裏面
[00:05:07.860 --> 00:05:09.500]  有不同的困擾
[00:05:09.500 --> 00:05:12.780]  單身者都是面對不少的困擾
[00:05:12.780 --> 00:05:14.020]  爲什麼會是這樣呢
[00:05:14.020 --> 00:05:16.980]  因爲無論在已婚的頂智慧當中
[00:05:16.980 --> 00:05:18.580]  在單身的頂智慧當中
[00:05:18.580 --> 00:05:20.020]  或者作爲父母的
[00:05:20.020 --> 00:05:21.180]  作爲信徒的
[00:05:21.180 --> 00:05:23.380]  都有一些對單身或者對婚姻的
[00:05:23.380 --> 00:05:25.740]  一些的誤解
[00:05:25.740 --> 00:05:28.220]  使得我們會說了一些話
[00:05:28.220 --> 00:05:30.780]  或者有些態度出來
[00:05:30.780 --> 00:05:31.500]  我們一起看看
[00:05:31.500 --> 00:05:34.780]  會不會我們都有這樣的想法
[00:05:34.780 --> 00:05:35.780]  單身人士有很多困擾
[00:05:35.780 --> 00:05:38.620]  其中一個就是覺得人生有很多不確定
[00:05:38.620 --> 00:05:39.940]  很多不確定
[00:05:39.940 --> 00:05:44.620]  很多覺得自己不完整的一個人生
[00:05:44.620 --> 00:05:46.580]  想結婚的是不確定自己
[00:05:46.580 --> 00:05:49.740]  應不應該結婚
[00:05:49.740 --> 00:05:53.340]  更不能確定自己能不能結婚
[00:05:53.340 --> 00:05:55.140]  或者已經不想結婚的
[00:05:55.140 --> 00:05:58.580]  是不確定自己將來會不會後悔
[00:05:58.580 --> 00:06:03.060]  往往不能確定神會不會突然給你一個
[00:06:03.060 --> 00:06:04.340]  這種不確定性
[00:06:04.340 --> 00:06:06.100]  令人覺得很stuck
[00:06:06.100 --> 00:06:07.420]  很困
[00:06:07.420 --> 00:06:10.300]  很膠着的一個人生狀態
[00:06:10.300 --> 00:06:11.860]  接着我應該做什麼
[00:06:11.860 --> 00:06:13.540]  接着我時間怎麼安排
[00:06:13.540 --> 00:06:16.540]  接着我自己的人生方向應該怎麼
[00:06:16.540 --> 00:06:18.660]  我的時間應該投入在哪一處
[00:06:18.660 --> 00:06:21.660]  讓我過得更加有意義呢
[00:06:21.660 --> 00:06:24.980]  不知怎樣我們要move on繼續下去
[00:06:24.980 --> 00:06:28.420]  也感覺人生好像跟旁邊的人很不同
[00:06:28.420 --> 00:06:30.860]  很多人生結婚
[00:06:30.860 --> 00:06:31.980]  有小孩
[00:06:31.980 --> 00:06:33.820]  一路一路按部就班
[00:06:33.820 --> 00:06:36.300]  就知道就是這樣過下去
[00:06:36.300 --> 00:06:38.260]  但是我沒結婚的時候
[00:06:38.260 --> 00:06:40.260]  接着我們做些什麼呢
[00:06:40.260 --> 00:06:43.500]  也感覺自己的人生好像不夠完整
[00:06:43.500 --> 00:06:45.580]  爲什麼我們會有這樣的想法
[00:06:45.580 --> 00:06:48.340]  你是不是也有這樣的想法
[00:06:48.340 --> 00:06:49.580]  是因爲
[00:06:49.580 --> 00:06:56.100]  我們都以爲婚姻能夠帶來我們的完整和滿足
[00:06:56.100 --> 00:06:57.460]  最普遍的誤解就是
[00:06:57.460 --> 00:07:00.180]  認爲未婚的人好像是一個不完整的人
[00:07:00.180 --> 00:07:01.860]  只有多少
[00:07:01.860 --> 00:07:03.380]  只有一半
[00:07:03.380 --> 00:07:05.220]  所以就說當一個人去結婚的時候
[00:07:05.220 --> 00:07:07.740]  他就尋找了他的另一半
[00:07:07.740 --> 00:07:09.620]  當一半和另一半放在一起的時候
[00:07:09.620 --> 00:07:14.100]  就是剛剛好,就是一個完整的這樣的人
[00:07:14.100 --> 00:07:16.660]  所以未結婚的人自然是一個不完整的人
[00:07:16.660 --> 00:07:17.580]  只有一半
[00:07:17.580 --> 00:07:21.060]  但是這個是不是聖經教導
[00:07:21.060 --> 00:07:23.540]  這個是不是聖經教導我們
[00:07:23.540 --> 00:07:26.260]  只有一半的人
[00:07:26.260 --> 00:07:28.620]  又不是教會里面有時候我們都會說
[00:07:28.620 --> 00:07:30.460]  這個是你的另一半
[00:07:30.460 --> 00:07:32.020]  那就只有一半
[00:07:32.020 --> 00:07:33.580]  這個原來不是聖經的教導
[00:07:33.580 --> 00:07:34.940]  這個是來自什麼
[00:07:34.940 --> 00:07:38.020]  是來自希臘的一個神話
[00:07:38.020 --> 00:07:40.660]  是Plato這個哲學家所說的
[00:07:40.660 --> 00:07:42.620]  他說以前在神話裏面
[00:07:42.620 --> 00:07:45.020]  就是人是有兩個頭,四隻手,四隻腳
[00:07:45.020 --> 00:07:47.420]  斬開一半,就剛剛好像我們現在這樣
[00:07:47.420 --> 00:07:51.500]  所以人就尋找他原先貼在一起的那一半
[00:07:51.500 --> 00:07:54.620]  這個完全不是聖經裏面的那個意思
[00:07:54.620 --> 00:07:56.020]  聖經裏面所說的沒錯
[00:07:56.020 --> 00:07:58.380]  你說對了,二人成爲一體
[00:07:58.380 --> 00:08:00.900]  二人成爲一體,斬開他就是一半
[00:08:00.900 --> 00:08:03.020]  但是聖經所說的二人成爲一體
[00:08:03.020 --> 00:08:05.380]  不是說原先他們不是一個完整的人
[00:08:05.380 --> 00:08:07.060]  所以貼在一起,是完整的人
[00:08:07.060 --> 00:08:10.580]  聖經的意思是說兩個完整的人
[00:08:10.580 --> 00:08:11.860]  兩個完整的人走在一起的時候
[00:08:11.860 --> 00:08:13.220]  那種合一
[00:08:13.220 --> 00:08:15.780]  那種二人成爲一體
[00:08:15.780 --> 00:08:16.820]  兩個人要成爲一人
[00:08:16.820 --> 00:08:19.620]  一加一都是一的一個這樣的意思
[00:08:19.620 --> 00:08:21.420]  就好像一個黑色的泥膠
[00:08:21.420 --> 00:08:22.700]  一個白色的泥膠
[00:08:22.700 --> 00:08:25.100]  挫在一起的時候就變成一個什麼
[00:08:25.100 --> 00:08:26.260]  都是一個泥膠
[00:08:26.260 --> 00:08:29.140]  是不再分開
[00:08:29.140 --> 00:08:33.980]  是慢慢變成一個又灰又黑又白的泥膠
[00:08:33.980 --> 00:08:36.620]  但是華人對成家立業的觀念
[00:08:36.620 --> 00:08:38.860]  都一路影響着我們
[00:08:38.860 --> 00:08:40.820]  似乎好像沒經歷過婚姻
[00:08:40.820 --> 00:08:42.700]  沒生兒育女的人
[00:08:42.700 --> 00:08:44.820]  他們又欠缺了人生的閱歷
[00:08:44.820 --> 00:08:48.060]  所以人生也都不完整
[00:08:48.060 --> 00:08:50.580]  但是這個觀念也是建基於婚姻
[00:08:50.580 --> 00:08:54.340]  那是要人人必經階段的一個這樣的前設
[00:08:54.340 --> 00:08:55.980]  這個大前提
[00:08:55.980 --> 00:08:59.620]  事實上聖經的教導
[00:08:59.620 --> 00:09:03.100]  結婚並不是每一個人必經的人生的階段
[00:09:03.100 --> 00:09:05.540]  人生的完整與否
[00:09:05.540 --> 00:09:12.060]  是視乎一個人能不能夠完成神給他一生裏面的計劃
[00:09:12.060 --> 00:09:16.140]  有誰敢說單身的耶穌不是一個完整的人呢
[00:09:16.140 --> 00:09:18.260]  祂是一個完全的人性
[00:09:18.260 --> 00:09:22.740]  當祂很快就要完成祂一生要上十字架之前
[00:09:22.740 --> 00:09:23.980]  祂向父禱告
[00:09:23.980 --> 00:09:24.780]  祂說
[00:09:24.780 --> 00:09:28.220]  我在地上已經榮耀你
[00:09:28.220 --> 00:09:30.140]  你交給我做的工作
[00:09:30.140 --> 00:09:31.740]  我已完成了
[00:09:31.740 --> 00:09:33.020]  這個完成不單止是finish
[00:09:33.020 --> 00:09:35.020]  並且是perfectly finished
[00:09:35.020 --> 00:09:37.900]  是完全地走完祂人生的路
[00:09:37.900 --> 00:09:44.460]  成全了一切神要祂做的事
[00:09:44.460 --> 00:09:47.260]  耶穌走完祂一個整全的人生的路
[00:09:47.260 --> 00:09:49.460]  祂是一個完整的人
[00:09:49.460 --> 00:09:53.580]  這起碼是一個完美人生的寫折
[00:09:53.580 --> 00:09:56.380]  有時我們做父母的
[00:09:56.380 --> 00:09:57.220]  或者已婚的人士
