
[00:00:00.000 --> 00:00:03.360]  今天很高興在台上和大家見面
[00:00:03.360 --> 00:00:06.160]  今天很高興在台上跟大家見面
[00:00:06.160 --> 00:00:10.280]  下個月就是我來了英國40年
[00:00:10.280 --> 00:00:12.920]  下個月就是我來到英國40年
[00:00:12.920 --> 00:00:14.800]  大家猜一下我起碼有40歲
[00:00:14.800 --> 00:00:17.400]  大家猜我起碼40歲
[00:00:17.400 --> 00:00:20.600]  記得第一次來英國的時候
[00:00:20.600 --> 00:00:22.600]  記得第一次來英國的時候
[00:00:22.600 --> 00:00:23.920]  記得是9月5日
[00:00:23.920 --> 00:00:25.240]  記得是9月5日
[00:00:25.240 --> 00:00:29.960]  之前的週末收拾得一頭煙
[00:00:29.960 --> 00:00:35.040]  之前的週末整理東西就整得滿頭冒煙
[00:00:35.040 --> 00:00:38.920]  學校有張校服的單一定要買齊
[00:00:38.920 --> 00:00:41.120]  學校又把一個單子
[00:00:41.120 --> 00:00:43.040]  就是所有的校服要買齊
[00:00:43.040 --> 00:00:45.680]  因為讀寄宿所以很多東西都要買
[00:00:45.680 --> 00:00:48.960]  因為是寄宿學校所以很多東西都要買
[00:00:48.960 --> 00:00:52.880]  其中一樣東西就是要一條黑色的領帶
[00:00:52.880 --> 00:00:55.680]  其中一樣東西就是要一條黑色的領帶
[00:00:55.680 --> 00:00:57.600]  我問我爸爸有沒有黑色的領帶
[00:00:57.600 --> 00:00:59.480]  我問我爸爸有沒有黑色的領帶
[00:00:59.480 --> 00:01:00.320]  他說沒有
[00:01:00.320 --> 00:01:01.040]  他說沒有
[00:01:01.040 --> 00:01:02.560]  都沒有去送殯很久了
[00:01:02.560 --> 00:01:04.840]  沒有去參加喪禮很久了
[00:01:04.840 --> 00:01:06.600]  現在沒有人打黑領帶
[00:01:06.600 --> 00:01:08.640]  現在沒有人打黑領帶
[00:01:08.640 --> 00:01:10.480]  原來我的學校很傳統
[00:01:10.480 --> 00:01:12.400]  原來我的學校很傳統
[00:01:12.400 --> 00:01:15.960]  他說星期天上課一定要打黑領帶
[00:01:15.960 --> 00:01:19.200]  他說星期天回教會一定要打黑領帶
[00:01:19.200 --> 00:01:20.200]  我以為英國都有賣
[00:01:20.200 --> 00:01:21.600]  因為英國的東西貴
[00:01:21.600 --> 00:01:22.920]  我以為英國都有賣
[00:01:22.920 --> 00:01:24.320]  但是英國的東西很貴
[00:01:24.320 --> 00:01:27.960]  媽媽就四處幫我去撲一條黑色的領帶
[00:01:27.960 --> 00:01:31.920]  所以我媽媽就到處幫我去找一條黑色領帶
[00:01:31.920 --> 00:01:33.840]  終於不知道哪裡買了一條回來
[00:01:33.840 --> 00:01:35.760]  終於不知道在哪裡買了一條回來
[00:01:35.760 --> 00:01:38.440]  爸爸那個週末又生病了
[00:01:38.440 --> 00:01:41.600]  那我爸爸那個週末又生病了
[00:01:41.600 --> 00:01:43.360]  我爸爸很少生病的
[00:01:43.360 --> 00:01:44.560]  我爸爸很少生病的
[00:01:44.560 --> 00:01:45.720]  大感冒
[00:01:45.720 --> 00:01:46.600]  但是大感冒
[00:01:46.600 --> 00:01:48.480]  大感冒到差不多下不了床
[00:01:48.480 --> 00:01:50.400]  大感冒到好像下不了床
[00:01:50.400 --> 00:01:51.840]  不知道是不是不捨得我呢?
[00:01:51.840 --> 00:01:53.600]  不知道是不是捨不得我
[00:01:53.600 --> 00:01:55.240]  但是到最後還是感謝神
[00:01:55.240 --> 00:01:56.720]  他們兩個都可以送我飛機
[00:01:56.720 --> 00:01:57.880]  但是最後感謝神
[00:01:57.880 --> 00:02:00.000]  他們兩個都還可以送我飛機
[00:02:00.000 --> 00:02:02.600]  以前的飛機來英國是要停站的
[00:02:02.600 --> 00:02:05.040]  以前飛機飛來英國是要停站的
[00:02:05.040 --> 00:02:06.040]  沒有直航的
[00:02:06.040 --> 00:02:06.960]  沒有直航的
[00:02:06.960 --> 00:02:09.320]  停三個站
[00:02:09.320 --> 00:02:12.560]  停泰國曼谷
[00:02:12.560 --> 00:02:17.280]  停印度曼買
[00:02:17.280 --> 00:02:20.040]  停德國法蘭克福
[00:02:20.040 --> 00:02:21.840]  停德國法蘭克福
[00:02:21.840 --> 00:02:23.880]  起碼都要十八到二十個小時
[00:02:23.880 --> 00:02:26.000]  起碼都要十八到二十個小時
[00:02:26.000 --> 00:02:28.640]  結果我就坐了三十多個小時
[00:02:28.640 --> 00:02:30.680]  結果我就坐了三十多個小時
[00:02:30.680 --> 00:02:31.880]  因為去到印度的時候
[00:02:31.880 --> 00:02:33.440]  飛機的引擎壞了
[00:02:33.440 --> 00:02:35.840]  因為去到印度下飛機的時候
[00:02:35.840 --> 00:02:36.840]  引擎壞了
[00:02:36.840 --> 00:02:38.080]  壞了怎麼辦呢?
[00:02:38.080 --> 00:02:39.200]  壞了怎麼辦?
[00:02:39.200 --> 00:02:41.040]  沒有自備引擎
[00:02:41.040 --> 00:02:43.480]  他們沒有後備引擎
[00:02:43.480 --> 00:02:46.840]  唯一的後備引擎就在印度的首都
[00:02:46.840 --> 00:02:48.240]  新德里那裡
[00:02:48.240 --> 00:02:50.680]  唯一的後備引擎就在印度的首都
[00:02:50.680 --> 00:02:51.560]  新德里那裡
[00:02:51.560 --> 00:02:56.480]  航空公司就要將引擎在新德里運去曼買
[00:02:56.480 --> 00:03:00.440]  航空公司就必須要把後備引擎
[00:03:00.440 --> 00:03:02.080]  從新德里運到孟買
[00:03:02.080 --> 00:03:03.960]  所以在那裡等了十個小時
[00:03:03.960 --> 00:03:05.480]  所以在那裡等了十個小時
[00:03:05.480 --> 00:03:07.560]  本來飛機下午十二點到的
[00:03:07.560 --> 00:03:09.680]  本來飛機下午十點到的
[00:03:09.680 --> 00:03:11.480]  但變成了半夜十二點到
[00:03:11.480 --> 00:03:13.480]  但是變成了半夜十二點到
[00:03:13.480 --> 00:03:16.480]  回到學校已經是清晨四點了
