
[00:00:00.000 --> 00:00:03.000]  地兄姊妹們好
[00:00:03.000 --> 00:00:06.000]  今天我要講的這一篇的道
[00:00:06.000 --> 00:00:09.000]  今天我要講的這一篇的道
[00:00:09.000 --> 00:00:12.000]  其實是想鼓勵地兄姊妹們
[00:00:12.000 --> 00:00:15.000]  其實是想鼓勵地兄姊妹們
[00:00:15.000 --> 00:00:18.000]  在我們人生之中
[00:00:18.000 --> 00:00:21.000]  我們應該好好地來侍奉神
[00:00:21.000 --> 00:00:24.000]  我們應該好好地來侍奉神
[00:00:24.000 --> 00:00:27.000]  這是一個很簡單的故事
[00:00:27.000 --> 00:00:30.000]  這是一個很簡單的故事
[00:00:30.000 --> 00:00:33.000]  我們先看第一節跟第二節
[00:00:33.000 --> 00:00:36.000]  我們先看第一節跟第二節
[00:00:36.000 --> 00:00:39.000]  我們先看第一節跟第二節
[00:00:39.000 --> 00:00:42.000]  這裡說過兩天是愉悅節
[00:00:42.000 --> 00:00:45.000]  這裡說過兩天是愉悅節
[00:00:45.000 --> 00:00:48.000]  又是除孝節
[00:00:48.000 --> 00:00:51.000]  祭司長和文士想法子
[00:00:51.000 --> 00:00:54.000]  怎麼用詭計捉拿耶穌殺他
[00:00:54.000 --> 00:00:57.000]  祭司長和文士想法子怎麼用詭計捉拿耶穌殺他
[00:00:57.000 --> 00:01:00.000]  祭司長和文士想法子怎麼用詭計捉拿耶穌殺他
[00:01:00.000 --> 00:01:03.000]  祭司長和文士想法子怎麼用詭計捉拿耶穌殺他
[00:01:03.000 --> 00:01:06.000]  祭司長和文士想法子怎麼用詭計捉拿耶穌殺他
[00:01:06.000 --> 00:01:09.000]  祭司長和文士想法子怎麼用詭計捉拿耶穌殺他
[00:01:09.000 --> 00:01:12.000]  祭司長和文士想法子怎麼用詭計捉拿耶穌殺他
[00:01:12.000 --> 00:01:15.000]  祭司長和文士想法子怎麼用詭計捉拿耶穌殺他
[00:01:15.000 --> 00:01:18.000]  祭司長和文士想法子怎麼用詭計捉拿耶穌殺他
[00:01:18.000 --> 00:01:24.000]  祭司長和文士想法子怎麼用詭計捉拿耶穌殺他
[00:01:24.000 --> 00:01:27.000]  祭司長和文士想法子怎麼用詭計捉拿耶穌殺他
[00:01:27.000 --> 00:01:30.000]  祭司長和文士想法子怎麼用詭計捉拿耶穌殺他
[00:01:30.000 --> 00:01:33.000]  祭司長和文士想法子怎麼用詭計捉拿耶穌殺他
[00:01:33.000 --> 00:01:36.000]  祭司長和文士想法子怎麼用詭計捉拿耶穌殺他
[00:01:36.000 --> 00:01:39.000]  祭司長和文士想法子怎麼用詭計捉拿耶穌殺他
[00:01:39.000 --> 00:01:42.000]  祭司長和文士想法子怎麼用詭計捉拿耶穌殺他
[00:01:42.000 --> 00:01:45.000]  祭司長和文士想法子怎麼用詭計捉拿耶穌殺他
