
[00:00:00.000 --> 00:00:02.000]  各位聽眾姐妹,早安
[00:00:02.000 --> 00:00:04.000]  今天題目是「作主先鋒」
[00:00:04.000 --> 00:00:07.000]  你知不知道今天是甚麼主日呢?
[00:00:07.000 --> 00:00:14.000]  現在是十一月尾
[00:00:14.000 --> 00:00:19.000]  是的,現在是張臨期第一的主日
[00:00:19.000 --> 00:00:23.000]  如果你有來教會超過一兩年的時間
[00:00:23.000 --> 00:00:25.000]  你都會知道,通常呢
[00:00:25.000 --> 00:00:27.000]  復活節之前呢
[00:00:27.000 --> 00:00:30.000]  就是御苦期
[00:00:30.000 --> 00:00:35.000]  有一段時間是紀念耶穌基督受苦受難的
[00:00:35.000 --> 00:00:39.000]  聖誕節前四個禮拜
[00:00:39.000 --> 00:00:41.000]  我們叫做張臨期
[00:00:41.000 --> 00:00:47.000]  就是我們要預備我們的新心靈迎接耶穌基督的來臨
[00:00:47.000 --> 00:00:49.000]  這個叫張臨期
[00:00:49.000 --> 00:00:56.000]  張臨期就是預備我們的新心靈迎接耶穌基督的來臨
[00:00:56.000 --> 00:00:59.000]  今天是甚麼日子呢?
[00:00:59.000 --> 00:01:01.000]  同樣今天
[00:01:01.000 --> 00:01:03.000]  都是我們CMC
[00:01:03.000 --> 00:01:07.000]  CMC就是我們廣東話時工
[00:01:07.000 --> 00:01:10.000]  Cantonese Ministry Committee委員會
[00:01:10.000 --> 00:01:13.000]  是我們粵語時工委員會的就職禮
[00:01:13.000 --> 00:01:16.000]  我們新一屆弟兄姊妹的就職禮
[00:01:16.000 --> 00:01:19.000]  所以當張臨期
[00:01:19.000 --> 00:01:22.000]  Crossover我們這個就職禮的時候
[00:01:22.000 --> 00:01:24.000]  我就想起這個主題
[00:01:24.000 --> 00:01:27.000]  作主先鋒
[00:01:27.000 --> 00:01:29.000]  先鋒
[00:01:29.000 --> 00:01:31.000]  在座的弟兄
[00:01:31.000 --> 00:01:33.000]  我可能也有姊妹
[00:01:33.000 --> 00:01:35.000]  有踢足球的
[00:01:35.000 --> 00:01:38.000]  有沒有哪些是做前鋒的?
[00:01:38.000 --> 00:01:41.000]  做前鋒的就是一直向前衝
[00:01:41.000 --> 00:01:45.000]  務求將球踢進對方的龍門裡
[00:01:45.000 --> 00:01:46.000]  是不是?
[00:01:46.000 --> 00:01:48.000]  作前鋒
[00:01:48.000 --> 00:01:51.000]  作先鋒就是我們打頭陣
[00:01:51.000 --> 00:01:53.000]  衝鋒陷陣
[00:01:53.000 --> 00:01:56.000]  不怕死的
[00:01:56.000 --> 00:01:59.000]  今天很想和大家分享聖經這個人物
[00:01:59.000 --> 00:02:02.000]  施洗約翰
[00:02:02.000 --> 00:02:06.000]  他就是在福音的時工裡打頭陣
[00:02:06.000 --> 00:02:09.000]  他真的不怕死
[00:02:09.000 --> 00:02:12.000]  他為著一個目的
[00:02:12.000 --> 00:02:15.000]  我們一起祈禱
[00:02:20.000 --> 00:02:23.000]  天父求你安靜我們的心
[00:02:23.000 --> 00:02:29.000]  讓我們能夠在這一刻
[00:02:29.000 --> 00:02:31.000]  我們敏銳
[00:02:31.000 --> 00:02:35.000]  聽到聖靈你和我們每一個人說話
[00:02:35.000 --> 00:02:41.000]  求主你帶領我們
[00:02:41.000 --> 00:02:44.000]  特別在今天這個聚會當中
[00:02:44.000 --> 00:02:47.000]  在我們現在生活裡面
[00:02:47.000 --> 00:02:53.000]  安慰提醒督責引導我們
[00:02:53.000 --> 00:02:57.000]  以致我們能夠過一個夢神喜悅的生活
[00:02:57.000 --> 00:02:59.000]  禱告奉耶穌基督性命求
[00:02:59.000 --> 00:03:00.000]  阿們
[00:03:00.000 --> 00:03:03.000]  第一點和大家說一下命中注定
[00:03:03.000 --> 00:03:05.000]  命
[00:03:05.000 --> 00:03:06.000]  我們的命
[00:03:06.000 --> 00:03:08.000]  每一個人在神裡面
[00:03:08.000 --> 00:03:10.000]  都有一個命
[00:03:10.000 --> 00:03:11.000]  一個召命
[00:03:11.000 --> 00:03:13.000]  Calling
[00:03:13.000 --> 00:03:16.000]  你相不相信神在你人生當中
[00:03:16.000 --> 00:03:19.000]  有特別的Calling呢
[00:03:19.000 --> 00:03:24.000]  當時我們看看第一至第三節
[00:03:24.000 --> 00:03:26.000]  剛才讀到很多不同的人名
[00:03:26.000 --> 00:03:30.000]  包括當時的皇帝分封的王
[00:03:30.000 --> 00:03:34.000]  也有秦府地方省長的王等等
[00:03:34.000 --> 00:03:36.000]  你留意一下當時這些人物
[00:03:36.000 --> 00:03:38.000]  真的不少
[00:03:38.000 --> 00:03:40.000]  很多都比較殘暴
[00:03:40.000 --> 00:03:42.000]  以及好大喜功
[00:03:42.000 --> 00:03:43.000]  逼迫很多的人
[00:03:43.000 --> 00:03:45.000]  逼迫很多基督徒
[00:03:45.000 --> 00:03:49.000]  而當時在羅馬政權底下
[00:03:49.000 --> 00:03:51.000]  內裡有很多混亂
[00:03:51.000 --> 00:03:52.000]  地方很多騷亂
[00:03:52.000 --> 00:03:58.000]  羅馬政府是一個很重稅的政策
[00:03:58.000 --> 00:04:04.000]  而且也用了很多高壓的鎮壓手段
[00:04:04.000 --> 00:04:06.000]  當時貧富懸殊
[00:04:06.000 --> 00:04:08.000]  階級懸殊
[00:04:08.000 --> 00:04:10.000]  你想想以色列人
[00:04:10.000 --> 00:04:14.000]  他們當時沒有了自己的國家
[00:04:14.000 --> 00:04:17.000]  舊約一直答應他們
[00:04:17.000 --> 00:04:20.000]  有一個救世主來拯救他們
[00:04:20.000 --> 00:04:24.000]  他們仍然在等救世主來這個世界
[00:04:24.000 --> 00:04:26.000]  和大家看看舊約裡
[00:04:26.000 --> 00:04:28.000]  先知書幾句的經文
[00:04:28.000 --> 00:04:32.000]  分別有耶利米書一章二節
[00:04:32.000 --> 00:04:33.000]  我們請弟兄一起讀
[00:04:45.000 --> 00:04:47.000]  我們再讀一起讀
[00:04:47.000 --> 00:04:49.000]  荷西亞書一章一節
[00:05:14.000 --> 00:05:16.000]  臨到比利的兒子
[00:05:16.000 --> 00:05:17.000]  荷西亞
[00:05:17.000 --> 00:05:19.000]  為什麼要選這三卷福音書呢
[00:05:19.000 --> 00:05:21.000]  一開始跟大家分享
[00:05:21.000 --> 00:05:27.000]  有沒有留意到有些共通點
[00:05:27.000 --> 00:05:29.000]  共通點
[00:05:29.000 --> 00:05:33.000]  我們看回前面
[00:05:33.000 --> 00:05:36.000]  我們看看
[00:05:36.000 --> 00:05:38.000]  看不看得到
[00:05:38.000 --> 00:05:44.000]  有什麼共通點
[00:05:44.000 --> 00:05:46.000]  就是當時講歷史
[00:05:46.000 --> 00:05:48.000]  這個人出來的時候
[00:05:48.000 --> 00:05:52.000]  什麼人在做皇帝呢
[00:05:52.000 --> 00:05:54.000]  接著
[00:05:54.000 --> 00:06:00.000]  神的華耶和華臨到這個人當中
[00:06:00.000 --> 00:06:02.000]  所以當我們看到這段經文的時候
[00:06:02.000 --> 00:06:03.000]  不單是告訴我們
[00:06:03.000 --> 00:06:08.000]  當時這段經文的歷史背景是怎樣
[00:06:08.000 --> 00:06:13.000]  也告訴我們這個人的身份是什麼
[00:06:13.000 --> 00:06:15.000]  剛才我們讀耶利米
[00:06:15.000 --> 00:06:17.000]  荷西亞 以塞亞那些
[00:06:17.000 --> 00:06:21.000]  他們是舊約裡的先知
[00:06:21.000 --> 00:06:23.000]  先知就是神的代言人
[00:06:23.000 --> 00:06:28.000]  將神的話向當時的人宣講
[00:06:28.000 --> 00:06:30.000]  所以我們看到
[00:06:30.000 --> 00:06:32.000]  作者想突出什麼呢
[00:06:32.000 --> 00:06:35.000]  想告訴我們 施洗約翰
[00:06:35.000 --> 00:06:37.000]  他也是先知
[00:06:37.000 --> 00:06:39.000]  施洗約翰也是神所揀選的
[00:06:39.000 --> 00:06:41.000]  一個很重要的人
[00:06:41.000 --> 00:06:45.000]  在這個時代宣講神要我們知道的訊息
[00:06:45.000 --> 00:06:49.000]  施洗約翰是神所揀選的
[00:06:49.000 --> 00:06:51.000]  我們再看一看
[00:06:51.000 --> 00:06:53.000]  聖經裡面告訴我們什麼呢
[00:06:53.000 --> 00:06:55.000]  施洗約翰的爸爸是一個祭司
[00:06:55.000 --> 00:06:57.000]  撒加利亞
[00:06:57.000 --> 00:07:00.000]  他媽媽是以利沙伯
[00:07:00.000 --> 00:07:03.000]  以利沙伯是瑪利亞的親戚
[00:07:03.000 --> 00:07:07.000]  以利沙伯是年紀老才有施洗約翰
[00:07:07.000 --> 00:07:09.000]  托住他的
[00:07:09.000 --> 00:07:11.000]  當施洗約翰出世之後沒多久
[00:07:11.000 --> 00:07:13.000]  他爸爸撒加利亞祭司
[00:07:13.000 --> 00:07:17.000]  就說了這句話
[00:07:17.000 --> 00:07:20.000]  在後面
[00:07:20.000 --> 00:07:22.000]  我們一起讀
[00:07:22.000 --> 00:07:26.000]  孩子啊 你要稱為至高者的先知
[00:07:26.000 --> 00:07:29.000]  因為你要行在主的面前
[00:07:29.000 --> 00:07:31.000]  預備他的道路
[00:07:31.000 --> 00:07:34.000]  叫他的百姓恩聚得社
[00:07:34.000 --> 00:07:37.000]  就知道救恩
[00:07:37.000 --> 00:07:39.000]  看到嗎
[00:07:39.000 --> 00:07:43.000]  施洗約翰是神特別揀選出來的
[00:07:43.000 --> 00:07:45.000]  讓他的人生當中
[00:07:45.000 --> 00:07:48.000]  在那段時間就是作先鋒
[00:07:48.000 --> 00:07:54.000]  為主開道路的先鋒
[00:07:54.000 --> 00:07:56.000]  弟兄姊妹很想和你們
