
[00:00:00.000 --> 00:00:02.000]  各位兄弟姐妹 早安
[00:00:02.000 --> 00:00:08.240]  在螢光幕上 我看不到你們
[00:00:08.240 --> 00:00:12.480]  不過我相信你們也看到我
[00:00:12.480 --> 00:00:17.800]  很多人在這段時間裡有一個問候
[00:00:17.800 --> 00:00:19.800]  就是身體健康
[00:00:19.800 --> 00:00:23.240]  身體健康在這個疫情裡很重要
[00:00:23.240 --> 00:00:28.280]  但是身體健康不等於人健康
[00:00:28.280 --> 00:00:31.120]  如果我們的腦袋不健康
[00:00:31.120 --> 00:00:34.960]  身體始終有一天也會不健康
[00:00:34.960 --> 00:00:38.600]  我們整條命也會不健康
[00:00:38.600 --> 00:00:43.480]  最近我看到網上有一條紀錄片
[00:00:43.480 --> 00:00:48.280]  是講腦的健康
[00:00:48.280 --> 00:00:50.880]  有很多運動員
[00:00:50.880 --> 00:00:56.240]  特別是拳擊手和美國足球的人
[00:00:56.240 --> 00:00:59.000]  腦袋受損害
[00:00:59.000 --> 00:01:04.600]  腦袋受損害的後遺症是十幾二十年後才出現
[00:01:04.600 --> 00:01:07.680]  其中一個也很出名的叫做穆罕默德·阿利
[00:01:07.680 --> 00:01:09.800]  是一位冠軍拳手
[00:01:09.800 --> 00:01:13.960]  後來因為腦袋受損太厲害
[00:01:13.960 --> 00:01:20.760]  變成了腦退化
[00:01:20.760 --> 00:01:22.760]  很嚴重的退化
[00:01:25.440 --> 00:01:28.760]  什麼讓腦袋受損呢
[00:01:28.760 --> 00:01:37.960]  這個講者叫做丹尼爾·艾曼
[00:01:37.960 --> 00:01:43.400]  他是一位精神科醫生
[00:01:43.400 --> 00:01:48.400]  他的專長是腦的疾病
[00:01:48.400 --> 00:01:58.120]  他在影片中說有十樣東西會影響腦的健康
[00:01:58.120 --> 00:02:01.560]  第一是物理性的創傷 例如被人打
[00:02:01.560 --> 00:02:08.040]  藥物酒精 高血壓 糖尿病 肥胖也是
[00:02:08.040 --> 00:02:14.040]  美國的標準飲食是高糖 高油 高鹽
[00:02:14.040 --> 00:02:19.920]  總而言之快食 處理食物也很厲害
[00:02:19.920 --> 00:02:26.920]  吸煙 環境毒素 如果環境有很多工業的廢料
[00:02:26.920 --> 00:02:28.920]  腦袋會受損
[00:02:28.920 --> 00:02:31.440]  另外一個就是缺乏運動
[00:02:31.440 --> 00:02:35.120]  最後一個我覺得也挺厲害的
[00:02:35.120 --> 00:02:44.120]  就是自動走出來的負面思想
[00:02:44.120 --> 00:02:48.520]  這些自動走出來的負面思想
[00:02:48.520 --> 00:02:54.520]  如果不斷走出來 腦袋會受損害
[00:02:54.520 --> 00:03:01.800]  今天我想跟大家去思考這段聖經
[00:03:01.800 --> 00:03:05.320]  菲律賓是一封信寶羅寫給教會
[00:03:05.320 --> 00:03:12.040]  在壓力裡面 教會內部也有些困難
[00:03:12.040 --> 00:03:13.520]  外面也有困難的時候
[00:03:13.520 --> 00:03:15.520]  寶羅寫了這封信
[00:03:15.520 --> 00:03:22.120]  這封信基本上是鼓勵耶穌的門徒
[00:03:22.120 --> 00:03:29.720]  彼此同心地去跟隨耶穌 去宣揚耶穌
[00:03:29.720 --> 00:03:39.000]  到最後 這是寶羅的最後一段勸勉
[00:03:39.000 --> 00:03:42.840]  前一段是說如果你有什麼事情就去禱告
[00:03:42.840 --> 00:03:45.400]  用感謝的心去禱告
[00:03:45.400 --> 00:03:48.720]  來到這裡 這是最後一個勸勉
[00:03:48.720 --> 00:03:53.200]  他說弟兄們 凡是真實的 莊重的 公義的 純潔的
[00:03:53.200 --> 00:03:54.800]  可愛的 可頌揚的
[00:03:54.800 --> 00:04:01.760]  這就是《環球聖經》的譯法
[00:04:01.760 --> 00:04:04.320]  聖諭好的 無論是什麼美德 什麼稱讚
[00:04:04.320 --> 00:04:07.440]  這些事你們都應當施
[00:04:07.440 --> 00:04:08.800]  施廉就是新譯本
[00:04:08.800 --> 00:04:12.920]  施良就是《環球聖經》新譯本的說法
[00:04:12.920 --> 00:04:18.840]  接著他說 你在我身上所學到的 領受的 聽到的 看到的
[00:04:18.840 --> 00:04:21.760]  這些事你就去做
[00:04:21.760 --> 00:04:24.080]  治平安 上帝要你們同在
[00:04:24.080 --> 00:04:39.080]  這段聖經說到我們需要去選擇一些適當的素材去思考
[00:04:39.080 --> 00:04:42.960]  健康的人是可以選擇的
[00:04:42.960 --> 00:04:45.080]  但是病了的人就沒辦法了
[00:04:45.080 --> 00:04:46.400]  為什麼呢?
[00:04:46.400 --> 00:04:55.400]  因為人病了 腦子病了 思維開始進入一些循環
[00:04:55.400 --> 00:04:57.720]  跳來跳去 跳來跳去
[00:04:57.720 --> 00:05:03.640]  是跳不出來的
[00:05:03.640 --> 00:05:06.080]  我想20年前我也試過
[00:05:06.080 --> 00:05:08.040]  進入困難裡面
[00:05:08.040 --> 00:05:10.920]  腦子時時都在跳來跳去
[00:05:10.920 --> 00:05:12.880]  我有沒有做對呢? 我有沒有做錯呢?
[00:05:12.880 --> 00:05:13.920]  我應該這樣嗎?
[00:05:13.920 --> 00:05:18.920]  很辛苦 最近我在地鐵看到一個年輕人
[00:05:18.920 --> 00:05:22.920]  那個年輕人應該是正在上班
[00:05:22.920 --> 00:05:27.200]  他拖著一袋東西
[00:05:27.200 --> 00:05:29.480]  好像是竹笛園一樣
