
[00:00:00.000 --> 00:00:05.600]  我們活在這個世界是一個自以為是的世界
[00:00:05.600 --> 00:00:09.100]  每一個人都覺得自己是對的
[00:00:09.100 --> 00:00:11.500]  其他人是錯的
[00:00:11.500 --> 00:00:16.300]  每一個人都覺得自己是有權去判斷
[00:00:16.300 --> 00:00:19.000]  什麼是對的 什麼是錯的
[00:00:19.000 --> 00:00:25.300]  所以我們結果都很喜歡扮演一個審判的角色
[00:00:25.300 --> 00:00:29.300]  我們去決定別人誰是對誰是錯
[00:00:29.300 --> 00:00:33.600]  我們就不喜歡扮演一個救贖的角色
[00:00:33.600 --> 00:00:35.600]  去挽回其他人
[00:00:35.600 --> 00:00:38.100]  結果我們就彼此審判
[00:00:38.100 --> 00:00:42.100]  我們慢慢將其他人變成我們的敵人
[00:00:42.100 --> 00:00:44.600]  我們就彼此傷恨
[00:00:44.600 --> 00:00:47.600]  我們就彼此惡待
[00:00:47.600 --> 00:00:49.800]  有時基督徒的問題更大
[00:00:49.800 --> 00:00:53.100]  因為我們覺得我們了解真理
[00:00:53.100 --> 00:00:57.800]  我們更加有權去決定什麼是對的 什麼是錯的
[00:00:57.800 --> 00:01:02.100]  我們更加去製造更多的敵人
[00:01:02.100 --> 00:01:04.600]  我們去控訴其他人
[00:01:04.600 --> 00:01:10.100]  但是這個是不是聖經教導我們對人的方法呢?
[00:01:10.100 --> 00:01:16.100]  這個是不是耶穌教導我們跟人相處的方式呢?
[00:01:16.100 --> 00:01:19.100]  我們看看《路加福音》第六章
[00:01:19.100 --> 00:01:23.100]  耶穌教導我們怎樣跟人相處呢?
[00:01:23.100 --> 00:01:25.600]  我們分三段來讀
[00:01:25.600 --> 00:01:28.600]  第27到31節我們一起讀
[00:01:28.600 --> 00:01:30.600]  準備 1 2 3
[00:01:30.600 --> 00:01:33.600]  「只是我告訴你們這聽道的人
[00:01:33.600 --> 00:01:36.600]  你們的仇敵要愛他
[00:01:36.600 --> 00:01:39.600]  恨你們的要待他好
[00:01:39.600 --> 00:01:42.600]  咒助你們的要為他祝福
[00:01:42.600 --> 00:01:45.600]  凌辱你們的要為他禱告
[00:01:45.600 --> 00:01:48.600]  有人打你這邊的臉
[00:01:48.600 --> 00:01:51.600]  連那邊的臉也由他打
[00:01:51.600 --> 00:01:53.600]  有人奪你的外衣
[00:01:53.600 --> 00:01:56.100]  連女衣也由他拿去
[00:01:56.100 --> 00:01:58.600]  凡求你的就給他
[00:01:58.600 --> 00:02:01.100]  有人奪你的東西去
[00:02:01.100 --> 00:02:03.100]  不要再要回來
[00:02:03.100 --> 00:02:06.100]  你們願意人怎樣待你們
[00:02:06.100 --> 00:02:08.600]  你們也要怎樣待人」
[00:02:08.600 --> 00:02:13.600]  第2段32到35節我們請姐妹讀
[00:02:13.600 --> 00:02:23.600]  「你們去關愛關愛你們的人有什麼可求的呢?就是罪人搞得關愛關愛的人
[00:02:23.600 --> 00:02:31.600]  你們若戰狀難戰狀你們的人有什麼可求的呢?就是罪人搞自己的人
[00:02:31.600 --> 00:02:40.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:02:40.600 --> 00:02:44.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:02:44.600 --> 00:02:48.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:02:48.600 --> 00:02:52.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:02:52.600 --> 00:02:56.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:02:56.600 --> 00:02:59.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:02:59.600 --> 00:03:02.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:02.600 --> 00:03:04.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:04.600 --> 00:03:10.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:10.600 --> 00:03:12.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:12.600 --> 00:03:14.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:14.600 --> 00:03:16.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:16.600 --> 00:03:18.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:18.600 --> 00:03:20.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:20.600 --> 00:03:22.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:22.600 --> 00:03:36.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:36.600 --> 00:03:38.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:38.600 --> 00:03:40.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:40.600 --> 00:03:42.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:42.600 --> 00:03:44.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:44.600 --> 00:03:46.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:46.600 --> 00:03:48.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:48.600 --> 00:03:52.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:52.600 --> 00:03:54.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:54.600 --> 00:03:56.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:56.600 --> 00:03:58.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:03:58.600 --> 00:04:00.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:04:00.600 --> 00:04:02.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:04:02.600 --> 00:04:04.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:04:04.600 --> 00:04:18.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:04:18.600 --> 00:04:20.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:04:20.600 --> 00:04:22.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:04:22.600 --> 00:04:24.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:04:24.600 --> 00:04:26.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:04:26.600 --> 00:04:28.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:04:28.600 --> 00:04:30.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:04:30.600 --> 00:04:34.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:04:34.600 --> 00:04:36.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:04:36.600 --> 00:04:38.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:04:38.600 --> 00:04:40.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:04:40.600 --> 00:04:42.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:04:42.600 --> 00:04:44.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:04:44.600 --> 00:04:46.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:04:46.600 --> 00:05:14.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:05:16.600 --> 00:05:44.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:05:46.600 --> 00:05:48.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:05:48.600 --> 00:05:50.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:06:16.600 --> 00:06:38.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:06:46.600 --> 00:07:15.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:07:16.600 --> 00:07:18.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:07:18.600 --> 00:07:28.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:07:46.600 --> 00:08:11.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:08:16.600 --> 00:08:43.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:08:46.600 --> 00:09:15.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:09:16.600 --> 00:09:17.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:09:47.600 --> 00:09:53.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:10:16.600 --> 00:10:36.600]  你們若被黑人以妄作壓倒路有什麼可求的呢?就是罪人搞自己的人
[00:10:47.600 --> 00:10:49.600]  耶穌教我們如何與人相處
[00:10:49.600 --> 00:10:52.600]  「你們願意人怎樣待你們」
