
[00:00:00.000 --> 00:00:02.000]  丁智媒平安
[00:00:02.000 --> 00:00:04.000]  當大家看到這個題目
[00:00:04.000 --> 00:00:07.000]  又永遠又一生
[00:00:07.000 --> 00:00:10.000]  我不知道大家會不會覺得
[00:00:10.000 --> 00:00:12.000]  都不切實際
[00:00:12.000 --> 00:00:14.000]  怎麼會這樣
[00:00:14.000 --> 00:00:18.000]  其實上一個世紀八九十年代
[00:00:18.000 --> 00:00:22.000]  有一個非常經典的廣告
[00:00:22.000 --> 00:00:24.000]  都是這樣說
[00:00:24.000 --> 00:00:26.000]  不在乎天長地久
[00:00:26.000 --> 00:00:29.000]  只在乎曾經擁有
[00:00:29.000 --> 00:00:32.000]  是不是真的那麼瀟灑呢
[00:00:32.000 --> 00:00:35.000]  抑或只不過是
[00:00:35.000 --> 00:00:38.000]  很多的無奈
[00:00:38.000 --> 00:00:41.000]  和哀愁在其中
[00:00:41.000 --> 00:00:43.000]  今天跟大家分享
[00:00:43.000 --> 00:00:47.000]  這一段的經文希伯羅書的第七章
[00:00:47.000 --> 00:00:53.000]  其實前半段就說到
[00:00:53.000 --> 00:00:58.000]  麥基西德比起阿巴拉罕就更加之超越
[00:00:58.000 --> 00:01:06.000]  也告訴我們比整個利美濟斯的體系都超越
[00:01:06.000 --> 00:01:09.000]  去到七章的下半節
[00:01:09.000 --> 00:01:12.000]  二十節到第二十八節
[00:01:12.000 --> 00:01:15.000]  作者就要告訴我們
[00:01:15.000 --> 00:01:19.000]  約瑟作為大濟斯其實有幾個特質
[00:01:19.000 --> 00:01:22.000]  和一般的濟斯很不同
[00:01:22.000 --> 00:01:25.000]  他做出了一些對比
[00:01:25.000 --> 00:01:28.000]  請大家先和我讀出
[00:01:28.000 --> 00:01:31.000]  短短這幾節的經文
[00:01:31.000 --> 00:01:33.000]  二十節到第二十八節
[00:01:33.000 --> 00:01:35.000]  預備起
[00:01:35.000 --> 00:01:40.000]  再者,耶穌為濟斯並不是不起世立的
[00:01:40.000 --> 00:01:44.000]  至於那些濟斯原不是起世立的
[00:01:44.000 --> 00:01:47.000]  只有耶穌是起世立的
[00:01:47.000 --> 00:01:50.000]  因為那立他的對他選
[00:01:50.000 --> 00:01:53.000]  主起了世,決不後悔
[00:01:53.000 --> 00:01:56.000]  你是永遠為濟斯
[00:01:56.000 --> 00:01:58.000]  既是起世立的
[00:01:58.000 --> 00:02:02.000]  耶穌就作了更美之約的宗保
[00:02:02.000 --> 00:02:06.000]  那些成為濟斯的數目本來多
[00:02:06.000 --> 00:02:10.000]  是因為有死了的,不能長久
[00:02:10.000 --> 00:02:13.000]  這位既是永遠長存的
[00:02:13.000 --> 00:02:18.000]  他濟斯的職任就長久不更換
[00:02:18.000 --> 00:02:22.000]  凡靠著他進到神面前的人
[00:02:22.000 --> 00:02:25.000]  他都能拯救到底
[00:02:25.000 --> 00:02:27.000]  因為他是長遠活著
[00:02:27.000 --> 00:02:29.000]  替他們祈求
[00:02:29.000 --> 00:02:35.000]  像這樣聖潔、無邪惡、無玷污、遠離罪人
[00:02:35.000 --> 00:02:38.000]  高過諸天的大濟斯
[00:02:38.000 --> 00:02:41.000]  願是與我們合而的
[00:02:41.000 --> 00:02:44.000]  他不像那些大濟斯
[00:02:44.000 --> 00:02:47.000]  每日必須先為自己的罪
[00:02:47.000 --> 00:02:50.000]  後為百姓的罪獻祭
[00:02:50.000 --> 00:02:54.000]  因為他只一次將自己獻上
[00:02:54.000 --> 00:02:57.000]  就把這事成全了
[00:02:57.000 --> 00:03:01.000]  律法本是立軟弱的人為大濟斯
[00:03:01.000 --> 00:03:04.000]  但在律法以後起世的話
[00:03:04.000 --> 00:03:07.000]  是立而止為大濟斯
[00:03:07.000 --> 00:03:11.000]  乃是成全到永遠的
[00:03:11.000 --> 00:03:16.000]  我們看回我們今天要看這段經文前的那麼多
[00:03:16.000 --> 00:03:19.000]  即是第十九節
[00:03:19.000 --> 00:03:22.000]  那裡是這樣說的
[00:03:22.000 --> 00:03:25.000]  律法原來一無所成
[00:03:25.000 --> 00:03:27.000]  既然是這樣
[00:03:27.000 --> 00:03:31.000]  神就引進了更美的指望
[00:03:31.000 --> 00:03:33.000]  靠著指望
[00:03:33.000 --> 00:03:36.000]  我們便可以進到神面前
[00:03:36.000 --> 00:03:40.000]  為了令到讀者能夠有信心
[00:03:40.000 --> 00:03:44.000]  可以進到上帝的面前
[00:03:44.000 --> 00:03:49.000]  於是他便繼續在第20至28節
[00:03:49.000 --> 00:03:53.000]  這個段落裏面作出一些解釋
[00:03:53.000 --> 00:03:57.000]  承接上文提到
[00:03:57.000 --> 00:04:02.000]  耶穌是比起超越阿巴拉罕
[00:04:02.000 --> 00:04:05.000]  更加超越的麥基西德
[00:04:05.000 --> 00:04:08.000]  接著去到這裏
[00:04:08.000 --> 00:04:11.000]  如果大家熟悉聖經的話
[00:04:11.000 --> 00:04:15.000]  你便會發現麥基西德提及這個人
[00:04:15.000 --> 00:04:16.000]  去到這裏
[00:04:16.000 --> 00:04:19.000]  接著整本聖經都沒有說
[00:04:19.000 --> 00:04:25.000]  因為焦點已經落到耶穌那裏
[00:04:25.000 --> 00:04:28.000]  所以去到第20節就這樣說
[00:04:28.000 --> 00:04:31.000]  再者耶穌為濟斯
[00:04:31.000 --> 00:04:33.000]  並不是不起世立的
[00:04:33.000 --> 00:04:35.000]  「不」是「不」
[00:04:35.000 --> 00:04:37.000]  兩個「不」
[00:04:37.000 --> 00:04:41.000]  於是兩個「否定」放在一起就符符得正
[00:04:41.000 --> 00:04:47.000]  作者在這裏想強調耶穌是起世立的
[00:04:47.000 --> 00:04:50.000]  經過起世的步驟而立
[00:04:50.000 --> 00:04:52.000]  和沒有經過起世
[00:04:52.000 --> 00:04:54.000]  究竟有什麼不同呢
[00:04:54.000 --> 00:04:55.000]  請大家留意
[00:04:55.000 --> 00:05:00.000]  這裏起世的主體不是人
[00:05:00.000 --> 00:05:02.000]  而是神自己
[00:05:02.000 --> 00:05:04.000]  其實來到第七章
[00:05:04.000 --> 00:05:08.000]  希伯來書都不是第一次講到神起世
[00:05:08.000 --> 00:05:10.000]  我們回到前面
[00:05:10.000 --> 00:05:12.000]  如果你記得的話
[00:05:12.000 --> 00:05:16.000]  三章十一節神已經講說祂起世
[00:05:16.000 --> 00:05:18.000]  祂說祂露中起世說
