
[00:00:00.000 --> 00:00:04.000]  預備今天的講章一點也不容易
[00:00:04.000 --> 00:00:05.600]  在現在的局勢裡面
[00:00:05.600 --> 00:00:07.400]  不要說順從
[00:00:07.400 --> 00:00:10.800]  目者也會有自己的立場
[00:00:10.800 --> 00:00:15.300]  而我們的情緒也同樣會被現在的情況
[00:00:15.300 --> 00:00:17.200]  現在的境況來牽動
[00:00:17.200 --> 00:00:18.600]  我也不例外
[00:00:18.600 --> 00:00:20.900]  求主憐憫
[00:00:20.900 --> 00:00:24.800]  大家也知道我一直都用TWA的經文
[00:00:24.800 --> 00:00:28.500]  作為講道的基礎經文
[00:00:28.500 --> 00:00:31.200]  這一堂其實我有想過
[00:00:31.200 --> 00:00:33.600]  用TWA以外的經文
[00:00:33.600 --> 00:00:37.400]  但最後還是用了今天的這段經文
[00:00:37.400 --> 00:00:42.400]  貼身來加前書五章十二至二十二節
[00:00:42.400 --> 00:00:44.600]  求主用祂的話去引導
[00:00:44.600 --> 00:00:46.100]  去兼顧我們這班
[00:00:46.100 --> 00:00:51.500]  看望在真理和愛裡面的人
[00:00:51.500 --> 00:00:54.100]  當我們面對現在的局勢
[00:00:54.100 --> 00:00:56.400]  很多的不明朗
[00:00:56.400 --> 00:01:01.700]  真普選不知道是不是真的可以爭取得到
[00:01:01.700 --> 00:01:04.600]  作為目者
[00:01:04.600 --> 00:01:08.500]  有一件事是我們必須要做的
[00:01:08.500 --> 00:01:10.400]  雖然我們不知道結果
[00:01:10.400 --> 00:01:12.900]  但有一件事我們一定要做
[00:01:12.900 --> 00:01:15.400]  就是我們要奮力去培育
[00:01:15.400 --> 00:01:18.400]  信徒有堅韌的生命
[00:01:18.400 --> 00:01:24.400]  去面對將來會出現最壞的情況
[00:01:24.400 --> 00:01:26.900]  這個讓我想到
[00:01:26.900 --> 00:01:28.900]  大家知不知道第一世紀
[00:01:28.900 --> 00:01:30.800]  一班的信徒
[00:01:30.800 --> 00:01:36.700]  其實他們當時是屬於少數的群眾
[00:01:36.700 --> 00:01:39.400]  當時被政府迫害
[00:01:39.400 --> 00:01:41.400]  甚至殺戮
[00:01:41.400 --> 00:01:45.200]  但又不能作出任何反抗
[00:01:45.200 --> 00:01:47.200]  在那個時候不同的信徒
[00:01:47.200 --> 00:01:48.300]  不同的使徒
[00:01:48.300 --> 00:01:54.400]  就寫了不同的書卷去激勵這班信徒
[00:01:54.400 --> 00:01:56.600]  彼得前書的彼得
[00:01:56.600 --> 00:02:00.200]  就是因為這個光景去寫了彼得前書
[00:02:00.200 --> 00:02:03.500]  去激勵在幾個地方的這班
[00:02:03.500 --> 00:02:07.000]  在瑞森火業裡面的信徒
[00:02:07.000 --> 00:02:09.400]  在主後六十四年
[00:02:09.400 --> 00:02:12.800]  在羅馬城發生了一場大火
[00:02:12.800 --> 00:02:18.600]  傳聞是當時第五任的皇帝尼祿王
[00:02:18.600 --> 00:02:22.800]  是他一手造成的
[00:02:22.800 --> 00:02:27.700]  他甚至去誣衊基督徒放的祥火
[00:02:27.700 --> 00:02:31.600]  然後借故來迫害一班信徒
[00:02:31.600 --> 00:02:33.800]  這個皇帝用刑很殘忍
[00:02:33.800 --> 00:02:35.200]  捉了基督徒
[00:02:35.200 --> 00:02:40.800]  甚至將他掛在後院當燈籠來燒
[00:02:40.800 --> 00:02:44.300]  是一個很殘忍的手段
[00:02:44.300 --> 00:02:45.800]  也因為這樣
[00:02:45.800 --> 00:02:47.100]  因為這個傳聞
[00:02:47.100 --> 00:02:48.900]  讓他臭名遠播
[00:02:48.900 --> 00:02:50.300]  一直遺傳下來
[00:02:50.300 --> 00:02:54.600]  都知道他是一個迫害信徒的人
[00:02:54.600 --> 00:02:58.000]  我想今天我們可能面對的情況
[00:02:58.000 --> 00:03:03.300]  未必好像第一世紀的信徒一樣嚴峻
[00:03:03.300 --> 00:03:05.600]  但我們也因為這樣
[00:03:05.600 --> 00:03:08.900]  更加可以透過不同的使徒
[00:03:08.900 --> 00:03:10.900]  他們所寫的書信
[00:03:10.900 --> 00:03:12.800]  怎樣去鼓勵一班信徒
[00:03:12.800 --> 00:03:16.500]  我們就在裡面看看
[00:03:16.500 --> 00:03:18.800]  上帝在今天的時間
[00:03:18.800 --> 00:03:22.200]  有什麼話要跟我們說
[00:03:22.200 --> 00:03:24.700]  我相信在面對強權的時間
[00:03:24.700 --> 00:03:26.000]  甚至迫害
[00:03:26.000 --> 00:03:27.500]  我們作為一班信徒
[00:03:27.500 --> 00:03:29.500]  我們有不同的回應
[00:03:29.500 --> 00:03:31.700]  可能是譴責
[00:03:31.700 --> 00:03:34.200]  可能是回敬
[00:03:34.200 --> 00:03:36.000]  可能逃走
[00:03:36.000 --> 00:03:39.300]  也可能逆來順受
[00:03:39.300 --> 00:03:41.100]  我想做牧者的
[00:03:41.100 --> 00:03:42.400]  在這個時間
[00:03:42.400 --> 00:03:45.100]  除了我們要竭力去問
[00:03:45.100 --> 00:03:46.400]  哪一條路
[00:03:46.400 --> 00:03:50.600]  才是上帝帶著教會要走的那條路之外
[00:03:50.600 --> 00:03:51.500]  同樣重要的
[00:03:51.500 --> 00:03:53.700]  我想就好像其他的使徒一樣
[00:03:53.700 --> 00:03:56.600]  要建立信徒有智慧
[00:03:56.600 --> 00:03:57.900]  有信心
[00:03:57.900 --> 00:03:59.200]  也有勇氣
[00:03:59.200 --> 00:04:01.200]  去走在這條路上
[00:04:01.200 --> 00:04:03.500]  不畏懼外在的壓力
[00:04:03.500 --> 00:04:07.700]  站穩在這條屬於真理的路上
[00:04:07.700 --> 00:04:13.700]  今天跟大家講貼薩諾尼加前書
[00:04:13.700 --> 00:04:15.700]  之前教完主一學
[00:04:15.700 --> 00:04:17.300]  也是教貼薩諾尼加前書
[00:04:17.300 --> 00:04:19.800]  剛好編了我們的講道
[00:04:19.800 --> 00:04:21.700]  也是講貼薩諾尼加前書
[00:04:21.700 --> 00:04:23.100]  給大家一點背景
[00:04:23.100 --> 00:04:25.100]  因為只是一條一條地講第五章
[00:04:25.100 --> 00:04:27.500]  大家可能不知道發生什麼事
[00:04:27.500 --> 00:04:28.500]  講一點背景
[00:04:28.500 --> 00:04:31.500]  貼薩諾尼加是在愛琴海
[00:04:31.500 --> 00:04:34.400]  西北部的一個海灣
[00:04:34.400 --> 00:04:37.300]  是一個很重要的省份
[00:04:37.300 --> 00:04:38.900]  很有戰略價值
[00:04:38.900 --> 00:04:40.100]  也因為這樣
[00:04:40.100 --> 00:04:42.300]  成為了羅馬帝國
[00:04:42.300 --> 00:04:45.900]  一個很重要很重要的省會
[00:04:45.900 --> 00:04:48.700]  在保羅去傳道的那一天
[00:04:48.700 --> 00:04:53.000]  貼薩諾尼加大概有二十萬人
[00:04:53.000 --> 00:04:56.800]  其中裡面有很多都是猶太人
[00:04:56.800 --> 00:05:01.300]  所以那裡有猶太人的會堂
[00:05:01.300 --> 00:05:04.700]  如果我們不單看貼薩諾尼加的前書
[00:05:04.700 --> 00:05:05.900]  我們看《士徒行傳》
[00:05:05.900 --> 00:05:08.300]  我們就會知道在第十七章
[00:05:08.300 --> 00:05:11.300]  告訴我們原來貼薩諾尼加的教會
[00:05:11.300 --> 00:05:16.800]  是保羅在第二次宣教旅程建立的
