
[00:00:00.000 --> 00:00:06.800]  很高興可以在平安夜晚上跟大家分享神的話語訊息
[00:00:06.800 --> 00:00:10.880]  我今天的講題是「星光伴我行」
[00:00:10.880 --> 00:00:18.600]  聽上去還以為是一套電視劇或紀錄片
[00:00:18.600 --> 00:00:23.600]  我先用「星之秘密」來講我第一節的訊息
[00:00:23.600 --> 00:00:30.200]  我小時候很喜歡在家聖誕節的時候
[00:00:30.200 --> 00:00:35.440]  幾個星期前開始我們會佈置好家很漂亮
[00:00:35.440 --> 00:00:41.200]  我最喜歡做的一件事就是整棵聖誕樹
[00:00:41.200 --> 00:00:47.440]  可以買很多零零碎碎把它弄得很花花碌碌
[00:00:47.440 --> 00:00:52.880]  但有一件事是我跟我哥哥經常爭著做的
[00:00:52.880 --> 00:00:57.640]  就是把那顆星掛在樹頂上
[00:00:57.640 --> 00:01:02.480]  最光芒最燦爛搶眼的一個位置
[00:01:02.480 --> 00:01:07.560]  原來那顆星稱為「伯利恆之星」
[00:01:07.560 --> 00:01:13.680]  這顆星原來後世有很多人都去研究它
[00:01:13.680 --> 00:01:17.040]  當它第一次出現的時候
[00:01:17.040 --> 00:01:22.640]  東方的幾位博士就開始去研究
[00:01:22.640 --> 00:01:26.200]  但我們很多時候以為是三位博士
[00:01:26.200 --> 00:01:29.720]  因為我們會看到送了三份禮物
[00:01:29.720 --> 00:01:33.400]  但聖經沒有說清楚究竟是多少個
[00:01:33.400 --> 00:01:38.240]  而且我相信要經過這麼遠的沙漠
[00:01:38.240 --> 00:01:41.080]  一定要有一隊駱駝隊
[00:01:41.080 --> 00:01:42.920]  要補給要支援
[00:01:42.920 --> 00:01:45.880]  所以應該有很大的群眾
[00:01:45.880 --> 00:01:49.480]  如果只有三個就死在沙漠了
[00:01:49.480 --> 00:01:52.880]  自古以來很多人都很想找這顆「伯利恆之星」
[00:01:52.880 --> 00:01:55.600]  究竟是什麼星
[00:01:55.600 --> 00:01:57.520]  找出它的秘密
[00:01:57.520 --> 00:02:01.560]  究竟聖誕夜那天發生了什麼天文現象
[00:02:01.560 --> 00:02:03.360]  可不可以推測呢
[00:02:03.360 --> 00:02:05.640]  以今天的科技這麼先進
[00:02:05.640 --> 00:02:08.040]  或者今天的資訊這麼發達
[00:02:08.040 --> 00:02:09.720]  可不可以找得出來呢
[00:02:09.720 --> 00:02:14.120]  我嘗試上網去找很多資料
[00:02:14.120 --> 00:02:15.600]  很感謝主人
[00:02:15.600 --> 00:02:17.680]  我找完之後有些都不太明白
[00:02:17.680 --> 00:02:22.000]  所以今晚你們不用這麼久就散會了
[00:02:22.000 --> 00:02:25.640]  不過我最少看到幾個很特別的訊息
[00:02:25.640 --> 00:02:30.720]  有些人做天文學的研究
[00:02:30.720 --> 00:02:33.200]  他們看中國的古籍
[00:02:33.200 --> 00:02:36.480]  發現在漢書裏面有這樣的記載
[00:02:36.480 --> 00:02:44.680]  他說當時大概在漢代哀帝建平的二年
[00:02:44.680 --> 00:02:48.360]  他們發現了一顆彗星
[00:02:48.360 --> 00:02:53.400]  在牽牛座附近出現了大概有70天
[00:02:53.400 --> 00:02:55.600]  這是有史籍的記載
[00:02:55.600 --> 00:02:59.000]  在當時的皇家天文台裏面記載了
[00:02:59.000 --> 00:03:04.480]  後來他們在建平的三年
[00:03:04.480 --> 00:03:06.840]  相隔了差不多13個月之後
[00:03:06.840 --> 00:03:12.120]  再出現了一顆他們稱為「星白」的星
[00:03:12.120 --> 00:03:14.600]  彗星是有尾的
[00:03:14.600 --> 00:03:16.680]  他們認為這顆星是沒有尾的
[00:03:16.680 --> 00:03:19.840]  出現在同樣差不多的位置
[00:03:19.840 --> 00:03:24.920]  有些近似聖經所說的「白利恆星」
[00:03:24.920 --> 00:03:27.640]  因為它曾經出現過後來又不見了
[00:03:27.640 --> 00:03:28.760]  後來又再出現
[00:03:28.760 --> 00:03:32.960]  所以有些人就推測會不會是這個時間
[00:03:32.960 --> 00:03:37.760]  大約是在公元前五年或四年之間
[00:03:37.760 --> 00:03:41.400]  你說耶穌不是在公元一年出生
[00:03:41.400 --> 00:03:43.040]  大家都知道不是
[00:03:43.040 --> 00:03:46.680]  這只是教會歷史約定俗成的時間
[00:03:46.680 --> 00:03:51.080]  但今天還不清楚究竟是什麼時間
[00:03:51.080 --> 00:03:54.400]  除了這種彗星的說法
[00:03:54.400 --> 00:03:57.160]  亦有些人說是星合體
[00:03:57.160 --> 00:04:00.760]  即是離遠看兩顆星合在一起很近
[00:04:00.760 --> 00:04:04.240]  所以就變成了一個很像的現象
[00:04:04.240 --> 00:04:06.680]  好像一顆很光的星的現象
[00:04:06.680 --> 00:04:11.760]  有一位叫做Ricky Lawson的律師
[00:04:11.760 --> 00:04:13.680]  他不是天文學家
[00:04:13.680 --> 00:04:14.520]  不過是一位律師
[00:04:14.520 --> 00:04:16.400]  他對天文學很有興趣
[00:04:16.400 --> 00:04:20.040]  他用了十年以上的時間去研究這顆星
[00:04:20.040 --> 00:04:22.880]  他發現其實有很多
[00:04:22.880 --> 00:04:27.000]  因為現在的科技和電腦的發達
[00:04:27.000 --> 00:04:29.800]  很久以前的人亦發現了一些公式
[00:04:29.800 --> 00:04:34.960]  可以將某年某月某日的星圖重現出來
[00:04:34.960 --> 00:04:36.400]  即是可以用一些計算的方法
[00:04:36.400 --> 00:04:37.840]  很精密的計算
[00:04:37.840 --> 00:04:42.680]  找回某年某月某日的星空是怎樣
[00:04:42.680 --> 00:04:47.320]  但現在的科技更加是用一些電腦的運算
[00:04:47.320 --> 00:04:49.040]  他找了很久很久
[00:04:49.040 --> 00:04:54.280]  他終於找到在公元前三年
[00:04:54.280 --> 00:04:56.960]  有一些星真的拍得很近
[00:04:56.960 --> 00:05:00.680]  以及那個現象是有些類似
[00:05:00.680 --> 00:05:02.000]  即是很奇怪的現象
[00:05:02.000 --> 00:05:04.080]  會令到一些人會注意
[00:05:04.080 --> 00:05:06.400]  以及可能有信息在背後
[00:05:06.400 --> 00:05:07.800]  但無論如何
[00:05:07.800 --> 00:05:10.160]  當然他不是只用這個資料
[00:05:10.160 --> 00:05:13.080]  他亦用到希律王死的時期
[00:05:13.080 --> 00:05:15.480]  因為我們知道聖經都有記載
[00:05:15.480 --> 00:05:17.680]  希律王後來死了
[00:05:17.680 --> 00:05:22.080]  希律王曾經有幾次報名賞賊的日子
[00:05:22.080 --> 00:05:24.720]  成為一些參考的時間
[00:05:24.720 --> 00:05:25.640]  但各位弟兄姊妹
[00:05:25.640 --> 00:05:28.280]  無論如何我們見到
[00:05:28.280 --> 00:05:32.080]  今天沒有一個理論是可以很完全的
[00:05:32.080 --> 00:05:35.400]  很清楚的講明究竟耶穌何時出世
[00:05:35.400 --> 00:05:38.080]  確實那顆星是甚麼
[00:05:38.080 --> 00:05:42.280]  但我卻覺得
[00:05:42.280 --> 00:05:45.960]  這正是我們信仰的一個很重要的部份
[00:05:45.960 --> 00:05:49.440]  就是我們的信仰不是單憑我們眼見
[00:05:49.440 --> 00:05:50.920]  我們不是憑很多的
[00:05:50.920 --> 00:05:54.760]  當然這些事實都可以幫助我們的信心去增強
[00:05:54.760 --> 00:05:56.480]  但真正我們的信心
[00:05:56.480 --> 00:05:59.360]  不是建立在這些理性
[00:05:59.360 --> 00:06:01.440]  或者各樣的事物上面
[00:06:01.440 --> 00:06:02.320]  聖經告訴我們
[00:06:02.320 --> 00:06:03.840]  希伯來書告訴我們
[00:06:03.840 --> 00:06:06.200]  信就是所望之事的實體
[00:06:06.200 --> 00:06:08.840]  是未見之事的確據
[00:06:08.840 --> 00:06:10.680]  即是我們未見到那件事
[00:06:10.680 --> 00:06:12.200]  我們才可以信
[00:06:12.200 --> 00:06:13.360]  所以我們的信心
