
[00:00:00.000 --> 00:00:02.000]  好 各位頂智慧早晨
[00:00:02.000 --> 00:00:04.000]  很開心可以在新一年裏面
[00:00:04.000 --> 00:00:07.000]  跟大家一起分享神話語
[00:00:07.000 --> 00:00:09.000]  教會今年有一個主題
[00:00:09.000 --> 00:00:12.000]  就叫做「使命人生」
[00:00:12.000 --> 00:00:14.000]  這個是很有意思的
[00:00:14.000 --> 00:00:15.000]  記住我們作為一個基督徒
[00:00:15.000 --> 00:00:16.000]  我們信了耶穌
[00:00:16.000 --> 00:00:18.000]  不是為了等上天堂
[00:00:18.000 --> 00:00:20.000]  享受這個福分
[00:00:20.000 --> 00:00:22.000]  這個是其中一個因素
[00:00:22.000 --> 00:00:25.000]  但是神讓我們在這個世上的時候
[00:00:25.000 --> 00:00:27.000]  每一個人都有他的使命
[00:00:27.000 --> 00:00:30.000]  有他的負擔
[00:00:30.000 --> 00:00:32.000]  正如做父母的
[00:00:32.000 --> 00:00:34.000]  當你來孕育你的孩子
[00:00:34.000 --> 00:00:37.000]  你對你的孩子是會有期望的
[00:00:37.000 --> 00:00:39.000]  希望他們乖 好好地讀書
[00:00:39.000 --> 00:00:41.000]  將來可以在社會裏面
[00:00:41.000 --> 00:00:43.000]  做一番事業
[00:00:43.000 --> 00:00:47.000]  這個是我們做父母對兒女的期望
[00:00:47.000 --> 00:00:51.000]  神對我們都會有自己的期望
[00:00:51.000 --> 00:00:52.000]  我們要想一想
[00:00:52.000 --> 00:00:54.000]  有時候我們看到教會裏面
[00:00:54.000 --> 00:00:56.000]  有很多不是很滿意的東西
[00:00:56.000 --> 00:00:58.000]  這樣又不行 那樣又不行
[00:00:58.000 --> 00:01:01.000]  事實上教會都不是一個完美的地方
[00:01:01.000 --> 00:01:04.000]  但是有一句話給我很深的感受
[00:01:04.000 --> 00:01:09.000]  他說「與其奏作黑暗 不如焚燒自己」
[00:01:09.000 --> 00:01:12.000]  我不知道大家明不明白這句話是說什麼
[00:01:12.000 --> 00:01:15.000]  你只是去批評 很容易的
[00:01:15.000 --> 00:01:17.000]  但是你願不願意
[00:01:17.000 --> 00:01:21.000]  去為那個地方付上一些代價
[00:01:21.000 --> 00:01:23.000]  願不願意自己做得好呢
[00:01:23.000 --> 00:01:26.000]  這個是我自己很深的感受
[00:01:26.000 --> 00:01:30.000]  當然當我們要去為主擺上的時候
[00:01:30.000 --> 00:01:32.000]  我自己作為一個牧者
[00:01:32.000 --> 00:01:34.000]  我經歷過很多
[00:01:34.000 --> 00:01:37.000]  有些人他可能願意去侍奉
[00:01:37.000 --> 00:01:39.000]  但是問題是他的生命
[00:01:39.000 --> 00:01:42.000]  未被主來得很討厭
[00:01:42.000 --> 00:01:44.000]  甚至可能跟神的關係
[00:01:44.000 --> 00:01:45.000]  其實都是疏離
[00:01:45.000 --> 00:01:48.000]  這些人不能夠幫到什麼
[00:01:48.000 --> 00:01:51.000]  反而有時候是幫倒忙
[00:01:51.000 --> 00:01:55.000]  因為他自己生命上有很多不足的地方
[00:01:55.000 --> 00:02:00.000]  很可能就會人與人之間的關係產生磨擦
[00:02:00.000 --> 00:02:02.000]  或者有一些背後的說話
[00:02:02.000 --> 00:02:04.000]  就令到人受傷
[00:02:04.000 --> 00:02:08.000]  可能有些人也很可能是願意去做
[00:02:08.000 --> 00:02:11.000]  但是又未夠成熟
[00:02:11.000 --> 00:02:13.000]  所以怎麼辦呢
[00:02:13.000 --> 00:02:15.000]  我自己很深體會到
[00:02:15.000 --> 00:02:17.000]  只要我們有心的話
[00:02:17.000 --> 00:02:21.000]  神是必定的會來幫助我們
[00:02:21.000 --> 00:02:23.000]  以及娛樂我們
[00:02:23.000 --> 00:02:25.000]  正如很簡單舉個例
[00:02:25.000 --> 00:02:28.000]  當快沒有生節了
[00:02:28.000 --> 00:02:30.000]  女兒早上
[00:02:30.000 --> 00:02:31.000]  她很小的時候
[00:02:31.000 --> 00:02:33.000]  可能是八九歲
[00:02:33.000 --> 00:02:34.000]  就說媽媽
[00:02:34.000 --> 00:02:36.000]  每天都說你煮早餐給我吃
[00:02:36.000 --> 00:02:38.000]  今天我煮給你吃
[00:02:38.000 --> 00:02:39.000]  她煎一隻蛋給你吃
[00:02:39.000 --> 00:02:42.000]  那個蛋你會發覺到
[00:02:42.000 --> 00:02:45.000]  好像皮蛋那樣黑黑的
[00:02:45.000 --> 00:02:47.000]  原來煎到燶了
[00:02:47.000 --> 00:02:48.000]  你吃不吃
[00:02:48.000 --> 00:02:49.000]  做媽媽的我鼓勵你
[00:02:49.000 --> 00:02:50.000]  你怎樣都要吃
[00:02:50.000 --> 00:02:52.000]  吃一隻燶的蛋不會中毒而死
[00:02:52.000 --> 00:02:53.000]  你知道嗎
[00:02:53.000 --> 00:02:55.000]  她有心你是會接納的
[00:02:55.000 --> 00:02:56.000]  是不是
[00:02:56.000 --> 00:02:57.000]  所以你有沒有心
[00:02:57.000 --> 00:02:59.000]  這個是很重要
[00:02:59.000 --> 00:03:00.000]  但是最大一個問題就是
[00:03:00.000 --> 00:03:02.000]  有時候你沒有心的話
[00:03:02.000 --> 00:03:04.000]  怎麼做都做不到
[00:03:04.000 --> 00:03:06.000]  我們一起來看一段聖經
[00:03:06.000 --> 00:03:08.000]  《極地米書》第6章第29節
[00:03:08.000 --> 00:03:10.000]  我們一起來讀出好不好
[00:03:10.000 --> 00:03:11.000]  我們一起來讀出
[00:03:15.000 --> 00:03:19.000]  他們念而又念 終是逃言
[00:03:19.000 --> 00:03:20.000]  風霜吹火 完肥燒毀
[00:03:20.000 --> 00:03:23.000]  他們念而又念 終是逃言
[00:03:23.000 --> 00:03:24.000]  簡單一點
[00:03:24.000 --> 00:03:26.000]  用廣東話講
[00:03:26.000 --> 00:03:29.000]  恨鐵不成鋼
[00:03:29.000 --> 00:03:30.000]  再簡單一點
[00:03:30.000 --> 00:03:32.000]  爛泥扶不上壁
[00:03:32.000 --> 00:03:33.000]  大家明白這句話嗎
[00:03:33.000 --> 00:03:35.000]  就是說你的質素不好
[00:03:35.000 --> 00:03:37.000]  就怎樣都幫不了你
[00:03:37.000 --> 00:03:38.000]  你記住
[00:03:38.000 --> 00:03:41.000]  神你要揀選人的時候
[00:03:41.000 --> 00:03:44.000]  不是在乎他有多少的學識
[00:03:44.000 --> 00:03:47.000]  不是在乎他有多少的經驗
[00:03:47.000 --> 00:03:49.000]  不是在乎他有多少的學歷
[00:03:49.000 --> 00:03:51.000]  或者社會地位是怎樣
[00:03:51.000 --> 00:03:53.000]  神不是這樣揀選人的
[00:03:53.000 --> 00:03:55.000]  因為這些所謂人很高超
[00:03:55.000 --> 00:03:56.000]  很有社會地位
[00:03:56.000 --> 00:03:57.000]  很高學識
[00:03:57.000 --> 00:03:59.000]  在神眼中都是什麼
[00:03:59.000 --> 00:04:01.000]  微不足道
[00:04:01.000 --> 00:04:05.000]  神揀選一個人最重要是看他有沒有心
[00:04:05.000 --> 00:04:07.000]  很簡單舉一個例子
[00:04:07.000 --> 00:04:08.000]  大衛
[00:04:08.000 --> 00:04:09.000]  我們都覺得
[00:04:09.000 --> 00:04:10.000]  大衛是一個很好的王
[00:04:10.000 --> 00:04:12.000]  很厲害
[00:04:12.000 --> 00:04:13.000]  但是其實你知不知道
[00:04:13.000 --> 00:04:15.000]  大衛在父親的眼中
[00:04:15.000 --> 00:04:18.000]  是完全沒有地位的
[00:04:18.000 --> 00:04:20.000]  我遲些就會查經的時候
[00:04:20.000 --> 00:04:22.000]  就會查大衛
[00:04:22.000 --> 00:04:24.000]  記不記得撒姆爾
[00:04:24.000 --> 00:04:27.000]  這個是最高的宗教領袖
[00:04:27.000 --> 00:04:29.000]  去到大衛的家
[00:04:29.000 --> 00:04:31.000]  大衛的父親
[00:04:31.000 --> 00:04:32.000]  就叫子女出來
[00:04:32.000 --> 00:04:34.000]  其實要揀選一個王
[00:04:34.000 --> 00:04:37.000]  大衛的大哥哥叫以利亞
[00:04:37.000 --> 00:04:38.000]  高人一等
[00:04:38.000 --> 00:04:42.000]  高大英俊威猛
[00:04:42.000 --> 00:04:43.000]  連撒姆爾一看
[00:04:43.000 --> 00:04:44.000]  是了
[00:04:44.000 --> 00:04:46.000]  這個應該是神所揀選的王
[00:04:46.000 --> 00:04:49.000]  怎知道有一句話給我很深的感動
[00:04:49.000 --> 00:04:51.000]  給我很大的安慰
[00:04:51.000 --> 00:04:53.000]  就是在《秀爾幾順》中
[00:04:53.000 --> 00:04:56.000]  夜禍說不像人看人
[00:04:56.000 --> 00:04:58.000]  人是看外貌
[00:04:58.000 --> 00:05:01.000]  神是看內心
[00:05:01.000 --> 00:05:02.000]  你揀選一個人
[00:05:02.000 --> 00:05:05.000]  也可能先看看他的樣子
[00:05:05.000 --> 00:05:07.000]  但原來神說不是揀選樣子
[00:05:07.000 --> 00:05:08.000]  那我就安心一點
[00:05:08.000 --> 00:05:10.000]  不然我沒得揀選
[00:05:10.000 --> 00:05:12.000]  那你想想
[00:05:12.000 --> 00:05:15.000]  撒姆爾去到他家
[00:05:15.000 --> 00:05:17.000]  每個人的兒子都在
[00:05:17.000 --> 00:05:19.000]  唯有大衛不在家
[00:05:19.000 --> 00:05:20.000]  大衛在哪?
[00:05:20.000 --> 00:05:22.000]  還在看羊
[00:05:22.000 --> 00:05:26.000]  當撒姆爾給神啟示說
[00:05:26.000 --> 00:05:28.000]  每個人都不是
[00:05:28.000 --> 00:05:29.000]  好像選美那樣行
[00:05:29.000 --> 00:05:30.000]  一個又一個
[00:05:30.000 --> 00:05:33.000]  那撒姆爾就問
[00:05:33.000 --> 00:05:34.000]  大衛的父親
[00:05:34.000 --> 00:05:36.000]  你還有沒有兒子?
[00:05:36.000 --> 00:05:39.000]  我還有一個在看羊
[00:05:39.000 --> 00:05:40.000]  你想想
[00:05:40.000 --> 00:05:41.000]  他在父親的心目中
[00:05:41.000 --> 00:05:43.000]  是沒有地位的
[00:05:43.000 --> 00:05:45.000]  甚至後來他做了官
[00:05:45.000 --> 00:05:47.000]  放假回家
[00:05:47.000 --> 00:05:49.000]  父親都叫他繼續去看羊
[00:05:49.000 --> 00:05:51.000]  所以在人看上來
[00:05:51.000 --> 00:05:53.000]  這個人好像沒什麼用
[00:05:53.000 --> 00:05:54.000]  但在神的眼中
[00:05:54.000 --> 00:05:56.000]  是非常寶貴的
[00:05:56.000 --> 00:05:57.000]  如果我們要揀選的時候
[00:05:57.000 --> 00:05:58.000]  以掃和亞國
[00:05:58.000 --> 00:05:59.000]  你揀選誰?
[00:05:59.000 --> 00:06:01.000]  如果是我我就揀選以掃
[00:06:01.000 --> 00:06:02.000]  又夠Man
