
[00:00:00.000 --> 00:00:02.660]  賴慧娟的第十三講
[00:00:02.660 --> 00:00:06.080]  我們今天要講撒母以下的第六章
[00:00:06.080 --> 00:00:08.640]  一個很有趣的題目
[00:00:08.640 --> 00:00:12.060]  做好示範招來神審判
[00:00:12.060 --> 00:00:14.460]  很多時我們對聖經
[00:00:14.460 --> 00:00:16.580]  對神都有很多的誤解
[00:00:16.580 --> 00:00:20.080]  我們時時都覺得這位神很惡
[00:00:20.080 --> 00:00:22.340]  做錯一點點事情又如何
[00:00:22.340 --> 00:00:24.300]  有審判 有懲罰
[00:00:24.300 --> 00:00:28.040]  但其實很可能我們是因為我們不認識神
[00:00:28.040 --> 00:00:29.400]  不認識聖經
[00:00:29.400 --> 00:00:31.400]  所以我們有這些錯覺
[00:00:31.400 --> 00:00:33.940]  我講很多聖經的系列
[00:00:33.940 --> 00:00:36.720]  主要的目的就是和大家讀經
[00:00:36.720 --> 00:00:38.520]  希望透過讀經
[00:00:38.520 --> 00:00:41.000]  我們能夠更加明白我們的神
[00:00:41.000 --> 00:00:43.000]  更加了解聖經
[00:00:43.000 --> 00:00:47.040]  這就是我所講到的用意
[00:00:47.040 --> 00:00:50.560]  今天要講的是有關若跪
[00:00:50.560 --> 00:00:53.520]  我們知道若跪是非常重要
[00:00:53.520 --> 00:00:57.120]  若跪大概是一個四尺長
[00:00:57.120 --> 00:01:00.080]  兩尺高 兩尺闊的木盒
[00:01:00.080 --> 00:01:02.760]  是用很特別的木來製造
[00:01:02.760 --> 00:01:05.960]  是包著金的 整隻木盒
[00:01:05.960 --> 00:01:08.200]  若跪的蓋
[00:01:08.200 --> 00:01:11.240]  是有兩隻基路柏的天使
[00:01:11.240 --> 00:01:13.240]  又是金製造的
[00:01:13.240 --> 00:01:17.520]  彼此相望 兩隻翼是大家交接
[00:01:17.520 --> 00:01:21.000]  這就造成了好像一個座位一樣
[00:01:21.000 --> 00:01:24.680]  在《樹月出安及記》的二十五章二十二節
[00:01:24.680 --> 00:01:27.920]  經文說 耶和華就是坐在
[00:01:27.920 --> 00:01:29.920]  兩個基路柏的中間
[00:01:29.920 --> 00:01:33.200]  來跟摩西說話
[00:01:33.200 --> 00:01:37.040]  當以色列贖罪日的日子
[00:01:37.040 --> 00:01:39.600]  我們見到神的榮光
[00:01:39.600 --> 00:01:40.960]  祂的Shakina
[00:01:40.960 --> 00:01:44.440]  是會照在樹聖殿的聖所
[00:01:44.440 --> 00:01:47.560]  會照在樹若跪的上高
[00:01:47.560 --> 00:01:50.080]  而大祭司就會在那一天
[00:01:50.080 --> 00:01:52.400]  用羔羊的血
[00:01:52.400 --> 00:01:57.160]  灑在樹這個私恩寶座的上高
[00:01:57.160 --> 00:02:01.800]  我剛才說這個私恩寶座是若跪的蓋
[00:02:01.800 --> 00:02:04.720]  若跪裏面裝了什麼?
[00:02:04.720 --> 00:02:06.360]  十戒
[00:02:06.360 --> 00:02:08.200]  法版
[00:02:08.200 --> 00:02:11.440]  十戒法版就是指出人的罪
[00:02:11.440 --> 00:02:14.480]  但是當神坐在祂的私恩寶座上高
[00:02:14.480 --> 00:02:16.360]  向下望的時候
[00:02:16.360 --> 00:02:18.520]  祂能不能夠望到
[00:02:18.520 --> 00:02:20.920]  法版所指出人的罪
[00:02:20.920 --> 00:02:22.840]  祂看不到 為什麼?
[00:02:22.840 --> 00:02:27.200]  因為羔羊的血遮蓋了私恩寶座
[00:02:27.200 --> 00:02:30.000]  這個就是我們時時所講
[00:02:30.000 --> 00:02:33.000]  當我們接受耶穌基督的時候
[00:02:33.000 --> 00:02:34.720]  我們的罪被赦免
[00:02:34.720 --> 00:02:37.880]  耶穌基督的寶血是遮蓋我們
[00:02:37.880 --> 00:02:40.280]  祂的義是遮蓋我們
[00:02:40.280 --> 00:02:43.520]  所以當神望在一個罪人身上的時候
[00:02:43.520 --> 00:02:45.040]  祂看到什麼?
[00:02:45.040 --> 00:02:47.040]  只看到耶穌基督的義
[00:02:47.040 --> 00:02:49.320]  耶穌基督的寶血遮蓋著我們
[00:02:49.320 --> 00:02:52.280]  以致我們能夠與神和好
[00:02:52.280 --> 00:02:55.560]  這就是讓我們看到的私恩寶座
[00:02:55.560 --> 00:02:57.720]  所以亦都是因為這樣
[00:02:57.720 --> 00:03:02.520]  羔羊的血就是耶穌基督的寶血遮蓋我們
[00:03:02.520 --> 00:03:03.840]  而很有趣
[00:03:03.840 --> 00:03:06.760]  在希伯來書九章五節
[00:03:06.760 --> 00:03:10.800]  私恩寶座這個名字和挽回祭
[00:03:10.800 --> 00:03:13.440]  是同一個希臘文
[00:03:13.440 --> 00:03:15.960]  私恩寶座就是挽回祭
[00:03:15.960 --> 00:03:18.600]  挽回祭就是私恩寶座
[00:03:18.600 --> 00:03:22.000]  聖經真的非常有意義
[00:03:22.000 --> 00:03:24.840]  在藥櫃裏面又有什麼?
[00:03:24.840 --> 00:03:27.760]  在藥櫃裏面所有的物品
[00:03:27.760 --> 00:03:31.000]  都和耶穌基督有連帶的關係
[00:03:31.000 --> 00:03:32.800]  首先我們剛才說過
[00:03:32.800 --> 00:03:35.480]  藥櫃裏面有法版
[00:03:35.480 --> 00:03:37.880]  就是神的律法
[00:03:37.880 --> 00:03:39.440]  喏
[00:03:39.440 --> 00:03:40.920]  耶穌基督說
[00:03:40.920 --> 00:03:44.280]  祂來到世上是要承傳律法
[00:03:44.280 --> 00:03:46.400]  律法沒有人能夠守得到
[00:03:46.400 --> 00:03:47.400]  聖經告訴我們
[00:03:47.400 --> 00:03:50.080]  我們不能夠靠律法來得救
[00:03:50.080 --> 00:03:52.640]  我們不能夠靠行為來得救
[00:03:52.640 --> 00:03:54.400]  所以耶穌基督是唯一一個
[00:03:54.400 --> 00:03:56.560]  在世上能夠承傳律法
[00:03:56.560 --> 00:03:58.320]  因為祂是無罪的
[00:03:58.320 --> 00:03:59.680]  另外
[00:03:59.680 --> 00:04:01.960]  亦都是因為我們做不到
[00:04:01.960 --> 00:04:04.960]  所以是耶穌基督的義
[00:04:04.960 --> 00:04:08.560]  神體在耶穌基督的義的份上
[00:04:08.560 --> 00:04:10.840]  以致赦免我們的罪
[00:04:10.840 --> 00:04:13.960]  所以祂就承傳了神的要求
[00:04:13.960 --> 00:04:15.760]  祂承傳了律法
[00:04:15.760 --> 00:04:19.200]  這就是馬提福音5章17節所說
[00:04:19.200 --> 00:04:20.400]  耶穌基督說
[00:04:20.400 --> 00:04:22.320]  我是承傳律法
[00:04:22.320 --> 00:04:25.120]  亦都是在約翰福音14章6節
[00:04:25.120 --> 00:04:26.120]  耶穌基督說
[00:04:26.120 --> 00:04:28.280]  我就是真理
[00:04:28.280 --> 00:04:30.040]  除了法版
[00:04:30.040 --> 00:04:32.320]  藥櫃裏面還有什麼?
[00:04:32.320 --> 00:04:35.080]  亞倫法國牙的像
[00:04:35.080 --> 00:04:36.840]  記不記得這件事?
[00:04:36.840 --> 00:04:39.360]  在《算與民數記》第十七章
[00:04:39.360 --> 00:04:41.400]  那時那些以色列人的領袖
[00:04:41.400 --> 00:04:44.680]  他們不服從亞倫和摩西
[00:04:44.680 --> 00:04:46.040]  他們有怨言
[00:04:46.040 --> 00:04:49.200]  來到摩西和亞倫的面前
[00:04:49.200 --> 00:04:51.080]  神就對摩西說
[00:04:51.080 --> 00:04:53.200]  你叫十二支派的領袖
[00:04:53.200 --> 00:04:55.920]  每人拿他們的像
[00:04:55.920 --> 00:04:58.120]  放在會幕裏面
[00:04:58.120 --> 00:04:59.680]  約櫃的前面
[00:04:59.680 --> 00:05:03.360]  你亦都叫亞倫將他的像放在一起
[00:05:03.360 --> 00:05:04.400]  然後跟他們說
[00:05:04.400 --> 00:05:06.480]  你第二天回來看
[00:05:06.480 --> 00:05:08.520]  第二天回來怎樣?
[00:05:08.520 --> 00:05:11.120]  只有亞倫的像是發芽
[00:05:11.120 --> 00:05:13.360]  還開了杏花
[00:05:13.360 --> 00:05:17.200]  其餘的領袖的像都沒有開花
[00:05:17.200 --> 00:05:18.600]  就是讓我們看到
[00:05:18.600 --> 00:05:21.520]  神是告訴以色列人
[00:05:21.520 --> 00:05:24.640]  亞倫和摩西就是祂所揀選
[00:05:24.640 --> 00:05:28.920]  以色列人是需要服從摩西和亞倫
[00:05:28.920 --> 00:05:32.000]  法國牙的像是什麼意思?
[00:05:32.000 --> 00:05:34.280]  你都見過像了
[00:05:34.280 --> 00:05:36.720]  是枯木 死了的
[00:05:36.720 --> 00:05:39.080]  死了的木還會發芽
[00:05:39.080 --> 00:05:40.680]  開花是什麼意思?
[00:05:40.680 --> 00:05:42.680]  是有新的生命
[00:05:42.680 --> 00:05:46.200]  耶穌基督在《約翰福音》的十四章六節
[00:05:46.200 --> 00:05:49.040]  祂說:我是生命 我是復活
[00:05:49.040 --> 00:05:51.800]  這就是代表有復活的生命
[00:05:51.800 --> 00:05:54.200]  亦都是代表耶穌基督
[00:05:54.200 --> 00:05:55.400]  還有
[00:05:55.400 --> 00:05:59.160]  在約櫃裏面還有金罐裝的瑪拿
[00:05:59.160 --> 00:06:03.400]  記不記得瑪拿是以色列人在曠野的時候
[00:06:03.400 --> 00:06:06.280]  神降瑪拿給以色列人來吃
[00:06:06.280 --> 00:06:10.240]  神叫以色列人將一部份放在金罐裏面
[00:06:10.240 --> 00:06:12.200]  來做紀念
[00:06:12.200 --> 00:06:14.320]  亦都是代表耶穌基督
[00:06:14.320 --> 00:06:16.880]  耶穌基督說:我是生命的糧
[00:06:16.880 --> 00:06:22.080]  到我這裏來的 必定不我 信我的 永遠不渴
[00:06:22.080 --> 00:06:26.520]  就是《約翰福音》的六章三十五節
[00:06:26.520 --> 00:06:29.880]  所以約櫃裏面所有的陳設
[00:06:29.880 --> 00:06:32.560]  都是和耶穌基督有關
[00:06:32.560 --> 00:06:35.640]  不妨亦都講講約櫃的歷史
[00:06:35.640 --> 00:06:38.080]  約櫃剛才我們讀過經文
[00:06:38.080 --> 00:06:42.480]  說是以萬軍之夜和華的名所命名
[00:06:42.480 --> 00:06:44.640]  撒母以下的六章二節
[00:06:44.640 --> 00:06:47.520]  亦即是說約櫃是屬於神
[00:06:47.520 --> 00:06:50.160]  是代表神的同在
[00:06:50.160 --> 00:06:55.000]  是代表神和以色列人立約的象徵
[00:06:55.000 --> 00:06:57.160]  在樹公打耶利歌城的時候
[00:06:57.160 --> 00:07:00.600]  記不記得在約書亞記的第六章
[00:07:00.600 --> 00:07:03.600]  神叫以色列人帶著約櫃
[00:07:03.600 --> 00:07:06.720]  圍繞著耶利歌城每日行一圈
[00:07:06.720 --> 00:07:08.400]  六日如是
[00:07:08.400 --> 00:07:09.960]  去到第七日
[00:07:09.960 --> 00:07:12.040]  圍繞七圈
[00:07:12.040 --> 00:07:14.160]  然後吹號角
[00:07:14.160 --> 00:07:15.800]  大聲呼喊
[00:07:15.800 --> 00:07:16.680]  就怎樣?
[00:07:16.680 --> 00:07:19.280]  整個耶利歌城都倒塌了
[00:07:19.280 --> 00:07:20.960]  得到勝利
[00:07:20.960 --> 00:07:23.080]  其實
[00:07:23.080 --> 00:07:25.720]  我上次講約書亞記的時候
[00:07:25.720 --> 00:07:28.000]  那個系列我都和大家講過
[00:07:28.000 --> 00:07:32.400]  約書亞記和啟示錄是有很大的連帶關係
[00:07:32.400 --> 00:07:35.560]  約書亞記其實是啟示錄的一個御象
[00:07:35.560 --> 00:07:37.360]  是一個御表
[00:07:37.360 --> 00:07:41.800]  公打耶利歌城其實和啟示錄裡面的
[00:07:41.800 --> 00:07:43.760]  第七號的審判
[00:07:43.760 --> 00:07:47.440]  啟示錄的八章至十一章其實一模一樣
[00:07:47.440 --> 00:07:50.560]  如果大家想知道細節的
[00:07:50.560 --> 00:07:53.160]  可以回去聽約書亞記
[00:07:53.160 --> 00:07:57.160]  約書亞記真的和啟示錄有很大的關係
[00:07:57.160 --> 00:07:59.640]  約書亞記的主角是誰?
[00:07:59.640 --> 00:08:01.360]  約書亞
[00:08:01.360 --> 00:08:04.240]  約書亞的名字是什麼意思?
[00:08:04.240 --> 00:08:09.040]  就是希伯來文的耶和華士救主
[00:08:09.040 --> 00:08:10.560]  在啟示錄裡面
[00:08:10.560 --> 00:08:13.520]  最後七年的真戰主角是誰?
[00:08:13.520 --> 00:08:14.800]  耶穌基督
[00:08:14.800 --> 00:08:17.480]  耶穌基督的名字的意思是什麼?
[00:08:17.480 --> 00:08:20.800]  是希臘文的耶和華士救主
[00:08:20.800 --> 00:08:23.520]  有沒有看到?大家都是耶和華士救主
[00:08:23.520 --> 00:08:26.280]  不過一個是希伯來文 一個是希臘文
[00:08:26.280 --> 00:08:28.600]  有很多連帶的關係
[00:08:28.600 --> 00:08:31.960]  兩部書都有兩個很重要的人物
[00:08:31.960 --> 00:08:34.800]  在約書亞記有兩個探子
[00:08:34.800 --> 00:08:39.080]  在啟示錄裡面有兩個見證人
[00:08:39.080 --> 00:08:41.440]  以色列人進入迦南地
[00:08:41.440 --> 00:08:43.920]  在迦南地真戰多少年?
[00:08:43.920 --> 00:08:45.400]  七年
[00:08:45.400 --> 00:08:49.120]  在啟示錄最後人間的戰爭是多少年?
[00:08:49.120 --> 00:08:50.920]  也是七年
[00:08:50.920 --> 00:08:52.560]  所以是有很大的連帶關係
[00:08:52.560 --> 00:08:54.000]  這裡我們看到
[00:08:54.000 --> 00:08:56.800]  其實神叫以色列人這樣做
[00:08:56.800 --> 00:08:59.360]  是有一個預表 是有一個原因
[00:08:59.360 --> 00:09:02.680]  但是以色列人就以為約桂是什麼?
[00:09:02.680 --> 00:09:04.680]  是好運
[00:09:04.680 --> 00:09:06.000]  Good luck charm
[00:09:06.000 --> 00:09:07.560]  就帶著它打仗
[00:09:07.560 --> 00:09:09.160]  就在意利的時候
[00:09:09.160 --> 00:09:11.000]  記不記得先知意利
[00:09:11.000 --> 00:09:13.200]  斐理士人來到和他們真戰
[00:09:13.200 --> 00:09:15.160]  他們就帶著約桂上陣
[00:09:15.160 --> 00:09:17.880]  結果大敗而回
[00:09:17.880 --> 00:09:21.280]  約桂都被斐理士人搶走
[00:09:21.280 --> 00:09:23.520]  後來神懲罰斐理士人
[00:09:23.520 --> 00:09:24.960]  他們就害怕了
[00:09:24.960 --> 00:09:27.920]  將約桂還給猶太人
[00:09:27.920 --> 00:09:29.880]  怎樣還回約桂?
[00:09:29.880 --> 00:09:32.840]  將約桂放在牛車的上高
[00:09:32.840 --> 00:09:35.880]  找牛車帶領約桂回去以色列人
[00:09:35.880 --> 00:09:40.960]  稍後我們就會看到這個牛車
[00:09:40.960 --> 00:09:43.920]  所以當約桂被拿了之後
[00:09:43.920 --> 00:09:46.560]  當以色列人拿回約桂之後
[00:09:46.560 --> 00:09:51.080]  他們就將約桂收在基列耶林這個地方
