
[00:00:00.000 --> 00:00:03.480]  佛陀姐妹讓我們一起先以禱告
[00:00:03.480 --> 00:00:06.820]  預備我們心思意念去聽上帝的說話
[00:00:06.820 --> 00:00:08.560]  聽著我們先禱告
[00:00:08.560 --> 00:00:13.480]  預備我們心思意念來聽上帝的話
[00:00:13.480 --> 00:00:17.480]  佛陀多謝你讓我們能夠回到你的說話
[00:00:17.480 --> 00:00:21.560]  讓我們明白你到底是怎樣的一位神
[00:00:21.560 --> 00:00:24.100]  也讓我們明白我們今天作為基督徒
[00:00:24.100 --> 00:00:26.860]  活在這個地上
[00:00:26.860 --> 00:00:30.000]  促成的咨文應該怎樣去活
[00:00:30.000 --> 00:00:32.120]  靠你用的動作
[00:00:32.120 --> 00:00:34.100]  緊貼你的步伐
[00:00:34.100 --> 00:00:35.680]  我們親愛的天父感謝你
[00:00:35.680 --> 00:00:39.880]  讓我們能夠再次打開你寶貴的啟示
[00:00:39.880 --> 00:00:43.500]  讓我們能夠明白你是怎樣的一位主
[00:00:43.500 --> 00:00:45.720]  怎樣的一位神
[00:00:45.720 --> 00:00:47.200]  求你幫助
[00:00:47.200 --> 00:00:49.820]  讓我們透過了解
[00:00:49.820 --> 00:00:54.360]  讓大家更曉得怎樣緊緊的跟隨著你的腳步
[00:00:54.360 --> 00:00:58.700]  隨著你的睡靈一起走面前的生路
[00:00:58.700 --> 00:01:01.200]  直到永恆當中
[00:01:01.200 --> 00:01:07.920]  天父多謝你讓我們能夠再次打開你的啟示
[00:01:07.920 --> 00:01:10.800]  讓我們明白你是怎樣的一位神
[00:01:10.800 --> 00:01:13.160]  幫助我們透過了解你作為一位神
[00:01:13.160 --> 00:01:16.160]  讓我們更曉得怎樣的跟隨著你的腳步
[00:01:16.160 --> 00:01:18.840]  靠著你作為一位神的指導
[00:01:18.840 --> 00:01:24.840]  讓我們能夠向永恆的方向前進
[00:01:24.840 --> 00:01:27.320]  我們在名字上祈禱
[00:01:27.320 --> 00:01:29.320]  阿們
[00:01:29.320 --> 00:01:34.700]  被人稱讚
[00:01:34.700 --> 00:01:39.480]  似乎在西方社會是一個很有效的方法
[00:01:39.480 --> 00:01:42.440]  在西方社會好像是一個很有效的方法
[00:01:42.440 --> 00:01:46.320]  當我最初移民到加拿大的時候
[00:01:46.320 --> 00:01:48.480]  當我最初移民到加拿大的時候
[00:01:48.480 --> 00:01:50.720]  送小朋友去學校讀書
[00:01:50.720 --> 00:01:52.720]  送小朋友去學校讀書
[00:01:52.720 --> 00:02:00.080]  有一件事讓我覺得需要很大的力量去調教
[00:02:00.080 --> 00:02:03.920]  有一件事讓我要用很大的力量去調教
[00:02:03.920 --> 00:02:06.680]  就是因為有一次我去學校做義工
[00:02:06.680 --> 00:02:08.520]  有一次我去學校做義工
[00:02:08.520 --> 00:02:10.800]  去到那間學校的時候做義工
[00:02:10.800 --> 00:02:13.280]  看到那些小朋友很頑皮
[00:02:13.280 --> 00:02:15.080]  我去學校做義工的時候
[00:02:15.080 --> 00:02:17.080]  我發現那些小孩子非常調皮
[00:02:17.080 --> 00:02:19.080]  拿著玩具
[00:02:19.080 --> 00:02:21.920]  真的搗亂到處都是
[00:02:21.920 --> 00:02:25.000]  我們就叫做搗亂分子
[00:02:25.000 --> 00:02:28.840]  把玩具丟到處都是我們成都的搗亂分子
[00:02:28.840 --> 00:02:32.440]  我就想上前制止那個小朋友
[00:02:32.440 --> 00:02:35.280]  我想上前去制止這個小朋友
[00:02:35.280 --> 00:02:37.920]  但是那個老師見我上前
[00:02:37.920 --> 00:02:42.840]  他就說Mr. Wong 你不要走前面
[00:02:42.840 --> 00:02:46.480]  老師就說黃先生 你不要往前走了
[00:02:46.480 --> 00:02:47.800]  他就說讓我來
[00:02:47.800 --> 00:02:48.800]  讓我來
[00:02:48.800 --> 00:02:50.800]  那些幼稚園
[00:02:50.800 --> 00:02:52.120]  幼兒園
[00:02:52.120 --> 00:02:54.120]  那個老師走到那個小朋友面前
[00:02:54.120 --> 00:02:56.120]  老師走到小朋友面前
[00:02:56.120 --> 00:02:57.680]  就跟那個小朋友說
[00:02:57.680 --> 00:02:59.000]  為什麼你這樣做
[00:02:59.000 --> 00:03:00.680]  小朋友 你為什麼這麼做
[00:03:00.680 --> 00:03:02.360]  小朋友不理那個老師
[00:03:02.360 --> 00:03:04.360]  繼續這樣搗那些玩具
[00:03:04.360 --> 00:03:06.040]  小朋友不理老師
[00:03:06.040 --> 00:03:07.720]  接著就搗亂
[00:03:07.720 --> 00:03:09.480]  我猜不到那個老師說
[00:03:09.480 --> 00:03:11.320]  唉 真的有創意
[00:03:11.320 --> 00:03:13.040]  老師說真的有創意
[00:03:13.040 --> 00:03:14.440]  他這樣跟那個小朋友說
[00:03:14.440 --> 00:03:16.520]  我好不明白
[00:03:16.520 --> 00:03:17.520]  他怎麼老是這麼講
[00:03:17.520 --> 00:03:19.320]  老是跟小孩這麼講
[00:03:19.320 --> 00:03:20.320]  我真不明白
[00:03:20.320 --> 00:03:21.320]  有什麼創意
[00:03:21.320 --> 00:03:22.320]  這些搗亂分子
[00:03:22.320 --> 00:03:23.640]  搗到周到都是
[00:03:23.640 --> 00:03:24.640]  把那些玩具
[00:03:24.640 --> 00:03:25.640]  這些搗亂分子
[00:03:25.640 --> 00:03:27.200]  把玩具丟到處都是
[00:03:27.200 --> 00:03:28.440]  倡議何在
[00:03:28.440 --> 00:03:31.760]  根據我從小到大的訓練
[00:03:31.760 --> 00:03:34.160]  根據我從小到大的訓練
[00:03:34.160 --> 00:03:35.520]  見到這些小朋友
[00:03:35.520 --> 00:03:36.960]  第一句就當然是
[00:03:36.960 --> 00:03:38.560]  請你馬上停止
[00:03:38.560 --> 00:03:40.640]  就用我的反應說
[00:03:40.640 --> 00:03:42.120]  你馬上給我停下來
