
[00:00:00.000 --> 00:00:01.000]  靚智媒平安
[00:00:01.000 --> 00:00:05.280]  我們今天會繼續《老家福音》的學習
[00:00:05.280 --> 00:00:08.960]  在講道之先讓我們一起低頭祈禱
[00:00:08.960 --> 00:00:15.240]  自我啟示的三一上帝
[00:00:15.240 --> 00:00:18.120]  感謝你賜下你的話語
[00:00:18.120 --> 00:00:21.440]  求你使用孩子的口
[00:00:21.440 --> 00:00:24.200]  宣講你自己的說話
[00:00:25.360 --> 00:00:30.400]  又求你祝福每一個在座聽寄人的耳朵
[00:00:30.400 --> 00:00:34.640]  讓他們都能夠聽清楚你自己的說話
[00:00:34.640 --> 00:00:37.800]  也求你幫助我們每一個人
[00:00:37.800 --> 00:00:41.200]  使我們的心都願意向你開放
[00:00:41.200 --> 00:00:43.880]  願意回應你的說話
[00:00:43.880 --> 00:00:47.200]  奉主耶穌基督聖名求
[00:00:47.200 --> 00:00:52.880]  在窩福堂裡面有一個傳統
[00:00:53.600 --> 00:00:56.000]  就是每年新入職的童工
[00:00:56.000 --> 00:01:01.120]  都會被安排去預備那一年的年終感恩會
[00:01:01.120 --> 00:01:05.720]  我是十月初入職的新童工
[00:01:05.720 --> 00:01:08.360]  主要負責少年部
[00:01:08.360 --> 00:01:10.280]  即是中學生群體
[00:01:10.280 --> 00:01:14.280]  自然都被安排去預備
[00:01:14.280 --> 00:01:17.320]  剛剛那個星期日舉行的年終感恩會
[00:01:17.320 --> 00:01:22.040]  記得跟文康、阿彪、Jacky
[00:01:22.320 --> 00:01:24.920]  幾個人一齊開會想辦法的時候
[00:01:24.920 --> 00:01:28.080]  很快我們就有一個想法
[00:01:28.080 --> 00:01:30.280]  就是要在這個聚會裡面
[00:01:30.280 --> 00:01:32.840]  去加入相片這個元素
[00:01:32.840 --> 00:01:37.800]  期待能夠用一些日常生活的影像
[00:01:37.800 --> 00:01:41.720]  去幫助我們的弟兄姊妹去回顧和感恩
[00:01:41.720 --> 00:01:46.120]  因此我們就出現了那個想見你的展覽
[00:01:46.120 --> 00:01:48.680]  假如你未看過的話
[00:01:49.160 --> 00:01:52.640]  鼓勵大家把握今天最後的機會去看一下
[00:01:52.640 --> 00:01:57.040]  去看一下這一年在我們窩福弟兄姊妹身上
[00:01:57.040 --> 00:01:59.800]  發生過的大大小小的事
[00:01:59.800 --> 00:02:03.240]  當我自己都有機會
[00:02:03.240 --> 00:02:06.680]  有些時間去打開我的手機上面的相簿
[00:02:06.680 --> 00:02:10.720]  由二零二三年一月一日的第一張相片
[00:02:10.720 --> 00:02:12.960]  開始逐張去看的時候
[00:02:12.960 --> 00:02:17.800]  才發現在二零二三年都發生了不少的事
[00:02:18.640 --> 00:02:20.440]  當中都有一些的轉變
[00:02:20.440 --> 00:02:22.400]  但有趣的是
[00:02:22.400 --> 00:02:25.000]  有些事情我以為已經過了很久
[00:02:25.000 --> 00:02:26.960]  我不看相片
[00:02:26.960 --> 00:02:31.880]  都記不起原來在剛剛這一年裡面發生的
[00:02:31.880 --> 00:02:34.440]  譬如在一年前的今天
[00:02:34.440 --> 00:02:36.880]  所有有人樣的相片
[00:02:36.880 --> 00:02:39.440]  都戴著口罩
[00:02:39.440 --> 00:02:41.720]  原來曾幾何時
[00:02:41.720 --> 00:02:45.760]  我們仍然要遵守很多不同的防疫措施
[00:02:47.000 --> 00:02:50.360]  我相簿裡面這些相片就好像一個記號
[00:02:50.360 --> 00:02:53.720]  令我回憶昔日發生過的事
[00:02:53.720 --> 00:02:58.080]  以及當時自己一些的情緒感受
[00:02:58.080 --> 00:03:03.880]  記號除了可以幫助我們去回顧往事
[00:03:03.880 --> 00:03:08.120]  亦都可以提醒我們一些未來會發生的事
[00:03:08.120 --> 00:03:13.320]  不知道弟兄姊妹你們近來外出的時候
[00:03:13.320 --> 00:03:15.920]  有沒有發現垃圾桶不同的樣子
[00:03:17.520 --> 00:03:19.880]  有些垃圾桶變成圓的
[00:03:19.880 --> 00:03:23.440]  收垃圾的口由以前那個
[00:03:23.440 --> 00:03:26.160]  好像寬一點容易一點扔到的長方形
[00:03:26.160 --> 00:03:30.240]  變成一個扎身打洞的橢圓形
[00:03:30.240 --> 00:03:36.120]  這個新款垃圾桶是環保署為了
[00:03:36.120 --> 00:03:42.080]  準備4月1日即將實施的垃圾徵費而做的一個措施
[00:03:43.520 --> 00:03:48.040]  期望這個新垃圾桶可以促進社會減費和資源回收
[00:03:48.040 --> 00:03:55.240]  我就不太知道這個垃圾桶的設計是否真的可以促進社會減費
[00:03:55.240 --> 00:03:59.040]  不過我想這個垃圾桶已經成為了一個
[00:03:59.040 --> 00:04:01.080]  很有警惕性的作用
[00:04:01.080 --> 00:04:05.760]  畢竟我不止一次在我身邊的人的口裡面
[00:04:05.760 --> 00:04:07.600]  聽到別人說起它
[00:04:07.600 --> 00:04:09.600]  他們會這樣形容垃圾桶
[00:04:09.600 --> 00:04:11.520]  垃圾桶很奇怪
[00:04:12.400 --> 00:04:14.680]  或者它圓滾滾的很難看
[00:04:14.680 --> 00:04:17.880]  然後這些人說完這些話之後
[00:04:17.880 --> 00:04:19.280]  他們都會加上一句
[00:04:19.280 --> 00:04:22.200]  肯定和那個垃圾徵費有關
[00:04:22.200 --> 00:04:25.600]  之後他們就會開始頭痛
[00:04:25.600 --> 00:04:26.600]  苦惱
[00:04:26.600 --> 00:04:27.520]  慨嘆
[00:04:27.520 --> 00:04:30.320]  家裡還有很多雜物還沒清理
[00:04:30.320 --> 00:04:33.320]  他們就要計劃去
[00:04:33.320 --> 00:04:35.320]  將那些他們不要的
[00:04:35.320 --> 00:04:39.360]  放在那裡很久的雜物逐步去棄置
[00:04:39.360 --> 00:04:40.760]  或者拿去回收
[00:04:42.120 --> 00:04:44.880]  因為我們都知道在那個限期之前
[00:04:44.880 --> 00:04:46.680]  如果我們不理會那些東西
[00:04:46.680 --> 00:04:49.760]  之後我們就要付出額外的費用
[00:04:49.760 --> 00:04:51.360]  手續去處理
[00:04:51.360 --> 00:04:56.400]  這個新款的垃圾桶成為了一個記號笑頭
[00:04:56.400 --> 00:04:58.400]  一方面提醒我們
[00:04:58.400 --> 00:05:00.720]  垃圾徵費殺到埋身
[00:05:00.720 --> 00:05:02.720]  4月1日就會實施
[00:05:02.720 --> 00:05:06.480]  另一方面都掀起了我們一些後續的行動
[00:05:06.480 --> 00:05:09.840]  譬如我們會計劃去扔那些雜物
[00:05:10.440 --> 00:05:13.040]  或者你都會花一點時間去了解一下
[00:05:13.040 --> 00:05:16.320]  那些垃圾徵費究竟實際是怎樣安排
[00:05:16.320 --> 00:05:18.840]  在我們日常生活
[00:05:18.840 --> 00:05:21.400]  就會有這些大大小小的記號
[00:05:21.400 --> 00:05:25.560]  幫助我們去回顧我們舊時發生的事
[00:05:25.560 --> 00:05:28.600]  還有幫助我們去聯想起
[00:05:28.600 --> 00:05:30.840]  一些即將在我們身上發生的事
[00:05:30.840 --> 00:05:33.640]  在我們的信仰生活裡面
[00:05:33.640 --> 00:05:37.080]  記號笑頭又有什麼意義呢
[00:05:37.880 --> 00:05:40.720]  我們今天也一起回到《老家福音》去看看
[00:05:40.720 --> 00:05:46.880]  《老家福音》和其他福音書其中一個最明顯的分別
[00:05:46.880 --> 00:05:49.520]  就是它一開始有寫明
[00:05:49.520 --> 00:05:52.480]  這個福音書是寫給誰
[00:05:52.480 --> 00:05:54.520]  有一個具體的收信人
[00:05:54.520 --> 00:05:58.920]  因此我們要明白《老家福音》對我們今天的信息
[00:05:58.920 --> 00:06:01.280]  我們首先要明白的是
[00:06:01.280 --> 00:06:02.560]  《老家》的敘述
[00:06:02.560 --> 00:06:05.280]  對原初的讀者有什麼提醒
[00:06:06.400 --> 00:06:08.360]  在《老家福音》一章一到四節
[00:06:08.360 --> 00:06:13.040]  說明這本書是寫給一個叫提亞菲羅的人
[00:06:13.040 --> 00:06:16.280]  《老家》稱呼提亞菲羅為「大人」
[00:06:16.280 --> 00:06:20.600]  這是當時對政府官員的一些稱號
[00:06:20.600 --> 00:06:22.920]  《聖經學者》指出
[00:06:22.920 --> 00:06:27.680]  提亞菲羅很可能是屬於當時一個叫騎士階層的人
[00:06:27.680 --> 00:06:31.440]  這個名字代表著
[00:06:31.440 --> 00:06:34.640]  一個執法的官員
[00:06:35.160 --> 00:06:38.320]  雖然這個名字聽起來有點軍事意味
[00:06:38.320 --> 00:06:41.800]  但事實上只有少數人是軍官
[00:06:41.800 --> 00:06:45.760]  而大部份人只是想透過財富
[00:06:45.760 --> 00:06:49.160]  企圖攀上更高的社會階層
[00:06:49.160 --> 00:06:51.440]  以及獲得更多權力的人
[00:06:51.440 --> 00:06:53.960]  在羅馬帝國的時候
[00:06:53.960 --> 00:06:56.360]  羅馬公民要進入騎士階層
[00:06:56.360 --> 00:07:01.440]  他們至少需要每年擁有四十萬古羅馬小銀幣
[00:07:02.120 --> 00:07:06.920]  這個金額相等於當時一個軍人的年薪的一千八百倍
[00:07:06.920 --> 00:07:10.960]  以今天香港人的收入水平
[00:07:10.960 --> 00:07:12.560]  例如一萬元來計算
[00:07:12.560 --> 00:07:15.440]  都需要二億一千六百萬
[00:07:15.440 --> 00:07:17.840]  才可以成為騎士階層
[00:07:17.840 --> 00:07:22.080]  加上騎士的地位身份是世襲的
[00:07:22.080 --> 00:07:24.560]  即是由父親可以傳給他的兒子
[00:07:24.560 --> 00:07:27.560]  對於提亞菲羅這些家庭來說
[00:07:27.560 --> 00:07:31.600]  他們最主要的任務就是維持他們有足夠的財富
[00:07:32.080 --> 00:07:35.280]  確保他們的家族在社會裏面有一個影響力
[00:07:35.280 --> 00:07:40.920]  路加在這個福音書的開頭暗示當時的社會裏面
[00:07:40.920 --> 00:07:45.200]  流傳著一些錯誤的版本的福音信息
[00:07:45.200 --> 00:07:48.440]  提亞菲羅很可能是其中一個
[00:07:48.440 --> 00:07:51.200]  受到這些偏差教導影響的基督徒
[00:07:51.200 --> 00:07:55.480]  令他誤以為上帝只是會在耶路撒冷
[00:07:55.480 --> 00:07:58.560]  透過體制和權勢去工作
[00:07:58.560 --> 00:08:01.720]  因此路加要寫這卷福音書
[00:08:01.880 --> 00:08:06.200]  就是要糾正這個有錢有社會地位的信徒
[00:08:06.200 --> 00:08:08.320]  一些錯誤的信仰觀念
[00:08:08.320 --> 00:08:13.880]  耶穌在聖殿裏面公開講論的敘述
[00:08:13.880 --> 00:08:17.960]  在路加的筆下記載在耶穌結證聖殿
[00:08:17.960 --> 00:08:20.760]  一群宗教領袖希望殺死祂
[00:08:20.760 --> 00:08:26.040]  以及在祂御熱節晚餐被出賣的片段之間
[00:08:27.160 --> 00:08:31.960]  耶穌在聖殿教導百姓是一幕很長的敘事
[00:08:31.960 --> 00:08:36.960]  由二十章一節開始到二十一章最後才結束
[00:08:36.960 --> 00:08:40.680]  整個聖殿講論可以分成兩個部份
[00:08:40.680 --> 00:08:45.000]  就是耶穌和耶路撒冷宗教領袖的衝突
[00:08:45.000 --> 00:08:49.280]  以及耶穌對宗末彌臨的一些宣告
[00:08:49.280 --> 00:08:55.240]  二十章一節到二十一章四節是第一個部份
[00:08:55.640 --> 00:09:00.240]  耶穌譴責祭司長、民事和長老這些宗教領袖的不時
[00:09:00.240 --> 00:09:03.200]  指出這群人沒有忠於上帝
[00:09:03.200 --> 00:09:04.880]  他們假裝敬虔
[00:09:04.880 --> 00:09:07.440]  實際只是關心自己的利益
[00:09:07.440 --> 00:09:09.640]  透過運用權力
[00:09:09.640 --> 00:09:12.640]  聖殿的體制令自己獲利
[00:09:12.640 --> 00:09:18.240]  甚至連窮寡婦兩個小民前的捐獻都不放過
[00:09:18.240 --> 00:09:20.760]  剝削了弱勢的福利
[00:09:20.760 --> 00:09:25.280]  去到二十一章五節到二十一章三十八節
[00:09:26.040 --> 00:09:27.080]  在老家的北下
[00:09:27.080 --> 00:09:30.320]  耶穌終止了對這些宗教領袖的譴責
