
[00:00:00.000 --> 00:00:03.540]  今天我要講使徒保羅
[00:00:03.540 --> 00:00:05.000]  其人其事
[00:00:05.000 --> 00:00:07.760]  還有帖撒諾利加前後書
[00:00:07.760 --> 00:00:10.040]  明知道耶穌有十二個門徒
[00:00:10.040 --> 00:00:13.680]  但是保羅卻從來不是耶穌的門徒
[00:00:13.680 --> 00:00:16.520]  他沒有親自跟過耶穌
[00:00:16.520 --> 00:00:18.480]  保羅出來的時候
[00:00:18.480 --> 00:00:21.560]  其實耶穌已經復活升天了
[00:00:21.560 --> 00:00:25.240]  所以保羅他沒有跟耶穌像那十二個門徒一樣
[00:00:25.240 --> 00:00:29.960]  但是他卻親自被耶穌護召了
[00:00:29.960 --> 00:00:34.400]  保羅這個人他名字本來叫撒羅
[00:00:34.400 --> 00:00:39.240]  他是出生在西利家的大樹
[00:00:39.240 --> 00:00:43.240]  大概在主後九年的時候他出生的
[00:00:43.240 --> 00:00:46.120]  他的爸爸跟媽媽他的父母親
[00:00:46.120 --> 00:00:49.320]  是非常近前的猶太人
[00:00:49.320 --> 00:00:51.960]  而且他們是羅馬公民
[00:00:51.960 --> 00:00:57.240]  所以保羅從小就受到猶太教的薰陶
[00:00:57.240 --> 00:01:01.400]  他而且常常在會堂裏面學習
[00:01:01.400 --> 00:01:05.800]  或者是在裏面讀經禱告等等
[00:01:05.800 --> 00:01:09.000]  所以我相信保羅對摩西五經等
[00:01:09.000 --> 00:01:13.400]  他一定背得滾瓜爛熟
[00:01:13.400 --> 00:01:17.040]  保羅長大成為一個神所重用的人
[00:01:17.040 --> 00:01:19.160]  不是沒有道理的
[00:01:19.160 --> 00:01:21.680]  後來他轉往耶路撒冷
[00:01:21.680 --> 00:01:29.000]  他受教於所謂的當時叫做歐洲律法師的加瑪列的門下
[00:01:29.000 --> 00:01:30.920]  成為他的得意門生
[00:01:30.920 --> 00:01:35.720]  加瑪列是一個非常對於摩西律法
[00:01:35.720 --> 00:01:40.200]  對於神的誡命 神的律法非常清楚的
[00:01:40.200 --> 00:01:42.640]  譬如說在《使徒信傳》裏面
[00:01:42.640 --> 00:01:47.680]  法利賽人跟宗教領袖對於這些耶穌的門徒所做的事情
[00:01:47.680 --> 00:01:49.960]  很不以為然地就打壓他們
[00:01:49.960 --> 00:01:52.720]  甚至於要追趕這個的時候
[00:01:52.720 --> 00:01:54.800]  加瑪列就說
[00:01:54.800 --> 00:01:57.680]  假如他們所做的是出於他們自己的意思
[00:01:57.680 --> 00:02:00.320]  神必定要敗壞他們不是嗎
[00:02:00.320 --> 00:02:03.800]  所以加瑪列實際上非常有神同在
[00:02:03.800 --> 00:02:08.240]  保羅就在他的手下受教
[00:02:08.240 --> 00:02:09.920]  後來他長大了
[00:02:09.920 --> 00:02:13.120]  他的職業是吃帳篷
[00:02:13.120 --> 00:02:15.720]  跟我們Tony大概是同行
[00:02:15.720 --> 00:02:18.240]  因為那個時候沒有什麼蓋房子
[00:02:18.240 --> 00:02:20.320]  就是打帳篷吃帳篷
[00:02:20.320 --> 00:02:23.400]  就跟我們現在的搞建築是一樣的
[00:02:23.400 --> 00:02:26.200]  所以保羅他從小
[00:02:26.200 --> 00:02:28.040]  然後他一路長大
[00:02:28.040 --> 00:02:31.680]  他是一個擁有全世界的人
[00:02:31.680 --> 00:02:34.280]  為什麼說保羅擁有全世界呢
[00:02:34.280 --> 00:02:36.920]  第一 他是羅馬公民
[00:02:36.920 --> 00:02:38.760]  在初代教會的時候
[00:02:38.760 --> 00:02:42.520]  在紀元前那一段幾百年的時間
[00:02:42.520 --> 00:02:45.680]  是羅馬政權是全世界最強的
[00:02:45.680 --> 00:02:50.800]  佔領了歐洲甚至於小亞細亞 全部在羅馬政權統治之下
[00:02:50.800 --> 00:02:52.960]  他是羅馬公民
[00:02:52.960 --> 00:02:55.760]  所以政治跟軍事
[00:02:55.760 --> 00:02:57.800]  保羅是羅馬公民
[00:02:57.800 --> 00:03:00.200]  沒有任何人敢欺負他的
[00:03:00.200 --> 00:03:03.920]  保羅又是法利塞人中的法利塞人
[00:03:03.920 --> 00:03:05.080]  他自己說的
[00:03:05.080 --> 00:03:08.960]  因為他生來就是猶太教的
[00:03:08.960 --> 00:03:10.600]  對於非常敬虔的
[00:03:10.600 --> 00:03:12.160]  在聖殿裡面服侍
[00:03:12.160 --> 00:03:14.840]  所以他是法利塞人中的法利塞人
[00:03:14.840 --> 00:03:17.880]  所以他也是宗教領袖之一
[00:03:17.880 --> 00:03:21.320]  對於猶太的律法 摩西律法非常的熟悉
[00:03:21.320 --> 00:03:26.680]  而保羅他本身又會講希臘文 希臘語文
[00:03:26.680 --> 00:03:29.480]  所以那個時候希臘是全世界的
[00:03:29.480 --> 00:03:34.000]  商業跟文化跟經濟的中心
[00:03:34.000 --> 00:03:35.720]  譬如說希臘
[00:03:35.720 --> 00:03:38.440]  常常我們講什麼
[00:03:38.440 --> 00:03:42.280]  亞歷斯多德那三代中西
[00:03:42.280 --> 00:03:44.640]  哲學的大師 不是嗎
[00:03:44.640 --> 00:03:49.200]  所以保羅是一個擁有全世界的人
[00:03:49.200 --> 00:03:51.960]  但是你卻不會相信
[00:03:51.960 --> 00:03:53.560]  他那個時候年輕的時候
[00:03:53.560 --> 00:03:56.600]  卻是破壞基督徒的人
[00:03:56.600 --> 00:03:59.040]  他的名字叫掃羅
[00:03:59.040 --> 00:04:01.400]  你記得如果看石頭形狀的時候
[00:04:01.400 --> 00:04:04.760]  當屍體犯被害的時候
[00:04:04.760 --> 00:04:06.360]  人家把屍體犯抓出來
[00:04:06.360 --> 00:04:08.880]  用石頭鎮他 砸他的時候
[00:04:08.880 --> 00:04:10.960]  很多人就把衣服脫下來
[00:04:10.960 --> 00:04:13.000]  比較好動作的時候
[00:04:13.000 --> 00:04:15.320]  聖經上面講有一個少年人
[00:04:15.320 --> 00:04:17.640]  他就看著他們的衣服
[00:04:17.640 --> 00:04:22.600]  而那個少年人也喜悅屍體犯被砸
[00:04:22.600 --> 00:04:25.240]  那個少年人就是掃羅
[00:04:25.240 --> 00:04:26.400]  不但如此
[00:04:26.400 --> 00:04:30.040]  他又匆匆忙忙地帶著
[00:04:30.040 --> 00:04:33.880]  法利塞人宗教領袖的命令
[00:04:33.880 --> 00:04:37.840]  要一路往大馬士革去抓更多的基督徒
[00:04:37.840 --> 00:04:41.480]  結果他就騎馬在往大馬士革的路上
[00:04:41.480 --> 00:04:43.600]  忽然間大光照射
[00:04:43.600 --> 00:04:45.520]  他普照在地
[00:04:45.520 --> 00:04:46.960]  就聽到有聲音說
[00:04:46.960 --> 00:04:49.640]  掃羅 掃羅 你為什麼破壞我
[00:04:49.640 --> 00:04:50.800]  他說你是誰
[00:04:50.800 --> 00:04:53.760]  他說我就是你所破壞的基督
[00:04:53.760 --> 00:04:56.840]  哇 保羅這個時候眼睛忽然間就瞎掉了
[00:04:56.840 --> 00:04:58.680]  那個大光照射
[00:04:58.680 --> 00:05:01.240]  結果就有人把他扶到
[00:05:01.240 --> 00:05:04.920]  大馬士革直接的一家裡面去
[00:05:04.920 --> 00:05:07.600]  同時聖靈又感動
[00:05:07.600 --> 00:05:08.920]  安能納雅跟他說
[00:05:08.920 --> 00:05:14.120]  你去到大馬士革的直接去找那個掃羅
[00:05:14.120 --> 00:05:15.280]  安能納雅說
[00:05:15.280 --> 00:05:18.560]  不可啊 這個人是殘害基督徒的
[00:05:18.560 --> 00:05:19.800]  那個聖靈跟他說
[00:05:19.800 --> 00:05:20.880]  No
[00:05:20.880 --> 00:05:22.320]  這是我捲起的人
[00:05:22.320 --> 00:05:24.440]  他現在要被神所用
[00:05:24.440 --> 00:05:27.560]  所以亞拿阿尼亞就去找到了保羅
[00:05:27.560 --> 00:05:31.440]  然後就暗守在保羅的頭上
[00:05:31.440 --> 00:05:32.400]  這個聖經上面說
[00:05:32.400 --> 00:05:35.120]  他的眼睛好像蛇的兩個鱗片
[00:05:35.120 --> 00:05:36.600]  啪啪 就掉下來
[00:05:36.600 --> 00:05:37.720]  眼睛就明亮
[00:05:37.720 --> 00:05:39.920]  吃了飯就有力氣了
[00:05:39.920 --> 00:05:41.280]  哈雷勒雅
[00:05:41.280 --> 00:05:45.800]  這個事情發生就是他生命的一個轉折點
[00:05:45.800 --> 00:05:47.640]  一個轉定點
[00:05:47.640 --> 00:05:50.200]  迫害基督的掃羅
[00:05:50.200 --> 00:05:54.680]  這下成為了外邦人的使徒的保羅
[00:05:54.680 --> 00:05:58.120]  他自己被神所得著呢
[00:05:58.120 --> 00:06:01.760]  然後他生命中就有一段隱藏的時期
[00:06:01.760 --> 00:06:03.920]  大概有十年之久
[00:06:03.920 --> 00:06:05.440]  他就回到大樹
[00:06:05.440 --> 00:06:08.200]  在那裡去更多地研究基督
[00:06:08.200 --> 00:06:10.600]  更多地研究聖經
[00:06:10.600 --> 00:06:12.920]  那麼足足有三年之久
[00:06:12.920 --> 00:06:14.920]  所以為什麼現在神學院
[00:06:14.920 --> 00:06:16.160]  Seminary School
[00:06:16.160 --> 00:06:18.480]  我不是講Christian College
[00:06:18.480 --> 00:06:20.920]  就是他們都是三年
[00:06:20.920 --> 00:06:24.320]  讀到所謂的道學碩士等等
[00:06:24.320 --> 00:06:26.240]  就是從那邊開始三年
[00:06:26.240 --> 00:06:27.680]  那麼他要出來的時候
[00:06:27.680 --> 00:06:29.520]  但是人家都怕他
[00:06:29.520 --> 00:06:32.080]  不知道他是真的還是假的
[00:06:32.080 --> 00:06:33.560]  直到有一天
[00:06:33.560 --> 00:06:37.600]  巴拿巴跑來找保羅
[00:06:37.600 --> 00:06:41.080]  巴拿巴的意思就是勸慰之子
[00:06:41.080 --> 00:06:43.080]  所以他是一個很會勸慰人的
[00:06:43.080 --> 00:06:45.720]  他就把保羅帶出來
[00:06:45.720 --> 00:06:49.960]  然後神就大大的使用保羅
[00:06:49.960 --> 00:06:52.120]  在他的生命中
[00:06:52.120 --> 00:06:55.640]  這叫做他的保羅的隱秘的時期
[00:06:55.640 --> 00:06:58.080]  各位弟兄姐妹朋友們您知道嗎
[00:06:58.080 --> 00:07:01.280]  其實我們基督徒的生命也都是如此
[00:07:01.280 --> 00:07:03.000]  你被神所得著
[00:07:03.000 --> 00:07:06.800]  你本來有你自己的所謂的Nature Life
[00:07:06.800 --> 00:07:08.320]  你的自然的生命
[00:07:08.320 --> 00:07:09.480]  你長大
[00:07:09.480 --> 00:07:11.800]  你在不同的環境裏面長大
[00:07:11.800 --> 00:07:14.560]  你受教的或者是你的生活條件
[00:07:14.560 --> 00:07:16.960]  或者是你的家庭的經濟狀況
[00:07:16.960 --> 00:07:19.640]  或者是文化氣息都不一樣
[00:07:19.640 --> 00:07:22.400]  我剛才說我從小就是放牛班的
[00:07:22.400 --> 00:07:24.200]  所以當我長大的時候
[00:07:24.200 --> 00:07:28.120]  我真的是很天真的一個人
[00:07:28.120 --> 00:07:29.880]  而且是很喜樂的一個人
[00:07:29.880 --> 00:07:31.720]  而且是很熱心的一個人
[00:07:31.720 --> 00:07:35.360]  因為從來沒有想說世界會怎麼樣
[00:07:35.360 --> 00:07:37.560]  總是說我能做我就做
[00:07:37.560 --> 00:07:40.080]  我想說我就說等等
[00:07:40.080 --> 00:07:42.200]  有的人說這叫天真
[00:07:42.200 --> 00:07:44.720]  有的人說這是憑肉體做事
[00:07:44.720 --> 00:07:45.920]  但是沒有關係
[00:07:45.920 --> 00:07:49.360]  因為神祂永遠會保護我們
[00:07:49.360 --> 00:07:51.040]  當我們被神所得著的時候
[00:07:51.040 --> 00:07:52.840]  我們成為基督徒了
[00:07:52.840 --> 00:07:54.840]  我們成為神的兒女的時候
[00:07:54.840 --> 00:07:56.480]  就像保羅一樣
[00:07:56.480 --> 00:07:58.320]  他成為神的兒女的時候
[00:07:58.320 --> 00:08:01.600]  你還有一段時間要自己來磨練自己
