
[00:00:00.000 --> 00:00:03.920]  其實有班人 幾時都有
[00:00:03.920 --> 00:00:10.460]  他們在末日準備 末日的日子來到
[00:00:10.460 --> 00:00:14.380]  英文叫做Doomsday Peppering
[00:00:14.380 --> 00:00:18.040]  大家都看到 這個好像一個平台
[00:00:18.040 --> 00:00:19.320]  直升機的平台
[00:00:19.320 --> 00:00:22.600]  其實有些人希望等著外星人
[00:00:22.600 --> 00:00:24.940]  下來結束這個地球
[00:00:24.940 --> 00:00:28.460]  給大家看一套30秒的片 大家看一看
[00:00:30.660 --> 00:00:36.360]  主要留意 他們經常在預備中局的來臨
[00:00:36.360 --> 00:00:39.840]  他們預備槍枝 他們預備好食物
[00:00:39.840 --> 00:00:41.800]  你看看他們儲了多少東西
[00:00:41.800 --> 00:00:44.800]  準備去危險的來到的時候
[00:00:44.800 --> 00:00:47.740]  他們真的準備那個末日的來臨
[00:00:47.740 --> 00:00:50.980]  所以我們真的看到 這班人真的不簡單
[00:00:50.980 --> 00:00:56.280]  據說在美國裏面 在金融海嘯2008年之後
[00:00:56.280 --> 00:01:02.040]  他們知道當時的房產一跌 跌了65%
[00:01:02.040 --> 00:01:04.460]  即是三分一的價錢
[00:01:04.460 --> 00:01:08.080]  所以有很多人覺得 世界末日將要來臨
[00:01:08.080 --> 00:01:10.700]  所以他們就逐出各種的準備
[00:01:10.700 --> 00:01:15.240]  事實上在聖經裏面 有一種叫做啟示文學
[00:01:15.240 --> 00:01:17.440]  又或者叫做天啟文學
[00:01:17.440 --> 00:01:20.180]  裏面都有提到一些特色
[00:01:20.180 --> 00:01:24.880]  第一個特色就是 當時是一個很困難的處境裏面
[00:01:24.880 --> 00:01:26.860]  很多人都很驚慌
[00:01:26.860 --> 00:01:31.320]  但是啟示文學的作用就是 希望在困苦當中
[00:01:31.320 --> 00:01:34.520]  我們都不失盼望的 下一張片
[00:01:34.520 --> 00:01:39.060]  另外我們亦都看到一個超越現實的景象
[00:01:39.060 --> 00:01:41.300]  在這個天啟文學上一章
[00:01:41.300 --> 00:01:44.960]  在天啟文學裏面 我們真的會看到
[00:01:44.960 --> 00:01:49.040]  真的好像有一些天上的異象的來臨
[00:01:49.040 --> 00:01:52.380]  好像象徵著那個末日的情景
[00:01:52.380 --> 00:01:55.680]  還有第三方面 我們看到這個啟示文學
[00:01:55.680 --> 00:01:59.420]  還有一個是透視世界的終局
[00:01:59.420 --> 00:02:02.120]  這個是很重要的一點
[00:02:02.120 --> 00:02:04.760]  因為啟示文學不只是叫我們害怕
[00:02:04.760 --> 00:02:06.120]  是更加叫我們安慰
[00:02:06.120 --> 00:02:07.720]  為甚麼我們能夠安慰呢
[00:02:07.720 --> 00:02:11.960]  是因為那個世界的終局將要來臨
[00:02:11.960 --> 00:02:18.040]  啟示文學正正是反映一個動盪和壓迫的時期
[00:02:18.040 --> 00:02:22.840]  在馬可福音第十三章裏面 它被稱為一個小末日的預言
[00:02:22.840 --> 00:02:25.280]  或者叫做「鑒欖山的論述」
[00:02:25.280 --> 00:02:28.020]  這個預言分為三個部份
[00:02:28.020 --> 00:02:32.720]  首先就是大希律的聖殿被毀和他的預兆 下一章
[00:02:32.720 --> 00:02:38.020]  然後是門徒的時代將要面對一個迫害和迷惑
[00:02:38.020 --> 00:02:40.560]  直到世界的末日來臨
[00:02:40.560 --> 00:02:45.300]  究竟主在來之前 我們該當作甚麼的準備呢
[00:02:45.300 --> 00:02:47.840]  今天跟大家分享四方面的
[00:02:47.840 --> 00:02:51.300]  主在來前我們應具備的第一種心態
[00:02:51.300 --> 00:02:52.800]  就是我們要謹慎
[00:02:52.800 --> 00:02:55.980]  我們要謹慎不受迷惑
[00:02:55.980 --> 00:02:59.480]  剛才我們讀的經文裏面第一到第二節
[00:02:59.480 --> 00:03:02.280]  聖經說耶穌從聖殿出來的時候
[00:03:02.280 --> 00:03:03.820]  有一個門徒對他說
[00:03:03.820 --> 00:03:05.120]  老師請看一下
[00:03:05.120 --> 00:03:07.480]  這個是多麼了不起的石頭
[00:03:07.480 --> 00:03:09.560]  多麼了不起的建築
[00:03:09.560 --> 00:03:10.920]  耶穌就對他們說
[00:03:10.920 --> 00:03:13.360]  你看見這些宏偉的建築嗎
[00:03:13.360 --> 00:03:19.560]  這裡將沒有一塊石頭會留在另一塊石頭之上而不被拆毀
[00:03:19.560 --> 00:03:23.940]  大希律其實是一位很喜愛建築的分封王
[00:03:23.940 --> 00:03:26.940]  他原來從主前十九年開始
[00:03:26.940 --> 00:03:30.380]  就開始興建耶路撒冷的聖殿
[00:03:30.380 --> 00:03:33.540]  其實他興建耶路撒冷除了他喜歡建築之外
[00:03:33.540 --> 00:03:34.580]  還有一個目的
[00:03:34.580 --> 00:03:39.160]  就是希望安撫當時在殖民地裏面的以色列人
[00:03:39.160 --> 00:03:43.220]  有人考據大希律的第二聖殿的面積
[00:03:43.220 --> 00:03:47.160]  比起所羅門的聖殿足足大了一倍
[00:03:47.160 --> 00:03:50.560]  在遺址的發現裏面的石頭長闊高
[00:03:50.560 --> 00:03:55.060]  分別有13.7米乘3.2米乘4米
[00:03:55.060 --> 00:03:56.240]  嘩 即是多少呢
[00:03:56.240 --> 00:04:00.180]  13.7米可能比這個台闊一點
[00:04:00.180 --> 00:04:06.480]  3.2米就差不多四個人的人頭那麼高
[00:04:06.480 --> 00:04:09.620]  4米大家都知道是兩道門那麼高
[00:04:09.620 --> 00:04:14.720]  這些每一塊石頭差不多是重達570噸
[00:04:14.720 --> 00:04:16.460]  在舊欖山上面
[00:04:16.460 --> 00:04:19.720]  耶穌與門徒的一個私下的場合
[00:04:19.720 --> 00:04:23.660]  他們關注耶穌對於這個聖殿的預言
[00:04:23.660 --> 00:04:25.960]  有什麼時候會應驗呢
[00:04:25.960 --> 00:04:30.140]  他們同時也想知道在這個聖殿被毀之前
[00:04:30.140 --> 00:04:31.840]  有什麼的預兆
[00:04:31.840 --> 00:04:38.440]  這個預言終於在主后66至70年的時候應驗
[00:04:38.440 --> 00:04:42.040]  當時連聖殿很多的耶路撒冷
[00:04:42.040 --> 00:04:46.080]  有一個提多將軍他領兵進入耶路撒冷
[00:04:46.080 --> 00:04:48.020]  去毀滅聖殿
[00:04:48.020 --> 00:04:50.760]  那麼大的聖殿都被毀滅
[00:04:50.760 --> 00:04:55.400]  那為什麼會說一塊石頭不落在另一塊石頭上面呢
[00:04:55.400 --> 00:05:01.200]  原因就是當時盛傳在這些石頭之間有金
[00:05:01.200 --> 00:05:04.500]  所以他們就拆了整個聖殿
[00:05:04.500 --> 00:05:07.880]  希望能夠將金融了出來
[00:05:07.880 --> 00:05:09.440]  就是因為這個傳言
[00:05:09.440 --> 00:05:14.280]  就真是應驗了耶穌的預言
[00:05:14.280 --> 00:05:19.280]  耶穌在舊欖山上面面對聖殿坐在那的時候
[00:05:19.280 --> 00:05:22.080]  彼得瓦國約翰和安德烈就問
[00:05:22.080 --> 00:05:25.120]  究竟什麼時候會有這件事的發生呢
[00:05:25.120 --> 00:05:29.660]  在這些一切將成的事裡面有什麼的預兆呢
[00:05:29.660 --> 00:05:32.660]  耶穌就說你們要謹慎
[00:05:32.660 --> 00:05:34.840]  免得有人迷惑你們
[00:05:34.840 --> 00:05:37.800]  將有好些人冒我的名來
[00:05:37.800 --> 00:05:42.480]  我是基督並且要迷惑很多的人
[00:05:42.480 --> 00:05:44.040]  耶路撒冷的被毀
[00:05:44.040 --> 00:05:47.340]  正是末日審判耶穌再來的預表
[00:05:47.340 --> 00:05:50.040]  神必保守那些忠信的門徒
[00:05:50.040 --> 00:05:51.280]  耶穌也都指出
[00:05:51.280 --> 00:05:53.980]  在這個審判大日未到以先
[00:05:53.980 --> 00:05:55.720]  必有迷惑門徒
[00:05:55.720 --> 00:05:59.060]  蒙基督的名而來迷惑很多人
[00:05:59.060 --> 00:06:03.800]  其實不單只是在聖經裡面的使徒行傳
[00:06:03.800 --> 00:06:06.000]  我們已經看到幾段的經文
[00:06:06.000 --> 00:06:08.340]  講到這些假基督的來臨
[00:06:08.340 --> 00:06:12.300]  譬如使徒行傳第五章35到37節
[00:06:12.300 --> 00:06:15.440]  當時律法教師加瑪烈對眾人說
[00:06:15.440 --> 00:06:17.640]  以色列人對於這些人
[00:06:17.640 --> 00:06:20.040]  你們應該小心怎樣處理
[00:06:20.040 --> 00:06:22.240]  從前有一個人叫杜達
[00:06:22.240 --> 00:06:23.820]  他自命不凡
[00:06:23.820 --> 00:06:26.480]  服從他的人約有四百個
[00:06:26.480 --> 00:06:27.980]  在他被殺之後
[00:06:27.980 --> 00:06:31.920]  服從他的人都全部四散歸於無有
[00:06:31.920 --> 00:06:35.100]  之後在登記戶籍的時候
[00:06:35.100 --> 00:06:37.860]  又有加利利的猶大出現
[00:06:37.860 --> 00:06:40.100]  引有百姓跟從他
[00:06:40.100 --> 00:06:41.900]  他也都會滅亡
[00:06:41.900 --> 00:06:44.740]  跟隨他的人也都四散
[00:06:44.740 --> 00:06:47.680]  在使徒行傳21章38節
[00:06:47.680 --> 00:06:49.940]  當時一個千夫長就說
[00:06:49.940 --> 00:06:52.020]  他對保羅說
[00:06:52.020 --> 00:06:54.040]  你不是從前作亂
[00:06:54.040 --> 00:06:59.320]  帶領四千個兇徒去抗野去到的埃及人
[00:06:59.320 --> 00:07:02.020]  所以在聖經裡面都提及到
[00:07:02.020 --> 00:07:05.920]  有幾個人他們是反抗羅馬政府的
[00:07:05.920 --> 00:07:09.200]  但是他們都被鎮壓了
[00:07:09.200 --> 00:07:12.300]  大概在主後70年之後
[00:07:12.300 --> 00:07:14.940]  聖殿被毀的60年
[00:07:14.940 --> 00:07:18.100]  當時有一個人叫做巴柯伯
[00:07:18.100 --> 00:07:20.100]  這個猶太的領袖
[00:07:20.100 --> 00:07:23.280]  起義又反叛羅馬的統治
[00:07:23.280 --> 00:07:25.680]  他宣稱自己是尼賽亞
[00:07:25.680 --> 00:07:27.440]  這個是猶太人
[00:07:27.440 --> 00:07:31.420]  在主前160年的馬加比革命之後
[00:07:31.420 --> 00:07:33.780]  另一次大規模的起義
[00:07:33.780 --> 00:07:37.820]  一會兒會跟大家說馬加比的革命
[00:07:37.820 --> 00:07:41.160]  同時也是猶太人和羅馬帝國
[00:07:41.160 --> 00:07:44.160]  最後一次的戰爭
[00:07:44.160 --> 00:07:47.660]  歷史記載這一次的巴柯伯
[00:07:47.660 --> 00:07:50.340]  他指揮這個起義的時期
[00:07:50.340 --> 00:07:53.200]  曾經在猶太的恆省部分地區
[00:07:53.200 --> 00:07:55.200]  建立了一個以色列國
[00:07:55.200 --> 00:07:58.340]  並且維持了足足兩年
[00:07:58.340 --> 00:08:00.720]  羅馬皇帝當時叫做哈德良
[00:08:00.720 --> 00:08:05.720]  他出動了6萬至12萬的兵力去鎮壓
[00:08:05.720 --> 00:08:07.020]  你估他不到
[00:08:07.020 --> 00:08:11.400]  當時有58萬人的猶太人被殺
[00:08:11.400 --> 00:08:13.500]  而且50個設防城鎮
[00:08:13.500 --> 00:08:18.300]  和985條村被摧毀
[00:08:18.300 --> 00:08:19.960]  當時鎮壓的時候
[00:08:19.960 --> 00:08:23.340]  也有很多羅馬人戰死
[00:08:23.340 --> 00:08:25.840]  在這場戰爭平息之後
[00:08:25.840 --> 00:08:30.140]  哈德良就廢除了猶太的恆省
[00:08:30.140 --> 00:08:33.280]  將他與敘利亞恆省合併
[00:08:33.280 --> 00:08:38.920]  成為一個新的敘利亞巴勒斯坦的恆省
[00:08:38.920 --> 00:08:41.220]  所以原來在聖經的歷史裡面
[00:08:41.220 --> 00:08:47.560]  我們看到猶太人是屢經劫難
[00:08:47.560 --> 00:08:49.760]  所以我們很難想像
[00:08:49.760 --> 00:08:54.740]  神在1947年的時候讓以色列復國
[00:08:54.740 --> 00:08:58.980]  今天我們同樣要有一個警醒的態度
[00:08:58.980 --> 00:09:02.240]  我記得上次鄧木斯跟我們說
[00:09:02.240 --> 00:09:06.380]  健康與財富的福音是大行其道的
[00:09:06.380 --> 00:09:09.880]  那些傳道人是好像明星一樣
[00:09:09.880 --> 00:09:12.060]  收取巨額的酬勞
[00:09:12.060 --> 00:09:14.820]  過著一個富豪的生活
[00:09:14.820 --> 00:09:18.220]  不過我近來看到一個消息
[00:09:18.220 --> 00:09:22.760]  近來有一位很強調信心意志的電視報道家
[00:09:22.760 --> 00:09:24.040]  叫Bernie Hin
[00:09:24.040 --> 00:09:27.500]  他聲稱他自己已經悔改了
[00:09:27.500 --> 00:09:31.540]  表示他所傳的健康與財富福音是錯的
[00:09:31.540 --> 00:09:36.480]  老實說他現在仍然是很興旺的
[00:09:36.480 --> 00:09:38.740]  你上網找Bernie Hin
[00:09:38.740 --> 00:09:41.480]  都看到他的機構是很厲害的
[00:09:41.480 --> 00:09:43.420]  他又說自己扶貧
[00:09:43.420 --> 00:09:44.720]  他又開神學院
[00:09:44.720 --> 00:09:46.080]  很厲害的
[00:09:46.080 --> 00:09:48.900]  但是他是不是真的悔改了呢
[00:09:48.900 --> 00:09:51.320]  這個就真的要拭目以待了
[00:09:51.320 --> 00:09:54.200]  不過他曾經在2009年的時候
[00:09:54.200 --> 00:09:58.660]  真的宣稱他自己在2019年的時候
[00:09:58.660 --> 00:10:02.240]  聲稱自己真的悔改了
[00:10:02.240 --> 00:10:05.240]  當然健康與財富的福音
[00:10:05.240 --> 00:10:07.580]  固然我們要提防
[00:10:07.580 --> 00:10:09.980]  但是另一種的迷惑
[00:10:09.980 --> 00:10:14.640]  更是不知不覺地滲入到我們中間
[00:10:14.640 --> 00:10:18.280]  我不知道大家有沒有留意
[00:10:18.280 --> 00:10:23.660]  一些人會介紹一些對人很有幫助的東西
[00:10:23.660 --> 00:10:27.160]  幫助人可以安靜凌晨
[00:10:27.160 --> 00:10:29.960]  即是幫助那些人在這麼忙碌
[00:10:29.960 --> 00:10:34.000]  緊張的生活裏面可以放鬆的
[00:10:34.000 --> 00:10:40.780]  其實背後這些是涉及一些異教的元素在裏面的
[00:10:40.780 --> 00:10:42.480]  其實有些東西是很爭論的
[00:10:42.480 --> 00:10:45.340]  不過我覺得都要值得提一提
[00:10:45.340 --> 00:10:48.380]  很多人就說到一個mindfulness
[00:10:48.380 --> 00:10:56.600]  mindfulness就是一個好像坐禪去放鬆自己的一個行動
[00:10:56.600 --> 00:10:59.060]  其實mindfulness這件事
[00:10:59.060 --> 00:11:03.960]  其實是來自佛教禪宗的一種冥想的技巧
[00:11:03.960 --> 00:11:06.260]  所以我們做這件事的時候
[00:11:06.260 --> 00:11:08.160]  實在要很提防
[00:11:08.160 --> 00:11:10.640]  譬如說儒家
[00:11:10.640 --> 00:11:13.700]  我們覺得做儒家只是一個運動
[00:11:13.700 --> 00:11:18.740]  但是原來儒家的起源是印度教
[00:11:18.740 --> 00:11:21.820]  所以之前有位炎鳳山宣教士
[00:11:21.820 --> 00:11:23.420]  他特別提醒我們
[00:11:23.420 --> 00:11:27.320]  真是基督徒不要去碰這些儒家
[00:11:27.320 --> 00:11:29.920]  當然你說在運動的層面
[00:11:29.920 --> 00:11:32.200]  就只是一個好像運動
[00:11:32.200 --> 00:11:34.960]  但是如果去到深入的修煉的時候
[00:11:34.960 --> 00:11:37.240]  是進到一些好像念咒
[00:11:37.240 --> 00:11:44.580]  然後進入一個狀態是好像放空一切的狀態
[00:11:44.580 --> 00:11:49.240]  另外類似的意思就是我們中國的氣功
[00:11:49.240 --> 00:11:52.980]  又或者有些人傳超覺靜坐
[00:11:52.980 --> 00:11:57.860]  這些事情都是涉及一些異教的元素
[00:11:57.860 --> 00:11:59.960]  如果人去做這件事的時候
[00:11:59.960 --> 00:12:03.820]  很容易不知不覺被他迷惑了
[00:12:03.820 --> 00:12:08.400]  有些人問牧師我怎樣去作出一個合宜的決定
[00:12:08.400 --> 00:12:11.000]  既然有這麼多事情出現
[00:12:11.000 --> 00:12:12.200]  當然第一件事
[00:12:12.200 --> 00:12:14.140]  你可以先問問牧師
[00:12:14.140 --> 00:12:15.280]  這個是第一
[00:12:15.280 --> 00:12:17.280]  但是更重要的一個原則
[00:12:17.280 --> 00:12:20.740]  我覺得如果你有懷疑的時候
[00:12:20.740 --> 00:12:22.720]  你就不要去做
[00:12:22.720 --> 00:12:25.320]  你總是對一件事有懷疑的時候
[00:12:25.320 --> 00:12:26.820]  你就不要去做
[00:12:26.820 --> 00:12:29.420]  我們確確是要在這個時代裏面
[00:12:29.420 --> 00:12:31.960]  有謹慎和警醒的
[00:12:31.960 --> 00:12:34.520]  在我們讀的經文Watch out
[00:12:34.520 --> 00:12:39.120]  謹慎和警醒是出現在《馬學福音》13章裏面
[00:12:39.120 --> 00:12:40.700]  出現了很多次的
[00:12:40.700 --> 00:12:44.100]  分別是出現在13章9節
[00:12:44.100 --> 00:12:49.400]  23節、33節、35節和37節的
[00:12:49.400 --> 00:12:54.040]  可見在這個警醒和謹慎
[00:12:54.040 --> 00:12:57.480]  是整個《馬學福音》裏面一個重要的主題
[00:12:57.480 --> 00:13:05.520]  我們要不受那些假教師和假師傅的迷惑
[00:13:05.520 --> 00:13:06.660]  至於在來之前
[00:13:06.660 --> 00:13:09.620]  我們應該具備的第二個心態
[00:13:09.620 --> 00:13:11.820]  就是我們要鎮定
[00:13:11.820 --> 00:13:14.840]  我們要鎮定不要驚慌
[00:13:14.840 --> 00:13:17.260]  在《馬學福音》13章7至8節
[00:13:17.260 --> 00:13:18.240]  聖經這樣說
[00:13:18.240 --> 00:13:21.240]  當你們聽見那些打仗和打仗的風聲
[00:13:21.240 --> 00:13:22.980]  不要驚慌
[00:13:22.980 --> 00:13:25.500]  因為這些事是必須發生的
[00:13:25.500 --> 00:13:27.880]  但是這個還不是終結
[00:13:27.880 --> 00:13:29.120]  民要攻打民
[00:13:29.120 --> 00:13:30.580]  國要攻打國
[00:13:30.580 --> 00:13:33.120]  多處必有地震饑荒
[00:13:33.120 --> 00:13:34.520]  但是聖經說
[00:13:34.520 --> 00:13:39.480]  這些都只是災難的起頭
[00:13:39.480 --> 00:13:42.460]  世界很難是明天會更好的
[00:13:42.460 --> 00:13:43.720]  歌就有得這樣唱
[00:13:43.720 --> 00:13:46.800]  但是我們在聖經裏面的啟示
[00:13:46.800 --> 00:13:50.700]  我們知道不會明天會更好
[00:13:50.700 --> 00:13:52.200]  我早一陣子講到的時候
[00:13:52.200 --> 00:13:56.400]  我記得有一個字眼很正
[00:13:56.400 --> 00:13:58.640]  「只有罪黑暗」
[00:13:58.640 --> 00:14:04.580]  「沒有罪黑暗 只有罪黑暗 只有更黑暗」
[00:14:04.580 --> 00:14:06.080]  總之是這句
[00:14:06.080 --> 00:14:09.480]  不要以為即將會好
[00:14:09.480 --> 00:14:11.380]  如果在聖經的啟示裏面
[00:14:11.380 --> 00:14:14.760]  未來是越來越多未知之數
[00:14:14.760 --> 00:14:17.020]  不過聖經已經告訴我們
[00:14:17.020 --> 00:14:20.500]  這些只是災難的起頭
[00:14:20.500 --> 00:14:22.000]  但是另一方面
[00:14:22.000 --> 00:14:24.700]  我們不是覺得明天會更好
[00:14:24.700 --> 00:14:27.000]  但另一方面我們也不需要
[00:14:27.000 --> 00:14:30.640]  我們也不需要憤世嫉俗
[00:14:30.640 --> 00:14:31.940]  最近有一個字
[00:14:31.940 --> 00:14:33.080]  不知道大家有沒有聽過
[00:14:33.080 --> 00:14:34.540]  「躺平」
[00:14:34.540 --> 00:14:37.380]  「躺平」這個字其實是講
[00:14:37.380 --> 00:14:40.980]  既然我們都遭遇一個這麼困難的情況
[00:14:40.980 --> 00:14:42.520]  不如躺平
[00:14:42.520 --> 00:14:44.180]  在中國大陸裏面
[00:14:44.180 --> 00:14:46.060]  有些人就真的說
[00:14:46.060 --> 00:14:47.620]  他又不結婚
[00:14:47.620 --> 00:14:48.820]  又不消費
[00:14:48.820 --> 00:14:54.000]  盡量維持自己在一個最低的生存標準裏面
[00:14:54.000 --> 00:14:55.740]  政府很怕這些人
[00:14:55.740 --> 00:14:58.940]  因為政府就是說要促進經濟
[00:14:58.940 --> 00:15:00.940]  人們又要向上流動
[00:15:00.940 --> 00:15:02.800]  但是你個個躺平
[00:15:02.800 --> 00:15:04.000]  又不生小孩
[00:15:04.000 --> 00:15:04.940]  那怎麼搞
[00:15:04.940 --> 00:15:07.880]  整個國家真的被你拖垮
[00:15:07.880 --> 00:15:10.380]  所以這種躺平的心態
[00:15:10.380 --> 00:15:12.240]  是很影響的
[00:15:12.240 --> 00:15:15.520]  我們基督徒是不是要躺平呢
[00:15:15.520 --> 00:15:17.820]  我相信我們不需要躺平
[00:15:17.820 --> 00:15:20.580]  因為你和我生在這個世上
[00:15:20.580 --> 00:15:23.400]  是有它的獨特使命的
[00:15:23.400 --> 00:15:25.960]  基督徒在面對逆境的時候
[00:15:25.960 --> 00:15:28.360]  我們怎樣能夠有一種抗疫力呢
[00:15:28.360 --> 00:15:30.440]  AQ
[00:15:30.440 --> 00:15:32.200]  怎樣能夠有抗疫力呢
[00:15:32.200 --> 00:15:34.040]  其中一個要訣
[00:15:34.040 --> 00:15:36.300]  就好像圖裏面所講的
[00:15:36.300 --> 00:15:39.380]  Change to Trends
[00:15:39.380 --> 00:15:41.180]  即是說什麼
[00:15:41.180 --> 00:15:43.980]  變動能夠帶來新的機遇
[00:15:43.980 --> 00:15:46.680]  弟兄姊妹
[00:15:46.680 --> 00:15:49.020]  香港最近很多人說移民
[00:15:49.020 --> 00:15:50.680]  你認識的很多朋友
[00:15:50.680 --> 00:15:53.080]  去了台灣 去了英國
[00:15:53.080 --> 00:15:54.420]  不過最近我聽到
[00:15:54.420 --> 00:15:56.060]  去台灣越來越難
[00:15:56.060 --> 00:15:59.260]  因為政府就算給你短暫居留
[00:15:59.260 --> 00:16:03.500]  但是你想在那裏正式定居
[00:16:03.500 --> 00:16:06.000]  台灣政府不是太歡迎你
[00:16:06.000 --> 00:16:07.140]  到目前為止
[00:16:07.140 --> 00:16:09.400]  最歡迎你的就是英國
[00:16:09.400 --> 00:16:12.940]  所以現在搞到英國的地產蓬勃
[00:16:12.940 --> 00:16:13.880]  你又不知道
[00:16:13.880 --> 00:16:15.640]  教會也很蓬勃
[00:16:15.640 --> 00:16:18.040]  在一個區裏面有幾百個人
[00:16:18.040 --> 00:16:20.180]  突然間加入教會
[00:16:20.180 --> 00:16:22.680]  而且當中幾百個人裏面
[00:16:22.680 --> 00:16:25.780]  據聞有二十幾個都是傳道人
[00:16:25.780 --> 00:16:28.020]  你都不猜你不知道
[00:16:28.020 --> 00:16:30.720]  原來現在整個英國裏面
[00:16:30.720 --> 00:16:33.560]  華人的教會大復興
[00:16:33.560 --> 00:16:36.200]  但是接下來的情況是怎樣呢
[00:16:36.200 --> 00:16:37.600]  沒有人知道
[00:16:37.600 --> 00:16:39.500]  我們留在香港的人
[00:16:39.500 --> 00:16:41.200]  千萬不要有個心說
[00:16:41.200 --> 00:16:42.660]  哎呀 糟了
[00:16:42.660 --> 00:16:45.340]  我們留在香港就沒有前途了
[00:16:45.340 --> 00:16:47.140]  又不用這樣想
[00:16:47.140 --> 00:16:48.280]  為甚麼呢
[00:16:48.280 --> 00:16:51.140]  因為在這個變動當中
[00:16:51.140 --> 00:16:53.940]  是帶來機遇的
[00:16:53.940 --> 00:16:55.520]  甚麼機遇
[00:16:55.520 --> 00:16:57.220]  其中最大的機遇
[00:16:57.220 --> 00:16:59.920]  就是原來在中國大陸裏面
[00:16:59.920 --> 00:17:01.620]  有很多人會來香港
