
[00:00:00.000 --> 00:00:02.000]  請姐妹吾安
[00:00:02.000 --> 00:00:06.800]  這個題目開始的時候
[00:00:06.800 --> 00:00:10.080]  就想問一下大家
[00:00:10.080 --> 00:00:12.080]  如果說到澳洲
[00:00:12.080 --> 00:00:14.080]  不知道大家想起什麼
[00:00:14.080 --> 00:00:20.080]  袋鼠 鼠熊 是吧
[00:00:20.080 --> 00:00:22.880]  可能還有一些特產
[00:00:22.880 --> 00:00:24.880]  大家未必有留意的
[00:00:24.880 --> 00:00:28.880]  除非你收到一些小手信的時候
[00:00:28.880 --> 00:00:30.880]  可能你會看到
[00:00:30.880 --> 00:00:36.880]  就是這些小鼠熊手上的迴力鏢
[00:00:36.880 --> 00:00:38.880]  Boomerang
[00:00:38.880 --> 00:00:42.880]  其實在2000年
[00:00:42.880 --> 00:00:45.880]  澳洲悉尼奧運的時候
[00:00:45.880 --> 00:00:52.880]  它正正用了幾個迴力鏢
[00:00:52.880 --> 00:00:55.880]  砌了一個人
[00:00:55.880 --> 00:00:57.880]  手上拿著一個火炬
[00:00:57.880 --> 00:01:03.880]  就成為當年的奧運會的徽號
[00:01:03.880 --> 00:01:05.880]  一般來說
[00:01:05.880 --> 00:01:09.880]  可能大家都覺得迴力鏢是用來玩的
[00:01:09.880 --> 00:01:14.880]  甚至有些人就將它變成一種運動
[00:01:14.880 --> 00:01:16.880]  不過很久之前
[00:01:16.880 --> 00:01:19.880]  其實迴力鏢是用來打獵的
[00:01:19.880 --> 00:01:23.880]  基於它弧形的設計
[00:01:23.880 --> 00:01:28.880]  它是可以借助空氣當中的動力
[00:01:28.880 --> 00:01:30.880]  飛出去
[00:01:30.880 --> 00:01:33.880]  高速地旋轉
[00:01:33.880 --> 00:01:39.880]  就能夠像飛刀一樣去擊殺獵物
[00:01:39.880 --> 00:01:44.880]  它比起只有一點的焦點
[00:01:44.880 --> 00:01:46.880]  譬如一塊石頭或一個鏢槍
[00:01:46.880 --> 00:01:50.880]  其實是更加具有殺傷力的
[00:01:50.880 --> 00:01:53.880]  不過正如它的名字
[00:01:53.880 --> 00:01:55.880]  它叫做迴力鏢
[00:01:55.880 --> 00:01:57.880]  所以你飛出去
[00:01:57.880 --> 00:01:59.880]  其實它會走回頭
[00:01:59.880 --> 00:02:02.880]  如果你技術不太好
[00:02:02.880 --> 00:02:04.880]  又或者你不懂得用力
[00:02:04.880 --> 00:02:07.880]  其實可能會弄傷自己
[00:02:07.880 --> 00:02:10.880]  今天我要跟大家分享的
[00:02:10.880 --> 00:02:13.880]  這段經文35章的第一節
[00:02:13.880 --> 00:02:16.880]  到36章的15節
[00:02:16.880 --> 00:02:20.880]  其實35章是講到
[00:02:20.880 --> 00:02:25.880]  一個居住於西爾山的民族
[00:02:25.880 --> 00:02:29.880]  他怎樣面對從神而來的審判
[00:02:29.880 --> 00:02:32.880]  為甚麼35章已經夠長
[00:02:32.880 --> 00:02:37.880]  為甚麼我還要加上36章的頭半章呢
[00:02:37.880 --> 00:02:42.880]  正正因為這半章和35章
[00:02:42.880 --> 00:02:45.880]  其實是一個對比
[00:02:45.880 --> 00:02:49.880]  就好像之前我說34章
[00:02:49.880 --> 00:02:52.880]  我講到有好牧羊人
[00:02:52.880 --> 00:02:54.880]  相對於壞的牧羊人
[00:02:54.880 --> 00:02:56.880]  是一個對比一樣
[00:02:56.880 --> 00:02:58.880]  所以有些英學者
[00:02:58.880 --> 00:03:03.880]  將35章和36章的頭半章
[00:03:03.880 --> 00:03:08.880]  將它描述成為整卷以西傑書
[00:03:08.880 --> 00:03:12.880]  上下兩半中間的分水嶺
[00:03:12.880 --> 00:03:20.880]  昔日神怎樣將破碎不堪的以色列復興起來
[00:03:20.880 --> 00:03:27.880]  今天他同樣要完全顛覆你和我的生命
[00:03:27.880 --> 00:03:30.880]  讓我們的生命能夠得著更新
[00:03:30.880 --> 00:03:31.880]  開始的時候
[00:03:31.880 --> 00:03:37.880]  我想請大家先聽我讀出這段經文的頭四節
[00:03:37.880 --> 00:03:40.880]  35章第一節
[00:03:40.880 --> 00:03:44.880]  聖經這樣說:耶和華的話又臨到我說
[00:03:44.880 --> 00:03:47.880]  人子啊!你要面向西爾山
[00:03:47.880 --> 00:03:49.880]  發喻言攻擊他
[00:03:49.880 --> 00:03:52.880]  對他說:主耶和華如此說
[00:03:52.880 --> 00:03:55.880]  西爾山啊!我與你為敵
[00:03:55.880 --> 00:03:58.880]  必向你伸手攻擊你
[00:03:58.880 --> 00:04:01.880]  使你慌亮,令人驚駭
[00:04:01.880 --> 00:04:05.880]  我必使你的誠邑變為方牆
[00:04:05.880 --> 00:04:06.880]  成為淒涼
[00:04:06.880 --> 00:04:09.880]  你就知道我是耶和華
[00:04:09.880 --> 00:04:14.880]  在這章聖經裏面提到西爾山
[00:04:14.880 --> 00:04:16.880]  講了很多很多次
[00:04:16.880 --> 00:04:18.880]  這座山有什麼特別呢?
[00:04:18.880 --> 00:04:23.880]  其實它是位於死海的南邊
[00:04:23.880 --> 00:04:29.880]  然後再向東南走的一些山岳地方
[00:04:29.880 --> 00:04:32.880]  按照新明記的第二章
[00:04:32.880 --> 00:04:39.880]  首先在西爾山住的人叫做「河利人」
[00:04:39.880 --> 00:04:44.880]  後來神把這個地方賜予了耳掃
[00:04:44.880 --> 00:04:46.880]  耳掃即是耳東
[00:04:46.880 --> 00:04:54.880]  這個段落多次用了「西爾山」這個地方名
[00:04:54.880 --> 00:04:58.880]  作為耳東這個民族的代號
[00:04:58.880 --> 00:05:03.880]  很明顯以西傑在這裏用了地理
[00:05:03.880 --> 00:05:09.880]  作為他展述神的作為的焦點
[00:05:09.880 --> 00:05:13.880]  由於西爾山的地勢比較高
[00:05:13.880 --> 00:05:15.880]  講明是山
[00:05:15.880 --> 00:05:19.880]  耳東在當中其實是一個天然屏障
[00:05:19.880 --> 00:05:25.880]  不過他有軍事上的優勢
[00:05:25.880 --> 00:05:26.880]  他不滿足
[00:05:26.880 --> 00:05:32.880]  他仍然一直看著在他自己的西北邊
[00:05:32.880 --> 00:05:37.880]  屬於以色列國這個肥沃的土地
[00:05:37.880 --> 00:05:41.880]  他對於這個地方垂涎三尺
[00:05:41.880 --> 00:05:45.880]  所以神就在第二節的經文裏
[00:05:45.880 --> 00:05:50.880]  叫以西傑發預言攻擊他
[00:05:50.880 --> 00:06:01.880]  第三節還說「西爾山,我與你為敵,必向你伸手攻擊你,使你慌涼,令人驚慨」
[00:06:01.880 --> 00:06:06.880]  「慌涼」這個字在整張聖經裏面
[00:06:06.880 --> 00:06:09.880]  一共出現了七次這麼多
[00:06:09.880 --> 00:06:13.880]  如果再加上相類似的描述
[00:06:13.880 --> 00:06:17.880]  在第四節有一個叫「淒涼」的形容詞
[00:06:17.880 --> 00:06:22.880]  第七節有一個「令人驚慨」的形容詞
[00:06:22.880 --> 00:06:25.880]  其實都是帶有「慌涼」的意思
[00:06:25.880 --> 00:06:31.880]  神在這裏多次親口詛咒這個地方
[00:06:31.880 --> 00:06:34.880]  其實都頗可怕的
[00:06:34.880 --> 00:06:37.880]  究竟耳東他們做了甚麼
[00:06:37.880 --> 00:06:41.880]  使得他們被神咒詛咒呢?
[00:06:41.880 --> 00:06:46.880]  請大家跟我一起讀出第五至十一節
[00:06:46.880 --> 00:06:48.880]  預備起
[00:06:48.880 --> 00:06:59.880]  「因為你永懷仇恨,在以色列人遭罪孽到了盡頭的時候,將他們交與刀劍」
[00:06:59.880 --> 00:07:04.880]  「所以主耶和華說:我指著我的永生氣勢」
[00:07:04.880 --> 00:07:09.880]  「我必使你遭遇流血的報應,罪必追趕你」
[00:07:09.880 --> 00:07:15.880]  「你既不肯活殺人流血,所以這罪必追趕你」
[00:07:15.880 --> 00:07:23.880]  「我必使西爾山荒涼,令人驚慨,來往經過的人,我必剪除」
[00:07:23.880 --> 00:07:34.880]  「我必使西爾山滿有被殺的人,被刀殺的,必倒在你小山和山谷,並一切的溪水中」
[00:07:34.880 --> 00:07:40.880]  「我必使你永遠荒涼,使你的城邑無人居住」
[00:07:40.880 --> 00:07:43.880]  「你的民就知道我是耶和華」
[00:07:43.880 --> 00:07:51.880]  「因為你曾說:這異國,這異邦,必歸於我,我必得為業」
[00:07:51.880 --> 00:07:56.880]  「其實耶和華仍在那裡」
[00:07:56.880 --> 00:08:01.880]  「所以主耶和華說:我指著我的永生氣勢」
[00:08:01.880 --> 00:08:09.880]  「我必照你的怒氣,和你從仇恨中,向他們所發的疾度待你」
[00:08:09.880 --> 00:08:15.880]  「我審判你的時候,必將自己顯明在他們中間」
[00:08:15.880 --> 00:08:19.880]  大家在讀這段經文時,一定會見到
[00:08:19.880 --> 00:08:26.880]  我用黃色標示出兩個的「因為」、兩個的「所以」
[00:08:26.880 --> 00:08:31.880]  因此這段段落毫無疑問
[00:08:31.880 --> 00:08:40.880]  是講述以東有什麼罪行,是上帝要控訴他
[00:08:40.880 --> 00:08:45.880]  然後頒布了兩個判決
[00:08:45.880 --> 00:08:50.880]  第一項罪行就在第五節
[00:08:50.880 --> 00:08:52.880]  經文這樣說:
[00:08:52.880 --> 00:08:59.880]  「因為你永懷仇恨,在以色列人遭災,罪孽到了盡頭的時候」
[00:08:59.880 --> 00:09:02.880]  「將他們交予刀劍」
[00:09:02.880 --> 00:09:05.880]  這裡說他永懷仇恨
[00:09:05.880 --> 00:09:08.880]  究竟什麼時候開始這個仇恨呢?
[00:09:08.880 --> 00:09:15.880]  其實早在創世紀利伯加的肚子裡已經開始了
[00:09:15.880 --> 00:09:23.880]  及後他和雅各的關係張力一直延續了很多年
[00:09:23.880 --> 00:09:27.880]  甚至到了阿摩斯的年代
[00:09:27.880 --> 00:09:31.880]  神仍然提出同樣的責備
[00:09:31.880 --> 00:09:35.880]  他說以東拿刀追趕他的弟兄
[00:09:35.880 --> 00:09:40.880]  及後當耶路撒冷被攻陷的時候
[00:09:40.880 --> 00:09:44.880]  詩篇137篇第七節
[00:09:44.880 --> 00:09:51.880]  更加形容以東與巴比倫在幸災樂禍
[00:09:51.880 --> 00:09:53.880]  經文是這樣說的
[00:09:53.880 --> 00:10:00.880]  「耶路撒冷遭難的日子,以東人說:拆毀!拆毀!直拆到根基」
[00:10:00.880 --> 00:10:04.880]  所以這裡第五節所說永懷仇恨
[00:10:04.880 --> 00:10:09.880]  在以色列人遭殃、罪孽到了盡頭的時候
[00:10:09.880 --> 00:10:11.880]  將他們交予刀劍
[00:10:11.880 --> 00:10:13.880]  其實就是這個意思
[00:10:13.880 --> 00:10:17.880]  因為以東這樣對待他的兄弟
[00:10:17.880 --> 00:10:24.880]  所以到了第六節為自己帶來了流血的報應
[00:10:24.880 --> 00:10:31.880]  接著第七節又回到關於地的論述
[00:10:31.880 --> 00:10:35.880]  神說「我必使西爾山荒涼」
[00:10:35.880 --> 00:10:37.880]  第七節是這樣說
[00:10:37.880 --> 00:10:39.880]  但不僅如此
[00:10:39.880 --> 00:10:42.880]  到了第九節說得更絕
[00:10:42.880 --> 00:10:45.880]  「我必使你永遠荒涼」
[00:10:45.880 --> 00:10:48.880]  未認識救恩的人
[00:10:48.880 --> 00:10:53.880]  就會形容這種情況為「永不超生」
[00:10:53.880 --> 00:10:55.880]  所有的以東人
[00:10:55.880 --> 00:11:01.880]  無論是身處在小山、山谷、溪水之中
[00:11:01.880 --> 00:11:03.880]  經文是這樣說的
[00:11:03.880 --> 00:11:07.880]  「一概殺無赦,無一倖免」
[00:11:07.880 --> 00:11:09.880]  都頗可怕的
[00:11:09.880 --> 00:11:14.880]  接著到了第十和第十一節
[00:11:14.880 --> 00:11:18.880]  有另一個「因為」和「所以」
[00:11:18.880 --> 00:11:23.880]  神向以東提出了第二項控罪
[00:11:23.880 --> 00:11:25.880]  在第十節說
[00:11:25.880 --> 00:11:31.880]  「因為你曾說:這二國、這二邦必歸於我,我必得為業」
[00:11:31.880 --> 00:11:34.880]  當猶撒冷被攻陷的時候
[00:11:34.880 --> 00:11:40.880]  以色列和猶大這兩個邦國當然是覆亡了
[00:11:40.880 --> 00:11:47.880]  所以這個「二國、二邦」很明顯是指以色列和猶大
[00:11:47.880 --> 00:11:50.880]  當時以東在想甚麼呢?
[00:11:50.880 --> 00:11:54.880]  他認為這是一個千載難逢的機會
[00:11:54.880 --> 00:11:56.880]  「冷手執個熱煎堆」
[00:11:56.880 --> 00:12:01.880]  之前神賜給以色列和猶大這片土地
[00:12:01.880 --> 00:12:06.880]  雖然現在的有錢人被擄走
[00:12:06.880 --> 00:12:08.880]  只剩下貧困戶
[00:12:08.880 --> 00:12:12.880]  不過畢竟那裡是流乃與物之地
[00:12:12.880 --> 00:12:15.880]  今天還不是歸於我
