
[00:00:00.000 --> 00:00:03.000]  各位網友早安,大家好
[00:00:03.000 --> 00:00:08.000]  我們完讀已忽所書
[00:00:08.000 --> 00:00:14.000]  今天來到這本書的最後一段
[00:00:14.000 --> 00:00:16.000]  就是剛才讀的那段
[00:00:16.000 --> 00:00:19.000]  讀這段的時候
[00:00:19.000 --> 00:00:23.000]  我們都知道這段的主題
[00:00:23.000 --> 00:00:27.000]  是跟肅靈的征戰有關
[00:00:28.000 --> 00:00:32.000]  本來為什麼在已忽所書最後結束的時候
[00:00:32.000 --> 00:00:35.000]  講這個主題呢?
[00:00:35.000 --> 00:00:40.000]  而這個主題對我們有什麼重要性呢?
[00:00:40.000 --> 00:00:43.000]  要明白這些
[00:00:43.000 --> 00:00:47.000]  我們要回到聖經的開始
[00:00:47.000 --> 00:00:52.000]  就是創世紀三章一至六節這一段
[00:00:53.000 --> 00:01:03.000]  這段聖經是聖經有關肅靈征戰記載的開始
[00:01:03.000 --> 00:01:09.000]  撒旦藉著蛇來試探始祖
[00:01:09.000 --> 00:01:13.000]  始祖失敗了
[00:01:13.000 --> 00:01:19.000]  結果人與神的關係疏離了
[00:01:20.000 --> 00:01:25.000]  而這也導致人與人
[00:01:25.000 --> 00:01:33.000]  而且是夫妻這麼親密的關係都疏離了
[00:01:33.000 --> 00:01:36.000]  感謝神
[00:01:36.000 --> 00:01:41.000]  神隨即在創世紀三章十五節
[00:01:41.000 --> 00:01:46.000]  預告一位稱為女人後裔的人
[00:01:47.000 --> 00:01:50.000]  她與撒旦征戰
[00:01:50.000 --> 00:01:54.000]  結果她雖然被打傷受傷
[00:01:54.000 --> 00:02:04.000]  但是她卻會決定性地打敗魔鬼
[00:02:04.000 --> 00:02:09.000]  上述這個肅靈征戰
[00:02:09.000 --> 00:02:14.000]  在已忽所書裡面是繼續進行中
[00:02:16.000 --> 00:02:20.000]  神所預告的實現了
[00:02:20.000 --> 00:02:24.000]  因為已忽所書一章告訴我們
[00:02:24.000 --> 00:02:28.000]  這位女人的後裔耶穌基督
[00:02:28.000 --> 00:02:33.000]  她藉著死和復活
[00:02:33.000 --> 00:02:35.000]  以及被高舉
[00:02:35.000 --> 00:02:40.000]  一方面她決定性地打敗了
[00:02:40.000 --> 00:02:45.000]  以魔鬼為首的黑暗權勢
[00:02:46.000 --> 00:02:50.000]  使她們伏在主自己的腳下
[00:02:50.000 --> 00:02:58.000]  另一方面她也成就了對人的救贖工作
[00:02:58.000 --> 00:03:04.000]  而最後在已忽所書一章十字裡
[00:03:04.000 --> 00:03:07.000]  神啟示我們
[00:03:07.000 --> 00:03:10.000]  有一天她的日期滿足的時候
[00:03:11.000 --> 00:03:17.000]  她會使天上,即指靈界,和地上,即指世人
[00:03:17.000 --> 00:03:24.000]  叫這一切所有的都在基督裡面同歸於一
[00:03:24.000 --> 00:03:30.000]  那時候就是肅靈征戰結束的時候
[00:03:30.000 --> 00:03:35.000]  在已忽所書第二章
[00:03:36.000 --> 00:03:41.000]  保羅接著說到藉著耶穌的救贖
[00:03:41.000 --> 00:03:44.000]  人怎樣可以與神和好
[00:03:44.000 --> 00:03:46.000]  二章一至十節
[00:03:46.000 --> 00:03:48.000]  以及人與人
[00:03:48.000 --> 00:03:51.000]  特別是指愛邦人和猶太人
[00:03:51.000 --> 00:03:55.000]  怎樣在基督裡面和好合一
[00:03:55.000 --> 00:03:58.000]  成為一個新人
[00:03:58.000 --> 00:04:02.000]  既然是一個新人
[00:04:03.000 --> 00:04:08.000]  那保羅就在已忽所書四章至到六章九節那裡
[00:04:08.000 --> 00:04:15.000]  就勸勉信徒要過一個新人合一的新生活
[00:04:15.000 --> 00:04:17.000]  那這個包括什麼呢?
[00:04:17.000 --> 00:04:22.000]  包括藉著信心連於元首基督
[00:04:22.000 --> 00:04:25.000]  而在信徒之間
[00:04:25.000 --> 00:04:32.000]  與藉著愛心彼此饒恕、信服和配搭
[00:04:33.000 --> 00:04:35.000]  使基督的身體
[00:04:35.000 --> 00:04:39.000]  即是教會得以平立
[00:04:39.000 --> 00:04:43.000]  而我們今天要說的這段經文
[00:04:43.000 --> 00:04:47.000]  就是有關肅靈征戰
[00:04:47.000 --> 00:04:51.000]  在此已末之間
[00:04:51.000 --> 00:04:56.000]  肅靈征戰怎樣繼續進行的故事
[00:04:59.000 --> 00:05:03.000]  元首基督已經贏取了決定性的勝利
[00:05:03.000 --> 00:05:08.000]  但是最後的勝利還在將來
[00:05:08.000 --> 00:05:14.000]  而在這個已然未然的世代裡面
[00:05:14.000 --> 00:05:19.000]  屬主的人仍舊要征戰
[00:05:19.000 --> 00:05:25.000]  啟示六十二章十三和十七節那裡告訴我們
[00:05:26.000 --> 00:05:29.000]  當魔鬼打敗了
[00:05:29.000 --> 00:05:33.000]  從空中被摔在地上的時候
[00:05:33.000 --> 00:05:35.000]  他就發怒
[00:05:35.000 --> 00:05:40.000]  以守神誡命為耶穌作見證的人
[00:05:40.000 --> 00:05:42.000]  即是我們信徒
[00:05:42.000 --> 00:05:44.000]  來征戰
[00:05:44.000 --> 00:05:49.000]  他這樣做為了要攔阻我們
[00:05:49.000 --> 00:05:52.000]  活出這個新人新生活
[00:05:53.000 --> 00:05:56.000]  這個彼此相愛合一的生活
[00:05:56.000 --> 00:06:03.000]  以致他不能夠實踐耶穌留下的大使命
[00:06:03.000 --> 00:06:10.000]  我們一班屬主的人
[00:06:10.000 --> 00:06:17.000]  怎樣能夠在肅靈征戰裡贏取勝利呢?
[00:06:19.000 --> 00:06:23.000]  在今理正經文裡我們可以找到答案
[00:06:23.000 --> 00:06:29.000]  首先在耳塞書第六章第十節那裡
[00:06:29.000 --> 00:06:31.000]  這裡有一句話
[00:06:31.000 --> 00:06:36.000]  「靠著主作剛強人」
[00:06:36.000 --> 00:06:43.000]  這一句跟下面那句第十一節那句
[00:06:43.000 --> 00:06:48.000]  「要穿戴」這一句是平衡的
[00:06:49.000 --> 00:06:52.000]  靠著主作剛強人
[00:06:52.000 --> 00:06:55.000]  就等於要穿戴
[00:06:55.000 --> 00:07:01.000]  接著第十節所說的主的大能大力
[00:07:01.000 --> 00:07:07.000]  也是跟十一節所說的全副軍裝平衡
[00:07:07.000 --> 00:07:11.000]  這個很重要我們稍後再看
[00:07:11.000 --> 00:07:15.000]  第二點我們要注意的就是
[00:07:15.000 --> 00:07:18.000]  主的大能大力
[00:07:19.000 --> 00:07:24.000]  是不是指耶穌基督的一般能力
[00:07:24.000 --> 00:07:29.000]  好像治病、趕鬼這些
[00:07:29.000 --> 00:07:35.000]  而是特別指耳塞書第一章所說的
[00:07:35.000 --> 00:07:39.000]  主耶穌直接的死活被告舉
[00:07:39.000 --> 00:07:45.000]  征服了黑暗權勢的那種救贖大能
[00:07:45.000 --> 00:07:48.000]  是指這種能力
[00:07:49.000 --> 00:07:53.000]  而十四節
[00:07:53.000 --> 00:07:57.000]  六章十四節那裡提到一開始就說
[00:07:57.000 --> 00:08:00.000]  所以要站穩了
[00:08:00.000 --> 00:08:05.000]  要站穩了這個是整本
[00:08:05.000 --> 00:08:08.000]  整段經文
[00:08:08.000 --> 00:08:14.000]  屬靈僧整段經文的主要的渲染
[00:08:14.000 --> 00:08:17.000]  問題就是怎樣站穩呢?
[00:08:18.000 --> 00:08:21.000]  其實十四節下面就跟著解釋了
[00:08:21.000 --> 00:08:26.000]  要站穩就是穿戴軍裝
[00:08:26.000 --> 00:08:30.000]  就是要用真理當作大忌等等
[00:08:30.000 --> 00:08:35.000]  所以要站穩能夠站穩就是穿戴軍裝
[00:08:35.000 --> 00:08:39.000]  所以總括來說是甚麼呢?
[00:08:39.000 --> 00:08:45.000]  總括來說就是要站穩就要穿戴軍裝
[00:08:46.000 --> 00:08:50.000]  而穿戴軍裝就是甚麼呢?
[00:08:50.000 --> 00:08:54.000]  就是靠著主依賴他的大能大力
[00:08:54.000 --> 00:08:57.000]  作剛強人
[00:08:57.000 --> 00:09:04.000]  因此在下文當勞烈這些軍裝的時候
[00:09:04.000 --> 00:09:10.000]  我們會發現主耶穌基督其實就是
[00:09:10.000 --> 00:09:13.000]  這副軍裝
[00:09:14.000 --> 00:09:16.000]  主耶穌就是那些軍裝
[00:09:16.000 --> 00:09:19.000]  現在我們看下去就會明白
[00:09:19.000 --> 00:09:22.000]  所以我們接著看到
[00:09:22.000 --> 00:09:26.000]  保羅在六章十四至二十節
[00:09:26.000 --> 00:09:30.000]  就詳細列出個別軍裝
[00:09:30.000 --> 00:09:33.000]  以及怎樣去運用這些軍裝
[00:09:33.000 --> 00:09:37.000]  第一樣首先就是
[00:09:37.000 --> 00:09:40.000]  真理當大忌
[00:09:40.000 --> 00:09:43.000]  真理當大忌
[00:09:44.000 --> 00:09:46.000]  耶穌就是真理
[00:09:46.000 --> 00:09:51.000]  因為約翰福音十四章六節那裡指自己說
[00:09:51.000 --> 00:09:55.000]  我就是道路真理生命
[00:09:55.000 --> 00:09:58.000]  祂就是真理
[00:09:58.000 --> 00:10:04.000]  而另外在約翰福音八章三十二節那裡主又說
[00:10:04.000 --> 00:10:07.000]  你們必曉得真理
[00:10:07.000 --> 00:10:11.000]  真理必叫你們得以自由
[00:10:12.000 --> 00:10:14.000]  得到什麼自由呢
[00:10:14.000 --> 00:10:19.000]  只能夠脫離舊人的私慾迷惑
[00:10:19.000 --> 00:10:26.000]  能夠活出新人應該有的人意和性別
[00:10:26.000 --> 00:10:31.000]  這就是這副碩書下面四章二十二至二十四節說的
[00:10:31.000 --> 00:10:34.000]  第二就是
[00:10:34.000 --> 00:10:38.000]  以公義作護心的車匈
[00:10:40.000 --> 00:10:43.000]  那耶穌就是什麼呢
[00:10:43.000 --> 00:10:47.000]  就是這個義
[00:10:47.000 --> 00:10:49.000]  義就是耶穌基督
[00:10:49.000 --> 00:10:51.000]  我們怎樣知道呢
[00:10:51.000 --> 00:10:54.000]  關於傳書一章三十節那裡
[00:10:54.000 --> 00:10:56.000]  世經說
[00:10:56.000 --> 00:10:59.000]  你們得在基督耶穌裡是本活神
[00:10:59.000 --> 00:11:04.000]  神又使他成為我們的智慧公義
[00:11:04.000 --> 00:11:06.000]  成為我們的公義
[00:11:06.000 --> 00:11:09.000]  耶穌就是公義
[00:11:10.000 --> 00:11:11.000]  那麼
[00:11:11.000 --> 00:11:14.000]  這個義
[00:11:14.000 --> 00:11:17.000]  能夠成為護心鏡
[00:11:17.000 --> 00:11:20.000]  能夠成為護心鏡的原因呢
[00:11:20.000 --> 00:11:24.000]  也可以在羅馬書八章三十二
[00:11:24.000 --> 00:11:27.000]  三十三、三十四節那裡找到答案
