
[00:00:00.000 --> 00:00:04.280]  今天是大家放完暑假就要開學
[00:00:04.280 --> 00:00:06.600]  一邊享用你的美食
[00:00:06.600 --> 00:00:10.160]  但同時我希望你能夠體會
[00:00:10.160 --> 00:00:12.360]  原來我們今次這個系列
[00:00:12.360 --> 00:00:13.640]  講敬拜
[00:00:13.640 --> 00:00:14.800]  你有沒有留意到
[00:00:14.800 --> 00:00:17.040]  今天是天父我敬拜你
[00:00:17.040 --> 00:00:20.000]  下一個月的敬拜系列是講什麼
[00:00:20.000 --> 00:00:22.240]  就是耶穌我愛你
[00:00:22.240 --> 00:00:24.400]  接著再第三個月
[00:00:24.400 --> 00:00:26.400]  他們就會講聖靈
[00:00:26.400 --> 00:00:29.920]  原來我們所相信的上帝是三一真神
[00:00:29.920 --> 00:00:35.840]  這一方面對我們每一個認識上帝的人是很重要
[00:00:35.840 --> 00:00:39.760]  因為上帝不是一個抽象的哲理
[00:00:39.760 --> 00:00:44.200]  上帝三一神觀帶給我們很清楚
[00:00:44.200 --> 00:00:45.720]  很深刻的一件事
[00:00:45.720 --> 00:00:47.400]  神是一個靈
[00:00:47.400 --> 00:00:49.400]  雖然眼睛我們看不到
[00:00:49.400 --> 00:00:53.360]  但是我們的心靈是可以感受得到
[00:00:53.360 --> 00:00:56.480]  透過他創造的宇宙天地萬物
[00:00:56.480 --> 00:00:59.080]  我們能夠和神感通
[00:00:59.080 --> 00:01:03.400]  所以三一真神這一種觀念不是人發明的
[00:01:03.400 --> 00:01:05.200]  是聖經的啟示
[00:01:05.200 --> 00:01:08.520]  也讓我們深深地體會
[00:01:08.520 --> 00:01:10.520]  原來我們今天要學習
[00:01:10.520 --> 00:01:13.000]  在任何的關係裏面
[00:01:13.000 --> 00:01:16.760]  你看聖父與聖子與聖靈
[00:01:16.760 --> 00:01:20.440]  他們彼此和諧合一
[00:01:20.440 --> 00:01:24.960]  是完全不會因為你行東我行西
[00:01:24.960 --> 00:01:25.920]  不是這樣的
[00:01:25.920 --> 00:01:30.960]  是大家在整個的美善上帝的旨意裏面
[00:01:30.960 --> 00:01:33.560]  能夠一起同工
[00:01:33.560 --> 00:01:36.920]  這帶給我們在職場裏面每一個弟兄姊妹
[00:01:36.920 --> 00:01:39.800]  我們每一個信徒或非信徒來說
[00:01:39.800 --> 00:01:41.800]  都是很重要的一個啟示
[00:01:41.800 --> 00:01:44.560]  你今天怎樣去處理關係
[00:01:44.560 --> 00:01:47.080]  決定了你人生是否快樂
[00:01:47.080 --> 00:01:49.400]  不知道你同不同意我這句說話
[00:01:49.400 --> 00:01:52.120]  如果你今天很不濟
[00:01:52.120 --> 00:01:54.120]  我不管你多厲害也好
[00:01:54.120 --> 00:01:56.440]  你跟別人的關係不濟的話
[00:01:56.440 --> 00:01:58.040]  你一定不會快樂
[00:01:58.040 --> 00:02:00.840]  你在公司你做事很本事
[00:02:00.840 --> 00:02:02.600]  但你跟上司下屬
[00:02:02.600 --> 00:02:06.160]  跟你同輩的關係很不濟的時候
[00:02:06.160 --> 00:02:07.760]  這樣就很大件事
[00:02:07.760 --> 00:02:10.320]  因為我們今天說不是只要IQ
[00:02:10.320 --> 00:02:12.200]  你還要有什麼
[00:02:12.200 --> 00:02:13.960]  是EQ
[00:02:13.960 --> 00:02:16.200]  我們還說你需要有什麼
[00:02:16.200 --> 00:02:17.120]  有很多Q的
[00:02:17.120 --> 00:02:19.560]  AQ、Adversary
[00:02:19.560 --> 00:02:24.600]  還是一些所謂的FQ
[00:02:24.600 --> 00:02:26.600]  你都要健康
[00:02:26.600 --> 00:02:27.480]  是不是
[00:02:27.480 --> 00:02:29.640]  我們今天要快樂的
[00:02:29.640 --> 00:02:31.840]  真的可以生活過我們每一天
[00:02:31.840 --> 00:02:33.920]  我們在地上的生活
[00:02:33.920 --> 00:02:36.160]  我們需要去敬拜上帝
[00:02:36.160 --> 00:02:39.320]  我想知道我們今天在當中
[00:02:39.320 --> 00:02:42.360]  有多少位已經清楚信了耶穌
[00:02:42.360 --> 00:02:45.760]  可不可以揮揮你的手給我看看
[00:02:45.760 --> 00:02:48.120]  好,我看到很多了
[00:02:48.120 --> 00:02:50.800]  有些沒有舉手
[00:02:50.800 --> 00:02:52.280]  你其實很幸福
[00:02:52.280 --> 00:02:54.600]  因為你有一些很愛你的同事
[00:02:54.600 --> 00:02:57.320]  帶了你來這裡
[00:02:57.320 --> 00:02:58.600]  我又想問一下
[00:02:58.600 --> 00:03:01.640]  我們今天坐在這裡吃飯的
[00:03:01.640 --> 00:03:05.560]  有多少你是第一次來參加福音餐會的
[00:03:05.560 --> 00:03:07.480]  可不可以舉手給我看
[00:03:07.480 --> 00:03:08.440]  給點掌聲
[00:03:08.440 --> 00:03:12.760]  我們歡迎這一班新的同事
[00:03:12.760 --> 00:03:14.040]  非常好
[00:03:14.040 --> 00:03:15.520]  我們在金鐘這個地方
[00:03:15.520 --> 00:03:18.560]  我們發覺每年九月一開始的時候
[00:03:18.560 --> 00:03:21.200]  總是有一些新的同事
[00:03:21.200 --> 00:03:24.480]  就會來到這個地區工作
[00:03:24.480 --> 00:03:26.240]  所以我們這個福音餐會
[00:03:26.240 --> 00:03:28.600]  很希望能夠幫助大家
[00:03:28.600 --> 00:03:31.760]  一起享用午膳的這一段
[00:03:31.760 --> 00:03:36.200]  不是很長的時間
[00:03:36.200 --> 00:03:38.640]  我們香港人很講效率的
[00:03:38.640 --> 00:03:41.040]  又要快又要正
[00:03:41.040 --> 00:03:43.920]  所以在你們慢慢吃的時候
[00:03:43.920 --> 00:03:46.280]  你耳朵能聽到我說話的
[00:03:46.280 --> 00:03:48.480]  你可以繼續聽
[00:03:48.480 --> 00:03:49.400]  我不介意的
[00:03:49.400 --> 00:03:51.720]  我已經很習慣在這福音餐會
[00:03:51.720 --> 00:03:54.480]  別人不看我我都可以的
[00:03:54.480 --> 00:03:57.200]  不過你記住不要閉上你的耳朵
[00:03:57.200 --> 00:03:59.120]  我希望你一邊吃的時候
[00:03:59.120 --> 00:04:00.280]  你聽
[00:04:00.280 --> 00:04:01.920]  而你聽的同時
[00:04:01.920 --> 00:04:03.920]  等一下我會有一些slide
[00:04:03.920 --> 00:04:06.120]  那些slide可能會吸引你的
[00:04:06.120 --> 00:04:08.400]  那你就看一看
[00:04:08.400 --> 00:04:11.400]  你又不要想著很急著要吃
[00:04:11.400 --> 00:04:12.960]  我怕你會噎到
[00:04:12.960 --> 00:04:14.680]  慢慢來
[00:04:14.680 --> 00:04:18.680]  所以enjoy your lunch
[00:04:18.680 --> 00:04:20.440]  我們一起做一個祈禱
[00:04:20.440 --> 00:04:22.240]  天父上帝我們要感謝你
[00:04:22.240 --> 00:04:24.520]  因為剛才敬拜隊已經帶我們
[00:04:24.520 --> 00:04:26.800]  透過詩歌我們一起敬拜你
[00:04:26.800 --> 00:04:28.160]  我們願意在這個時候
[00:04:28.160 --> 00:04:30.320]  你繼續施予恩典
[00:04:30.320 --> 00:04:33.600]  你在我們每一個人的內心對我們說話
[00:04:33.600 --> 00:04:38.440]  因為我們所相信的上帝是無處不在
[00:04:38.440 --> 00:04:45.520]  而且你處處體察深入我們每一個人的內心世界
[00:04:45.520 --> 00:04:47.240]  我們今天的遭遇
[00:04:47.240 --> 00:04:48.520]  我們的處境
[00:04:48.520 --> 00:04:50.440]  你全然知道
[00:04:50.440 --> 00:04:52.200]  而且你要療癒指掌
[00:04:52.200 --> 00:04:54.280]  求主教導我們
[00:04:54.280 --> 00:04:55.560]  因為你應許
[00:04:55.560 --> 00:04:57.600]  當我們願意親近你的時候
[00:04:57.600 --> 00:04:59.320]  你就親近我們
[00:04:59.320 --> 00:05:04.480]  當我們願意放下那些罪的時候
[00:05:04.480 --> 00:05:07.560]  你願意用你自己的愛
[00:05:07.560 --> 00:05:08.960]  你用你的補血
[00:05:08.960 --> 00:05:10.440]  來遮蓋我們
[00:05:10.440 --> 00:05:13.360]  我們願意今天和你的相交敬拜
[00:05:13.360 --> 00:05:14.840]  是坦然無懼
[00:05:14.840 --> 00:05:17.200]  是完全合而為一
[00:05:17.200 --> 00:05:20.360]  是能夠很直接很親密的
