
[00:00:00.000 --> 00:00:04.180]  我們首先要去溫習一下
[00:00:04.180 --> 00:00:07.980]  我們在《約翰一書》中一些重要的訊息
[00:00:07.980 --> 00:00:10.360]  我希望大家能夠記得
[00:00:10.360 --> 00:00:14.780]  首先 未溫習以先
[00:00:14.780 --> 00:00:22.140]  我想和大家讀一讀《約翰一書》二章一至十一節的經文
[00:00:22.140 --> 00:00:29.980]  「我小子們吶,我將這些話寫給你們,是要叫你們不犯罪。」
[00:00:29.980 --> 00:00:42.580]  「若有人犯罪,在我父那裡,我們有一位宗保Advocate,就是那二者耶穌基督。」
[00:00:42.580 --> 00:00:52.660]  「他為我們的罪作了挽回制,不是單為我們的罪,也是為普天下人的罪。」
[00:00:52.660 --> 00:00:58.540]  「我們若遵守他的誡命,就曉得是認識他。」
[00:00:58.540 --> 00:01:08.540]  「人若說,我認識他,卻不遵守他的誡命,便是說謊話的,真理也不在他心裡了。」
[00:01:08.540 --> 00:01:21.260]  「凡遵守主道的,愛神的心在他裡面實在是完全的,從此我們知道我們是在主裡面。」
[00:01:21.260 --> 00:01:29.740]  「人若說,他在主裡面,就該自己照主所行的去行。」
[00:01:29.740 --> 00:01:40.100]  「親愛的弟兄吶,我寫給你們,不是一條新命令,乃是你們從起初所受的舊命令。」
[00:01:40.100 --> 00:01:45.020]  「這舊命令就是你們所聽見過的道。」
[00:01:45.020 --> 00:02:02.540]  「再者,我寫給你們的是一條新命令,在主是真的,在你們也是真的,因為黑暗漸漸過去,真光已經照耀。」
[00:02:02.540 --> 00:02:10.220]  「人若說,自己在光明中,卻恨他的弟兄,他到如今還是在黑暗裡。」
[00:02:10.220 --> 00:02:18.060]  「愛弟兄的,就是住在光明中,在他並沒有半點的緣由。」
[00:02:18.060 --> 00:02:32.300]  「惟獨恨弟兄的是在黑暗裡,且在黑暗裡行,也不知到往哪裡去,因為黑暗叫他眼睛闔了。」
[00:02:32.300 --> 00:02:44.420]  我們去溫習一下第一章,我們講過其實福音是可觸摸的,英文是Tangible,
[00:02:44.420 --> 00:02:51.460]  這個字在我們一連串的《英雄一書》的宣講當中常常會出現的,
[00:02:51.460 --> 00:02:59.620]  Tangible就是可以聽見的,看見的,親手觸摸得到的,
[00:02:59.620 --> 00:03:09.660]  真正的福音是生命之道,是永遠的生命,耶穌基督就是永遠的生命。
[00:03:09.660 --> 00:03:14.180]  所以這樣的話,我們怎樣可以活出真正的福音呢?
[00:03:14.180 --> 00:03:19.780]  我們就要宣講福音,要帶來生命的團契。
[00:03:19.780 --> 00:03:27.380]  團契是什麼意思?團契就是我們跟附和耶穌基督的團契。
[00:03:27.380 --> 00:03:32.100]  什麼東西能夠叫我們團契呢?
[00:03:32.100 --> 00:03:36.060]  《英雄一書》一章七節這樣說:
[00:03:36.060 --> 00:03:42.780]  「我們若在光明中,如同神在光明中,就彼此相交。
[00:03:42.780 --> 00:03:48.180]  他已指耶穌的血也洗淨我們一切的罪。」
[00:03:48.180 --> 00:03:53.980]  換句話來說,假如我們走在光明當中,光明正大的話,
[00:03:53.980 --> 00:04:02.420]  我們就會彼此團契,因為我們一起擁抱真光,我們成為一個。
[00:04:02.420 --> 00:04:09.740]  事實上,擁抱真光是什麼意思呢?就是我們承認我們是罪人。
[00:04:09.740 --> 00:04:12.380]  所以在一章九節這樣說:
[00:04:12.380 --> 00:04:17.980]  「我們若認自己的罪,神是信實的,是公義的,
[00:04:17.980 --> 00:04:23.900]  必要赦免我們的罪,洗淨我們一切的不義。」
[00:04:23.900 --> 00:04:30.900]  感謝主耶穌基督的補血,洗淨我們,我們被寬恕,
[00:04:30.900 --> 00:04:38.820]  我們在光明的當中,沒有黑暗,沒有灰色地帶。
[00:04:38.820 --> 00:04:41.980]  我們同心討告:
[00:04:41.980 --> 00:04:47.580]  「真愛的神,懇求祢讓我們在敬拜的當中,祢的話語充滿我們,
[00:04:47.580 --> 00:04:50.380]  讓我們記得祢的故事,
[00:04:50.380 --> 00:04:57.220]  讓祢的話語、祢的故事,常常在我們生命當中能夠湧流出來,
[00:04:57.220 --> 00:05:00.620]  在我們每天的生活當中湧流出來,
[00:05:00.620 --> 00:05:06.820]  求祢幫助我們眾弟兄姊妹們,能夠在每一次宣講當中,
[00:05:06.820 --> 00:05:15.020]  記得祢的話語,記得經文,讓祢的話語成為我們的明燈。」
[00:05:15.020 --> 00:05:17.220]  主我們仰望祢,多謝祢。
[00:05:17.220 --> 00:05:23.660]  我們的禱告,是奉主耶穌基督的名字求,阿們。
[00:05:48.220 --> 00:05:56.060]  大家的做事方式當然是扭曲,灰色地帶是正常的。
[00:05:56.060 --> 00:06:02.460]  在這樣的情況下,我們當然是越來越少講到神。
[00:06:02.460 --> 00:06:07.740]  所以當我們講到神的時候,我們對神是很模糊的,
[00:06:07.740 --> 00:06:10.700]  很少可想得起神是怎樣的。
[00:06:10.700 --> 00:06:19.340]  神是我們的祖父,看著我們成長,不會怪我們任何的錯失。
[00:06:19.340 --> 00:06:26.980]  我們的神,好像我們的老師一樣,對我們學生的一些錯處,
[00:06:26.980 --> 00:06:30.660]  只是稍微提一提,不會罰我們的。
[00:06:30.660 --> 00:06:37.180]  我們的神是叔叔,說不接受我們的錯,
[00:06:37.180 --> 00:06:43.700]  但其實心裡也很歡喜,欣賞我們所做的一切。
[00:06:43.700 --> 00:06:48.500]  這位的神是一個缺席的爸爸媽媽,太忙了,
[00:06:48.500 --> 00:06:54.180]  所以不能夠管教我們,我們怎樣做就怎樣做。
[00:06:54.180 --> 00:07:01.260]  所以神在我們的生活當中,是逐漸地減少,你說是不是呢?
[00:07:01.260 --> 00:07:03.420]  你多不多想到神的?
[00:07:03.420 --> 00:07:10.100]  會不會常常留心「神啊,神啊,你的心是怎樣的?」
[00:07:10.100 --> 00:07:17.980]  同樣罪的觀念,在我們日常的生活當中,是逐漸地減少。
[00:07:17.980 --> 00:07:22.780]  有位牧師坐飛機去某個地方,旁邊有位女士,
[00:07:22.780 --> 00:07:26.460]  原來是基督徒在看一本書,那本書她看過的,
[00:07:26.460 --> 00:07:28.340]  原來那本書是講什麼呢?
[00:07:28.340 --> 00:07:33.700]  是說我們基督徒,基督教不要常常說「罪」,
[00:07:33.700 --> 00:07:37.980]  不要在教會上一說就說「你是個罪人」,
[00:07:37.980 --> 00:07:41.420]  因為這樣其實不合乎聖經,
[00:07:41.420 --> 00:07:45.820]  因為如果我們每個人都來到教會認為自己是罪人,
[00:07:45.820 --> 00:07:47.540]  是悲慘的罪人,
[00:07:47.540 --> 00:07:50.580]  我們是罪人,是沒用的人,沒能力的人,
[00:07:50.580 --> 00:07:53.420]  怎樣能夠行善呢?
[00:07:53.420 --> 00:07:57.140]  怎樣能夠改革社會呢?
[00:07:57.140 --> 00:08:00.340]  這本書的作者又爭辯說:
[00:08:00.340 --> 00:08:07.220]  「其實說我們是罪人,這個不是合乎聖經的。」
[00:08:07.220 --> 00:08:13.500]  約翰在《楊一書》確是要處理這個問題,
[00:08:13.500 --> 00:08:19.460]  當然,約翰要否定這樣的見解。
[00:08:19.460 --> 00:08:23.860]  最近不知道你們有沒有跟人去講福音呢?
[00:08:23.860 --> 00:08:29.900]  有沒有跟一些無神論的人去談道呢?
[00:08:29.900 --> 00:08:33.660]  有一個年輕人看著牧師,
[00:08:33.660 --> 00:08:37.060]  跟牧師說:「牧師看你的人都是一個好人。」
[00:08:37.060 --> 00:08:40.620]  牧師說:「你不可以看外貌。」
[00:08:40.620 --> 00:08:42.620]  這個年輕人說:
[00:08:42.620 --> 00:08:47.860]  「其實牧師,基督教對人生的觀點太過悲觀。」
[00:08:47.860 --> 00:08:50.300]  牧師說:「你呢?」
[00:08:50.300 --> 00:08:54.700]  「你覺得人性是否悲觀呢?」
[00:08:54.700 --> 00:08:57.740]  年輕人說:「不悲觀。」
[00:08:57.740 --> 00:08:59.620]  牧師說:
[00:08:59.620 --> 00:09:04.060]  「我可以從我的經驗告訴你,人性是不好的。」
[00:09:04.060 --> 00:09:08.500]  「只要你拿一些歷史書來給我,我可以揭開給你看。」
[00:09:08.500 --> 00:09:13.220]  「我可以證明人性是不好的。」
