
[00:00:00.000 --> 00:00:02.500]  我們一起有個簡短的禱告 主耶穌
[00:00:02.500 --> 00:00:05.800]  謝謝祢的恩典 在我們當中 祢的聖靈來運行
[00:00:05.800 --> 00:00:08.400]  幫助我們能夠進入你的真理 也讓我們在
[00:00:08.400 --> 00:00:11.100]  祢的話語裡面有更多的長進 不單
[00:00:11.100 --> 00:00:14.500]  只是有知識上面的長進 也讓我們在具體的
[00:00:14.500 --> 00:00:17.100]  生活裡面 能夠活出祢的教導 主
[00:00:17.100 --> 00:00:20.100]  謝謝祢 我們同心禱告 奉主耶穌基督的
[00:00:20.100 --> 00:00:21.500]  聖名 他們
[00:00:21.500 --> 00:00:26.000]  好 今天要分享的這個題目是 屬靈
[00:00:26.000 --> 00:00:29.600]  階梯的成長 我記得在我的小時候
[00:00:29.600 --> 00:00:33.300]  我特別愛看一些的武俠篇 我相信
[00:00:33.300 --> 00:00:37.600]  大家都有看過這一部的武俠篇 有看過嗎
[00:00:37.600 --> 00:00:40.100]  有印象嗎 記得嗎
[00:00:40.100 --> 00:00:43.500]  這個是由來神掌
[00:00:43.500 --> 00:00:47.700]  由來神掌 但是這個不是由來神掌
[00:00:47.700 --> 00:00:51.100]  裡面的畫面 這個是周星馳的這個功夫
[00:00:51.100 --> 00:00:54.900]  裡面的畫面 周星馳他得了一本的
[00:00:54.900 --> 00:00:59.000]  秘籍 這個秘籍是什麼呢 是由來神掌
[00:00:59.000 --> 00:01:02.700]  的秘籍 所以他後來很厲害 他學了
[00:01:02.700 --> 00:01:06.500]  由來神掌 大家知道由來神掌有
[00:01:06.500 --> 00:01:07.400]  多少層嗎
[00:01:07.400 --> 00:01:12.200]  他要練功的話 要從第一層一直練
[00:01:12.200 --> 00:01:15.800]  練到第九層 就是最高的那一層
[00:01:15.800 --> 00:01:17.600]  最高的那一層叫什麼
[00:01:17.600 --> 00:01:22.900]  萬佛朝宗 就是萬佛朝宗
[00:01:22.900 --> 00:01:28.200]  那個是最厲害的一招 也就是說
[00:01:28.200 --> 00:01:32.400]  當那一招一出來的時候 那個是必殺的
[00:01:32.400 --> 00:01:35.400]  就是說一定會贏的
[00:01:35.400 --> 00:01:40.100]  那我小時候看了以後 我就很想很想學
[00:01:40.100 --> 00:01:43.700]  如果我得到這樣的一個武林的秘籍就好了
[00:01:43.700 --> 00:01:47.300]  我可以從第一層開始一直慢慢練
[00:01:47.300 --> 00:01:51.900]  當我練到第九層的時候 我就可以天下無敵了
[00:01:51.900 --> 00:01:54.700]  後來當我信主以後 我在想
[00:01:54.700 --> 00:01:58.600]  那我們基督徒會不會也有一本的秘籍 好像這樣的一個
[00:01:58.600 --> 00:02:01.100]  武林的秘籍一樣 我可以練
[00:02:01.100 --> 00:02:04.500]  從第一層可以練 練到第九層 那我就
[00:02:04.500 --> 00:02:08.100]  可以這個靈命非常的厲害 我一出來就可以
[00:02:08.100 --> 00:02:12.700]  也是這種有必殺技的 一出來就很厲害的這種
[00:02:12.700 --> 00:02:17.600]  今天要分享的經文 跟這個有一點點的關係
[00:02:17.600 --> 00:02:20.500]  就講到說 好像我們的屬靈的成長
[00:02:20.500 --> 00:02:25.400]  也需要這樣不斷的來成長 從你的一個初階
[00:02:25.400 --> 00:02:28.200]  慢慢到一個比較高的階段
[00:02:28.200 --> 00:02:31.900]  那這段的經文有人說是一個
[00:02:31.900 --> 00:02:35.700]  屬靈的一個階梯 在上面好像一級一級
[00:02:35.700 --> 00:02:37.700]  一層一層的你來成長
[00:02:37.700 --> 00:02:41.500]  那我也用這個階梯作為我的題目
[00:02:41.500 --> 00:02:45.700]  希望說我們基督徒能夠在屬靈的生命裡面來成長
[00:02:45.700 --> 00:02:48.700]  慢慢的來攀登這個屬靈的階梯
[00:02:48.700 --> 00:02:52.500]  讓我們從這個初階開始 不要永遠停留在第一階
[00:02:52.500 --> 00:02:55.700]  我們要不斷的來進步 不斷的來成長
[00:02:55.700 --> 00:02:59.300]  那在創世紀裡面其實在
[00:02:59.300 --> 00:03:02.300]  二十八章有講到雅各他常常做夢
[00:03:02.300 --> 00:03:06.100]  他有時候有一次有夢見有一個天梯
[00:03:06.100 --> 00:03:10.200]  有一個梯子立在地上 梯子的頭頂著天
[00:03:10.200 --> 00:03:14.500]  有上帝的使者在這個梯子上面上去下來
[00:03:14.500 --> 00:03:17.400]  我想如果我們的屬靈生命也這樣子
[00:03:17.400 --> 00:03:20.400]  有一個屬靈的階梯讓我們去攀登的話
[00:03:20.400 --> 00:03:26.400]  我們今天就得要不斷的努力來攀登這個屬靈的階梯
[00:03:26.400 --> 00:03:34.400]  那在這裡彼得首先告訴我們追求靈命成長的理由是什麼
[00:03:34.400 --> 00:03:38.400]  在第一章的三到第四節裡面他就告訴我們
[00:03:38.400 --> 00:03:44.400]  他這樣說 神的神能已將一切關乎生命和前進的事賜給我們
[00:03:44.400 --> 00:03:50.400]  皆因我們認識那用自己的榮耀和美德招我們的主
[00:03:50.400 --> 00:03:56.400]  我想在這裡至少他有講到兩個方面
[00:03:56.400 --> 00:04:01.400]  第一個方面就是因為神的一個恩招
[00:04:01.400 --> 00:04:05.400]  所以我們要追求這個靈命的長進
[00:04:05.400 --> 00:04:07.400]  為什麼是因為神的恩招呢?
[00:04:07.400 --> 00:04:12.400]  這裡很特別 我們看到神的神能賜給我們什麼呢?
[00:04:12.400 --> 00:04:18.400]  賜一切關乎生命和前進的事
[00:04:18.400 --> 00:04:22.400]  好奇怪 不是賜給我們喜歡的事物
[00:04:22.400 --> 00:04:26.400]  不是賜給我們武林的秘籍
[00:04:26.400 --> 00:04:30.400]  也不是賜給我想要的東西
[00:04:30.400 --> 00:04:35.400]  而是賜給我們關乎生命和前進的事
[00:04:35.400 --> 00:04:39.400]  那也就是說這個事情對我們來講是非常重要的
[00:04:39.400 --> 00:04:43.400]  就是關乎生命和進前的事
[00:04:43.400 --> 00:04:48.400]  這個知識對我們來講非常的重要
[00:04:48.400 --> 00:04:52.400]  這些事是本來藏在耶穌基督裡面的
[00:04:52.400 --> 00:04:55.400]  可是今天因為我們認識耶穌基督
[00:04:55.400 --> 00:05:00.400]  我們就能夠得著能力過一個聖潔的生活
[00:05:00.400 --> 00:05:04.400]  那是什麼讓我們來到主的面前呢?
[00:05:04.400 --> 00:05:07.400]  這裡講到說是因為主的一個恩招
[00:05:07.400 --> 00:05:12.400]  祂用祂的榮耀和美德來招我們
[00:05:12.400 --> 00:05:16.400]  也就是說祂是用祂自己獨特的榮耀和美德
[00:05:16.400 --> 00:05:19.400]  來吸引我們來歸向祂的
[00:05:19.400 --> 00:05:25.400]  祂是藉著祂的美德還有祂的神格的魅力來呼召人
[00:05:25.400 --> 00:05:31.400]  這個是祂讓我們來到祂面前的一個很重要的原因
[00:05:31.400 --> 00:05:33.400]  祂親自來呼召我們
[00:05:33.400 --> 00:05:36.400]  不是我們自己走到神的面前
[00:05:36.400 --> 00:05:39.400]  而是祂主動的來選招我們
[00:05:39.400 --> 00:05:44.400]  在這裡講到祂不只是選招了我們
[00:05:44.400 --> 00:05:49.400]  而且祂還把一切關乎生命和前進的事賜給我們
[00:05:49.400 --> 00:05:53.400]  當我們看到生命和前進的事的時候
[00:05:53.400 --> 00:05:59.400]  我們就會問究竟什麼是有關生命和前進的事呢?
[00:05:59.400 --> 00:06:06.400]  這裡所講的生命其實更多的角度是從屬靈的角度來講
[00:06:06.400 --> 00:06:09.400]  就是我們屬靈的生命
[00:06:09.400 --> 00:06:12.400]  凡一切有關屬靈生命的事情
[00:06:12.400 --> 00:06:15.400]  因為我們認識耶穌基督的緣故
[00:06:15.400 --> 00:06:17.400]  神已經賜給我們了
[00:06:17.400 --> 00:06:19.400]  以前我們還沒有認識主之前
[00:06:19.400 --> 00:06:22.400]  我們在這個生命裡面是沒有份的
[00:06:22.400 --> 00:06:25.400]  我們是活在舊的生命裡面
[00:06:25.400 --> 00:06:27.400]  就是活在舊的亞當裡面
[00:06:27.400 --> 00:06:30.400]  順從的是一個敗壞的生活
[00:06:30.400 --> 00:06:36.400]  也就是說我們沒有辦法可以過一個超越舊生命的生活
[00:06:36.400 --> 00:06:39.400]  我們的屬靈的眼睛是瞎的
[00:06:39.400 --> 00:06:41.400]  我們看不見自己的敗壞
[00:06:41.400 --> 00:06:42.400]  我們只看見什麼呢?
[00:06:42.400 --> 00:06:44.400]  就是在聖經裡面所講的
[00:06:44.400 --> 00:06:46.400]  我們看見三樣的事情
[00:06:46.400 --> 00:06:48.400]  一件就是肉體的情慾
[00:06:48.400 --> 00:06:50.400]  另外一件是眼目的情慾
[00:06:50.400 --> 00:06:52.400]  還有就是今生的驕傲
[00:06:52.400 --> 00:06:54.400]  我們只是看到這一些
[00:06:54.400 --> 00:06:57.400]  我們也只在這三件事情裡面
[00:06:57.400 --> 00:07:01.400]  我們來享受最終之樂
[00:07:01.400 --> 00:07:05.400]  可是今天我們因為認識主耶穌基督的緣故
[00:07:05.400 --> 00:07:08.400]  我們已經領受了祂的生命
[00:07:08.400 --> 00:07:11.400]  一切有關這個生命的事情
[00:07:11.400 --> 00:07:15.400]  我們都能夠從耶穌基督裡面領受了
[00:07:15.400 --> 00:07:18.400]  而且如何可以得到更豐盛的生命呢?
[00:07:18.400 --> 00:07:21.400]  神也已經賜給我們了
[00:07:21.400 --> 00:07:25.400]  另外一個就是有關敬錢
[00:07:25.400 --> 00:07:27.400]  什麼是敬錢的事呢?
[00:07:27.400 --> 00:07:29.400]  談到敬錢的時候
[00:07:29.400 --> 00:07:31.400]  我們會有一個畫面
[00:07:31.400 --> 00:07:35.400]  就是那種在深山老林裡面
[00:07:35.400 --> 00:07:37.400]  一個人關起來然後去修煉
[00:07:37.400 --> 00:07:41.400]  然後去慢慢地在那裡打坐
[00:07:41.400 --> 00:07:43.400]  那種好像很敬錢的那種樣子
[00:07:43.400 --> 00:07:46.400]  其實敬錢不是那樣子
[00:07:46.400 --> 00:07:51.400]  敬錢的意思就是指一個領受神生命的人
[00:07:51.400 --> 00:07:55.400]  他怎麼樣在世上可以過一個聖潔的生活
[00:07:55.400 --> 00:07:57.400]  在世上過一個聖潔的生活
[00:07:57.400 --> 00:08:01.400]  也就是意味著你不是一個人躲起來
[00:08:01.400 --> 00:08:04.400]  或者是與世隔絕不吃人間煙火的
[00:08:04.400 --> 00:08:06.400]  你是生活在這個世上
[00:08:06.400 --> 00:08:08.400]  你是跟這個世界是有連接的
[00:08:08.400 --> 00:08:11.400]  不過在這個世界上面
[00:08:11.400 --> 00:08:16.400]  你卻過一個跟其他人有分別的生活
[00:08:16.400 --> 00:08:19.400]  這個分別就是聖潔的生活
[00:08:19.400 --> 00:08:23.400]  所以聖經常用一個詞叫做分別為聖
[00:08:23.400 --> 00:08:26.400]  就是你從這個世界裡面分別出來
[00:08:26.400 --> 00:08:29.400]  過一個聖潔的生活
[00:08:29.400 --> 00:08:33.400]  這個是神向我們所保證的
[00:08:33.400 --> 00:08:39.400]  祂的神能已經將一切關乎生命和前進的事賜給我們
[00:08:39.400 --> 00:08:41.400]  我們在世上寄居的時候
[00:08:41.400 --> 00:08:45.400]  我們可以存著敬畏神的心來侍奉祂
[00:08:45.400 --> 00:08:49.400]  也能夠遵行祂的旨意來過每天的生活
[00:08:49.400 --> 00:08:52.400]  這個不只是說你每天讀經禱告
[00:08:52.400 --> 00:08:53.400]  然後你每天有靈修
[00:08:53.400 --> 00:08:54.400]  所以你很敬錢
[00:08:54.400 --> 00:08:56.400]  你每個禮拜有來教會
[00:08:56.400 --> 00:08:57.400]  所以你很敬錢
[00:08:57.400 --> 00:08:58.400]  不只是這樣
[00:08:58.400 --> 00:09:00.400]  包括你的平常具體的生活
[00:09:00.400 --> 00:09:02.400]  你對弟兄姊妹的愛
[00:09:02.400 --> 00:09:06.400]  還有你對福祉的這種的切募
[00:09:06.400 --> 00:09:10.400]  你對神給託付你的使命的這種的忠誠
[00:09:10.400 --> 00:09:13.400]  然後你跟其他人的那種關係等等
[00:09:13.400 --> 00:09:15.400]  在很多的層面
[00:09:15.400 --> 00:09:19.400]  你都能夠體現出來一個敬錢的一個狀態
[00:09:19.400 --> 00:09:24.400]  不只是那種好像在宗教的概念裡面
[00:09:24.400 --> 00:09:26.400]  我們所接觸的那種
[00:09:26.400 --> 00:09:28.400]  就是你修煉起來關起門來的那種
[00:09:28.400 --> 00:09:31.400]  不是那種
[00:09:31.400 --> 00:09:33.400]  彼得也向我們保證
[00:09:33.400 --> 00:09:37.400]  神已經將這一切所需的賜給我們了
[00:09:37.400 --> 00:09:44.400]  叫我們能夠靠著這一切過一個聖潔的生活
[00:09:44.400 --> 00:09:47.400]  這個賜予的明證就是
[00:09:47.400 --> 00:09:49.400]  神將兩樣的事情
[00:09:49.400 --> 00:09:51.400]  剛才經文裡面所講的
[00:09:51.400 --> 00:09:57.400]  就是有關生命還有前進的事情賜給我們
[00:09:57.400 --> 00:10:02.400]  這個是我們要追求屬靈長進的一個理由
[00:10:02.400 --> 00:10:06.400]  因為神已經主動給了我們這一些很重要的事情
[00:10:06.400 --> 00:10:10.400]  然後第二個理由就是因為神的這個應許
[00:10:10.400 --> 00:10:13.400]  那神透過自己的大能賜給我們
[00:10:13.400 --> 00:10:17.400]  叫我們能過聖潔生活的一切
[00:10:17.400 --> 00:10:20.400]  關乎生命還有前進的事
[00:10:20.400 --> 00:10:24.400]  所以這些關乎生命還有前進的事情包括什麼呢?
[00:10:24.400 --> 00:10:28.400]  也包括神的聖言
[00:10:28.400 --> 00:10:33.400]  神的聖言裡面有很多很寶貴的應許
[00:10:33.400 --> 00:10:35.400]  那有人統計過
[00:10:35.400 --> 00:10:40.400]  聖經裡面至少有三萬個應許
[00:10:40.400 --> 00:10:42.400]  就是有關神的應許
[00:10:42.400 --> 00:10:43.400]  我沒有統計我不知道
[00:10:43.400 --> 00:10:45.400]  我也是看一些資料
[00:10:45.400 --> 00:10:48.400]  他說大概至少有三萬個應許
[00:10:48.400 --> 00:10:51.400]  我不曉得在你的生命裡面
[00:10:51.400 --> 00:10:54.400]  你經歷了多少神這樣的應許
[00:10:54.400 --> 00:10:56.400]  有一個作家叫約翰·班揚
[00:10:56.400 --> 00:10:59.400]  就是寫天路歷程的作者
[00:10:59.400 --> 00:11:01.400]  他說生命的路途上
[00:11:01.400 --> 00:11:03.400]  韋石撒滿了神的應許
[00:11:03.400 --> 00:11:08.400]  以致我們每一步都踏在神的應許上面
[00:11:08.400 --> 00:11:11.400]  所以我們很難怪彼得在這裡說
[00:11:11.400 --> 00:11:15.400]  這個神的應許是又寶貴又極大的
[00:11:15.400 --> 00:11:17.400]  這些應許能夠讓我們
[00:11:17.400 --> 00:11:19.400]  就是我們這些信徒
[00:11:19.400 --> 00:11:23.400]  可以脫離從世上來的敗壞
[00:11:23.400 --> 00:11:29.400]  然後可以抵擋一切的試探
[00:11:29.400 --> 00:11:32.400]  這些的應許
[00:11:32.400 --> 00:11:34.400]  神已經賜給我們了
[00:11:34.400 --> 00:11:36.400]  這個是一個完成的時代
[00:11:36.400 --> 00:11:38.400]  不是將來的時代
[00:11:38.400 --> 00:11:41.400]  我們得著了這些的應許
[00:11:41.400 --> 00:11:43.400]  而我們得著這些應許
[00:11:43.400 --> 00:11:46.400]  很重要的一個原因
[00:11:46.400 --> 00:11:48.400]  就是我們因為認識神
[00:11:48.400 --> 00:11:52.400]  所以可以分享神的性情
[00:11:52.400 --> 00:11:55.400]  我們在神的性情上面有份
[00:11:55.400 --> 00:12:00.400]  所以我們能夠活出一個聖潔的生活
[00:12:00.400 --> 00:12:03.400]  跟這個世界有別的生活
[00:12:03.400 --> 00:12:05.400]  那我們在認識神以後
[00:12:05.400 --> 00:12:10.400]  我們就能夠來回應神的這個應許
[00:12:10.400 --> 00:12:12.400]  這個是經文裡面所講到的
[00:12:12.400 --> 00:12:17.400]  我們要追求屬靈成長的理由
[00:12:17.400 --> 00:12:18.400]  有兩個方面
[00:12:18.400 --> 00:12:21.400]  一個是因為神的恩昭
[00:12:21.400 --> 00:12:24.400]  另外一個是因為神的應許
[00:12:24.400 --> 00:12:27.400]  所以經文接下來在第五節裡面就講
[00:12:27.400 --> 00:12:30.400]  正因為這個緣故
[00:12:30.400 --> 00:12:32.400]  你們要分外的因情
[00:12:32.400 --> 00:12:33.400]  就因為這個緣故
[00:12:33.400 --> 00:12:37.400]  就是因為前面第三節和第四節裡面
[00:12:37.400 --> 00:12:39.400]  所講的這個理由
[00:12:39.400 --> 00:12:42.400]  所以彼得在這裡勸勉
[00:12:42.400 --> 00:12:45.400]  所有的信徒要分外的因情
[00:12:45.400 --> 00:12:47.400]  那接下來他就開始講
[00:12:47.400 --> 00:12:49.400]  應該要怎麼做呢?
[00:12:49.400 --> 00:12:53.400]  他提到有八種信徒應該有的品德
[00:12:53.400 --> 00:12:56.400]  那這個是靈命長進應有的品德
[00:12:56.400 --> 00:12:59.400]  這裡大家看到的紅字的部分
[00:12:59.400 --> 00:13:04.400]  就是這八個彼得提出來的應有的品德
[00:13:04.400 --> 00:13:09.400]  包括有信心、德行、知識、節制、忍耐、前進
[00:13:09.400 --> 00:13:12.400]  愛弟兄的心、愛眾人的心
[00:13:12.400 --> 00:13:14.400]  我想請問八樣都有的
[00:13:14.400 --> 00:13:17.400]  可以舉一下手嗎?
[00:13:17.400 --> 00:13:19.400]  沒有嗎?
[00:13:19.400 --> 00:13:25.400]  有一樣的呢?
[00:13:25.400 --> 00:13:28.400]  至少我看到一些弟兄姐妹舉手了
[00:13:28.400 --> 00:13:29.400]  至少你覺得有一樣
[00:13:29.400 --> 00:13:30.400]  我不曉得是哪一樣
[00:13:30.400 --> 00:13:35.400]  可能是忍耐、可能是節制、可能是信心等等
[00:13:35.400 --> 00:13:37.400]  可是在這八樣裡面
[00:13:37.400 --> 00:13:42.400]  彼得首先提出了第一樣就是信心
[00:13:42.400 --> 00:13:45.400]  這一點是最基礎的
[00:13:45.400 --> 00:13:51.400]  信心我想所有的基督徒或者所有的弟兄姐妹
