
[00:00:00.000 --> 00:00:02.000]  好 我們同心討共
[00:00:02.000 --> 00:00:05.560]  希望我們求禰的話語去激勵我們
[00:00:05.560 --> 00:00:08.900]  讓我們明白進行生命有改變
[00:00:08.900 --> 00:00:10.900]  我們盼望我們離開這個教堂
[00:00:10.900 --> 00:00:13.300]  我們的心態都有點點的不同
[00:00:13.300 --> 00:00:15.000]  我們教徒來求禰加力
[00:00:15.000 --> 00:00:17.000]  奉主明求 阿們
[00:00:17.000 --> 00:00:19.800]  在大約二十年前
[00:00:19.800 --> 00:00:22.500]  有一段時間我就經常流鼻血
[00:00:22.500 --> 00:00:25.000]  每天都流的 流得很厲害
[00:00:25.000 --> 00:00:27.600]  我就再摸摸後腦發覺
[00:00:27.600 --> 00:00:29.600]  後腦一塊塊腫起
[00:00:29.600 --> 00:00:32.000]  很害怕 不知道發生什麼事
[00:00:32.000 --> 00:00:33.600]  去看醫生
[00:00:33.600 --> 00:00:37.400]  醫生說陳先生你可能有鼻咽癌
[00:00:37.400 --> 00:00:41.800]  當年的癌症的死亡率比今天高
[00:00:41.800 --> 00:00:44.200]  我更害怕
[00:00:44.200 --> 00:00:47.000]  那晚回到家真的睡不着覺
[00:00:47.000 --> 00:00:48.800]  我很少失眠
[00:00:48.800 --> 00:00:51.800]  那晚看着天花板眼光光
[00:00:51.800 --> 00:00:55.600]  癌症可能會死
[00:00:55.600 --> 00:00:57.400]  越想越害怕
[00:00:57.400 --> 00:01:01.600]  這也要安排 想想我的後事怎麼安排
[00:01:01.600 --> 00:01:05.200]  想想我的遺產怎麼分佈
[00:01:05.200 --> 00:01:07.000]  其實我沒什麼錢
[00:01:07.000 --> 00:01:10.200]  想想這也要處理
[00:01:10.200 --> 00:01:11.800]  越想越害怕
[00:01:11.800 --> 00:01:14.400]  再去看一個專科
[00:01:14.400 --> 00:01:16.800]  這個專科醫生說陳先生
[00:01:16.800 --> 00:01:20.400]  你不是鼻咽癌 你是鼻咽發炎
[00:01:20.400 --> 00:01:22.400]  我真是輸一口氣
[00:01:22.400 --> 00:01:25.200]  我的後遺症就是我沒什麼嗅覺
[00:01:25.200 --> 00:01:29.400]  所以好處就是很臭我也不知道
[00:01:29.400 --> 00:01:32.000]  不好處就是你流黴氣我也不知道
[00:01:32.000 --> 00:01:34.200]  因爲我沒什麼嗅覺
[00:01:34.200 --> 00:01:37.000]  但其實人是會害怕
[00:01:37.000 --> 00:01:40.800]  當你遇到一些你不知道的前路
[00:01:40.800 --> 00:01:45.200]  當你遇到你可能會失去 可能會分離
[00:01:45.200 --> 00:01:47.400]  我那晚那麼害怕 我害怕什麼呢
[00:01:47.400 --> 00:01:49.400]  我害怕失去我的家人
[00:01:49.400 --> 00:01:51.200]  我害怕失去我的事業
[00:01:51.200 --> 00:01:54.600]  我害怕失去我的弟兄姊妹 我很害怕
[00:01:54.600 --> 00:01:56.600]  當你面對這些的時候
[00:01:56.600 --> 00:01:57.800]  你會害怕
[00:01:57.800 --> 00:02:02.600]  你一害怕就很容易令我們有一些錯的決定
[00:02:02.600 --> 00:02:06.400]  很容易令我們的人生去偏差
[00:02:06.400 --> 00:02:09.000]  所以恐懼是一個敵人
[00:02:09.000 --> 00:02:11.400]  恐懼要面對
[00:02:11.400 --> 00:02:15.800]  我們需要勇氣去面對我們人生種種苦難
[00:02:15.800 --> 00:02:19.200]  所帶來的驚恐 恐懼
[00:02:19.200 --> 00:02:24.800]  究竟我們有沒有一個榜樣可以效法呢
[00:02:24.800 --> 00:02:26.600]  我想起耶穌
[00:02:26.600 --> 00:02:29.200]  耶穌固然是神
[00:02:29.200 --> 00:02:33.000]  但耶穌也是一個完完全全的人
[00:02:33.000 --> 00:02:37.000]  是一個我們可以效法的對象
[00:02:37.000 --> 00:02:40.200]  在早期教會有一個很大的爭拗
[00:02:40.200 --> 00:02:42.200]  究竟耶穌是誰呢
[00:02:42.200 --> 00:02:45.200]  耶穌是神還是人呢
[00:02:45.200 --> 00:02:50.600]  去到公元451年有一個大公會議在加克敦
[00:02:50.600 --> 00:02:53.400]  這個加克敦的大公會議就確立了
[00:02:53.400 --> 00:02:56.200]  耶穌的神人異性
[00:02:56.200 --> 00:02:58.000]  耶穌完全是神
[00:02:58.000 --> 00:03:00.000]  但耶穌也完全是人
[00:03:00.000 --> 00:03:02.600]  祂的神人異性是並存
[00:03:02.600 --> 00:03:04.800]  而且是不相混淆
[00:03:04.800 --> 00:03:06.400]  不相改變
[00:03:06.400 --> 00:03:07.600]  不能分割
[00:03:07.600 --> 00:03:09.600]  也都不能離散
[00:03:09.600 --> 00:03:13.000]  如果今天正統教會正統的信仰
[00:03:13.000 --> 00:03:16.600]  都會信這個耶穌神人異性
[00:03:16.600 --> 00:03:20.400]  這四個的觀念
[00:03:20.400 --> 00:03:22.200]  耶穌的確是神
[00:03:22.200 --> 00:03:23.400]  我們在教會講道
[00:03:23.400 --> 00:03:26.200]  我們很多時候會講耶穌的神性
[00:03:26.200 --> 00:03:27.200]  祂道成肉身
[00:03:27.200 --> 00:03:28.200]  祂的救贖
[00:03:28.200 --> 00:03:29.600]  這個很重要的
[00:03:29.600 --> 00:03:32.800]  如果我們每次講道德
[00:03:32.800 --> 00:03:34.600]  我覺得有些偏差
[00:03:34.600 --> 00:03:37.200]  但我們不要忘記不要忽略
[00:03:37.200 --> 00:03:39.600]  耶穌既是神亦是人
[00:03:39.600 --> 00:03:43.400]  祂的人性的榜樣
[00:03:43.400 --> 00:03:46.000]  是我們可以效仿
[00:03:46.000 --> 00:03:48.600]  耶穌完全是人
[00:03:48.600 --> 00:03:51.200]  祂也是一個完全的人
[00:03:51.200 --> 00:03:53.800]  所以祂的生命是值得我們效仿
[00:03:53.800 --> 00:03:55.600]  我們今天看這一段經文
[00:03:55.600 --> 00:03:56.600]  是《喀西瑪利園》
[00:03:56.600 --> 00:03:58.600]  大家很熟悉
[00:03:58.600 --> 00:04:00.600]  你試一下幻想一下
[00:04:00.600 --> 00:04:03.000]  你試一下好像拍戲一樣
[00:04:03.000 --> 00:04:05.000]  你投入這個角色
[00:04:05.000 --> 00:04:07.600]  喀嘛嘛心宵時分
[00:04:07.600 --> 00:04:09.800]  去到一個荒郊
[00:04:09.800 --> 00:04:11.600]  喀西瑪利園
[00:04:11.600 --> 00:04:12.800]  你是領袖
[00:04:12.800 --> 00:04:16.200]  你帶着你十一個的門徒
[00:04:16.200 --> 00:04:17.800]  在那裏要面對
[00:04:17.800 --> 00:04:19.600]  耶穌要面對的事情
[00:04:19.600 --> 00:04:20.600]  你試一下
[00:04:20.600 --> 00:04:24.000]  和耶穌一起去經歷這個心路歷程
[00:04:24.000 --> 00:04:30.400]  我想大家再讀一讀第32到第34節
[00:04:30.400 --> 00:04:32.800]  他們來到一個地方
[00:04:32.800 --> 00:04:34.600]  名叫喀西瑪利
[00:04:34.600 --> 00:04:36.400]  耶穌對門徒說
[00:04:36.400 --> 00:04:38.000]  你們坐在這裏
[00:04:38.000 --> 00:04:39.400]  我去禱告
[00:04:39.400 --> 00:04:45.200]  於是他帶着彼得、雅各和約翰同去
[00:04:45.200 --> 00:04:46.400]  極其難過
[00:04:46.400 --> 00:04:47.800]  對他們說
[00:04:47.800 --> 00:04:50.000]  我心裏非常憂傷
[00:04:50.000 --> 00:04:51.400]  幾乎要死
[00:04:51.400 --> 00:04:53.200]  你們留在這裏
[00:04:53.200 --> 00:04:55.000]  要警醒
[00:04:55.000 --> 00:04:57.600]  耶穌和門徒去到一個地方
[00:04:57.600 --> 00:04:59.800]  叫做喀西瑪利
[00:04:59.800 --> 00:05:01.600]  喀西瑪利是在耶路撒冷
[00:05:01.600 --> 00:05:03.200]  和聖殿的東邊
[00:05:03.200 --> 00:05:04.800]  你過了吸輪谷
[00:05:04.800 --> 00:05:07.000]  就會去到橄欖山
[00:05:07.000 --> 00:05:09.600]  山腳就是喀西瑪利
