
[00:00:00.000 --> 00:00:03.320]  「菩薩姐妹」讓我們聽到以先同心的禱告
[00:00:03.320 --> 00:00:06.640]  「菩薩姐妹」讓我們聽到之前先同心禱告
[00:00:06.640 --> 00:00:12.100]  「菩薩」多謝祢讓我們能夠回到祢的說話裡面
[00:00:12.100 --> 00:00:15.020]  求祢幫助我們接著祢的說話
[00:00:15.020 --> 00:00:19.740]  讓我們能夠從將來生命維生在祢的當中
[00:00:19.740 --> 00:00:22.140]  明白祢是怎樣的一位主
[00:00:22.140 --> 00:00:23.500]  貼近主祢
[00:00:23.500 --> 00:00:24.760]  與主祢同行
[00:00:24.760 --> 00:00:25.800]  求祢的幫助
[00:00:25.800 --> 00:00:29.140]  現在「菩薩姐妹」讓我們再次有機會
[00:00:29.140 --> 00:00:30.800]  打開祢的話語
[00:00:30.800 --> 00:00:32.360]  讓我們能夠知道
[00:00:32.360 --> 00:00:34.140]  怎樣貼近祢的心
[00:00:34.140 --> 00:00:36.560]  來隨著祢的教訓
[00:00:36.560 --> 00:00:39.480]  來到我們跟祢一起同行
[00:00:39.480 --> 00:00:40.700]  求祢的幫助
[00:00:40.700 --> 00:00:42.060]  帶領我們每一個
[00:00:42.060 --> 00:00:43.120]  我們禱告
[00:00:43.120 --> 00:00:44.540]  封主耶穌的名臣
[00:00:44.540 --> 00:00:45.540]  Amen
[00:00:45.540 --> 00:00:48.720]  究竟什麼叫「與神同行」呢?
[00:00:48.720 --> 00:00:50.540]  什麼是「與神同行」呢?
[00:00:50.540 --> 00:00:52.620]  這個教會的神明經常都說的
[00:00:52.620 --> 00:00:54.180]  在教會裡經常講
[00:00:54.180 --> 00:00:56.900]  很多時候我們認為「與神同行」
[00:00:56.900 --> 00:00:59.700]  就是「有事的時候與神同行」
[00:00:59.700 --> 00:01:01.460]  很多時候我們認為
[00:01:01.460 --> 00:01:03.800]  「與神同行」就是「有事的時候與神同行」
[00:01:03.800 --> 00:01:05.860]  就是因為這種思維
[00:01:05.860 --> 00:01:07.120]  就是因為這種思維
[00:01:07.120 --> 00:01:09.420]  就誘發了很多錯誤的神學出來
[00:01:09.420 --> 00:01:11.580]  就誘發出很多錯誤的神學出來
[00:01:11.580 --> 00:01:12.820]  所以
[00:01:12.820 --> 00:01:15.000]  在祈禱學的上面又錯了
[00:01:15.000 --> 00:01:16.540]  所以在祈禱上又錯了
[00:01:16.540 --> 00:01:17.980]  有事就祈禱了
[00:01:17.980 --> 00:01:19.140]  有事就祈禱
[00:01:19.140 --> 00:01:20.740]  沒有事的時候
[00:01:20.740 --> 00:01:21.660]  就感恩而已
[00:01:21.660 --> 00:01:23.900]  就這樣講一下感恩的話就算了
[00:01:23.900 --> 00:01:26.820]  沒事的時候就說些感恩的話就算了
[00:01:26.820 --> 00:01:30.820]  有事的時候才覺得「與神同行」才重要的
[00:01:30.820 --> 00:01:33.680]  有事的時候才覺得「與神同行」很重要
[00:01:33.680 --> 00:01:36.300]  平日上帝讓我們可以自由
[00:01:36.300 --> 00:01:38.300]  出入自由去開心
[00:01:38.300 --> 00:01:41.600]  平時就讓我們自由而高興
[00:01:41.600 --> 00:01:44.680]  究竟「與神同行」是不是這麼簡單的事情呢?
[00:01:44.680 --> 00:01:46.860]  是不是「與神同行」就這麼簡單的事情呢?
[00:01:46.860 --> 00:01:48.720]  還是比這件事更多呢?
[00:01:48.720 --> 00:01:50.120]  還是比這件事更多呢?
[00:01:50.120 --> 00:01:52.660]  不如我們試一下算一算
[00:01:52.660 --> 00:01:54.460]  不如我們來算一算
[00:01:54.460 --> 00:01:56.780]  當一個基督徒的人生有一百年
[00:01:56.780 --> 00:01:59.940]  當一個基督徒的人生有一百年
[00:01:59.940 --> 00:02:01.940]  當你是二十歲開始信主
[00:02:01.940 --> 00:02:03.460]  當你是二十歲開始信主
[00:02:03.460 --> 00:02:05.100]  你總共有八十年的時間
[00:02:05.100 --> 00:02:06.900]  你有八十年的時間
[00:02:06.900 --> 00:02:08.580]  你們幸福一點吧
[00:02:08.580 --> 00:02:10.100]  或者有人覺得發幸的
[00:02:10.100 --> 00:02:12.100]  回來教會牧師講道
[00:02:12.100 --> 00:02:14.100]  每個禮拜都整個小時長的
[00:02:14.100 --> 00:02:17.820]  回到教會牧師講道有一個多小時
[00:02:17.820 --> 00:02:20.340]  一年就當有五十二個禮拜
[00:02:20.340 --> 00:02:21.620]  你回五十個禮拜
[00:02:21.620 --> 00:02:23.340]  有兩個禮拜去旅行
[00:02:23.340 --> 00:02:25.340]  一年有五十二個星期
[00:02:25.340 --> 00:02:27.580]  就當你有一共五十個星期
[00:02:27.580 --> 00:02:29.380]  其中有兩個星期去旅行
[00:02:29.380 --> 00:02:33.820]  那你一年只聽五十個小時的講道
[00:02:33.820 --> 00:02:36.660]  一年你就聽五十個小時的講道
[00:02:36.660 --> 00:02:39.460]  那如果你有八十年的基督徒人生
[00:02:39.460 --> 00:02:42.020]  如果你有八十年的基督徒的人生
[00:02:42.020 --> 00:02:45.780]  總共你只得四千個小時的日子
[00:02:45.780 --> 00:02:48.580]  一個人生總有四千個小時
[00:02:48.580 --> 00:02:50.260]  去聽牧師講道
[00:02:50.260 --> 00:02:51.140]  去聽講道
[00:02:51.140 --> 00:02:52.620]  親近下上帝的說話
[00:02:52.620 --> 00:02:54.180]  親近上帝的話語
[00:02:54.180 --> 00:02:55.620]  那我們來看一下
[00:02:55.620 --> 00:02:56.820]  那我們來看一下
[00:02:56.820 --> 00:02:58.620]  聖經這麼多的部份
[00:02:58.620 --> 00:03:01.300]  四千個小時能不能夠講得完呢?
[00:03:01.300 --> 00:03:02.940]  聖經有這麼多部份
[00:03:02.940 --> 00:03:03.860]  四千個小時
[00:03:03.860 --> 00:03:05.300]  能不能全部講完呢?
[00:03:05.300 --> 00:03:06.100]  當然不行
[00:03:06.100 --> 00:03:07.580]  我們用多少時間
[00:03:07.580 --> 00:03:10.380]  除了班主、崇拜去聽講道之外
[00:03:10.380 --> 00:03:12.780]  自己去讀一下聖經的話呢?
[00:03:12.780 --> 00:03:14.580]  我們有多少個時間
[00:03:14.580 --> 00:03:16.580]  除了去聽講道
[00:03:16.580 --> 00:03:18.860]  還要自己在家裏去學習聖經的話語呢?
[00:03:18.860 --> 00:03:21.540]  如果我們聖經的知識是這麼貧乏的話
[00:03:21.540 --> 00:03:23.660]  如果我們聖經的知識有這麼頻繁的話
[00:03:23.660 --> 00:03:27.420]  我們又怎樣去走與神同行的路呢?
[00:03:27.420 --> 00:03:30.700]  我們才能怎麼去行與神同行的路呢?
[00:03:30.700 --> 00:03:34.020]  甚至上帝要帶你走某一條的路
[00:03:34.020 --> 00:03:36.660]  所以說上帝帶你去走一條路
[00:03:36.660 --> 00:03:40.860]  你又能不能認得出這條是上帝要你走的道路呢?
[00:03:40.860 --> 00:03:43.660]  你能否認得出這條路是上帝給你的路呢?
[00:03:43.660 --> 00:03:47.220]  今天我想跟大家分享的主題就是這方面了
[00:03:47.220 --> 00:03:49.180]  今天跟大家分享的就是這方面
[00:03:49.180 --> 00:03:51.380]  我們怎樣跟神一起行
[00:03:51.380 --> 00:03:52.900]  怎樣跟神一起行
[00:03:52.900 --> 00:03:56.540]  原來跟神一起行是要有一個很特別的關係的
[00:03:56.540 --> 00:03:59.500]  因為跟神同行有一個特別的關係
[00:03:59.500 --> 00:04:02.460]  這個關係我稱之為一種協同的關係
[00:04:02.460 --> 00:04:04.940]  這個關係稱之為協同關係
[00:04:04.940 --> 00:04:08.900]  Synergetic relationship in the Lord
[00:04:08.900 --> 00:04:09.980]  協同關係
[00:04:09.980 --> 00:04:11.820]  怎樣跟神有這麼一個關係
[00:04:11.820 --> 00:04:15.860]  我們才能走出一條真的要侍奉上帝的路
[00:04:15.860 --> 00:04:17.740]  榮神益人的道路呢?
[00:04:17.740 --> 00:04:22.260]  怎樣跟神有關係才能真是侍奉神的路呢?
[00:04:22.260 --> 00:04:27.620]  希望今天開始我們不只是留在四千個鐘頭的光景
[00:04:27.620 --> 00:04:30.900]  希望今天以後不能只是留在四千個小時的光景
