
[00:00:00.000 --> 00:00:03.120]  我們《羅馬書》這個系列裏面講到
[00:00:03.120 --> 00:00:05.500]  最核心的信仰
[00:00:05.500 --> 00:00:08.900]  在《羅馬書》也是基督教裏面最核心的信仰
[00:00:08.900 --> 00:00:11.800]  是「恩順、清義」這個命題
[00:00:11.800 --> 00:00:14.400]  這個命題在保羅的書信裏面
[00:00:14.400 --> 00:00:18.200]  《羅馬書》第四章到第五章要論及的原因
[00:00:18.200 --> 00:00:21.500]  因爲在猶太人自豪的地方
[00:00:21.500 --> 00:00:25.200]  因爲它有律法是上帝所頒佈給他們的
[00:00:25.200 --> 00:00:28.300]  猶太人的經歷和我們中國人的經歷
[00:00:28.300 --> 00:00:30.600]  有非常類同的部分
[00:00:30.600 --> 00:00:33.600]  我們中國人自豪的就是我們的儒家思想
[00:00:33.600 --> 00:00:34.800]  曾經一度是這樣的
[00:00:34.800 --> 00:00:38.100]  因爲在六十幾年前
[00:00:38.100 --> 00:00:41.600]  我們中華民族的那種觀念
[00:00:41.600 --> 00:00:44.400]  仍然是很受儒家思想的影響
[00:00:44.400 --> 00:00:49.600]  直至文初發現了
[00:00:49.600 --> 00:00:52.900]  這個儒家思想經歷了這麼多年之後
[00:00:52.900 --> 00:00:56.800]  演變了很多的梵文玉節
[00:00:56.800 --> 00:00:58.300]  很多的禮教
[00:00:58.300 --> 00:01:01.600]  導致人在生活裏面差不多窒息
[00:01:01.600 --> 00:01:04.700]  無法得到一種自由
[00:01:04.700 --> 00:01:09.100]  特別女性覺得在這種壓迫的底下
[00:01:09.100 --> 00:01:11.000]  就要起來,就要起革命
[00:01:11.000 --> 00:01:13.000]  受到西方思想的影響
[00:01:13.000 --> 00:01:15.900]  而猶太人也都因着律法的緣故
[00:01:15.900 --> 00:01:19.700]  慢慢慢慢演變到成爲了律法主義
[00:01:19.700 --> 00:01:23.800]  很累贅,很多的禮節要守
[00:01:23.800 --> 00:01:28.500]  導致他們享受不了律法給他們原本的真正的自由
[00:01:28.500 --> 00:01:31.700]  這種自豪後來成爲了
[00:01:31.700 --> 00:01:35.700]  猶太人一種雙面人的生活
[00:01:35.700 --> 00:01:38.900]  裏面知道自己沒有達到律法的要求
[00:01:38.900 --> 00:01:40.800]  但外面不斷要求別人
[00:01:40.800 --> 00:01:42.600]  去達到律法的標準
[00:01:42.600 --> 00:01:44.600]  在新紀元裏面耶穌所說的
[00:01:44.600 --> 00:01:46.400]  在法利測量裏面
[00:01:46.400 --> 00:01:54.000]  民事將一些自己肩膊都不能夠肩負起的壓力重擔
[00:01:54.000 --> 00:01:55.500]  放在別人身上
[00:01:55.500 --> 00:01:56.900]  所以耶穌宣佈
[00:01:56.900 --> 00:02:01.200]  我來是叫人得着真正的安息
[00:02:01.200 --> 00:02:03.700]  而且我騙是容易的
[00:02:03.700 --> 00:02:05.800]  我擔子是輕散的
[00:02:05.800 --> 00:02:09.000]  所以今天應該在恩訊輕易的底下
[00:02:09.000 --> 00:02:10.200]  我們得着福音
[00:02:10.200 --> 00:02:14.100]  在福音裏面我們享受到真正的自由
[00:02:14.100 --> 00:02:16.300]  而保祿在這裏必須要回應
[00:02:16.300 --> 00:02:17.700]  在羅馬書第一章
[00:02:17.700 --> 00:02:19.300]  因爲他一早已經說了
[00:02:19.300 --> 00:02:24.100]  福音不是一個創新性的一種論述
[00:02:24.100 --> 00:02:27.300]  而是來自舊約先知的傳統
[00:02:27.300 --> 00:02:30.600]  甚至乎在羅馬書第四章第五章
[00:02:30.600 --> 00:02:36.600]  更加將這種時間推前到阿伯拉罕的時代
[00:02:36.600 --> 00:02:37.600]  當然了
[00:02:37.600 --> 00:02:39.900]  阿伯拉罕究竟和外邦人
[00:02:39.900 --> 00:02:41.100]  就是非猶太人
[00:02:41.100 --> 00:02:42.600]  今天我們坐在這裏的這麼多人
[00:02:42.600 --> 00:02:43.600]  有什麼關係呢?
[00:02:43.600 --> 00:02:48.300]  因爲我們的祖先從來數來數去都數不到阿伯拉罕
[00:02:48.300 --> 00:02:51.000]  在信仰上確實是有關係的
[00:02:51.000 --> 00:02:53.800]  保祿在這裏提到恩訊輕易的問題
[00:02:53.800 --> 00:02:57.000]  他說阿伯拉罕信了上帝
[00:02:57.000 --> 00:02:59.000]  這就算爲他的義了
[00:02:59.000 --> 00:03:01.300]  他說如果工人得工價
[00:03:01.300 --> 00:03:02.700]  就是說在每個月裏面
[00:03:02.700 --> 00:03:03.800]  突然之間你上班
[00:03:03.800 --> 00:03:04.700]  我們月尾了
[00:03:04.700 --> 00:03:06.200]  到你月尾出糧的時候
[00:03:06.200 --> 00:03:07.900]  你不覺得這是恩典
[00:03:07.900 --> 00:03:09.800]  這是你應得的
[00:03:09.800 --> 00:03:10.800]  因爲每個月
[00:03:10.800 --> 00:03:13.600]  你薪酬的負上了你的代價
[00:03:13.600 --> 00:03:16.400]  然後月尾出糧給你
[00:03:16.400 --> 00:03:18.700]  這個是你應得的
[00:03:18.700 --> 00:03:21.400]  哪些纔是你不應得的呢?
[00:03:21.400 --> 00:03:24.800]  就是年尾如果有一些私人公司
[00:03:24.800 --> 00:03:26.800]  會有叫做bonus(獎勵)
[00:03:26.800 --> 00:03:28.700]  那些就叫做不是應得了
[00:03:28.700 --> 00:03:30.100]  就是有第十三個月糧
[00:03:30.100 --> 00:03:31.100]  第十四個月糧
[00:03:31.100 --> 00:03:34.100]  甚至有些公司有十八個月糧
[00:03:34.100 --> 00:03:36.000]  一次過發放給員工
[00:03:36.000 --> 00:03:37.900]  那些就不是應得了
[00:03:37.900 --> 00:03:41.800]  如果是我們每一個月得的薪金
[00:03:41.800 --> 00:03:42.900]  這個是應得的
[00:03:42.900 --> 00:03:44.000]  所以保羅就說
[00:03:44.000 --> 00:03:47.900]  如果我們是憑行爲得救的話
[00:03:47.900 --> 00:03:49.000]  這些是我們應得的
[00:03:49.000 --> 00:03:51.300]  這些就絕對不是恩典
[00:03:51.300 --> 00:03:54.700]  不過阿伯罕並不是因爲他的行爲得救
[00:03:54.700 --> 00:03:55.700]  當然你會問
[00:03:55.700 --> 00:03:57.900]  阿伯罕離開吳儀是一個行爲
[00:03:57.900 --> 00:03:59.700]  但是保羅再推出去就說
[00:03:59.700 --> 00:04:01.200]  再推前一步就是說
[00:04:01.200 --> 00:04:04.000]  阿伯罕因爲信這位上帝的呼召
[00:04:04.000 --> 00:04:05.900]  因爲信這位上帝
[00:04:05.900 --> 00:04:09.700]  所以他用行動回應證實他的信
[00:04:09.700 --> 00:04:11.900]  這個也是很符合雅各書所說的
[00:04:11.900 --> 00:04:13.800]  一個人說我信的話
[00:04:13.800 --> 00:04:16.800]  就不只是說我頭腦相信
[00:04:16.800 --> 00:04:18.700]  雅各更加嚴重地說
[00:04:18.700 --> 00:04:20.500]  只是頭腦相信有上帝的話
[00:04:20.500 --> 00:04:23.100]  連魔鬼都會信
[00:04:23.100 --> 00:04:24.600]  兄弟姐妹不要搞錯
[00:04:24.600 --> 00:04:27.200]  魔鬼都信上帝的存在
[00:04:27.200 --> 00:04:29.900]  但是魔鬼卻活譯上帝
[00:04:29.900 --> 00:04:32.600]  今天信徒和魔鬼的分別是什麼
[00:04:32.600 --> 00:04:34.800]  就是我們不只是頭腦相信
[00:04:34.800 --> 00:04:37.800]  今天有些信徒只是頭腦相信上帝
[00:04:37.800 --> 00:04:40.800]  但是從來沒有信服過上帝
[00:04:40.800 --> 00:04:45.500]  這種行徑證明了他的信是有問題的
[00:04:45.500 --> 00:04:46.700]  我們知道
[00:04:46.700 --> 00:04:51.200]  阿伯罕究竟是未受國禮之前的恩訊清議
[00:04:51.200 --> 00:04:53.200]  還是受國禮之後的恩訊清議
[00:04:53.200 --> 00:04:55.800]  這個也是保羅要回應
[00:04:55.800 --> 00:04:57.100]  猶太人的問題
[00:04:57.100 --> 00:05:00.000]  因爲上次你還記得我講到的時候提到
[00:05:00.000 --> 00:05:02.700]  猶太人有兩個他們引以自豪的事情
[00:05:02.700 --> 00:05:03.900]  第一就是他擁有了律法
[00:05:03.900 --> 00:05:04.800]  第二就是他有國禮
[00:05:04.800 --> 00:05:08.100]  這個國禮證明了他們是神的選民
[00:05:08.100 --> 00:05:11.100]  是一種特選的民族
[00:05:11.100 --> 00:05:12.800]  但是保羅就提到
[00:05:12.800 --> 00:05:16.300]  阿伯是在受國禮之先去信上帝
[00:05:16.300 --> 00:05:18.500]  所以他的信是在國禮之先
[00:05:18.500 --> 00:05:19.900]  並不是國禮之後
[00:05:19.900 --> 00:05:22.400]  國禮只不過是一個記號
[00:05:22.400 --> 00:05:25.900]  他並沒有告訴我們有任何功勞
[00:05:25.900 --> 00:05:29.200]  保羅就在這裏繼續論述
[00:05:29.200 --> 00:05:34.500]  如果是行律法能夠清議的話
[00:05:34.500 --> 00:05:37.400]  信就沒有果效了
[00:05:37.400 --> 00:05:38.900]  因爲既然我們有一個方法
[00:05:38.900 --> 00:05:41.200]  能夠憑着行爲清議的信
[00:05:41.200 --> 00:05:42.500]  還有什麼意義呢
[00:05:42.500 --> 00:05:46.400]  所以今天基督教的特色在哪裏
[00:05:46.400 --> 00:05:47.300]  弟兄姊妹
[00:05:47.300 --> 00:05:50.400]  是這個世代最大的大話
[00:05:50.400 --> 00:05:51.700]  莫過於一句話
[00:05:51.700 --> 00:05:54.200]  就是說所有宗教都是一樣的
[00:05:54.200 --> 00:05:56.000]  都是道人向善的
[00:05:56.000 --> 00:05:58.000]  這是這個世紀最大的大話
[00:05:58.000 --> 00:06:00.000]  欺騙了衆多的人
[00:06:00.000 --> 00:06:01.900]  也成爲了很多不信主的人
[00:06:01.900 --> 00:06:03.000]  一個藉口
[00:06:03.000 --> 00:06:06.100]  一句信口開河的說話
[00:06:06.100 --> 00:06:08.200]  基督教的獨特之處
[00:06:08.200 --> 00:06:10.000]  正正因爲人不能夠接受
[00:06:10.000 --> 00:06:10.500]  因爲什麼
[00:06:10.500 --> 00:06:14.400]  因爲我們沒有任何功勞在這個救恩裏面
[00:06:14.400 --> 00:06:18.900]  我們沒有任何可以做丁點兒的東西
[00:06:18.900 --> 00:06:20.600]  加增在救恩裏面
[00:06:20.600 --> 00:06:23.900]  我們獲以獎賞或者任何回報
[00:06:23.900 --> 00:06:27.600]  阿伯拉罕不是因爲他有行爲被清議
[00:06:27.600 --> 00:06:30.100]  是因爲他的信心被清議
[00:06:30.100 --> 00:06:31.100]  正正因爲這樣
[00:06:31.100 --> 00:06:37.800]  他就成爲了受國禮和不受國禮人的屬靈的父親
[00:06:37.800 --> 00:06:41.600]  保羅繼續的一種演說論述就說
[00:06:41.600 --> 00:06:43.500]  這樣的時候究竟發生了什麼事呢
[00:06:43.500 --> 00:06:47.500]  阿伯拉罕因着信神的應許而被稱爲義
[00:06:47.500 --> 00:06:49.400]  阿伯拉罕的信是有內容的
[00:06:49.400 --> 00:06:50.400]  在保羅來說
[00:06:50.400 --> 00:06:51.300]  這個內容是什麼呢
[00:06:51.300 --> 00:06:54.200]  他說阿伯拉罕相信那個叫死人復活
[00:06:54.200 --> 00:06:56.600]  使無變有的上帝
[00:06:56.600 --> 00:06:58.900]  我們不太理解
[00:06:58.900 --> 00:07:03.400]  保羅的觀念和希伯來書作者的觀念一樣
[00:07:03.400 --> 00:07:09.500]  阿伯拉罕能夠殺以殺來獻祭的話
[00:07:09.500 --> 00:07:10.800]  他能夠殺得下
[00:07:10.800 --> 00:07:12.500]  他真的預備了殺
[00:07:12.500 --> 00:07:15.300]  不過上帝是攔截了他
[00:07:15.300 --> 00:07:18.500]  他能夠下刀殺以殺來獻祭
[00:07:18.500 --> 00:07:23.800]  是因爲他相信是上帝能夠叫死人復活的上帝
[00:07:23.800 --> 00:07:29.800]  究竟阿伯拉罕能夠相信上帝叫死人復活的這個觀念是怎麼來的呢
