
[00:00:00.000 --> 00:00:02.760]  著名的台灣作家「瓊瑤」
[00:00:02.760 --> 00:00:04.760]  有沒有人看過她的書呢?
[00:00:04.760 --> 00:00:10.640]  她的書經常都會被改寫成電影
[00:00:10.640 --> 00:00:13.400]  拍成電影、電視劇集
[00:00:13.400 --> 00:00:18.440]  十多年前有一套很風行一時的《橫豬格格》
[00:00:18.440 --> 00:00:19.680]  可能大家都有看過
[00:00:19.680 --> 00:00:21.800]  也是她的作品
[00:00:21.800 --> 00:00:24.440]  她今年已經79歲了
[00:00:24.440 --> 00:00:28.520]  最近她在Facebook上寫了一封公開信
[00:00:28.520 --> 00:00:31.560]  給她的兒子和媳婦
[00:00:31.560 --> 00:00:34.120]  表明了她的意願
[00:00:34.120 --> 00:00:38.000]  日後當她的健康情況惡化的時候
[00:00:38.000 --> 00:00:44.200]  叫她的兒子不要讓她接受急救
[00:00:44.200 --> 00:00:46.880]  和維持生命的治療
[00:00:46.880 --> 00:00:50.200]  包括插鼻喉、胃喉、尿喉
[00:00:50.200 --> 00:00:59.120]  電擊、使用心肺機、人工心肺
[00:00:59.120 --> 00:01:02.800]  也拒絕接受大手術
[00:01:02.800 --> 00:01:05.760]  她希望自己能夠沒有痛苦
[00:01:05.760 --> 00:01:08.720]  有尊嚴地離開這個世界
[00:01:08.720 --> 00:01:13.120]  她擔心兒子和媳婦因為不捨得她
[00:01:13.120 --> 00:01:16.680]  就要勉強留住她的軀體
[00:01:16.680 --> 00:01:20.680]  使她成為一個求生不得、求死不能
[00:01:20.680 --> 00:01:25.800]  終日臥床的老人家
[00:01:25.800 --> 00:01:28.680]  瓊瑤寫的都是浪漫的愛情小說
[00:01:28.680 --> 00:01:34.280]  想不到她對死亡可以看得這麼灑脫
[00:01:34.280 --> 00:01:36.560]  其實一個人對死亡的看法
[00:01:36.560 --> 00:01:40.120]  和她的信仰有密切的關係
[00:01:40.120 --> 00:01:45.840]  曾經有人對臨終病人做過研究
[00:01:45.840 --> 00:01:48.560]  發現那些有信仰的人
[00:01:48.560 --> 00:01:51.560]  相信自己死後會上天堂
[00:01:51.560 --> 00:01:55.560]  他們面對死亡時是毫無懼惜的
[00:01:55.560 --> 00:01:59.160]  至於那些相信人死如燈滅的人
[00:01:59.160 --> 00:02:00.360]  他們也不怕死
[00:02:00.360 --> 00:02:05.280]  因為他們相信人死後就一了百了
[00:02:05.280 --> 00:02:09.280]  最怕死的你猜是甚麼人呢?
[00:02:09.280 --> 00:02:10.880]  是那些有信仰
[00:02:10.880 --> 00:02:15.880]  不過信得不穩陣、信一點不信一點的人
[00:02:15.880 --> 00:02:20.040]  他們沒有把握自己能夠有永生
[00:02:20.040 --> 00:02:21.840]  死後能夠上天堂
[00:02:21.840 --> 00:02:24.160]  所以在他們臨死的時候
[00:02:24.160 --> 00:02:27.080]  他們就會有很多的掙扎
[00:02:27.080 --> 00:02:30.880]  其實一個人怎樣看死亡和死後的狀況
[00:02:30.880 --> 00:02:35.160]  也會影響到他在生的時候的生活方式
[00:02:35.160 --> 00:02:36.760]  我今天講到的題目是
[00:02:36.760 --> 00:02:39.000]  「我信身體復活」
[00:02:39.000 --> 00:02:45.000]  這個也是《仕途信經》的尾二一句
[00:02:45.000 --> 00:02:48.880]  我們講《仕途信經》也差不多到尾聲了
[00:02:48.880 --> 00:02:50.960]  大家懂得背嗎?
[00:02:50.960 --> 00:02:52.680]  背來聽聽
[00:02:52.680 --> 00:02:56.680]  懂得背嗎?我們一會兒再一起背
[00:02:56.680 --> 00:02:58.680]  有人可能會說
[00:02:58.680 --> 00:03:00.520]  「我今生還沒搞定」
[00:03:00.520 --> 00:03:02.240]  「你這麼快講復活」
[00:03:02.240 --> 00:03:04.280]  「這件事有甚麼重要呢?」
[00:03:04.280 --> 00:03:06.240]  其實復活這個問題
[00:03:06.240 --> 00:03:10.120]  不僅與死亡有關
[00:03:10.120 --> 00:03:12.640]  也影響到我們的人生觀
[00:03:12.640 --> 00:03:16.360]  現在我想跟大家一起藉著保羅的教導
[00:03:16.360 --> 00:03:20.560]  看看身體復活對我們今生有甚麼意義
[00:03:20.560 --> 00:03:22.960]  身體復活這個教義
[00:03:22.960 --> 00:03:25.480]  在基督教信仰來說是非常重要的
[00:03:25.480 --> 00:03:28.400]  所以保羅在哥林多前書第十五章
[00:03:28.400 --> 00:03:31.000]  用了一個相當長的篇幅
[00:03:31.000 --> 00:03:35.840]  來糾正哥林多人這方面的錯誤觀念
[00:03:35.840 --> 00:03:41.840]  哥林多教會受著希臘哲學思想影響
[00:03:41.840 --> 00:03:45.920]  其中一位出名的哲學家是帕拉圖
[00:03:45.920 --> 00:03:50.120]  他認為世上所有物質都會變化
[00:03:50.120 --> 00:03:51.320]  是會腐爛的
[00:03:51.320 --> 00:03:54.920]  整個物質世界包括了人的肉體
[00:03:54.920 --> 00:03:57.480]  其實都是短暫的
[00:03:57.480 --> 00:03:58.320]  沒有價值的
[00:03:58.320 --> 00:04:03.840]  唯有人的靈魂才是永垂不朽
[00:04:03.840 --> 00:04:05.880]  他認為人在生的時候
[00:04:05.880 --> 00:04:10.320]  我們的永恆的靈魂
[00:04:10.320 --> 00:04:15.040]  是受著肉體、軀體的拘禁、限制
[00:04:15.040 --> 00:04:16.480]  不能夠自由
[00:04:16.480 --> 00:04:18.280]  到他死的時候
[00:04:18.280 --> 00:04:20.640]  他就能夠恢復自由
[00:04:20.640 --> 00:04:27.200]  而他的靈魂也可以回到永恆的居所
[00:04:27.200 --> 00:04:30.880]  這種思想一直都影響著基督教
[00:04:30.880 --> 00:04:34.520]  當中包括了哥林多教會也是受著影響
[00:04:34.520 --> 00:04:37.560]  他們相信基督的救贖
