
[00:00:00.000 --> 00:00:02.320]  我繼續思想《羅馬書》第七十一講
[00:00:02.320 --> 00:00:04.320]  「無要追求和睦」
[00:00:04.320 --> 00:00:06.520]  《羅馬書》十四章十五章一個重點
[00:00:06.520 --> 00:00:08.520]  就講到人際關係的相處
[00:00:08.520 --> 00:00:11.320]  不單只應用在教會裏面的相處
[00:00:11.320 --> 00:00:14.120]  而是在我們家庭工作裏面有很大的提醒
[00:00:14.120 --> 00:00:16.120]  其中人際關係一個問題就是
[00:00:16.120 --> 00:00:18.520]  我們有各人自己的執著
[00:00:18.520 --> 00:00:19.920]  各人的動見
[00:00:19.920 --> 00:00:21.320]  各人的小原則
[00:00:21.320 --> 00:00:22.520]  但當這些小原則
[00:00:22.520 --> 00:00:24.020]  我們要其他人接納
[00:00:24.020 --> 00:00:27.520]  或者互相不同的小原則有衝突的時候
[00:00:27.520 --> 00:00:29.120]  就產生很多的矛盾
[00:00:29.120 --> 00:00:30.320]  很多的誤會
[00:00:30.320 --> 00:00:31.520]  有時不謹慎的時候
[00:00:31.520 --> 00:00:32.520]  產生很多的論斷
[00:00:32.520 --> 00:00:33.720]  很多的傷害
[00:00:33.720 --> 00:00:35.120]  所以保羅提醒我們
[00:00:35.120 --> 00:00:37.720]  我們縱然有我們好的小原則的時候
[00:00:37.720 --> 00:00:40.120]  要記得追求更大的事情
[00:00:40.120 --> 00:00:41.320]  就是神家的事情
[00:00:41.320 --> 00:00:42.520]  神國度的事情
[00:00:42.520 --> 00:00:44.320]  和彼此造就的事情
[00:00:44.320 --> 00:00:45.720]  和要珍惜對方
[00:00:45.720 --> 00:00:46.920]  我看今日經文
[00:00:46.920 --> 00:00:49.920]  《羅馬書》十四章第十六到二十三節
[00:00:49.920 --> 00:00:51.520]  我們第一篇讀雙數節
[00:00:51.520 --> 00:00:53.320]  節目讀單數節
[00:00:53.320 --> 00:01:04.720]  不可叫你的善被人誹謗
[00:01:04.720 --> 00:01:06.320]  在這幾樣上
[00:01:06.320 --> 00:01:07.720]  服侍基督的
[00:01:07.720 --> 00:01:09.520]  就為神所喜悅
[00:01:09.520 --> 00:01:18.320]  又為人所稱許
[00:01:18.320 --> 00:01:21.520]  不可因聖物毀壞神的工程
[00:01:21.520 --> 00:01:23.120]  凡物固然潔淨
[00:01:23.120 --> 00:01:25.520]  但有人因聖物叫人跌倒
[00:01:25.520 --> 00:01:35.320]  就是他的罪了
[00:01:35.320 --> 00:01:36.520]  你有信心
[00:01:36.520 --> 00:01:38.920]  就當在神面前守著
[00:01:38.920 --> 00:01:41.720]  人在自己以為可行的事上
[00:01:41.720 --> 00:01:42.920]  能不自責
[00:01:42.920 --> 00:01:54.120]  就有福了
[00:01:54.120 --> 00:01:55.920]  在經文裏我提醒
[00:01:55.920 --> 00:01:58.520]  當我們有不同的因典
[00:01:58.520 --> 00:02:00.320]  不同的小動見
[00:02:00.320 --> 00:02:01.920]  立場等等的時候
[00:02:01.920 --> 00:02:03.120]  在雙處裏面
[00:02:03.120 --> 00:02:06.320]  不要定精在我們自己認為的小動見裏面
[00:02:06.320 --> 00:02:07.520]  雙處定精裏面
[00:02:07.520 --> 00:02:09.720]  一個珍貴能夠同心
[00:02:09.720 --> 00:02:11.320]  能夠興旺神的角度
[00:02:11.320 --> 00:02:12.720]  更珍貴的原則
[00:02:12.720 --> 00:02:14.120]  特別在我們有時
[00:02:14.120 --> 00:02:15.920]  當我們有爭執的時候
[00:02:15.920 --> 00:02:18.920]  我們不要重視是你對還是我對
[00:02:18.920 --> 00:02:20.920]  更重視我們在過程裏面
[00:02:20.920 --> 00:02:22.720]  是珍惜對方的
[00:02:22.720 --> 00:02:24.920]  所以在人際雙處的衝突裏面
[00:02:24.920 --> 00:02:26.120]  其中一個問題就是
[00:02:26.120 --> 00:02:27.120]  我們有沒有看到
[00:02:27.120 --> 00:02:29.120]  珍惜對方這個大原則
[00:02:29.120 --> 00:02:30.720]  我們有沒有看到我們所表達
[00:02:30.720 --> 00:02:32.920]  我們所講的說話
[00:02:32.920 --> 00:02:34.520]  或者我們處理的方法
[00:02:34.520 --> 00:02:36.120]  是一個好的見證
[00:02:36.120 --> 00:02:38.720]  人是接納認同的見證
[00:02:38.720 --> 00:02:41.120]  第一個傷害別人的表達
[00:02:41.120 --> 00:02:43.120]  在這些很多的爭執裏面
[00:02:43.120 --> 00:02:44.920]  人際雙處的爭執裏面
[00:02:44.920 --> 00:02:46.520]  我們要問一個問題
[00:02:46.520 --> 00:02:49.320]  我們是珍惜對方多些
[00:02:49.320 --> 00:02:52.320]  還是更珍惜我們的小的小節
[00:02:52.320 --> 00:02:53.320]  小的偏好
[00:02:53.320 --> 00:02:55.120]  小的原則多些
[00:02:55.120 --> 00:02:57.320]  保羅在這些處理裏面很謹慎
[00:02:57.320 --> 00:02:59.520]  他不否定人有他的原則
[00:02:59.520 --> 00:03:00.920]  或者他的動見
[00:03:00.920 --> 00:03:02.120]  在十六節說
[00:03:02.120 --> 00:03:04.720]  不可叫你的善被人毀謗
[00:03:04.720 --> 00:03:06.920]  即是說你的原則可能都是美麗的
[00:03:06.920 --> 00:03:08.520]  都是一個善來的
[00:03:08.520 --> 00:03:10.320]  但這個只是小的善
[00:03:10.320 --> 00:03:11.320]  這個小的善
[00:03:11.320 --> 00:03:13.520]  如果你是任性去表達的時候
[00:03:13.520 --> 00:03:15.120]  錯誤去應用的時候
[00:03:15.120 --> 00:03:17.920]  或者產生一些無謂的衝突的時候
[00:03:17.920 --> 00:03:20.320]  你的善就被人毀謗
[00:03:20.320 --> 00:03:22.920]  毀謗的字原文就是一個褻瀆的善
[00:03:22.920 --> 00:03:24.120]  去褻瀆了神
[00:03:24.120 --> 00:03:27.320]  或者神的名不能夠得到高舉
[00:03:27.320 --> 00:03:30.120]  所以當我們自己有我們的小原則
[00:03:30.120 --> 00:03:31.520]  我們小的動見
[00:03:31.520 --> 00:03:32.520]  小的立場
[00:03:32.520 --> 00:03:33.520]  小的偏好
[00:03:33.520 --> 00:03:35.320]  我們重視自由的時候
[00:03:35.320 --> 00:03:37.720]  有沒有同時重視我們的表達
[00:03:37.720 --> 00:03:39.720]  重視我們的見證呢
[00:03:39.720 --> 00:03:43.120]  有沒有在你發表你的小原則的時候
[00:03:43.120 --> 00:03:45.120]  你有感受別人的體會
[00:03:45.120 --> 00:03:46.920]  有沒有感受別人的反應呢
[00:03:46.920 --> 00:03:48.920]  還是你不理別人的反應
[00:03:48.920 --> 00:03:50.920]  推你的小原則小動見的時候
[00:03:50.920 --> 00:03:52.920]  產生很多的傷害呢
[00:03:52.920 --> 00:03:54.720]  英語有個表達就是
[00:03:54.720 --> 00:03:57.920]  poor messenger destroys the good message
[00:03:57.920 --> 00:04:01.520]  壞的信差破壞好的信息
[00:04:01.520 --> 00:04:02.720]  基督徒要傳福音
[00:04:02.720 --> 00:04:04.520]  福音就是好的信息
[00:04:04.520 --> 00:04:08.120]  如果我們的表達各樣東西都很任性的時候
[00:04:08.120 --> 00:04:09.920]  我們破壞了這個福音
[00:04:09.920 --> 00:04:11.520]  破壞了這個好信息
[00:04:11.520 --> 00:04:12.920]  所以基督徒一個學習
[00:04:12.920 --> 00:04:16.520]  就要清楚我們人生的優先次序
[00:04:16.520 --> 00:04:17.520]  在上文裡面
[00:04:17.520 --> 00:04:18.920]  本來其中一個對比
[00:04:18.920 --> 00:04:20.720]  上次講到就是
[00:04:20.720 --> 00:04:22.120]  本來要我們反思
[00:04:22.120 --> 00:04:24.320]  是你的食物重要
[00:04:24.320 --> 00:04:25.920]  還是你的弟兄重要
[00:04:25.920 --> 00:04:27.920]  有的時候為了我們的食物
[00:04:27.920 --> 00:04:29.320]  或者其他小事
[00:04:29.320 --> 00:04:30.720]  小的動見
[00:04:30.720 --> 00:04:32.720]  我們就放棄我們的弟兄
[00:04:32.720 --> 00:04:34.720]  放棄我們的教會
[00:04:34.720 --> 00:04:35.920]  放棄我們的合一
[00:04:35.920 --> 00:04:38.320]  何等錯誤的選擇呢
[00:04:38.320 --> 00:04:39.920]  所以15節說
[00:04:39.920 --> 00:04:41.120]  你若因食物
[00:04:41.120 --> 00:04:43.320]  叫你的兄弟憂愁
[00:04:43.320 --> 00:04:45.920]  就不是按著愛人的道理行
[00:04:45.920 --> 00:04:47.920]  有更高的道理就是愛人的道理
[00:04:47.920 --> 00:04:49.520]  基督已經替他死
[00:04:49.520 --> 00:04:51.320]  你不可以因你的食物
[00:04:51.320 --> 00:04:53.120]  叫他敗壞
[00:04:53.120 --> 00:04:56.320]  不同時代有不同小事的張力
[00:04:56.320 --> 00:04:58.120]  在當時代是一個萬族
[00:04:58.120 --> 00:05:00.720]  不同民族加入教會的時候
[00:05:00.720 --> 00:05:03.320]  不同民族的飲食潔淨的禮
[00:05:03.320 --> 00:05:05.120]  成為很大的挑戰
[00:05:05.120 --> 00:05:06.320]  對猶太人來說
[00:05:06.320 --> 00:05:08.120]  他們很重視食物的潔淨
[00:05:08.120 --> 00:05:09.320]  我看完歌
[00:05:09.320 --> 00:05:11.720]  到今天猶太人都很重視這個潔淨
[00:05:11.720 --> 00:05:13.320]  其中他們選擇一些正確
[00:05:13.320 --> 00:05:14.720]  或者潔淨的食物
[00:05:14.720 --> 00:05:16.120]  用一個希伯來文的表達
[00:05:16.120 --> 00:05:18.120]  叫Kosher這個表達
[00:05:18.120 --> 00:05:19.520]  很重視一些方法
[00:05:19.520 --> 00:05:21.120]  某些食物才是潔淨
[00:05:21.120 --> 00:05:21.720]  如果不潔淨
[00:05:21.720 --> 00:05:23.320]  我吃就是我們不敬虔
[00:05:23.320 --> 00:05:24.520]  就得罪神
[00:05:24.520 --> 00:05:26.320]  所以當代要和一個猶太人
[00:05:26.320 --> 00:05:27.920]  敬虔的猶太人走在一起的時候
[00:05:27.920 --> 00:05:29.720]  食物可以產生一些衝突
[00:05:29.720 --> 00:05:30.920]  可以上綱上線
[00:05:30.920 --> 00:05:33.320]  去到敬虔不敬虔的問題
[00:05:33.320 --> 00:05:35.120]  今天在世界某些國家
[00:05:35.120 --> 00:05:35.920]  特別美國為例
[00:05:35.920 --> 00:05:36.920]  都有很多猶太人
[00:05:36.920 --> 00:05:38.320]  所以他們的餐廳
[00:05:38.320 --> 00:05:40.720]  如果按照猶太人的規矩
[00:05:40.720 --> 00:05:42.920]  潔淨的食物可以供應給人
[00:05:42.920 --> 00:05:43.720]  他們有一個字
[00:05:43.720 --> 00:05:45.320]  打一個Kosher這個字
[00:05:45.320 --> 00:05:46.120]  就是說這些食物
[00:05:46.120 --> 00:05:47.320]  這些地方猶太人來吃
[00:05:47.320 --> 00:05:48.920]  放心沒問題
[00:05:48.920 --> 00:05:50.120]  他們的規矩很多
[00:05:50.120 --> 00:05:51.320]  有時候看都不明白
