
[00:00:00.000 --> 00:00:04.000]  然後和祂擁抱神的話語一同禱告
[00:00:04.000 --> 00:00:07.000]  天上上帝祢的話語是珍貴的
[00:00:07.000 --> 00:00:10.000]  讓我們抓緊祢的話語
[00:00:10.000 --> 00:00:15.000]  好讓我們知道我們如何在世上度日子
[00:00:15.000 --> 00:00:19.000]  讓我們從祢的話語對祢有更多的認識
[00:00:19.000 --> 00:00:23.000]  也更看見我們處身於一個怎樣的世界
[00:00:23.000 --> 00:00:26.000]  好讓我們知道我們如何靠著祢
[00:00:26.000 --> 00:00:28.000]  為著祢而活
[00:00:28.000 --> 00:00:31.000]  我們將以下的時間恭敬交上
[00:00:31.000 --> 00:00:33.000]  祂親自向我們說話
[00:00:33.000 --> 00:00:35.000]  觸動我們的心靈
[00:00:35.000 --> 00:00:37.000]  改變我們的生命
[00:00:37.000 --> 00:00:38.000]  聽我們的祈禱
[00:00:38.000 --> 00:00:41.000]  奉靠耶穌基督得勝的明智祈求
[00:00:41.000 --> 00:00:42.000]  阿們
[00:00:42.000 --> 00:00:49.000]  不公平
[00:00:49.000 --> 00:00:55.000]  我小時候看醜小鴨的故事
[00:00:55.000 --> 00:00:57.000]  有很多不同的版本
[00:00:57.000 --> 00:01:01.000]  我一邊看不斷說很不公平
[00:01:01.000 --> 00:01:04.000]  我看到當醜小鴨出生的時候
[00:01:04.000 --> 00:01:07.000]  不知為何他特別和其他鴨子不一樣
[00:01:07.000 --> 00:01:08.000]  很醜怪
[00:01:08.000 --> 00:01:11.000]  所以就被他的兄弟欺凌
[00:01:11.000 --> 00:01:13.000]  甚至到一個地步
[00:01:13.000 --> 00:01:14.000]  他要離開媽媽
[00:01:14.000 --> 00:01:16.000]  離開其他醜小鴨
[00:01:16.000 --> 00:01:18.000]  其他漂亮的鴨子
[00:01:18.000 --> 00:01:19.000]  他就是一隻醜小鴨
[00:01:19.000 --> 00:01:20.000]  他要走開
[00:01:20.000 --> 00:01:21.000]  我覺得很慘
[00:01:21.000 --> 00:01:24.000]  為何因為他外貌和其他鴨子不同
[00:01:24.000 --> 00:01:25.000]  他就被欺負
[00:01:25.000 --> 00:01:27.000]  為何他媽媽也無法保護他
[00:01:27.000 --> 00:01:28.000]  要他離開
[00:01:28.000 --> 00:01:31.000]  他離開後又經歷了很多不同的事
[00:01:31.000 --> 00:01:34.000]  輾轉有一個農夫去接待他
[00:01:34.000 --> 00:01:36.000]  那個農夫很疼愛他
[00:01:36.000 --> 00:01:37.000]  對他很好
[00:01:37.000 --> 00:01:41.000]  不過農場附近有其他小朋友欺負他
[00:01:41.000 --> 00:01:43.000]  是人類的小朋友欺負他
[00:01:43.000 --> 00:01:46.000]  令他很害怕也很不開心
[00:01:46.000 --> 00:01:52.000]  然後他又離開這個很愛他的人
[00:01:52.000 --> 00:01:53.000]  我覺得很不公平
[00:01:53.000 --> 00:01:57.000]  為何他自己親生的鴨子會欺負他
[00:01:57.000 --> 00:01:58.000]  欺負到他離開
[00:01:58.000 --> 00:01:59.000]  去到人類的社會裏面
[00:01:59.000 --> 00:02:01.000]  有一個農夫去愛錫他 接待他
[00:02:01.000 --> 00:02:03.000]  但又有其他小朋友欺負他
[00:02:03.000 --> 00:02:05.000]  然後他一路再上路的時候
[00:02:05.000 --> 00:02:08.000]  他又收到其他不同的攻擊
[00:02:08.000 --> 00:02:10.000]  又有其他不同的困難
[00:02:10.000 --> 00:02:12.000]  到最後的時候
[00:02:12.000 --> 00:02:15.000]  他望著天上會飛的天鵝
[00:02:15.000 --> 00:02:19.000]  然後盼望為何我不可以像天鵝般飛
[00:02:19.000 --> 00:02:21.000]  這樣來死
[00:02:21.000 --> 00:02:24.000]  很不公平
[00:02:24.000 --> 00:02:25.000]  我也很難想像
[00:02:25.000 --> 00:02:28.000]  為何小朋友會看這麼灰的故事
[00:02:28.000 --> 00:02:30.000]  我也不知道為何我會看這樣的版本
[00:02:30.000 --> 00:02:32.000]  應該是很開心變成飛鵝
[00:02:32.000 --> 00:02:35.000]  變成天鵝不是飛鵝 對不起
[00:02:35.000 --> 00:02:38.000]  應該是很開心變成天鵝般飛
[00:02:38.000 --> 00:02:42.000]  但他只是望著天鵝飛
[00:02:42.000 --> 00:02:43.000]  但他自己死了
[00:02:43.000 --> 00:02:44.000]  我記得我看完之後
[00:02:44.000 --> 00:02:46.000]  我是不開心到跟媽媽說
[00:02:46.000 --> 00:02:48.000]  媽媽 結果可否不要這樣
[00:02:48.000 --> 00:02:50.000]  可否有個大象救了他
[00:02:50.000 --> 00:02:54.000]  很慘 這樣死了
[00:02:54.000 --> 00:02:57.000]  我們小朋友看這些故事都很不開心
[00:02:57.000 --> 00:02:58.000]  大人看都不會喜歡
[00:02:58.000 --> 00:02:59.000]  為何呢
[00:02:59.000 --> 00:03:02.000]  因為現實世界已經有很多不公平的事情發生
[00:03:02.000 --> 00:03:07.000]  為何童話小故事裏面都仍然是這樣呢
[00:03:07.000 --> 00:03:11.000]  可能在你的生命裏你都經歷過不少不公平的對待
[00:03:11.000 --> 00:03:14.000]  你見到為何惡人可以橫行
[00:03:14.000 --> 00:03:15.000]  為何可以行得正站得正
[00:03:15.000 --> 00:03:17.000]  反而要受苦
[00:03:17.000 --> 00:03:20.000]  很多不同的場景我們見過
[00:03:20.000 --> 00:03:22.000]  在我們學校的環境也好
[00:03:22.000 --> 00:03:23.000]  工作的環境也好
[00:03:23.000 --> 00:03:25.000]  甚至教會的環境也好
[00:03:25.000 --> 00:03:27.000]  可能你都經歷過這些事情
[00:03:27.000 --> 00:03:29.000]  可能你打開新聞你見到
[00:03:29.000 --> 00:03:31.000]  近來就比較棘手
[00:03:31.000 --> 00:03:33.000]  因為有幾個比較敏感的案件
[00:03:33.000 --> 00:03:35.000]  無論是前特首曾蔭權
[00:03:35.000 --> 00:03:37.000]  或者七警都是判詞
[00:03:37.000 --> 00:03:39.000]  判得公不公平都好
[00:03:39.000 --> 00:03:40.000]  都有人說的
[00:03:40.000 --> 00:03:42.000]  判成怎樣都有人覺得不公平
[00:03:42.000 --> 00:03:45.000]  因為我們心裏面都很想要公平
[00:03:45.000 --> 00:03:47.000]  我們很難接受到不公平的事情
[00:03:47.000 --> 00:03:48.000]  講遠少少
[00:03:48.000 --> 00:03:49.000]  可能之前
[00:03:49.000 --> 00:03:51.000]  三聚氰胺毒奶粉的時候
[00:03:51.000 --> 00:03:52.000]  小朋友這樣
[00:03:52.000 --> 00:03:54.000]  我們覺得不可能這樣發生
[00:03:54.000 --> 00:03:55.000]  四川大地震的時候
[00:03:55.000 --> 00:03:56.000]  這麼多豆腐渣工程
[00:03:56.000 --> 00:03:58.000]  這麼死這麼不公平
[00:03:58.000 --> 00:04:00.000]  我們見到很多維權人士
[00:04:00.000 --> 00:04:02.000]  維權律師都要坐冤獄
[00:04:02.000 --> 00:04:04.000]  甚至去到伊斯蘭國
[00:04:04.000 --> 00:04:06.000]  很多人被人殘殺
[00:04:06.000 --> 00:04:08.000]  失去家園
[00:04:08.000 --> 00:04:10.000]  這個世界上很多不公平的事情發生
[00:04:10.000 --> 00:04:12.000]  我們見到我們都很不開心
[00:04:12.000 --> 00:04:16.000]  這個不開心不單止在我們心裏面有股怒氣
[00:04:16.000 --> 00:04:20.000]  不單止是我們被人欺壓的時候的不高興
[00:04:20.000 --> 00:04:24.000]  甚至反而對我們的神觀有個衝擊
[00:04:24.000 --> 00:04:29.000]  當很多人面對著一些不公平的事情上
[00:04:29.000 --> 00:04:31.000]  他們有不同的反應
[00:04:31.000 --> 00:04:33.000]  有些人就會說
[00:04:33.000 --> 00:04:36.000]  這個神並不是全知全能的
[00:04:36.000 --> 00:04:38.000]  因為如果是的話
[00:04:38.000 --> 00:04:41.000]  祂不會容讓這些不公平的事情發生
[00:04:41.000 --> 00:04:47.000]  覺得這個神沒有能力去救贖祂
[00:04:47.000 --> 00:04:48.000]  去保護祂
[00:04:48.000 --> 00:04:50.000]  去拯救祂
[00:04:50.000 --> 00:04:55.000]  有些人就會覺得這個神是不慈愛的
[00:04:55.000 --> 00:04:56.000]  雖然祂有能力
[00:04:56.000 --> 00:04:57.000]  不過祂任由你死
[00:04:57.000 --> 00:04:59.000]  祂根本不愛你
[00:04:59.000 --> 00:05:04.000]  從而對神產生一種憤怒
[00:05:04.000 --> 00:05:08.000]  苦毒
[00:05:08.000 --> 00:05:10.000]  咒罵這個神
[00:05:10.000 --> 00:05:11.000]  這個神都不愛我
[00:05:11.000 --> 00:05:14.000]  我為何要愛祂
[00:05:14.000 --> 00:05:17.000]  有些人可能在眾多的迷茫當中
[00:05:17.000 --> 00:05:18.000]  很不明白
[00:05:18.000 --> 00:05:20.000]  只是覺得自己很苦
