
[00:00:00.000 --> 00:00:07.000]  多謝神讓我們有健康的身體,心靈來敬拜祂。
[00:00:07.000 --> 00:00:17.000]  剛才讀的經文,我找到今天訊息的內容。
[00:00:17.000 --> 00:00:23.000]  求神藉著這個訊息,幫助我們認識,
[00:00:24.000 --> 00:00:33.000]  每天生活我們必須有的心願和行動,
[00:00:33.000 --> 00:00:43.000]  一直行完世界的路程,和主耶穌見面那一天。
[00:00:43.000 --> 00:00:50.000]  更新定律是今天的講題。
[00:00:51.000 --> 00:00:58.000]  人的知識一直在更新,
[00:00:58.000 --> 00:01:10.000]  那些書籍從幾十本增加到再滿圖書館的書架,
[00:01:11.000 --> 00:01:27.000]  大的如飛機,小的如手機,都有顯著的更新。
[00:01:27.000 --> 00:01:40.000]  近年來,人工智能也使很多工作效率進步迅速,
[00:01:41.000 --> 00:01:48.000]  縱使它有很多應用上的限度,
[00:01:48.000 --> 00:01:58.000]  如果我們應用錯誤會引起很多不良的後果。
[00:01:58.000 --> 00:02:07.000]  日出日落潮水,脹退四季循環,
[00:02:08.000 --> 00:02:18.000]  是自然界的更新,是自然界不斷改變。
[00:02:18.000 --> 00:02:30.000]  一個人可以活在世上多少個三百六十五日呢?
[00:02:31.000 --> 00:02:39.000]  連日的循環給我們一個心靈更新的機會。
[00:02:39.000 --> 00:02:44.000]  神設立了一個更新的定律,
[00:02:44.000 --> 00:02:51.000]  讓人類有機會更新和改進。
[00:02:52.000 --> 00:03:01.000]  因為這樣,我們人能夠體會到人生的目的,
[00:03:01.000 --> 00:03:09.000]  和知道我們離開世界之後永遠的家鄉。
[00:03:10.000 --> 00:03:22.000]  剛才主席和我們一起讀的經文,
[00:03:22.000 --> 00:03:31.000]  那裏保羅將更新的定律分為兩部分。
[00:03:32.000 --> 00:03:40.000]  第一部分,心意更新而改變。
[00:03:40.000 --> 00:03:51.000]  第二部分,測驗神美好的旨意。
[00:03:57.000 --> 00:04:02.000]  保羅教導羅馬人兩個更新的定律。
[00:04:02.000 --> 00:04:15.000]  第一個,改變舊心意,意思是意念要更新。
[00:04:16.000 --> 00:04:30.000]  第二個,測驗神旨意,意思是心靈要更新。
[00:04:30.000 --> 00:04:41.000]  現在我們先看一下第一部分,改變舊心意。
[00:04:42.000 --> 00:04:48.000]  剛才讀的經文,保羅勸勉說,
[00:04:48.000 --> 00:04:57.000]  不要模仿這個世代,要心意更新而改變過來。
[00:04:57.000 --> 00:05:06.000]  大衛王他犯罪之後,向神認罪悔改,
[00:05:07.000 --> 00:05:17.000]  求神給他一個更新的心靈。
[00:05:17.000 --> 00:05:27.000]  大衛求神,神啊,求祢為我做清潔的心,
[00:05:27.000 --> 00:05:34.000]  使我裏面重新有正直的靈。
[00:05:35.000 --> 00:05:45.000]  心意的更新可以用從黑暗到光明來描寫。
[00:05:45.000 --> 00:05:54.000]  耶穌對那時眾人在聽祂講道:
[00:05:55.000 --> 00:06:05.000]  「我就是世界的光,跟從我的,必不在黑暗裏走,
[00:06:05.000 --> 00:06:14.000]  卻要得著生命的光。」
[00:06:15.000 --> 00:06:25.000]  跟從耶穌不會在黑暗裏走,詩篇描寫了黑暗裏走是什麽呢?
[00:06:25.000 --> 00:06:33.000]  是人心詭詐壞到極處,這是黑暗。
[00:06:33.000 --> 00:06:38.000]  他自己都不知道他在黑暗裏面,
[00:06:39.000 --> 00:06:48.000]  他以為他行善,就沒有人知道他其他作壞事、詭詐的事情。
[00:06:48.000 --> 00:07:03.000]  但是神知道,神要人更新,改變壞的心意,
[00:07:04.000 --> 00:07:13.000]  向神悔改,求神更新他的心意走向光明,
[00:07:13.000 --> 00:07:21.000]  讓他有一個清潔的心,正直的靈。
[00:07:22.000 --> 00:07:37.000]  如果人離開世界時,仍然不知道他是否進入一個永恆真神的光明世界,
[00:07:38.000 --> 00:07:54.000]  他去的地方就是黑暗的世界,人心詭詐壞到極處的世界。
[00:07:54.000 --> 00:08:03.000]  各位,我們可以將我們自己從黑暗走到光明的經驗,
[00:08:04.000 --> 00:08:11.000]  講給別人聽,讓別人都可以見到世界的光。
[00:08:11.000 --> 00:08:24.000]  跟隨耶穌,耶穌對門徒說:
[00:08:24.000 --> 00:08:33.000]  若有人要跟從我,就當捨己,背起自己的十字架來跟從我。
[00:08:34.000 --> 00:08:42.000]  認識了主耶穌之後,我們需要和祂有一個密切的關係。
[00:08:42.000 --> 00:08:48.000]  耶穌是真光,我們要跟隨祂,
[00:08:48.000 --> 00:08:55.000]  就能夠體會到人生的目的,
[00:08:56.000 --> 00:09:08.000]  和離開這個世界之後我們永遠的家鄉,背起自己的十字架去跟隨耶穌,
[00:09:08.000 --> 00:09:19.000]  效法祂愛神愛人的榜樣,走如我們這條人生的道路。
[00:09:20.000 --> 00:09:30.000]  每當我們遇到困難痛苦的時候,世界上沒有一個人可以理解,
[00:09:30.000 --> 00:09:36.000]  縱使我們在夜深人靜的時候,
[00:09:36.000 --> 00:09:44.000]  耶穌仍然會在我們的旁邊,
[00:09:45.000 --> 00:09:51.000]  祂是唯一能夠理解並且安慰我們的朋友。
[00:09:51.000 --> 00:10:06.000]  藉著祈禱、讀經、默想來跟主耶穌相交,
[00:10:07.000 --> 00:10:17.000]  祈禱我們要憑著潔淨的心跟主講話,
[00:10:17.000 --> 00:10:24.000]  記得首先要承認我們自己的罪,
[00:10:24.000 --> 00:10:36.000]  讀經靠聖靈引導我們明白聖經所寫的真理,
[00:10:37.000 --> 00:10:42.000]  我們要常常研讀聖經,
[00:10:42.000 --> 00:10:53.000]  研讀不是讀,研讀是研究和讀,研讀聖經。
[00:10:54.000 --> 00:11:07.000]  默想我們反思我們怎樣遇到神,並且得到祂賜的恩典,
[00:11:07.000 --> 00:11:17.000]  特別留意神早已經應許給你的祝福,
[00:11:18.000 --> 00:11:24.000]  不斷跟主相交,
[00:11:24.000 --> 00:11:31.000]  我們就自然會知道怎樣改變我們的舊的心意,
[00:11:31.000 --> 00:11:37.000]  努力更新和長進。
[00:11:38.000 --> 00:11:48.000]  努力更新和長進就好像一棵樹栽在溪水旁,
[00:11:48.000 --> 00:11:59.000]  按時候結果指,葉子也不枯乾,凡他所作的盡都順利。
[00:12:00.000 --> 00:12:08.000]  馬可福音第十一章,耶穌這樣教導生命的成長的重要,
[00:12:08.000 --> 00:12:18.000]  耶穌看見一棵樹,長滿樹葉,但是沒有無花果,
[00:12:18.000 --> 00:12:26.000]  這棵樹是無花果樹,長滿樹葉,沒有一個果子,
[00:12:27.000 --> 00:12:37.000]  耶穌對這棵樹說,永遠再沒有人可以吃你的果子,
[00:12:37.000 --> 00:12:48.000]  結果第二天他們經過的時候,看見那棵無花果樹連根都枯乾了,
[00:12:49.000 --> 00:12:59.000]  這棵無花果樹的生命顯然沒有正常地生長,
[00:12:59.000 --> 00:13:08.000]  跟詩篇所描寫的成長的樹剛剛相反。
[00:13:09.000 --> 00:13:20.000]  美國林肯總統有一位戰術參謀長叫Thomas Scott,
[00:13:20.000 --> 00:13:37.000]  Thomas Scott有一句說話,成長是人有生命唯一的證據。
[00:13:38.000 --> 00:13:48.000]  再說一次,成長是人有生命唯一的證據。
[00:13:48.000 --> 00:13:58.000]  換句話說,成長就有生命,不成長就沒有生命,
[00:13:59.000 --> 00:14:09.000]  就好像那棵無花果樹連根都枯萎了。
[00:14:09.000 --> 00:14:16.000]  這句話可以作為我們今天信息第一部分的結論,
[00:14:16.000 --> 00:14:23.000]  我們身心要結果。
[00:14:24.000 --> 00:14:30.000]  現在說第二部分,測驗神的旨意。
[00:14:30.000 --> 00:14:40.000]  保羅勸勉我們說,測驗出什麼是神的旨意,
[00:14:40.000 --> 00:14:49.000]  就是美好的,蒙他月立的和完全的事。
[00:14:50.000 --> 00:14:57.000]  保羅這樣勸勉,就是叫我們以念更新之後,
[00:14:57.000 --> 00:15:01.000]  要繼續更新我們的心靈。
[00:15:01.000 --> 00:15:09.000]  剛才我們唱詩也唱過,求神更新我們的心靈。
[00:15:10.000 --> 00:15:24.000]  美好的事就是離開黑暗,離開人心詭詐,進入光明,
[00:15:24.000 --> 00:15:33.000]  去到心意更新的光明,獻上我們自己為活祭,
[00:15:33.000 --> 00:15:38.000]  是一個屬靈的敬拜。
[00:15:39.000 --> 00:15:43.000]  當我們敬拜神的時候,是屬靈的敬拜,
[00:15:43.000 --> 00:15:51.000]  不是用口說就叫敬拜,屬靈的敬拜。
[00:15:51.000 --> 00:16:02.000]  各位我們抱著將來會見到主耶穌的信心,
[00:16:03.000 --> 00:16:10.000]  我們自然就會時時用屬靈的敬拜來表示,
[00:16:10.000 --> 00:16:16.000]  我們獻上我們自己作活祭。
[00:16:16.000 --> 00:16:27.000]  聖經說,這是美好的,蒙神月立的和完全的事。
[00:16:28.000 --> 00:16:39.000]  一齊在美好的事上上進,你我一齊。
[00:16:39.000 --> 00:16:49.000]  其他人怎麼可以看到我們有更新和長進的生命呢?
[00:16:49.000 --> 00:16:57.000]  我們可以將我們自己的經驗告訴別人,
[00:16:58.000 --> 00:17:10.000]  更加要時時過著心靈更新的生活,
[00:17:10.000 --> 00:17:23.000]  最重要是待人和藹,並且生活在一個溫暖的家庭裡面,
[00:17:24.000 --> 00:17:31.000]  溫暖的家庭有教會團契。
[00:17:31.000 --> 00:17:45.000]  但是很多溫暖的家庭不小心的時候,就變成混亂的家庭。
[00:17:46.000 --> 00:17:56.000]  很多宗教論文和書籍都描寫有不良性格的信徒在教會裡面,
[00:17:56.000 --> 00:18:06.000]  這本書很難翻譯中文的題目,我只可以用幾句話來翻譯中文的題目,
[00:18:07.000 --> 00:18:20.000]  就是有很多信徒他們的性格是很自豪、自戀、愛虛榮、高傲等等。
[00:18:20.000 --> 00:18:31.000]  這本書就是描寫很多教會成為一個混亂的教會,就是這樣。
[00:18:32.000 --> 00:18:42.000]  他們好像在冰島那些羊,那些羊一生出來就是這樣的性格,
[00:18:42.000 --> 00:18:57.000]  他們時時以為自己可以帶領那些羊群,完全忘記了他們不是牧羊人。
[00:18:58.000 --> 00:19:09.000]  使徒彼得和雅各時時在第一世紀已經教導那些信徒不要這樣做,
[00:19:09.000 --> 00:19:21.000]  不要好像冰島那些羊,自己以為自豪、自戀、虛榮、高傲,
[00:19:22.000 --> 00:19:28.000]  這些是冰島羊的性格。
[00:19:28.000 --> 00:19:40.000]  弟兄姊妹,教會不小心就變成這樣的混亂,
