
[00:00:00.000 --> 00:00:02.000]  (主席)各位早晨
[00:00:02.000 --> 00:00:05.000]  在大家這麼寒冷的天氣
[00:00:05.000 --> 00:00:10.000]  見到每一位都是這麼開心的事
[00:00:10.000 --> 00:00:15.000]  今天是已經是八月了
[00:00:15.000 --> 00:00:18.000]  如果大家還記得在五六七月的時候
[00:00:18.000 --> 00:00:22.000]  我們就講過三卷不同的書
[00:00:22.000 --> 00:00:25.000]  在這三卷不同的書裡面
[00:00:25.000 --> 00:00:31.000]  去學習我們今年的教會主題
[00:00:31.000 --> 00:00:34.000]  希望大家有少少記憶
[00:00:34.000 --> 00:00:36.000]  記得我們的主題
[00:00:36.000 --> 00:00:38.000]  還有三卷書裡面
[00:00:38.000 --> 00:00:42.000]  如何學習我們在基督裡面
[00:00:42.000 --> 00:00:46.000]  可以同心前行
[00:00:46.000 --> 00:00:50.000]  完了這三個月
[00:00:50.000 --> 00:00:54.000]  五月六月七月的主題
[00:00:54.000 --> 00:00:58.000]  八月我們又給每一位教睦同工
[00:00:58.000 --> 00:01:04.000]  回到自己本來在講的系列裡面
[00:01:04.000 --> 00:01:06.000]  一直到十二月
[00:01:06.000 --> 00:01:09.000]  就是預備聖誕的時候
[00:01:09.000 --> 00:01:12.000]  又有聖誕的張臨期的
[00:01:12.000 --> 00:01:16.000]  另外一個系列
[00:01:16.000 --> 00:01:21.000]  我今天就繼續去約翰福音
[00:01:21.000 --> 00:01:23.000]  耶穌行的神蹟
[00:01:23.000 --> 00:01:26.000]  我們再大家一起祈禱
[00:01:26.000 --> 00:01:31.000]  主耶穌我們再次要專注在祢的身上
[00:01:31.000 --> 00:01:34.000]  見到祢的榮耀
[00:01:34.000 --> 00:01:36.000]  見到祢的奇妙
[00:01:36.000 --> 00:01:38.000]  見到祢的榮美
[00:01:38.000 --> 00:01:41.000]  以致我們的生活更加豐盛
[00:01:41.000 --> 00:01:45.000]  我們的生命更加歸向祢
[00:01:45.000 --> 00:01:48.000]  以致我們不單止在行為上
[00:01:48.000 --> 00:01:50.000]  我們需要改變
[00:01:50.000 --> 00:01:53.000]  我們整個的心態
[00:01:53.000 --> 00:02:00.000]  我們整個對祢的專注
[00:02:00.000 --> 00:02:02.000]  都能夠被更新
[00:02:02.000 --> 00:02:05.000]  求神幫助我們帶領我們
[00:02:05.000 --> 00:02:07.000]  奉耶穌基督的名
[00:02:07.000 --> 00:02:08.000]  阿門
[00:02:20.000 --> 00:02:26.000]  第二章有迦拿的婚宴
[00:02:26.000 --> 00:02:33.000]  第四章是治病的神蹟
[00:02:33.000 --> 00:02:36.000]  在這些神蹟裡面
[00:02:36.000 --> 00:02:39.000]  有很多的共通點
[00:02:39.000 --> 00:02:45.000]  所以約翰記載了耶穌所行的神蹟
[00:02:45.000 --> 00:02:48.000]  有時我們想起耶穌所行的神蹟
[00:02:48.000 --> 00:02:53.000]  會有很多不同的想法
[00:02:53.000 --> 00:02:58.000]  但是真的研究神蹟的時候
[00:02:58.000 --> 00:03:02.000]  有太多不同的方面可以去學習
[00:03:02.000 --> 00:03:05.000]  今天我們想看的就是
[00:03:05.000 --> 00:03:08.000]  我叫做不可能的可能
[00:03:08.000 --> 00:03:10.000]  好像是一種矛盾
[00:03:10.000 --> 00:03:13.000]  但是其實在我們的信仰裡面
[00:03:13.000 --> 00:03:16.000]  時時都有一種張力
[00:03:16.000 --> 00:03:18.000]  好像是好像不是
[00:03:18.000 --> 00:03:20.000]  我們說到天國的時候
[00:03:20.000 --> 00:03:22.000]  又好像已經到了
[00:03:22.000 --> 00:03:26.000]  天國已經是臨在我們的中間
[00:03:26.000 --> 00:03:30.000]  但是又好像還沒有完全離開
[00:03:30.000 --> 00:03:33.000]  時時都有一種這樣的張力
[00:03:33.000 --> 00:03:35.000]  我們不是叫做矛盾
[00:03:35.000 --> 00:03:38.000]  因為矛盾比較難處理
[00:03:38.000 --> 00:03:42.000]  我們通常都叫做一種張力
[00:03:42.000 --> 00:03:45.000]  今天所看到的張力就是
[00:03:45.000 --> 00:03:49.000]  耶穌很多時候會叫我們做一些不可能的事
[00:03:49.000 --> 00:03:51.000]  我們覺得是不可能做的
[00:03:51.000 --> 00:03:54.000]  但是耶穌又會叫我們做
[00:03:54.000 --> 00:04:00.000]  這種張力裡面我們怎樣去處理呢
[00:04:00.000 --> 00:04:02.000]  想一些例子
[00:04:02.000 --> 00:04:07.000]  譬如耶穌叫我們要愛我們的仇敵
[00:04:07.000 --> 00:04:11.000]  這件事我們經常都覺得不可能
[00:04:11.000 --> 00:04:14.000]  然後舊約也好新約也好
[00:04:14.000 --> 00:04:16.000]  都告訴我們
[00:04:16.000 --> 00:04:18.000]  因為神是聖潔的
[00:04:18.000 --> 00:04:20.000]  所以我們都要聖潔
[00:04:20.000 --> 00:04:23.000]  我們知道聖潔是什麼意思
[00:04:23.000 --> 00:04:26.000]  聖潔不單止是那種沒有罪
[00:04:26.000 --> 00:04:30.000]  或者沒有什麼行為的差錯
[00:04:30.000 --> 00:04:33.000]  但是還有一個意思我們經常提到
[00:04:33.000 --> 00:04:37.000]  聖潔的意思就是分別出來
[00:04:37.000 --> 00:04:40.000]  分別為聖 被神使用
[00:04:40.000 --> 00:04:44.000]  我們要怎樣才叫做分別為聖呢
[00:04:44.000 --> 00:04:47.000]  怎樣神才會使用我們呢
[00:04:47.000 --> 00:04:51.000]  我們都是時時在這種學習裡面
[00:04:51.000 --> 00:04:55.000]  就算我們經常說耶穌的大使命
[00:04:55.000 --> 00:04:57.000]  似乎都沒有什麼可能
[00:04:57.000 --> 00:04:59.000]  因為耶穌的大使命就是
[00:04:59.000 --> 00:05:02.000]  我們要使萬民都作門徒
[00:05:02.000 --> 00:05:06.000]  我們有沒有可能使萬民都作門徒呢
[00:05:06.000 --> 00:05:09.000]  當然萬民不是說一萬個
[00:05:09.000 --> 00:05:11.000]  要數一萬個呢
[00:05:11.000 --> 00:05:13.000]  全世界都不難數到的
[00:05:13.000 --> 00:05:15.000]  但是這個萬國呢
[00:05:15.000 --> 00:05:17.000]  就是說到全世界
[00:05:17.000 --> 00:05:21.000]  說到世界上每一個的種族
[00:05:21.000 --> 00:05:25.000]  我們看來是沒有可能的
[00:05:25.000 --> 00:05:28.000]  在這些好像沒有可能的事情裡面
[00:05:28.000 --> 00:05:30.000]  我們有時候有一種態度就是
[00:05:30.000 --> 00:05:32.000]  既然都沒有可能了
[00:05:32.000 --> 00:05:35.000]  做又這樣 不做又這樣
[00:05:35.000 --> 00:05:38.000]  做又好像做不完
[00:05:38.000 --> 00:05:40.000]  做不做好呢
[00:05:40.000 --> 00:05:43.000]  時時都在這種張力裡面
[00:05:43.000 --> 00:05:48.000]  但之前我們說到第二章或者第四章的
[00:05:48.000 --> 00:05:50.000]  耶穌的神蹟裡面
[00:05:50.000 --> 00:05:53.000]  我們都有時時提到的就是
[00:05:53.000 --> 00:05:58.000]  究竟耶穌行神蹟的目的是什麼呢
[00:05:58.000 --> 00:06:02.000]  大家還記不記得耶穌行神蹟的目的呢
[00:06:02.000 --> 00:06:05.000]  當然行這些神蹟如果是有人病的
[00:06:05.000 --> 00:06:07.000]  耶穌會醫病
[00:06:07.000 --> 00:06:11.000]  死了的耶穌甚至可以令到他們復活
[00:06:11.000 --> 00:06:15.000]  這些都是耶穌行神蹟的目的
[00:06:15.000 --> 00:06:20.000]  都是因為耶穌要幫助人 憐憫人
[00:06:20.000 --> 00:06:24.000]  這些都是耶穌行神蹟的目的
[00:06:24.000 --> 00:06:26.000]  但我們也提過
[00:06:26.000 --> 00:06:34.000]  耶穌行神蹟的最終最重要的目的
[00:06:34.000 --> 00:06:38.000]  就是這些神蹟證明了耶穌
[00:06:38.000 --> 00:06:42.000]  祂自己告訴別人祂是尼塞亞
[00:06:42.000 --> 00:06:45.000]  祂是這個世界的救主
[00:06:45.000 --> 00:06:49.000]  這些神蹟就是證明祂所說的
[00:06:49.000 --> 00:06:52.000]  祂自己的身份是真實的
[00:06:52.000 --> 00:06:55.000]  不是祂自己的口說的
[00:06:55.000 --> 00:06:59.000]  不是像我們這樣說就天下無敵的
[00:06:59.000 --> 00:07:02.000]  但是做就有心無力
[00:07:02.000 --> 00:07:06.000]  但是耶穌是真的有實在的能力
[00:07:06.000 --> 00:07:08.000]  去行這些神蹟
