
[00:00:00.000 --> 00:00:03.240]  早晨 早晨各位弟兄姊妹
[00:00:03.240 --> 00:00:06.740]  今早我們繼續思想上帝的說話
[00:00:06.740 --> 00:00:09.240]  彼得前書的訊息
[00:00:09.240 --> 00:00:11.240]  知不知道我們看到第幾章
[00:00:11.240 --> 00:00:13.240]  第三章
[00:00:13.240 --> 00:00:16.240]  我們的進度其實不是很快
[00:00:16.240 --> 00:00:21.240]  所以我們希望更加可以明白到
[00:00:21.240 --> 00:00:26.240]  上帝為什麼將彼得前書給過我們
[00:00:26.240 --> 00:00:28.740]  我們可以認真去到言讀裏面
[00:00:28.740 --> 00:00:30.740]  給我們一個訊息
[00:00:30.740 --> 00:00:32.740]  今天我們要看第三章
[00:00:32.740 --> 00:00:34.740]  其實第三章這一段經文
[00:00:34.740 --> 00:00:38.740]  是接續在前面所說的
[00:00:38.740 --> 00:00:41.740]  由第二章的第十三節開始
[00:00:41.740 --> 00:00:43.740]  二章十三節就是說
[00:00:43.740 --> 00:00:45.740]  你們為主的緣故
[00:00:45.740 --> 00:00:48.740]  要信服人一切的制度
[00:00:48.740 --> 00:00:52.740]  或是在上的君王等等
[00:00:52.740 --> 00:00:54.740]  在那裏是說到
[00:00:54.740 --> 00:00:57.740]  要信服一切的制度
[00:00:57.740 --> 00:01:00.740]  然後我們思想過
[00:01:00.740 --> 00:01:03.740]  地上政府的制度
[00:01:03.740 --> 00:01:07.740]  上一次也是思想到主僕的制度
[00:01:07.740 --> 00:01:10.740]  第三章第一節到第七節
[00:01:10.740 --> 00:01:12.740]  今天我和大家看的
[00:01:12.740 --> 00:01:14.740]  就是會說到家庭的制度
[00:01:14.740 --> 00:01:16.740]  夫妻之道
[00:01:16.740 --> 00:01:18.740]  其實無論在基督教信仰
[00:01:18.740 --> 00:01:21.740]  或者是社會一般的看法
[00:01:21.740 --> 00:01:25.740]  丈夫都是家庭裏面的頭
[00:01:25.740 --> 00:01:27.740]  這個是制度
[00:01:27.740 --> 00:01:31.740]  所以今天我們也要思想的題目
[00:01:31.740 --> 00:01:34.740]  就是家家有本生活指南
[00:01:34.740 --> 00:01:35.740]  不是難念的經
[00:01:35.740 --> 00:01:37.740]  是生活指南
[00:01:37.740 --> 00:01:40.740]  怎樣將一個難念的經
[00:01:40.740 --> 00:01:43.740]  變成一個生活指南
[00:01:43.740 --> 00:01:48.740]  讓我們家庭裏面可以過得更加愉快呢
[00:01:48.740 --> 00:01:51.740]  我相信就是夫妻相處
[00:01:51.740 --> 00:01:55.740]  一個功課是最重要的
[00:01:55.740 --> 00:01:59.740]  我們來看彼得前書三章一至七節
[00:01:59.740 --> 00:02:02.740]  在這段經文說到
[00:02:02.740 --> 00:02:04.740]  怎樣做妻子
[00:02:04.740 --> 00:02:06.740]  怎樣做丈夫
[00:02:06.740 --> 00:02:11.740]  不過彼得的比例不是很正確
[00:02:11.740 --> 00:02:15.740]  七節裏面六節是對妻子說
[00:02:15.740 --> 00:02:19.740]  只有一節是對丈夫說
[00:02:19.740 --> 00:02:22.740]  我們一起來讀這段經文
[00:02:22.740 --> 00:02:24.740]  我想這樣讀
[00:02:24.740 --> 00:02:28.740]  請弟兄讀一至六節
[00:02:28.740 --> 00:02:31.740]  告訴妻子
[00:02:31.740 --> 00:02:33.740]  他們怎樣做妻子
[00:02:33.740 --> 00:02:37.740]  然後姐妹氣勢很好
[00:02:37.740 --> 00:02:39.740]  你們只是讀一節
[00:02:39.740 --> 00:02:41.740]  我相信一定是很大聲很威猛的
[00:02:41.740 --> 00:02:43.740]  來告訴丈夫
[00:02:43.740 --> 00:02:45.740]  怎樣做丈夫
[00:02:45.740 --> 00:02:47.740]  我們請弟兄先讀
[00:02:47.740 --> 00:02:50.740]  第三章一至六節
[00:02:50.740 --> 00:02:53.740]  然後請姐妹讀第七節
[00:02:53.740 --> 00:02:56.740]  你們作妻子的
[00:02:56.740 --> 00:02:58.740]  要信服自己的丈夫
[00:02:58.740 --> 00:03:02.740]  這樣若有不順從道理的丈夫
[00:03:02.740 --> 00:03:04.740]  他們雖然不聽道
[00:03:04.740 --> 00:03:08.740]  也可以因妻子的品行被感化過來
[00:03:08.740 --> 00:03:12.740]  這正是因看見你們有貞潔的品行
[00:03:12.740 --> 00:03:13.740]  和敬畏的心
[00:03:13.740 --> 00:03:16.740]  你們不要以外面的鞭頭髮
[00:03:16.740 --> 00:03:20.740]  戴金色川美衣為裝飾
[00:03:20.740 --> 00:03:22.740]  只要以裡面存著長久
[00:03:22.740 --> 00:03:25.740]  溫柔安靜的心為裝飾
[00:03:25.740 --> 00:03:28.740]  這在神面前是極寶貴的
[00:03:28.740 --> 00:03:32.740]  因為古時仰賴神的聖潔婦人
[00:03:32.740 --> 00:03:34.740]  正是以此為裝飾
[00:03:34.740 --> 00:03:36.740]  信服自己的丈夫
[00:03:36.740 --> 00:03:39.740]  就如撒拉聽從亞伯拉罕
[00:03:39.740 --> 00:03:41.740]  聽他為主
[00:03:41.740 --> 00:03:43.740]  你們若行善
[00:03:43.740 --> 00:03:45.740]  不因恐嚇而害怕
[00:03:45.740 --> 00:03:49.740]  便是撒拉的女兒了
[00:03:49.740 --> 00:03:54.740]  果然姊妹的聲勢比丈夫大
[00:03:54.740 --> 00:03:57.740]  我們一起低頭禱告
[00:03:57.740 --> 00:03:59.740]  求聖靈打開我們的心
[00:03:59.740 --> 00:04:04.740]  降服在你自己的華語當中
[00:04:04.740 --> 00:04:06.740]  求你教導我們
[00:04:06.740 --> 00:04:09.740]  作丈夫、作妻子的
[00:04:09.740 --> 00:04:13.740]  都服在你華語的權柄
[00:04:13.740 --> 00:04:15.740]  願你施恩給我們
[00:04:15.740 --> 00:04:20.740]  帶領我們奉耶穌基督的聖名
[00:04:20.740 --> 00:04:25.740]  為什麼彼得對妻子說這麼長
[00:04:25.740 --> 00:04:29.740]  而丈夫就這麼短呢
[00:04:29.740 --> 00:04:31.740]  為什麼呢
[00:04:31.740 --> 00:04:38.740]  我相信這和當時的社會情況很有關係
[00:04:38.740 --> 00:04:42.740]  當時的婦女是沒有權利的
[00:04:42.740 --> 00:04:44.740]  一個妻子
[00:04:44.740 --> 00:04:49.740]  可以說是丈夫擁有的物品
[00:04:49.740 --> 00:04:55.740]  和他擁有的其他生畜、牛羊
[00:04:55.740 --> 00:04:57.740]  沒什麼大分別
[00:04:57.740 --> 00:05:00.740]  是他的資產之一
[00:05:00.740 --> 00:05:03.740]  妻子也沒什麼權利
[00:05:03.740 --> 00:05:05.740]  她不可以離開丈夫
[00:05:05.740 --> 00:05:07.740]  反而丈夫可以
[00:05:07.740 --> 00:05:09.740]  因著一些很小的緣故
[00:05:09.740 --> 00:05:12.740]  可以離棄妻子
[00:05:12.740 --> 00:05:16.740]  所以在當時的社會情況下
[00:05:16.740 --> 00:05:18.740]  如果丈夫信主
[00:05:18.740 --> 00:05:20.740]  成為一個基督徒的話
[00:05:20.740 --> 00:05:22.740]  他沒什麼困難
[00:05:22.740 --> 00:05:25.740]  就可以叫他的太太
[00:05:25.740 --> 00:05:28.740]  家裡的子女回教會
[00:05:28.740 --> 00:05:30.740]  這是比較容易的事
[00:05:30.740 --> 00:05:32.740]  其實今天也有點類似
[00:05:32.740 --> 00:05:35.740]  但對一個妻子來說
[00:05:35.740 --> 00:05:38.740]  如果太太信了主
[00:05:38.740 --> 00:05:42.740]  而丈夫仍然不信的話
[00:05:42.740 --> 00:05:47.740]  他就面對很多困難
[00:05:47.740 --> 00:05:49.740]  信主的婦女
[00:05:49.740 --> 00:05:51.740]  面對的掙扎很大
[00:05:51.740 --> 00:05:54.740]  當時信主的婦女
[00:05:54.740 --> 00:05:56.740]  我相信也不困難
[00:05:56.740 --> 00:06:03.740]  因為教會是一個比較接納婦女的地方
[00:06:03.740 --> 00:06:07.740]  一班女士在教會裡得到尊重
[00:06:07.740 --> 00:06:12.740]  在教會裡可以跟男士平等
[00:06:12.740 --> 00:06:14.740]  但是一散會之後
[00:06:14.740 --> 00:06:16.740]  她回到家裡
[00:06:16.740 --> 00:06:18.740]  可不可以跟丈夫平等呢
[00:06:18.740 --> 00:06:20.740]  就不行
[00:06:20.740 --> 00:06:24.740]  她是服在丈夫的權柄底下
[00:06:24.740 --> 00:06:28.740]  所以她會面對一個掙扎
[00:06:28.740 --> 00:06:30.740]  因此我們不難理解
[00:06:30.740 --> 00:06:35.740]  為什麼彼得對妻子說得比較長
[00:06:35.740 --> 00:06:38.740]  對丈夫說得比較短
[00:06:38.740 --> 00:06:40.740]  在這裡我們簡單來看
[00:06:40.740 --> 00:06:43.740]  對妻子說什麼話
[00:06:43.740 --> 00:06:45.740]  對丈夫說什麼話
[00:06:45.740 --> 00:06:48.740]  彼得用6比1
[00:06:48.740 --> 00:06:50.740]  我就公平很多
[00:06:50.740 --> 00:06:52.740]  3比3
[00:06:52.740 --> 00:06:57.740]  我就將彼得所說的歸納為
[00:06:57.740 --> 00:06:59.740]  對妻子有三點
[00:06:59.740 --> 00:07:01.740]  對丈夫也是三點
[00:07:01.740 --> 00:07:02.740]  公不公平
[00:07:02.740 --> 00:07:04.740]  公平一點
[00:07:04.740 --> 00:07:06.740]  對妻子
[00:07:06.740 --> 00:07:09.740]  最主要說什麼呢
[00:07:09.740 --> 00:07:12.740]  妻子要順服丈夫
[00:07:12.740 --> 00:07:16.740]  順服丈夫底下有三點
[00:07:16.740 --> 00:07:18.740]  順服其實
[00:07:18.740 --> 00:07:20.740]  剛才我也說過了
[00:07:20.740 --> 00:07:22.740]  是由第二章十三節
[00:07:22.740 --> 00:07:25.740]  一直用的主題
[00:07:25.740 --> 00:07:27.740]  一個字也是一直用
[00:07:27.740 --> 00:07:29.740]  二章十三節
[00:07:29.740 --> 00:07:32.740]  順服地上一切的制度
[00:07:32.740 --> 00:07:35.740]  地上的君王,地上的政府
[00:07:35.740 --> 00:07:37.740]  然後二章十八節
[00:07:37.740 --> 00:07:41.740]  作僕人的要順服主人
[00:07:41.740 --> 00:07:43.740]  三章一節
[00:07:43.740 --> 00:07:48.740]  做妻子的要順服丈夫
[00:07:48.740 --> 00:07:51.740]  其實除了順服這個字
[00:07:51.740 --> 00:07:54.740]  在第三章第一節
[00:07:54.740 --> 00:07:57.740]  和三章第七節
[00:07:57.740 --> 00:08:01.740]  說到做妻子,做丈夫
[00:08:01.740 --> 00:08:04.740]  在原來的文字還有另外一個字
[00:08:04.740 --> 00:08:08.740]  那個字是照樣
[00:08:08.740 --> 00:08:09.740]  照樣
[00:08:09.740 --> 00:08:11.740]  在中文的和合本
