
[00:00:00.000 --> 00:00:04.760]  我們今天也會繼續透過尼希米記
[00:00:04.760 --> 00:00:12.360]  我們看尼希米如何繼續帶領一些回歸的以色列民他們生命的根生
[00:00:12.360 --> 00:00:18.600]  其實在上一個星期我們已經看到他們一起去宣讀律法書
[00:00:18.600 --> 00:00:19.960]  看神話院的內容
[00:00:19.960 --> 00:00:22.720]  他們就重拾神話院的內容的時候
[00:00:22.720 --> 00:00:27.920]  就體會到自己和自己的民族有多麼得罪神
[00:00:27.920 --> 00:00:33.640]  就開始一起集體去認罪、去悔改、祈禱
[00:00:33.640 --> 00:00:37.120]  之後也一起在神面前去立志
[00:00:37.120 --> 00:00:40.040]  今天我們就是透過這一段的經文
[00:00:40.040 --> 00:00:45.520]  願神幫助我們再一次能夠領受祂的信息
[00:00:45.520 --> 00:00:48.880]  也願神和我們說話
[00:00:48.880 --> 00:00:54.200]  經文一開始的時候就說到這個月的二十四日
[00:00:54.200 --> 00:00:58.320]  其實就是在猶太曆第七個月來的
[00:00:58.320 --> 00:01:02.000]  第七個月就叫提斯尼月
[00:01:02.000 --> 00:01:07.800]  其實剛剛慶祝完駐盤節和嚴肅會之後
[00:01:07.800 --> 00:01:12.200]  在西曆來說其實時間都是大概這些時間
[00:01:12.200 --> 00:01:14.320]  就是九月、十月的時間
[00:01:14.320 --> 00:01:20.360]  所以我們這次的時間都是很貼近那時候的情況
[00:01:20.360 --> 00:01:26.280]  就是在二十四日,以色列人他們聚集去禁食
[00:01:26.280 --> 00:01:29.560]  他們是披麻蒙灰
[00:01:29.560 --> 00:01:32.600]  其實大家如果看過舊日的時候
[00:01:32.600 --> 00:01:38.680]  知道披麻蒙灰是以色列人傳統他們為罪去悲痛
[00:01:38.680 --> 00:01:42.640]  要悔改的一個具體的表達
[00:01:42.640 --> 00:01:46.720]  為了什麼原因呢?第二節有清晰的去說
[00:01:46.720 --> 00:01:52.280]  就是說他承認自己的罪和祖先的罪
[00:01:52.280 --> 00:01:56.440]  你看他那裡有說到一天的四分之一
[00:01:56.440 --> 00:01:59.560]  他們就去讀神的律法書
[00:01:59.560 --> 00:02:01.800]  然後這一天的另外四分之一
[00:02:01.800 --> 00:02:06.000]  他們就一起去認罪、敬拜神
[00:02:06.000 --> 00:02:09.240]  我們留意當時的以色列人
[00:02:09.240 --> 00:02:14.680]  他們不是單單為了自己去披麻蒙灰
[00:02:14.680 --> 00:02:19.240]  他們更加是為了整個群體性
[00:02:19.240 --> 00:02:24.160]  他為了當時整體的人,甚至是以前的人
[00:02:24.160 --> 00:02:28.640]  以前的人得罪神去這樣禁食
[00:02:28.640 --> 00:02:31.400]  好像跟我們有很多不同的地方
[00:02:31.400 --> 00:02:35.120]  我們現在現代社會很講個人
[00:02:35.120 --> 00:02:38.920]  我們自己的利益、我們的好處
[00:02:38.920 --> 00:02:41.840]  甚至是其他人做錯了是他的問題
[00:02:41.840 --> 00:02:44.440]  我們一起指責了他
[00:02:44.440 --> 00:02:47.400]  例如如果你正在教會
[00:02:47.400 --> 00:02:51.200]  有弟兄姊妹可能犯罪,你會怎樣呢?
[00:02:51.200 --> 00:02:54.880]  又或者在你團契的弟兄姊妹犯罪
[00:02:54.880 --> 00:02:59.560]  或者你家裡的基督徒犯罪了
[00:02:59.560 --> 00:03:03.080]  有時候我們分得很開,是他得罪了神
[00:03:03.080 --> 00:03:07.600]  即是跟我無關,甚至是對他有責罵
[00:03:07.600 --> 00:03:11.120]  但是這裡回歸的以色列人
[00:03:11.120 --> 00:03:16.800]  竟然是跟過去歷代的以色列人站在一起
[00:03:16.800 --> 00:03:20.400]  不是只是去指責以色列人的罪
[00:03:20.400 --> 00:03:21.960]  他們沒有去指責
[00:03:21.960 --> 00:03:28.320]  他是代表著他們去到神面前一同的認罪
[00:03:28.320 --> 00:03:33.440]  是認自己的罪,也都認以色列人以前的罪
[00:03:33.440 --> 00:03:39.920]  將自己和其他人的罪都帶到在神的面前
[00:03:39.920 --> 00:03:41.840]  他們披霞蒙晦
[00:03:41.840 --> 00:03:44.880]  是說到以前的以色列人所犯的罪
[00:03:44.880 --> 00:03:47.840]  好像跟他們有份一樣
[00:03:47.840 --> 00:03:51.240]  好像他是有份參與在裡面
[00:03:51.240 --> 00:03:53.920]  這段認罪的討聞
[00:03:53.920 --> 00:03:57.120]  其實是提及到以前一路以色列民
[00:03:57.120 --> 00:04:00.080]  他們不斷的得罪神
[00:04:00.080 --> 00:04:02.240]  我們看看他們一些描述
[00:04:02.240 --> 00:04:05.680]  說到以前的入迦南地
[00:04:05.680 --> 00:04:10.240]  他們得到堅固城鎮、肥沃土地
[00:04:10.240 --> 00:04:12.880]  接著又吃得飽足
[00:04:12.880 --> 00:04:17.480]  其實他想更加表達
[00:04:17.480 --> 00:04:20.120]  在《生命記》有說到
[00:04:20.120 --> 00:04:24.080]  當他們吃得飽足、長得肥胖
[00:04:24.080 --> 00:04:26.880]  就轉而偏向別臣
[00:04:26.880 --> 00:04:30.160]  就背棄了神的約
[00:04:30.160 --> 00:04:34.840]  接著他也都接著在《士思記》的時代
[00:04:34.840 --> 00:04:38.160]  以色列民就去背叛上帝
[00:04:38.160 --> 00:04:41.000]  甚至這裡是說他們殺害那些
[00:04:41.000 --> 00:04:44.720]  代神去發言的先知
[00:04:44.720 --> 00:04:50.760]  但是神仍然興起士師去拯救他們
[00:04:50.760 --> 00:04:54.520]  但是當他們又再一次在太平之後
[00:04:54.520 --> 00:04:57.000]  就再次行惡
[00:04:57.000 --> 00:04:59.760]  接著也都有說到在先知的時代
[00:04:59.760 --> 00:05:02.200]  神提醒警戒的
[00:05:02.200 --> 00:05:04.640]  經文卻是說
[00:05:04.640 --> 00:05:07.600]  以色列民他們是頑梗的
[00:05:07.600 --> 00:05:11.640]  扭轉肩頭、硬著頸項
[00:05:11.640 --> 00:05:15.480]  很有固執、屈強的意思
[00:05:15.480 --> 00:05:20.240]  這個是以色列人對神的態度很剛硬
[00:05:20.240 --> 00:05:25.360]  頂姐妹我們有沒有這一份的剛硬呢
[00:05:25.360 --> 00:05:27.480]  就是對神有時的提醒
[00:05:27.480 --> 00:05:30.200]  我們充耳不聞
[00:05:30.200 --> 00:05:33.040]  但是神就繼續的寬容
[00:05:33.040 --> 00:05:38.720]  以神的靈去藉先知去勸戒他們
[00:05:38.720 --> 00:05:42.040]  但是再一次不聽、再勸
[00:05:42.040 --> 00:05:45.680]  他們仍然關了耳朵就沒有去聽
[00:05:45.680 --> 00:05:47.280]  執意犯罪
[00:05:47.280 --> 00:05:52.920]  神就將他們交給在民族的手中
[00:05:52.920 --> 00:05:54.760]  這個是以色列民的寫照
[00:05:54.760 --> 00:05:57.440]  其實如果我們一路去翻開舊約聖經
[00:05:57.440 --> 00:05:59.960]  我們一點都不陌生
[00:05:59.960 --> 00:06:04.840]  無論是入迦南、是斯斯、是先知的時代
[00:06:04.840 --> 00:06:08.760]  這個是一路犯罪不斷的循環
[00:06:08.760 --> 00:06:11.680]  他們先背叛了神
[00:06:11.680 --> 00:06:15.200]  終於做了奴役
[00:06:15.200 --> 00:06:19.280]  接著他們就向神去悔改
[00:06:19.280 --> 00:06:23.080]  之後神再一次拯救
[00:06:23.080 --> 00:06:25.240]  但是神拯救之後
[00:06:25.240 --> 00:06:29.280]  他們又再次的去背叛神
[00:06:29.280 --> 00:06:33.920]  我們自己有沒有在這些情況下
[00:06:33.920 --> 00:06:37.080]  背叛神犯罪不能夠自拔
[00:06:37.080 --> 00:06:41.080]  甚至有時候我們自己承受惡果
[00:06:41.080 --> 00:06:43.360]  然後向神去悔罪
[00:06:43.360 --> 00:06:47.600]  神就私因幫助去脫離罪惡
[00:06:47.600 --> 00:06:50.200]  但當去到一些安穩的日子
[00:06:50.200 --> 00:06:52.240]  或者放鬆了
[00:06:52.240 --> 00:06:53.280]  我們沒有警惕
[00:06:53.280 --> 00:06:56.120]  又再次陷入在試探
[00:06:56.120 --> 00:06:58.520]  再度背叛神
[00:06:59.320 --> 00:07:03.920]  神提醒我們要去脫離這種循環
[00:07:03.920 --> 00:07:07.680]  尤其是在經文提到
[00:07:07.680 --> 00:07:10.920]  是吃得飽足、長得肥胖
[00:07:10.920 --> 00:07:14.200]  接著在安頓的日子
[00:07:14.200 --> 00:07:16.160]  有時候可能心就是
[00:07:16.160 --> 00:07:18.960]  除了自己的意思去行
[00:07:18.960 --> 00:07:22.160]  對神的教導可能鬆懈了
[00:07:22.160 --> 00:07:23.880]  這段經文再一次提醒我們
[00:07:23.880 --> 00:07:28.320]  不要落入在這個循環裡面
[00:07:28.320 --> 00:07:33.440]  我們這樣不斷去犯罪、得罪神
[00:07:33.440 --> 00:07:34.880]  而同時間
[00:07:34.880 --> 00:07:37.360]  好像剛才經文所說到的
[00:07:37.360 --> 00:07:41.080]  當其他信徒是落在罪裡面
[00:07:41.080 --> 00:07:42.840]  可以說是我們同教會的
[00:07:42.840 --> 00:07:46.000]  可以同團契、同家庭的
[00:07:46.000 --> 00:07:48.760]  我們當然要讓他們知道是有犯罪
[00:07:48.760 --> 00:07:51.560]  但不是跟他們分割開來
[00:07:51.560 --> 00:07:55.160]  甚至有時一些信徒
[00:07:55.160 --> 00:07:56.480]  我所知道的一些信徒
[00:07:56.480 --> 00:07:59.160]  見到這個教會有罪了
[00:07:59.160 --> 00:08:00.800]  或者有罪人了
[00:08:00.800 --> 00:08:02.880]  接著就沒有回到教會
[00:08:02.880 --> 00:08:04.640]  沒有回到團契
[00:08:04.640 --> 00:08:11.880]  神卻是提醒我們繼續成為那個代討者
[00:08:11.880 --> 00:08:14.720]  太多的時候見到有犯罪、有罪人
[00:08:14.720 --> 00:08:18.280]  我就不參與了,離開團契、教會
[00:08:18.280 --> 00:08:21.360]  反而我所見到願意
[00:08:21.360 --> 00:08:23.800]  就是繼續願意選擇留在教會
[00:08:23.800 --> 00:08:25.960]  團契努力去守望
[00:08:25.960 --> 00:08:28.360]  為數好像比較少
[00:08:28.360 --> 00:08:31.000]  我知道過一間教會的情況
[00:08:31.000 --> 00:08:34.360]  牧者和一個信徒領袖不和
[00:08:34.360 --> 00:08:39.600]  終於那位牧者就不開心地離開了教會
[00:08:39.600 --> 00:08:41.800]  有些知道事情的弟兄姊妹
[00:08:41.800 --> 00:08:45.200]  但他未必知道那個問題的複雜性
[00:08:45.200 --> 00:08:47.800]  甚至整件事的來龍去脈
[00:08:47.800 --> 00:08:49.600]  但有很多的弟兄姊妹
[00:08:49.600 --> 00:08:52.520]  就毅然離開了教會
[00:08:52.520 --> 00:08:57.440]  有部分是跟著那位離開了的牧者
[00:08:57.440 --> 00:09:00.200]  但更加有很大的部分
[00:09:00.200 --> 00:09:04.280]  就是這樣,離開了一直回到的教會
[00:09:04.280 --> 00:09:07.680]  沒有再回到任何的教會
[00:09:07.680 --> 00:09:12.280]  而我認識那個教會其中幾位弟兄姊妹
[00:09:12.280 --> 00:09:14.760]  他們是少數幾位弟兄姊妹
[00:09:14.760 --> 00:09:19.760]  雖然知道整件事好像有人犯錯、有人犯罪
[00:09:19.760 --> 00:09:22.360]  但仍然堅持留在教會
[00:09:22.360 --> 00:09:30.440]  甚至很狠切地定期在小組一起為教會祈禱
[00:09:30.440 --> 00:09:34.000]  雖然經過一段不短的時間
[00:09:34.000 --> 00:09:37.240]  但教會慢慢經歷過這個艱難的時期
[00:09:37.240 --> 00:09:39.600]  就重上軌道
[00:09:39.600 --> 00:09:42.960]  而這幾位弟兄姊妹就堅貞著
[00:09:42.960 --> 00:09:48.440]  教會由衰落再重拾上軌道的一段時期
[00:09:48.440 --> 00:09:50.840]  他們很感恩
[00:09:50.840 --> 00:09:56.400]  求主幫助我們和我們屬靈的群體
[00:09:56.400 --> 00:09:59.680]  能夠先是我們自己很留意
[00:09:59.680 --> 00:10:04.120]  我們不要墮入在犯罪的循環之中
[00:10:04.120 --> 00:10:08.480]  亦是我們的群體求神幫助我們
[00:10:08.480 --> 00:10:12.400]  能夠互相祈禱、去代求
[00:10:12.400 --> 00:10:16.680]  見到群體當中有人這樣犯罪的時候
[00:10:16.680 --> 00:10:19.600]  勇敢去作代討者
[00:10:19.600 --> 00:10:24.520]  神必定喜悅我們這樣去行
[00:10:24.520 --> 00:10:26.760]  接著在這段認罪的經文中
[00:10:26.760 --> 00:10:30.320]  其實有一個主題都很值得我們關注
[00:10:30.320 --> 00:10:34.400]  它讓我們被剋制
[00:10:34.400 --> 00:10:37.560]  讓我們成為了奴僕
[00:10:37.560 --> 00:10:39.480]  你看以色列文的祈禱
[00:10:39.480 --> 00:10:42.000]  第三十六節它說到
[00:10:42.000 --> 00:10:46.440]  「汗啊,我們今日成了奴僕」
[00:10:46.440 --> 00:10:51.800]  就在你賜給我們祖先享受土產和美物這個地方
[00:10:51.800 --> 00:10:57.920]  再一次說到「汗啊,我們在這個地上竟然作了奴僕」
[00:10:57.920 --> 00:10:59.320]  什麼是奴僕呢?
[00:10:59.320 --> 00:11:04.000]  奴僕就是不能作主、不自由的
[00:11:04.000 --> 00:11:08.360]  在許多終於很多這些出產
[00:11:08.360 --> 00:11:12.560]  就給了其他的王
[00:11:12.560 --> 00:11:15.920]  就是因為神因為他們犯罪
[00:11:15.920 --> 00:11:19.920]  而給了他們,就是去剋制他們
[00:11:19.920 --> 00:11:23.160]  以色列文犯罪就作了其他王
[00:11:23.160 --> 00:11:25.760]  其他國的奴僕
[00:11:25.760 --> 00:11:28.560]  他們就在剋制著以色列文
[00:11:28.560 --> 00:11:33.440]  其實這個跟神的心意正正是相反的
[00:11:33.440 --> 00:11:37.800]  你看看其實這幫以色列文進到迦南地的時候
[00:11:37.800 --> 00:11:41.040]  第二十二節它提到
[00:11:41.040 --> 00:11:45.480]  其實神的心意本來是將列國和諸民
[00:11:45.480 --> 00:11:47.480]  交給以色列文
[00:11:47.480 --> 00:11:54.240]  以色列文他們在迦南地的時候
[00:11:54.240 --> 00:11:57.080]  應該是迦南人,他們的君王
[00:11:57.080 --> 00:12:02.600]  應該是交給以色列文讓他們去處置
[00:12:02.600 --> 00:12:06.600]  以色列文本應是在做那個地的主人
[00:12:06.600 --> 00:12:11.760]  但是卻是因為犯罪而成為了奴僕
[00:12:11.760 --> 00:12:14.520]  落得做奴僕的下場
[00:12:14.520 --> 00:12:19.360]  以色列文犯罪得罪神成為奴僕這個歷史
[00:12:19.360 --> 00:12:23.160]  其實在屬靈上面,在屬靈的層面上面
[00:12:23.160 --> 00:12:29.560]  和我們有去犯罪成為奴僕其實是很相類似
[00:12:29.560 --> 00:12:32.840]  當我們信主,我們跟從神
[00:12:32.840 --> 00:12:37.280]  正正是我們能夠在罪裏面得罪釋放的
[00:12:37.280 --> 00:12:39.560]  我們應該在罪裏面得罪釋放
[00:12:39.560 --> 00:12:41.680]  我們不用再去犯罪
[00:12:41.680 --> 00:12:45.360]  但是如果我們選擇我們繼續陷在罪裏面
[00:12:45.360 --> 00:12:48.560]  我們就會成為了奴僕
[00:12:48.560 --> 00:12:53.000]  成為了奴僕,沒有了這一份的自由
[00:12:53.000 --> 00:12:58.880]  反而是被罪深深去合制著我們的生命
[00:12:58.880 --> 00:13:02.080]  羅馬書六章也更加講到
[00:13:02.080 --> 00:13:09.840]  我們就是這樣去犯罪,成為了罪的奴僕
[00:13:09.840 --> 00:13:13.920]  弟兄姊妹,你有沒有試過陷在罪裏面呢?
[00:13:13.920 --> 00:13:17.960]  有時候我們一開始是不太明顯的
[00:13:17.960 --> 00:13:20.240]  但是你原來去想清楚一點
[00:13:20.240 --> 00:13:23.360]  原來有些行為已經越陷越深
[00:13:23.360 --> 00:13:27.320]  是不自覺的,但是又脫離不了
[00:13:27.320 --> 00:13:30.440]  這個情形就好像做了奴僕一樣
[00:13:30.440 --> 00:13:32.880]  犯罪可以是很多方面的
[00:13:32.880 --> 00:13:38.120]  可以可能我們在追逐錢財、名利
[00:13:38.120 --> 00:13:47.360]  可能有色情、不恰當的關係、貪婪、仇恨、紛爭等等
[00:13:47.360 --> 00:13:52.680]  剛才我所講的,會不會我們有一些是碰到邊
[00:13:52.680 --> 00:13:55.240]  或者是中了一部份
[00:13:55.240 --> 00:13:59.760]  但是我們有一些也都有弟兄姊妹陷入在裏面
[00:13:59.760 --> 00:14:02.640]  但是抽離不了呢?
[00:14:02.640 --> 00:14:07.520]  經文提醒我們,這些是讓我們成為了奴僕
[00:14:07.520 --> 00:14:10.400]  不能夠自拔
[00:14:10.400 --> 00:14:12.480]  這些是會剋制著我們的生命
[00:14:12.480 --> 00:14:15.480]  讓我們的生命不能夠成長
[00:14:15.480 --> 00:14:18.920]  甚至越來越遠離神
[00:14:18.920 --> 00:14:21.840]  如果我們無論是有大、有小
[00:14:21.840 --> 00:14:24.640]  在最終的一些景況、屬靈上
[00:14:24.640 --> 00:14:29.800]  其實神去看,這些是屬靈上面的苦況
[00:14:29.800 --> 00:14:33.360]  是受到罪的那個剋制
[00:14:33.360 --> 00:14:34.480]  那可以怎樣呢?
[00:14:34.480 --> 00:14:39.480]  我們應當向神去祈求、尋求神的幫助
[00:14:39.480 --> 00:14:42.440]  好像經文這裡所講
[00:14:42.440 --> 00:14:46.080]  去求神不要當這一切為小事
[00:14:46.080 --> 00:14:48.240]  求神真的是作功的
[00:14:48.240 --> 00:14:51.280]  祂更生、祂改變
[00:14:51.280 --> 00:14:53.360]  我們就是這樣知道自己的實況
[00:14:53.360 --> 00:14:56.800]  然後向神去祈求
[00:14:56.800 --> 00:14:58.640]  其實如果不處理
[00:14:58.640 --> 00:15:02.640]  我們只會繼續成為緊缺的奴僕
[00:15:02.640 --> 00:15:05.840]  屬靈的境況是可憐的
[00:15:05.840 --> 00:15:08.560]  神一方面祂是大有能力
[00:15:08.560 --> 00:15:11.640]  祂必定能夠挽回我們
