
[00:00:00.000 --> 00:00:03.000]  好 讓姐妹平安
[00:00:03.000 --> 00:00:08.000]  在主的裡面可以經歷很多很深刻的體會
[00:00:08.000 --> 00:00:11.000]  當我們又想一下這個世界
[00:00:11.000 --> 00:00:14.000]  會不會覺得這個世界其實有很多東西
[00:00:14.000 --> 00:00:17.000]  可能令到我們有很多思緒
[00:00:17.000 --> 00:00:19.000]  我經常都會在這種掙扎的裡面
[00:00:19.000 --> 00:00:21.000]  又在這個世界生活
[00:00:21.000 --> 00:00:25.000]  但我們又可以在主的裡面經歷祂的同在
[00:00:25.000 --> 00:00:27.000]  這個世界給我們的
[00:00:27.000 --> 00:00:32.000]  可能是現在疫情又再一次的緊張
[00:00:32.000 --> 00:00:37.000]  我想可能都會影響我們中間有很多人的生活
[00:00:37.000 --> 00:00:41.000]  子女的學業、工作等等
[00:00:41.000 --> 00:00:45.000]  但我相信每一次在這裡跟神的相遇
[00:00:45.000 --> 00:00:47.000]  都會給我們有力量可以面對
[00:00:47.000 --> 00:00:49.000]  即是接下來的這個星期
[00:00:49.000 --> 00:00:52.000]  每一個星期的生活
[00:00:52.000 --> 00:00:56.000]  剛才我們詩歌裡面很多都講到神的同在
[00:00:56.000 --> 00:01:02.000]  那首歌是講我們留在神的同在裡面
[00:01:02.000 --> 00:01:04.000]  今天我跟大家分享的主題
[00:01:04.000 --> 00:01:09.000]  題目叫做成為主安息的之所
[00:01:09.000 --> 00:01:13.000]  如果這個神跟我們同在
[00:01:13.000 --> 00:01:15.000]  從另一個角度來說
[00:01:15.000 --> 00:01:19.000]  我們能不能夠成為主安息的地方呢
[00:01:19.000 --> 00:01:21.000]  我們這個群體
[00:01:21.000 --> 00:01:24.000]  我們這些生命
[00:01:24.000 --> 00:01:26.000]  由於尋求認可裡面
[00:01:26.000 --> 00:01:28.000]  其中一個訊息就是我們愛神
[00:01:28.000 --> 00:01:31.000]  神就會停留在我們的中間
[00:01:31.000 --> 00:01:33.000]  其實這件事是怎樣去體會
[00:01:33.000 --> 00:01:35.000]  怎樣去經歷的呢
[00:01:35.000 --> 00:01:38.000]  我自己思想的時候就想到這一段經文
[00:01:38.000 --> 00:01:40.000]  最初只是想到兩節
[00:01:40.000 --> 00:01:43.000]  後來就覺得都應該不只是這兩節
[00:01:43.000 --> 00:01:46.000]  因為它是相對來說是未講完的
[00:01:46.000 --> 00:01:50.000]  所以我就將整個《倚創下書》66章放進來
[00:01:50.000 --> 00:01:54.000]  《倚創下書》是一本很長的書
[00:01:54.000 --> 00:01:55.000]  很長的先知書
[00:01:55.000 --> 00:01:57.000]  舊約裡面除了詩篇之外
[00:01:57.000 --> 00:01:58.000]  它就是最長的了
[00:01:58.000 --> 00:02:00.000]  總共有66章
[00:02:00.000 --> 00:02:02.000]  我不知道大家有沒有試過
[00:02:02.000 --> 00:02:06.000]  將這66章從頭到尾這樣看一次
[00:02:06.000 --> 00:02:08.000]  我想分開有試過的
[00:02:08.000 --> 00:02:10.000]  一次過應該很少人試過
[00:02:10.000 --> 00:02:12.000]  你的腦袋應該裝不下的了
[00:02:12.000 --> 00:02:16.000]  可能讀完之後你都覺得想吐出來
[00:02:16.000 --> 00:02:19.000]  裡面的東西是很豐富很多
[00:02:19.000 --> 00:02:21.000]  而且不容易消化
[00:02:21.000 --> 00:02:23.000]  這個都是真實的
[00:02:23.000 --> 00:02:25.000]  《倚創下書》是很豐富的書卷
[00:02:25.000 --> 00:02:29.000]  有些人就覺得66章就好像聖經66卷一樣
[00:02:29.000 --> 00:02:33.000]  將整個本聖經從舊約到新約
[00:02:33.000 --> 00:02:35.000]  新天新地都講完
[00:02:35.000 --> 00:02:38.000]  當然這是一個寓意的講法
[00:02:38.000 --> 00:02:42.000]  《倚創下書》是先知以賽亞在他人生裡面
[00:02:42.000 --> 00:02:43.000]  經歷了很多王
[00:02:43.000 --> 00:02:45.000]  以色列王的統治之下
[00:02:45.000 --> 00:02:47.000]  猶大王的統治之下寫出來
[00:02:47.000 --> 00:02:52.000]  現代學者通常會將《倚創下書》分為三部分
[00:02:52.000 --> 00:02:53.000]  第一是以賽亞
[00:02:53.000 --> 00:02:54.000]  第二是以賽亞
[00:02:54.000 --> 00:02:55.000]  第三是以賽亞
[00:02:55.000 --> 00:02:57.000]  好像他們形容的內容
[00:02:57.000 --> 00:03:02.000]  是講述一些以色列人不同的階段和處境
[00:03:02.000 --> 00:03:06.000]  第56章到第66章
[00:03:06.000 --> 00:03:09.000]  通常我們叫這個第三部分
[00:03:09.000 --> 00:03:10.000]  第三是以賽亞
[00:03:10.000 --> 00:03:21.000]  第一部分是講述以色列人在猶大南國的年代發生的情景
[00:03:21.000 --> 00:03:23.000]  第二是以賽亞
[00:03:23.000 --> 00:03:25.000]  他們好像是去到秘魯
[00:03:25.000 --> 00:03:27.000]  在遠方的地方
[00:03:27.000 --> 00:03:30.000]  他們是形容當時的處境
[00:03:30.000 --> 00:03:34.000]  今天這個好像是講述他們回歸
[00:03:34.000 --> 00:03:36.000]  回歸然後撒冷離境
[00:03:36.000 --> 00:03:43.000]  好像是描述當時發生的狀況
[00:03:43.000 --> 00:03:45.000]  第66章就是最後一章
[00:03:45.000 --> 00:03:51.000]  最後一章我們會看到除了是講述當日他們面對的狀況之外
[00:03:51.000 --> 00:03:52.000]  都是講述未來
[00:03:52.000 --> 00:03:53.000]  新天新地
[00:03:53.000 --> 00:03:55.000]  其實第65章已經講述新天新地
[00:03:55.000 --> 00:04:00.000]  第66章其中一個重點就是新的聖殿
[00:04:00.000 --> 00:04:02.000]  除了新天新地
[00:04:02.000 --> 00:04:03.000]  新的猶太撒冷
[00:04:03.000 --> 00:04:04.000]  還有新的聖殿
[00:04:04.000 --> 00:04:08.000]  帶給在秘魯歸回的人
[00:04:08.000 --> 00:04:10.000]  帶給以色列人民來說
[00:04:10.000 --> 00:04:13.000]  都是一個很大的盼望和安慰
[00:04:13.000 --> 00:04:19.000]  其實以賽亞書是先知的作品
[00:04:19.000 --> 00:04:22.000]  先知很多時候是用詩歌寫的
[00:04:22.000 --> 00:04:24.000]  整個以賽亞書裡面
[00:04:24.000 --> 00:04:27.000]  大概中間有幾章是講述敘事
[00:04:27.000 --> 00:04:29.000]  講述一些歷史事件
[00:04:29.000 --> 00:04:33.000]  以賽亞那一年代和希西加王的歷史記載
[00:04:33.000 --> 00:04:36.000]  但大部份都是詩歌的題材
[00:04:36.000 --> 00:04:39.000]  66章都不例外是詩歌
[00:04:39.000 --> 00:04:44.000]  所以我們要嘗試用希伯來詩歌的方式
[00:04:44.000 --> 00:04:50.000]  去看一下這章聖經是講什麼的
[00:04:50.000 --> 00:04:52.000]  我以前也曾經講詩篇
[00:04:52.000 --> 00:04:53.000]  也曾經講過
[00:04:53.000 --> 00:04:56.000]  如果你讀希伯來舊約的詩歌
[00:04:56.000 --> 00:04:58.000]  通常你要留意三件事
[00:04:58.000 --> 00:05:02.000]  幫我們明白詩歌是怎樣講的
[00:05:02.000 --> 00:05:06.000]  第一樣就是留意它的情感
[00:05:06.000 --> 00:05:09.000]  因為詩其實全世界都是這樣的
[00:05:09.000 --> 00:05:12.000]  為什麼要寫詩呢
[00:05:12.000 --> 00:05:14.000]  因為有很多感覺
