
[00:00:00.000 --> 00:00:01.220]  各位大英千萬 你們好
[00:00:01.220 --> 00:00:04.100]  我們又開始星期三的「財經聚會」
[00:00:04.100 --> 00:00:07.920]  我很相信很多大英千萬每個星期都會
[00:00:07.920 --> 00:00:10.500]  可能星期六 可能星期日
[00:00:10.500 --> 00:00:13.500]  回教堂裡面去「敬拜神日」
[00:00:13.500 --> 00:00:16.020]  但是有時候我們已經習慣了
[00:00:16.020 --> 00:00:19.260]  恆常地去就已經忘記了
[00:00:19.260 --> 00:00:23.600]  那個「敬拜」的意義在哪裡
[00:00:23.600 --> 00:00:26.340]  我們在《生命經》裡面就說
[00:00:26.340 --> 00:00:30.140]  修身 齊家 治國 平天下
[00:00:30.140 --> 00:00:31.940]  由個人來做起
[00:00:31.940 --> 00:00:34.680]  個人和神結合關係就很重要
[00:00:34.680 --> 00:00:39.740]  你有好的關係你才可以有好的家庭
[00:00:39.740 --> 00:00:42.740]  有每個家庭裡面都是這麼好的時候
[00:00:42.740 --> 00:00:43.940]  就有好的社會了
[00:00:43.940 --> 00:00:46.540]  所以今天我們就會說「敬拜」
[00:00:46.540 --> 00:00:49.020]  修身裡面其中一個重要的
[00:00:49.020 --> 00:00:50.740]  就是我們怎麼去親近神
[00:00:50.740 --> 00:00:54.020]  一開始的時候說到我們每個星期六
[00:00:54.020 --> 00:00:56.440]  或者星期日很多時候都會回教會
[00:00:56.440 --> 00:00:57.940]  去「敬拜神」的
[00:00:57.940 --> 00:01:00.540]  但是很怕有時候我們就已經慣常地
[00:01:00.540 --> 00:01:04.840]  循例地 甚至機械化地去「敬拜」
[00:01:04.840 --> 00:01:08.940]  而忘記了「敬拜」的意義是什麼意思
[00:01:08.940 --> 00:01:11.740]  所以今天會和大家從《生命記》裡面
[00:01:11.740 --> 00:01:14.340]  去探討「敬拜」和「呈現」
[00:01:14.340 --> 00:01:18.100]  《生命記》二十六章就是神指令
[00:01:18.100 --> 00:01:20.740]  記住 不是「得」或者「唔得」
[00:01:20.740 --> 00:01:23.420]  不是「請求」 是指令他們
[00:01:23.420 --> 00:01:26.240]  以此你人要將初熟的土產
[00:01:26.240 --> 00:01:28.840]  和十分之一來呈現
[00:01:28.840 --> 00:01:32.640]  背後就是有「敬拜」的意義在當中
[00:01:32.640 --> 00:01:35.040]  我們就從這一章聖經裡面
[00:01:35.040 --> 00:01:39.540]  再來反思「敬拜」奉獻的意義
[00:01:39.540 --> 00:01:42.040]  這一章聖經分開兩部分
[00:01:42.040 --> 00:01:44.140]  就是初熟土產的奉獻
[00:01:44.140 --> 00:01:46.540]  和遵守律法的宣告
[00:01:46.540 --> 00:01:47.740]  第一就是什麼呢
[00:01:47.740 --> 00:01:50.040]  現在我們在家裡都可以「敬拜神」
[00:01:50.040 --> 00:01:53.440]  在網絡上面我們可以上網
[00:01:53.440 --> 00:01:57.040]  「敬拜神」可以選擇一些不同的歌曲
[00:01:57.040 --> 00:01:59.040]  正如剛才我們開始的時候
[00:01:59.040 --> 00:02:01.640]  可以切去不同的講員那裡
[00:02:01.640 --> 00:02:03.940]  聽一下講道 聽兩分鐘覺得不太好
[00:02:03.940 --> 00:02:06.140]  就換一個講員
[00:02:06.140 --> 00:02:10.840]  如果你真是有很多的困難
[00:02:10.840 --> 00:02:13.740]  有些人可能是星期日或者星期六要上班
[00:02:13.740 --> 00:02:15.540]  回不了教會崇拜
[00:02:15.540 --> 00:02:17.940]  這樣的「敬拜」我都是沒有問題的
[00:02:17.940 --> 00:02:20.840]  但我們不要忘記 原來我們集體的「敬拜」是很重要的
[00:02:20.840 --> 00:02:21.840]  是一個見證
[00:02:21.840 --> 00:02:24.940]  和大家一起歌頌的時候是很感動的
[00:02:24.940 --> 00:02:30.340]  和原來「敬拜」是一個特定的地點
[00:02:30.340 --> 00:02:33.340]  我們一起來看《生命記》二十六章
[00:02:33.340 --> 00:02:35.340]  第一到第二節
[00:02:35.340 --> 00:02:37.240]  你進去得了耶和華
[00:02:37.240 --> 00:02:39.940]  你神所賜你為業之地居住
[00:02:39.940 --> 00:02:42.940]  就要從耶和華你神賜你的地上
[00:02:42.940 --> 00:02:46.640]  將所收的各種初熟的土產取舍來
[00:02:46.640 --> 00:02:48.140]  聖在康子裡
[00:02:48.140 --> 00:02:50.440]  黃耶和華你神所選擇
[00:02:50.440 --> 00:02:53.440]  要立為他名的居所去
[00:02:53.440 --> 00:02:55.040]  有沒有留意到
[00:02:55.040 --> 00:02:58.240]  是特別要將一些東西奉獻給神
[00:02:58.240 --> 00:03:01.740]  但是向神所選擇
[00:03:01.740 --> 00:03:05.140]  要立為他名的居所去
[00:03:05.140 --> 00:03:07.440]  那麼這裡是很清楚
[00:03:07.440 --> 00:03:09.240]  是一個特定的地方
[00:03:09.240 --> 00:03:12.040]  從神學角度我們去想
[00:03:12.040 --> 00:03:14.040]  我們的神是無所不在的
[00:03:14.040 --> 00:03:16.840]  現在看著我們來查經
[00:03:16.840 --> 00:03:18.440]  可能有些在蘇格蘭
[00:03:18.440 --> 00:03:20.640]  有些在加拿大
[00:03:20.640 --> 00:03:23.040]  但是神都離開了
[00:03:23.040 --> 00:03:24.740]  和我們在一起
[00:03:24.740 --> 00:03:26.040]  但是不要忘記神
[00:03:26.040 --> 00:03:29.340]  仍然是揀選一些特別的地方
[00:03:29.340 --> 00:03:33.040]  要人和祂有交往的
[00:03:33.040 --> 00:03:34.440]  很簡單舉個例子
[00:03:34.440 --> 00:03:35.940]  伯特利
[00:03:35.940 --> 00:03:37.640]  很熟悉這個名字是吧
[00:03:37.640 --> 00:03:40.940]  就是神向雅各離開去顯現
[00:03:40.940 --> 00:03:44.840]  這個時候祝福雅各
[00:03:44.840 --> 00:03:48.340]  還有記得以色列人出埃及的時候
[00:03:48.340 --> 00:03:50.540]  神呼召摩西去哪個地方
[00:03:50.540 --> 00:03:52.440]  就是上西賴山
[00:03:52.440 --> 00:03:55.740]  就是神和摩西交往的地方
[00:03:55.740 --> 00:03:58.240]  及後在西賴山裡面
[00:03:58.240 --> 00:04:00.040]  不單單頒布十誡
[00:04:00.040 --> 00:04:04.040]  還指令摩西怎麼來做會幕
[00:04:04.040 --> 00:04:05.640]  隨後建聖殿
[00:04:05.640 --> 00:04:09.340]  都是基於會幕這個的雛形
[00:04:09.340 --> 00:04:13.540]  這些地方就代表了神的臨在
[00:04:13.540 --> 00:04:15.240]  神的同在
[00:04:15.240 --> 00:04:17.540]  上西賴山絕對不容易的
[00:04:17.540 --> 00:04:20.040]  我們10月就已經滿了
[00:04:20.040 --> 00:04:21.440]  就去埃及
[00:04:21.440 --> 00:04:24.240]  其中有一個環節
[00:04:24.240 --> 00:04:26.440]  就是上西賴山看日出
[00:04:26.440 --> 00:04:28.540]  我已經宣告我是不會上的
[00:04:28.540 --> 00:04:30.040]  因為真的很辛苦
[00:04:30.040 --> 00:04:31.240]  年紀大
[00:04:31.240 --> 00:04:33.140]  由年輕的人上
[00:04:33.140 --> 00:04:34.640]  這個時候
[00:04:34.640 --> 00:04:36.140]  你留意到的時候
[00:04:36.140 --> 00:04:39.040]  會幕是什麼意思
[00:04:39.040 --> 00:04:41.040]  他們住的叫帳幕
[00:04:41.040 --> 00:04:43.240]  神那個地方就叫會幕
[00:04:43.240 --> 00:04:44.240]  會幕是什麼
[00:04:44.240 --> 00:04:46.640]  和神相會的螢幕
[00:04:46.640 --> 00:04:48.340]  聖殿是什麼
[00:04:48.340 --> 00:04:49.440]  在《料王記》上
[00:04:49.440 --> 00:04:51.340]  我們沒有打出來第八章二十九節
[00:04:51.340 --> 00:04:53.740]  聖殿就是我明的居所
[00:04:53.740 --> 00:04:55.940]  就是神居住的地方
[00:04:55.940 --> 00:04:59.540]  所以儘管整個大地都充滿著神的
[00:04:59.540 --> 00:05:01.240]  神是無所不在的
[00:05:01.240 --> 00:05:03.940]  神的榮耀在每個地方都可以出張獻
[00:05:03.940 --> 00:05:06.740]  但是神特別在某一個地方裡面
[00:05:06.740 --> 00:05:09.040]  透過某一些媒介
[00:05:09.040 --> 00:05:13.140]  就將這個榮耀特別顯給罪人看
[00:05:13.140 --> 00:05:14.740]  很簡單舉個例子
[00:05:14.740 --> 00:05:16.940]  你和夫婦
[00:05:16.940 --> 00:05:18.840]  我們都是住同一間屋
[00:05:18.840 --> 00:05:20.640]  但是我們同一間屋的時候
[00:05:20.640 --> 00:05:22.040]  我自己經常都說笑
[00:05:22.040 --> 00:05:23.940]  我們現在是各具一房的
[00:05:23.940 --> 00:05:26.940]  我由早到晚都在我現在這個書房裡面
[00:05:26.940 --> 00:05:28.940]  去工作去工作
[00:05:28.940 --> 00:05:32.340]  師母來到這裡就會不斷在廚房裡面
[00:05:32.340 --> 00:05:35.140]  就去烹調一些美味的食物
[00:05:35.140 --> 00:05:37.340]  雖然是同一個地方
[00:05:37.340 --> 00:05:42.040]  但是我們都很少一起這樣聊天
[00:05:42.040 --> 00:05:44.240]  所以我們久不久就會怎樣
[00:05:44.240 --> 00:05:47.240]  就會一起約去一些地方
[00:05:47.240 --> 00:05:50.940]  昨天就真的偷得逢浮生半日閒
[00:05:50.940 --> 00:05:52.140]  就沒什麼特別
[00:05:52.140 --> 00:05:53.040]  人要約的時候
[00:05:53.040 --> 00:05:56.940]  所以我們自己就去了差不多兩小時的車程
[00:05:56.940 --> 00:06:00.540]  在一些小鎮裡面去吃東西聊聊天
[00:06:00.540 --> 00:06:01.940]  去相聚
[00:06:01.940 --> 00:06:03.040]  這個很重要
[00:06:03.040 --> 00:06:06.640]  嘉南地就是神給他們應許之地
[00:06:06.640 --> 00:06:07.640]  記不記得
[00:06:07.640 --> 00:06:12.140]  但是這個時候神仍然要求他們在特定的時間
[00:06:12.140 --> 00:06:15.540]  和在特定的地方裡面去朝見他
[00:06:15.540 --> 00:06:18.540]  因為嘉南地裡面
[00:06:18.540 --> 00:06:21.240]  很多山丘山崗上面
[00:06:21.240 --> 00:06:23.840]  是充斥著拜假神
[00:06:23.840 --> 00:06:26.540]  特別是對巴力的敬拜
[00:06:26.540 --> 00:06:28.540]  還有其他的宗教
[00:06:28.540 --> 00:06:32.940]  很容易受這些虛假的宗教影響著他們
[00:06:32.940 --> 00:06:37.140]  所以神要求特別去解釋一些日子出來
[00:06:37.140 --> 00:06:39.540]  上次我們不是看守安昔日的
[00:06:39.540 --> 00:06:42.840]  就要跟神敬拜
[00:06:42.840 --> 00:06:45.140]  守安昔日就不只是留在家裡
[00:06:45.140 --> 00:06:47.940]  是要去到神所指定的地方
[00:06:47.940 --> 00:06:49.440]  去朝見神
[00:06:49.440 --> 00:06:52.740]  今天我們一至五 一至六
[00:06:52.740 --> 00:06:54.740]  就在社會上面打滾
[00:06:54.740 --> 00:06:59.640]  我們有很多很多社會上的不好的意識
[00:06:59.640 --> 00:07:02.640]  價值觀在蠶食著我們
[00:07:02.640 --> 00:07:07.940]  所以我們有沒有好好地來帶去
[00:07:07.940 --> 00:07:09.440]  就這樣出來
[00:07:09.440 --> 00:07:11.940]  似乎好像離開世俗
[00:07:11.940 --> 00:07:13.140]  來帶去親近神
[00:07:13.140 --> 00:07:14.640]  這個是很重要的
[00:07:14.640 --> 00:07:17.640]  故此我們提醒自己
[00:07:17.640 --> 00:07:20.640]  我們要洗去我們內在的污穢
[00:07:20.640 --> 00:07:22.140]  在朝見神的時候
[00:07:22.140 --> 00:07:23.440]  那些病毒
[00:07:23.440 --> 00:07:26.340]  這個時候要到禮拜堂去敬拜神
[00:07:26.340 --> 00:07:27.940]  這個是很重要的
[00:07:27.940 --> 00:07:32.740]  去到教堂裡面 崇拜原來不只是聽唐寶
[00:07:32.740 --> 00:07:36.640]  我們要去宣告 去認信
[00:07:36.640 --> 00:07:38.440]  當我們奉獻的時候
[00:07:38.440 --> 00:07:40.040]  他們要宣告
[00:07:40.040 --> 00:07:41.740]  他們現在已經答足
[00:07:41.740 --> 00:07:44.440]  神向他們列祖所起誓
[00:07:44.440 --> 00:07:46.240]  應許給他們的地方
[00:07:46.240 --> 00:07:48.740]  二十六章的第三節
[00:07:48.740 --> 00:07:51.540]  見當時作祭司的對他說
[00:07:51.540 --> 00:07:55.140]  我今日向耶和華里神明應
[00:07:55.140 --> 00:07:58.140]  我已來到耶和華向我們列祖起誓
[00:07:58.140 --> 00:08:00.640]  應許賜給我們的地
[00:08:00.640 --> 00:08:03.640]  原來他們去敬拜神的四個同祭司說
[00:08:03.640 --> 00:08:04.940]  很感恩
[00:08:04.940 --> 00:08:08.340]  現在我們終於可以去到神
[00:08:08.340 --> 00:08:11.640]  在我們的列祖特別是阿巴拉罕的時候
[00:08:11.640 --> 00:08:12.940]  所應許的地方
[00:08:12.940 --> 00:08:14.440]  經過幾百年了
[00:08:14.440 --> 00:08:17.140]  現在我們終於可以來到
[00:08:17.140 --> 00:08:19.140]  踏足這個地方了
[00:08:19.140 --> 00:08:21.640]  更加要在神面前
[00:08:21.640 --> 00:08:24.940]  回顧他們過去的歷史
[00:08:24.940 --> 00:08:26.140]  較長的
[00:08:26.140 --> 00:08:29.640]  二十六章第五到第十節
[00:08:29.640 --> 00:08:32.640]  你要在耶和華里神面前說
[00:08:32.640 --> 00:08:35.640]  我祖原是一個將亡的雅蘭人
[00:08:35.640 --> 00:08:37.340]  下到埃及寄居
[00:08:37.340 --> 00:08:38.740]  他人口稀少
[00:08:38.740 --> 00:08:41.340]  在那裡卻成了又大又強
[00:08:41.340 --> 00:08:43.140]  人數很多的國民
[00:08:43.140 --> 00:08:46.340]  埃及人惡待我們 苦害我們
[00:08:46.340 --> 00:08:48.740]  將苦功加在我們身上
[00:08:48.740 --> 00:08:50.640]  於是我們哀求耶和華
[00:08:50.640 --> 00:08:52.140]  我們列祖的神
[00:08:52.140 --> 00:08:54.240]  耶和華聽見我們的聲音
[00:08:54.240 --> 00:08:59.640]  看見我們所受的困苦 勞碌 欺壓
[00:08:59.640 --> 00:09:02.640]  他就用大能的手和伸出來的膀臂
[00:09:02.640 --> 00:09:06.940]  並帶可謂的事與神職歧視
[00:09:06.940 --> 00:09:08.740]  領我們出了埃及
[00:09:08.740 --> 00:09:10.640]  將我們領進這地方
[00:09:10.640 --> 00:09:13.540]  把這留在軟物之地賜給我們
[00:09:13.540 --> 00:09:14.540]  耶和華
[00:09:14.540 --> 00:09:16.340]  現在我把你所賜給我
[00:09:16.340 --> 00:09:18.840]  地上充屬的土產奉了來
[00:09:18.840 --> 00:09:20.440]  隨後你要把康子
[00:09:20.440 --> 00:09:22.540]  放在耶和華里神面前
[00:09:22.540 --> 00:09:24.940]  向耶和華里的神下拜
[00:09:24.940 --> 00:09:26.740]  有沒有留意到
[00:09:26.740 --> 00:09:29.340]  他們將一些粗俗的果子拿出來
[00:09:29.340 --> 00:09:30.840]  去呈現給神
[00:09:30.840 --> 00:09:32.440]  但是之前要說很多東西的
[00:09:32.440 --> 00:09:33.940]  我特別用紅色的字
[00:09:33.940 --> 00:09:35.140]  稍後我們會看
[00:09:35.140 --> 00:09:37.940]  是有三個的對句在當中的
[00:09:37.940 --> 00:09:41.140]  他們每一年都要去宣講
[00:09:41.140 --> 00:09:42.640]  過去的歷史一次
[00:09:42.640 --> 00:09:44.440]  就好像今天有些教會
[00:09:44.440 --> 00:09:45.940]  他們崇拜的時候
[00:09:45.940 --> 00:09:47.940]  他們會念十誡
[00:09:47.940 --> 00:09:50.440]  有些就會念使徒信經
[00:09:50.440 --> 00:09:52.240]  為什麼要念十誡
[00:09:52.240 --> 00:09:54.040]  或者要念使徒信經呢
[00:09:54.040 --> 00:09:56.240]  原來就是給他們再一次寄
[00:09:56.240 --> 00:09:58.240]  寄回神的誡命律例
[00:09:58.240 --> 00:10:00.740]  又或者我們基本的信仰是怎麼樣
[00:10:00.740 --> 00:10:02.940]  所以這個宣告包含著什麼呢
[00:10:02.940 --> 00:10:05.040]  我們的先祖是什麼呢
[00:10:05.040 --> 00:10:08.240]  是張亡的阿蘭人
[00:10:08.240 --> 00:10:09.740]  為什麼是什麼呢
[00:10:09.740 --> 00:10:14.940]  原來我祖原是一個張亡的阿蘭人
[00:10:14.940 --> 00:10:16.940]  不是希伯來人嗎
[00:10:16.940 --> 00:10:19.340]  為什麼會叫阿蘭人呢
[00:10:19.340 --> 00:10:21.640]  還有張亡是什麼意思
[00:10:21.640 --> 00:10:23.340]  就是就快滅亡
[00:10:23.340 --> 00:10:24.640]  原來這一幫人
[00:10:24.640 --> 00:10:27.440]  他們就在埃及地裡面寄居
[00:10:27.440 --> 00:10:28.840]  初時人數很少的
[00:10:28.840 --> 00:10:29.640]  記不記得
[00:10:29.640 --> 00:10:32.540]  各一家下去時只有70人左右
[00:10:32.540 --> 00:10:34.440]  人數越來越多
[00:10:34.440 --> 00:10:36.040]  成為強大的民族
[00:10:36.040 --> 00:10:36.840]  但是很可悲
[00:10:36.840 --> 00:10:40.040]  他們被埃及人苦待 惡待
[00:10:40.040 --> 00:10:42.240]  要他們做苦工 做奴隸
[00:10:42.240 --> 00:10:44.640]  他們受著很多苦的時候
[00:10:44.640 --> 00:10:46.940]  他們就向神來哀求
[00:10:46.940 --> 00:10:48.640]  神就憐憫他們
[00:10:48.640 --> 00:10:49.640]  留意到
[00:10:49.640 --> 00:10:52.040]  聽見我們的聲音
[00:10:52.040 --> 00:10:55.640]  看到我們所受的困苦 勞碌 壓迫
[00:10:55.640 --> 00:10:58.640]  於是神就用大能的手
[00:10:58.640 --> 00:11:02.240]  去施展實災
[00:11:02.240 --> 00:11:07.240]  令到這個剛硬到不得了的埃及王
[00:11:07.240 --> 00:11:10.240]  終於都肯放他們離開了
[00:11:10.240 --> 00:11:12.640]  這個時候就藉著神蹟
[00:11:12.640 --> 00:11:14.940]  帶他們從受苦之地
[00:11:14.940 --> 00:11:17.140]  進入到加南美地
[00:11:17.140 --> 00:11:18.640]  所以這一刻
[00:11:18.640 --> 00:11:21.840]  他們要懷著感謝的心
[00:11:21.840 --> 00:11:23.040]  向神呈現
[00:11:23.040 --> 00:11:26.440]  原來敬拜不只是去聽到
[00:11:26.440 --> 00:11:28.640]  我們一個渴望追求神的心
[00:11:28.640 --> 00:11:30.840]  是絕對好的 欣賞的
[00:11:30.840 --> 00:11:32.440]  但是原來敬拜
[00:11:32.440 --> 00:11:33.640]  不只是去聽
[00:11:33.640 --> 00:11:35.640]  而是我們要去感恩
[00:11:35.640 --> 00:11:36.840]  我們回想
[00:11:36.840 --> 00:11:39.440]  過海神怎樣來去祝福我們
[00:11:39.440 --> 00:11:43.440]  特別要他們回想昔日的苦困
[00:11:43.440 --> 00:11:45.240]  神恩典的救贖
[00:11:45.240 --> 00:11:48.440]  因而他們產生了敬畏
[00:11:48.440 --> 00:11:51.640]  感謝和不配的心
[00:11:51.640 --> 00:11:52.840]  敬畏是什麼呢
[00:11:52.840 --> 00:11:55.440]  因為經歷到神的能力和威嚴
[00:11:55.440 --> 00:11:58.240]  他們在出埃及的時候
[00:11:58.240 --> 00:12:00.040]  經歷到神的實災
[00:12:00.040 --> 00:12:02.840]  當然進入加南美地的人是經歷不了的
[00:12:02.840 --> 00:12:05.240]  因為他們上一代的人都已經死在
[00:12:05.240 --> 00:12:07.240]  抗野裡面了
[00:12:07.240 --> 00:12:08.640]  但是不要忘記
[00:12:08.640 --> 00:12:11.040]  他們都在抗野飄流一段時間
[00:12:11.040 --> 00:12:12.040]  他們經歷到神
[00:12:12.040 --> 00:12:15.240]  怎樣為他們擊打盤石出水摩西
[00:12:15.240 --> 00:12:17.240]  怎樣有瑪拿來降下
[00:12:17.240 --> 00:12:19.840]  所以他們經歷到神的能力和威嚴
[00:12:19.840 --> 00:12:21.840]  特別我們會看西賴山上面
[00:12:21.840 --> 00:12:24.440]  他們在山下看到神的榮耀
[00:12:24.440 --> 00:12:25.640]  他們要感恩
[00:12:25.640 --> 00:12:28.840]  因為神有很多的恩典福氣
[00:12:28.840 --> 00:12:30.440]  淋在身上
