
[00:00:00.000 --> 00:00:01.060]  正如剛才所說
[00:00:01.060 --> 00:00:02.980]  今個月是聖學月
[00:00:02.980 --> 00:00:06.740]  我們繼續一同思想詩篇的訊息
[00:00:06.740 --> 00:00:11.400]  在今天我想和大家一起思想的是
[00:00:11.400 --> 00:00:12.900]  詩篇三十篇
[00:00:12.900 --> 00:00:16.660]  這一篇是一篇非常優美的感恩詩
[00:00:16.660 --> 00:00:20.940]  對神真誠的感恩
[00:00:20.940 --> 00:00:24.460]  是我們基督徒一個很重要的標記
[00:00:24.460 --> 00:00:27.580]  不過真誠的感恩
[00:00:27.580 --> 00:00:30.460]  並不是一定要在順境的時候
[00:00:30.460 --> 00:00:31.900]  才向神發出的
[00:00:31.900 --> 00:00:34.620]  當我們年紀漸長
[00:00:34.620 --> 00:00:36.780]  人生經歷越來越多的時候
[00:00:36.780 --> 00:00:40.380]  我們甚至會發覺更多的時候
[00:00:40.380 --> 00:00:42.460]  我們在逆境當中
[00:00:42.460 --> 00:00:45.380]  向神發出真誠的感恩
[00:00:45.380 --> 00:00:48.900]  人生本來就是充滿變幻
[00:00:48.900 --> 00:00:51.940]  成敗得失十常八九
[00:00:51.940 --> 00:00:56.300]  近來自己除了跟教會的樂享聖賢之外
[00:00:56.300 --> 00:00:58.180]  在自己的靈修裡面
[00:00:58.180 --> 00:01:00.900]  再一次來看傳道書
[00:01:00.900 --> 00:01:04.300]  當中那份捉不緊抓不住的訊息
[00:01:04.300 --> 00:01:05.900]  重複地出現
[00:01:05.900 --> 00:01:09.340]  傳道者很深的體會是
[00:01:09.340 --> 00:01:11.180]  生命無常
[00:01:11.180 --> 00:01:13.660]  在脆弱的當中
[00:01:13.660 --> 00:01:15.620]  去經歷神的恩眷
[00:01:15.620 --> 00:01:19.500]  學習洞悉人生裡面種種的有限
[00:01:19.500 --> 00:01:21.380]  這個,頂姐妹
[00:01:21.380 --> 00:01:24.300]  可以說是我們生活裡面的主調
[00:01:24.300 --> 00:01:25.700]  是不是?
[00:01:26.620 --> 00:01:28.100]  在今天的詩篇當中
[00:01:28.100 --> 00:01:29.260]  我們會看見
[00:01:29.260 --> 00:01:31.140]  在人脆弱的裡面
[00:01:31.140 --> 00:01:35.420]  經歷神恆久的恩典的珍貴
[00:01:35.420 --> 00:01:39.180]  讓我們首先一起來同讀這篇詩篇三十篇
[00:01:39.180 --> 00:01:40.940]  預備起
[00:01:40.940 --> 00:01:43.900]  耶和華,我要尊崇你
[00:01:43.900 --> 00:01:46.300]  因為你曾提拔我
[00:01:46.300 --> 00:01:48.940]  不叫仇敵向我誇耀
[00:01:48.940 --> 00:01:50.900]  耶和華,我的神啊
[00:01:50.900 --> 00:01:52.540]  我曾呼求你
[00:01:52.540 --> 00:01:54.100]  你醫治了我
[00:01:54.340 --> 00:01:57.380]  耶和華,你曾把我的靈魂
[00:01:57.380 --> 00:01:59.420]  從陰間救上來
[00:01:59.420 --> 00:02:00.980]  使我存活
[00:02:00.980 --> 00:02:02.660]  不至於下坑
[00:02:02.660 --> 00:02:04.780]  耶和華的聖民啊
[00:02:04.780 --> 00:02:06.780]  你們要歌頌他
[00:02:06.780 --> 00:02:09.540]  稱讚他可紀念的聖名
[00:02:09.540 --> 00:02:11.860]  因為他的怒氣
[00:02:11.860 --> 00:02:13.900]  不過是轉眼之間
[00:02:13.900 --> 00:02:17.060]  他的恩典乃是一生之久
[00:02:17.060 --> 00:02:19.260]  日蜀雖然有哭泣
[00:02:19.260 --> 00:02:21.660]  早晨便必歡呼
[00:02:21.660 --> 00:02:23.060]  至於我
[00:02:23.060 --> 00:02:25.540]  我凡事平順便說
[00:02:25.540 --> 00:02:27.540]  我永不動搖
[00:02:27.540 --> 00:02:30.540]  耶和華,你曾施恩
[00:02:30.540 --> 00:02:32.980]  叫我的江山滾固
[00:02:32.980 --> 00:02:35.860]  你掩了面我就驚惶
[00:02:35.860 --> 00:02:38.980]  耶和華,我曾求告你
[00:02:38.980 --> 00:02:41.660]  我向耶和華懇求說
[00:02:41.660 --> 00:02:44.060]  我避害流血
[00:02:44.060 --> 00:02:45.660]  下到坑中
[00:02:45.660 --> 00:02:47.460]  有什麼益處呢?
[00:02:47.460 --> 00:02:50.140]  塵土豈能稱讚你
[00:02:50.140 --> 00:02:52.180]  傳說你的誠實嗎?
[00:02:52.620 --> 00:02:55.140]  耶和華,求你應運我
[00:02:55.140 --> 00:02:56.300]  憐恤我
[00:02:56.300 --> 00:02:58.980]  耶和華,求你幫助我
[00:02:58.980 --> 00:03:03.020]  你已將我的哀哭變為跳舞
[00:03:03.020 --> 00:03:05.300]  將我的麻衣脫去
[00:03:05.300 --> 00:03:07.300]  給我披上喜樂
[00:03:07.300 --> 00:03:09.940]  好叫我的靈歌頌你
[00:03:09.940 --> 00:03:11.540]  並不鑄星
[00:03:11.540 --> 00:03:13.420]  耶和華,我的神啊
[00:03:13.420 --> 00:03:15.020]  我要稱謝你
[00:03:15.020 --> 00:03:16.620]  直到永遠
[00:03:19.860 --> 00:03:22.900]  如果剛才弟兄姊妹有留意這首詩篇
[00:03:22.900 --> 00:03:23.940]  一開始的時候
[00:03:23.940 --> 00:03:26.220]  有一個小小的標題
[00:03:26.220 --> 00:03:29.460]  是大衛獻殿的時候
[00:03:29.460 --> 00:03:31.340]  作者詩歌
[00:03:31.340 --> 00:03:34.340]  由於大衛在他在生的時候
[00:03:34.340 --> 00:03:36.820]  聖殿並未開始興建
[00:03:36.820 --> 00:03:40.940]  所以有不少聖經學者認為
[00:03:40.940 --> 00:03:44.260]  這一首是大衛為了所羅門
[00:03:44.260 --> 00:03:46.580]  將要興建聖殿
[00:03:46.580 --> 00:03:49.300]  而預先寫好的一首詩篇
[00:03:49.860 --> 00:03:52.180]  也有學者認為
[00:03:52.180 --> 00:03:53.940]  這首詩篇的標題
[00:03:53.940 --> 00:03:55.940]  是後來人們加上去的
[00:03:55.940 --> 00:03:59.420]  當神的子民地老歸回
[00:03:59.420 --> 00:04:01.420]  重建聖殿的時候
[00:04:01.420 --> 00:04:04.940]  來唱頌這首詩篇
[00:04:04.940 --> 00:04:06.740]  這首詩篇的內容
[00:04:06.740 --> 00:04:07.980]  剛才大家讀的時候
[00:04:07.980 --> 00:04:09.180]  或許都會發覺
[00:04:09.180 --> 00:04:11.980]  好像和獻殿的關係
[00:04:11.980 --> 00:04:13.620]  不是很明顯
[00:04:13.620 --> 00:04:15.340]  有些說法
[00:04:15.340 --> 00:04:18.580]  是有關大衛犯罪
[00:04:18.580 --> 00:04:20.300]  蒙恩之後的經歷
[00:04:20.300 --> 00:04:21.740]  一個很深的感恩
[00:04:21.740 --> 00:04:24.060]  所以能夠在獻殿的時候
[00:04:24.060 --> 00:04:26.060]  作為一個感恩的詩篇
[00:04:26.060 --> 00:04:27.260]  亦有些說法是
[00:04:27.260 --> 00:04:28.900]  因為這篇詩篇
[00:04:28.900 --> 00:04:35.460]  說到和聖殿的地點有關
[00:04:35.460 --> 00:04:38.740]  和聖殿的地點和大衛有關
[00:04:38.740 --> 00:04:41.860]  所以有這個標題
[00:04:41.860 --> 00:04:42.820]  但無論如何
[00:04:42.820 --> 00:04:43.700]  弟兄姊妹
[00:04:43.700 --> 00:04:45.900]  這篇詩篇
