
[00:00:00.000 --> 00:00:02.000]  一頂姐妹平安
[00:00:02.000 --> 00:00:05.580]  好 今日就講四季
[00:00:05.580 --> 00:00:10.400]  因為之前如果大家都有回崇拜都知道
[00:00:10.400 --> 00:00:12.240]  我們這陣子講傳道書
[00:00:12.240 --> 00:00:17.640]  講第一章 第二章都是講虛空 都是暴風
[00:00:17.640 --> 00:00:19.280]  今次實際一點
[00:00:19.280 --> 00:00:22.240]  有四季了 我們真的見到的東西
[00:00:22.240 --> 00:00:25.880]  四季裡面不知道大家喜歡哪個季節
[00:00:25.880 --> 00:00:30.160]  我覺得我自己最討厭的就是下季
[00:00:30.160 --> 00:00:33.480]  因為下季就好像今天這樣
[00:00:33.480 --> 00:00:38.360]  就是下雨 下雨最糟糕就是下到全身濕透
[00:00:38.360 --> 00:00:40.880]  就算不下雨它又有太陽
[00:00:40.880 --> 00:00:45.520]  又弄得我熱到全身濕透 出汗
[00:00:45.520 --> 00:00:48.280]  所以我很不喜歡下季
[00:00:48.280 --> 00:00:50.600]  但是無論怎樣都好
[00:00:50.600 --> 00:00:56.080]  我覺得其實四季就是會不停地出現
[00:00:56.080 --> 00:00:59.160]  四季就是輪著來出現
[00:00:59.160 --> 00:01:02.800]  無論我喜歡或者不喜歡這個季節
[00:01:02.800 --> 00:01:06.600]  其實它都會來到
[00:01:06.600 --> 00:01:10.280]  所以我們應該怎樣去面對這個四季
[00:01:10.280 --> 00:01:12.560]  怎樣去面對這個世界
[00:01:12.560 --> 00:01:16.480]  我們一起有個祈禱先
[00:01:16.480 --> 00:01:22.400]  親愛的主耶穌 感謝祢 感謝祢的創造
[00:01:22.400 --> 00:01:24.400]  憑祢的創造當中
[00:01:24.400 --> 00:01:25.880]  在祢的受造世界當中
[00:01:25.880 --> 00:01:28.960]  我們見到祢 我們認識到祢
[00:01:28.960 --> 00:01:31.760]  感謝祢次下我們有聖經
[00:01:31.760 --> 00:01:33.040]  藉著神的話語
[00:01:33.040 --> 00:01:37.400]  也讓我們可以更深地去認識祢
[00:01:37.400 --> 00:01:43.840]  願祢藉著世界也藉著祢的話語
[00:01:43.840 --> 00:01:47.520]  讓我們可以更加明白神祢的心意
[00:01:47.520 --> 00:01:49.840]  更加明白祢的旨意
[00:01:49.840 --> 00:01:52.120]  禱告、交託、奉教、救主耶穌基督
[00:01:52.120 --> 00:01:53.640]  德聖名字祈求
[00:01:53.640 --> 00:01:55.280]  阿們
[00:01:55.280 --> 00:01:59.800]  好了 上個月我去了旅行
[00:01:59.800 --> 00:02:02.320]  五月初我去了鹿兒島
[00:02:02.320 --> 00:02:05.920]  去完鹿兒島我才知道鹿兒島原來沒有鹿
[00:02:05.920 --> 00:02:08.040]  不知道為什麼叫鹿兒島
[00:02:08.040 --> 00:02:09.200]  可能以前有
[00:02:09.200 --> 00:02:10.760]  但是最出名是什麼呢
[00:02:10.760 --> 00:02:13.440]  原來有一個「櫻島火山」
[00:02:13.440 --> 00:02:17.960]  我跟一些神學院的同學去
[00:02:17.960 --> 00:02:19.520]  因為之前疫情
[00:02:19.520 --> 00:02:21.760]  畢業的時候就疫情
[00:02:21.760 --> 00:02:25.120]  所以我們迫到現在才有一個畢業旅行
[00:02:25.120 --> 00:02:26.800]  都不齊人的
[00:02:26.800 --> 00:02:29.920]  不要緊 都集合了八個人一起去
[00:02:29.920 --> 00:02:33.120]  我們都在研究火山後面
[00:02:33.120 --> 00:02:34.880]  火山上面那些是雲
[00:02:34.880 --> 00:02:37.920]  還是火山噴出來的煙
[00:02:37.920 --> 00:02:38.920]  應該是煙
[00:02:38.920 --> 00:02:40.040]  因為我們
[00:02:40.040 --> 00:02:42.880]  你見到萬里無雲的 是不是
[00:02:42.880 --> 00:02:45.400]  好了 原來它還在動
[00:02:45.400 --> 00:02:47.280]  其實不止
[00:02:47.280 --> 00:02:49.520]  我們定了行程之後
[00:02:49.520 --> 00:02:52.320]  原來在二月十四日情人節那天
[00:02:52.320 --> 00:02:54.560]  原來它真的試過一次火山爆發
[00:02:54.560 --> 00:02:57.400]  去到五千公尺那麼高
[00:02:57.400 --> 00:02:58.920]  很大影響
[00:02:58.920 --> 00:03:00.440]  我噴了很多火山灰
[00:03:00.440 --> 00:03:03.400]  去到你見到隔離縣那些紅本
[00:03:03.400 --> 00:03:06.120]  宮崎都會有影響
[00:03:06.120 --> 00:03:08.640]  原來我終於知道
[00:03:08.640 --> 00:03:11.760]  紅本紅為什麼會是黑色
[00:03:11.760 --> 00:03:13.480]  應該是那些火山灰
[00:03:13.480 --> 00:03:15.600]  弄到它整片都黑了
[00:03:15.600 --> 00:03:18.840]  那麼不止
[00:03:18.840 --> 00:03:22.760]  原來在我走了之後
[00:03:22.760 --> 00:03:24.960]  即是五月十五日
[00:03:24.960 --> 00:03:27.280]  原來它都試過一次火山爆發
[00:03:27.280 --> 00:03:30.000]  不過是二千公尺那麼高
[00:03:30.000 --> 00:03:33.200]  即是那些煙
[00:03:33.200 --> 00:03:37.760]  沒有二月十四日那次那麼厲害
[00:03:37.760 --> 00:03:39.360]  那麼我都想說回
[00:03:39.360 --> 00:03:41.720]  其實火山爆發
[00:03:41.720 --> 00:03:44.080]  其實都是神的定時
[00:03:44.080 --> 00:03:47.200]  因為它什麼時候爆發
[00:03:47.200 --> 00:03:48.400]  我們能否控制
[00:03:48.400 --> 00:03:49.280]  控制不了
[00:03:49.280 --> 00:03:50.600]  如果能控制
[00:03:50.600 --> 00:03:54.920]  我又不知道什麼時候爆發
[00:03:54.920 --> 00:03:57.560]  否則我都不會去那裡旅行
[00:03:57.560 --> 00:03:59.440]  所以我想說回經文
[00:03:59.440 --> 00:04:02.120]  一節接一節是說神的定時
[00:04:02.120 --> 00:04:04.520]  將會有十四對對聯
[00:04:04.520 --> 00:04:05.920]  去介紹給大家
[00:04:05.920 --> 00:04:07.320]  我稱為對聯
[00:04:07.320 --> 00:04:09.000]  那麼首先知道
[00:04:09.000 --> 00:04:10.200]  第一節就說
[00:04:10.200 --> 00:04:12.600]  凡事都有定期
[00:04:12.600 --> 00:04:14.320]  天下萬物都有定時
[00:04:14.320 --> 00:04:15.600]  那什麼是定期
[00:04:15.600 --> 00:04:17.560]  大家之前的利息高
[00:04:17.560 --> 00:04:19.280]  都應該有做定期
[00:04:19.280 --> 00:04:20.920]  就是那個定期
[00:04:20.920 --> 00:04:23.720]  那麼指定的時間
[00:04:23.720 --> 00:04:25.360]  即是指定的一個季節
[00:04:25.360 --> 00:04:27.160]  或者我們經常吃東西
[00:04:27.160 --> 00:04:28.560]  有什麼期間限定
[00:04:28.560 --> 00:04:30.800]  就是某一段時間
[00:04:30.800 --> 00:04:34.000]  定時就是定在某個時間
[00:04:34.000 --> 00:04:35.480]  所以上帝創造
[00:04:35.480 --> 00:04:37.240]  都有它的時間性
[00:04:37.240 --> 00:04:40.080]  就好像火山爆發一樣
[00:04:40.080 --> 00:04:42.400]  火山爆發是不是都有定時
[00:04:42.400 --> 00:04:42.760]  當然了
[00:04:42.760 --> 00:04:45.480]  因為如果它24小時都爆發
[00:04:45.480 --> 00:04:47.560]  那麼我當然不會選那裡去旅行
[00:04:47.560 --> 00:04:47.880]  是不是
[00:04:47.880 --> 00:04:49.480]  去到我都會變成紅本紅
[00:04:49.480 --> 00:04:50.440]  是不是
[00:04:50.440 --> 00:04:51.800]  那麼所以呢
[00:04:51.800 --> 00:04:54.760]  火山爆發都是會定時的
[00:04:54.760 --> 00:04:56.520]  但是它的時間
[00:04:56.520 --> 00:04:58.760]  就是它定時要做它的事情
[00:04:58.760 --> 00:04:59.760]  每個人都是
[00:04:59.760 --> 00:05:00.960]  每件事都是
[00:05:00.960 --> 00:05:02.480]  那麼火山要做什麼
[00:05:02.480 --> 00:05:03.880]  就是要爆發
[00:05:03.880 --> 00:05:06.200]  那麼所以它就在指定的時間
[00:05:06.200 --> 00:05:07.600]  就完成了它的工作
[00:05:07.600 --> 00:05:10.160]  只不過那個時間不是我們定
[00:05:10.160 --> 00:05:11.920]  是神去定
[00:05:11.920 --> 00:05:14.880]  那麼好像這個玩偶一樣
[00:05:14.880 --> 00:05:15.960]  其實有時候
[00:05:15.960 --> 00:05:18.160]  我們身邊的家人
[00:05:18.160 --> 00:05:19.080]  什麼時候爆發
[00:05:19.080 --> 00:05:19.760]  我都不知道的
[00:05:19.760 --> 00:05:22.240]  是不是
[00:05:22.240 --> 00:05:22.520]  好了
[00:05:22.520 --> 00:05:23.440]  那麼接著就說說
[00:05:23.440 --> 00:05:25.440]  這些十四歲對聯
[00:05:25.440 --> 00:05:26.760]  那麼
[00:05:26.760 --> 00:05:29.120]  生有時死有時
[00:05:29.120 --> 00:05:30.920]  那麼是不是一個好
[00:05:30.920 --> 00:05:32.760]  同一個差呢
[00:05:32.760 --> 00:05:34.960]  那麼大家認不認得
[00:05:34.960 --> 00:05:37.040]  這個是誰
[00:05:37.040 --> 00:05:38.840]  嘩好聰明的各位弟兄姊妹
[00:05:38.840 --> 00:05:39.760]  都沒有寫是誰
[00:05:39.760 --> 00:05:42.120]  你就知道是秦始皇
[00:05:42.120 --> 00:05:43.360]  是的他是秦始皇
[00:05:43.360 --> 00:05:45.040]  那麼他追求什麼
[00:05:45.040 --> 00:05:46.200]  長生不老的
[00:05:46.200 --> 00:05:48.000]  我們就很出名了他
[00:05:48.000 --> 00:05:49.840]  但是他想衝破這個極限
[00:05:49.840 --> 00:05:52.120]  他想控制他的生命
[00:05:52.120 --> 00:05:54.720]  但是最後他做不做到
[00:05:54.720 --> 00:05:55.480]  是的做不到
[00:05:55.480 --> 00:05:57.560]  如果不是我們現在都見到他
[00:05:57.560 --> 00:05:58.960]  結果他想找的東西
[00:05:58.960 --> 00:06:00.320]  都是一些虛空
[00:06:00.320 --> 00:06:03.600]  都是一些暴風
[00:06:03.600 --> 00:06:05.320]  那麼其實生和死
[00:06:05.320 --> 00:06:09.040]  是不是一個好就一個差呢
[00:06:09.040 --> 00:06:10.160]  在我們人的角度
[00:06:10.160 --> 00:06:11.680]  當然是啦
[00:06:11.680 --> 00:06:12.600]  但是是不是
[00:06:12.600 --> 00:06:16.240]  栽種就是好拔出就是差呢
[00:06:16.240 --> 00:06:17.160]  其實都不是的
[00:06:17.160 --> 00:06:19.720]  因為好像食物那樣
[00:06:19.720 --> 00:06:21.680]  因為栽種有時
[00:06:21.680 --> 00:06:23.400]  但是拔出所栽種都有時
[00:06:23.400 --> 00:06:25.080]  拔出了
[00:06:25.080 --> 00:06:26.920]  可能就是成為我們的食物
[00:06:26.920 --> 00:06:28.000]  去做另一件事
[00:06:28.000 --> 00:06:30.480]  有另一個的工作在當中
[00:06:30.480 --> 00:06:32.200]  所以生和死
[00:06:32.200 --> 00:06:33.240]  是一個時間性
[00:06:33.240 --> 00:06:34.960]  我們見到耶穌基督
[00:06:34.960 --> 00:06:36.560]  祂導成肉身
[00:06:36.560 --> 00:06:38.440]  來到我們這個世界上
[00:06:38.440 --> 00:06:40.520]  祂都有生有死
[00:06:40.520 --> 00:06:42.120]  祂的時間性
[00:06:42.120 --> 00:06:43.360]  就是在我們世上
[00:06:43.360 --> 00:06:45.840]  度過了三十三年
[00:06:45.840 --> 00:06:48.840]  這個是神在我們
[00:06:48.840 --> 00:06:49.760]  拔放耶穌
[00:06:49.760 --> 00:06:52.480]  在我們當中的一個時間性
[00:06:52.480 --> 00:06:54.920]  所以就好像種植一樣
[00:06:54.920 --> 00:06:56.280]  栽種和拔出
[00:06:56.280 --> 00:07:01.360]  都有一個時間性在當中
[00:07:01.360 --> 00:07:03.400]  今天是父親節
[00:07:03.400 --> 00:07:07.680]  對我來說是比較傷感的
[00:07:07.680 --> 00:07:09.280]  因為我三月的時候
[00:07:09.280 --> 00:07:11.680]  我爸爸去世了
[00:07:11.680 --> 00:07:14.280]  所以這個是我第一個
[00:07:14.280 --> 00:07:16.960]  沒有父親的父親節
[00:07:16.960 --> 00:07:19.480]  講下去好像很傷感
[00:07:19.480 --> 00:07:21.160]  但是有人跟我說
[00:07:21.160 --> 00:07:24.040]  你是第一個有兩個父親
[00:07:24.040 --> 00:07:27.280]  在天上的父親節
[00:07:27.280 --> 00:07:29.600]  是不是馬上沒那麼傷感
[00:07:29.600 --> 00:07:31.280]  所以其實我們又
[00:07:31.280 --> 00:07:33.080]  可以怎樣去看待這件事
[00:07:33.080 --> 00:07:34.520]  怎樣去看待生
[00:07:34.520 --> 00:07:38.600]  怎樣去看待死呢
[00:07:38.600 --> 00:07:41.600]  我們又見到殺戮有時
[00:07:41.600 --> 00:07:42.880]  醫治有時
[00:07:42.880 --> 00:07:43.720]  拆毀有時
[00:07:43.720 --> 00:07:44.480]  建造有時
[00:07:44.480 --> 00:07:46.560]  是不是都是一個好一個差
[00:07:46.560 --> 00:07:47.800]  當然是
[00:07:47.800 --> 00:07:49.840]  殺戮當然是不好的
[00:07:49.840 --> 00:07:51.920]  醫治當然是好
[00:07:51.920 --> 00:07:53.520]  我又覺得不是
[00:07:53.520 --> 00:07:55.720]  這個是什麼呢
[00:07:55.720 --> 00:07:57.520]  是一個癌細胞
[00:07:57.520 --> 00:08:00.120]  如果殺死體內的癌細胞
[00:08:00.120 --> 00:08:01.400]  是不是好
[00:08:01.400 --> 00:08:03.200]  有時有些東西原來要殺
[00:08:03.200 --> 00:08:04.760]  那些不好的東西要殺
[00:08:04.760 --> 00:08:07.200]  你說醫治當然是好
[00:08:07.200 --> 00:08:09.440]  醫治不會不好
[00:08:09.440 --> 00:08:11.920]  我想說醫治又未必
[00:08:11.920 --> 00:08:13.080]  因為舉例
[00:08:13.080 --> 00:08:16.040]  經常看的電視劇都是
[00:08:16.040 --> 00:08:18.360]  有些電視劇就是
[00:08:18.360 --> 00:08:19.720]  父親就說說父親
[00:08:19.720 --> 00:08:21.480]  父親很疼愛兒子
[00:08:21.480 --> 00:08:24.160]  打本給兒子做生意
[00:08:24.160 --> 00:08:26.960]  兒子可能眼光不太好
[00:08:26.960 --> 00:08:28.680]  然後入錯了貨
[00:08:28.680 --> 00:08:31.120]  很滯銷賣不出
[00:08:31.120 --> 00:08:32.520]  那怎樣呢
[00:08:32.520 --> 00:08:33.840]  作為父親的
[00:08:33.840 --> 00:08:35.120]  怎樣幫他呢
[00:08:35.120 --> 00:08:36.880]  就是買光那些貨
[00:08:36.880 --> 00:08:39.880]  令到他銷量很好
[00:08:39.880 --> 00:08:42.760]  賣光了那些貨
[00:08:42.760 --> 00:08:44.240]  賺到錢
[00:08:44.240 --> 00:08:46.560]  這樣的父親其實
[00:08:46.560 --> 00:08:48.520]  是不是對兒子好
[00:08:48.520 --> 00:08:49.200]  不是
[00:08:49.200 --> 00:08:50.120]  大家都覺得不是
[00:08:50.120 --> 00:08:52.880]  因為就好像我們
[00:08:52.880 --> 00:08:55.120]  未有傷口的時候
[00:08:55.120 --> 00:08:57.160]  如果神就進行醫治
[00:08:57.160 --> 00:08:57.920]  其實都不對
[00:08:57.920 --> 00:08:59.080]  因為我們就會
[00:08:59.080 --> 00:09:00.360]  好像剛才的兒子那樣
[00:09:00.360 --> 00:09:01.640]  我們不知道錯
[00:09:01.640 --> 00:09:03.120]  我們不知道原來我們
[00:09:03.120 --> 00:09:04.080]  入錯貨
[00:09:04.080 --> 00:09:05.360]  我們不知道我們
[00:09:05.360 --> 00:09:06.680]  不懂做生意
[00:09:06.680 --> 00:09:08.520]  或者眼光不好
[00:09:08.520 --> 00:09:10.680]  原來當我們未知道
[00:09:10.680 --> 00:09:11.760]  去識得去錯
[00:09:11.760 --> 00:09:13.840]  識得去知道錯
[00:09:13.840 --> 00:09:15.280]  知道要改的時候
[00:09:15.280 --> 00:09:17.720]  如果神就醫治了我們
[00:09:17.720 --> 00:09:19.840]  其實都是一個不對的時間
[00:09:19.840 --> 00:09:21.360]  所以我想跟大家說
[00:09:21.360 --> 00:09:22.800]  其實神的醫治
[00:09:22.800 --> 00:09:24.320]  都有祂的時間
[00:09:24.320 --> 00:09:25.920]  只不過不是我們
[00:09:25.920 --> 00:09:30.040]  心目中想的時間
[00:09:30.040 --> 00:09:31.520]  那就建造了
