
[00:00:00.000 --> 00:00:03.160]  在家中的弟兄姊妹們平安
[00:00:03.160 --> 00:00:07.880]  今天開始我們會進入新的系列的講道
[00:00:07.880 --> 00:00:12.200]  因為看到過去香港那一年
[00:00:12.200 --> 00:00:13.920]  差不多一年了
[00:00:13.920 --> 00:00:17.280]  我們發生了很多的事情
[00:00:17.280 --> 00:00:19.400]  無論是教會或者信徒
[00:00:19.400 --> 00:00:21.880]  都面對著嚴峻的衝擊
[00:00:21.880 --> 00:00:25.680]  整個世界大環境也都在經歷著很多的變幻
[00:00:25.680 --> 00:00:28.520]  將來如何我們都不知道
[00:00:28.520 --> 00:00:31.000]  今天我們信徒
[00:00:31.000 --> 00:00:32.480]  我們的生命如何呢?
[00:00:32.480 --> 00:00:36.000]  能不能夠迎接未來的挑戰呢?
[00:00:36.000 --> 00:00:39.240]  所以經過一段時間的禱告思考
[00:00:39.240 --> 00:00:40.640]  我們決定了
[00:00:40.640 --> 00:00:43.720]  接下來我們會以真門徒的素質
[00:00:43.720 --> 00:00:46.600]  作為接下來的講道系列
[00:00:46.600 --> 00:00:50.160]  因為建立信徒成為毀身跟隨主的門徒
[00:00:50.160 --> 00:00:54.680]  我們看到實在是迫在眉睫
[00:00:54.680 --> 00:00:57.000]  我想先考考大家
[00:00:57.000 --> 00:01:00.520]  不知道大家知不知道這是什麼國家呢?
[00:01:00.520 --> 00:01:02.720]  紅色點那裡是非洲的
[00:01:02.720 --> 00:01:06.120]  你看到這個地圖和那支旗
[00:01:06.120 --> 00:01:09.240]  你知不知道是什麼國家呢?
[00:01:09.240 --> 00:01:12.080]  我相信很多人都未必知道
[00:01:12.080 --> 00:01:14.400]  原來這是烏干達
[00:01:14.400 --> 00:01:17.480]  當你聽到烏干達這個國家名字的時候
[00:01:17.480 --> 00:01:20.840]  不知道你會想到些什麼
[00:01:20.840 --> 00:01:23.560]  大約在三十多年前
[00:01:23.560 --> 00:01:26.760]  我相信你能夠想到的那些不好的事情
[00:01:26.760 --> 00:01:29.960]  都能夠發生在烏干達
[00:01:29.960 --> 00:01:32.680]  在那裡有拜無術的獨裁者
[00:01:32.680 --> 00:01:35.680]  他們在那裡竊章活人來獻祭
[00:01:35.680 --> 00:01:38.760]  有對基督徒的逼迫和殘殺
[00:01:38.760 --> 00:01:42.080]  很多的穆斯被人關在監獄裡
[00:01:42.080 --> 00:01:46.240]  愛滋病的比率高達34%
[00:01:46.240 --> 00:01:50.200]  而基督徒的比例卻是少到不得了
[00:01:50.200 --> 00:01:52.280]  如果教會裡面有五個信徒
[00:01:52.280 --> 00:01:55.160]  已經算是很興旺了
[00:01:55.160 --> 00:01:58.600]  但是三十年後的今天又是怎樣呢?
[00:01:58.600 --> 00:02:01.760]  現在烏干達有90%的基督徒
[00:02:01.760 --> 00:02:04.400]  會教徒只有6%
[00:02:04.400 --> 00:02:08.880]  神職、騎士、異能橫掃全國
[00:02:08.880 --> 00:02:12.120]  甚至乎在政府、軍隊、企業界
[00:02:12.120 --> 00:02:17.360]  各個重要的行業都有很多的領袖
[00:02:17.360 --> 00:02:21.680]  他們大量地得到重生、得救歸主
[00:02:21.680 --> 00:02:25.240]  甚至當基督徒的總統上台的時候
[00:02:25.240 --> 00:02:29.760]  政府的內閣還設有一個道德誠信部
[00:02:29.760 --> 00:02:32.200]  他們與神訂立千年的盟約
[00:02:32.200 --> 00:02:36.040]  要把國家奉獻給神
[00:02:36.040 --> 00:02:40.320]  於是愛滋病人就很神奇地康復
[00:02:40.320 --> 00:02:43.960]  烏干達的經濟也得到蓬勃的發展
[00:02:43.960 --> 00:02:49.560]  而且還在非洲發達經濟國家裡面排行第二位
[00:02:49.560 --> 00:02:57.400]  到底烏干達憑什麼能夠扭轉乾坤呢?
[00:02:57.400 --> 00:02:59.760]  在1970年代
[00:02:59.760 --> 00:03:02.120]  有一位暴君上台
[00:03:02.120 --> 00:03:04.520]  他就是伊迪亞敏
[00:03:04.520 --> 00:03:07.000]  他上台之後屠殺傳道人
[00:03:07.000 --> 00:03:09.600]  殺害了上百萬的人
[00:03:09.600 --> 00:03:11.400]  那段黑暗的時間
[00:03:11.400 --> 00:03:14.360]  基督徒沒有因此放棄信仰
[00:03:14.360 --> 00:03:18.600]  而是他們躲在叢林裡面繼續聚會
[00:03:18.600 --> 00:03:22.520]  晝夜不斷為國家代求
[00:03:22.520 --> 00:03:25.600]  當烏干達的教會開始起來
[00:03:25.600 --> 00:03:29.080]  按照神的心意為國家祈禱的時候
[00:03:29.080 --> 00:03:33.840]  兩年之後這個暴君亞敏就下台
[00:03:33.840 --> 00:03:38.680]  接著神又興起了一個僕人慕約翰牧師
[00:03:38.680 --> 00:03:40.440]  神給了他一個意象
[00:03:40.440 --> 00:03:45.640]  就是要他起來推動基督徒建立一個合一禱告的網絡
[00:03:45.640 --> 00:03:50.480]  來跟烏干達的空中執政掌權者去爭戰
[00:03:50.480 --> 00:03:54.000]  結果不可思議的事情發生了
[00:03:54.000 --> 00:03:57.720]  現在的烏干達已經煥然一新
[00:03:57.720 --> 00:04:01.440]  他們的人民以身為烏干達人為榮
[00:04:01.440 --> 00:04:06.120]  這就是禱告的大能所帶來的結果
[00:04:06.120 --> 00:04:11.520]  烏干達如果不是有一群對神至死忠心的基督徒
[00:04:11.520 --> 00:04:15.920]  相信烏干達今天不會被轉化成這樣
[00:04:15.920 --> 00:04:22.680]  今天我會和大家認識三位同樣是對神至死忠心的僕人
[00:04:22.680 --> 00:04:25.600]  他們就是但爾里那三位的朋友
[00:04:25.600 --> 00:04:30.080]  沙德拉、米薩和阿伯尼哥
[00:04:30.080 --> 00:04:32.240]  我們進入經文看一看
[00:04:32.240 --> 00:04:36.080]  我這個題目叫做「三友被控的原因及罪名」
[00:04:36.080 --> 00:04:38.360]  這個「三友」不是我們的會友
[00:04:38.360 --> 00:04:39.680]  三友姐妹
[00:04:39.680 --> 00:04:45.200]  我是用愛距離去統稱但爾里這三位朋友
[00:04:45.200 --> 00:04:49.280]  這三位朋友為什麼會被控告呢?
[00:04:49.280 --> 00:04:52.560]  原因就是同僚的嫉妒
[00:04:52.560 --> 00:04:56.520]  因為在猶太王約亞經在位第三年
[00:04:56.520 --> 00:05:05.160]  巴比倫王將這幾位人擄去作為人質
[00:05:05.160 --> 00:05:09.040]  大概在主前605年左右
[00:05:09.040 --> 00:05:14.440]  當這幾位但爾里的朋友被擄到巴比倫之後
[00:05:14.440 --> 00:05:16.160]  他們在王面前
[00:05:16.160 --> 00:05:19.400]  王和他們聊天的時候發覺他們很與眾不同
[00:05:19.400 --> 00:05:22.760]  他發覺沒有一個人比得上這幾位人
[00:05:22.760 --> 00:05:26.200]  而他們又能夠自立在王的面前
[00:05:26.200 --> 00:05:31.720]  當王去考他們一些事情的時候
[00:05:31.720 --> 00:05:35.800]  發現他們比全國所有術士和用法術的人
[00:05:35.800 --> 00:05:39.160]  更加優勝十倍
[00:05:39.160 --> 00:05:46.080]  而這幾位人也被派遣來管理巴比倫省政務
[00:05:46.080 --> 00:05:51.800]  這幾位亡國奴竟然能夠成為巴比倫省的高官
[00:05:51.800 --> 00:05:53.960]  甚至成為他們的上司
[00:05:53.960 --> 00:05:56.640]  你說巴比倫這些人
[00:05:56.640 --> 00:06:01.120]  怎麼會不嫉妒他們呢?
[00:06:01.120 --> 00:06:04.680]  所以他們很想將他們置諸死地
[00:06:04.680 --> 00:06:07.280]  他們就用了一個罪名
[00:06:07.280 --> 00:06:11.240]  就是他們違背皇命
[00:06:11.240 --> 00:06:12.040]  為什麼呢?
[00:06:12.040 --> 00:06:15.320]  因為巴比倫王下了一條命令
[00:06:15.320 --> 00:06:19.840]  就是要他們一聽到一些警號的時候
[00:06:19.840 --> 00:06:24.400]  他們就要去跪拜他們所立的金像
[00:06:24.400 --> 00:06:28.800]  這些巴比倫的對頭人
[00:06:28.800 --> 00:06:36.520]  他們就用了三友來違背皇命的罪名來控告他們
[00:06:36.520 --> 00:06:39.760]  他說他們不理會皇的命令
[00:06:39.760 --> 00:06:41.280]  又不侍奉你的神
[00:06:41.280 --> 00:06:45.120]  不向你所立的金像下拜
[00:06:45.120 --> 00:06:46.440]  簡言之就是說
[00:06:46.440 --> 00:06:49.760]  這三個猶太人
[00:06:49.760 --> 00:06:51.560]  他們不尊重皇理
[00:06:51.560 --> 00:06:55.280]  他們又不尊重你所敬拜的神明
[00:06:55.280 --> 00:06:59.160]  當他們來到尼布加利薩王面前控訴他們的時候
[00:06:59.160 --> 00:07:01.800]  這個皇帝也算是有情有義
[00:07:01.800 --> 00:07:04.080]  他們沒有即時將他們推去死
[00:07:04.080 --> 00:07:06.680]  而是給他們多一次機會
[00:07:06.680 --> 00:07:10.200]  看看他們會不會回心轉意
[00:07:10.200 --> 00:07:13.120]  但是這三個朋友他們的回應
[00:07:13.120 --> 00:07:16.480]  確實令到皇帝十分之憤怒
[00:07:16.480 --> 00:07:18.120]  但是他們的回應
[00:07:18.120 --> 00:07:23.000]  也成為了我們今天基督徒很好的榜樣
[00:07:23.000 --> 00:07:27.000]  這三個朋友怎樣回應呢?
[00:07:27.000 --> 00:07:28.440]  他們就說道
[00:07:28.440 --> 00:07:30.320]  我們無需回答你
