
[00:00:00.000 --> 00:00:04.800]  我們讀一節聖經在以塞亞書第40章第31節我們一同來唸
[00:00:04.800 --> 00:00:16.240]  「但等候耶和華的必重新得利,他們必如鷹斬刺上騰,他們奔跑卻不困倦,行走卻不疲乏。」
[00:00:16.240 --> 00:00:18.720]  首先在這裡要感謝神的恩典
[00:00:18.720 --> 00:00:22.000]  也要感謝許多弟兄姐妹的關心跟帶導
[00:00:22.000 --> 00:00:25.280]  我的女兒 Francis 禮拜四已經順利生產
[00:00:25.280 --> 00:00:28.560]  小外孫女 Gemma 非常健康可愛
[00:00:28.560 --> 00:00:32.080]  我想今天一定要把照片給大家看一看
[00:00:32.080 --> 00:00:35.200]  再一次感謝大家對我們家的愛跟關懷
[00:00:35.200 --> 00:00:36.480]  所以我們現在真的成功
[00:00:36.480 --> 00:00:40.080]  成功我是成功了
[00:00:40.080 --> 00:00:43.680]  我想看見一個新生命的誕生
[00:00:43.680 --> 00:00:50.240]  更能夠體會到我們的神是一個不斷刺下新的盼望的神
[00:00:50.240 --> 00:00:52.880]  雖然生產的過程是很痛苦
[00:00:52.880 --> 00:00:59.200]  但新生命所帶來的喜樂永遠是超過生產的苦痛
[00:00:59.200 --> 00:01:00.400]  同樣的
[00:01:00.400 --> 00:01:05.520]  今天無論在我們人生當中你現在遇到的環境有多艱難
[00:01:05.520 --> 00:01:10.720]  神也總是會帶領我們進入祂豐盛的恩典跟慈愛當中
[00:01:10.720 --> 00:01:12.240]  Amen
[00:01:12.240 --> 00:01:18.320]  但我們怎麼樣才能夠在人生各樣風暴當中來經歷神的恩典呢
[00:01:18.320 --> 00:01:20.160]  剛才所讀的聖經
[00:01:20.160 --> 00:01:23.200]  以塞爾書第40章第31節告訴我們
[00:01:23.200 --> 00:01:27.840]  但那等候耶和華的必重新得利
[00:01:27.840 --> 00:01:31.200]  這裡說是那等候耶和華
[00:01:31.200 --> 00:01:32.400]  換句話說
[00:01:32.400 --> 00:01:37.520]  我們看要勝過人生風暴的一個關鍵
[00:01:37.520 --> 00:01:41.920]  其實是在於我們屬靈生命的光景
[00:01:41.920 --> 00:01:45.520]  如果我們屬靈的生命是軟弱無力
[00:01:45.520 --> 00:01:49.920]  那我們就不可能勝過外面環境的一些壓力
[00:01:49.920 --> 00:01:54.800]  但如果裡面屬靈的生命是強壯有力
[00:01:54.800 --> 00:01:58.320]  那在風暴當中我們就能夠像鷹一樣
[00:01:58.320 --> 00:02:02.320]  在風暴當中反而能夠斬刺上騰
[00:02:02.320 --> 00:02:03.360]  Amen
[00:02:03.360 --> 00:02:08.560]  那你說我們怎麼樣能夠在屬靈的生命當中經歷突破呢
[00:02:08.560 --> 00:02:14.480]  今天只要從三方面來跟大家分享屬靈生命突破的關鍵點
[00:02:14.480 --> 00:02:15.760]  第一個
[00:02:15.760 --> 00:02:22.480]  要保守你的心思意念
[00:02:22.480 --> 00:02:24.640]  真言第4章23節說
[00:02:24.640 --> 00:02:28.080]  要保守你的心勝過保守一切
[00:02:28.080 --> 00:02:32.560]  因為一生的果效是由心發出的
[00:02:32.560 --> 00:02:37.200]  這裡的心其實就指著我們的心思意念
[00:02:37.200 --> 00:02:42.560]  換句話說要保守你的心思意念勝過保守一切
[00:02:42.560 --> 00:02:47.840]  很有意思在這裡神沒有說要保守你的錢財勝過保守一切
[00:02:47.840 --> 00:02:49.280]  沒有
[00:02:49.280 --> 00:02:53.760]  神也沒有說要保守你的動產不動產勝過保守一切
[00:02:53.760 --> 00:02:55.280]  沒有
[00:02:55.280 --> 00:03:00.240]  神很清楚說要保守你的心思意念勝過保守一切
[00:03:00.240 --> 00:03:01.600]  為什麼
[00:03:01.600 --> 00:03:07.680]  因為接下來說一生的果效是從心發出的
[00:03:07.680 --> 00:03:14.400]  換句話說你裡面的心思意念會決定你一生的道路跟方向
[00:03:14.400 --> 00:03:18.160]  因為一生的果效
[00:03:18.160 --> 00:03:23.520]  你裡面的心思意念會決定你一生的成功跟失敗
[00:03:23.520 --> 00:03:25.840]  你的心思意念太重要了
[00:03:25.840 --> 00:03:29.200]  只有當你能夠掌管你的意念的時候
[00:03:29.200 --> 00:03:32.800]  你才可能有一個得勝的人生
[00:03:32.800 --> 00:03:36.640]  你知道很多時候我們不大注意我們在想些什麼
[00:03:36.640 --> 00:03:38.240]  不大注意我們的心思意念
[00:03:38.240 --> 00:03:43.840]  我們常常覺得隨便亂想也無所謂反正也沒有人知道
[00:03:43.840 --> 00:03:50.880]  但事實上這正是我們常常落入失敗與挫折最主要的原因
[00:03:50.880 --> 00:03:54.400]  還記得在舊約時代大衛王
[00:03:54.400 --> 00:03:58.080]  他是以色列人最被尊崇的一個君王
[00:03:58.080 --> 00:04:04.160]  但在他最巔峰的時期他卻犯了一個搶奪人妻的罪
[00:04:04.160 --> 00:04:07.360]  成為他一生最大的汙點
[00:04:07.360 --> 00:04:14.080]  事情上說那一天他睡覺一直睡到日頭平息
[00:04:14.080 --> 00:04:16.880]  這比我們的青少年還糟糕
[00:04:16.880 --> 00:04:19.120]  睡到太陽下山
[00:04:19.120 --> 00:04:22.400]  你想想看一個人可以睡覺睡到太陽下山
[00:04:22.400 --> 00:04:26.000]  他的心思意念多麼懶散
[00:04:26.000 --> 00:04:31.120]  更何況那個時候並不是所謂以色列人太平盛世的時候
[00:04:31.120 --> 00:04:34.960]  那個時候以色列人正在跟亞門人打仗
[00:04:34.960 --> 00:04:40.640]  而居然大衛王可以在宮中一直睡到太陽下山
[00:04:40.640 --> 00:04:44.480]  那天好不容易起了床走上陽台
[00:04:44.480 --> 00:04:46.480]  他就隨便亂看
[00:04:46.480 --> 00:04:49.760]  一看就看到巴斯巴在洗澡
[00:04:49.760 --> 00:04:51.520]  他就隨便亂想
[00:04:51.520 --> 00:04:55.600]  一想就想把巴斯巴拒為己有
[00:04:55.600 --> 00:04:59.040]  結果他就犯了一個姦淫罪
[00:04:59.040 --> 00:05:02.320]  其實你再思想一下這整件事情
[00:05:02.320 --> 00:05:06.800]  其實從頭到尾都不是大衛故意計劃這樣做
[00:05:06.800 --> 00:05:08.240]  從來不是
[00:05:08.240 --> 00:05:10.800]  他沒有醒來就想了今天要犯姦淫罪
[00:05:10.800 --> 00:05:12.880]  也沒有嘛
[00:05:12.880 --> 00:05:15.280]  只是偶然間
[00:05:15.280 --> 00:05:20.320]  當他容許他的心思意念在遊蕩的時候
[00:05:20.320 --> 00:05:25.280]  他就落入一個不可自拔的試探當中
[00:05:25.280 --> 00:05:27.280]  所以你的心思意念太重要了
[00:05:27.280 --> 00:05:31.360]  跟你們講你的心思意念太重要了
[00:05:31.360 --> 00:05:35.520]  太多時候我們只是讓環境來主導我們的心思意念
[00:05:35.520 --> 00:05:36.640]  你知道嗎
[00:05:36.640 --> 00:05:38.240]  環境好的時候我們就好高興
[00:05:38.240 --> 00:05:40.640]  環境不好我們就生氣埋怨
[00:05:40.640 --> 00:05:44.720]  我們容許環境來主導我們的心境
[00:05:44.720 --> 00:05:49.200]  以至於我們常常落入到軟弱跟愁苦當中
[00:05:49.200 --> 00:05:50.640]  不是嗎
[00:05:50.640 --> 00:05:53.680]  但事實上今天我們所信的神
[00:05:53.680 --> 00:05:56.880]  是一切環境上的主宰
[00:05:56.880 --> 00:06:01.600]  而且他也是正在與我們同在的神
[00:06:01.600 --> 00:06:04.960]  我們一定要學習將我們的心思意念
[00:06:04.960 --> 00:06:09.520]  集中在這位與我們同在的主身上
[00:06:09.520 --> 00:06:13.840]  我們就能夠從主那裡得到智慧跟力量
[00:06:13.840 --> 00:06:19.280]  來面對一切從環境而來的壓力跟試探
[00:06:19.280 --> 00:06:21.040]  第二點我告訴你做一個基督徒
[00:06:21.040 --> 00:06:23.680]  主的同在實在太重要了
[00:06:23.680 --> 00:06:26.800]  生命當中當我們接受耶穌做我們個人救主的時候
[00:06:26.800 --> 00:06:29.440]  聖靈就內住在我們裡面
[00:06:29.440 --> 00:06:33.360]  而且他永遠不離開
[00:06:33.360 --> 00:06:36.880]  換句話說我們永遠我們不是孤單的嗎
[00:06:36.880 --> 00:06:38.720]  無論我們去哪裡
[00:06:38.720 --> 00:06:40.560]  無論我們在做什麼
[00:06:40.560 --> 00:06:43.760]  聖靈都永遠與我們同在
[00:06:43.760 --> 00:06:47.760]  甚至你想趕他走都趕不走
[00:06:47.760 --> 00:06:49.280]  他要住在我們裡面
[00:06:49.280 --> 00:06:52.080]  他在我們一生當中要成為我們的安慰師
[00:06:52.080 --> 00:06:53.680]  成為我們的輔導者
[00:06:53.680 --> 00:06:57.280]  在一生的道路當中他要親自引導我們的道路
[00:06:57.280 --> 00:07:00.720]  這是何等寶貴的恩典
[00:07:00.720 --> 00:07:02.800]  但多少時候你知道做一個基督徒
[00:07:02.800 --> 00:07:06.640]  我們卻常常忽略了主的同在
[00:07:06.640 --> 00:07:12.320]  以至於我們也經歷不到主同在的恩典跟能力
[00:07:12.320 --> 00:07:15.600]  那你說我們怎麼樣才能夠來經歷呢
[00:07:15.600 --> 00:07:19.360]  那你就要學習將我們的心思意念
[00:07:19.360 --> 00:07:23.920]  能夠放在這個與我們同在的主身上
[00:07:23.920 --> 00:07:25.600]  你要記得做一個基督徒
[00:07:25.600 --> 00:07:27.440]  主一直與我們同在
[00:07:27.440 --> 00:07:29.520]  無論我們在去哪裡
[00:07:29.520 --> 00:07:31.200]  無論我們在做什麼
[00:07:31.200 --> 00:07:32.720]  主都與我們同在
[00:07:32.720 --> 00:07:35.680]  你的心思念就要集中在這件事情上
[00:07:35.680 --> 00:07:37.920]  無論我們去哪裡做什麼
[00:07:37.920 --> 00:07:39.520]  你的心思念思想說
[00:07:39.520 --> 00:07:42.480]  主啊 你的心意是什麼
[00:07:42.480 --> 00:07:44.640]  你會來求問神啊
[00:07:44.640 --> 00:07:47.040]  主啊 你所喜悅的是什麼
[00:07:47.040 --> 00:07:49.120]  你所不喜悅的是什麼
[00:07:49.120 --> 00:07:51.440]  每當我面對人生的關口的時候
[00:07:51.440 --> 00:07:53.120]  我們就來思想主啊
[00:07:53.120 --> 00:07:56.160]  你會如何去做呢
[00:07:56.160 --> 00:08:00.160]  那我常常想起在台北力量堂的歐永亮牧師
[00:08:00.160 --> 00:08:02.240]  我們在靈裡面很好的朋友
[00:08:02.240 --> 00:08:04.240]  我還記得有一次他就提到
[00:08:04.240 --> 00:08:06.800]  甚至他去買領帶的時候
[00:08:06.800 --> 00:08:07.680]  他還問神說
[00:08:07.680 --> 00:08:10.880]  神啊 你覺得這個顏色如何
[00:08:10.880 --> 00:08:12.880]  哇 我說 你太厲害了
[00:08:12.880 --> 00:08:15.760]  你真的明白什麼是主的同在
[00:08:15.760 --> 00:08:18.800]  第二點 如果你真的明白主與你同在
[00:08:18.800 --> 00:08:20.960]  你無論去哪裡做什麼
[00:08:20.960 --> 00:08:22.000]  主就在那
[00:08:22.000 --> 00:08:24.800]  你的心思念就要轉移在主
[00:08:24.800 --> 00:08:27.280]  那主你覺得是如何呢
[00:08:27.280 --> 00:08:29.200]  事實上當你學習
[00:08:29.200 --> 00:08:31.120]  將你的心思意念
[00:08:31.120 --> 00:08:34.400]  集中在與你同在的主身上的時候
[00:08:34.400 --> 00:08:39.120]  其實你就是走在神的同在當中嘛
[00:08:39.120 --> 00:08:41.360]  那麼主同在的恩典跟能力
[00:08:41.360 --> 00:08:42.400]  我告訴你
[00:08:42.400 --> 00:08:45.280]  很自然能夠彰顯在你身上
[00:08:45.280 --> 00:08:46.400]  很自然的
[00:08:46.400 --> 00:08:49.120]  因為你的心思意念在主的身上
[00:08:49.120 --> 00:08:51.520]  你會想到主你會怎麼想
[00:08:51.520 --> 00:08:53.600]  你會喜歡什麼
[00:08:53.600 --> 00:08:57.040]  自然你生活就會合神的心意嘛
[00:08:57.040 --> 00:08:58.240]  Amen
[00:08:58.240 --> 00:09:00.320]  你知道最近在教會界
[00:09:00.320 --> 00:09:01.520]  大家都提到
[00:09:01.520 --> 00:09:04.480]  在康塔基州埃斯珀瑞大學
[00:09:04.480 --> 00:09:07.440]  現在正在經歷神復興的作為嘛
[00:09:07.440 --> 00:09:09.760]  他們從上禮拜三
[00:09:09.760 --> 00:09:13.600]  他們學生例行的周會開始敬拜
[00:09:13.600 --> 00:09:16.160]  就發現敬拜無法結束啊
[00:09:16.160 --> 00:09:19.280]  神的人一直催促他們要敬拜下去
[00:09:19.280 --> 00:09:21.040]  敬拜下去
[00:09:21.040 --> 00:09:22.960]  結果他們從上禮拜三
