
[00:00:00.000 --> 00:00:03.720]  各位電影姐妹 今天我們繼續延續我們之前說的
[00:00:03.720 --> 00:00:06.060]  基督門徒一 二
[00:00:06.060 --> 00:00:07.180]  如果你們記得的時候
[00:00:07.180 --> 00:00:10.120]  一 我們是說忠心跟隨主
[00:00:10.120 --> 00:00:15.480]  二 就是說我們甘心擺上自己的生命去跟從神
[00:00:15.480 --> 00:00:18.800]  基督門徒三 我們說一下我們內在的生命
[00:00:18.800 --> 00:00:20.720]  謙卑仇教
[00:00:20.720 --> 00:00:26.060]  聽話
[00:00:26.060 --> 00:00:28.920]  在星期五 我仍然在香港
[00:00:28.920 --> 00:00:30.840]  感謝主帶領我回香港
[00:00:30.840 --> 00:00:34.040]  有兩個星期探望家人的時間
[00:00:34.040 --> 00:00:39.600]  星期五的時候 我就坐香港的鐵路
[00:00:39.600 --> 00:00:42.880]  對面有一排這樣的座位
[00:00:42.880 --> 00:00:47.280]  你見到其中有兩個座位叫優先座
[00:00:47.280 --> 00:00:49.440]  有沒有坐過
[00:00:49.440 --> 00:00:52.000]  優先座 優先座大概給什麼人坐呢
[00:00:52.000 --> 00:00:54.000]  就是給一些有需要的人士
[00:00:54.000 --> 00:00:58.400]  包括華人的人士
[00:00:58.400 --> 00:01:02.880]  傷殘人士 長者等等 有需要的人士坐
[00:01:02.880 --> 00:01:06.400]  那段時間不是繁忙時間
[00:01:06.400 --> 00:01:07.960]  很多座位坐
[00:01:07.960 --> 00:01:11.440]  我就坐在那裏 見到對面這個優先座
[00:01:11.440 --> 00:01:14.680]  就來了一個年輕的媽媽
[00:01:14.680 --> 00:01:19.000]  就拖著一個四五歲的小朋友
[00:01:19.000 --> 00:01:20.520]  就坐在對面
[00:01:20.520 --> 00:01:26.480]  媽媽你見到就坐在這些座位最右手邊
[00:01:26.480 --> 00:01:28.480]  即不是優先座那邊
[00:01:28.480 --> 00:01:30.680]  她旁邊就有個空位
[00:01:30.680 --> 00:01:33.320]  大概五歲的小朋友
[00:01:33.320 --> 00:01:36.880]  一坐就坐在紅色的優先座
[00:01:36.880 --> 00:01:38.760]  她媽媽就說
[00:01:38.760 --> 00:01:43.000]  那個優先座來的 坐過來吧
[00:01:43.000 --> 00:01:46.560]  你知不知道小朋友說什麼
[00:01:46.560 --> 00:01:48.640]  都沒有人坐
[00:01:48.640 --> 00:01:50.640]  媽媽 那個優先座來的
[00:01:50.640 --> 00:01:55.120]  給有需要的人坐的 你坐過來吧
[00:01:55.120 --> 00:01:57.480]  沒有人坐
[00:01:57.480 --> 00:02:00.240]  然後媽媽就很生氣
[00:02:00.240 --> 00:02:02.200]  然後怎樣呢
[00:02:02.200 --> 00:02:03.880]  你坐過來吧
[00:02:03.880 --> 00:02:07.880]  兒子就開始不理他 不說話
[00:02:07.880 --> 00:02:10.280]  但過了不夠一分鐘
[00:02:10.280 --> 00:02:12.240]  就有些人走過來的時候
[00:02:12.240 --> 00:02:15.200]  小朋友見到有些人來坐就很生氣
[00:02:15.200 --> 00:02:18.320]  因為那些人是有需要坐優先座的人
[00:02:18.320 --> 00:02:20.080]  就走過來坐優先座
[00:02:20.080 --> 00:02:23.000]  小朋友就很生氣 很不服氣
[00:02:23.000 --> 00:02:28.760]  才坐在媽媽旁邊的那個座位
[00:02:28.760 --> 00:02:30.400]  聽話
[00:02:30.400 --> 00:02:34.480]  我想問問在座的弟兄姊妹
[00:02:34.480 --> 00:02:37.200]  從小到現在
[00:02:37.200 --> 00:02:43.600]  你是否一個聽話的人
[00:02:43.600 --> 00:02:45.600]  一時是
[00:02:45.600 --> 00:02:47.760]  聽話不只是小朋友
[00:02:47.760 --> 00:02:51.640]  我們在座的長者有沒有聽話呢
[00:02:51.640 --> 00:02:55.320]  吃東西上有沒有聽話呢
[00:02:55.320 --> 00:02:57.000]  聽話
[00:02:57.000 --> 00:02:59.200]  我們做基督徒做了一段時間
[00:02:59.200 --> 00:03:00.400]  回教會一段時間
[00:03:00.400 --> 00:03:02.320]  你都知道聽話很重要
[00:03:02.320 --> 00:03:04.520]  聽神的話要信服
[00:03:04.520 --> 00:03:08.360]  要謙卑 要受教
[00:03:08.360 --> 00:03:12.680]  我們經常看聖經 我們都知道
[00:03:12.680 --> 00:03:14.760]  我想你問一問自己
[00:03:14.760 --> 00:03:18.040]  你覺得自己在天父的眼裡
[00:03:18.040 --> 00:03:23.360]  是否一個謙卑 受教 聽話的兒女呢
[00:03:23.360 --> 00:03:26.440]  你覺得自己在天父的眼裡
[00:03:26.440 --> 00:03:31.160]  是否一個謙卑 受教 聽話的兒女呢
[00:03:31.160 --> 00:03:34.400]  如果零到十分
[00:03:34.400 --> 00:03:43.720]  你會給自己多少分呢
[00:03:43.720 --> 00:03:46.840]  所以今天的問題我們不是說
[00:03:46.840 --> 00:03:48.760]  我們不知道要聽話
[00:03:48.760 --> 00:03:52.400]  我們其實人人都知道要聽話的
[00:03:52.400 --> 00:03:55.280]  但是實際上現實生活裡面
[00:03:55.280 --> 00:03:58.320]  我們怎樣可以做到聽話呢
[00:03:58.320 --> 00:04:01.040]  很多時候我們都是人來的
[00:04:01.040 --> 00:04:06.720]  人呢 特別我們生活得久一點的那些
[00:04:06.720 --> 00:04:10.320]  我們人生有很多人生的經歷 閱歷
[00:04:10.320 --> 00:04:12.760]  很多時候我們經歷過的事
[00:04:12.760 --> 00:04:15.760]  或者我們做過的事
[00:04:15.760 --> 00:04:18.320]  我們覺得這樣是對的 這樣是好的
[00:04:18.320 --> 00:04:20.440]  就是這樣的了
[00:04:20.440 --> 00:04:25.480]  這些是叫做固執
[00:04:25.480 --> 00:04:30.080]  又或者有時我們有些人當中就說
[00:04:30.080 --> 00:04:32.640]  每個人都有自己的事要自己搞定的
[00:04:32.640 --> 00:04:34.680]  你搞定你的事 我自己的事我自己搞定
[00:04:34.680 --> 00:04:38.080]  我不用你理我 你不要理我
[00:04:38.080 --> 00:04:40.880]  這些是什麼
[00:04:40.880 --> 00:04:44.400]  自私 自我
[00:04:44.400 --> 00:04:46.920]  甚至有時候有些人說
[00:04:46.920 --> 00:04:49.320]  最重要是開心
[00:04:49.320 --> 00:04:50.600]  隨我的心
[00:04:50.600 --> 00:04:53.920]  我的心喜歡這樣做就這樣去做
[00:04:53.920 --> 00:04:55.720]  其他人的意見可以參考一下
[00:04:55.720 --> 00:04:58.320]  但是都不用理的了
[00:04:58.320 --> 00:05:02.600]  這些是任性
[00:05:02.600 --> 00:05:04.560]  其實無論我們什麼年紀
[00:05:04.560 --> 00:05:07.800]  我們都會有時候會有固執
[00:05:07.800 --> 00:05:11.200]  會有自私 會有任性
[00:05:11.200 --> 00:05:14.360]  正如以前以色列人一樣
[00:05:14.360 --> 00:05:16.720]  雖然神揀選了這群以色列人
[00:05:16.720 --> 00:05:19.080]  成為他的選民
[00:05:19.080 --> 00:05:20.360]  但是我們看到聖經裡面
[00:05:20.360 --> 00:05:22.600]  這群以色列人不斷 整天都是
[00:05:22.600 --> 00:05:25.320]  偏行自己想走的路
[00:05:25.320 --> 00:05:26.560]  他們覺得這樣好
[00:05:26.560 --> 00:05:28.840]  他們就這樣去做
[00:05:28.840 --> 00:05:31.760]  但是神繼續使用先知
[00:05:31.760 --> 00:05:34.440]  跟他們講預言
[00:05:34.440 --> 00:05:40.320]  提醒他們 警告他們 教導他們
[00:05:40.320 --> 00:05:41.600]  而今天我們看這段經文
[00:05:41.600 --> 00:05:45.560]  就是講到當時有一個先知叫做耶利米
[00:05:45.560 --> 00:05:49.240]  耶利米當時面對的環境是怎樣的環境呢
[00:05:49.240 --> 00:05:53.240]  就是看到這群以色列人很反叛
[00:05:53.240 --> 00:05:56.400]  很任性 道德敗壞
[00:05:56.400 --> 00:06:00.560]  拜很多偶像 不聽神的話
[00:06:00.560 --> 00:06:03.760]  神就呼籲他們要悔改
[00:06:03.760 --> 00:06:05.680]  而且宣告
[00:06:05.680 --> 00:06:09.280]  當他們願意跟從神 聽神的話的時候
[00:06:09.280 --> 00:06:14.520]  神就會給他們帶來人生裡很多的祝福
[00:06:14.520 --> 00:06:18.400]  所以今天我們也求神幫助我們
[00:06:18.400 --> 00:06:20.040]  藉著這段經文
[00:06:20.040 --> 00:06:25.720]  去幫助我們學習成為一個謙卑受教的門徒
[00:06:25.720 --> 00:06:34.480]  我們一起低頭祈禱
[00:06:34.480 --> 00:06:36.320]  天父上帝今天求你
[00:06:36.320 --> 00:06:39.120]  藉著這段經文
[00:06:39.120 --> 00:06:42.640]  聖靈在我們心裡工作
[00:06:42.640 --> 00:06:45.880]  親自在我們說話
[00:06:45.880 --> 00:06:50.240]  帶領我們在神的愛
[00:06:50.240 --> 00:06:52.560]  在神的恩典裡
[00:06:52.560 --> 00:06:56.560]  讓我們有機會跟著祢
[00:06:56.560 --> 00:06:58.640]  塗造我們的生命
[00:06:58.640 --> 00:07:01.560]  成為一個謙卑受教的人
[00:07:01.560 --> 00:07:05.280]  開我們的眼 開我們的耳
[00:07:05.280 --> 00:07:12.560]  打開我們的心 公聽神理的教導
[00:07:12.560 --> 00:07:14.480]  多謝你 聽我們禱告
[00:07:14.480 --> 00:07:17.760]  奉耶穌基督聖名求 阿們
[00:07:35.680 --> 00:07:38.880]  聽從阿公 阿嬤 阿嬤所給的恩賜
[00:07:38.880 --> 00:07:42.560]  每年一萬 阿彌陀佛提升天下大靈魂
[00:07:42.560 --> 00:07:45.840]  皇上 阿彌陀佛祈求給天下大靈魂
[00:07:45.840 --> 00:07:48.960]  皇上 阿彌陀佛提升天下大靈魂
[00:07:48.960 --> 00:07:52.080]  請祢 阿彌陀佛 祈求給天地靈
[00:07:52.080 --> 00:07:54.640]  祢 阿彌陀佛 祈求給地靈
[00:07:54.640 --> 00:07:56.960]  祢 阿彌陀佛 祈求給地靈
[00:07:56.960 --> 00:08:00.560]  祢 阿彌陀佛 祈求給天地靈
[00:08:00.560 --> 00:08:04.560]  請祢 阿彌陀佛 祈求給天地靈
[00:08:04.560 --> 00:08:09.920]  神吩咐耶利米 要去到這個圖像的家裏面
[00:08:09.920 --> 00:08:13.200]  即是窯醬 即是用火燒的圖例做一些器皿
[00:08:13.200 --> 00:08:16.400]  那些人 即是 有沒有做過呀 你們
[00:08:16.400 --> 00:08:19.840]  我中學的時間 都有幾堂那些美術堂
[00:08:19.840 --> 00:08:27.760]  都是學做這些圖例的一些學習的
[00:08:27.760 --> 00:08:30.800]  真是有一部機 是轉轉轉
[00:08:30.800 --> 00:08:35.120]  即是好像這樣轉轉轉出來
[00:08:35.120 --> 00:08:38.880]  神吩咐耶利米 要去到這個圖像的家裏面
[00:08:38.880 --> 00:08:41.440]  透過圖像去做這個器皿
[00:08:41.440 --> 00:08:43.920]  一直這樣做 做得不漂亮
[00:08:43.920 --> 00:08:49.920]  就將它搓回去 重新再做另一個器皿
[00:08:49.920 --> 00:08:53.840]  神就透過這個情景 去教耶利米
[00:08:53.840 --> 00:08:56.720]  和要將一些要耶利米講的說話
[00:08:56.720 --> 00:09:03.520]  藉著這個場景 藉著這個經驗 傳給耶利米
[00:09:03.520 --> 00:09:04.800]  當我看這段經文的時候
[00:09:04.800 --> 00:09:11.360]  我覺得有些特別 或者整件事有些搞笑
[00:09:11.360 --> 00:09:16.880]  為何要去圖像家
[00:09:16.880 --> 00:09:19.680]  有時我會想 神有甚麼直接講
[00:09:19.680 --> 00:09:21.520]  不用這麼婉轉
[00:09:21.520 --> 00:09:24.640]  即是叫我去圖像家做甚麼呢
[00:09:24.640 --> 00:09:29.200]  如果神今天叫你去 你會怎樣呢
[00:09:29.200 --> 00:09:30.800]  你會不會這麼聽話呢
[00:09:30.800 --> 00:09:35.200]  有時我們人就會很自然地說
[00:09:35.200 --> 00:09:37.440]  做甚麼先
[00:09:37.440 --> 00:09:38.400]  我不是不去
[00:09:38.400 --> 00:09:41.760]  我是想了解清楚一點 究竟做甚麼呢
[00:09:41.760 --> 00:09:43.920]  究竟前因後果是做甚麼呢
[00:09:43.920 --> 00:09:46.960]  去這個圖像家有甚麼意義呢
[00:09:46.960 --> 00:09:48.800]  為何要我這樣去呢
[00:09:48.800 --> 00:09:53.760]  可能我們會問很多問題才去做
[00:09:53.760 --> 00:09:57.440]  可能今天神對我們生活上有很多提示
[00:09:57.440 --> 00:10:00.800]  或者神對我們有很多命令
[00:10:00.800 --> 00:10:03.840]  但我們未必一聽到就馬上去做
[00:10:03.840 --> 00:10:07.280]  可能我們人長大了都會複雜想想
[00:10:07.280 --> 00:10:08.480]  是不是這樣去做呢
[00:10:08.480 --> 00:10:09.680]  為何要這樣去做呢
[00:10:09.680 --> 00:10:12.880]  值不值得這樣去做呢
[00:10:12.880 --> 00:10:15.200]  神往往會透過一些
[00:10:15.200 --> 00:10:18.240]  我們人生裏面的經歷 際遇
[00:10:18.240 --> 00:10:23.600]  甚至是困難 要你去上人生的功課
[00:10:23.600 --> 00:10:27.520]  神往往會藉著你去經歷一些事
[00:10:27.520 --> 00:10:30.640]  去給你一些人生課堂去上
[00:10:30.640 --> 00:10:38.640]  以至到祂想你學習 學到一些東西
[00:10:38.640 --> 00:10:40.960]  所以很多時我們會問一個問題
[00:10:40.960 --> 00:10:44.480]  神呀 在這件事情上
[00:10:44.480 --> 00:10:48.880]  祢想我學習些甚麼
[00:10:48.880 --> 00:10:50.960]  記不記得這句說話
[00:10:50.960 --> 00:10:53.360]  神呀 在這件事情上
