
[00:00:00.000 --> 00:00:06.000]  在2002年曾經發生過一個空難事件
[00:00:06.000 --> 00:00:09.240]  就叫做「澎湖空難」
[00:00:09.240 --> 00:00:10.680]  不知道大家有沒有印象
[00:00:10.680 --> 00:00:17.040]  這個空難就是一個中華航空611號班機的空難事件
[00:00:17.040 --> 00:00:20.200]  當時這一班飛機由台灣飛到香港
[00:00:20.200 --> 00:00:23.800]  在這個空難事件裡面
[00:00:23.800 --> 00:00:26.880]  飛機上的225個人
[00:00:26.880 --> 00:00:28.440]  全部罹難
[00:00:28.880 --> 00:00:32.000]  經過一番調查之後
[00:00:32.000 --> 00:00:33.520]  調查完發覺
[00:00:33.520 --> 00:00:36.600]  事件的起因原來就是機尾
[00:00:36.600 --> 00:00:38.560]  機尾的原因
[00:00:38.560 --> 00:00:44.200]  原來機尾之前因為一次硬著陸破壞了
[00:00:44.200 --> 00:00:46.840]  弄壞了的時候當然要做維修
[00:00:46.840 --> 00:00:48.600]  弄好機尾之後就飛
[00:00:48.600 --> 00:00:52.800]  誰知道原來維修過程不合規格
[00:00:52.800 --> 00:00:54.600]  弄得不正確
[00:00:55.040 --> 00:01:00.880]  最後飛機在飛的時候無法承擔氣流的衝擊
[00:01:00.880 --> 00:01:07.160]  就是在空中解體
[00:01:07.160 --> 00:01:09.200]  由飛機尾開始解體
[00:01:09.200 --> 00:01:10.840]  大家可以想像沒有了機尾的時候
[00:01:10.840 --> 00:01:16.120]  解體一直延伸到整架飛機在半空解體墜落
[00:01:16.120 --> 00:01:21.080]  墜落了在當時澎湖縣對開的海面上
[00:01:21.360 --> 00:01:27.640]  所以那個空難事件就被稱為澎湖空難
[00:01:27.640 --> 00:01:29.560]  為什麼我說這個空難呢?
[00:01:29.560 --> 00:01:31.360]  我想大家想像一下
[00:01:31.360 --> 00:01:39.000]  如果你是當時維修機尾的其中一個工作人員
[00:01:39.000 --> 00:01:41.360]  你做好維修工作
[00:01:41.360 --> 00:01:46.000]  但是卻做得不夠正確
[00:01:46.000 --> 00:01:49.240]  而引致這個空難事件
[00:01:49.440 --> 00:01:53.240]  由於這個維修人員的疏忽
[00:01:53.240 --> 00:01:57.480]  令到二百多人死亡
[00:01:57.480 --> 00:02:04.320]  令到二百多個家庭陷入極度的痛苦、悲哀之中
[00:02:04.320 --> 00:02:07.040]  你猜你的感受是怎樣的?
[00:02:07.040 --> 00:02:09.960]  你的感覺是怎樣的?
[00:02:09.960 --> 00:02:13.000]  你會不會感到很內疚、很自責?
[00:02:13.000 --> 00:02:15.760]  還是當沒有事情發生?
[00:02:15.760 --> 00:02:18.120]  甚至感覺良好
[00:02:18.120 --> 00:02:19.040]  因為什麼?
[00:02:19.040 --> 00:02:21.040]  一個這麼大的錯誤
[00:02:21.040 --> 00:02:24.120]  你不需要承擔任何的法律後果
[00:02:24.120 --> 00:02:25.720]  很開心
[00:02:25.720 --> 00:02:28.600]  你的感覺會是怎樣的呢?
[00:02:28.600 --> 00:02:30.840]  我想大家想一想
[00:02:30.840 --> 00:02:33.960]  其實今天我們剛才所說的、所讀的經文
[00:02:33.960 --> 00:02:36.680]  是發生在一個日子叫做五秦節
[00:02:36.680 --> 00:02:38.680]  聖經這樣說
[00:02:38.680 --> 00:02:39.680]  在那個日子裡面
[00:02:39.680 --> 00:02:41.760]  數以百計的人從不同的地方
[00:02:41.760 --> 00:02:44.360]  這些猶太人聚集在一個地方
[00:02:44.360 --> 00:02:46.440]  大家想像一下
[00:02:46.440 --> 00:02:49.320]  當時聚集在那個地方的猶太人
[00:02:49.320 --> 00:02:51.160]  很大可能
[00:02:51.160 --> 00:02:55.120]  在幾十天之前的受難日那一天
[00:02:55.120 --> 00:02:58.920]  曾經高呼說要釘耶穌基督
[00:02:58.920 --> 00:03:00.080]  就是那幫人
[00:03:00.080 --> 00:03:02.440]  不過在這個聚會裡面
[00:03:02.440 --> 00:03:04.800]  聖靈降臨
[00:03:04.800 --> 00:03:06.320]  聖靈降臨之後
[00:03:06.320 --> 00:03:07.840]  彼得跟這幫人說
[00:03:07.840 --> 00:03:12.640]  當日被你呼喊釘死的耶穌基督
[00:03:12.640 --> 00:03:15.240]  就是我們一直等候的尼塞亞
[00:03:15.520 --> 00:03:18.880]  這個被你所釘死的就是神的兒子
[00:03:18.880 --> 00:03:20.800]  大家想像一下
[00:03:20.800 --> 00:03:23.600]  這是一個極沉重的控告
[00:03:23.600 --> 00:03:27.000]  我相信這幫人聽到彼得所說之後
[00:03:27.000 --> 00:03:35.520]  心情比維修飛機機尾的維修人員的心情
[00:03:35.520 --> 00:03:39.440]  更為惡劣、更為悲傷
[00:03:39.440 --> 00:03:41.440]  不僅二百多人死了
[00:03:41.440 --> 00:03:43.680]  現在是神的兒子因為你的錯誤
[00:03:43.680 --> 00:03:47.400]  你的疏忽而導致他被釘死在十字架上
[00:03:47.400 --> 00:03:49.160]  我相信這是一個很沉重
[00:03:49.160 --> 00:03:52.600]  不過也是內容很豐富的一個故事
[00:03:52.600 --> 00:03:54.600]  讓我們通過今天這個故事
[00:03:54.600 --> 00:04:00.560]  來思考當中神要我們學到的是什麼功課
[00:04:00.560 --> 00:04:02.040]  一開始的時候
[00:04:02.040 --> 00:04:02.920]  經文告訴我們
[00:04:02.920 --> 00:04:04.200]  那天是一個五巡節
[00:04:04.200 --> 00:04:05.160]  五巡節到了
[00:04:05.160 --> 00:04:10.240]  耶穌和祂的門徒聚集在一個地方
[00:04:10.240 --> 00:04:12.920]  當時有很多虔誠的猶太人
[00:04:12.920 --> 00:04:16.720]  一同從不同的地方來到耶路撒冷
[00:04:16.720 --> 00:04:17.720]  來到過節
[00:04:17.720 --> 00:04:19.200]  原因是他們
[00:04:19.200 --> 00:04:21.120]  為什麼這麼多人來到耶路撒冷呢?
[00:04:21.120 --> 00:04:22.440]  因為聖經告訴我們
[00:04:22.440 --> 00:04:29.040]  五巡節那一天其實是猶太人的一個節期
[00:04:29.040 --> 00:04:30.040]  他們叫做什麼?
[00:04:30.040 --> 00:04:31.520]  他們叫做修葛節
[00:04:31.520 --> 00:04:34.320]  也是叫做七七節
[00:04:34.320 --> 00:04:37.440]  聖經在舊約有一個這樣的記載
[00:04:37.440 --> 00:04:39.800]  在《出埃及記》的二十三章
[00:04:39.800 --> 00:04:43.200]  當時神要求那些祂的百姓
[00:04:43.200 --> 00:04:45.000]  在修葛的時候
[00:04:45.000 --> 00:04:46.800]  修葛那些穀物的時候
[00:04:46.800 --> 00:04:48.960]  我們要修葛很開心
[00:04:48.960 --> 00:04:50.360]  從田間所種的
[00:04:50.360 --> 00:04:51.240]  修葛起來
[00:04:51.240 --> 00:04:54.280]  勞碌得來的初熟之物
[00:04:54.280 --> 00:04:55.160]  修葛起來
[00:04:55.160 --> 00:04:57.520]  我們叫做修葛節
[00:04:57.520 --> 00:04:59.520]  也是叫做七七節
[00:04:59.520 --> 00:05:02.080]  七七節就是莊稼
[00:05:02.080 --> 00:05:03.280]  剛剛熟了
[00:05:03.280 --> 00:05:09.080]  我們要將新的數字獻給耶和華
[00:05:09.080 --> 00:05:11.960]  在那一天當有聖會
[00:05:11.960 --> 00:05:15.440]  那一天的節期
[00:05:15.440 --> 00:05:22.280]  就象徵著表達了莊稼修葛的季節結束了
[00:05:22.280 --> 00:05:25.360]  就將初熟的穀物集合
[00:05:25.360 --> 00:05:27.600]  去獻上感恩
[00:05:27.600 --> 00:05:29.960]  七七節的意思
[00:05:29.960 --> 00:05:31.360]  就是七個七
[00:05:31.360 --> 00:05:33.640]  七個七就是七個星期
[00:05:33.640 --> 00:05:34.800]  七個星期
[00:05:34.800 --> 00:05:35.880]  是從什麼時候開始計算的?
[00:05:35.880 --> 00:05:39.560]  由逾越節開始計算七個星期
[00:05:39.560 --> 00:05:40.600]  就是多少天?
[00:05:40.600 --> 00:05:41.960]  就是四十九天
[00:05:41.960 --> 00:05:45.840]  就是逾越節之後的第五十天
[00:05:45.840 --> 00:05:47.080]  就是五巡節
[00:05:47.080 --> 00:05:47.720]  所以很記得
[00:05:47.720 --> 00:05:49.160]  五巡就是五十
[00:05:49.160 --> 00:05:50.080]  換言之
[00:05:50.080 --> 00:05:55.880]  五巡節就是逾越節之後的第五十天
[00:05:55.880 --> 00:05:57.000]  很記得
[00:05:57.000 --> 00:05:58.560]  這個日子
[00:05:58.560 --> 00:06:00.160]  耶穌是幾月受害的?
[00:06:00.160 --> 00:06:02.600]  耶穌是逾越節的時候受害
[00:06:02.600 --> 00:06:04.000]  逾越節之後四十天
[00:06:04.000 --> 00:06:06.200]  耶穌受害四十天之後發生什麼事?
[00:06:06.200 --> 00:06:07.320]  耶穌升天
[00:06:07.320 --> 00:06:10.200]  耶穌升天之後十天就是五巡節
[00:06:10.200 --> 00:06:14.160]  就是逾越節的五十天之後就是五巡節
[00:06:14.160 --> 00:06:16.920]  在那一天
[00:06:16.920 --> 00:06:19.960]  耶穌曾經應許他們有聖靈
[00:06:19.960 --> 00:06:21.880]  會進入他們的當中
[00:06:21.880 --> 00:06:23.320]  就在五巡節那一天
[00:06:23.320 --> 00:06:27.960]  耶穌聖靈降臨的應許就發生了
[00:06:27.960 --> 00:06:29.920]  我們看看這個事件是怎麼樣的
[00:06:29.920 --> 00:06:36.920]  他說當信徒聚集的時候忽然天上有響聲
[00:06:36.920 --> 00:06:39.320]  好像一陣大風
[00:06:39.320 --> 00:06:43.800]  充滿了他們所在的屋子
[00:06:43.800 --> 00:06:44.880]  當時有什麼人在那裡?
[00:06:44.880 --> 00:06:48.440]  當時就有從不同地方來過節的猶太人
[00:06:48.440 --> 00:06:51.400]  聖經還說明是虔誠的猶太人
[00:06:51.400 --> 00:06:56.440]  我們看到整個經歷包含了很多人的感官
[00:06:56.440 --> 00:06:58.000]  有什麼感官?
[00:06:58.000 --> 00:07:03.520]  他們聽到屋裡有響聲
[00:07:03.520 --> 00:07:04.680]  聽到有響聲
[00:07:04.680 --> 00:07:06.720]  屋裡竟然有一陣大風
[00:07:06.720 --> 00:07:08.280]  大家想像一下突然間有一陣大風
[00:07:08.280 --> 00:07:09.280]  那些窗戶沒有打開
[00:07:09.280 --> 00:07:10.840]  為什麼會有大風?
