
[00:00:00.000 --> 00:00:03.000]  好 各位弟兄姊妹早上好
[00:00:03.000 --> 00:00:09.000]  我想先給大家講一個故事
[00:00:09.000 --> 00:00:15.500]  話說有一天那個魔鬼大王他的手下小鬼
[00:00:15.500 --> 00:00:18.500]  他就很不解的就問那個大王
[00:00:18.500 --> 00:00:23.500]  他說 大王大王 為什麼那間教會那麼的大
[00:00:23.500 --> 00:00:27.500]  有上千的人 你不去攪擾他們
[00:00:27.500 --> 00:00:31.500]  反而你去費心費力的去攪擾那家
[00:00:31.500 --> 00:00:34.500]  只有幾十個人的小教會
[00:00:34.500 --> 00:00:37.500]  你這樣做豈不是打錯算盤了嗎
[00:00:37.500 --> 00:00:41.500]  那個大王就洋洋得意的說
[00:00:41.500 --> 00:00:45.500]  那間上千人的教會 所謂教會
[00:00:45.500 --> 00:00:49.500]  其實每個人回來只是講求吃喝玩樂
[00:00:49.500 --> 00:00:52.500]  對屬靈的事沒有半點胃口
[00:00:52.500 --> 00:00:56.500]  大家之間相處也只顧講一些好聽的話
[00:00:56.500 --> 00:01:01.500]  忠言逆耳 目者傳道也不敢講真理
[00:01:01.500 --> 00:01:05.500]  怕得罪人 對付這樣的教會
[00:01:05.500 --> 00:01:08.500]  根本就不費吹灰之力
[00:01:08.500 --> 00:01:11.500]  他們哪能說得上是教會呢
[00:01:11.500 --> 00:01:14.500]  只不過是一個俱樂部罷了
[00:01:14.500 --> 00:01:16.500]  那小鬼就很不憤氣
[00:01:16.500 --> 00:01:19.500]  他就說 那麼那間小教會呢
[00:01:19.500 --> 00:01:23.500]  大王深深的嘆了一口氣
[00:01:23.500 --> 00:01:26.500]  唉 那間教會雖然小
[00:01:26.500 --> 00:01:30.500]  但是他們上下都十分的同心
[00:01:30.500 --> 00:01:33.500]  而且他們有很強的使命感
[00:01:33.500 --> 00:01:36.500]  一天到晚想著傳福音
[00:01:36.500 --> 00:01:39.500]  把耶穌介紹給更多的人
[00:01:39.500 --> 00:01:43.500]  你說我怎能不絞盡腦汁去對付他們呢
[00:01:43.500 --> 00:01:45.500]  你還不快來幫手
[00:01:45.500 --> 00:01:48.500]  小鬼就說 大王遵命
[00:01:48.500 --> 00:01:53.500]  那剛才我說的這個只是一個虛構的故事
[00:01:53.500 --> 00:01:58.500]  但是它卻反映了教會的一些屬靈的狀況
[00:01:58.500 --> 00:02:01.500]  其實教會跟剛才那個故事一樣
[00:02:01.500 --> 00:02:06.500]  我們也常常面對各種各樣屬靈的攻擊
[00:02:06.500 --> 00:02:09.500]  那今天我們看了這段經文
[00:02:09.500 --> 00:02:14.500]  剛才主席給我們講 說了 讀出來了
[00:02:14.500 --> 00:02:17.500]  那你會看到好像穿穿插插的
[00:02:17.500 --> 00:02:20.500]  因為在四章的六到二十三節
[00:02:20.500 --> 00:02:26.500]  它其實是有一個時間的一個不是順序的
[00:02:26.500 --> 00:02:31.500]  四章六到二十三節是往後在第三個
[00:02:31.500 --> 00:02:34.500]  波斯王第三個皇帝的時候的一個事件
[00:02:34.500 --> 00:02:39.500]  是講重建城牆的後期所遇到的攔阻
[00:02:39.500 --> 00:02:43.500]  所以是在今天我們講的這個重建聖殿
[00:02:43.500 --> 00:02:46.500]  遇到的困難的以後發生的事情
[00:02:46.500 --> 00:02:49.500]  那今天我們看的經文是關於
[00:02:49.500 --> 00:02:52.500]  被擄歸回的以色列人
[00:02:52.500 --> 00:02:56.500]  他們一心想要重建耶和華的聖殿
[00:02:56.500 --> 00:03:02.500]  可是敵人卻用各種的手段來阻撓他們
[00:03:02.500 --> 00:03:04.500]  那他們用什麼手段呢
[00:03:04.500 --> 00:03:09.500]  首先他們就假裝好意要跟他們一同建造
[00:03:09.500 --> 00:03:14.500]  這裡說他們的敵人聽見他們要建造耶和華的聖殿
[00:03:14.500 --> 00:03:17.500]  就來跟他們說
[00:03:17.500 --> 00:03:20.500]  請讓我們與你們一同建造吧
[00:03:20.500 --> 00:03:24.500]  因為我們也像你們那樣尋求你們的神
[00:03:24.500 --> 00:03:27.500]  我們也一直向他來獻祭
[00:03:27.500 --> 00:03:30.500]  那這裡說的敵人是誰呢
[00:03:30.500 --> 00:03:33.500]  這裡說的猶大和汴牙敏的敵人
[00:03:33.500 --> 00:03:39.500]  那這些人是他們在亞述王從巴比倫等地
[00:03:39.500 --> 00:03:45.500]  把他們遷徙到撒瑪利亞的外邦人
[00:03:45.500 --> 00:03:50.500]  所以他們不樂意看到猶太人在故土復興
[00:03:50.500 --> 00:03:53.500]  所以他們就來攪擾他們
[00:03:53.500 --> 00:03:55.500]  這些其實是外邦人
[00:03:55.500 --> 00:04:00.500]  從各處被遷徙到撒瑪利亞的外邦人
[00:04:00.500 --> 00:04:04.500]  雖然他們說允許我們一同跟你們建造
[00:04:04.500 --> 00:04:10.500]  他們所用的原因是我們跟你一樣尋求你們的神
[00:04:10.500 --> 00:04:14.500]  其實他們這些敵人他們是多神論的
[00:04:14.500 --> 00:04:17.500]  他們是拜很多的神
[00:04:17.500 --> 00:04:22.500]  雖然他們好像也把耶華當成一個神
[00:04:22.500 --> 00:04:24.500]  但是不是唯一的神
[00:04:24.500 --> 00:04:26.500]  他們是一種混雜的信仰
[00:04:26.500 --> 00:04:29.500]  他們想來跟他們一起參與建造
[00:04:29.500 --> 00:04:31.500]  不是為了真的幫忙
[00:04:31.500 --> 00:04:35.500]  而是為了方便他們慈愛工程的進行
[00:04:35.500 --> 00:04:39.500]  因為在亞述王以撒哈頓
[00:04:39.500 --> 00:04:43.500]  大概在主前681年到669年的時候
[00:04:43.500 --> 00:04:46.500]  曾經從巴比倫那些地方
[00:04:46.500 --> 00:04:51.500]  遷徙這些外族人到撒瑪利亞居住
[00:04:51.500 --> 00:04:55.500]  他們雖然說一直向耶華獻祭
[00:04:55.500 --> 00:05:00.500]  可是他們仍然侍奉自己的假神
[00:05:00.500 --> 00:05:06.500]  因為他們根本跟尤大人所信奉的神是不一樣的
[00:05:06.500 --> 00:05:12.500]  所以他們第一個方法就是假裝好意來一同建造
[00:05:12.500 --> 00:05:16.500]  第二個方法他們是使尤大人的手發軟
[00:05:16.500 --> 00:05:19.500]  並加以擾亂
[00:05:19.500 --> 00:05:26.500]  他們其實是要讓尤大人感覺到沮喪、灰心、喪膽
[00:05:26.500 --> 00:05:33.500]  驚擾這個字,經文裡面第四節說驚擾他們的建築工程
[00:05:33.500 --> 00:05:41.500]  這個詞語在原文的時態是一個經常性將來的時事
[00:05:41.500 --> 00:05:49.500]  那表示他們從頭到未來一直都在驚擾他們
[00:05:49.500 --> 00:05:54.500]  使尤大人好長一段時間他們都受到驚擾
[00:05:54.500 --> 00:05:58.500]  這是他們第二個軌跡
[00:05:58.500 --> 00:06:05.500]  第三個方法他們就賄買謀士,敗壞建造延宕工程
[00:06:05.500 --> 00:06:09.500]  這裡說他們在波斯王古列的日子
[00:06:09.500 --> 00:06:13.500]  一直到波斯王大立烏的時候都常常這樣做
[00:06:13.500 --> 00:06:18.500]  波斯王大立烏是第二個皇帝
[00:06:18.500 --> 00:06:23.500]  從波斯王下諭旨讓他們回去建造聖殿
[00:06:23.500 --> 00:06:26.500]  到後來大立烏的時候
[00:06:26.500 --> 00:06:31.500]  那這段時間一共有十五年之久
[00:06:31.500 --> 00:06:36.500]  所以大概那個聖殿因為他們的阻撓
[00:06:36.500 --> 00:06:42.500]  有十五年工程是停頓下來
[00:06:42.500 --> 00:06:46.500]  因為他們賄買了一些所謂的這些的謀士
[00:06:46.500 --> 00:06:56.500]  就是他們的國策的顧問影響他們重建聖殿的決策
[00:06:56.500 --> 00:07:02.500]  第四他們利用權勢去威嚇去攔阻他們建殿
[00:07:02.500 --> 00:07:07.500]  這裡說他們在河西那邊的省長
[00:07:07.500 --> 00:07:11.500]  除了省長還有他們的同僚
[00:07:11.500 --> 00:07:16.500]  這些人就是在河西那邊的亞法薩加人
[00:07:16.500 --> 00:07:19.500]  這些的亞法薩加人
[00:07:19.500 --> 00:07:26.500]  他們波斯原文的意思指的是負責查案的督察
[00:07:26.500 --> 00:07:29.500]  他們擁有判罪的權柄
[00:07:29.500 --> 00:07:34.500]  所以省長和他們的同僚還有查案的督察
[00:07:34.500 --> 00:07:37.500]  他們都一起來攻擊猶太人
[00:07:37.500 --> 00:07:45.500]  利用他們的權勢又意圖藉著在上位者去阻撓以色列人重建聖殿
[00:07:45.500 --> 00:07:49.500]  雖然有大人面對重重的阻撓
[00:07:49.500 --> 00:07:53.500]  可是上帝的幫助也同樣的領導他們
[00:07:53.500 --> 00:07:56.500]  上帝用什麼方法來幫助他們呢
[00:07:56.500 --> 00:08:01.500]  首先神藉著先知的勸勉來幫助他們
[00:08:01.500 --> 00:08:10.500]  這裡五章一節說哈該先知和亦多的兒子薩加利亞先知奉以色列神的名
[00:08:10.500 --> 00:08:15.500]  向在猶大帝和耶路撒冷的猶大人傳講信息
[00:08:15.500 --> 00:08:19.500]  哈該先知大概就在大利烏王的時候
[00:08:19.500 --> 00:08:24.500]  他聽到神給他的指示
[00:08:24.500 --> 00:08:29.500]  要他向猶大人來發預告警告
[00:08:29.500 --> 00:08:34.500]  當時哈該先知來給他們傳神的信息
[00:08:34.500 --> 00:08:38.500]  這記載在哈該書的一章一節
[00:08:38.500 --> 00:08:42.500]  哈該先知說這殿宇仍然荒廢
[00:08:42.500 --> 00:08:47.500]  只是你們住在有天花板的房屋的時候嗎
[00:08:47.500 --> 00:08:50.500]  當時以色列人因為攔阻
[00:08:50.500 --> 00:08:54.500]  所以就放棄了重建聖殿的託付
[00:08:54.500 --> 00:08:57.500]  但是哈該就在這裡提醒他們
[00:08:57.500 --> 00:09:00.500]  你們這麼容易就放棄這個託付
[00:09:00.500 --> 00:09:05.500]  轉移目標來興建你自己的家園
[00:09:05.500 --> 00:09:08.500]  那你們豈能這樣子呢
[00:09:08.500 --> 00:09:12.500]  這樣違背了上帝的託付
[00:09:12.500 --> 00:09:14.500]  所以也因為這樣
[00:09:14.500 --> 00:09:17.500]  之前聖殿荒廢了十五年
[00:09:17.500 --> 00:09:22.500]  直到後來哈該先知再一次的提醒他們
[00:09:22.500 --> 00:09:30.500]  他們後來才在索羅巴伯和耶穌亞的帶領之下來重建聖殿
[00:09:30.500 --> 00:09:33.500]  哈該先知發出這個警告之後
[00:09:33.500 --> 00:09:35.500]  兩個月左右
[00:09:35.500 --> 00:09:41.500]  撒加利亞同樣的發出從上帝而來的預言
[00:09:41.500 --> 00:09:47.500]  撒加利亞先知在撒加利亞書裡面也記述了
[00:09:47.500 --> 00:09:56.500]  當時在大利烏王第二年的八月耶華的話臨到亦多的孫子比利迦的兒子撒加利亞先知說
[00:09:56.500 --> 00:09:59.500]  耶華曾對你們的列祖大發烈怒
[00:09:59.500 --> 00:10:01.500]  所以你要對眾民說
[00:10:01.500 --> 00:10:07.500]  所以撒加利亞就提醒警告以色列人
[00:10:07.500 --> 00:10:09.500]  他說萬軍之耶華這樣說
[00:10:09.500 --> 00:10:13.500]  你們要轉向我我就必轉向你們
[00:10:13.500 --> 00:10:15.500]  撒加利亞先知要警告他們
[00:10:15.500 --> 00:10:22.500]  要遠離他們的惡行惡道轉向上帝
[00:10:22.500 --> 00:10:27.500]  然後耶華還有話臨到撒加利亞說
[00:10:27.500 --> 00:10:30.500]  索羅巴伯的手奠立了這殿的根基
[00:10:30.500 --> 00:10:33.500]  他的手也必完成這功
[00:10:33.500 --> 00:10:38.500]  這樣你就知道萬軍之耶華差遣了我到你們這裡來
[00:10:38.500 --> 00:10:42.500]  誰藐視這一日子以為所做的是小事呢
[00:10:42.500 --> 00:10:47.500]  他們看見索羅巴伯手裡拿著策錘就必歡喜
[00:10:47.500 --> 00:10:51.500]  是耶華的這七眼便察全地
[00:10:51.500 --> 00:10:56.500]  那在這段警告裡面呢
[00:10:56.500 --> 00:11:03.500]  耶華是透過撒加利亞先知來肯定索羅巴伯和大祭司耶穌亞
[00:11:03.500 --> 00:11:11.500]  耶穌亞是上帝差遣的人帶領他們去重建聖殿
[00:11:11.500 --> 00:11:16.500]  以此來激發眾人齊心的重建聖殿
[00:11:16.500 --> 00:11:19.500]  那除了先知的勸勉
[00:11:19.500 --> 00:11:25.500]  耶華神還藉著先知和他們一起幫助他們
[00:11:25.500 --> 00:11:33.500]  先知的同在和支持也是上帝給他們的幫助之一
[00:11:33.500 --> 00:11:38.500]  第二個幫助是神藉著領袖的親身參與
[00:11:38.500 --> 00:11:46.500]  那這裡說撒拉帖的兒子索羅巴伯和約撒達的兒子耶穌亞都起來
[00:11:46.500 --> 00:11:49.500]  開始重建在耶路撒冷的神的殿
