
[00:00:00.000 --> 00:00:02.000]  頂子妹平安
[00:00:02.000 --> 00:00:04.000]  元宵節快樂
[00:00:04.000 --> 00:00:10.000]  今天我們會一起講起初的愛
[00:00:10.000 --> 00:00:12.000]  最近我在網上看到一些影片
[00:00:12.000 --> 00:00:14.000]  不知道大家有沒有看過
[00:00:14.000 --> 00:00:16.000]  就是一些寶寶第一次吃雪糕的影片
[00:00:16.000 --> 00:00:18.000]  有沒有看過
[00:00:18.000 --> 00:00:20.000]  如果你今天有空
[00:00:20.000 --> 00:00:22.000]  可以去看看first ice cream
[00:00:22.000 --> 00:00:24.000]  或者找一些寶寶
[00:00:24.000 --> 00:00:26.000]  很有趣的 開頭那些是
[00:00:26.000 --> 00:00:28.000]  手抱的寶寶
[00:00:28.000 --> 00:00:30.000]  那些父母就把雪糕給他
[00:00:30.000 --> 00:00:32.000]  開頭就有些烘過的凍
[00:00:32.000 --> 00:00:34.000]  但是吃完之後
[00:00:34.000 --> 00:00:36.000]  樣子就很疑惑
[00:00:36.000 --> 00:00:38.000]  然後就開始好像
[00:00:38.000 --> 00:00:40.000]  著燈的樣子
[00:00:40.000 --> 00:00:42.000]  然後就很開心
[00:00:42.000 --> 00:00:44.000]  然後就捉住他的手
[00:00:44.000 --> 00:00:46.000]  吃到整個嘴都是
[00:00:46.000 --> 00:00:48.000]  這些影片其實網上有很多
[00:00:48.000 --> 00:00:50.000]  我想為什麼大家會這麼喜歡看呢
[00:00:50.000 --> 00:00:52.000]  寶寶的神情可愛
[00:00:52.000 --> 00:00:54.000]  還有其實提醒了我們一些東西
[00:00:54.000 --> 00:00:56.000]  提醒我們原來生命中
[00:00:56.000 --> 00:00:58.000]  初次遇上的驚喜和感動
[00:00:58.000 --> 00:01:00.000]  可能我們都不記得
[00:01:00.000 --> 00:01:02.000]  第一次吃雪糕是怎麼樣
[00:01:02.000 --> 00:01:04.000]  可能是一種食物
[00:01:04.000 --> 00:01:06.000]  一個地方的活動
[00:01:06.000 --> 00:01:08.000]  或者我們生命中的一些關係
[00:01:08.000 --> 00:01:10.000]  一個人
[00:01:10.000 --> 00:01:12.000]  不知道我們現在有時間去想一下
[00:01:12.000 --> 00:01:14.000]  在我們生命裡面
[00:01:14.000 --> 00:01:16.000]  有沒有這樣的人
[00:01:16.000 --> 00:01:18.000]  事物
