
[00:00:00.000 --> 00:00:02.500]  弟兄姊妹祖雷平安
[00:00:02.500 --> 00:00:07.500]  感謝神給我們有機會能夠來到祂的面前
[00:00:07.500 --> 00:00:11.500]  一同來思想學習祂的話
[00:00:11.500 --> 00:00:17.500]  我們今天要跟弟兄姊妹一起來分享的是
[00:00:17.500 --> 00:00:24.500]  約翰福音主耶穌七個講論裡面的第二個
[00:00:24.500 --> 00:00:27.500]  就是我是生命的光
[00:00:27.500 --> 00:00:30.500]  我們先一起有禱告
[00:00:30.500 --> 00:00:32.500]  主耶穌我們感謝祢
[00:00:32.500 --> 00:00:37.500]  因為祢給我們有機會能夠一同來到祢面前
[00:00:37.500 --> 00:00:41.500]  來敬拜祢來學習祢的話語
[00:00:41.500 --> 00:00:43.500]  願祢與我們同在
[00:00:43.500 --> 00:00:48.500]  開啟我們讓我們的心都向著祢
[00:00:48.500 --> 00:00:52.500]  願祢賜福給我們眾弟兄姊妹
[00:00:52.500 --> 00:00:55.500]  賜福給我們這個時間
[00:00:55.500 --> 00:00:59.500]  讓我們在祢面前一同得蒙恩典
[00:00:59.500 --> 00:01:08.500]  我們這樣禱告感謝是奉耶穌基督的名
[00:01:08.500 --> 00:01:12.500]  我們今天要一同跟弟兄姊妹來思想的
[00:01:12.500 --> 00:01:18.500]  就是約翰福音的七個講論裡面的第二個
[00:01:18.500 --> 00:01:24.500]  是耶穌說的我是生命的光
[00:01:24.500 --> 00:01:28.500]  我們所要用到的經文是在
[00:01:28.500 --> 00:01:35.500]  約翰福音八章十二節到三十六節這一段
[00:01:35.500 --> 00:01:43.500]  約翰福音八章十二節到三十六節這一段
[00:01:43.500 --> 00:01:46.500]  讓我們一同把這一段裡頭
[00:01:46.500 --> 00:01:50.500]  我們選一部分來一起來讀
[00:01:50.500 --> 00:01:59.500]  請我們一起來讀約翰福音第八章第十二節開始
[00:01:59.500 --> 00:02:03.500]  我們先讀第十二節到十四節
[00:02:03.500 --> 00:02:06.500]  我們一起來
[00:02:06.500 --> 00:02:11.500]  耶穌又對眾人說我是世界的光
[00:02:11.500 --> 00:02:14.500]  跟從我的就不在黑暗裡走
[00:02:14.500 --> 00:02:18.500]  必要則作生命的光
[00:02:18.500 --> 00:02:23.500]  法利三人對他說你是為自己做見證
[00:02:23.500 --> 00:02:25.500]  你的見證不生
[00:02:25.500 --> 00:02:29.500]  耶穌說我雖然為自己做見證
[00:02:29.500 --> 00:02:32.500]  我的見證還是真的
[00:02:32.500 --> 00:02:37.500]  因我知道我從哪裡來往哪裡去
[00:02:37.500 --> 00:02:43.500]  你們卻不知道我從哪裡來往哪裡去
[00:02:43.500 --> 00:02:47.500]  你們是以外貌判斷人
[00:02:47.500 --> 00:02:50.500]  我卻不判斷人
[00:02:50.500 --> 00:02:51.500]  就是判斷人
[00:02:51.500 --> 00:02:55.500]  我的判斷也是真的
[00:02:55.500 --> 00:03:01.500]  我們再讀這個二十六節到三十二節
[00:03:01.500 --> 00:03:07.500]  第二十六節到三十二節
[00:03:07.500 --> 00:03:11.500]  我有許多事講論你們
[00:03:11.500 --> 00:03:13.500]  判斷你們
[00:03:13.500 --> 00:03:16.500]  但他猜我來的是真的
[00:03:16.500 --> 00:03:18.500]  在他那裡所聽見的
[00:03:18.500 --> 00:03:21.500]  我就傳給世人
[00:03:21.500 --> 00:03:23.500]  他們互相都明白
[00:03:23.500 --> 00:03:26.500]  耶穌是指著父說的
[00:03:26.500 --> 00:03:32.500]  隨耶穌說你們舉起人質以後
[00:03:32.500 --> 00:03:35.500]  必知道我是基督
[00:03:35.500 --> 00:03:40.500]  並且知道我沒有一件事是憑著自己做的
[00:03:40.500 --> 00:03:46.500]  我說這些話乃是受父所教訓我的
[00:03:46.500 --> 00:03:50.500]  那猜我來的是與我同在
[00:03:50.500 --> 00:03:53.500]  他沒有撇下我獨自在這裡
[00:03:53.500 --> 00:03:58.500]  因為我常說他喜悅的事
[00:03:58.500 --> 00:04:01.500]  耶穌說這話的時候
[00:04:01.500 --> 00:04:04.500]  就有許多人信他
[00:04:04.500 --> 00:04:10.500]  我們從第八章十二節到三十六節
[00:04:10.500 --> 00:04:11.500]  這一部分裡頭
[00:04:11.500 --> 00:04:15.500]  我們一同來思想耶穌所說的
[00:04:15.500 --> 00:04:18.500]  他說我是生命的光
[00:04:18.500 --> 00:04:22.500]  在約翰福音第一章到第六章
[00:04:22.500 --> 00:04:25.500]  他是講生命的
[00:04:25.500 --> 00:04:29.500]  是這個悅解的事情
[00:04:29.500 --> 00:04:33.500]  到第七章到第十章
[00:04:33.500 --> 00:04:37.500]  他是講祝彭節的事情
[00:04:37.500 --> 00:04:41.500]  這是主耶穌所講的主題
[00:04:41.500 --> 00:04:45.500]  就從生命轉到光了
[00:04:45.500 --> 00:04:48.500]  悅解講到生命
[00:04:48.500 --> 00:04:52.500]  就是他們以色列人怎麼在埃及的時候
[00:04:52.500 --> 00:04:58.500]  能夠被神所領出來
[00:04:58.500 --> 00:05:05.500]  離開圍爐之地到一個自由的迦南的美地
[00:05:05.500 --> 00:05:10.500]  就是講到他們由從死到生
[00:05:10.500 --> 00:05:13.500]  是一個講生命的
[00:05:13.500 --> 00:05:16.500]  那麼到第七章到第十章
[00:05:16.500 --> 00:05:19.500]  是講到祝彭節的事情
[00:05:19.500 --> 00:05:23.500]  因為在那個節氣裡頭
[00:05:23.500 --> 00:05:26.500]  他有光在身邊裡頭
[00:05:26.500 --> 00:05:33.500]  有幾盞的大燈照亮了整個的聖殿院子
[00:05:33.500 --> 00:05:37.500]  所以就從生命轉到光了
[00:05:37.500 --> 00:05:41.500]  我們人的需要
[00:05:41.500 --> 00:05:43.500]  我們不但有生命
[00:05:43.500 --> 00:05:45.500]  這生命也是光
[00:05:45.500 --> 00:05:50.500]  生命和光對我們都是很重要的
[00:05:50.500 --> 00:05:55.500]  生命跟光也不能分開的
[00:05:55.500 --> 00:06:00.500]  所以在約翰福音第一章第四節就說到
[00:06:00.500 --> 00:06:03.500]  生命在他裡頭
[00:06:03.500 --> 00:06:08.500]  這生命就是人的光
[00:06:08.500 --> 00:06:12.500]  所以在第十二節
[00:06:12.500 --> 00:06:14.500]  一章十二節說
[00:06:14.500 --> 00:06:17.500]  必要得到生命的光
[00:06:17.500 --> 00:06:21.500]  也就是產生生命的光
[00:06:21.500 --> 00:06:27.500]  生命的光就是能夠產生生命的光
[00:06:27.500 --> 00:06:33.500]  其實詩篇在舊約裡頭也常講到
[00:06:33.500 --> 00:06:41.500]  主耶穌是父神所差來到世界上的生命的光
[00:06:41.500 --> 00:06:46.500]  所以詩篇三十六篇的第九節也說到
[00:06:46.500 --> 00:06:51.500]  因為在你那裡有生命的源頭
[00:06:51.500 --> 00:06:56.500]  在你的光中我們必得見光
[00:06:56.500 --> 00:07:01.500]  所以約翰福音的第八章十二節主耶穌就說了
[00:07:01.500 --> 00:07:05.500]  他說我是世界的光
[00:07:05.500 --> 00:07:08.500]  所以在約翰福音裡頭
[00:07:08.500 --> 00:07:11.500]  有主耶穌的七個講論
[00:07:11.500 --> 00:07:16.500]  都是以「我是」開始的
[00:07:16.500 --> 00:07:20.500]  我們上次所學習的上一個講論
[00:07:20.500 --> 00:07:24.500]  是主耶穌說「我是生命的糧」
[00:07:24.500 --> 00:07:26.500]  那麼這個七個講論呢
[00:07:26.500 --> 00:07:31.500]  都是特別的突出主耶穌的「所是」
[00:07:31.500 --> 00:07:33.500]  祂是誰?
[00:07:33.500 --> 00:07:36.500]  祂的「所是」
[00:07:36.500 --> 00:07:39.500]  當然主耶穌還記載
[00:07:39.500 --> 00:07:44.500]  約翰還記載主耶穌所行的七個生機
[00:07:44.500 --> 00:07:48.500]  是來認識祂所做的
[00:07:48.500 --> 00:07:52.500]  所以一個是「所做」一個是「所是」
[00:07:52.500 --> 00:07:57.500]  都是把主耶穌放在我們的前面
[00:07:57.500 --> 00:08:01.500]  叫我們能夠認識祂是神的兒子
[00:08:01.500 --> 00:08:06.500]  是我們的救主
[00:08:06.500 --> 00:08:12.500]  在第八章二十一節到三十二節
[00:08:12.500 --> 00:08:17.500]  就是講到耶穌全病的源頭
[00:08:17.500 --> 00:08:21.500]  因為當耶穌跟眾人說到
[00:08:21.500 --> 00:08:23.500]  祂是世界的光以後
[00:08:23.500 --> 00:08:27.500]  就受到法利塞人的反對
[00:08:27.500 --> 00:08:30.500]  說「你說的話不真實」
[00:08:30.500 --> 00:08:33.500]  「你是為自己做見證」
[00:08:33.500 --> 00:08:36.500]  耶穌對他們說
[00:08:36.500 --> 00:08:38.500]  「我的話是真的」
[00:08:38.500 --> 00:08:43.500]  因為祂知道自己從哪裡來
[00:08:43.500 --> 00:08:46.500]  往哪裡去
[00:08:46.500 --> 00:08:49.500]  那耶穌是從哪裡來呢?
[00:08:49.500 --> 00:08:54.500]  我們可以在第二十三節到二十九節
[00:08:54.500 --> 00:08:56.500]  這一段裡頭
[00:08:56.500 --> 00:08:58.500]  我們可以看到耶穌說
[00:08:58.500 --> 00:09:02.500]  祂從什麼地方來的
[00:09:02.500 --> 00:09:05.500]  在二十三節就說了
[00:09:05.500 --> 00:09:07.500]  耶穌就對他們說
[00:09:07.500 --> 00:09:11.500]  「你們是從下頭來的」
[00:09:11.500 --> 00:09:14.500]  「我是從上頭來的」
[00:09:14.500 --> 00:09:18.500]  從上頭來就是從天上來的
[00:09:18.500 --> 00:09:22.500]  是父神差遣祂來的
[00:09:22.500 --> 00:09:26.500]  但是他們卻是從下頭來的
[00:09:26.500 --> 00:09:29.500]  這下頭來的不是指
[00:09:29.500 --> 00:09:35.500]  是從地獄或者是從陰間來的意思
[00:09:35.500 --> 00:09:37.500]  而是表示
[00:09:37.500 --> 00:09:41.500]  這個下頭是表示這個世界
[00:09:41.500 --> 00:09:43.500]  是屬這個世界的
[00:09:43.500 --> 00:09:46.500]  他們是屬這個世界的
[00:09:46.500 --> 00:09:52.500]  這個世界就是與神為敵的一個體系
[00:09:52.500 --> 00:09:55.500]  所以耶穌說
[00:09:55.500 --> 00:09:57.500]  祂是從哪裡來呢?
[00:09:57.500 --> 00:09:59.500]  祂是從天上來的
[00:09:59.500 --> 00:10:02.500]  祂是從父那裡來的
