
[00:00:00.000 --> 00:00:02.000]  靚仔慰平安
[00:00:02.000 --> 00:00:04.000]  一齊有個祈禱
[00:00:04.000 --> 00:00:10.000]  天父多謝你
[00:00:10.000 --> 00:00:13.000]  讓我們能夠有生命氣息
[00:00:13.000 --> 00:00:15.000]  可以去敬拜
[00:00:15.000 --> 00:00:17.000]  可以去認識
[00:00:17.000 --> 00:00:19.000]  也可以去侍奉你
[00:00:19.000 --> 00:00:21.000]  天父現在
[00:00:21.000 --> 00:00:25.000]  天地之間發生一件很奇妙的事
[00:00:25.000 --> 00:00:27.000]  就是我們這些罪人
[00:00:27.000 --> 00:00:30.000]  能夠藉著耶穌基督的寶血潔淨
[00:00:30.000 --> 00:00:34.000]  我們能夠直達到天父的面前
[00:00:34.000 --> 00:00:36.000]  我們的禱告都能夠夢理如臨
[00:00:36.000 --> 00:00:38.000]  天父這件
[00:00:38.000 --> 00:00:41.000]  在天地間的很奧妙的事情
[00:00:41.000 --> 00:00:44.000]  但是多謝你都成就了
[00:00:44.000 --> 00:00:47.000]  在我們身上藉著基督的寶血
[00:00:47.000 --> 00:00:49.000]  我們再一次安靜在你面前
[00:00:49.000 --> 00:00:51.000]  深深相信
[00:00:51.000 --> 00:00:53.000]  你有說話透過你的靈
[00:00:53.000 --> 00:00:55.000]  向我們每一個
[00:00:55.000 --> 00:00:57.000]  你都可以說話
[00:00:57.000 --> 00:00:59.000]  讓我們到心靈裏面
[00:00:59.000 --> 00:01:01.000]  能夠回應
[00:01:01.000 --> 00:01:03.000]  奉耶穌基督的成名
[00:01:03.000 --> 00:01:05.000]  阿們
[00:01:25.000 --> 00:01:27.000]  聖經是很寶貝
[00:01:27.000 --> 00:01:29.000]  所以我們讀過
[00:01:29.000 --> 00:01:31.000]  但是我希望
[00:01:31.000 --> 00:01:33.000]  邀請大家和我一起讀
[00:01:33.000 --> 00:01:35.000]  我會先讀
[00:01:35.000 --> 00:01:37.000]  頭十五節
[00:01:37.000 --> 00:01:39.000]  之後那幾節
[00:01:39.000 --> 00:01:41.000]  我就邀請大家和我一起讀
[00:01:41.000 --> 00:01:43.000]  我先讀頭十五節
[00:01:43.000 --> 00:01:45.000]  讓大家安靜去聆聽
[00:01:45.000 --> 00:01:47.000]  好
[00:01:47.000 --> 00:01:49.000]  聖經說
[00:01:49.000 --> 00:01:51.000]  七日的第一日清早
[00:01:51.000 --> 00:01:53.000]  天還黑的時候
[00:01:53.000 --> 00:01:55.000]  末大拉的瑪利亞
[00:01:55.000 --> 00:01:57.000]  來到墳墓那裏
[00:01:57.000 --> 00:01:59.000]  看見石頭
[00:01:59.000 --> 00:02:01.000]  從墳墓挪開了
[00:02:01.000 --> 00:02:03.000]  就跑來見
[00:02:03.000 --> 00:02:05.000]  西門彼得和耶穌
[00:02:05.000 --> 00:02:07.000]  所愛的那個門徒
[00:02:07.000 --> 00:02:09.000]  對他們說
[00:02:09.000 --> 00:02:11.000]  有人把主
[00:02:11.000 --> 00:02:13.000]  從墳墓裏挪了去
[00:02:13.000 --> 00:02:15.000]  我們不知道
[00:02:15.000 --> 00:02:17.000]  放在那裏
[00:02:17.000 --> 00:02:19.000]  彼得和那門徒
[00:02:19.000 --> 00:02:21.000]  就出來往墳墓那裏去
[00:02:21.000 --> 00:02:23.000]  那兩個人
[00:02:23.000 --> 00:02:25.000]  同跑
[00:02:25.000 --> 00:02:27.000]  那門徒比彼得
[00:02:27.000 --> 00:02:29.000]  跑得更快
[00:02:29.000 --> 00:02:31.000]  先到了墳墓
[00:02:31.000 --> 00:02:33.000]  低頭往裏看
[00:02:33.000 --> 00:02:35.000]  就見西瑪布
[00:02:35.000 --> 00:02:37.000]  還放在那裏
[00:02:37.000 --> 00:02:39.000]  只是沒有進去
[00:02:39.000 --> 00:02:41.000]  西門彼得
[00:02:41.000 --> 00:02:43.000]  隨後也到了
[00:02:43.000 --> 00:02:45.000]  進墳墓裏看
[00:02:45.000 --> 00:02:47.000]  就看見西瑪布
[00:02:47.000 --> 00:02:49.000]  還放在那裏
[00:02:49.000 --> 00:02:51.000]  又看見耶穌的
[00:02:51.000 --> 00:02:53.000]  那頭巾沒有和
[00:02:53.000 --> 00:02:55.000]  西瑪布放在一處
[00:02:55.000 --> 00:02:57.000]  是另外一處捲著
[00:02:57.000 --> 00:03:01.000]  先到墳墓的那門徒
[00:03:01.000 --> 00:03:03.000]  也進去
[00:03:03.000 --> 00:03:05.000]  看見就信了
[00:03:05.000 --> 00:03:07.000]  因為他們還不明白
[00:03:07.000 --> 00:03:09.000]  聖經的意思
[00:03:09.000 --> 00:03:11.000]  就是耶穌必要從
[00:03:11.000 --> 00:03:13.000]  死裏復活
[00:03:13.000 --> 00:03:15.000]  於是
[00:03:15.000 --> 00:03:17.000]  兩個門徒回自己的
[00:03:17.000 --> 00:03:19.000]  住處去
[00:03:19.000 --> 00:03:21.000]  瑪利亞卻站在
[00:03:21.000 --> 00:03:23.000]  墳墓外面哭
[00:03:23.000 --> 00:03:25.000]  哭的時候
[00:03:25.000 --> 00:03:27.000]  低頭往墳墓裏看
[00:03:27.000 --> 00:03:29.000]  就見兩個天使
[00:03:29.000 --> 00:03:31.000]  穿著白衣
[00:03:31.000 --> 00:03:33.000]  在安放耶穌身體的
[00:03:33.000 --> 00:03:35.000]  地方坐著
[00:03:35.000 --> 00:03:37.000]  一個在頭
[00:03:37.000 --> 00:03:39.000]  一個在腳
[00:03:39.000 --> 00:03:41.000]  天使對她說
[00:03:41.000 --> 00:03:43.000]  「夫人,你為什麼哭?」
[00:03:43.000 --> 00:03:45.000]  她說
[00:03:45.000 --> 00:03:47.000]  「因為有人把我主
[00:03:47.000 --> 00:03:49.000]  拿了去
[00:03:49.000 --> 00:03:51.000]  我不知道放在那裏」
[00:03:51.000 --> 00:03:53.000]  說了這話
[00:03:53.000 --> 00:03:55.000]  就轉過身來
[00:03:55.000 --> 00:03:57.000]  看見耶穌站在那裏
[00:03:57.000 --> 00:03:59.000]  卻不知道
[00:03:59.000 --> 00:04:01.000]  是耶穌
[00:04:01.000 --> 00:04:03.000]  耶穌問她說
[00:04:03.000 --> 00:04:05.000]  「夫人,
[00:04:05.000 --> 00:04:07.000]  為什麼哭?」
[00:04:07.000 --> 00:04:09.000]  「你找誰呢?」
[00:04:09.000 --> 00:04:11.000]  瑪利亞以為是看完的
[00:04:11.000 --> 00:04:13.000]  就對她說
[00:04:13.000 --> 00:04:15.000]  「先生,
[00:04:15.000 --> 00:04:17.000]  若是你把祂拿了去
[00:04:17.000 --> 00:04:19.000]  請告訴我
[00:04:19.000 --> 00:04:21.000]  你把祂放在
[00:04:21.000 --> 00:04:23.000]  那裏
[00:04:23.000 --> 00:04:25.000]  我便去取祂」
[00:04:25.000 --> 00:04:27.000]  好了
[00:04:27.000 --> 00:04:29.000]  接著,十六至十八節
[00:04:29.000 --> 00:04:31.000]  我就邀請
[00:04:31.000 --> 00:04:33.000]  大家一起讀,好不好?
[00:04:33.000 --> 00:04:35.000]  十六開始後,請讀
[00:04:35.000 --> 00:04:37.000]  耶穌說
[00:04:37.000 --> 00:04:39.000]  瑪利亞就轉過來
[00:04:39.000 --> 00:04:41.000]  用希伯來語
[00:04:41.000 --> 00:04:43.000]  對她說
[00:04:43.000 --> 00:04:45.000]  「拉玻璃」
[00:04:45.000 --> 00:04:47.000]  「拉玻璃」就是夫子的意思
[00:04:47.000 --> 00:04:49.000]  耶穌說
[00:04:49.000 --> 00:04:51.000]  「不要摸我
[00:04:51.000 --> 00:04:53.000]  因為還會有
[00:04:53.000 --> 00:04:55.000]  聖上去見我的符
[00:04:55.000 --> 00:04:57.000]  你往我弟兄那裏去
[00:04:57.000 --> 00:04:59.000]  告訴他們說
[00:04:59.000 --> 00:05:01.000]  我要聖上去
[00:05:01.000 --> 00:05:03.000]  見我的符
[00:05:03.000 --> 00:05:05.000]  也是你們的符
[00:05:05.000 --> 00:05:07.000]  見我的神
[00:05:07.000 --> 00:05:09.000]  也是你們的神」
[00:05:09.000 --> 00:05:11.000]  「活大拉的瑪利亞
[00:05:11.000 --> 00:05:13.000]  就去告訴門徒說
[00:05:13.000 --> 00:05:15.000]  我已經看見了主
[00:05:15.000 --> 00:05:17.000]  她又將
[00:05:17.000 --> 00:05:19.000]  主對她說的話
[00:05:19.000 --> 00:05:21.000]  告訴他們」
[00:05:21.000 --> 00:05:23.000]  非常好
[00:05:23.000 --> 00:05:25.000]  所以整大段聖經
[00:05:25.000 --> 00:05:27.000]  不可以不讀
[00:05:27.000 --> 00:05:29.000]  因為裏面的內容很重要
[00:05:29.000 --> 00:05:31.000]  有人福音二十章
[00:05:31.000 --> 00:05:33.000]  一至十八節
[00:05:33.000 --> 00:05:37.000]  四本福音書
[00:05:37.000 --> 00:05:39.000]  記載婦女們
[00:05:39.000 --> 00:05:43.000]  見到主耶穌復活
[00:05:43.000 --> 00:05:45.000]  都有些不同
[00:05:45.000 --> 00:05:47.000]  如果你看過四本福音書
[00:05:47.000 --> 00:05:49.000]  約翰福音
[00:05:49.000 --> 00:05:51.000]  集中記載
[00:05:51.000 --> 00:05:53.000]  活大拉的瑪利亞
[00:05:53.000 --> 00:05:55.000]  馬可福音
[00:05:55.000 --> 00:05:57.000]  記載主耶穌
[00:05:57.000 --> 00:05:59.000]  先向
[00:05:59.000 --> 00:06:01.000]  活大拉瑪利亞顯現
[00:06:01.000 --> 00:06:03.000]  無論如何
[00:06:03.000 --> 00:06:05.000]  活大拉的瑪利亞
[00:06:05.000 --> 00:06:07.000]  是其中一位
[00:06:07.000 --> 00:06:09.000]  到墳墓去
[00:06:09.000 --> 00:06:11.000]  的婦女
[00:06:11.000 --> 00:06:13.000]  而很可能
[00:06:13.000 --> 00:06:15.000]  活大拉瑪利亞
[00:06:15.000 --> 00:06:17.000]  是第一位
[00:06:17.000 --> 00:06:19.000]  看見主顯現的人
[00:06:19.000 --> 00:06:21.000]  我們今天
[00:06:21.000 --> 00:06:23.000]  集中來看看
[00:06:23.000 --> 00:06:25.000]  約翰福音記載
[00:06:25.000 --> 00:06:27.000]  一位活大拉的瑪利亞
[00:06:27.000 --> 00:06:31.000]  我們先看第一樣
[00:06:31.000 --> 00:06:33.000]  我們先看見
[00:06:33.000 --> 00:06:35.000]  祂是尋找主
[00:06:35.000 --> 00:06:37.000]  聖經
[00:06:37.000 --> 00:06:39.000]  記載
[00:06:39.000 --> 00:06:41.000]  七日的第一日清早
[00:06:41.000 --> 00:06:43.000]  天還黑的時候
[00:06:43.000 --> 00:06:47.000]  紐約的時間城
[00:06:47.000 --> 00:06:49.000]  活大拉的瑪利亞
[00:06:49.000 --> 00:06:51.000]  來到墳墓那裡
[00:06:51.000 --> 00:06:53.000]  看見石頭
[00:06:53.000 --> 00:06:55.000]  從墳墓挪開了
[00:06:55.000 --> 00:06:57.000]  就跑來見西門彼得
[00:06:57.000 --> 00:06:59.000]  和耶穌所愛的
[00:06:59.000 --> 00:07:01.000]  那個門徒
[00:07:01.000 --> 00:07:03.000]  他們說
[00:07:03.000 --> 00:07:05.000]  有人把主
[00:07:05.000 --> 00:07:07.000]  從墳墓裡挪去
[00:07:07.000 --> 00:07:09.000]  我們不知道
[00:07:09.000 --> 00:07:11.000]  方在那裡
[00:07:11.000 --> 00:07:13.000]  請問
[00:07:13.000 --> 00:07:15.000]  瑪利亞是什麼時候
[00:07:15.000 --> 00:07:17.000]  來到尋找主
[00:07:17.000 --> 00:07:19.000]  是七日的
[00:07:19.000 --> 00:07:21.000]  第一日的清早
[00:07:21.000 --> 00:07:23.000]  天還黑的時候
[00:07:23.000 --> 00:07:25.000]  祂就去到墳墓
[00:07:25.000 --> 00:07:27.000]  來尋找主
[00:07:27.000 --> 00:07:29.000]  我們看見第一樣
[00:07:29.000 --> 00:07:31.000]  活大拉的瑪利亞
[00:07:31.000 --> 00:07:33.000]  祂是去尋找主
[00:07:33.000 --> 00:07:35.000]  如果你參考
[00:07:35.000 --> 00:07:37.000]  馬可十六章一節
[00:07:37.000 --> 00:07:39.000]  聖經就說
[00:07:39.000 --> 00:07:41.000]  記載到
[00:07:41.000 --> 00:07:43.000]  過了安息日
[00:07:43.000 --> 00:07:45.000]  活大拉的瑪利亞
[00:07:45.000 --> 00:07:47.000]  就買了香膏
[00:07:47.000 --> 00:07:49.000]  要去膏耶穌的身體
[00:07:49.000 --> 00:07:55.000]  活大拉的瑪利亞
[00:07:55.000 --> 00:07:57.000]  去到墳墓見到什麼
[00:07:57.000 --> 00:07:59.000]  祂見到石頭
[00:07:59.000 --> 00:08:01.000]  從墳墓挪開了
