
[00:00:00.000 --> 00:00:03.000]  弟兄姊妹主耐平安
[00:00:03.000 --> 00:00:07.000]  在講道以先,我們首先再一次禱告
[00:00:07.000 --> 00:00:14.000]  主一感謝祢賜下美好的詩歌提醒我們
[00:00:14.000 --> 00:00:17.000]  主祢與我們同在
[00:00:17.000 --> 00:00:22.000]  跟著祢與我們同在,我們心裏面就得穩靠
[00:00:22.000 --> 00:00:26.000]  跟著祢與我們同在,祢的平安賜予我們
[00:00:26.000 --> 00:00:30.000]  所以我們今天能夠在主的殿裏面一同去敬拜
[00:00:30.000 --> 00:00:33.000]  去讚美,去聆聽
[00:00:33.000 --> 00:00:35.000]  主一我們再一次感謝祢
[00:00:35.000 --> 00:00:38.000]  奉主耶穌基督得聖命祈求
[00:00:38.000 --> 00:00:40.000]  阿們
[00:00:40.000 --> 00:00:42.000]  弟兄姊妹時間過得很快
[00:00:42.000 --> 00:00:46.000]  不知不覺我們已經用了半年的時間
[00:00:46.000 --> 00:00:49.000]  在講壇上去宣講真言
[00:00:49.000 --> 00:00:52.000]  如果大家還記得在過去六個月裏面
[00:00:52.000 --> 00:00:54.000]  我們用了四個不同的系列
[00:00:54.000 --> 00:00:56.000]  我們稱為
[00:00:56.000 --> 00:00:58.000]  包括「智慧從上帝而來」
[00:00:58.000 --> 00:01:00.000]  「智慧保守你的心」
[00:01:00.000 --> 00:01:02.000]  「智慧在家庭」
[00:01:02.000 --> 00:01:05.000]  以及「智慧在職場」
[00:01:05.000 --> 00:01:08.000]  來宣講真言
[00:01:08.000 --> 00:01:12.000]  今天在真言講道系列最後的一講
[00:01:12.000 --> 00:01:15.000]  單從剛才四個系列這麼豐富
[00:01:15.000 --> 00:01:17.000]  要我總結真言
[00:01:17.000 --> 00:01:19.000]  實在是很難
[00:01:19.000 --> 00:01:21.000]  所以我今天單從一個角度
[00:01:21.000 --> 00:01:23.000]  來跟大家去思想
[00:01:23.000 --> 00:01:25.000]  究竟在真言裏面
[00:01:25.000 --> 00:01:27.000]  或者真言整卷的書卷
[00:01:27.000 --> 00:01:32.000]  為我們建構了一個什麼樣的神觀呢?
[00:01:32.000 --> 00:01:33.000]  講到神學
[00:01:33.000 --> 00:01:35.000]  大家很多時候
[00:01:35.000 --> 00:01:36.000]  馬上的反應就是
[00:01:36.000 --> 00:01:41.000]  很深、很理論、很哲學性、很學術性的一些事情
[00:01:41.000 --> 00:01:43.000]  好像只是神學院那些
[00:01:43.000 --> 00:01:47.000]  神學生才去研究神學
[00:01:47.000 --> 00:01:49.000]  但是從另一個角度來說
[00:01:49.000 --> 00:01:52.000]  神學其實是很簡單
[00:01:52.000 --> 00:01:55.000]  就是對神的觀念是怎樣
[00:01:55.000 --> 00:01:56.000]  意思就是說
[00:01:56.000 --> 00:01:58.000]  其實我們每一個人心裏面
[00:01:58.000 --> 00:02:02.000]  都有一套對神的一個觀念
[00:02:02.000 --> 00:02:03.000]  就讓我們來看一下
[00:02:03.000 --> 00:02:05.000]  究竟在真言裏面
[00:02:05.000 --> 00:02:11.000]  為我們建構了一個怎樣的神觀
[00:02:11.000 --> 00:02:16.000]  真言在書裏面常常出現的是「智慧」這個字
[00:02:16.000 --> 00:02:18.000]  剛才我簡單提一提
[00:02:18.000 --> 00:02:19.000]  四個系列都包括有
[00:02:19.000 --> 00:02:21.000]  「智慧從上帝而來」
[00:02:21.000 --> 00:02:22.000]  「智慧保守女兒的心」
[00:02:22.000 --> 00:02:23.000]  「智慧在家庭」
[00:02:23.000 --> 00:02:25.000]  「智慧在職場」
[00:02:25.000 --> 00:02:28.000]  所以我們說「智慧」這個詞
[00:02:28.000 --> 00:02:31.000]  其實是出現得最多在真言裏面
[00:02:31.000 --> 00:02:34.000]  究竟「智慧」和「神」
[00:02:34.000 --> 00:02:36.000]  有什麼關係呢?
[00:02:36.000 --> 00:02:38.000]  或者我們一起讀以下這段經文
[00:02:38.000 --> 00:02:39.000]  請
[00:02:51.000 --> 00:02:58.000]  這段經文給我們看到
[00:02:58.000 --> 00:03:02.000]  「智慧」在創造時的重要性
[00:03:02.000 --> 00:03:05.000]  其實經文這個二十二節和二十六節
[00:03:05.000 --> 00:03:07.000]  重點不是去描述
[00:03:07.000 --> 00:03:10.000]  整個創造的過程是怎樣
[00:03:10.000 --> 00:03:12.000]  而是講明
[00:03:12.000 --> 00:03:13.000]  很清楚地講到
[00:03:13.000 --> 00:03:16.000]  「智慧」在創造的過程裏面
[00:03:16.000 --> 00:03:21.000]  祂都在這裏,祂都在場
[00:03:21.000 --> 00:03:22.000]  清楚地表達到
[00:03:22.000 --> 00:03:26.000]  「智慧」和「神」的緊密關係
[00:03:26.000 --> 00:03:28.000]  有聖經學者甚至去形容
[00:03:28.000 --> 00:03:30.000]  這段經文就意味著
[00:03:30.000 --> 00:03:33.000]  「智慧」本身就是「神」
[00:03:33.000 --> 00:03:37.000]  「智慧」本身就是「神」
[00:03:37.000 --> 00:03:38.000]  這段經文使我想起
[00:03:38.000 --> 00:03:40.000]  記載在楊福音
[00:03:40.000 --> 00:03:42.000]  一段相當平衡
[00:03:42.000 --> 00:03:44.000]  相類對比的一段經文
[00:03:44.000 --> 00:03:47.000]  來自楊福音一章一到三節
[00:03:47.000 --> 00:03:48.000]  經文這樣說
[00:03:48.000 --> 00:03:51.000]  「太初有道對會與神同在
[00:03:51.000 --> 00:03:53.000]  道就是神
[00:03:53.000 --> 00:03:55.000]  這道太初會與神同在
[00:03:55.000 --> 00:03:57.000]  萬物是藉著他做的
[00:03:57.000 --> 00:03:59.000]  凡被做的
[00:03:59.000 --> 00:04:05.000]  沒有一樣不是藉著他做的」
[00:04:05.000 --> 00:04:07.000]  有聖經學者這樣去形容
[00:04:07.000 --> 00:04:10.000]  他說「智慧」代表了「神」
[00:04:10.000 --> 00:04:14.000]  但同時間亦居住在人的心裏
[00:04:14.000 --> 00:04:19.000]  可以成為引導人向善的力量
[00:04:19.000 --> 00:04:21.000]  在舊約其他的經卷
[00:04:21.000 --> 00:04:25.000]  我們稱「智慧」為耶和華的「華」
[00:04:25.000 --> 00:04:26.000]  來到「智慧文學」
[00:04:26.000 --> 00:04:28.000]  譬如在「真言」
[00:04:28.000 --> 00:04:31.000]  我們就用「智慧」來形容
[00:04:31.000 --> 00:04:32.000]  至於去到「新約」
[00:04:32.000 --> 00:04:34.000]  好像這段經文所說的
[00:04:34.000 --> 00:04:35.000]  就用甚麼?
[00:04:35.000 --> 00:04:38.000]  用「神的道」
[00:04:38.000 --> 00:04:41.000]  「神的道」是神創造世界的
[00:04:41.000 --> 00:04:45.000]  心意和核心
[00:04:45.000 --> 00:04:47.000]  《真言》一章七節
[00:04:47.000 --> 00:04:48.000]  大家很熟悉的一段經文
[00:04:48.000 --> 00:04:50.000]  不如我們一起讀
[00:04:50.000 --> 00:04:54.000]  敬畏上帝是真知識的根基
[00:04:54.000 --> 00:04:58.000]  如每人卻藐視智慧和分配
[00:04:58.000 --> 00:05:00.000]  可能不是那麼熟悉
[00:05:00.000 --> 00:05:02.000]  因為我用了新譯本
[00:05:02.000 --> 00:05:04.000]  但舊譯本你們記得
[00:05:04.000 --> 00:05:07.000]  敬畏上帝是知識的開端
[00:05:07.000 --> 00:05:10.000]  但我覺得新普及譯本也很好
[00:05:10.000 --> 00:05:13.000]  是那個根基
[00:05:13.000 --> 00:05:15.000]  那個基礎
[00:05:15.000 --> 00:05:17.000]  就好像建一層樓
[00:05:17.000 --> 00:05:20.000]  那個根基的基礎是多麼重要
[00:05:20.000 --> 00:05:22.000]  是整座大廈
[00:05:22.000 --> 00:05:26.000]  就建基在這個根基裏
[00:05:26.000 --> 00:05:28.000]  這段經文提醒我們
[00:05:28.000 --> 00:05:30.000]  是一個根基
[00:05:30.000 --> 00:05:32.000]  當我們去敬畏上帝的時候
[00:05:32.000 --> 00:05:36.000]  這是整個人知識的根基
[00:05:36.000 --> 00:05:38.000]  因著我們
[00:05:38.000 --> 00:05:41.000]  先從一個敬畏上帝的角度
[00:05:41.000 --> 00:05:43.000]  去看事物的時候
[00:05:43.000 --> 00:05:45.000]  我們去看各樣的事物
[00:05:45.000 --> 00:05:48.000]  我們的視野就不一樣
[00:05:48.000 --> 00:05:50.000]  這段經文很清楚提醒我們
[00:05:50.000 --> 00:05:56.000]  敬畏上帝的重要性
[00:05:56.000 --> 00:05:58.000]  你看到這張照片
[00:05:58.000 --> 00:06:01.000]  你會想到什麼呢
[00:06:01.000 --> 00:06:03.000]  這張照片裏面的人
[00:06:03.000 --> 00:06:06.000]  他已經征服了世界
[00:06:06.000 --> 00:06:08.000]  七個最高峰
[00:06:08.000 --> 00:06:11.000]  最高的山峰的其中五個
[00:06:11.000 --> 00:06:14.000]  這張照片是他最近在美國
[00:06:14.000 --> 00:06:16.000]  佛羅拉多州
[00:06:16.000 --> 00:06:18.000]  其中另外一個山峰
[00:06:18.000 --> 00:06:21.000]  他征服第五個山峰
[00:06:21.000 --> 00:06:23.000]  如果你是這個人
[00:06:23.000 --> 00:06:29.000]  你心裏面在想什麼呢
[00:06:29.000 --> 00:06:31.000]  你是不是很滿足
[00:06:31.000 --> 00:06:33.000]  你很自豪
[00:06:33.000 --> 00:06:36.000]  你很再為自己能夠再一次征服
[00:06:36.000 --> 00:06:38.000]  多一個高峰
[00:06:38.000 --> 00:06:43.000]  而心裏面充滿了喜樂
[00:06:43.000 --> 00:06:45.000]  也就是說
[00:06:45.000 --> 00:06:50.000]  你會看到身後這個雲海
[00:06:50.000 --> 00:06:53.000]  去看到神的創造的奇妙
[00:06:53.000 --> 00:06:58.000]  去發出無比的讚歎
[00:06:58.000 --> 00:07:01.000]  這一個途中的人
[00:07:01.000 --> 00:07:04.000]  只有十一歲
[00:07:04.000 --> 00:07:06.000]  想不到吧
[00:07:06.000 --> 00:07:09.000]  十一歲的人可以征服了
[00:07:09.000 --> 00:07:13.000]  世界七個高峰的其中五個
[00:07:13.000 --> 00:07:16.000]  我相信這個正正就是我們
[00:07:16.000 --> 00:07:19.000]  這個世代裏面我們經常覺得
[00:07:19.000 --> 00:07:21.000]  人可以不斷地突破
[00:07:21.000 --> 00:07:24.000]  人可以不斷地創新
[00:07:24.000 --> 00:07:26.000]  人可以樣樣事情都做得到
[00:07:26.000 --> 00:07:29.000]  好像覺得沒什麼做不到一樣
[00:07:29.000 --> 00:07:31.000]  我們甚至很多時候
[00:07:31.000 --> 00:07:33.000]  經常會掛在口邊
[00:07:33.000 --> 00:07:34.000]  或者聽到別人說
[00:07:34.000 --> 00:07:36.000]  為什麼不可以這樣做
[00:07:36.000 --> 00:07:37.000]  為什麼不行
[00:07:37.000 --> 00:07:39.000]  有什麼可能不行
[00:07:39.000 --> 00:07:41.000]  為什麼這樣做不行
[00:07:41.000 --> 00:07:44.000]  有什麼不可能
[00:07:44.000 --> 00:07:47.000]  我們已經到了一個地步
[00:07:47.000 --> 00:07:50.000]  就是人的能力
[00:07:50.000 --> 00:07:52.000]  是沒有什麼限制
[00:07:52.000 --> 00:07:56.000]  人的能力是無限的
[00:07:56.000 --> 00:08:03.000]  一本書叫作《十個關乎神的謊言》
[00:08:03.000 --> 00:08:10.000]  裏面列舉了近年基督徒
[00:08:10.000 --> 00:08:15.000]  常常出現的十個的誤信謊言
[00:08:15.000 --> 00:08:19.000]  就是說我們聽Lie是有關於神
[00:08:19.000 --> 00:08:22.000]  但是我們是一個錯誤的觀念
[00:08:22.000 --> 00:08:25.000]  你知不知道第一個觀念是什麼
[00:08:25.000 --> 00:08:27.000]  第一個觀念就是我們以為
[00:08:27.000 --> 00:08:33.000]  我們可以叫神怎麼做
[00:08:33.000 --> 00:08:35.000]  神就聽我們怎麼做
[00:08:35.000 --> 00:08:38.000]  他說神可以遵循你意
[00:08:38.000 --> 00:08:42.000]  這個是第一個我們誤會了
[00:08:42.000 --> 00:08:48.000]  也都很多人去信的一個謊言
[00:08:48.000 --> 00:08:53.000]  我們就好像將我們所相信的神
[00:08:53.000 --> 00:08:57.000]  當作為阿拉丁神燈的神
[00:08:57.000 --> 00:09:00.000]  我們需要的時候就揉它出來
[00:09:00.000 --> 00:09:02.000]  我們不要的時候就推它進去
[00:09:02.000 --> 00:09:05.000]  那個小小的瓶子裏面
[00:09:05.000 --> 00:09:09.000]  我們以為我們可以去掌控
[00:09:09.000 --> 00:09:11.000]  人生很多的事情
[00:09:11.000 --> 00:09:13.000]  我們更誤會
[00:09:13.000 --> 00:09:15.000]  更是成為一個謊言
[00:09:15.000 --> 00:09:19.000]  我們以為神可以任由我們操控
[00:09:19.000 --> 00:09:24.000]  人的自我就已經到了一個這樣的地步
[00:09:24.000 --> 00:09:25.000]  但是感謝主
[00:09:25.000 --> 00:09:28.000]  針然讓我們去清楚了解
[00:09:28.000 --> 00:09:32.000]  敬畏神是知識的開端
[00:09:32.000 --> 00:09:34.000]  敬畏是什麼意思
[00:09:34.000 --> 00:09:36.000]  敬畏的意思就是知道
[00:09:36.000 --> 00:09:40.000]  自己的能力是極有限
[00:09:40.000 --> 00:09:42.000]  敬畏就是知道
[00:09:42.000 --> 00:09:44.000]  人和神相比之下
[00:09:44.000 --> 00:09:47.000]  人是多麼渺小
[00:09:47.000 --> 00:09:51.000]  所以人必須要有一個敬畏的心
[00:09:51.000 --> 00:09:53.000]  來向著神
[00:09:53.000 --> 00:09:56.000]  敬畏的意思
[00:09:56.000 --> 00:09:59.000]  就是我們很清楚知道
[00:09:59.000 --> 00:10:03.000]  我們無時無刻都需要神
[00:10:03.000 --> 00:10:05.000]  我們無時無刻
[00:10:05.000 --> 00:10:08.000]  是沒有一個時間可以超越
[00:10:08.000 --> 00:10:11.000]  我們所相信的神
[00:10:11.000 --> 00:10:14.000]  敬畏神的意思
[00:10:14.000 --> 00:10:17.000]  就是我們知道神
[00:10:17.000 --> 00:10:19.000]  無論在什麼情況裡面
[00:10:19.000 --> 00:10:25.000]  仍然坐著為王
[00:10:25.000 --> 00:10:27.000]  如果從昨晚開始
[00:10:27.000 --> 00:10:30.000]  我們已經有留意電視
[00:10:30.000 --> 00:10:32.000]  有留意新聞
[00:10:32.000 --> 00:10:37.000]  我們知道佔中的行動已經開始了
[00:10:37.000 --> 00:10:40.000]  香港近來確實進入一個
[00:10:40.000 --> 00:10:47.000]  相當令人不知所措的一個警況
[00:10:47.000 --> 00:10:50.000]  大家都沒辦法預料到
[00:10:50.000 --> 00:10:52.000]  那些學生的行動
[00:10:52.000 --> 00:10:54.000]  是變化得這麼快
[00:10:54.000 --> 00:10:55.000]  沒人預料到
[00:10:55.000 --> 00:10:59.000]  究竟下一步會是怎樣
[00:10:59.000 --> 00:11:00.000]  或者我們每個人心裡面
[00:11:00.000 --> 00:11:02.000]  都有很多忐忑
[00:11:02.000 --> 00:11:05.000]  很多的不安
[00:11:05.000 --> 00:11:08.000]  感謝主藉著真言
[00:11:08.000 --> 00:11:11.000]  為我們再一次重見神
[00:11:11.000 --> 00:11:13.000]  一個正確的神觀
[00:11:13.000 --> 00:11:16.000]  就是神是敬畏
[00:11:16.000 --> 00:11:17.000]  當我們敬畏神的時候
[00:11:17.000 --> 00:11:20.000]  是知識的開端
