
[00:00:00.000 --> 00:00:03.080]  今天很開心和大家一起敬拜
[00:00:03.080 --> 00:00:06.560]  其實這個口罩是遮蓋了我的笑容
[00:00:06.560 --> 00:00:10.760]  我很想打開口罩向你們很真誠地笑一笑
[00:00:10.760 --> 00:00:14.920]  但我怕打開口罩眼鏡掉下來,咪高峯也歪了
[00:00:14.920 --> 00:00:16.320]  這樣就失禮了
[00:00:16.320 --> 00:00:22.480]  雖然是不打開,但我的心真的很開心
[00:00:22.480 --> 00:00:26.480]  不過香港人近來就不是很開心了
[00:00:26.480 --> 00:00:29.480]  其實不僅香港人不開心
[00:00:29.480 --> 00:00:31.440]  整個世界都不開心
[00:00:31.440 --> 00:00:38.600]  這個世界正在經歷過去幾十年未見過的動亂
[00:00:38.600 --> 00:00:46.440]  新冠肺炎蔓延到全個地球
[00:00:46.440 --> 00:00:48.040]  股市大跌
[00:00:48.040 --> 00:00:51.840]  石油減價戰又剛剛開始
[00:00:51.840 --> 00:00:54.240]  還有幾個月前發生的
[00:00:54.240 --> 00:00:58.400]  或者一年前發生的中國和美國之間的角力
[00:00:58.400 --> 00:01:02.040]  不僅是貿易戰,是剛剛開始
[00:01:02.040 --> 00:01:09.560]  英國脫歐、中東戰亂、澳洲大火、山火、非洲蝗蟲
[00:01:09.560 --> 00:01:12.320]  世界各地都有地震
[00:01:12.320 --> 00:01:16.640]  至於香港就不用說了,差不多沒了一年
[00:01:16.640 --> 00:01:21.280]  有大半年的社會運動,接着又是疫情
[00:01:21.280 --> 00:01:29.480]  令到人心惶惶,又要去搶密扣、口罩、廁紙
[00:01:29.480 --> 00:01:32.920]  連廁紙都有人打劫,這個是從未聽過的
[00:01:32.920 --> 00:01:37.040]  看來前面的日子是相當艱難
[00:01:37.040 --> 00:01:41.560]  不過,日光之下無新事
[00:01:41.560 --> 00:01:46.320]  2700年前的情況都是差不多
[00:01:46.320 --> 00:01:52.160]  2700年前有一位先知叫做以塞亞,在猶大這個國家
[00:01:52.160 --> 00:01:54.720]  面對同樣的情況
[00:01:54.720 --> 00:02:00.080]  那時候以色列民族一早就已經分爲南北兩國
[00:02:00.080 --> 00:02:04.960]  不過,剛剛被亞述消滅了
[00:02:04.960 --> 00:02:11.640]  公元前78年,以塞亞的時代是寫這本書
[00:02:11.640 --> 00:02:18.680]  但是公元前720年,亞述國就滅亡了以色列
[00:02:18.680 --> 00:02:22.840]  北國,剩下的南國猶大
[00:02:22.840 --> 00:02:27.520]  而且是國勢每況愈下
[00:02:27.520 --> 00:02:36.400]  昔日所浪門的繁華盛世已經成爲了遙遠的回憶
[00:02:36.400 --> 00:02:39.360]  以塞亞寫這本書的時候
[00:02:39.360 --> 00:02:46.640]  他擔心,他知道將來有一天猶大國都會被消滅
[00:02:46.640 --> 00:02:51.320]  接着那幾百年就是暗淡無光的日子
[00:02:51.320 --> 00:02:56.920]  大部分的時間都被外族統治,直到耶穌基督的降生
[00:02:56.920 --> 00:03:00.320]  在這個暗淡黑暗的時候
[00:03:00.320 --> 00:03:07.280]  上帝就派以塞亞先知發出一個安慰的信息
[00:03:07.280 --> 00:03:13.320]  以塞亞就做了一個預言,一個驚天動地的預言
[00:03:13.320 --> 00:03:21.560]  就是我們今天要看的兩節經文
[00:03:21.560 --> 00:03:27.720]  以塞亞書第九章六至七節
[00:03:27.720 --> 00:03:35.560]  因有一英孩爲我們而生,有一子賜給我們
[00:03:35.560 --> 00:03:39.000]  政權必擔在他的肩頭上
[00:03:39.000 --> 00:03:43.720]  他名稱爲奇妙策士全能的神
[00:03:43.720 --> 00:03:47.040]  永在的父和平的君
[00:03:47.040 --> 00:03:50.840]  他的政權與平安必加增無窮
[00:03:50.840 --> 00:03:54.800]  他必在大位的寶座上治理他的國
[00:03:54.800 --> 00:03:58.720]  以公平公義使國堅定穩固
[00:03:58.720 --> 00:04:06.320]  從今直到永遠,萬君之而和的一心必成就者事
[00:04:06.320 --> 00:04:08.680]  爲什麼這個預言驚天動地呢?
[00:04:08.680 --> 00:04:10.320]  就是我今天要講的
[00:04:10.320 --> 00:04:19.400]  這個預言就成爲了以色列人在漫長黑暗當中的希望和安慰
[00:04:19.400 --> 00:04:23.280]  以塞亞書不單止是爲以色列人講
[00:04:23.280 --> 00:04:25.720]  也是爲我們一代的人講
[00:04:25.720 --> 00:04:27.960]  是爲你,爲我寫的
[00:04:27.960 --> 00:04:35.080]  是上帝給我們在困難無望當中的安慰和鼓勵
[00:04:35.080 --> 00:04:36.480]  大家知不知道
[00:04:36.480 --> 00:04:39.280]  在疫情未發生之前
[00:04:39.280 --> 00:04:41.440]  香港大學做了一個民調
[00:04:41.440 --> 00:04:45.680]  就已經說香港五個成人當中
[00:04:45.680 --> 00:04:50.360]  有一個患上抑鬱症的病
[00:04:50.360 --> 00:04:51.680]  五個裏面有一個
[00:04:51.680 --> 00:04:54.600]  那疫情出現了之後呢
[00:04:54.600 --> 00:05:00.160]  情況好了還是差了?差了
[00:05:00.160 --> 00:05:03.960]  所以我希望今天
[00:05:03.960 --> 00:05:06.640]  如果你的心裏面不安心
[00:05:06.640 --> 00:05:09.520]  或者你的家人有些不安心
[00:05:09.520 --> 00:05:12.480]  神的話語是激勵你
[00:05:12.480 --> 00:05:14.880]  你聽完之後如果你的家人沒機會聽
[00:05:14.880 --> 00:05:17.400]  你叫他在網上再聽這個信息
[00:05:17.400 --> 00:05:19.200]  這個信息不是羅錫堅講的
[00:05:19.200 --> 00:05:20.840]  這個信息是上帝
[00:05:20.840 --> 00:05:24.040]  這個經文是上帝的話語來的
[00:05:24.040 --> 00:05:25.840]  我們今天要看這兩節經文
[00:05:25.840 --> 00:05:34.800]  第一,我們看第一節
[00:05:34.800 --> 00:05:38.040]  第一節
[00:05:38.040 --> 00:05:40.480]  因有一嬰孩爲我們而生
[00:05:40.480 --> 00:05:43.240]  有一子似給我們
[00:05:43.240 --> 00:05:48.040]  英文是For a child will be born to us
[00:05:48.040 --> 00:05:50.880]  A son will be given to us
[00:05:50.880 --> 00:06:01.360]  這裏是講出尼賽亞的人性和神性的兩方面
[00:06:01.360 --> 00:06:07.520]  嬰孩是表示耶穌基督
[00:06:07.520 --> 00:06:10.640]  就是尼賽亞的人性Humanity
[00:06:10.640 --> 00:06:16.240]  而兒子Son是顯示祂的神性
[00:06:16.240 --> 00:06:17.480]  爲什麼這麼說呢?
[00:06:17.480 --> 00:06:21.800]  嬰孩是要經過母親的肚裏面出來的
[00:06:21.800 --> 00:06:23.000]  母胎出來的
[00:06:23.000 --> 00:06:25.320]  那肯定是一個人
[00:06:25.320 --> 00:06:27.080]  那兒子呢?
[00:06:27.080 --> 00:06:29.040]  他說
[00:06:29.040 --> 00:06:31.840]  有一子似給我們
[00:06:31.840 --> 00:06:38.000]  誰可以將他的兒子似給全世界的?
[00:06:38.000 --> 00:06:39.960]  只有上帝
[00:06:39.960 --> 00:06:43.760]  所以上帝的兒子就是神
[00:06:43.760 --> 00:06:46.280]  其實大家都看過
[00:06:46.280 --> 00:06:47.800]  約翰福音3:16
[00:06:47.800 --> 00:06:49.040]  很出名的一句話
[00:06:49.040 --> 00:06:50.080]  耶穌說
[00:06:50.080 --> 00:06:52.280]  神愛世人
[00:06:52.280 --> 00:06:56.880]  甚至將他的獨生子似給他們
[00:06:56.880 --> 00:06:59.240]  所以第一句
[00:06:59.240 --> 00:07:02.320]  尼賽亞已經說將來有一個嬰孩出生
[00:07:02.320 --> 00:07:04.560]  這個嬰孩是上帝來的
[00:07:04.560 --> 00:07:07.760]  他願有一百分之一百的人性
[00:07:07.760 --> 00:07:09.280]  一百分之一百的神性
[00:07:09.280 --> 00:07:12.040]  這個從來沒發生過的事
[00:07:12.040 --> 00:07:16.920]  是不是驚天動地?
[00:07:16.920 --> 00:07:18.320]  不僅如此
[00:07:18.320 --> 00:07:20.000]  他接着說的東西很奇怪
[00:07:20.000 --> 00:07:23.440]  他說這個嬰孩要建立一個政府
[00:07:23.440 --> 00:07:25.040]  一個政權
[00:07:25.040 --> 00:07:27.480]  他的政權與平安
[00:07:27.480 --> 00:07:28.960]  必加珍無窮
[00:07:28.960 --> 00:07:33.280]  他必在大魏的寶座上治理他的國
[00:07:33.280 --> 00:07:38.960]  以色列人已經離開了大魏所羅門那種繁華盛世很遠了
[00:07:38.960 --> 00:07:43.600]  現在以色列帶回來將來你會興旺
[00:07:43.600 --> 00:07:48.880]  而且這個政權以公平公義使國堅定穩固
[00:07:48.880 --> 00:07:50.440]  從今直到永遠
[00:07:50.440 --> 00:07:52.400]  這個政權有平安的
[00:07:52.400 --> 00:07:53.360]  有公平
[00:07:53.360 --> 00:07:54.520]  有公義
[00:07:54.520 --> 00:07:57.040]  而且永遠
[00:07:57.040 --> 00:08:02.000]  耶和華的熱心必成就這事
[00:08:02.000 --> 00:08:04.240]  耶穌要建立一個什麼樣的政府呢?
[00:08:04.240 --> 00:08:05.840]  就是一個完美的政府
[00:08:05.840 --> 00:08:09.520]  這個政府有個特色就是公平公義
[00:08:09.520 --> 00:08:12.400]  永遠
[00:08:12.400 --> 00:08:14.800]  我們一想起政府
[00:08:14.800 --> 00:08:17.000]  我們的心就熱血沸騰
[00:08:17.000 --> 00:08:18.880]  我們很想有個好的政府
[00:08:18.880 --> 00:08:22.640]  我們不滿意我們現在目前的政府
[00:08:22.640 --> 00:08:24.800]  所以很多人就考慮移民
[00:08:24.800 --> 00:08:28.360]  希望移民到一些更加好的國家
[00:08:28.360 --> 00:08:31.360]  聽說加拿大是最香的
[00:08:31.360 --> 00:08:33.240]  每個人都想移民到加拿大
[00:08:33.240 --> 00:08:37.160]  如果加拿大不行就是美國和英國
[00:08:37.160 --> 00:08:40.840]  但是這些國家不容易去
[00:08:40.840 --> 00:08:43.040]  而且都有它的問題
[00:08:43.040 --> 00:08:48.800]  加拿大的總理夫人就染了新冠疫情
[00:08:48.800 --> 00:08:50.280]  她去了英國
[00:08:50.280 --> 00:08:51.680]  英國也不是很美滿
[00:08:51.680 --> 00:08:54.440]  我女兒在英國現在工作
[00:08:54.440 --> 00:08:56.120]  她在美林工作
[00:08:56.120 --> 00:08:59.920]  現在要在家裏工作
[00:08:59.920 --> 00:09:03.160]  因爲英國好像也很麻煩
[00:09:03.160 --> 00:09:04.960]  我記得幾個月前
[00:09:04.960 --> 00:09:09.200]  有一段新聞說英國的威爾士
[00:09:09.200 --> 00:09:12.040]  有個女士在街頭病了
[00:09:12.040 --> 00:09:15.240]  打電話找十字車
[00:09:15.240 --> 00:09:17.880]  等了六個小時纔到
