
[00:00:00.000 --> 00:00:02.380]  各位弟兄姊妹 大家好
[00:00:02.380 --> 00:00:07.880]  今天就是繼續跟大家講聖經人、聖經事
[00:00:07.880 --> 00:00:11.680]  是生命樹宣教網絡為大家提供的
[00:00:11.680 --> 00:00:15.740]  今天就是因為各樣的關係
[00:00:15.740 --> 00:00:21.400]  這兩天香港是一個比較長的長週末假期
[00:00:21.400 --> 00:00:25.180]  各樣的事 也是很開心的母親節
[00:00:25.180 --> 00:00:27.140]  活動各樣比較多
[00:00:27.140 --> 00:00:32.880]  趕不及做一個在我們平時用大電視的錄影
[00:00:32.880 --> 00:00:38.140]  因此這次就改了用Zoom來做一個錄製
[00:00:38.140 --> 00:00:42.740]  因此大家在Zoom見不見得到我一個很微型的樣子
[00:00:42.740 --> 00:00:45.120]  好像張喬喬仔那樣 不要緊的
[00:00:45.120 --> 00:00:48.360]  最重要是看那些聖經 不是很需要看我的
[00:00:48.360 --> 00:00:50.740]  聖經人物和聖經的故事
[00:00:50.740 --> 00:00:56.200]  最重要就是看到它背後上帝在這裡做了些什麼
[00:00:56.200 --> 00:01:00.880]  希望聖經人和聖經事是可以幫你認識上主多些
[00:01:00.880 --> 00:01:04.660]  這個是最重要的 也是我們一直在禱告的事
[00:01:04.660 --> 00:01:07.220]  今天的題目仍然是在講摩西
[00:01:07.220 --> 00:01:10.460]  這句話是神和摩西說的
[00:01:10.460 --> 00:01:13.660]  誰做人的口呢?
[00:01:13.660 --> 00:01:16.180]  神很多時候都很有趣的
[00:01:16.180 --> 00:01:21.060]  他是很厲害的 如果我們學人生教練的技術
[00:01:21.060 --> 00:01:27.800]  即是生命教練 做教練時常都會問人問題的
[00:01:27.800 --> 00:01:29.500]  上帝經常問問題的
[00:01:29.500 --> 00:01:32.140]  問了問題之後就令到你回答問題
[00:01:32.140 --> 00:01:35.540]  就算你在口裡不回答 心裡也會自己回答
[00:01:35.540 --> 00:01:38.220]  這是人來的 人的潛意識會這樣的
[00:01:38.220 --> 00:01:43.500]  誰做人的口呢?主咯 跟著看下去
[00:01:43.500 --> 00:01:45.580]  好 繼續看摩西故事
[00:01:45.580 --> 00:01:49.260]  我們已經開始由阿巴拉罕伊薩雅閣藥室
[00:01:49.260 --> 00:01:54.340]  看完《創世紀》就來到《出一及記》看摩西故事
[00:01:54.340 --> 00:01:57.380]  誰做人的口呢?
[00:01:57.380 --> 00:01:59.100]  《出一及記》四章第十節
[00:01:59.100 --> 00:02:02.620]  摩西對耶和華說
[00:02:02.620 --> 00:02:05.980]  主啊 我素日不是能言的人
[00:02:05.980 --> 00:02:11.540]  就是從祢對僕人說話以後也是這樣
[00:02:11.540 --> 00:02:13.660]  我本是住口奮舌的
[00:02:13.660 --> 00:02:19.100]  摩西對神另外一個推搪的辦法就是
[00:02:19.100 --> 00:02:20.660]  嘩 你這麼厲害
[00:02:20.660 --> 00:02:23.660]  又預備了三個神蹟給我
[00:02:23.660 --> 00:02:26.660]  去見就一定行 但摩西也不想去
[00:02:26.660 --> 00:02:28.780]  先問一個問題就是
[00:02:28.780 --> 00:02:32.020]  如果以色列人問我你叫什麼名字
[00:02:32.020 --> 00:02:34.540]  是你吩咐我帶他們來的
[00:02:34.540 --> 00:02:37.780]  帶他們走的 那我怎麼說呢?
[00:02:37.780 --> 00:02:39.820]  其實以色列人是不會問這個問題的
[00:02:39.820 --> 00:02:41.780]  因為他們由阿巴拉罕時代下來
[00:02:41.780 --> 00:02:43.780]  就已經知道耶和華神了
[00:02:43.780 --> 00:02:45.900]  都不會問的 隨便找一個
[00:02:45.900 --> 00:02:49.340]  真是住口奮舌的摩西問過這樣的問題
[00:02:49.340 --> 00:02:52.260]  然後神就說 行了 我叫做阿M
[00:02:52.260 --> 00:02:54.460]  然後就一直下來
[00:02:54.460 --> 00:02:57.300]  他不會讓我見他
[00:02:57.300 --> 00:02:58.900]  我給你三個神蹟握手
[00:02:58.900 --> 00:03:00.660]  然後他就一定放的
[00:03:00.660 --> 00:03:01.860]  嘩 這麼厲害
[00:03:01.860 --> 00:03:04.540]  摩西又來了 下一招是什麼呢?
[00:03:04.540 --> 00:03:07.820]  我本是住口奮舌
[00:03:07.820 --> 00:03:11.460]  素日不是能言的人
[00:03:11.460 --> 00:03:15.260]  我平時是不會說話的
[00:03:15.260 --> 00:03:17.740]  說話咯咯聲的
[00:03:17.740 --> 00:03:19.140]  我住口奮舌的
[00:03:19.140 --> 00:03:21.620]  就是現在你跟我說話
[00:03:21.620 --> 00:03:24.980]  我都沒有進步到
[00:03:24.980 --> 00:03:27.500]  耶和華就對他說 你想一想
[00:03:27.500 --> 00:03:30.020]  誰做人的口呢?
[00:03:30.020 --> 00:03:31.420]  可能前面如果我是神
[00:03:31.420 --> 00:03:32.220]  我就會加一句
[00:03:32.220 --> 00:03:34.460]  我早就知道你不會說話了
[00:03:34.460 --> 00:03:38.860]  不過你要想一想 誰做人的口呢?
[00:03:38.860 --> 00:03:41.700]  神啊 耶和華神啊
[00:03:41.700 --> 00:03:43.460]  其實是想說
[00:03:43.460 --> 00:03:46.300]  有些人是你說自己住口奮舌不行的
[00:03:46.300 --> 00:03:48.700]  有些人是啞的
[00:03:48.700 --> 00:03:50.100]  有些人是聾的
[00:03:50.100 --> 00:03:52.020]  有些人是失明的
[00:03:52.020 --> 00:03:54.100]  有些人看不到東西
[00:03:54.100 --> 00:03:57.100]  那些其實都是我做的
[00:03:57.100 --> 00:03:59.500]  那這個誰做人的口呢?
[00:03:59.500 --> 00:04:02.260]  這個是一個回應與挑戰來的
[00:04:02.260 --> 00:04:05.540]  第一 你是不是說我做得不好?
[00:04:05.540 --> 00:04:09.540]  是不是說我做你做得住口奮舌不夠好?
[00:04:09.540 --> 00:04:10.460]  不是 不是 不是
[00:04:10.460 --> 00:04:12.460]  我不是這個意思 這樣就行了
[00:04:12.460 --> 00:04:17.020]  其實有些啞 有些失明 有些乞眼
[00:04:17.020 --> 00:04:20.780]  其實都是我在背後有所安排
[00:04:20.780 --> 00:04:23.100]  有我的心意的
[00:04:23.100 --> 00:04:25.340]  所以如果你說你住口奮舌
[00:04:25.340 --> 00:04:29.180]  其實都是我讓你住口奮舌的
[00:04:29.180 --> 00:04:34.100]  但是你的口是我做的
[00:04:34.100 --> 00:04:35.700]  好 現在不怕
[00:04:35.700 --> 00:04:37.500]  由於這個口是我做的
[00:04:37.500 --> 00:04:39.140]  所以四章十二節
[00:04:39.140 --> 00:04:41.580]  現在你去吧 儘管去見法老
[00:04:41.580 --> 00:04:44.300]  我必賜你口才
[00:04:44.300 --> 00:04:46.060]  剩下一枝螢光筆
[00:04:46.060 --> 00:04:47.900]  黃色
[00:04:47.900 --> 00:04:49.660]  然後現在你去
[00:04:49.660 --> 00:04:53.660]  我必定會賜給你
[00:04:53.660 --> 00:04:54.620]  你不用怕
[00:04:54.620 --> 00:04:56.060]  我給你口才
[00:04:56.060 --> 00:05:01.180]  還有教你要當說的話
[00:05:01.180 --> 00:05:02.140]  這樣行了吧
[00:05:02.140 --> 00:05:03.500]  這樣就是我說的了
[00:05:03.500 --> 00:05:04.860]  這樣就是你一定有口才
[00:05:04.860 --> 00:05:06.660]  而且知道說什麼
[00:05:06.660 --> 00:05:07.740]  第十三節
[00:05:07.740 --> 00:05:09.300]  這一節很難明白
[00:05:09.300 --> 00:05:10.580]  第十三節很難明白
[00:05:10.580 --> 00:05:12.140]  現在摩西就說
[00:05:12.140 --> 00:05:15.420]  主啊 你願意打發誰就打發誰去吧
[00:05:15.420 --> 00:05:16.420]  他是什麼意思呢?
[00:05:16.420 --> 00:05:18.020]  是不是現在乖了很順暢
[00:05:18.020 --> 00:05:19.460]  這樣去吧
[00:05:19.460 --> 00:05:22.060]  你既然打發我 我就去吧
[00:05:22.060 --> 00:05:23.700]  但是有一點不是
[00:05:23.700 --> 00:05:27.100]  原因就是現在這裡是第十三節
[00:05:27.100 --> 00:05:29.220]  接著下去的第十四節
[00:05:29.220 --> 00:05:34.340]  耶和華是向摩西法老生氣
[00:05:34.340 --> 00:05:36.020]  因為他說這句話
[00:05:36.020 --> 00:05:37.700]  所以這句話要另外再想
[00:05:37.700 --> 00:05:40.180]  主啊 你願意打發誰就打發誰
[00:05:40.180 --> 00:05:44.460]  現在這個「你願意」其實就是
[00:05:44.460 --> 00:05:46.940]  Now I beseech
[00:05:46.940 --> 00:05:50.060]  就是Now I ask
[00:05:50.060 --> 00:05:56.300]  就是現在請你打發誰就打發誰
[00:05:56.300 --> 00:05:58.020]  這是什麼意思呢?
[00:05:58.020 --> 00:06:01.940]  其實會不會這句來到下面第十四節
[00:06:01.940 --> 00:06:03.340]  說生氣呢?
[00:06:03.340 --> 00:06:06.020]  主啊 既然是這樣
[00:06:06.020 --> 00:06:08.340]  那你打發誰就打發誰
[00:06:08.340 --> 00:06:11.500]  其實就是說你可以打發一些口才厲害一點的
[00:06:11.500 --> 00:06:13.180]  那些口才全部是你做的
[00:06:13.180 --> 00:06:15.260]  你打發他厲害一點的口才去就行了
[00:06:15.260 --> 00:06:16.580]  那不用叫我啊
