
[00:00:00.000 --> 00:00:03.120]  我想給你讀生命記第六章
[00:00:03.120 --> 00:00:08.240]  這個真的可以值得成為你和我生命的金句
[00:00:08.240 --> 00:00:11.140]  但要認真一點
[00:00:11.140 --> 00:00:11.720]  OK
[00:00:11.720 --> 00:00:13.180]  我給你讀一讀
[00:00:13.180 --> 00:00:14.680]  第六章第一次這樣說
[00:00:14.680 --> 00:00:20.400]  「者事而我,說我們上帝所吩咐要教導你們的誡命律例典章」
[00:00:20.400 --> 00:00:21.900]  你記不記得這三個字?
[00:00:21.900 --> 00:00:23.940]  這三個字是關鍵詞
[00:00:23.940 --> 00:00:24.920]  誡命律例典章
[00:00:24.920 --> 00:00:26.320]  你先不要問是什麼
[00:00:26.320 --> 00:00:28.100]  你先不要問跟我們有什麼關係
[00:00:28.100 --> 00:00:29.320]  總之就是說
[00:00:29.320 --> 00:00:33.320]  「耶和華所吩咐你的誡命律例典章」
[00:00:33.320 --> 00:00:38.620]  「叫你們在所過去得為孽的地上要遵行」
[00:00:38.620 --> 00:00:39.420]  拿來做什麼?
[00:00:39.420 --> 00:00:40.500]  不是拿來擺放的
[00:00:40.500 --> 00:00:41.500]  不是掛在家裡的
[00:00:41.500 --> 00:00:43.080]  是拿來遵行的
[00:00:43.080 --> 00:00:50.220]  「好叫你和你的孫子在一生的日子都敬畏耶和華」
[00:00:50.220 --> 00:00:51.540]  所以你記不記得
[00:00:51.540 --> 00:00:53.840]  我說約書亞很厲害
[00:00:53.840 --> 00:00:55.380]  他充滿聖靈
[00:00:55.380 --> 00:00:56.560]  充滿智慧
[00:00:56.560 --> 00:00:57.260]  智慧是什麼?
[00:00:57.260 --> 00:00:58.300]  「敬畏耶和華」
[00:00:58.300 --> 00:01:02.680]  「你的上帝謹守他一切律例誡命」
[00:01:02.680 --> 00:01:04.680]  「就是我所吩咐你的」
[00:01:04.680 --> 00:01:06.640]  「使你的日子得以長久」
[00:01:06.640 --> 00:01:07.820]  你記住這句話
[00:01:07.820 --> 00:01:10.560]  「日子得以長久」
[00:01:10.560 --> 00:01:12.900]  「以色列啊,你要聽」
[00:01:12.900 --> 00:01:14.940]  「要謹守遵行」
[00:01:14.940 --> 00:01:18.580]  「使你可以在那流奶與物之地得福」
[00:01:18.580 --> 00:01:20.700]  「人數極其增多」
[00:01:20.700 --> 00:01:24.540]  「正如耶和華你列祖的上帝所認許你的」
[00:01:24.540 --> 00:01:26.460]  「以色列啊,你們要聽」
[00:01:26.460 --> 00:01:30.380]  「耶和華我們的上帝是獨一的上帝的主」
[00:01:30.380 --> 00:01:33.840]  「你要盡心盡性盡力愛耶和華」
[00:01:33.840 --> 00:01:34.680]  「你的上帝」
[00:01:34.680 --> 00:01:35.980]  我想你留心
[00:01:35.980 --> 00:01:38.600]  你是如何去愛耶和華?
[00:01:38.600 --> 00:01:40.400]  他不只是說你要愛耶和華
[00:01:40.400 --> 00:01:43.900]  他是說你要盡心盡性盡力
[00:01:43.900 --> 00:01:44.440]  OK
[00:01:44.440 --> 00:01:46.700]  那麼我介紹這個詞語給你
[00:01:46.700 --> 00:01:48.540]  這個英文
[00:01:48.540 --> 00:01:50.580]  在整本生命記裡面
[00:01:50.580 --> 00:01:53.740]  你可以用一句英文可以總結它
[00:01:53.740 --> 00:01:56.540]  The heart of the matter is the matter of the heart
[00:01:56.540 --> 00:01:58.660]  我不知道中文怎麼翻
[00:01:58.660 --> 00:02:04.240]  整個故事的中心是跟你講心的
[00:02:04.240 --> 00:02:05.580]  它不是跟你講
[00:02:05.580 --> 00:02:08.200]  剛才我們說的關鍵詞是什麼?
[00:02:08.200 --> 00:02:11.540]  就是「誡命律法律例典章」
[00:02:11.540 --> 00:02:15.120]  但其實「誡命律例典章」不是那樣東西
[00:02:15.120 --> 00:02:16.800]  是跟你講心
[00:02:16.800 --> 00:02:19.760]  如果你的心是給上帝
[00:02:19.760 --> 00:02:22.220]  你會不會遵守上帝的「誡命律例典章」?
[00:02:22.220 --> 00:02:23.520]  你會的
[00:02:23.520 --> 00:02:24.560]  相反
[00:02:24.560 --> 00:02:26.060]  另一個角度來說
[00:02:26.060 --> 00:02:29.020]  有沒有可能有一個人遵守了律例
[00:02:29.020 --> 00:02:30.400]  「誡命律例典章」
[00:02:30.400 --> 00:02:32.820]  但是沒有將心給上帝呢?
[00:02:32.820 --> 00:02:34.400]  是有可能的
[00:02:34.400 --> 00:02:37.160]  新約有一幫人叫做法理塞人
[00:02:37.160 --> 00:02:38.580]  他遵守了
[00:02:38.580 --> 00:02:41.420]  他說自己就是遵守
[00:02:41.420 --> 00:02:44.840]  你想想法理塞人就是將生命記背了
[00:02:44.840 --> 00:02:46.160]  然後跟他解經
[00:02:46.160 --> 00:02:47.380]  然後說「律例」
[00:02:47.380 --> 00:02:48.880]  「誡命典章」
[00:02:48.880 --> 00:02:50.300]  但是法理塞人最不行
[00:02:50.300 --> 00:02:50.800]  沒有辦法
[00:02:50.800 --> 00:02:53.180]  做了一件事就是講心
[00:02:53.180 --> 00:02:54.500]  你到了這個地步
[00:02:54.500 --> 00:02:55.600]  大家要小心了
[00:02:55.600 --> 00:02:58.300]  這也是continuity和discontinuity的問題
[00:02:58.300 --> 00:03:00.520]  是連貫與不連貫的問題
[00:03:00.520 --> 00:03:06.560]  有些基督徒可能會說
[00:03:06.560 --> 00:03:12.360]  林牧師其實很難用心愛上帝
[00:03:12.360 --> 00:03:13.900]  感謝我們有耶穌
[00:03:13.900 --> 00:03:17.200]  那就糟糕了
[00:03:17.200 --> 00:03:19.700]  你聽到那個邏輯是什麼嗎?
[00:03:19.700 --> 00:03:21.740]  林牧師其實真的愛上帝
[00:03:21.740 --> 00:03:23.580]  根本是不可能的
[00:03:23.580 --> 00:03:24.960]  感謝我們有耶穌
[00:03:24.960 --> 00:03:28.260]  耶穌是你的免死金牌
[00:03:28.260 --> 00:03:30.000]  那你就搞錯了
[00:03:30.000 --> 00:03:32.260]  因為continuity是什麼?
[00:03:32.260 --> 00:03:33.560]  舊約是講心的
[00:03:33.560 --> 00:03:36.140]  新約是講不講心的?
[00:03:36.140 --> 00:03:38.100]  當然是講心
[00:03:38.100 --> 00:03:39.840]  你明白嗎?
[00:03:39.840 --> 00:03:42.260]  我們現在覺得舊約是講心的
[00:03:42.260 --> 00:03:44.220]  但是因為講心其實很難的
[00:03:44.220 --> 00:03:46.520]  於是新約就變成了一個免死金牌
[00:03:46.520 --> 00:03:47.600]  給了耶穌的寶血
[00:03:47.600 --> 00:03:49.820]  遮遮我
[00:03:49.820 --> 00:03:51.800]  於是新約就變成了講心
[00:03:51.800 --> 00:03:53.700]  你騙誰啊?
[00:03:53.700 --> 00:03:57.220]  新約是誰作者不跟上帝講心的?
[00:03:57.220 --> 00:03:59.220]  保羅不跟上帝講心?
[00:03:59.220 --> 00:04:00.420]  彼得不跟上帝講心?
[00:04:00.420 --> 00:04:01.420]  約翰不跟上帝講心?
[00:04:01.420 --> 00:04:04.660]  個個都跟上帝講心的
[00:04:04.660 --> 00:04:08.060]  他們寫的每一本書都是跟你講心的
[00:04:08.060 --> 00:04:09.360]  挑戰你的心
[00:04:09.360 --> 00:04:10.400]  你的心在哪裡?
[00:04:10.400 --> 00:04:12.960]  是耶穌講的
[00:04:12.960 --> 00:04:14.260]  你的財寶在哪裡?
[00:04:14.260 --> 00:04:15.160]  你的心就在哪裡?
[00:04:15.160 --> 00:04:16.260]  耶穌是跟你講心的
[00:04:16.260 --> 00:04:19.000]  耶穌不是跟你講金
[00:04:19.000 --> 00:04:21.220]  當然耶穌也跟你講金
[00:04:21.220 --> 00:04:25.860]  但是跟你講金是因為要跟你講心的
[00:04:25.860 --> 00:04:28.920]  而我們很多時候沒有辦法相信這件事
[00:04:28.920 --> 00:04:31.060]  你記得《雅各書》裡面有一句
[00:04:31.060 --> 00:04:32.660]  你信上帝是獨一的
[00:04:32.660 --> 00:04:35.160]  魔鬼都相信的
[00:04:35.160 --> 00:04:36.600]  他說他其實在忍什麼?
[00:04:36.600 --> 00:04:37.920]  在忍這段
[00:04:37.920 --> 00:04:39.960]  因為意識人說上帝是獨一的
[00:04:39.960 --> 00:04:41.260]  他說魔鬼都相信
[00:04:41.260 --> 00:04:42.920]  不過魔鬼做不到這件事
[00:04:42.920 --> 00:04:47.060]  魔鬼不會盡心盡性盡力去愛上帝
[00:04:47.060 --> 00:04:48.020]  所以你跟我說
[00:04:48.020 --> 00:04:49.700]  我相信上帝是獨一的
[00:04:49.700 --> 00:04:51.700]  我相信耶穌曾經來過這個世界
[00:04:51.700 --> 00:04:53.700]  我相信耶穌被掛在十字架
[00:04:53.700 --> 00:04:54.700]  你相信
[00:04:54.700 --> 00:04:57.520]  那你最後有沒有應用第五節
[00:04:57.520 --> 00:05:00.700]  盡心盡性盡力愛耶和華
[00:05:00.700 --> 00:05:02.920]  愛耶穌耶和華呢?
[00:05:02.920 --> 00:05:04.100]  如果你沒有的話
[00:05:04.100 --> 00:05:05.760]  那你跟魔鬼不是沒什麼分別
[00:05:05.760 --> 00:05:08.360]  魔鬼都相信的
[00:05:08.360 --> 00:05:10.600]  這個就是那樣東西
[00:05:10.600 --> 00:05:13.720]  The heart of the matter is the matter of the heart
[00:05:13.720 --> 00:05:15.920]  一會兒這個主題會回來
[00:05:15.920 --> 00:05:16.720]  因為你要發現
[00:05:16.720 --> 00:05:19.120]  在《心靈記》裡面有一個很重要的主題
[00:05:19.120 --> 00:05:21.300]  就是Heart Circumstance
[00:05:21.300 --> 00:05:23.800]  心要受割禮
[00:05:23.800 --> 00:05:25.660]  以色列人覺得最重要的一件事
[00:05:25.660 --> 00:05:27.820]  納約就是行割禮
[00:05:27.820 --> 00:05:28.900]  上帝跟他們說
[00:05:28.900 --> 00:05:30.200]  不是身體上的割禮
[00:05:30.200 --> 00:05:35.160]  是心裡面的割禮
[00:05:35.160 --> 00:05:38.000]  我今日吩咐你的這些話
[00:05:38.000 --> 00:05:39.260]  都要記在心上
[00:05:39.260 --> 00:05:41.820]  要殷勤教導你的兒女
[00:05:41.820 --> 00:05:44.120]  無論你坐在家裡
[00:05:44.120 --> 00:05:45.160]  走在路上
[00:05:45.160 --> 00:05:46.500]  躺下起來
[00:05:46.500 --> 00:05:48.600]  都要淫衷
[00:05:48.600 --> 00:05:50.960]  要繫在手上作記號
[00:05:50.960 --> 00:05:53.600]  戴在額上作經驗之物
[00:05:53.600 --> 00:05:58.760]  又要寫在你的房屋的門框上
[00:05:58.760 --> 00:06:00.820]  和你的城門上
[00:06:00.820 --> 00:06:01.860]  今天有一些
[00:06:01.860 --> 00:06:03.860]  那些Orthodox Jews
[00:06:03.860 --> 00:06:06.500]  就是那些很保守的猶太人
[00:06:06.500 --> 00:06:07.820]  是會戴這些東西的
[00:06:07.820 --> 00:06:10.560]  在額頭又戴過什麼什麼
[00:06:10.560 --> 00:06:11.560]  但是其實
[00:06:11.560 --> 00:06:13.700]  所有這些東西是在說心的
[00:06:13.700 --> 00:06:15.700]  The matter of the heart is the heart
[00:06:15.700 --> 00:06:17.920]  The heart of the matter is the matter of the heart
[00:06:17.920 --> 00:06:20.320]  上帝也說跟你講這些東西
[00:06:20.320 --> 00:06:21.600]  不是叫你做了這些東西
[00:06:21.600 --> 00:06:22.500]  那你就搞定了
[00:06:22.500 --> 00:06:25.520]  是在講你的心
[00:06:25.520 --> 00:06:27.660]  今天上帝要我們
[00:06:27.660 --> 00:06:30.860]  是要將我們全心全意投入在祂那裡
[00:06:30.860 --> 00:06:34.060]  也是因為我們全心全意投入在祂那裡
[00:06:34.060 --> 00:06:37.100]  所以我們會殷勤教導自己的兒女
[00:06:37.100 --> 00:06:37.720]  去做什麼
[00:06:37.720 --> 00:06:39.000]  做回同一樣東西
[00:06:39.000 --> 00:06:42.360]  盡心盡意去愛上帝
[00:06:42.360 --> 00:06:44.220]  但是很多時候我們在教會裡面
[00:06:44.220 --> 00:06:45.900]  這件事已經成為optional了
[00:06:45.900 --> 00:06:48.620]  覺得不是很實際
[00:06:48.620 --> 00:06:51.460]  但是非常實際
[00:06:51.460 --> 00:06:52.960]  整個《心命記》的中心
[00:06:52.960 --> 00:06:56.020]  心受割禮
[00:06:56.020 --> 00:06:57.300]  心愛主
[00:06:57.300 --> 00:06:59.100]  心需要受割禮
[00:06:59.100 --> 00:06:59.620]  OK
[00:06:59.620 --> 00:07:00.820]  我現在帶你去進去
[00:07:00.820 --> 00:07:02.220]  這個氣慾了
[00:07:02.220 --> 00:07:03.000]  氣慾了
[00:07:03.000 --> 00:07:06.200]  就是The heart of the heart
[00:07:06.200 --> 00:07:07.500]  跟你講心
[00:07:07.500 --> 00:07:08.860]  但是以色列人有一個問題
[00:07:08.860 --> 00:07:10.760]  他的心未受割禮
[00:07:10.760 --> 00:07:13.300]  《心命記》第十章第十五節
[00:07:13.300 --> 00:07:16.100]  然而也會說專愛你的列祖
[00:07:16.100 --> 00:07:18.960]  愛他們從萬民中揀選你們
[00:07:18.960 --> 00:07:21.260]  就是他們的後裔
[00:07:21.260 --> 00:07:22.220]  像今天一樣
[00:07:22.220 --> 00:07:25.960]  所以你們的心要受割禮
[00:07:25.960 --> 00:07:29.460]  不可硬著頸項
[00:07:29.460 --> 00:07:30.060]  我不知道
[00:07:30.060 --> 00:07:31.760]  如果你過去上個星期
[00:07:31.760 --> 00:07:34.520]  你記得上個星期的那篇報導
[00:07:34.520 --> 00:07:36.520]  史提反罵保羅
[00:07:36.520 --> 00:07:37.760]  罵素羅
[00:07:37.760 --> 00:07:39.460]  和一班其他猶太人
[00:07:39.460 --> 00:07:40.700]  你罵他們什麼
[00:07:40.700 --> 00:07:42.160]  硬著頸項
[00:07:42.160 --> 00:07:43.520]  硬著頸項
[00:07:43.520 --> 00:07:45.900]  不是訓禮頸
[00:07:45.900 --> 00:07:49.820]  硬著頸項是從哪裏來的呢
[00:07:49.820 --> 00:07:54.620]  是從出《埃及記》第三十二章那裏來的
[00:07:54.620 --> 00:07:57.200]  就是以色列人造了一個假神
[00:07:57.200 --> 00:07:59.820]  就是金牛族去拜祭他
[00:07:59.820 --> 00:08:00.620]  叫他做耶和華
[00:08:00.620 --> 00:08:04.320]  然後要帶他們回去埃及
[00:08:04.320 --> 00:08:05.960]  貪愛世界
[00:08:05.960 --> 00:08:08.960]  硬著頸項
[00:08:08.960 --> 00:08:09.860]  他說以色列人
[00:08:09.860 --> 00:08:10.960]  你們硬著頸項
[00:08:10.960 --> 00:08:12.560]  你就是愛這些假神
[00:08:12.560 --> 00:08:15.360]  於是你必須要深受割禮
[00:08:15.360 --> 00:08:16.860]  什麼叫深受割禮
[00:08:16.860 --> 00:08:17.460]  糟糕了
[00:08:17.460 --> 00:08:19.060]  現在什麼叫深受割禮
[00:08:19.060 --> 00:08:20.660]  割什麼呢
[00:08:20.660 --> 00:08:21.960]  是不是每個人都要去讀醫學
[00:08:21.960 --> 00:08:24.160]  然後跟心去割一下東西呢
[00:08:24.160 --> 00:08:24.860]  不行的
[00:08:24.860 --> 00:08:25.660]  究竟說什麼呢
[00:08:25.660 --> 00:08:27.560]  你現在簡單將它簡單化
[00:08:27.560 --> 00:08:28.560]  簡單來說
[00:08:28.560 --> 00:08:30.960]  深受割禮叫你去迴轉
[00:08:30.960 --> 00:08:31.460]  repent
[00:08:31.460 --> 00:08:32.460]  你叫耶穌出來
[00:08:32.460 --> 00:08:33.960]  叫你迴轉
[00:08:33.960 --> 00:08:34.760]  天國近了
[00:08:34.760 --> 00:08:36.160]  你們應當悔改
[00:08:36.160 --> 00:08:39.460]  悔改你假設是深受割禮著
[00:08:39.460 --> 00:08:40.160]  OK
[00:08:40.160 --> 00:08:42.060]  這裡
[00:08:42.060 --> 00:08:44.760]  在《生命記》第十章出來的時候
[00:08:44.760 --> 00:08:48.060]  上帝是叫誰去自己割心的
[00:08:48.060 --> 00:08:50.760]  是叫意識人自己去割的
[00:08:50.760 --> 00:08:52.560]  但是你繼續看下去
[00:08:52.560 --> 00:08:53.160]  你會發現
[00:08:53.160 --> 00:08:55.560]  原來人是割不了自己的心的
[00:08:55.560 --> 00:08:58.560]  於是上帝要出手去幫他割心的
[00:08:58.560 --> 00:08:59.060]  OK
[00:08:59.060 --> 00:09:00.760]  我想繼續看
[00:09:00.760 --> 00:09:02.160]  《生命記》第三十章
[00:09:02.160 --> 00:09:05.260]  第二次講割心的問題
[00:09:05.260 --> 00:09:06.860]  當這一切的事
[00:09:06.860 --> 00:09:09.160]  就是我擺在你們面前的
[00:09:09.160 --> 00:09:11.660]  祝福與詛咒臨到你們的時候
[00:09:11.660 --> 00:09:12.660]  你再搖晃
[00:09:12.660 --> 00:09:16.660]  你上帝趕逐你
[00:09:16.660 --> 00:09:19.160]  趕逐你去的萬國中
[00:09:19.160 --> 00:09:21.060]  心裡回想這些事
[00:09:21.060 --> 00:09:21.760]  就是
[00:09:21.760 --> 00:09:22.760]  其實發生了什麼事呢
[00:09:22.760 --> 00:09:23.260]  就是
[00:09:23.260 --> 00:09:24.760]  搖晃已經預言
[00:09:24.760 --> 00:09:26.160]  他們進了一塊地之後
[00:09:26.160 --> 00:09:27.660]  不可以長久
[00:09:27.660 --> 00:09:30.360]  因為他們不斷去拜其他偶像
[00:09:30.360 --> 00:09:33.260]  於是他們被趕逐去萬國
[00:09:33.260 --> 00:09:34.960]  如果你繼續看《以色列年歷史》
[00:09:34.960 --> 00:09:37.460]  你知道萬國是在講巴比倫
[00:09:37.460 --> 00:09:39.260]  亞迅
[00:09:39.260 --> 00:09:40.260]  被擄巴比倫
[00:09:40.260 --> 00:09:40.960]  有沒有聽過
[00:09:40.960 --> 00:09:43.660]  被擄去巴比倫
[00:09:43.660 --> 00:09:45.360]  那被擄巴比倫是否死定了呢
[00:09:45.360 --> 00:09:45.960]  又不是
[00:09:45.960 --> 00:09:47.160]  還可以回轉
[00:09:47.160 --> 00:09:48.660]  上帝多麼有恩典
[00:09:48.660 --> 00:09:49.960]  上帝已經跟你說了
[00:09:49.960 --> 00:09:51.860]  到你那時候被擄了巴比倫
[00:09:51.860 --> 00:09:54.260]  如果你心裡回想這些事
[00:09:54.260 --> 00:09:57.060]  你和你的子孫若盡心盡性
