
[00:00:00.000 --> 00:00:02.440]  各位鼎姐妹 早安
[00:00:02.440 --> 00:00:05.640]  來到今天彼得前書最後一講
[00:00:05.640 --> 00:00:09.420]  我們都知道彼得前書其中一個很重要的主題
[00:00:09.420 --> 00:00:11.340]  就是講受苦
[00:00:11.340 --> 00:00:13.660]  我們都講了幾個星期受苦
[00:00:13.660 --> 00:00:16.980]  不知道你是否真正來體會
[00:00:16.980 --> 00:00:22.360]  在基督裡面受苦對你和我的意義呢?
[00:00:22.360 --> 00:00:25.400]  當我們一路去查考經文的時候
[00:00:25.400 --> 00:00:30.620]  受苦對你是不是已經有一個全新的演繹呢?
[00:00:30.620 --> 00:00:34.820]  我不知道大家喜不喜歡喝二十四味
[00:00:34.820 --> 00:00:37.800]  有沒有人很喜歡喝二十四味? 舉舉手
[00:00:37.800 --> 00:00:40.860]  相信都沒有什麼人喜歡喝二十四味
[00:00:40.860 --> 00:00:43.920]  但是你知道當你要喝的時候
[00:00:43.920 --> 00:00:45.960]  原因是什麼
[00:00:45.960 --> 00:00:48.520]  當我們覺得很熱氣
[00:00:48.520 --> 00:00:51.240]  所以我們就會去喝一杯二十四味
[00:00:51.240 --> 00:00:54.840]  因為我們知道苦口良藥
[00:00:54.840 --> 00:00:56.840]  中國人亦有句說話
[00:00:56.840 --> 00:01:01.920]  吃得苦中苦 方為人上人
[00:01:01.920 --> 00:01:03.720]  作為主的門徒
[00:01:03.720 --> 00:01:07.900]  窮我們一生都要去學習
[00:01:07.900 --> 00:01:13.280]  如何為主受苦的心智
[00:01:13.280 --> 00:01:16.580]  最近我看到一個報告
[00:01:16.580 --> 00:01:24.900]  2021年基督徒處境最艱難的五十個國家
[00:01:24.900 --> 00:01:30.280]  羅列了五十個最難追隨耶穌的地方
[00:01:30.280 --> 00:01:33.560]  我只是列出當中的十個
[00:01:33.560 --> 00:01:36.940]  當我們看到這些國家的名字的時候
[00:01:36.940 --> 00:01:38.940]  我們大概都想像得到
[00:01:38.940 --> 00:01:41.960]  為什麼會這麼艱難呢?
[00:01:41.960 --> 00:01:46.420]  而中國的排名在第十七位
[00:01:46.420 --> 00:01:50.080]  這個報告亦有以下的數據
[00:01:50.080 --> 00:01:55.120]  每天全世界有十三名基督徒因為信仰被殺害
[00:01:55.120 --> 00:02:03.620]  每天大概有十二座教堂或基督教建築物受到襲擊
[00:02:03.620 --> 00:02:11.260]  每天大概有十二名基督徒被不公正地逮捕或監禁
[00:02:11.260 --> 00:02:17.140]  原來世界各國仍然有很多人因為信仰的緣故
[00:02:17.140 --> 00:02:20.360]  遭受各樣的苦難
[00:02:20.360 --> 00:02:21.620]  相比之下
[00:02:21.620 --> 00:02:27.580]  今天我們可能仍然活在一個無痛的信仰的地方
[00:02:27.580 --> 00:02:32.740]  可能我們不需要為信仰付出什麼生命的代價
[00:02:32.740 --> 00:02:37.580]  甚至我們可能都談不上受到迫迫
[00:02:37.580 --> 00:02:44.120]  但我們也確實知道世界正走在一條敗壞的道路
[00:02:44.120 --> 00:02:49.360]  我們所面對的處境可能很快會惡化
[00:02:49.360 --> 00:02:56.260]  究竟我們是否已經準備好為主而受苦呢?
[00:02:56.260 --> 00:03:00.540]  我們如何去經得起試煉呢?
[00:03:00.540 --> 00:03:04.180]  彼得在剛才主席為我們讀出的時候
[00:03:04.180 --> 00:03:06.180]  在第十二節這樣說
[00:03:06.180 --> 00:03:07.960]  「親愛的弟兄
[00:03:07.960 --> 00:03:11.240]  有火煉的試驗臨到你們
[00:03:11.240 --> 00:03:14.380]  不要以為奇怪」
[00:03:14.380 --> 00:03:17.580]  在四章的部分
[00:03:17.580 --> 00:03:20.720]  講述受苦的高峰
[00:03:20.720 --> 00:03:24.360]  這裡提到「火煉的試驗」
[00:03:24.360 --> 00:03:29.660]  愚民的意思是有火燒在我們中間
[00:03:29.660 --> 00:03:34.780]  它臨到的目的是為了試煉我們
[00:03:34.780 --> 00:03:38.100]  不知道你試過被火燒了沒有呢?
[00:03:38.100 --> 00:03:41.460]  當我們不知道你會有什麼反應
[00:03:41.460 --> 00:03:44.340]  相信我們第一個反應一定會怎樣呢?
[00:03:44.340 --> 00:03:46.020]  會縮吧
[00:03:46.020 --> 00:03:50.220]  最近我也有機會經歷火燒的感覺
[00:03:50.220 --> 00:03:55.380]  因為我看皮膚科醫生說我面上有些油
[00:03:55.380 --> 00:03:57.380]  需要去清除
[00:03:57.380 --> 00:04:03.700]  所以要接受一些激光的移除方式
[00:04:03.700 --> 00:04:08.660]  雖然在過程中我塗了一些不痛的膏
[00:04:08.660 --> 00:04:13.180]  但在過程中我也會聞到一些燒焦的味道
[00:04:13.180 --> 00:04:16.580]  去到某些位置也會很痛
[00:04:16.580 --> 00:04:21.380]  忍不住會流馬尿
[00:04:21.380 --> 00:04:23.580]  在這樣的過程中
[00:04:23.580 --> 00:04:26.780]  這些微小的灼傷
[00:04:26.780 --> 00:04:30.060]  也會令我痛不欲生
[00:04:30.060 --> 00:04:33.300]  難以去忍受這個火燒
[00:04:33.300 --> 00:04:34.340]  彼得在這裡說
[00:04:34.340 --> 00:04:36.620]  苦難臨到我們身上的時候
[00:04:36.620 --> 00:04:39.660]  就好像火燒般難忍耐
[00:04:39.660 --> 00:04:41.780]  但他叫我們什麼呢?
[00:04:41.780 --> 00:04:42.620]  他告訴我們
[00:04:42.620 --> 00:04:48.780]  我們不應該感覺到奇怪或者驚訝
[00:04:48.780 --> 00:04:51.460]  當我們一路看聖經的時候
[00:04:51.460 --> 00:04:55.820]  多處都告訴我們一個事實
[00:04:55.820 --> 00:04:59.660]  一個認真跟隨主的人
[00:04:59.660 --> 00:05:02.020]  在他在世的時候
[00:05:02.020 --> 00:05:06.060]  受苦是一件理所當然的事
[00:05:06.060 --> 00:05:07.980]  保羅亦提醒我們
[00:05:07.980 --> 00:05:13.700]  「凡立志在基督耶穌裡敬前度日的
[00:05:13.700 --> 00:05:16.780]  也都要受逼迫」
[00:05:16.780 --> 00:05:18.900]  當我們選擇敬前度日
