
[00:00:00.000 --> 00:00:05.920]  今天我們講到的經文是《馬克福音》第十章第二十二至三十一節
[00:00:05.920 --> 00:00:08.760]  我們講到的題目是
[00:00:08.760 --> 00:00:10.840]  財主盡天國
[00:00:10.840 --> 00:00:12.440]  今天是上一集
[00:00:12.440 --> 00:00:15.680]  下個星期回來再講下集
[00:00:15.680 --> 00:00:19.200]  記得很久很久很久之前
[00:00:19.200 --> 00:00:22.720]  當我離開香港去美國讀書的時候
[00:00:22.720 --> 00:00:24.200]  那時候沒有WhatsApp
[00:00:24.200 --> 00:00:26.880]  家裏人也沒有Email
[00:00:26.880 --> 00:00:31.360]  每個禮拜就靠那十幾分鐘的長途電話
[00:00:31.360 --> 00:00:33.400]  大家去保持聯絡
[00:00:33.400 --> 00:00:35.840]  我想起我記得當時我爸爸媽媽
[00:00:35.840 --> 00:00:39.120]  最經常問我的問題就是
[00:00:39.120 --> 00:00:40.920]  夠不夠錢花
[00:00:40.920 --> 00:00:44.080]  要不要再寄點給你
[00:00:44.080 --> 00:00:46.720]  我想他們的用意其實很簡單
[00:00:46.720 --> 00:00:49.600]  他們希望我沒有任何後顧之憂
[00:00:49.600 --> 00:00:52.040]  於是我可以專心的讀書
[00:00:52.040 --> 00:00:54.080]  完成我的學業
[00:00:54.080 --> 00:00:56.560]  如果你今晚睡覺的時候
[00:00:56.560 --> 00:00:58.280]  上帝向你顯現
[00:00:58.280 --> 00:01:00.120]  我說的是真的顯現
[00:01:00.120 --> 00:01:01.760]  不是你自己做夢
[00:01:01.760 --> 00:01:05.200]  如果上帝今晚真的向你顯現
[00:01:05.200 --> 00:01:06.840]  和你講問你
[00:01:06.840 --> 00:01:08.320]  兒子啊
[00:01:08.320 --> 00:01:09.600]  女兒啊
[00:01:09.600 --> 00:01:12.160]  你夠不夠錢花
[00:01:12.160 --> 00:01:16.600]  要不要天父爸爸寄多點錢給你
[00:01:16.600 --> 00:01:20.600]  你會怎麼和上帝回答呢
[00:01:20.600 --> 00:01:23.080]  可能我們當中醒目的大英姐妹
[00:01:23.080 --> 00:01:25.320]  一知道這個不是試探
[00:01:25.320 --> 00:01:28.480]  不是試煉而是真的上帝給你的祝福
[00:01:28.480 --> 00:01:30.280]  立刻會和上帝講
[00:01:30.280 --> 00:01:32.440]  好啊天父爸爸
[00:01:32.440 --> 00:01:34.640]  越多越好
[00:01:34.640 --> 00:01:38.240]  天父爸爸你知道有了你豐富的供應之後
[00:01:38.240 --> 00:01:41.840]  我以後再不需要爲我兩餐擔憂
[00:01:41.840 --> 00:01:43.720]  我不需要爲我的前途擔憂
[00:01:43.720 --> 00:01:46.960]  我不需要爲我家裏的孩子
[00:01:46.960 --> 00:01:48.520]  父母擔憂
[00:01:48.520 --> 00:01:50.720]  天父爸爸我答應你
[00:01:50.720 --> 00:01:52.120]  收到錢之後
[00:01:52.120 --> 00:01:53.920]  收到錢之後纔是這樣
[00:01:53.920 --> 00:01:56.240]  我一定天天讀聖經
[00:01:56.240 --> 00:01:58.880]  每個星期回週六崇拜
[00:01:58.880 --> 00:02:02.360]  我還參加天路歷程的門訓小組
[00:02:02.360 --> 00:02:05.000]  一次都不會少的
[00:02:05.000 --> 00:02:05.800]  不僅如此
[00:02:05.800 --> 00:02:08.120]  我一定會慷慨地奉獻
[00:02:08.120 --> 00:02:11.800]  因爲從此以後我再沒有後顧之憂
[00:02:11.800 --> 00:02:16.000]  我終於可以專心尋求你的國
[00:02:16.000 --> 00:02:17.920]  你的言
[00:02:17.920 --> 00:02:19.000]  如果你去看聖經的時候
[00:02:19.000 --> 00:02:21.840]  聖經告訴我們很多的財主和有錢人
[00:02:21.840 --> 00:02:24.320]  都是上帝所愛的
[00:02:24.320 --> 00:02:27.640]  有錢真的可以幫我們專注
[00:02:27.640 --> 00:02:29.920]  你有了錢你就不需要想其他
[00:02:29.920 --> 00:02:32.240]  你可以追求上帝的國
[00:02:32.240 --> 00:02:34.440]  你可以用心進入永恆
[00:02:34.440 --> 00:02:36.280]  越有錢
[00:02:36.280 --> 00:02:38.440]  越可以專心追求上帝
[00:02:38.440 --> 00:02:42.920]  越有錢越可以火熱地侍奉上帝
[00:02:42.920 --> 00:02:43.920]  簡單說一句
[00:02:43.920 --> 00:02:48.920]  發達就是個人教會復興的關鍵
[00:02:48.920 --> 00:02:50.200]  所以我想
[00:02:50.200 --> 00:02:53.640]  我們從今天開始我們真的可以用心祈求上帝
[00:02:53.640 --> 00:02:56.520]  讓我們這裏所有的弟兄姊妹
[00:02:56.520 --> 00:03:01.440]  個個都成爲財主、有錢人
[00:03:01.440 --> 00:03:05.600]  親愛的弟兄、親愛的朋友、弟兄姊妹
[00:03:05.600 --> 00:03:10.040]  你說剛纔林牧師說的話有沒有道理呢
[00:03:10.040 --> 00:03:13.000]  然而當我們打開聖經的時候
[00:03:13.000 --> 00:03:16.600]  當我們回到耶穌基督的教導的時候
[00:03:16.600 --> 00:03:20.080]  我們發覺我們最有道理的東西
[00:03:20.080 --> 00:03:22.200]  其實都是歪理
[00:03:22.200 --> 00:03:25.040]  耶穌基督的教導將我剛纔所講的東西
[00:03:25.040 --> 00:03:27.880]  所想的東西雖然好像很有邏輯
[00:03:27.880 --> 00:03:30.080]  完全的粉碎
[00:03:30.080 --> 00:03:32.960]  完全的推翻
[00:03:32.960 --> 00:03:35.000]  我們今天要講的這段經文
[00:03:35.000 --> 00:03:38.520]  其實背景是上次
[00:03:38.520 --> 00:03:40.320]  九個星期之前的故事
[00:03:40.320 --> 00:03:45.920]  所以我們的經文是由上次故事當中最後一節開始
[00:03:45.920 --> 00:03:48.520]  馬可貝音第十章第二十二節這樣說
[00:03:48.520 --> 00:03:52.400]  「他聽見者說唸咒便了息
[00:03:52.400 --> 00:03:54.400]  悠悠愁愁地走了
[00:03:54.400 --> 00:03:59.200]  因爲他的產業很多」
[00:03:59.200 --> 00:04:02.360]  這個故事講到耶穌基督帶着十二個門徒
[00:04:02.360 --> 00:04:05.640]  在走一個天路
[00:04:05.640 --> 00:04:07.960]  是天國的路上
[00:04:07.960 --> 00:04:11.320]  當耶穌在教導祂的門徒的時候
[00:04:11.320 --> 00:04:14.400]  突然間在馬可貝音第十章第十七節
[00:04:14.400 --> 00:04:16.640]  有一個人跑來
[00:04:16.640 --> 00:04:19.080]  他不是走過來而是跑過來
[00:04:19.080 --> 00:04:20.640]  他跪在耶穌的面前
[00:04:20.640 --> 00:04:22.120]  他不是站在那裏
[00:04:22.120 --> 00:04:24.480]  他跪在耶穌的面前爛路
[00:04:24.480 --> 00:04:26.280]  他說「良善的老師
[00:04:26.280 --> 00:04:31.280]  我該做什麼纔可以承受永生」
[00:04:31.280 --> 00:04:34.360]  這個人實在是令我們眼前一亮
[00:04:34.360 --> 00:04:36.280]  因爲直至這個人的出現
[00:04:36.280 --> 00:04:39.760]  前面所有的人都是來求耶穌
[00:04:39.760 --> 00:04:40.720]  顯神蹟
[00:04:40.720 --> 00:04:41.880]  做醫治的
[00:04:41.880 --> 00:04:43.400]  但是這個人不是
[00:04:43.400 --> 00:04:45.000]  他來到耶穌的面前
[00:04:45.000 --> 00:04:48.440]  他要求的東西是永生
[00:04:48.440 --> 00:04:50.400]  所以我說有錢是不是很好
[00:04:50.400 --> 00:04:51.240]  因爲他有錢
[00:04:51.240 --> 00:04:53.600]  所以他不需要求財富
[00:04:53.600 --> 00:04:55.160]  因爲他有錢
[00:04:55.160 --> 00:04:56.200]  也有健康
[00:04:56.200 --> 00:04:59.000]  他不需要求耶穌顯什麼神蹟
[00:04:59.000 --> 00:05:00.120]  這個人厲害
[00:05:00.120 --> 00:05:01.760]  他不僅有財富
[00:05:01.760 --> 00:05:02.360]  有健康
[00:05:02.360 --> 00:05:04.440]  他還有智慧
[00:05:04.440 --> 00:05:05.960]  他的智慧在哪裏
[00:05:05.960 --> 00:05:06.800]  他年輕
[00:05:06.800 --> 00:05:08.840]  但是他知道青春留不住
[00:05:08.840 --> 00:05:10.040]  他富有
[00:05:10.040 --> 00:05:11.760]  但是他知道有錢又如何
[00:05:11.760 --> 00:05:15.400]  於是他做了一個最明智的選擇
[00:05:15.400 --> 00:05:18.200]  他問耶穌永生
[00:05:18.200 --> 00:05:23.800]  因爲永生是唯一真正人需要的盼望
[00:05:23.800 --> 00:05:25.360]  如果你記得那個故事
[00:05:25.360 --> 00:05:26.440]  這個人來到耶穌
[00:05:26.440 --> 00:05:29.320]  他叫耶穌做善良的老師
[00:05:29.320 --> 00:05:32.680]  是最高貴的一個稱呼
[00:05:32.680 --> 00:05:34.360]  然而在那個時候
[00:05:34.360 --> 00:05:36.800]  耶穌突然間反問他一句
[00:05:36.800 --> 00:05:37.640]  耶穌說
[00:05:37.640 --> 00:05:40.000]  「你爲什麼叫我是善良的
[00:05:40.000 --> 00:05:42.240]  除了上帝以外
[00:05:42.240 --> 00:05:44.160]  再沒有善良的」
[00:05:44.160 --> 00:05:47.480]  表面上這個人好像很眼明
[00:05:47.480 --> 00:05:49.640]  很欣賞到耶穌
[00:05:49.640 --> 00:05:50.480]  知道祂是什麼
[00:05:50.480 --> 00:05:52.760]  知道祂來是爲了永生的緣故
[00:05:52.760 --> 00:05:56.000]  但實際上這個人完全是黑眼的
[00:05:56.000 --> 00:06:00.080]  因爲他叫耶穌做老師
[00:06:00.080 --> 00:06:02.000]  他說你是良善的老師
[00:06:02.000 --> 00:06:03.840]  耶穌說我不是良善的老師
[00:06:03.840 --> 00:06:06.440]  我是良善的上帝
[00:06:06.440 --> 00:06:08.160]  唯有上帝纔是良善
[00:06:08.160 --> 00:06:09.760]  你沒讀過舊約嗎
[00:06:09.760 --> 00:06:12.200]  你既然叫我做良善
[00:06:12.200 --> 00:06:15.080]  你就應該知道我不是拉比
[00:06:15.080 --> 00:06:15.840]  我不是老師
[00:06:15.840 --> 00:06:18.080]  我是上帝祂自己
[00:06:18.080 --> 00:06:20.240]  但是這個人看不到
[00:06:20.240 --> 00:06:22.640]  因爲他看不到的緣故
[00:06:22.640 --> 00:06:26.200]  所以他在耶穌面前充滿着恣意
[00:06:26.200 --> 00:06:27.600]  接着下來的對話
[00:06:27.600 --> 00:06:28.920]  耶穌說
[00:06:28.920 --> 00:06:30.040]  「該命你是知足的
[00:06:30.040 --> 00:06:30.880]  不可以殺人
[00:06:30.880 --> 00:06:31.640]  不可奸人
[00:06:31.640 --> 00:06:32.440]  不可偷渡
[00:06:32.440 --> 00:06:34.240]  不可作假見證
[00:06:34.240 --> 00:06:35.280]  要孝敬父母」
[00:06:35.280 --> 00:06:38.000]  耶穌還沒有機會說完其他的十誡
[00:06:38.000 --> 00:06:40.240]  這個人就插嘴「老師
[00:06:40.240 --> 00:06:41.360]  老師
[00:06:41.360 --> 00:06:42.800]  仍然是說老師
[00:06:42.800 --> 00:06:45.760]  這一切我從小到大已經遵守了」
[00:06:45.760 --> 00:06:46.680]  這個人黑眼
[00:06:46.680 --> 00:06:49.080]  他看不到耶穌是誰
[00:06:49.080 --> 00:06:50.360]  他看不到耶穌
[00:06:50.360 --> 00:06:51.760]  站在他前面的耶穌
[00:06:51.760 --> 00:06:54.440]  是完全聖潔的上帝
