
[00:00:00.000 --> 00:00:01.920]  各位電影姐妹,早晨!
[00:00:01.920 --> 00:00:05.320]  新年夢福,每個人都福輝滿日,好嗎?
[00:00:05.320 --> 00:00:10.120]  看看旁邊的左右,有鏡擺主,非常感恩,我們一齊相聚
[00:00:10.120 --> 00:00:13.080]  今天我們又看回《老家福音》
[00:00:13.080 --> 00:00:16.320]  我們按照syllabus,以道至見
[00:00:16.320 --> 00:00:20.040]  但其實我今天又想說的是職場專題
[00:00:20.040 --> 00:00:22.160]  剛巧合得來而已
[00:00:22.160 --> 00:00:25.160]  因為今天這個經文你剛才讀的時候
[00:00:25.160 --> 00:00:27.000]  你覺不覺得跟上班有關?
[00:00:27.000 --> 00:00:31.680]  感覺到一點點,是吧?管家,主人,上班
[00:00:31.680 --> 00:00:33.840]  還有一件事,你讀完經文的時候
[00:00:33.840 --> 00:00:36.520]  不知道你有沒有一點點的感覺"硬硬地"呢?
[00:00:36.520 --> 00:00:37.760]  什麼是"硬硬地"?
[00:00:37.760 --> 00:00:42.680]  就是覺得不太自然,怪怪的,有一點"硬硬地"的感覺
[00:00:42.680 --> 00:00:45.680]  特別是誇讚那個不義的管家,是吧?
[00:00:45.680 --> 00:00:49.760]  誇讚他,覺得不對勁,誇讚那些不義
[00:00:49.760 --> 00:00:51.400]  我不知道你的心裡心情如何
[00:00:51.400 --> 00:00:52.640]  其實我第一次看經文的時候
[00:00:52.640 --> 00:00:56.800]  我也覺得有點"硬硬於懷",就是"硬著硬著"
[00:00:56.800 --> 00:00:58.320]  為什麼要誇讚那個人呢?
[00:00:58.320 --> 00:01:01.400]  那個人明明是奸奸的,還要被人誇讚
[00:01:01.400 --> 00:01:03.480]  還要生活得不錯,這麼享受
[00:01:03.480 --> 00:01:06.480]  將來就算被人炒魷魚,還有另一份好工作等他
[00:01:06.480 --> 00:01:07.960]  有時候不知道你有沒有感覺
[00:01:07.960 --> 00:01:10.960]  那些老闆明明都不是很厲害
[00:01:10.960 --> 00:01:14.360]  被公司騷擾了,去了另一間更大、更好
[00:01:14.360 --> 00:01:16.280]  有沒有這個感覺?很少見的,不值得
[00:01:16.280 --> 00:01:20.320]  還有那些老闆又不懂得做事
[00:01:20.320 --> 00:01:23.680]  只懂得指指點點,但經常都在高位
[00:01:23.680 --> 00:01:24.520]  有沒有感覺?
[00:01:24.520 --> 00:01:28.360]  有沒有見過這類老闆在辦公室裡"硬著硬著"?
[00:01:28.360 --> 00:01:29.880]  可能有兩個可能性
[00:01:29.880 --> 00:01:33.400]  可能你有正義感,覺得不值得
[00:01:33.400 --> 00:01:35.680]  也可能是心理不平衡
[00:01:35.680 --> 00:01:38.280]  明明我這麼英明、這麼厲害
[00:01:38.280 --> 00:01:40.840]  我做他的馬仔,不是我做他的老闆
[00:01:40.840 --> 00:01:43.360]  我明明是管理的
[00:01:43.360 --> 00:01:46.880]  我對於工作方面都比他更熟悉
[00:01:46.880 --> 00:01:47.960]  怎麼會被他騷擾?
[00:01:47.960 --> 00:01:49.640]  有沒有?我不知道你是哪一種
[00:01:49.640 --> 00:01:52.120]  看完之後,我今天解釋完經文
[00:01:52.120 --> 00:01:54.760]  希望你這種感覺可以除掉
[00:01:54.760 --> 00:01:56.960]  可以明白這段經文在說什麼
[00:01:56.960 --> 00:01:59.800]  不過在講之前,再講一下
[00:01:59.800 --> 00:02:01.640]  有一種手法
[00:02:01.640 --> 00:02:04.240]  有一種手法叫做諷刺手法
[00:02:04.240 --> 00:02:05.600]  就是要明白
[00:02:05.600 --> 00:02:08.920]  怎麼說呢?我們有些基督徒不是很懂得諷刺
[00:02:08.920 --> 00:02:10.320]  事實上我有時候也試過
[00:02:10.320 --> 00:02:13.000]  有時候說那個人,我明明其實是有點嫉妒他
[00:02:13.000 --> 00:02:15.760]  但是那些人照單傳收,以為我讚他
[00:02:15.760 --> 00:02:17.640]  明白嗎?有時候會這樣的
[00:02:17.640 --> 00:02:19.400]  但是我說也好
[00:02:19.400 --> 00:02:21.720]  你誤會了,以為我讚你
[00:02:21.720 --> 00:02:23.520]  起碼你不生我的氣也好
[00:02:23.520 --> 00:02:25.640]  但其實是有這種手法的
[00:02:25.640 --> 00:02:27.720]  聖經有沒有試過呢?是有的
[00:02:27.720 --> 00:02:29.880]  例如在列王記裡面說到
[00:02:29.880 --> 00:02:34.160]  以利亞先知和巴力先知鬥法
[00:02:34.160 --> 00:02:36.120]  在加密山鬥法
[00:02:36.120 --> 00:02:39.280]  於是先讓巴力先知過來
[00:02:39.280 --> 00:02:41.840]  看看能不能用鋼火燒掉那些祭物
[00:02:41.840 --> 00:02:43.920]  有沒有反應?沒有反應
[00:02:43.920 --> 00:02:46.400]  以利亞先知怎麼跟巴力先知說
[00:02:46.400 --> 00:02:49.440]  喂!你那個巴力可能睡著了
[00:02:49.440 --> 00:02:52.480]  或者正在逛街,不如你叫大聲一點
[00:02:52.480 --> 00:02:56.920]  叫醒他,讓他幫你鋼火燒掉那些祭物
[00:02:56.920 --> 00:03:03.120]  這樣說是不是以利亞先知想著巴力先知正在睡覺呢?
[00:03:03.120 --> 00:03:04.520]  是不是?是不是的?
[00:03:04.520 --> 00:03:06.920]  當然不是了,是在諷刺他
[00:03:06.920 --> 00:03:11.320]  於是那些人不太收到,他們還發叫得大聲一點
[00:03:11.320 --> 00:03:13.800]  然後還說要找些東西來自己插自己
[00:03:13.800 --> 00:03:16.360]  如果按照列王記裡面,你記得那段經文
[00:03:16.360 --> 00:03:20.600]  插到自己流血、自殘
[00:03:20.600 --> 00:03:23.760]  那些叫做諷刺手法
[00:03:23.760 --> 00:03:25.160]  不是直解的
[00:03:25.160 --> 00:03:27.080]  少少這段經文有這樣的意味
[00:03:27.080 --> 00:03:29.240]  諷刺手法,我們看下去
[00:03:29.240 --> 00:03:32.680]  耶穌對門徒說,有一個財主的管家
[00:03:32.680 --> 00:03:36.320]  別人向他的主人告他浪費主人財物
[00:03:36.320 --> 00:03:37.960]  他的罪名是什麼呢?
[00:03:37.960 --> 00:03:39.240]  浪費主人財物
[00:03:39.240 --> 00:03:41.400]  記住罪名不是很多,只有一個
[00:03:41.400 --> 00:03:42.440]  不過一個已經夠死了
[00:03:42.440 --> 00:03:44.360]  浪費主人財物夠死
[00:03:44.360 --> 00:03:47.760]  事實上也是的,不是每一件事都壞的
[00:03:47.760 --> 00:03:50.400]  事實上今世之子也沒理由每一件事都壞的
[00:03:50.400 --> 00:03:53.080]  那些不義的管家沒理由每一件事都壞的
[00:03:53.080 --> 00:03:56.080]  事實上反過來,你很憎恨那個老闆,很憎恨那個人
[00:03:56.080 --> 00:03:57.080]  也沒理由
[00:03:57.080 --> 00:04:00.720]  其實上到今時今日也沒理由每一件事都差,每一件事都壞的
[00:04:00.720 --> 00:04:03.080]  他總有一兩件事是強項
[00:04:03.080 --> 00:04:06.280]  他擦鞋是強項,也是他的強項,有些強項在
[00:04:06.280 --> 00:04:09.680]  又或者這麼說,他耍太極強項
[00:04:09.680 --> 00:04:13.080]  硬是滴水不入,每一件事都背不上身
[00:04:13.080 --> 00:04:15.760]  那也是他的強項,他也有強項
[00:04:15.760 --> 00:04:17.760]  但他被人告一件事,一件事而已
[00:04:17.760 --> 00:04:19.760]  就是他浪費主人的財物
[00:04:19.760 --> 00:04:22.080]  一會兒我再看,其實是入刑入格的
[00:04:22.080 --> 00:04:24.160]  主人叫他來,對他說
[00:04:24.160 --> 00:04:27.360]  我聽見你這事怎麼樣呢?
[00:04:27.360 --> 00:04:30.760]  這裡有個問號,其實是問他,讓他能不能回答
[00:04:30.760 --> 00:04:34.280]  事實上後面那裡說他也無話可說,沒回答
[00:04:34.280 --> 00:04:36.480]  主人叫他來,對他說
[00:04:36.480 --> 00:04:41.040]  然後叫他所經營的交代明白
[00:04:41.040 --> 00:04:43.040]  因為這個主人似乎也是大財主
[00:04:43.040 --> 00:04:45.840]  所以有很多事情要交代,不可以馬上炒魷魚
[00:04:45.840 --> 00:04:47.840]  事情也要hand over(交代)一下
[00:04:47.840 --> 00:04:50.840]  於是因為你不能再作我的管家了
[00:04:50.840 --> 00:04:54.720]  那個畢業的管家就沒得回答的
[00:04:54.720 --> 00:04:56.720]  而事實上可能是斷帳
[00:04:56.720 --> 00:04:58.720]  他真的浪費主人的財物
[00:04:58.720 --> 00:05:02.120]  而事實上後面你看看,他是不是真的浪費主人的財物
[00:05:02.120 --> 00:05:05.520]  又真的是的,他一想的方法也是浪費主人的財物
[00:05:05.520 --> 00:05:08.840]  所以我說consistent,很連貫性的
[00:05:08.840 --> 00:05:13.240]  就是這樣,一直都是這樣,一直都是浪費開的,繼續浪費的
[00:05:13.240 --> 00:05:17.040]  先說完,事實上我們有時候在公司裡面表現
