
[00:00:00.000 --> 00:00:02.460]  我們受著很大的困擾
[00:00:02.460 --> 00:00:04.460]  為什麼會搞成這樣呢?
[00:00:04.460 --> 00:00:06.140]  但是我仍然覺得
[00:00:06.140 --> 00:00:09.340]  外在的困擾容易去處理
[00:00:09.340 --> 00:00:11.340]  你都可以找另一條路走
[00:00:11.340 --> 00:00:13.020]  但我想這段日子裡
[00:00:13.020 --> 00:00:15.860]  我們的心靈的困擾卻是非常大
[00:00:15.860 --> 00:00:18.540]  當我們不斷地看一些新聞
[00:00:18.540 --> 00:00:22.940]  當我們不斷地去看一些消息的時候
[00:00:22.940 --> 00:00:25.420]  有時候會令到你發愣
[00:00:25.420 --> 00:00:28.580]  甚至有人情緒低落
[00:00:28.580 --> 00:00:31.180]  但更不幸的是
[00:00:31.180 --> 00:00:35.740]  這件事引致很多人與人之間的關係
[00:00:35.740 --> 00:00:37.740]  是決裂的
[00:00:37.740 --> 00:00:40.940]  同時之間我們不敢隨便說話
[00:00:40.940 --> 00:00:45.020]  因為不知道他會不會把你說的話放上去
[00:00:45.020 --> 00:00:49.820]  更不幸的是家庭裡產生分裂
[00:00:49.820 --> 00:00:53.180]  如果家庭裡大家有不同的政見的時候
[00:00:53.180 --> 00:00:55.900]  衝突是非常非常大
[00:00:55.900 --> 00:00:58.220]  我認識的一些家庭
[00:00:58.220 --> 00:01:00.220]  女兒在這幾個月裡
[00:01:00.220 --> 00:01:02.220]  完全不會再理媽媽
[00:01:02.220 --> 00:01:04.940]  因為覺得媽媽很過分
[00:01:04.940 --> 00:01:08.020]  每天回家的時候都會關上自己的房門
[00:01:08.020 --> 00:01:10.620]  不會與媽媽有任何的接觸
[00:01:10.620 --> 00:01:12.620]  是一個很大的傷痛
[00:01:12.620 --> 00:01:13.820]  我經常這樣說
[00:01:13.820 --> 00:01:16.220]  如果家庭裡大家的政見不同的時候
[00:01:16.220 --> 00:01:18.540]  我們就真的不談政治
[00:01:18.540 --> 00:01:20.220]  只談風月
[00:01:20.220 --> 00:01:24.540]  但是令我更加難受的是
[00:01:24.540 --> 00:01:27.340]  教會也同樣產生問題
[00:01:27.340 --> 00:01:29.340]  有些教會
[00:01:29.340 --> 00:01:31.340]  原來我們所說的合一
[00:01:31.340 --> 00:01:32.820]  所說的接納
[00:01:32.820 --> 00:01:34.380]  原來是很脆弱的
[00:01:34.380 --> 00:01:36.100]  是經不起考驗的
[00:01:36.100 --> 00:01:37.820]  我們雖然有相同的信仰
[00:01:37.820 --> 00:01:40.340]  但是我們可能在理念上不同的時候
[00:01:40.340 --> 00:01:42.340]  就可以攻擊
[00:01:42.340 --> 00:01:44.340]  甚至離開教會
[00:01:44.340 --> 00:01:47.340]  有時候是一件很無奈的事情
[00:01:47.340 --> 00:01:51.340]  我們怎樣可以突破這個困惑呢?
[00:01:51.340 --> 00:01:55.180]  今天我們會從保羅的自白書
[00:01:55.180 --> 00:01:57.180]  就是《哥林多後書》
[00:01:57.180 --> 00:01:59.180]  其中一段經文
[00:01:59.180 --> 00:02:02.540]  你看到保羅面對很多的衝擊和困擾
[00:02:02.540 --> 00:02:05.540]  但是他怎樣可以突破呢?
[00:02:05.540 --> 00:02:07.540]  《哥林多後書》第四章的第七節
[00:02:07.540 --> 00:02:09.940]  到第五章的第十節裡面
[00:02:09.940 --> 00:02:12.940]  保羅用了很多不同的表達方式
[00:02:12.940 --> 00:02:15.940]  去表達一些經歷和感受
[00:02:15.940 --> 00:02:17.940]  他會用一些比喻法
[00:02:17.940 --> 00:02:22.340]  他會說到寶貝和雅氣的對比
[00:02:22.340 --> 00:02:24.940]  他很強調雖然我軟弱
[00:02:24.940 --> 00:02:27.540]  但是有神的能力在我當中
[00:02:27.540 --> 00:02:29.540]  於是我可以突破
[00:02:29.540 --> 00:02:32.740]  他用這些寶貝和雅氣
[00:02:32.740 --> 00:02:34.340]  地上的帳篷
[00:02:34.340 --> 00:02:36.940]  和天上永恆的家鄉
[00:02:36.940 --> 00:02:40.140]  他用一些吊詭的方法說生與死
[00:02:40.140 --> 00:02:43.140]  有些人雖生卻卻死
[00:02:43.140 --> 00:02:45.140]  我們表面雖死
[00:02:45.140 --> 00:02:46.740]  但是我們卻生
[00:02:46.740 --> 00:02:50.740]  我們會有看著地上的事
[00:02:50.740 --> 00:02:52.140]  但是同樣的
[00:02:52.140 --> 00:02:54.540]  我們要注視天上的事
[00:02:54.540 --> 00:02:58.140]  今天我們會從《哥林多後書》裡面
[00:02:58.140 --> 00:03:01.340]  第四章的第七到第十節裡面
[00:03:01.340 --> 00:03:03.140]  看這個真理
[00:03:03.140 --> 00:03:04.940]  在第八到第十節裡面
[00:03:04.940 --> 00:03:08.940]  你留意到有四句的相反詞
[00:03:08.940 --> 00:03:12.340]  這四個分詞第一個好像是正面
[00:03:12.340 --> 00:03:14.340]  但是他用了「卻」字
[00:03:14.340 --> 00:03:17.340]  來講出反面的意思
[00:03:17.340 --> 00:03:19.540]  然後帶出他那種突破
[00:03:19.540 --> 00:03:21.140]  我們先來讀
[00:03:21.140 --> 00:03:23.740]  第四章的第八到第十節
[00:03:23.740 --> 00:03:24.940]  第八到第十節
[00:03:24.940 --> 00:03:26.340]  我們一起讀出
[00:03:26.340 --> 00:03:28.740]  我們四面受敵
[00:03:28.740 --> 00:03:30.540]  卻不被困住
[00:03:30.540 --> 00:03:31.940]  心裡作難
[00:03:31.940 --> 00:03:33.540]  卻不致失望
[00:03:33.540 --> 00:03:34.740]  遭逼迫
[00:03:34.740 --> 00:03:36.340]  卻不被丟棄
[00:03:36.340 --> 00:03:37.540]  打倒了
[00:03:37.540 --> 00:03:39.140]  卻不致死亡
[00:03:39.140 --> 00:03:41.940]  身上常帶著耶穌的死
[00:03:41.940 --> 00:03:45.940]  使耶穌的生也顯明在我們身上
[00:03:45.940 --> 00:03:48.140]  你留意到這裡有四個「卻」
[00:03:48.140 --> 00:03:49.540]  第一個是什麼呢?
[00:03:49.540 --> 00:03:51.540]  四面受敵
[00:03:51.540 --> 00:03:54.140]  卻不被困住
[00:03:54.140 --> 00:03:55.740]  當你想到四面受敵
[00:03:55.740 --> 00:03:56.540]  卻不被困住
[00:03:56.540 --> 00:03:57.540]  你會怎麼想呢?
[00:03:57.540 --> 00:04:00.340]  我自然想起我小時候看的武俠片
[00:04:00.340 --> 00:04:03.140]  那個主角被敵人重重包圍
[00:04:03.140 --> 00:04:04.340]  噔噔噔噔噔
[00:04:04.340 --> 00:04:06.740]  那怎麼衝出重圍呢?
[00:04:06.740 --> 00:04:08.140]  如果現代一點
[00:04:08.140 --> 00:04:10.340]  我就會想起理工大學裡面
[00:04:10.340 --> 00:04:13.740]  有些人一直被警察圍困
[00:04:13.740 --> 00:04:16.740]  想走的時候怎麼走都走不了
[00:04:16.740 --> 00:04:18.140]  但是這個四面受敵
[00:04:18.140 --> 00:04:19.140]  卻不被困住
[00:04:19.140 --> 00:04:21.340]  我們這樣看就很簡單
[00:04:21.340 --> 00:04:22.740]  但是原來保羅說
[00:04:22.740 --> 00:04:25.740]  我不斷在我的侍奉生涯當中
[00:04:25.740 --> 00:04:27.340]  面對很多的衝擊
[00:04:27.340 --> 00:04:28.740]  面對很多的逼迫
[00:04:28.740 --> 00:04:30.340]  面對很多的挑戰
[00:04:30.340 --> 00:04:32.340]  但是我沒有因為這樣的緣故
[00:04:32.340 --> 00:04:36.540]  而放棄了我的使命
[00:04:36.540 --> 00:04:37.940]  我們很簡單地看看
[00:04:37.940 --> 00:04:39.740]  保羅在他的侍奉生涯裡面
[00:04:39.740 --> 00:04:41.340]  面對過什麼衝擊
[00:04:41.340 --> 00:04:43.140]  第一方面就是安提阿
[00:04:43.140 --> 00:04:44.340]  如果你記得的時候
[00:04:44.340 --> 00:04:48.340]  基督徒的名稱就是從安提阿開始的
[00:04:48.340 --> 00:04:50.740]  保羅說得很有能力
[00:04:50.740 --> 00:04:53.340]  當他來到安提阿的時候
[00:04:53.340 --> 00:04:54.540]  他不斷地宣講
[00:04:54.540 --> 00:04:56.540]  有很多人歸向主
[00:04:56.540 --> 00:04:57.940]  很多人相信神
[00:04:57.940 --> 00:05:00.540]  但是就是自己的同胞
[00:05:00.540 --> 00:05:03.540]  不滿意保羅
[00:05:03.540 --> 00:05:04.940]  於是怎麼樣呢?
[00:05:04.940 --> 00:05:06.940]  他們滿心妒忌
[00:05:06.940 --> 00:05:09.940]  於是就去講很多毀謗的話
[00:05:09.940 --> 00:05:10.940]  什麼叫毀謗?
[00:05:10.940 --> 00:05:12.740]  就是捏造一些事實
[00:05:12.740 --> 00:05:18.340]  來將保羅描繪成一個不好的人
[00:05:18.340 --> 00:05:20.940]  但是保羅雖然面對這些情況
[00:05:20.940 --> 00:05:22.540]  他有什麼反應呢?
[00:05:22.540 --> 00:05:25.340]  我們一起來看第四十六節
[00:05:25.340 --> 00:05:27.540]  我們一起來讀出第四十六節
[00:05:27.540 --> 00:05:30.540]  保羅和巴拿巴放膽說
[00:05:30.540 --> 00:05:34.340]  神的道先講及你們原是應當的
[00:05:34.340 --> 00:05:36.740]  只因你們棄絕這道
[00:05:36.740 --> 00:05:39.540]  斷定自己不配得永生
[00:05:39.540 --> 00:05:42.940]  我們就轉向愛邦人去
[00:05:42.940 --> 00:05:47.740]  保羅是繼續放膽地來講道
[00:05:47.740 --> 00:05:51.540]  他不會因為這些逼迫而噤聲
[00:05:51.540 --> 00:05:53.340]  閉口不言
[00:05:53.340 --> 00:05:54.940]  果效是什麼呢?
[00:05:54.940 --> 00:05:56.340]  下面很清楚
[00:05:56.340 --> 00:05:58.940]  第四十九到五十節裡面就說到
[00:05:58.940 --> 00:06:01.740]  主的道已經傳遍了那個地方
[00:06:01.740 --> 00:06:03.540]  但是仍然有一些猶太人
[00:06:03.540 --> 00:06:06.540]  來挑唆那些虔敬的尊貴婦女
[00:06:06.540 --> 00:06:07.940]  和有名望的人
[00:06:07.940 --> 00:06:10.340]  這些是高層人士
[00:06:10.340 --> 00:06:12.740]  就來帶他去逼迫保羅
[00:06:12.740 --> 00:06:16.540]  結果保羅和巴拿巴被迫要離開
[00:06:16.540 --> 00:06:18.540]  此地不留人
[00:06:18.540 --> 00:06:20.540]  自有留人處
[00:06:20.540 --> 00:06:24.540]  所以保羅和巴拿巴就離開安提厄
[00:06:24.540 --> 00:06:27.140]  去到以哥廉這個地方
[00:06:27.140 --> 00:06:29.540]  但同樣在以哥廉裡面
[00:06:29.540 --> 00:06:32.940]  保羅去到會堂裡面來帶他去宣講
[00:06:32.940 --> 00:06:36.940]  但這次這群人又策動另外一種攻勢
[00:06:36.940 --> 00:06:40.140]  他是挑動外邦人
[00:06:40.140 --> 00:06:43.540]  來帶他去擄弄保羅
[00:06:43.540 --> 00:06:45.740]  然後對付保羅
[00:06:45.740 --> 00:06:52.340]  你想想岑子傑是被一些南亞人來打穿頭的
[00:06:52.340 --> 00:06:55.540]  原來有些外邦人是受挑動
[00:06:55.540 --> 00:06:59.740]  但是接著保羅面對這些更沉重的衝擊
[00:06:59.740 --> 00:07:01.340]  他又怎麼回應呢?
[00:07:01.340 --> 00:07:04.940]  我們一起來帶他去讀第三節
[00:07:04.940 --> 00:07:07.540]  二人在那裡住了多日
[00:07:07.540 --> 00:07:10.140]  倚靠主放膽講道
[00:07:10.140 --> 00:07:13.740]  主藉他們的手施行神蹟騎士
[00:07:13.740 --> 00:07:16.140]  證明祂的恩道
[00:07:16.140 --> 00:07:19.540]  保羅繼續放膽講道
[00:07:19.540 --> 00:07:22.140]  但留意不是靠自己的血氣
[00:07:22.140 --> 00:07:25.340]  而是倚靠主有這份能力
[00:07:25.340 --> 00:07:27.140]  有這份信心
[00:07:27.140 --> 00:07:29.740]  繼續宣講神的道
[00:07:29.740 --> 00:07:31.940]  我們看《貼索羅尼加》
[00:07:31.940 --> 00:07:35.540]  當時保羅來到貼索羅尼加裡面
[00:07:35.540 --> 00:07:38.740]  勸服了很多外族的人
[00:07:38.740 --> 00:07:39.740]  希臘人
[00:07:39.740 --> 00:07:42.940]  有尊貴的婦女都來信主了
[00:07:42.940 --> 00:07:44.740]  看到剛才我們所看的
[00:07:44.740 --> 00:07:47.140]  就是他會挑動那些外邦人
[00:07:47.140 --> 00:07:48.940]  來對付保羅
[00:07:48.940 --> 00:07:50.740]  這次更加厲害
[00:07:50.740 --> 00:07:53.140]  去找一些使者之徒
[00:07:53.140 --> 00:07:55.340]  即是現在所說的黑社會
[00:07:55.340 --> 00:07:57.140]  去對付保羅
[00:07:57.140 --> 00:07:59.340]  我們一起來讀第五節
[00:07:59.340 --> 00:08:03.140]  但那不信的猶太人心裡疾盜
[00:08:03.140 --> 00:08:05.540]  焦醉了些使者匪類
[00:08:05.540 --> 00:08:07.140]  搭火成群
[00:08:07.140 --> 00:08:10.540]  聳動合城的人闖進耶穌的家
[00:08:10.540 --> 00:08:14.540]  要將保羅、西拉帶到百姓那裡
[00:08:14.540 --> 00:08:18.340]  所以你看到他面對的挑戰很大
[00:08:18.340 --> 00:08:21.140]  還有就是比利亞
[00:08:21.140 --> 00:08:23.140]  保羅他要離開的時候
[00:08:23.140 --> 00:08:24.140]  他走了
[00:08:24.140 --> 00:08:26.740]  但是針對他的人
[00:08:26.740 --> 00:08:30.140]  如影隨形的來跟著保羅
[00:08:30.140 --> 00:08:32.140]  他要的不是聽保羅的道
[00:08:32.140 --> 00:08:34.340]  是要去挑戰保羅
[00:08:34.340 --> 00:08:37.540]  去聳動眾人來對付他
[00:08:37.540 --> 00:08:39.940]  所以我們只是看幾個地方
[00:08:39.940 --> 00:08:40.940]  我們可以看到
[00:08:40.940 --> 00:08:43.140]  保羅真是四面受敵
[00:08:43.140 --> 00:08:45.540]  長期的面對挑戰
[00:08:45.540 --> 00:08:48.140]  我們還有《司徒行傳》第十八章十二節
[00:08:48.140 --> 00:08:49.540]  二十一章二十七節
[00:08:49.540 --> 00:08:51.140]  我們不再讀這些經文了
[00:08:51.140 --> 00:08:52.540]  二十一章二十七節
[00:08:52.540 --> 00:08:54.340]  就會打出來給大家
[00:08:54.340 --> 00:08:56.940]  所以大家明白保羅簡單的一句話
[00:08:56.940 --> 00:08:59.340]  「我四面受敵,腳不被困住」
[00:08:59.340 --> 00:09:01.540]  原來是絕不簡單的
[00:09:01.540 --> 00:09:03.940]  他是面對著很多的衝擊
[00:09:03.940 --> 00:09:06.740]  但是他從來沒有因為這樣的緣故
[00:09:06.740 --> 00:09:10.140]  而退縮、而離開
[00:09:10.140 --> 00:09:12.340]  而不去承擔他的使命
[00:09:12.340 --> 00:09:14.140]  這是很寶貴的
[00:09:14.140 --> 00:09:16.140]  所以今天我們要去學習
[00:09:16.140 --> 00:09:18.940]  今天我們面對的挑戰也不輕
[00:09:18.940 --> 00:09:20.740]  但是我們沒有因為這樣的緣故
[00:09:20.740 --> 00:09:22.740]  而去沉默
[00:09:22.740 --> 00:09:24.340]  好了,第二方面
[00:09:24.340 --> 00:09:29.740]  就是「心裡作難,卻不致失望」
[00:09:29.740 --> 00:09:31.140]  在《中文聖經》裡面
[00:09:31.140 --> 00:09:32.940]  你認不出那種神魂
[00:09:32.940 --> 00:09:34.740]  原來這一句是很特別的
[00:09:34.740 --> 00:09:38.740]  保羅用了兩個相同的詞語
[00:09:38.740 --> 00:09:41.540]  但是帶出不同的意義
[00:09:41.540 --> 00:09:43.540]  是什麼意思呢?我舉個例子
[00:09:43.540 --> 00:09:45.540]  譬如「與別不同」
[00:09:45.540 --> 00:09:47.140]  你讚賞一個人
[00:09:47.140 --> 00:09:49.340]  嘩!你真是與別不同的
[00:09:49.340 --> 00:09:51.540]  嘩!你真是很厲害
[00:09:51.540 --> 00:09:53.540]  這是讚賞,是不是?
[00:09:53.540 --> 00:09:54.740]  但是你可能不討人喜歡
[00:09:54.740 --> 00:09:58.140]  嘩!你果然與別不同
[00:09:58.140 --> 00:09:59.940]  你真是能人所不能
[00:09:59.940 --> 00:10:01.540]  沒有人及你
[00:10:01.540 --> 00:10:03.940]  這個「與別不同」是什麼呢?
[00:10:03.940 --> 00:10:05.340]  是貶義的
[00:10:05.340 --> 00:10:06.940]  大家明白同一個字
[00:10:06.940 --> 00:10:09.940]  可以有兩種不同的用法嗎?
[00:10:09.940 --> 00:10:13.140]  保羅在這裡帶出了這個信息
[00:10:13.140 --> 00:10:16.540]  「心裡作難,卻不致失望」
[00:10:16.540 --> 00:10:18.540]  原來的意思是什麼呢?
[00:10:18.540 --> 00:10:21.940]  我經常有憂慮
[00:10:21.940 --> 00:10:24.340]  但是我沒有絕望
[00:10:24.340 --> 00:10:25.940]  啊?
[00:10:25.940 --> 00:10:27.740]  這樣就有問題了
[00:10:27.740 --> 00:10:29.540]  保羅豈不是教我們
[00:10:29.540 --> 00:10:32.540]  將一切憂慮交給神嗎?
