
[00:00:00.000 --> 00:00:02.000]  好讓我們低頭禱告
[00:00:02.000 --> 00:00:04.000]  親愛的天父主耶穌聖人保佑
[00:00:04.000 --> 00:00:06.000]  是我們感謝讚美你
[00:00:06.000 --> 00:00:08.000]  主耶穌在這個主日的日子裡頭
[00:00:08.000 --> 00:00:10.000]  我們真的是歡喜快樂
[00:00:10.000 --> 00:00:12.000]  特別在這個聖誕的季節裡頭
[00:00:12.000 --> 00:00:14.000]  主耶穌我們要來紀念你
[00:00:14.000 --> 00:00:16.000]  紀念你如何的為我們生
[00:00:16.000 --> 00:00:18.000]  為我們死 為我們復活
[00:00:18.000 --> 00:00:20.000]  你還要為我們再來
[00:00:20.000 --> 00:00:22.000]  那是我們基督徒永恆的盼望
[00:00:22.000 --> 00:00:24.000]  主耶穌今天我們把時間
[00:00:24.000 --> 00:00:26.000]  恭敬的交託仰望在主的手中
[00:00:26.000 --> 00:00:28.000]  開我們的耳朵
[00:00:28.000 --> 00:00:30.000]  開我們的心
[00:00:30.000 --> 00:00:32.000]  讓我們能夠領受從天上來的信息
[00:00:32.000 --> 00:00:34.000]  我們感恩禱告奉耶穌的名
[00:00:34.000 --> 00:00:36.000]  Amen Hallelujah
[00:00:36.000 --> 00:00:38.000]  有一部聖誕的影片
[00:00:38.000 --> 00:00:40.000]  是在描寫一個很吝嗇
[00:00:40.000 --> 00:00:42.000]  刻薄的守財奴
[00:00:42.000 --> 00:00:44.000]  叫做死骨
[00:00:44.000 --> 00:00:48.000]  我看一下
[00:00:48.000 --> 00:00:50.000]  有一部很聖誕節的影片
[00:00:50.000 --> 00:00:52.000]  是狄更斯的作品
[00:00:52.000 --> 00:00:54.000]  有沒有人讀過他的作品
[00:00:54.000 --> 00:00:56.000]  小氣財神
[00:00:56.000 --> 00:00:58.000]  不曉得你們有沒有其他人看過
[00:00:58.000 --> 00:01:00.000]  感謝讚美主
[00:01:00.000 --> 00:01:02.000]  我相信有些人看過的
[00:01:02.000 --> 00:01:04.000]  是講一個在維多利亞時代的
[00:01:04.000 --> 00:01:06.000]  一個道德劇
[00:01:06.000 --> 00:01:08.000]  那他是描寫一個很刻薄
[00:01:08.000 --> 00:01:10.000]  很吝嗇的守財奴
[00:01:10.000 --> 00:01:12.000]  他的名字叫死骨雞
[00:01:12.000 --> 00:01:14.000]  那他這個人
[00:01:14.000 --> 00:01:16.000]  他在聖誕夜的晚上
[00:01:16.000 --> 00:01:18.000]  被他已經過世的一個老朋友
[00:01:18.000 --> 00:01:20.000]  及三個聖誕的精靈
[00:01:20.000 --> 00:01:22.000]  把他帶回去
[00:01:22.000 --> 00:01:24.000]  源源不絕的往事裡面
[00:01:24.000 --> 00:01:26.000]  而且
[00:01:26.000 --> 00:01:28.000]  在那個過程當中
[00:01:28.000 --> 00:01:30.000]  他就震驚悔改
[00:01:30.000 --> 00:01:32.000]  而且他
[00:01:32.000 --> 00:01:34.000]  經歷了得救贖的經過
[00:01:34.000 --> 00:01:36.000]  這是他的書
[00:01:36.000 --> 00:01:38.000]  那有的人說其實狄更斯
[00:01:38.000 --> 00:01:40.000]  在寫這本書的時候
[00:01:40.000 --> 00:01:42.000]  他其實是在面臨一個財務的危機
[00:01:42.000 --> 00:01:44.000]  他只想寫一本書
[00:01:44.000 --> 00:01:46.000]  來讓他自己過這個危機
[00:01:46.000 --> 00:01:48.000]  結果沒想到這本書一寫好之後
[00:01:48.000 --> 00:01:50.000]  在短短的一個禮拜裡面
[00:01:50.000 --> 00:01:52.000]  就出版六千本馬上就賣光了
[00:01:52.000 --> 00:01:54.000]  那這本書也後來成為
[00:01:54.000 --> 00:01:56.000]  這整個歷史上
[00:01:56.000 --> 00:01:58.000]  很受歡迎的一本
[00:01:58.000 --> 00:02:00.000]  聖誕故事的書
[00:02:00.000 --> 00:02:02.000]  那我寧可相信狄更斯
[00:02:02.000 --> 00:02:04.000]  他是在非常困難的時候
[00:02:04.000 --> 00:02:06.000]  他在窮途末路的時候
[00:02:06.000 --> 00:02:08.000]  他禱告那聖靈
[00:02:08.000 --> 00:02:10.000]  給他的啟示
[00:02:10.000 --> 00:02:12.000]  他寫下了這本書
[00:02:12.000 --> 00:02:14.000]  那這個故事呢其實是在
[00:02:14.000 --> 00:02:16.000]  聖誕節的期間
[00:02:16.000 --> 00:02:18.000]  他的真正的精神是要
[00:02:18.000 --> 00:02:20.000]  再次的提醒人
[00:02:20.000 --> 00:02:22.000]  我們過
[00:02:22.000 --> 00:02:24.000]  耶穌基督到
[00:02:24.000 --> 00:02:26.000]  世上來的真正的意義
[00:02:26.000 --> 00:02:28.000]  那
[00:02:28.000 --> 00:02:30.000]  你覺得我們呢
[00:02:30.000 --> 00:02:32.000]  我們這個時代的人
[00:02:32.000 --> 00:02:34.000]  那我們
[00:02:34.000 --> 00:02:36.000]  每一年在這個世界上
[00:02:36.000 --> 00:02:38.000]  都會發生一些
[00:02:38.000 --> 00:02:40.000]  叫人驚嚇害怕的事
[00:02:40.000 --> 00:02:42.000]  那
[00:02:42.000 --> 00:02:44.000]  今年最大的是什麼事
[00:02:44.000 --> 00:02:46.000]  是香港的暴動
[00:02:46.000 --> 00:02:48.000]  香港的暴動
[00:02:48.000 --> 00:02:50.000]  引起了全球的矚目
[00:02:50.000 --> 00:02:52.000]  本來
[00:02:52.000 --> 00:02:54.000]  香港是東方之珠啊
[00:02:54.000 --> 00:02:56.000]  是一個非常
[00:02:56.000 --> 00:02:58.000]  是一個亞洲的
[00:02:58.000 --> 00:03:00.000]  金融貿易中心啊
[00:03:00.000 --> 00:03:02.000]  可是卻成了黑暗權勢的
[00:03:02.000 --> 00:03:04.000]  戰場
[00:03:04.000 --> 00:03:06.000]  你知道這中間
[00:03:06.000 --> 00:03:08.000]  有多少人
[00:03:08.000 --> 00:03:10.000]  是真正的為香港的民主
[00:03:10.000 --> 00:03:12.000]  在站立
[00:03:12.000 --> 00:03:14.000]  那或者是有多少人
[00:03:14.000 --> 00:03:16.000]  是自己
[00:03:16.000 --> 00:03:18.000]  疊在那個迷惑
[00:03:18.000 --> 00:03:20.000]  被撒旦的迷惑裡面
[00:03:20.000 --> 00:03:22.000]  還有一件事情
[00:03:22.000 --> 00:03:24.000]  也是對我們
[00:03:24.000 --> 00:03:26.000]  很嚴重的波及到我們的
[00:03:26.000 --> 00:03:28.000]  就是
[00:03:28.000 --> 00:03:30.000]  中美的貿易戰
[00:03:30.000 --> 00:03:32.000]  我們燕子家
[00:03:32.000 --> 00:03:34.000]  很大的波及
[00:03:34.000 --> 00:03:36.000]  那這幾年來我們的總統特朗普
[00:03:36.000 --> 00:03:38.000]  他執政
[00:03:38.000 --> 00:03:40.000]  為了實行他的這個
[00:03:40.000 --> 00:03:42.000]  讓美國偉大的目標
[00:03:42.000 --> 00:03:44.000]  所以實在是引起了許多
[00:03:44.000 --> 00:03:46.000]  國際間的
[00:03:46.000 --> 00:03:48.000]  震撼
[00:03:48.000 --> 00:03:50.000]  那在這個人心
[00:03:50.000 --> 00:03:52.000]  惶惶的時代裡面
[00:03:52.000 --> 00:03:54.000]  何處才是
[00:03:54.000 --> 00:03:56.000]  安樂土
[00:03:56.000 --> 00:03:58.000]  真的是
[00:03:58.000 --> 00:04:00.000]  所以
[00:04:00.000 --> 00:04:02.000]  在這個聖誕期間
[00:04:02.000 --> 00:04:04.000]  我想弟兄姊妹我們一起
[00:04:04.000 --> 00:04:06.000]  再來回顧
[00:04:06.000 --> 00:04:08.000]  回顧在
[00:04:08.000 --> 00:04:10.000]  以佛所書裡面跟我們說的
[00:04:10.000 --> 00:04:12.000]  他說上帝從創世界
[00:04:12.000 --> 00:04:14.000]  以前就在基督裡面
[00:04:14.000 --> 00:04:16.000]  簡選我們在基督裡
[00:04:16.000 --> 00:04:18.000]  他要賜給我們
[00:04:18.000 --> 00:04:20.000]  天上各樣的屬靈的
[00:04:20.000 --> 00:04:22.000]  福氣屬靈的福氣
[00:04:22.000 --> 00:04:24.000]  又因為他愛我們就按著
[00:04:24.000 --> 00:04:26.000]  他的計畫在基督裡
[00:04:26.000 --> 00:04:28.000]  要賜給我們
[00:04:28.000 --> 00:04:30.000]  天上各樣屬靈的福氣
[00:04:30.000 --> 00:04:32.000]  又因為愛我們就
[00:04:32.000 --> 00:04:34.000]  照他的計畫
[00:04:34.000 --> 00:04:36.000]  簡選預定我們
[00:04:36.000 --> 00:04:38.000]  只要我們願意
[00:04:38.000 --> 00:04:40.000]  信耶穌基督
[00:04:40.000 --> 00:04:42.000]  我們就能夠得到
[00:04:42.000 --> 00:04:44.000]  兒子的權柄跟名分
[00:04:44.000 --> 00:04:46.000]  這個禮拜我們在讀約翰福音的時候
[00:04:46.000 --> 00:04:48.000]  一直在強調說
[00:04:48.000 --> 00:04:50.000]  我們是有兒子的權柄
[00:04:50.000 --> 00:04:52.000]  跟名分的
[00:04:52.000 --> 00:04:54.000]  天父上帝
[00:04:54.000 --> 00:04:56.000]  榮耀的恩典也在耶穌基督裡
[00:04:56.000 --> 00:04:58.000]  賜給我們
[00:04:58.000 --> 00:05:00.000]  所以我們是照神的形象照的
[00:05:00.000 --> 00:05:02.000]  我們的身上是有神的榮耀
[00:05:02.000 --> 00:05:04.000]  在我們的身上
[00:05:04.000 --> 00:05:06.000]  那因著愛子的血
[00:05:06.000 --> 00:05:08.000]  信的人就蒙救贖
[00:05:08.000 --> 00:05:10.000]  過犯得以赦免
[00:05:10.000 --> 00:05:12.000]  這一份奧秘
[00:05:12.000 --> 00:05:14.000]  要照著所安排的
[00:05:14.000 --> 00:05:16.000]  在日期滿足的時候
[00:05:16.000 --> 00:05:18.000]  使天上地下一切所有的
[00:05:18.000 --> 00:05:20.000]  都在基督裡同歸於一
[00:05:20.000 --> 00:05:22.000]  這是神救贖的計畫
[00:05:22.000 --> 00:05:24.000]  和旨意
[00:05:24.000 --> 00:05:26.000]  以往呢
[00:05:26.000 --> 00:05:28.000]  每次聖誕節
[00:05:28.000 --> 00:05:30.000]  我小孩小的時候
[00:05:30.000 --> 00:05:32.000]  我就很喜歡要
[00:05:32.000 --> 00:05:34.000]  把他們帶來一起
[00:05:34.000 --> 00:05:36.000]  讀一些有關
[00:05:36.000 --> 00:05:38.000]  這個節期
[00:05:38.000 --> 00:05:40.000]  像復活節我們就讀復活節的經文
[00:05:40.000 --> 00:05:42.000]  聖誕節我們就讀聖誕節的經文
[00:05:42.000 --> 00:05:44.000]  所以今天呢
[00:05:44.000 --> 00:05:46.000]  我也想鼓勵弟兄姊妹
[00:05:46.000 --> 00:05:48.000]  我們大家一起來讀
[00:05:48.000 --> 00:05:50.000]  其實滿長的
[00:05:50.000 --> 00:05:52.000]  但是我覺得這是我們
[00:05:52.000 --> 00:05:54.000]  在聖誕節的時候
[00:05:54.000 --> 00:05:56.000]  我們紀念主的一個方式
[00:05:56.000 --> 00:05:58.000]  我們一起來讀好不好
[00:05:58.000 --> 00:06:00.000]  在馬太福音一章
[00:06:00.000 --> 00:06:02.000]  十八節到二十三節
[00:06:02.000 --> 00:06:04.000]  如果你覺得這個字太小
[00:06:04.000 --> 00:06:06.000]  手上有手機的人
[00:06:06.000 --> 00:06:08.000]  你可以把你的經文叫出來一起讀
[00:06:08.000 --> 00:06:10.000]  好一起來
[00:06:10.000 --> 00:06:12.000]  耶穌降生的事
[00:06:12.000 --> 00:06:14.000]  記在下面
[00:06:14.000 --> 00:06:16.000]  他母親瑪利亞
[00:06:16.000 --> 00:06:18.000]  已經許配了約瑟
[00:06:18.000 --> 00:06:20.000]  還沒有迎娶
[00:06:20.000 --> 00:06:22.000]  瑪利亞就從聖靈懷了孕
[00:06:22.000 --> 00:06:24.000]  她丈夫約瑟
[00:06:24.000 --> 00:06:26.000]  是個藝人
[00:06:26.000 --> 00:06:28.000]  不願意明明地羞辱她
[00:06:28.000 --> 00:06:30.000]  想要暗暗地把她休了
[00:06:30.000 --> 00:06:32.000]  正思念這事的時候
[00:06:32.000 --> 00:06:34.000]  有主的使者
[00:06:34.000 --> 00:06:36.000]  向她夢中顯現說
[00:06:36.000 --> 00:06:40.000]  子孫約瑟
[00:06:40.000 --> 00:06:42.000]  不要怕
[00:06:42.000 --> 00:06:44.000]  只管娶過你的妻子
[00:06:44.000 --> 00:06:46.000]  來
[00:06:46.000 --> 00:06:48.000]  媽
[00:06:48.000 --> 00:06:50.000]  是從聖靈給她的
[00:06:50.000 --> 00:06:52.000]  她要生一個兒子
