
[00:00:00.000 --> 00:00:01.660]  來到十二月尾
[00:00:01.660 --> 00:00:07.080]  你都知道我們教會今季的講道是被神反轉的生命
[00:00:07.080 --> 00:00:10.340]  我不知道你帶著什麼心態去聽之前的道
[00:00:10.340 --> 00:00:12.340]  會講了很多不同聖經人物
[00:00:12.340 --> 00:00:14.980]  阿伯拉罕講了大衛
[00:00:14.980 --> 00:00:16.480]  很多不同聖經人物
[00:00:16.480 --> 00:00:18.060]  可能你說多好啊
[00:00:18.060 --> 00:00:19.820]  聽聽聖經故事
[00:00:19.820 --> 00:00:22.120]  起碼沒那麼容易睡著
[00:00:22.120 --> 00:00:25.820]  又或者你說聽聽人的生命見證
[00:00:25.820 --> 00:00:27.020]  很感動
[00:00:27.900 --> 00:00:30.240]  到底我們講這一篇道
[00:00:30.240 --> 00:00:31.640]  講這個系列的道
[00:00:31.640 --> 00:00:34.540]  是不是讓你增進你聖經知識呢?
[00:00:34.540 --> 00:00:39.040]  我想從童宮的角度去看
[00:00:39.040 --> 00:00:40.480]  我們為什麼要講這篇道
[00:00:40.480 --> 00:00:41.480]  是想告訴你
[00:00:41.480 --> 00:00:45.280]  當日上帝能夠反轉阿伯拉罕的生命
[00:00:45.280 --> 00:00:48.360]  當日上帝能夠反轉大衛的生命
[00:00:48.360 --> 00:00:53.020]  今日上帝同樣要反轉你的生命
[00:00:53.020 --> 00:00:57.600]  今天要講到經文在尼西米記第一章和第二章
[00:00:58.160 --> 00:01:01.040]  這裡寫著「反轉的生命」
[00:01:01.040 --> 00:01:02.700]  但我改了一點
[00:01:02.700 --> 00:01:06.980]  應該是「反得轉的生命」
[00:01:06.980 --> 00:01:09.740]  我不知道你信了主多久
[00:01:09.740 --> 00:01:11.140]  有些人一年三年
[00:01:11.140 --> 00:01:12.520]  甚至乎三十年
[00:01:12.520 --> 00:01:14.820]  你身邊可能有些朋友一起信主
[00:01:14.820 --> 00:01:16.480]  你會見到有兩類的人
[00:01:16.480 --> 00:01:18.780]  一類的人就是他信了主
[00:01:18.780 --> 00:01:20.480]  他真的不同
[00:01:20.480 --> 00:01:22.820]  生命是反轉的
[00:01:22.820 --> 00:01:24.700]  你又會見到有一類人
[00:01:24.700 --> 00:01:28.200]  為什麼他信主和不信主是一樣的呢?
[00:01:28.200 --> 00:01:31.460]  為什麼有些人反得轉
[00:01:31.460 --> 00:01:33.460]  有些人反不轉?
[00:01:33.460 --> 00:01:37.480]  今天很想和你去看尼西米的故事
[00:01:37.480 --> 00:01:40.340]  讓我們從當中去看看
[00:01:40.340 --> 00:01:43.420]  怎樣才可以反得轉
[00:01:43.420 --> 00:01:44.180]  好嗎?
[00:01:44.180 --> 00:01:45.880]  我們看經文之前
[00:01:45.880 --> 00:01:49.780]  也讓我簡介一下尼西米故事的背景
[00:01:49.780 --> 00:01:54.320]  尼西米是一個第二聖殿時期的人物
[00:01:54.320 --> 00:01:56.260]  什麼叫第二聖殿時期?
[00:01:56.260 --> 00:01:58.160]  就是第一聖殿
[00:01:58.160 --> 00:02:00.860]  第一聖殿就是所羅門建造的聖殿
[00:02:00.860 --> 00:02:06.100]  當主前586年巴比倫打敗猶大
[00:02:06.100 --> 00:02:09.640]  將猶大人擄去巴比倫的時候
[00:02:09.640 --> 00:02:11.800]  聖殿被毀
[00:02:11.800 --> 00:02:14.940]  當時聖殿已經沒有了
[00:02:14.940 --> 00:02:19.820]  中間經歷了索羅巴伯和以色列回歸
[00:02:19.820 --> 00:02:22.020]  重建了聖殿
[00:02:22.020 --> 00:02:24.560]  稱之為第二聖殿時期
[00:02:24.560 --> 00:02:31.160]  而尼西米回歸的時間是主前的445年
[00:02:31.160 --> 00:02:34.160]  他由一個波斯王的酒政
[00:02:34.160 --> 00:02:36.260]  成為一個三行佬
[00:02:36.260 --> 00:02:37.600]  一個建築工人
[00:02:37.600 --> 00:02:39.400]  今天就要講這個故事
[00:02:39.400 --> 00:02:41.400]  中間隔了多少年?
[00:02:41.400 --> 00:02:43.500]  看不看到?
[00:02:43.500 --> 00:02:45.700]  141年
[00:02:45.700 --> 00:02:49.540]  這些背景資料對我們認識這段經文是有用的
[00:02:49.540 --> 00:02:51.440]  所以不記得也不要緊
[00:02:51.440 --> 00:02:52.480]  我等一下會再講
[00:02:52.480 --> 00:02:55.480]  不過想你們有心理準備
[00:02:55.480 --> 00:02:56.780]  接著我們會讀經文
[00:02:56.780 --> 00:02:58.480]  我會讀白色那些
[00:02:58.480 --> 00:03:01.820]  我請弟兄姊妹重新讀藍色那些
[00:03:01.820 --> 00:03:04.060]  藍色那些是一些對話
[00:03:04.060 --> 00:03:07.620]  我希望你讀的時候也留意當中的對話
[00:03:07.620 --> 00:03:11.200]  那時我有一個弟兄哈拿尼對我說
[00:03:11.200 --> 00:03:23.780]  (解讀)
[00:03:23.780 --> 00:03:27.720]  「我聽見這話,就坐下哭泣悲哀幾日
[00:03:27.720 --> 00:03:31.380]  在天上的上帝面前禁食、祈禱
[00:03:31.380 --> 00:03:35.320]  大概過了四個月,去到第二章
[00:03:35.320 --> 00:03:37.120]  酒擺在王面前
[00:03:37.120 --> 00:03:39.060]  我拿起酒來奉給王
[00:03:39.060 --> 00:03:41.420]  我在王面前從來沒有愁容
[00:03:41.420 --> 00:03:42.800]  王對我說
[00:03:42.800 --> 00:03:50.640]  (解讀)
[00:03:50.640 --> 00:03:52.840]  於是我非常懼怕
[00:03:52.840 --> 00:03:54.180]  我對王說
[00:03:54.180 --> 00:04:04.420]  (解讀)
[00:04:04.420 --> 00:04:05.920]  我對王說
[00:04:05.920 --> 00:04:07.920]  (解讀)
[00:04:07.920 --> 00:04:11.660]  於是我向天上的上帝祈禱
[00:04:11.660 --> 00:04:12.920]  我對王說
[00:04:12.920 --> 00:04:25.700]  (解讀)
[00:04:25.700 --> 00:04:28.200]  那時王后坐在王的旁邊
[00:04:28.200 --> 00:04:29.580]  王對我說
[00:04:29.580 --> 00:04:32.940]  (解讀)
[00:04:32.940 --> 00:04:35.980]  王看這事為好,就派我去
[00:04:35.980 --> 00:04:37.920]  我給王訂了日期
[00:04:37.920 --> 00:04:39.520]  我又對王說
[00:04:39.520 --> 00:05:01.500]  (解讀)
[00:05:01.500 --> 00:05:03.180]  王就允准我
[00:05:03.180 --> 00:05:06.280]  因為我上帝施恩的手幫助我
[00:05:06.280 --> 00:05:07.740]  經文來到這裡
[00:05:07.740 --> 00:05:11.180]  大概說了他在一個弟兄中間
[00:05:11.180 --> 00:05:13.220]  聽到耶路撒冷的消息
[00:05:13.220 --> 00:05:14.860]  然後他很悲哀
[00:05:14.860 --> 00:05:16.480]  接著去到第二章的時候
[00:05:16.480 --> 00:05:18.960]  就說他跟王的一個對話
[00:05:18.960 --> 00:05:22.660]  展開了他回耶路撒冷起城牆的過程
[00:05:22.660 --> 00:05:24.500]  是一個轉變
[00:05:24.500 --> 00:05:26.400]  由一個政府官
[00:05:26.400 --> 00:05:29.340]  成為一個地盤佬的轉變
[00:05:29.340 --> 00:05:30.740]  我就在這裡想
[00:05:30.740 --> 00:05:32.640]  我們今天說轉變
[00:05:32.640 --> 00:05:34.400]  有沒有一些formula
[00:05:34.400 --> 00:05:35.600]  有沒有一些公式
[00:05:35.600 --> 00:05:37.780]  可以幫我們去了解
[00:05:37.780 --> 00:05:40.080]  人怎樣轉變呢
[00:05:40.080 --> 00:05:42.640]  原來這個世界真的什麼都有
[00:05:42.640 --> 00:05:44.480]  我上網就找到一條叫
[00:05:44.480 --> 00:05:46.080]  Gleicher Formula
[00:05:46.080 --> 00:05:47.580]  階查公式
[00:05:47.580 --> 00:05:50.620]  就說在什麼情況之下轉變會發生
[00:05:50.620 --> 00:05:53.120]  我會很簡單解釋給你聽
[00:05:53.120 --> 00:05:55.120]  當你想有轉變發生
[00:05:55.120 --> 00:05:57.300]  你第一件事要有的就是
[00:05:57.300 --> 00:06:01.100]  對現況的不滿不滿足
[00:06:01.100 --> 00:06:04.540]  如果你對現況是完全沒有不滿
[00:06:04.540 --> 00:06:06.240]  或者不滿足的時候
[00:06:06.240 --> 00:06:08.440]  你是不會有轉變的動力的
[00:06:08.440 --> 00:06:09.640]  明白嗎
[00:06:09.640 --> 00:06:12.540]  除了有不滿足之外
[00:06:12.540 --> 00:06:13.280]  你還要想
[00:06:13.280 --> 00:06:15.380]  那你最終有什麼期望呢
[00:06:15.380 --> 00:06:17.040]  你的意象是什麼呢
[00:06:17.040 --> 00:06:19.220]  你想達到什麼目的
[00:06:19.220 --> 00:06:21.360]  這個是vision
[00:06:21.360 --> 00:06:22.880]  當你有不滿
[00:06:22.880 --> 00:06:24.360]  有vision
[00:06:24.360 --> 00:06:28.360]  你有了初步計劃的時候
[00:06:28.360 --> 00:06:31.200]  轉變就有可能發生
[00:06:31.200 --> 00:06:31.900]  行不行
[00:06:31.900 --> 00:06:35.700]  當你那件事大過你轉變的阻力
[00:06:35.700 --> 00:06:36.700]  轉變就會發生
[00:06:36.700 --> 00:06:37.960]  我舉一個例子
[00:06:37.960 --> 00:06:40.100]  你吃過早餐沒有
[00:06:40.100 --> 00:06:42.580]  有沒有人是沒吃早餐的
[00:06:42.580 --> 00:06:43.080]  有些
[00:06:43.080 --> 00:06:45.780]  可能你這一刻的不滿就是很餓
[00:06:45.780 --> 00:06:46.240]  是不是
[00:06:46.240 --> 00:06:48.820]  還要你說這麼久很不滿
[00:06:48.820 --> 00:06:51.980]  接著你的意象就是希望飽
[00:06:51.980 --> 00:06:53.820]  希望吃一餐好的
[00:06:53.820 --> 00:06:57.420]  初步的計劃就是後面又有快餐店
