
[00:00:00.000 --> 00:00:01.820]  剛才四章的十六節一開始說
[00:00:01.820 --> 00:00:04.840]  「所以我們不喪膽」
[00:00:04.840 --> 00:00:08.760]  其實這個「不喪膽」在第一節說過了
[00:00:08.760 --> 00:00:16.000]  「所以既然我們夢憐憫 受了者侍奉的責任就不喪膽」
[00:00:16.000 --> 00:00:18.760]  在四章的一至六節上個星期的經文
[00:00:18.760 --> 00:00:23.600]  說到保羅和他的同工得到神的光照憐憫
[00:00:23.600 --> 00:00:26.520]  他們這份經歷讓他們不灰心不喪膽
[00:00:26.520 --> 00:00:30.440]  繼續去履行這個傳福音的侍奉
[00:00:30.440 --> 00:00:37.320]  而「不喪膽」在新漢業本的譯作是「不灰心」
[00:00:37.320 --> 00:00:40.140]  另一個翻譯是「不會選擇錯誤」
[00:00:40.140 --> 00:00:42.360]  即是不只是停在那個心態上面
[00:00:42.360 --> 00:00:45.700]  而是會影響到他的行動
[00:00:45.700 --> 00:00:46.440]  說了給你聽
[00:00:46.440 --> 00:00:51.660]  有些事情如果是「不喪膽」其實都有些害怕的
[00:00:51.660 --> 00:00:54.400]  是會困難來的 是真的危險來的
[00:00:54.400 --> 00:00:58.680]  是可以令人灰心喪志的
[00:00:58.680 --> 00:01:02.600]  所以今天的經文之前的一段七至十五節
[00:01:02.600 --> 00:01:06.120]  保羅說了一些環境比較差的狀況
[00:01:06.120 --> 00:01:09.920]  受困 被困住 內心上面的困難
[00:01:09.920 --> 00:01:14.520]  遭受迫害 被擊倒
[00:01:14.520 --> 00:01:16.160]  他講完這一段
[00:01:16.160 --> 00:01:19.960]  才來到今天我們看的十六節
[00:01:19.960 --> 00:01:22.480]  我請大家再一起和我讀這一節預備起
[00:01:22.480 --> 00:01:25.360]  所以我們不喪膽
[00:01:25.360 --> 00:01:29.440]  雖然我們外在的人日漸扭壞
[00:01:29.440 --> 00:01:33.640]  內在的人卻日日更新
[00:01:33.640 --> 00:01:36.600]  這一段是保羅從外在的遭遇
[00:01:36.600 --> 00:01:40.360]  轉向一個更加貼身的問題
[00:01:40.360 --> 00:01:45.280]  雖然我們外在的人日漸扭壞
[00:01:45.280 --> 00:01:51.240]  這個身體的機能 身體的困難限制
[00:01:51.240 --> 00:01:53.560]  我們每一個人都會經歷到
[00:01:53.560 --> 00:01:55.840]  所以今天繼續讀這段話語之前
[00:01:55.840 --> 00:01:59.000]  我們將這段時間求主是幫助
[00:01:59.000 --> 00:02:00.640]  我們祈禱
[00:02:00.640 --> 00:02:04.760]  主耶穌 願祢的靈在指教我們
[00:02:04.760 --> 00:02:07.800]  我們的確背負著
[00:02:07.800 --> 00:02:12.400]  我們帶著很多的困難重擔
[00:02:12.400 --> 00:02:16.520]  我們的身體也可能有不同的疾病
[00:02:16.520 --> 00:02:19.720]  我們的心靈有很多的困擾
[00:02:19.720 --> 00:02:23.200]  主啊 我們帶著這一切來到祢的壇前
[00:02:23.200 --> 00:02:25.760]  我們放在祢的私恩寶座前
[00:02:25.760 --> 00:02:29.400]  求祢用祢的話語幫助我們
[00:02:29.400 --> 00:02:31.760]  願祢的靈引導我們明白
[00:02:31.760 --> 00:02:35.560]  這段哥林多後書的真理
[00:02:35.560 --> 00:02:36.280]  我們的祈禱是
[00:02:36.280 --> 00:02:38.760]  奉主耶穌基督得聖名子祈求
[00:02:38.760 --> 00:02:41.600]  阿們
[00:02:41.600 --> 00:02:45.920]  一個人人都必須要面對的現實
[00:02:45.920 --> 00:02:50.480]  就是我這個人是會衰退老化的
[00:02:50.480 --> 00:02:53.080]  這種每天的失去是保羅
[00:02:53.080 --> 00:02:56.360]  他要去在這一段比較多講的
[00:02:56.360 --> 00:02:59.320]  所以他用「衰言」
[00:02:59.320 --> 00:03:01.280]  即是怎樣 這種日漸衰殘
[00:03:01.280 --> 00:03:04.880]  日漸扭壞死的狀態
[00:03:04.880 --> 00:03:07.720]  本身是可以令人灰心的
[00:03:07.720 --> 00:03:08.880]  就算他是一個英雄人物
[00:03:08.880 --> 00:03:11.080]  他是一個大的使徒
[00:03:11.080 --> 00:03:15.640]  他都會繼續經歷這種的現實
[00:03:15.640 --> 00:03:19.000]  他看得見自己身體的變化
[00:03:19.000 --> 00:03:22.040]  上個禮拜教會派了家信
[00:03:22.040 --> 00:03:24.160]  我也不知道童工原來找了一張
[00:03:24.160 --> 00:03:28.360]  我跟東寧營講完神學畢業的照片
[00:03:28.360 --> 00:03:29.920]  我一看就真的說
[00:03:29.920 --> 00:03:33.160]  那時候真的年輕了 這樣嘆氣
[00:03:33.160 --> 00:03:34.040]  我看完更加明白
[00:03:34.040 --> 00:03:36.320]  為什麼最近有個會友對著我說
[00:03:36.320 --> 00:03:37.840]  牧師 你真是辛苦了
[00:03:37.840 --> 00:03:41.520]  我看著你從以前變成現在這樣
[00:03:41.520 --> 00:03:43.800]  他沒有說下去
[00:03:43.800 --> 00:03:46.760]  大概我都明白 日漸衰殘
[00:03:46.760 --> 00:03:48.120]  某些地方壞死了
[00:03:48.120 --> 00:03:49.160]  某些地方脫掉了
[00:03:49.160 --> 00:03:52.360]  他又不會生出來
[00:03:52.360 --> 00:03:54.720]  其實這是我們每一個信主的人
[00:03:54.720 --> 00:03:56.160]  都面對的現實
[00:03:56.160 --> 00:03:57.840]  人人都要面對的
[00:03:57.840 --> 00:04:03.200]  就是我們的身體的確是天天衰退的
[00:04:03.200 --> 00:04:05.040]  會扭壞的
[00:04:05.040 --> 00:04:06.520]  眼見這個現實就是這樣
[00:04:06.520 --> 00:04:09.240]  我們外在的這個身體
[00:04:09.240 --> 00:04:10.720]  不單是外貌
[00:04:10.720 --> 00:04:14.680]  是那種機能變化是可以很灰心的
[00:04:14.680 --> 00:04:17.200]  而且還是現在進行式
[00:04:17.200 --> 00:04:18.480]  而不是一次
[00:04:18.480 --> 00:04:21.560]  是一直都是這樣
[00:04:21.560 --> 00:04:27.160]  但保羅說這個是短暫輕微的苦楚
[00:04:27.160 --> 00:04:29.520]  當然這裡不只是講身體的變化
[00:04:29.520 --> 00:04:31.920]  還講其他的危難
[00:04:31.920 --> 00:04:32.960]  但這一句說話
[00:04:32.960 --> 00:04:35.400]  說你現在遇到的東西都是很短暫的
[00:04:35.400 --> 00:04:37.120]  很輕的
[00:04:37.120 --> 00:04:39.680]  這些說話是不可以隨便講的
[00:04:39.680 --> 00:04:42.480]  如果你身邊有人遭遇艱難
[00:04:42.480 --> 00:04:44.080]  或者他剛剛收到一個報告
[00:04:44.080 --> 00:04:46.680]  告訴他他患了疾病
[00:04:46.680 --> 00:04:48.040]  很嚴重
[00:04:48.040 --> 00:04:49.480]  你千萬不要跟他說
[00:04:49.480 --> 00:04:51.280]  行了很快沒事
[00:04:51.280 --> 00:04:52.240]  這些是風涼話
[00:04:52.240 --> 00:04:55.840]  但是保羅他就有資格講了
[00:04:55.840 --> 00:04:56.840]  他自己的經歷是怎樣
[00:04:56.840 --> 00:04:58.920]  在十一章他告訴我們
[00:04:58.920 --> 00:05:00.240]  他遭受過鞭打
[00:05:00.240 --> 00:05:01.160]  遭受過棍打
[00:05:01.160 --> 00:05:02.480]  被石頭打
[00:05:02.480 --> 00:05:04.480]  遭遇過海難
[00:05:04.480 --> 00:05:06.880]  在深海裡面掙扎求存
[00:05:06.880 --> 00:05:11.520]  又很多次都遭遇到在河裡面的危險
[00:05:11.520 --> 00:05:12.520]  有賊的危險
[00:05:12.520 --> 00:05:13.720]  同族人的危險
[00:05:13.720 --> 00:05:15.400]  外邦人對他的危險
[00:05:15.400 --> 00:05:16.360]  進城也有危險
[00:05:16.360 --> 00:05:18.200]  出到曠野也有危險
[00:05:18.200 --> 00:05:20.680]  去到海中又遇難
[00:05:20.680 --> 00:05:23.360]  在教會裡面又假弟兄
[00:05:23.360 --> 00:05:24.240]  不只是這樣
[00:05:24.240 --> 00:05:26.760]  那個內心狀態精神的狀態
[00:05:26.760 --> 00:05:29.560]  勞碌困苦常常失眠
[00:05:29.560 --> 00:05:32.200]  吃不飽穿不暖
[00:05:32.200 --> 00:05:38.480]  教會的事情天天壓在他的心上
[00:05:38.480 --> 00:05:45.080]  但是他說這些是短暫輕微的苦楚
[00:05:45.080 --> 00:05:47.640]  不是開玩笑的
[00:05:47.640 --> 00:05:49.720]  他看這一切是輕暫短
[00:05:49.720 --> 00:05:51.960]  就是短時期的事情
[00:05:51.960 --> 00:05:54.600]  很輕微的
[00:05:54.600 --> 00:05:55.400]  身體的創傷
[00:05:55.400 --> 00:05:57.160]  身體的疾病不簡單
[00:05:57.160 --> 00:06:01.200]  心靈的煎熬是可以拿命的
[00:06:01.200 --> 00:06:02.400]  可能當中我們有些弟兄姐妹
[00:06:02.400 --> 00:06:06.280]  也看過我們境外的胡淫穆斯的傳記
[00:06:06.280 --> 00:06:08.920]  《安徽小誌》
[00:06:08.920 --> 00:06:09.640]  你看過那本書
[00:06:09.640 --> 00:06:11.400]  你就知道胡穆斯年輕的時候
[00:06:11.400 --> 00:06:12.880]  他是怎樣逃難來香港
[00:06:12.880 --> 00:06:14.480]  真的遇到沉船
[00:06:14.480 --> 00:06:18.760]  在海裡抱著一塊浮木這樣飄
[00:06:18.760 --> 00:06:19.880]  在香港做的事情
[00:06:19.880 --> 00:06:23.120]  很辛苦賺到的錢又被人欺騙
[00:06:23.120 --> 00:06:23.920]  去到讀神學了
[00:06:23.920 --> 00:06:24.920]  因為被人欺騙了錢
[00:06:24.920 --> 00:06:27.920]  所以沒什麼可以交到學費
[00:06:27.920 --> 00:06:29.920]  很多事情都很簡單
[00:06:29.920 --> 00:06:33.520]  在教會的侍奉是最艱難的日子
[00:06:33.520 --> 00:06:35.200]  沒什麼收到工資
[00:06:35.200 --> 00:06:37.400]  沒什麼錢吃飯
[00:06:37.400 --> 00:06:40.160]  一罐辣椒醬就去點饅頭
[00:06:40.160 --> 00:06:42.240]  那就三餐了
[00:06:42.240 --> 00:06:43.560]  沒正式的地方睡覺
[00:06:43.560 --> 00:06:46.720]  航拍板在灶頭上當床睡
[00:06:46.720 --> 00:06:51.640]  為教會的大小事情捱耕抵夜
[00:06:51.640 --> 00:06:53.320]  他已經九十多歲了
[00:06:53.320 --> 00:06:55.080]  近年有時候和他聊天
[00:06:55.080 --> 00:06:57.760]  知道他身體有患病
[00:06:57.760 --> 00:06:59.960]  腳也開始走得不好
[00:06:59.960 --> 00:07:04.520]  但和他聊天時,他都說沒事
[00:07:04.520 --> 00:07:05.160]  你懂得唐牧師
[00:07:05.160 --> 00:07:07.720]  你聽過他說這句話了
[00:07:07.720 --> 00:07:09.560]  沒事
[00:07:09.560 --> 00:07:11.040]  有時候說開牧會的侍奉
[00:07:11.040 --> 00:07:13.400]  他反而鼓勵我
[00:07:13.400 --> 00:07:18.160]  不要緊,主知道
[00:07:18.160 --> 00:07:20.160]  一個飽有經歷的長者
[00:07:20.160 --> 00:07:24.320]  他說出這番話就不是風涼話
[00:07:24.320 --> 00:07:25.880]  保羅面對這些苦楚
[00:07:25.880 --> 00:07:28.880]  他竟然說不喪膽
[00:07:28.880 --> 00:07:34.720]  他這份勇氣到底是從何而來的呢
[00:07:34.720 --> 00:07:36.440]  十八節一起讀吧
[00:07:36.440 --> 00:07:38.160]  下面那一節,預備起
[00:07:38.160 --> 00:07:42.040]  因為我們不是顧念看得見的
[00:07:42.040 --> 00:07:44.640]  而是顧念看不見的
[00:07:44.640 --> 00:07:47.840]  原來看得見的是暫時的
[00:07:47.840 --> 00:07:51.880]  看不見的才是永遠的
[00:07:51.880 --> 00:07:53.760]  他說你看到這些很嚇人的
[00:07:53.760 --> 00:07:55.240]  現實眼前的事情
[00:07:55.240 --> 00:07:57.640]  你不要灰心
[00:07:57.640 --> 00:08:00.640]  你不要顧念這些看得見的東西
[00:08:00.640 --> 00:08:04.600]  暫時的、短暫的、輕微的
[00:08:04.600 --> 00:08:05.400]  怎麼可能呢
[00:08:05.400 --> 00:08:08.000]  看得見的其實都是很現實經歷的
[00:08:08.000 --> 00:08:11.080]  那種痛、那種難受
[00:08:11.080 --> 00:08:14.080]  那種長期的不安樂
[00:08:14.080 --> 00:08:14.840]  很實在的
[00:08:14.840 --> 00:08:18.080]  但是怎麼可以看到它那麼輕
[00:08:18.080 --> 00:08:19.400]  還要和那些看不見
[00:08:19.400 --> 00:08:21.920]  未得到的東西做比較
[00:08:21.920 --> 00:08:25.560]  這是一種怎樣的信心
[00:08:25.560 --> 00:08:26.640]  我記得有一次有個弟兄
[00:08:26.640 --> 00:08:29.840]  跟我說他去釣魚的經歷
[00:08:29.840 --> 00:08:33.360]  他不是去海邊或者去碼頭釣魚
[00:08:33.360 --> 00:08:36.480]  他說他去釣魚的這一次是
[00:08:36.480 --> 00:08:40.560]  要去一個油井去釣魚
[00:08:40.560 --> 00:08:42.280]  就是離開香港的水域
[00:08:42.280 --> 00:08:45.400]  去出到公海、去到一些油田那裡
