
[00:00:00.000 --> 00:00:11.000]  今天主題是:寶貝和珍珠
[00:00:11.000 --> 00:00:18.000]  我們先看一看馬太福音的脈絡
[00:00:18.000 --> 00:00:26.000]  不知道大家還記不記得上次我們提過這幾個單字
[00:00:26.000 --> 00:00:38.000]  當中這幾個字大概都告訴我們馬太福音的故事脈絡是怎樣
[00:00:38.000 --> 00:00:41.000]  來到第十三章
[00:00:41.000 --> 00:00:57.000]  耶穌常常提到天國好像什麼什麼,就是用比喻去描述天國
[00:00:57.000 --> 00:01:01.000]  耶穌說了很多比喻
[00:01:01.000 --> 00:01:15.000]  在說很多比喻之前,聖經就說耶穌用比喻去跟他們,就是一群大眾去講很多道理
[00:01:15.000 --> 00:01:28.000]  然後耶穌說了很多比喻之後,耶穌就問他們的門徒,這一切的話你們明白嗎?
[00:01:28.000 --> 00:01:42.000]  所以我就會說第十三章,其實你打開聖經看一看,整個第十三章都是比喻的喻字
[00:01:42.000 --> 00:02:00.000]  然而如果我們一起看第十一,十二,十三章,我們發覺其實也就是過去三個主人的信息,其實都是環繞著耶穌是主這個主題
[00:02:00.000 --> 00:02:14.000]  第十一章記載施洗約翰他對耶穌是救世主基督,都抱有懷疑
[00:02:14.000 --> 00:02:26.000]  第十二章記載了很多宗教領袖不接受耶穌是主
[00:02:26.000 --> 00:02:34.000]  上個主日撒種的比喻講到如果認耶穌是主,也要遵從耶穌的話
[00:02:34.000 --> 00:02:40.000]  上個主日說撒種的比喻,耶穌是主的主題,也需要認耶穌是主
[00:02:40.000 --> 00:02:45.000]  今天的比喻是第十三章其中一個最後的比喻
[00:02:45.000 --> 00:02:49.000]  今天的比喻是第十三章最後的一個比喻
[00:02:49.000 --> 00:03:01.000]  關乎到寶貝和珍珠,正正是要讓我們知道其實天國耶穌是主對我們來說有多寶貴
[00:03:01.000 --> 00:03:05.000]  讓我們知道耶穌是主對我們來說有多寶貴
[00:03:05.000 --> 00:03:22.000]  每一個人看不同的事情,我覺得都有不同的價值,每一個人都有運用自己金錢和時間的原則
[00:03:22.000 --> 00:03:38.000]  因為每個人看寶貴的事情都不同,如果有人覺得金錢很重要,就用時間去工作換取金錢
[00:03:38.000 --> 00:03:57.000]  就用手上的金錢去投資,賺多些金錢,如果有人覺得享受很重要,就會將時間和金錢去享受
[00:03:57.000 --> 00:04:09.000]  我問大家一條關於金錢投資的問題,或者我們當中有些投資的專家是我們不知道的
[00:04:09.000 --> 00:04:31.000]  我們今天一起找他們出來,看看大家怎麼選擇,如果大家有100萬,不是100萬日元,不是100萬印度盧布,是100萬澳幣,你會怎麼用?
[00:04:31.000 --> 00:04:49.000]  我給大家三個選擇,要細心聽,數字是很重要的,用100萬去做物業投資,十年裏面可能會有一倍回報
[00:04:49.000 --> 00:05:04.000]  第二,用100萬去做股票投資,可能五年裏面會有三倍回報,為什麼呢?
[00:05:04.000 --> 00:05:22.000]  第三,有人願意現在用1000萬澳幣去買你手上的100萬澳幣,即時交易,你怕不怕是那些祈福黨?
[00:05:22.000 --> 00:05:36.000]  三個選擇,你會怎麼選擇?去到訊息最後,我才會回到這條問題
[00:05:36.000 --> 00:05:52.000]  今天的訊息我們看兩個比喻,這兩個比喻是主席讀出的,這兩個比喻其實帶我們去想到三條問題
[00:05:52.000 --> 00:06:08.000]  如果我們真的當耶穌是主,我們如何看待我們捍衛寶貴的事情?即是我們現在有的,我們如何看待?
[00:06:08.000 --> 00:06:26.000]  第二,我們怎麼衡量我們天國得到的價值?即是我們知道很寶貴,我們要問,即是多麼寶貴?
[00:06:26.000 --> 00:06:43.000]  最後,我們怎麼去聽耶穌說做天國的門徒?希望這三個問題幫助我們去明白今天的比喻
[00:06:43.000 --> 00:06:56.000]  剛才主席讀出,你毫無疑問都看到,兩個比喻其實有很多相似的地方,但是都有很多不同
[00:06:56.000 --> 00:07:18.000]  第一個比喻他這樣說,天國好像一個寶貝,寶貝即是treasure,即是一個寶物,價值不菲的,這個寶物不知道為什麼被人埋在地上
[00:07:18.000 --> 00:07:39.000]  沒有人知道,有一天,剛好有一個人去挖泥挖地,很大機會他是一個工人,就是幫主人去開墾土地
[00:07:39.000 --> 00:07:57.000]  他剛剛挖的時候就有硬的東西,他就發現了這個泥裡的寶貝,他就賣了他所有,賣了那塊地
[00:07:57.000 --> 00:08:10.000]  這個故事很特別,我會很快去問,如果我是那個工人,我趕快拿走那個寶物就行了
[00:08:10.000 --> 00:08:16.000]  為什麼我要賣掉所有東西放在地上?
[00:08:16.000 --> 00:08:21.000]  首先我們要明白當時的處境
[00:08:21.000 --> 00:08:32.000]  猶太人的傳統是實際的,如果你地上撿到寶物,寶物就屬於你
[00:08:32.000 --> 00:08:44.000]  地主對於田上面的東西和下面的東西未必一定有擁有權
[00:08:44.000 --> 00:08:59.000]  但是羅馬人不是這樣看,羅馬人覺得地上的東西和地上無限深的東西都是屬於地主的
[00:08:59.000 --> 00:09:13.000]  地上的花草樹木,地下所有的泥,有沒有價值都好,不代表你可以拿走
[00:09:13.000 --> 00:09:25.000]  所以這個人之所以要賣掉所有東西去買一塊地,他是肯定他有那個擁有權
[00:09:25.000 --> 00:09:29.000]  他避免爭拗,他不蠢的
[00:09:29.000 --> 00:09:43.000]  我們看第二個比喻,第二個比喻講到有一個人,天國好像一個人去尋找一顆很好的珍珠
[00:09:43.000 --> 00:09:54.000]  這次不同的,你看到這個不是工人,他是一個做買賣的人,貿易的人
[00:09:54.000 --> 00:10:02.000]  他這次不是剛好遇上,他是一直在尋找,終於很刻意的找到了
[00:10:02.000 --> 00:10:06.000]  他跟上一次不同,不是巧遇的,他是刻意的尋找
[00:10:06.000 --> 00:10:09.000]  一個很貴重的珍珠
[00:10:09.000 --> 00:10:14.000]  珍珠其實現在都是,當時是用來做首飾的
[00:10:14.000 --> 00:10:17.000]  珍珠當時主要做首飾
[00:10:17.000 --> 00:10:20.000]  代表的是奢華的生活和名望
[00:10:20.000 --> 00:10:22.000]  代表奢華和名望
[00:10:22.000 --> 00:10:24.000]  跟黃金不同
[00:10:24.000 --> 00:10:25.000]  跟黃金不同
[00:10:25.000 --> 00:10:28.000]  黃金當時是一種貨幣,仍然可以交易
[00:10:28.000 --> 00:10:31.000]  黃金那個時候是一個貨幣可以交易
[00:10:31.000 --> 00:10:34.000]  珍珠就不同,珍珠是一個玩意
[00:10:34.000 --> 00:10:36.000]  珍珠是一個玩意
[00:10:36.000 --> 00:10:40.000]  這個珍珠值多少黃金呢?是很難去估計的
[00:10:40.000 --> 00:10:43.000]  珍珠值多少黃金是很難預算
[00:10:43.000 --> 00:10:56.000]  他覺得那個珍珠很特別,就變賣所有,買珍珠回來
[00:10:56.000 --> 00:11:01.000]  這個比喻說了兩種人
[00:11:01.000 --> 00:11:06.000]  第一種就是任何的經歷,任何的原因
[00:11:06.000 --> 00:11:09.000]  他剛好遇到耶穌,剛好遇到福音
[00:11:09.000 --> 00:11:13.000]  第二種可能因為人生各種經歷巧遇耶穌
[00:11:13.000 --> 00:11:15.000]  認識耶穌很寶貴
[00:11:15.000 --> 00:11:17.000]  認識耶穌很寶貴
[00:11:17.000 --> 00:11:19.000]  第二種就是有一種人
[00:11:19.000 --> 00:11:23.000]  他不斷去尋找可能信仰,人生價值
[00:11:23.000 --> 00:11:26.000]  自己渴望得到的東西,可能是宗教信仰
[00:11:26.000 --> 00:11:29.000]  他終於找到,原來耶穌是很寶貴
