
[00:00:00.000 --> 00:00:01.580]  各位弟兄姐妹們 平安
[00:00:01.580 --> 00:00:04.580]  我們繼續來讀《十二宣之書》
[00:00:04.580 --> 00:00:07.720]  還記不記得《十二宣之書》怎麼背
[00:00:07.720 --> 00:00:13.220]  荷爾摩訛 拿尼紅蝦 番蓋亞瑪
[00:00:13.220 --> 00:00:15.140]  你就很暢順
[00:00:15.140 --> 00:00:18.980]  將十二卷書的次序全部背出來
[00:00:18.980 --> 00:00:23.800]  就用每一卷書的簡稱
[00:00:23.800 --> 00:00:29.800]  荷爾摩訛 拿尼紅蝦
[00:00:29.800 --> 00:00:32.560]  番蓋亞瑪
[00:00:32.560 --> 00:00:34.720]  今天就來到第四講
[00:00:34.720 --> 00:00:37.220]  就我們介紹三卷書
[00:00:37.220 --> 00:00:40.800]  就是拿紅書 哈巴谷書
[00:00:40.800 --> 00:00:43.720]  以及西番亞書
[00:00:43.720 --> 00:00:45.200]  這三卷書很特別
[00:00:45.200 --> 00:00:47.360]  不單止順著支序排
[00:00:47.360 --> 00:00:49.040]  而且三卷書
[00:00:49.040 --> 00:00:52.560]  都是每卷書有三章聖經
[00:00:52.560 --> 00:00:54.560]  所以很容易記的
[00:00:54.560 --> 00:00:56.860]  那拿紅書說什麼呢?
[00:00:56.860 --> 00:01:03.080]  拿紅書說尼尼未盛要被毀滅
[00:01:03.080 --> 00:01:04.620]  我們很感謝神
[00:01:04.620 --> 00:01:08.660]  神差了才約那去尼尼未盛
[00:01:08.660 --> 00:01:11.740]  於是尼尼未盛就帶來復興
[00:01:11.740 --> 00:01:17.040]  這個復興維持了150年這麼長
[00:01:17.040 --> 00:01:20.040]  有時候我們看到神工作的時候
[00:01:20.040 --> 00:01:22.320]  那種持續性
[00:01:22.320 --> 00:01:28.040]  可以復興長達150年這麼久
[00:01:28.040 --> 00:01:28.900]  但是很可惜
[00:01:28.900 --> 00:01:34.040]  接著尼尼未盛的人就自高自大
[00:01:34.040 --> 00:01:36.360]  忘記了神
[00:01:36.360 --> 00:01:40.960]  結果神就要再一次宣告
[00:01:40.960 --> 00:01:43.960]  祂要再施行公義
[00:01:43.960 --> 00:01:49.280]  來審判毀滅尼尼未盛
[00:01:49.280 --> 00:01:52.600]  尼尼未盛又處著自己的城牆
[00:01:52.600 --> 00:01:54.440]  很堅固
[00:01:54.440 --> 00:01:56.240]  因為他們不單止很堅固
[00:01:56.240 --> 00:01:59.480]  而且有一條護城河圍著他們
[00:01:59.480 --> 00:02:02.760]  那些敵人是很難進攻的
[00:02:02.760 --> 00:02:07.920]  但是神就將信息交給先知拿紅
[00:02:07.920 --> 00:02:13.680]  於是拿紅起來宣告尼尼未的毀滅
[00:02:13.680 --> 00:02:20.400]  第一章是講到尼尼未注定要毀滅
[00:02:20.400 --> 00:02:26.160]  第二章是講到尼尼未毀滅的描述
[00:02:26.160 --> 00:02:28.600]  描寫這個城如何毀滅
[00:02:28.600 --> 00:02:35.880]  第三章是尼尼未毀滅是罪有應得的
[00:02:35.880 --> 00:02:40.280]  其中我都介紹每一卷先知書
[00:02:40.280 --> 00:02:45.800]  你一定要熟悉一些很主要的經文
[00:02:45.800 --> 00:02:48.960]  那拿紅書有什麼主要經文呢?
[00:02:48.960 --> 00:02:52.840]  就是第一章第七和第八節
[00:02:52.840 --> 00:02:56.320]  拿紅書一章七至八節
[00:02:56.320 --> 00:02:58.840]  耶穌說祂本為善
[00:02:58.840 --> 00:03:03.840]  在患難的日子祂是人的保障
[00:03:03.840 --> 00:03:08.760]  並且祂認得那些投靠祂的人
[00:03:08.760 --> 00:03:11.920]  如果你投靠神 神認得你
[00:03:11.920 --> 00:03:17.400]  第八節 但祂必然滿日的洪水
[00:03:17.400 --> 00:03:25.640]  淹沒尼尼未 又將驅逐仇敵進入黑暗裡
[00:03:25.640 --> 00:03:28.200]  神要淹沒尼尼未
[00:03:28.200 --> 00:03:34.440]  用仇敵要驅趕他們進入黑暗
[00:03:34.440 --> 00:03:40.440]  接著我們再看第三章第七節
[00:03:40.440 --> 00:03:43.400]  都是很重要的一節聖經
[00:03:43.400 --> 00:03:45.320]  我讀一讀給大家聽
[00:03:45.320 --> 00:03:50.040]  凡看見你都必逃跑離開你
[00:03:50.040 --> 00:03:56.440]  說尼尼未荒涼了
[00:03:56.440 --> 00:04:06.840]  因為你獲得的 我何處尋見安慰你的人
[00:04:06.840 --> 00:04:13.400]  尼尼未荒涼了 有誰為你悲傷呢?
[00:04:13.400 --> 00:04:19.880]  我何處尋到安慰你的人呢?
[00:04:19.880 --> 00:04:24.760]  尼尼未最終的結局是悲慘的
[00:04:24.760 --> 00:04:27.640]  各位弟兄姊妹 如果我們離棄神
[00:04:27.640 --> 00:04:31.800]  如果我們不順從神的結局都是一樣
[00:04:31.800 --> 00:04:35.320]  接著介紹另一卷聖書書很精彩的
[00:04:35.320 --> 00:04:37.960]  就是《哈巴谷》書
[00:04:37.960 --> 00:04:50.440]  《哈巴谷》說神不喜歡那些暴力和不義
[00:04:50.440 --> 00:04:58.120]  因此神就提出你要宣告我的作為
[00:04:58.120 --> 00:05:03.880]  警告那些充滿暴力充滿不義的人
[00:05:03.880 --> 00:05:08.760]  所以《哈巴谷》知道神的本性就是這樣
[00:05:08.760 --> 00:05:11.720]  因此他就向神發出疑問
[00:05:11.720 --> 00:05:15.320]  質問神 你不是公義的嗎?
[00:05:15.320 --> 00:05:16.680]  你不是恥愛的嗎?
[00:05:16.680 --> 00:05:21.080]  為什麼你要這樣審背 這樣來認罰?
[00:05:21.080 --> 00:05:24.280]  所以第一章一到四節
[00:05:24.280 --> 00:05:29.560]  是《哈巴谷》第一次提出他的質問
[00:05:29.560 --> 00:05:35.400]  而由第一章五節到十一節是神的回應
[00:05:35.400 --> 00:05:39.880]  然後一章十二節到二章一節
[00:05:39.880 --> 00:05:43.480]  是《哈巴谷》第二次有提問
[00:05:43.480 --> 00:05:47.160]  然後第二章二節到二十節
[00:05:47.160 --> 00:05:51.480]  是神第二次給他的回應
[00:05:51.480 --> 00:05:56.200]  然後最後三章一到十九節是
[00:05:56.200 --> 00:05:59.960]  《哈巴谷》讚美的祈禱
[00:05:59.960 --> 00:06:04.680]  《哈巴谷》書第三章是最美麗的
[00:06:04.680 --> 00:06:07.880]  我想很多基督徒都會比較熟悉的
[00:06:07.880 --> 00:06:10.200]  就是《哈巴谷》書第三章
[00:06:10.200 --> 00:06:14.680]  特別最後那一部份十七一直到十九節
[00:06:14.680 --> 00:06:17.480]  很多時候我們都背了它
[00:06:17.480 --> 00:06:21.080]  《哈巴谷》 沒錯 它心裏面有疑問
[00:06:21.080 --> 00:06:23.720]  但是我們的神是信實的
[00:06:23.720 --> 00:06:27.080]  祂會回答我們的問題
[00:06:27.080 --> 00:06:31.480]  祂會給我們一個很清晰的答案
[00:06:31.480 --> 00:06:35.000]  那這本書有什麼重要的經文呢?
[00:06:35.000 --> 00:06:38.040]  就有二章四節
[00:06:38.040 --> 00:06:41.560]  《哈巴谷》書二章四節
[00:06:41.560 --> 00:06:44.360]  我讀一讀給大家聽
[00:06:44.360 --> 00:06:52.600]  「迦勒底人自高自大,心不正直」
[00:06:52.600 --> 00:06:56.520]  「唯二人,欣順德臣」
[00:06:56.520 --> 00:07:01.720]  《哈巴谷》是宣告這些迦勒底人
[00:07:01.720 --> 00:07:04.440]  他們殘酷 他們不義
[00:07:04.440 --> 00:07:06.600]  他們行不公的事
[00:07:06.600 --> 00:07:09.400]  神將要審判他們
[00:07:09.400 --> 00:07:12.280]  好 然後我們就來看三章
[00:07:12.280 --> 00:07:14.280]  十七到十九節
[00:07:14.280 --> 00:07:16.680]  就是最重要的經文
[00:07:16.680 --> 00:07:18.920]  我想我一讀出來大家就知道
[00:07:18.920 --> 00:07:21.160]  原來這一段
[00:07:21.160 --> 00:07:26.600]  「雖然無花果樹人發旺,葡萄樹不結果」
[00:07:26.600 --> 00:07:31.800]  「橄欖樹都不效力,田地不出糧食」
[00:07:31.800 --> 00:07:36.840]  「圈裡面有絕了羊,棚裡面都沒有牛了」
[00:07:36.840 --> 00:07:41.160]  「然而我要因耶和華歡欣」
[00:07:41.160 --> 00:07:44.360]  「因救我的神利都喜樂」
[00:07:44.360 --> 00:07:48.520]  「主耶和華就是我的力量」
[00:07:48.520 --> 00:07:54.120]  「祂洗我的腳,快如母鹿的蹄」
[00:07:54.120 --> 00:07:58.840]  「又使我穩行起高處」
[00:07:58.840 --> 00:08:03.320]  雖然我們人生裡面都會遇到困境
[00:08:03.320 --> 00:08:07.800]  雖然有時我們可能經濟出現困難
[00:08:07.800 --> 00:08:12.440]  有時可能我們突然之間工作都沒有了
[00:08:12.440 --> 00:08:16.040]  或者我們家庭裡面出現一些糾紛
[00:08:16.040 --> 00:08:17.880]  一些的不和
[00:08:17.880 --> 00:08:23.880]  但是 然而我們仍然要因我們的神歡欣
[00:08:23.880 --> 00:08:26.440]  因救我們的神喜樂
[00:08:26.440 --> 00:08:30.680]  因為祂就是我的力量
[00:08:30.680 --> 00:08:34.920]  我希望這一段聖經能夠時時激勵你
[00:08:34.920 --> 00:08:35.960]  幫助你
[00:08:35.960 --> 00:08:39.000]  縱然我們人生裡面會有困境
[00:08:39.000 --> 00:08:40.200]  有苦難
[00:08:40.200 --> 00:08:41.320]  有些不開心
[00:08:41.320 --> 00:08:43.080]  有不如意的時候
[00:08:43.080 --> 00:08:46.520]  但是 千萬不要忘記神
[00:08:46.520 --> 00:08:49.240]  我們仍然要仰望神
[00:08:49.240 --> 00:08:50.520]  等候神
[00:08:50.520 --> 00:08:53.080]  單單等候祂的救人
[00:08:53.080 --> 00:08:54.600]  祂必是拯救
[00:08:54.600 --> 00:08:55.960]  祂必憐憫我們
[00:08:55.960 --> 00:08:58.760]  祂必將力量加給我們
[00:08:58.760 --> 00:09:03.720]  好 最後一卷書就是西番雅書
[00:09:03.720 --> 00:09:08.840]  西番雅書是經常講到耶和華的日子
[00:09:08.840 --> 00:09:11.160]  哇 什麼是耶和華的日子呢?
[00:09:11.160 --> 00:09:13.560]  是大而可怕的日子
[00:09:13.560 --> 00:09:15.400]  你怕不怕耶和華的日子?
[00:09:15.400 --> 00:09:16.440]  怕啊 怕啊
[00:09:16.440 --> 00:09:18.040]  不知道什麼時候來呢?
[00:09:18.040 --> 00:09:20.200]  所以有很多十二先知書裡面
[00:09:20.200 --> 00:09:23.560]  都是提到耶和華的日子
[00:09:23.560 --> 00:09:27.720]  是一個可怕 是一個不容易面對的日子
[00:09:27.720 --> 00:09:30.360]  但是讓我們仍然有信心
[00:09:30.360 --> 00:09:32.520]  只要我們仰望神
[00:09:32.520 --> 00:09:34.120]  經歷神
[00:09:34.120 --> 00:09:38.920]  因為祂仍然是向我們施憐憫
[00:09:38.920 --> 00:09:41.320]  施自愛的神
[00:09:41.320 --> 00:09:44.520]  沒錯 我們會是
[00:09:44.520 --> 00:09:46.840]  因著罪惡的緣故
[00:09:46.840 --> 00:09:49.720]  神會審判 處理我們
[00:09:49.720 --> 00:09:56.120]  但是祂仍然以憐憫 以慈愛為懷
[00:09:56.120 --> 00:09:58.680]  西番雅書由第一章
[00:09:58.680 --> 00:10:01.080]  一直到第三章八節
[00:10:01.080 --> 00:10:03.800]  是耶和華日子的審判
[00:10:03.800 --> 00:10:05.560]  先講審判
[00:10:05.560 --> 00:10:08.440]  然後由三章九節到最後
[00:10:08.440 --> 00:10:10.680]  是講耶和華日子
[00:10:10.680 --> 00:10:13.400]  仍然有拯救
[00:10:13.400 --> 00:10:15.560]  沒錯 刑罰會來
[00:10:15.560 --> 00:10:19.320]  但是拯救仍然在後面
[00:10:19.320 --> 00:10:21.640]  神就是這麼有恩典
[00:10:21.640 --> 00:10:24.680]  祂愛我們 祂幫助我們
[00:10:24.680 --> 00:10:27.640]  祂不想我們面對很多的困境
[00:10:27.640 --> 00:10:33.480]  所以祂就用祂慈愛的手來幫助我們
[00:10:33.480 --> 00:10:37.480]  好 我們先看一章十八節
[00:10:37.480 --> 00:10:40.200]  一章十八節
[00:10:40.200 --> 00:10:43.400]  當耶和華發怒的日子
[00:10:43.400 --> 00:10:47.080]  他們的金銀不能夠救他們
[00:10:47.080 --> 00:10:51.640]  他們的憤怒就像火燒滅整個城
[00:10:51.640 --> 00:10:56.920]  全地毀滅這地的一切居民
[00:10:56.920 --> 00:11:00.520]  而且是大大毀滅
[00:11:00.520 --> 00:11:02.760]  講到神審判來到
[00:11:02.760 --> 00:11:06.440]  那種毀滅 大大的毀滅
[00:11:06.440 --> 00:11:10.120]  然後就是三章十七節
[00:11:10.120 --> 00:11:13.960]  也是很重要的一節聖經
[00:11:13.960 --> 00:11:18.680]  我要找一找三章十七節西班牙書
[00:11:18.680 --> 00:11:22.120]  三章十七節
[00:11:22.120 --> 00:11:26.360]  幫助我們記住每一卷先知書
[00:11:26.360 --> 00:11:28.520]  有重要的經文
[00:11:28.520 --> 00:11:30.520]  如果你能夠記到
[00:11:30.520 --> 00:11:33.800]  那是對你一個很大的幫助
[00:11:33.800 --> 00:11:36.040]  三章十七節那裡說
[00:11:36.040 --> 00:11:40.360]  耶和華你的神是施行拯救
[00:11:40.360 --> 00:11:43.080]  大有能力的主
[00:11:43.080 --> 00:11:50.360]  他在你中間必然因你歡欣喜樂
[00:11:50.360 --> 00:11:53.000]  默然愛你
[00:11:53.000 --> 00:11:59.720]  而且因你喜樂而歡呼
[00:11:59.720 --> 00:12:03.640]  耶和華你的神是施行拯救
[00:12:03.640 --> 00:12:05.880]  大有能力的主
[00:12:05.880 --> 00:12:13.240]  他在你中間必然因你歡欣喜樂
[00:12:13.240 --> 00:12:15.480]  默然愛你
[00:12:15.480 --> 00:12:20.760]  而且因你喜樂而歡呼
[00:12:20.760 --> 00:12:24.120]  神愛的是屬他的子民
[00:12:24.120 --> 00:12:27.560]  雖然屬他的子民會被他認佛
[00:12:27.560 --> 00:12:30.840]  但認佛之後他仍然愛你
[00:12:30.840 --> 00:12:33.560]  叫你重新站起來
[00:12:33.560 --> 00:12:35.800]  能夠歡欣喜樂
[00:12:35.800 --> 00:12:39.560]  我希望這三卷的先知書都幫助你
[00:12:39.560 --> 00:12:41.320]  在我們人生當中
[00:12:41.320 --> 00:12:44.040]  我們都會有不同的經歷
[00:12:44.040 --> 00:12:48.040]  有高有低有喜有福
[00:12:48.040 --> 00:12:52.920]  但是神的慈愛永遠不改變
[00:12:52.920 --> 00:12:56.760]  他仍然用笑念幫助我們
[00:12:56.760 --> 00:12:59.240]  願神賜福給各位
