
[00:00:00.000 --> 00:00:06.400]  好,我們讀一段聖經,在詩篇126篇第四到第六節。
[00:00:06.400 --> 00:00:10.260]  這裡說:耶和華,求祢使我們被擄的人歸回,
[00:00:10.260 --> 00:00:16.120]  好向南地的河水赴流,流淚灑腫的必歡呼收割,
[00:00:16.120 --> 00:00:21.320]  那帶走流淚出去的,必要歡歡樂樂的帶河捆回來。
[00:00:21.320 --> 00:00:23.760]  我們就讀到這裡。
[00:00:23.760 --> 00:00:26.140]  這是一篇大家非常熟悉的詩篇,
[00:00:26.140 --> 00:00:29.940]  是講到以色列人被擄到巴比倫,
[00:00:29.940 --> 00:00:36.120]  七十年之後第一次回歸到耶路撒冷的那種喜悅。
[00:00:36.120 --> 00:00:39.400]  他們說我們好像做夢的人一樣。
[00:00:39.400 --> 00:00:42.140]  但當我最近再一次讀這段經文的時候,
[00:00:42.140 --> 00:00:45.600]  神再一次提醒我一件事,
[00:00:45.600 --> 00:00:50.400]  那就是雖然以色列被擄七十年之後回歸耶路撒冷,
[00:00:50.400 --> 00:00:54.560]  這個本身是一個非常偉大的神蹟,
[00:00:54.560 --> 00:00:58.860]  但事實上那只是神工作的開始而已,
[00:00:58.860 --> 00:01:03.040]  而神的工作總是一波又一波的。
[00:01:03.040 --> 00:01:08.240]  在八十年之後,神帶領以色列人有第二次的回歸,
[00:01:08.240 --> 00:01:14.040]  神興起了以色拉把神的律法教導他的百姓。
[00:01:14.040 --> 00:01:18.420]  在十五年之後,神帶領以色列人第三次回歸,
[00:01:18.420 --> 00:01:25.080]  這一次是尼西米帶領以色列人回去把城牆建造起來。
[00:01:25.080 --> 00:01:28.920]  我們看見很多時候神的工作不是一次完成,
[00:01:28.920 --> 00:01:33.780]  反而是一波又一波持續在工作。
[00:01:33.780 --> 00:01:36.980]  而當你在波底的時候,
[00:01:36.980 --> 00:01:39.420]  那你以為神不再工作了,
[00:01:39.420 --> 00:01:44.600]  但事實上是另一波的神的工作正在興起。
[00:01:44.600 --> 00:01:50.020]  就譬如說在五星節的時候,聖靈降臨,
[00:01:50.020 --> 00:01:55.020]  那是神所給教會一個非常偉大的復興的時刻。
[00:01:55.020 --> 00:01:59.120]  想想看,在五星節的時候,那是個多麼榮耀的時刻。
[00:01:59.120 --> 00:02:02.500]  多少人被聖靈充滿口說方言,
[00:02:02.500 --> 00:02:08.600]  多少人歸向耶穌基督,教會是何等的興旺?
[00:02:08.600 --> 00:02:14.300]  可是在五星節之後,神卻讓逼迫臨到了耶路撒冷,
[00:02:14.300 --> 00:02:18.580]  門徒們就四散各處。
[00:02:18.580 --> 00:02:23.220]  想想看,如果你那個時候在耶路撒冷,
[00:02:23.220 --> 00:02:26.900]  你一定會覺得蠻傷感的,不是嗎?
[00:02:26.900 --> 00:02:31.580]  好像有一種人去樓空的感覺。
[00:02:31.580 --> 00:02:36.620]  我就想到我們現在不就好像那個時候的光景嗎?
[00:02:36.620 --> 00:02:40.740]  回想這個Shakina Glory聖殿建完之後,
[00:02:40.740 --> 00:02:43.940]  那是多麼偉大的一個神蹟啊!
[00:02:43.940 --> 00:02:46.860]  那是多麼榮耀的時刻!
[00:02:46.860 --> 00:02:51.740]  我們期待著榮耀的同在能夠降臨在我們中間。
[00:02:51.740 --> 00:02:56.700]  可是忽然間,新冠病毒的疫情開始了,
[00:02:56.700 --> 00:03:00.180]  我們每一個人都需要居家隔離,
[00:03:00.180 --> 00:03:05.980]  這個美麗的會堂變得空無一人。
[00:03:05.980 --> 00:03:11.020]  你知道好幾次當我走進這個會堂裡的時候,
[00:03:11.020 --> 00:03:15.100]  我的靈裡面都難免有一點沮喪。
[00:03:15.100 --> 00:03:17.580]  主啊!這到底怎麼回事?
[00:03:17.580 --> 00:03:22.060]  你所應許復興的工作在哪裡啊?
[00:03:22.060 --> 00:03:24.620]  主就再次提醒我,
[00:03:24.620 --> 00:03:28.540]  在初代教會當大逼迫臨到耶路撒冷的時候,
[00:03:28.540 --> 00:03:31.500]  人們不也是這樣想的嗎?
[00:03:31.500 --> 00:03:34.980]  有人說神的復興已經停止了,
[00:03:34.980 --> 00:03:38.860]  也有人以為教會已經徹底失敗了,
[00:03:38.860 --> 00:03:42.940]  但事實上神的復興不但沒有結束,
[00:03:42.940 --> 00:03:48.620]  反而在教會歷史上,我們看見神的復興是一波又一波的降臨,
[00:03:48.620 --> 00:03:53.980]  而且一波比一波更廣,一波比一波更深。
[00:03:53.980 --> 00:03:56.620]  教會也沒有失敗,
[00:03:56.620 --> 00:03:59.260]  反而不斷的繼續成長,
[00:03:59.260 --> 00:04:03.060]  從耶路撒冷到歐洲、美洲、亞洲,
[00:04:03.060 --> 00:04:08.500]  直到如今在全世界仍然在快速的發展。
[00:04:08.500 --> 00:04:16.100]  神的工作不但沒有停止,而且快速的正在向前進。
[00:04:16.100 --> 00:04:22.100]  所以弟兄姊妹,不要因為疫情就讓我們灰心沮喪,
[00:04:22.100 --> 00:04:25.980]  以為神的工作好像到此為止。
[00:04:25.980 --> 00:04:31.420]  No! 事實上現在正是神另一波工作的開始,
[00:04:31.420 --> 00:04:37.300]  那會是一個更深、更廣的復興的浪潮。
[00:04:37.300 --> 00:04:40.780]  所以我們不需要灰心,也不需要傷感,
[00:04:40.780 --> 00:04:48.060]  反而要預備我們自己來迎接神下一波復興的作為來,Amen?
[00:04:48.060 --> 00:04:50.460]  那你說我們怎麼預備呢?
[00:04:50.460 --> 00:04:52.540]  今天早上從三方面跟大家來分享。
[00:04:52.540 --> 00:04:58.380]  第一個,要持續的渴慕神的作為,
[00:04:58.380 --> 00:05:02.740]  要持續的渴慕神的作為。
[00:05:02.740 --> 00:05:05.740]  在這裡我們看見詩篇126篇的作者,
[00:05:05.740 --> 00:05:11.260]  並沒有因為神所開始的工作,他就停留下來。
[00:05:11.260 --> 00:05:15.740]  第四節裡面,我們看見他對神有更深的渴慕。
[00:05:15.740 --> 00:05:19.260]  他說:神啊!求祢使我們被擄的人能夠歸回,
[00:05:19.260 --> 00:05:23.060]  好像南地的河水赴流一樣。
[00:05:23.060 --> 00:05:27.620]  他沒有因為神已經開始帶領以色列回歸耶路撒冷,
[00:05:27.620 --> 00:05:31.140]  他就停留下來,以為神的工作到此為止。
[00:05:31.140 --> 00:05:35.100]  No! 他的心繼續向神呼喊說:主啊!
[00:05:35.100 --> 00:05:40.100]  不只是這些人而已啊!求祢做更大的工作,
[00:05:40.100 --> 00:05:46.420]  讓以色列人回歸向什麼?向南地的河水赴流啊!
[00:05:46.420 --> 00:05:48.580]  南地是什麼地方?
[00:05:48.580 --> 00:05:53.620]  南地是以色列南部的一個曠野之地。
[00:05:53.620 --> 00:05:57.700]  那本來是一個乾旱無水的河床,
[00:05:57.700 --> 00:06:00.700]  可能很多年前曾經有過河流,
[00:06:00.700 --> 00:06:04.660]  可是現在是一片曠野。
[00:06:04.660 --> 00:06:11.500]  可是詩篇的作者在求生時回歸的以色列人能夠多到
[00:06:11.500 --> 00:06:16.740]  一個地步,好像是河水能夠赴流在南地裡面。
[00:06:16.740 --> 00:06:20.340]  哇!想想看那是多麼偉大的一個景象!
[00:06:20.340 --> 00:06:24.740]  能夠在一個曠野之地,能夠河水重新湧流,
[00:06:24.740 --> 00:06:27.860]  那是多麼令人興奮的一個景象!
[00:06:27.860 --> 00:06:32.780]  那個是從人的角度來講,無法想像的一個景象。
