
[00:00:00.000 --> 00:00:03.600]  今個星期不知大家有何看法和感受呢?
[00:00:03.600 --> 00:00:08.940]  雖然我是在香港
[00:00:08.940 --> 00:00:12.520]  但大家也知道這個星期
[00:00:12.520 --> 00:00:19.080]  以色列和美國的軍隊閃電襲擊伊朗
[00:00:19.080 --> 00:00:25.040]  將伊朗的獨裁者和大部份的領袖消滅
[00:00:25.040 --> 00:00:27.560]  當我聽到這個消息時,我又想起
[00:00:27.560 --> 00:00:32.040]  其實是今年二零二六年一月份的時候
[00:00:32.040 --> 00:00:34.720]  美國的特種部隊
[00:00:34.720 --> 00:00:40.000]  大家記得,深入威尼瑞拉的首都
[00:00:40.000 --> 00:00:42.200]  進入總統府
[00:00:42.200 --> 00:00:46.040]  將威尼瑞拉的總統和總統夫人
[00:00:46.040 --> 00:00:48.480]  劫持回美國受審
[00:00:48.480 --> 00:00:52.880]  我在此不去批評這個行動是否合法
[00:00:52.880 --> 00:00:55.520]  是否正確
[00:00:55.520 --> 00:01:00.440]  不過讓我想起以色列的軍隊和美國的軍隊
[00:01:00.440 --> 00:01:05.680]  他們在戰術和實力上
[00:01:05.680 --> 00:01:09.160]  是令到全世界嘩然的
[00:01:09.160 --> 00:01:13.400]  很難想像竟然能夠做到這樣的情況
[00:01:13.400 --> 00:01:17.160]  現在打仗和以前很不一樣
[00:01:17.160 --> 00:01:24.040]  但由於我們見到以色列軍隊和美國軍隊
[00:01:24.040 --> 00:01:28.320]  這些表現真是令我們嘩然震驚
[00:01:28.320 --> 00:01:33.920]  我就想起美國的第一任總統
[00:01:33.920 --> 00:01:36.440]  華盛頓,喬治·華盛頓
[00:01:36.440 --> 00:01:37.840]  他曾經說過一句話
[00:01:37.840 --> 00:01:41.680]  "Discipline is the soul of an army"
[00:01:41.680 --> 00:01:43.880]  我將它翻譯成中文
[00:01:43.880 --> 00:01:48.400]  紀律是軍隊的靈魂
[00:01:48.400 --> 00:01:52.080]  可否跳一跳,我有沒有,應該有
[00:01:52.080 --> 00:01:55.600]  紀律是軍隊的靈魂
[00:01:55.600 --> 00:01:58.440]  能夠讓少數人變得強大
[00:01:58.440 --> 00:02:00.400]  讓弱者獲得成功
[00:02:00.400 --> 00:02:04.800]  並且贏得所有人的尊敬
[00:02:04.800 --> 00:02:07.960]  我就想起這句說話
[00:02:07.960 --> 00:02:10.560]  與此同時這句說話
[00:02:10.560 --> 00:02:15.640]  也勾起了我對基督徒其中一個想法
[00:02:15.640 --> 00:02:18.080]  其實這不是我對基督徒的想法
[00:02:18.080 --> 00:02:20.680]  不知道大家有沒有忘記
[00:02:20.680 --> 00:02:22.560]  我們在基督耶穌裡面
[00:02:22.560 --> 00:02:25.840]  其中一個身份是什麼
[00:02:25.840 --> 00:02:27.640]  除了神的子女
[00:02:27.640 --> 00:02:30.560]  耶穌基督的門徒
[00:02:30.560 --> 00:02:32.240]  我們在基督裡面其中一個身份
[00:02:32.240 --> 00:02:36.440]  是耶穌基督的精兵
[00:02:36.440 --> 00:02:37.960]  大家記不記得
[00:02:37.960 --> 00:02:40.160]  大家有沒有聽過
[00:02:40.160 --> 00:02:41.360]  很多時候我們不記得
[00:02:41.360 --> 00:02:45.800]  原來我們正在參與一場屬靈的戰爭
[00:02:45.800 --> 00:02:47.240]  保羅怎麼說呢
[00:02:47.240 --> 00:02:50.400]  保羅在提摩太后書第二章第三第四節說
[00:02:50.400 --> 00:02:52.720]  你們要和我同壽苦難
[00:02:52.720 --> 00:02:56.400]  好像基督耶穌的精兵
[00:02:56.400 --> 00:02:58.840]  凡在軍中當兵的
[00:02:58.840 --> 00:03:01.160]  就不會讓誓無前身
[00:03:01.160 --> 00:03:03.400]  好腳勒招他當兵的人
[00:03:03.400 --> 00:03:04.880]  喜悅
[00:03:04.880 --> 00:03:08.200]  成為基督的精兵
[00:03:08.200 --> 00:03:09.360]  對很多基督徒來說
[00:03:09.360 --> 00:03:12.280]  包括你和我
[00:03:12.280 --> 00:03:14.360]  很多時候只是一個觀念
[00:03:14.360 --> 00:03:15.360]  你聽過的
[00:03:15.360 --> 00:03:16.720]  你知道的
[00:03:16.720 --> 00:03:17.720]  但對我們來說
[00:03:17.720 --> 00:03:20.440]  似乎是一個觀念
[00:03:20.440 --> 00:03:21.400]  知道
[00:03:21.400 --> 00:03:23.560]  但怎麼做出來呢
[00:03:23.560 --> 00:03:25.640]  知易行難
[00:03:25.640 --> 00:03:28.080]  所以保羅說的我們都知道
[00:03:28.080 --> 00:03:29.640]  做耶穌基督的精兵
[00:03:29.640 --> 00:03:31.440]  是要吃苦的
[00:03:31.440 --> 00:03:33.080]  你受訓練
[00:03:33.080 --> 00:03:34.360]  去操練的時候
[00:03:34.360 --> 00:03:35.400]  不容易的
[00:03:35.400 --> 00:03:37.160]  要能吃苦受磨練
[00:03:37.160 --> 00:03:39.920]  那你才能夠完成任務
[00:03:39.920 --> 00:03:41.240]  除此之外
[00:03:41.240 --> 00:03:43.120]  要做耶穌基督的精兵
[00:03:43.120 --> 00:03:44.840]  我們必須要專心
[00:03:44.840 --> 00:03:45.880]  要專注
[00:03:45.880 --> 00:03:47.160]  要守紀律
[00:03:47.160 --> 00:03:48.200]  守規矩
[00:03:48.200 --> 00:03:49.360]  否則的話
[00:03:49.360 --> 00:03:51.200]  我們就很難成為一個
[00:03:51.200 --> 00:03:53.240]  強大的軍隊
[00:03:53.240 --> 00:03:54.920]  可以打勝仗
[00:03:54.920 --> 00:03:57.800]  聖經說叫他招我們當兵的人
[00:03:57.800 --> 00:03:58.720]  是誰呢
[00:03:58.720 --> 00:04:00.640]  就是我們的教主耶穌基督
[00:04:00.640 --> 00:04:02.360]  開心快樂
[00:04:02.360 --> 00:04:05.560]  他也是我們的統帥
[00:04:05.560 --> 00:04:06.840]  問題是什麼呢
[00:04:06.840 --> 00:04:09.600]  今天我們發覺有很多教徒
[00:04:09.600 --> 00:04:11.400]  不單是忘記了
[00:04:11.400 --> 00:04:14.760]  我們是基督精兵的身份
[00:04:14.760 --> 00:04:16.040]  忘記了
[00:04:16.040 --> 00:04:19.840]  於是我們不知不覺地成為了逃兵
[00:04:19.840 --> 00:04:22.760]  我們在屬靈的戰場上慢慢消失
[00:04:22.760 --> 00:04:24.480]  忘記了要打仗
[00:04:24.480 --> 00:04:28.520]  忘記了我們在屬靈的戰爭當中
[00:04:28.520 --> 00:04:30.120]  所以很多教徒我們發覺
[00:04:30.120 --> 00:04:35.000]  被卡住在知而不行
[00:04:35.000 --> 00:04:36.040]  你知道的
[00:04:36.040 --> 00:04:38.600]  不過沒有走出來
[00:04:38.600 --> 00:04:41.400]  知道神的話語教導是什麼
[00:04:41.400 --> 00:04:43.400]  但是做不到
[00:04:43.400 --> 00:04:48.080]  我們卻卡在屬靈的瓶頸裏面
[00:04:48.080 --> 00:04:50.920]  我們的屬靈生命於是變成了
[00:04:50.920 --> 00:04:53.360]  呆滯不前
[00:04:53.360 --> 00:04:54.280]  不進不退
