
[00:00:00.000 --> 00:00:05.000]  在聆聽主的說話之先,讓我們一起以禱告,
[00:00:05.000 --> 00:00:08.000]  將我們心思念的先交給主,愛的神。
[00:00:08.000 --> 00:00:14.000]  父神,多謝祢讓我們能夠回到祢寶貴的說話當中,
[00:00:14.000 --> 00:00:18.000]  一起去學習,一起去研讀,我們再次獻上感謝。
[00:00:18.000 --> 00:00:25.000]  厚力聖靈帶領我們每一個,無論是善上善下的每一個弟兄姊妹,
[00:00:25.000 --> 00:00:30.000]  祈求主祢都大大地去賜福給我們每一個,
[00:00:30.000 --> 00:00:34.000]  特別去讓我們每一個渴望追求主導的人,
[00:00:34.000 --> 00:00:38.000]  都能夠在主祢的說話當中生根建造。
[00:00:38.000 --> 00:00:43.000]  也讓我們可以更明白上主祢是怎樣的一位上主,
[00:00:43.000 --> 00:00:46.000]  怎樣期盼跟我們在一起,
[00:00:46.000 --> 00:00:49.000]  也讓我們能夠作出一個合而的回應,
[00:00:49.000 --> 00:00:57.000]  能夠在我們相信的第一天,以至於將來,都能夠真的怎樣依靠著祢而活。
[00:00:57.000 --> 00:01:00.000]  我們再次將這段時間交在主祢的手,
[00:01:00.000 --> 00:01:04.000]  禱告奉靠主耶穌基督,得聖明自求,阿們。
[00:01:04.000 --> 00:01:08.000]  不知道弟兄姊妹有沒有聽過,
[00:01:08.000 --> 00:01:11.000]  在教會裡面經常都會有一些類似這樣的說話,
[00:01:11.000 --> 00:01:17.000]  譬如多事奉主,你就會蒙主的祝福更多。
[00:01:18.000 --> 00:01:21.000]  這個說話,或者這種觀念,
[00:01:21.000 --> 00:01:26.000]  本來不是一件什麼大的問題,
[00:01:26.000 --> 00:01:30.000]  不過很可惜的是,當落到人手的時候,
[00:01:30.000 --> 00:01:34.000]  就會將它衍生為很多扭曲了的思想。
[00:01:34.000 --> 00:01:37.000]  譬如,有些信徒甚至,
[00:01:37.000 --> 00:01:40.000]  我記得我以前在教會裡面,
[00:01:40.000 --> 00:01:43.000]  有些教會的領袖,
[00:01:43.000 --> 00:01:48.000]  甚至曾經說過,如果一個信徒是真的相信主的,
[00:01:48.000 --> 00:01:53.000]  他就會多奉獻給上帝。
[00:01:53.000 --> 00:01:58.000]  因為他們要怎樣?要積讚財寶在天,
[00:01:58.000 --> 00:02:03.000]  所以多奉獻的人就會多蒙主的賞賞。
[00:02:03.000 --> 00:02:08.000]  這種斷章取義式的詮釋裡面,
[00:02:08.000 --> 00:02:12.000]  我可以說是比比皆是,
[00:02:12.000 --> 00:02:16.000]  在教會裡面是經常會發生的事情。
[00:02:16.000 --> 00:02:19.000]  因為教會很多時候,
[00:02:19.000 --> 00:02:22.000]  落在人手裡面的時候,
[00:02:22.000 --> 00:02:25.000]  人就會用人的方法,
[00:02:25.000 --> 00:02:28.000]  去讓上帝的說話,
[00:02:28.000 --> 00:02:31.000]  去成就自己的目的。
[00:02:31.000 --> 00:02:34.000]  我記得當我學習講道的時候,
[00:02:34.000 --> 00:02:39.000]  其中一位導師很強調地告訴我,
[00:02:39.000 --> 00:02:43.000]  他說,Ellen,如果將來你去講道的時候,
[00:02:43.000 --> 00:02:46.000]  有一件事你必須要自己留意的,
[00:02:46.000 --> 00:02:51.000]  就是講道不是你喜歡講什麼就講什麼,
[00:02:51.000 --> 00:02:57.000]  而是上帝想講什麼說話給你的護友知,
[00:02:57.000 --> 00:03:00.000]  你就要將上帝的說話,
[00:03:00.000 --> 00:03:03.000]  忠忠實實地去陳述。
[00:03:03.000 --> 00:03:07.000]  甚至有些事情,你千萬不要做的就是,
[00:03:07.000 --> 00:03:12.000]  引用上帝的說話去支持你自己想講的東西。
[00:03:12.000 --> 00:03:16.000]  因為這種做法是非常大的試探,
[00:03:16.000 --> 00:03:22.000]  一般的信徒也都很難去抗拒一個目者,
[00:03:22.000 --> 00:03:26.000]  去這樣講,但是久而久之的是,
[00:03:26.000 --> 00:03:32.000]  信徒就會跌入了傳道人那種私心的裡面,
[00:03:32.000 --> 00:03:37.000]  而這種的侍奉絕對不是上帝喜悅的事情。
[00:03:37.000 --> 00:03:42.000]  當我去看這種經文的教導,
[00:03:42.000 --> 00:03:46.000]  或者這位導師的講道的時候,或者提醒,
[00:03:46.000 --> 00:03:52.000]  我都發覺到其實人在侍奉的過程當中,
[00:03:52.000 --> 00:03:54.000]  是有很多的試探,
[00:03:54.000 --> 00:04:01.000]  而這個試探不離開的都是人自己個人的意見,
[00:04:01.000 --> 00:04:06.000]  也都讓我開始看到真正的信徒,
[00:04:06.000 --> 00:04:09.000]  很多時候不是以自己的意見先行,
[00:04:09.000 --> 00:04:13.000]  而是以一個上帝的教導,
[00:04:13.000 --> 00:04:15.000]  或者上帝的心思意念,
[00:04:15.000 --> 00:04:17.000]  甚至講得更加直接的,
[00:04:17.000 --> 00:04:19.000]  上帝在聖經裡面的啟示,
[00:04:19.000 --> 00:04:22.000]  成為那個基礎。
[00:04:22.000 --> 00:04:25.000]  不然的話,很容易我們會走到一個
[00:04:25.000 --> 00:04:29.000]  按己意而行的侍奉。
[00:04:29.000 --> 00:04:33.000]  其實即使你不是一個信徒,
[00:04:33.000 --> 00:04:37.000]  如果你按照己意和人相處,
[00:04:37.000 --> 00:04:40.000]  其實都是很難相處的一個人。
[00:04:40.000 --> 00:04:42.000]  如果每樣都是你看到是怎樣,
[00:04:42.000 --> 00:04:44.000]  你就要人去遵從,
[00:04:44.000 --> 00:04:47.000]  或者要人去聽從的時候,
[00:04:47.000 --> 00:04:50.000]  是很難和人去交往的。
[00:04:50.000 --> 00:04:55.000]  譬如我們先前所看到的十同侶的比喻,
[00:04:55.000 --> 00:05:00.000]  在第25章第1至13節當中。
[00:05:00.000 --> 00:05:04.000]  如果我們不了解這段經文的內裡,
[00:05:04.000 --> 00:05:07.000]  這十個同侶當中分為兩大類,
[00:05:07.000 --> 00:05:12.000]  老早已經在這個差派的主人裡面
[00:05:12.000 --> 00:05:14.000]  已經知道的話,
