
[00:00:00.000 --> 00:00:02.380]  讓我們一起低頭去禱告
[00:00:02.380 --> 00:00:05.520]  求主帶領我們以下的時間
[00:00:05.520 --> 00:00:09.940]  天父啊 當我們安穩坐在我們的位置的時候
[00:00:09.940 --> 00:00:14.560]  我們都不忘記我們身處在一個苦難的世界
[00:00:14.560 --> 00:00:19.540]  主啊 我們每一天都聽到很多天災人禍的消息
[00:00:19.540 --> 00:00:23.900]  令我們很痛心 亦都很憂心
[00:00:23.900 --> 00:00:27.200]  主啊 當我們每一次翻開聖經的時候
[00:00:27.200 --> 00:00:31.600]  我們看見是另外一幅圖畫
[00:00:31.600 --> 00:00:35.400]  主啊 我們知道我們活著是要等候
[00:00:35.400 --> 00:00:38.240]  等候將來一個完全得贖
[00:00:38.240 --> 00:00:42.720]  一個新天新地 上帝祢所安排的新秩序
[00:00:42.720 --> 00:00:44.760]  主啊 求祢幫助我們
[00:00:44.760 --> 00:00:48.920]  當我們在等候的過程裡 實在一點都不容易
[00:00:48.920 --> 00:00:50.440]  求主祢幫助我們
[00:00:50.440 --> 00:00:53.960]  讓我們透過今天祢自己僕人的說話
[00:00:53.960 --> 00:00:58.280]  能夠去抓緊祢自己給我們的應許
[00:00:58.280 --> 00:01:00.720]  抓緊祢給我們的資源
[00:01:00.720 --> 00:01:03.880]  讓我們在等候的過程當中
[00:01:03.880 --> 00:01:06.440]  繼續去堅心仰賴祢
[00:01:06.440 --> 00:01:08.760]  求祢保守我們以下的時間
[00:01:08.760 --> 00:01:11.240]  願聖靈引導我們進入真理
[00:01:11.240 --> 00:01:15.400]  祈禱奉耶穌基督的名 阿門
[00:01:15.400 --> 00:01:21.560]  聖經對基督徒的人生的看法是一個等待的旅程
[00:01:21.560 --> 00:01:23.160]  我請PowerPoint 展示一下
[00:01:23.160 --> 00:01:25.960]  這裡看到有個人拿著行李
[00:01:25.960 --> 00:01:29.720]  在一個旅程裡 但他在等火車
[00:01:29.720 --> 00:01:30.920]  為什麼我這樣說呢?
[00:01:30.920 --> 00:01:35.920]  從信主那一刻 我們就開始了這個等待的旅程
[00:01:35.920 --> 00:01:38.240]  信主的時候 聖經告訴他
[00:01:38.240 --> 00:01:43.400]  我們得到新的生命 有永恆的生命
[00:01:43.400 --> 00:01:45.440]  基督進入了我們的生命
[00:01:45.440 --> 00:01:49.480]  聖靈內住 我們聚得赦免 又重生
[00:01:49.480 --> 00:01:52.080]  但原來這只是一個開始
[00:01:52.080 --> 00:01:56.040]  我們要去等候有一天生命完全的得贖
[00:01:56.040 --> 00:02:00.480]  我們復活 能夠有一個榮耀的身體
[00:02:00.480 --> 00:02:05.880]  最完全的脫離痛苦 死亡 疾病
[00:02:05.880 --> 00:02:08.120]  今天的屬靈生命在地上
[00:02:08.120 --> 00:02:14.400]  就是一個不斷操練 等候 盼望的日子來臨的時間
[00:02:14.400 --> 00:02:16.240]  事實上有人這樣說
[00:02:16.240 --> 00:02:21.160]  他說內心等待就是屬靈生命的基礎
[00:02:21.160 --> 00:02:24.640]  今天使徒保羅在《羅馬書》第八章裡
[00:02:24.640 --> 00:02:26.880]  給了我們一個重要的訊息
[00:02:26.880 --> 00:02:31.560]  我們先看八章十八字 請powerpoint
[00:02:31.560 --> 00:02:33.840]  《羅馬書》八章十八字告訴你
[00:02:33.840 --> 00:02:36.080]  保羅開宗明義說
[00:02:36.080 --> 00:02:38.680]  我認為現在的苦楚
[00:02:38.680 --> 00:02:42.400]  若比起將來要顯示給我們的榮耀
[00:02:42.400 --> 00:02:45.560]  是不足介意
[00:02:45.560 --> 00:02:49.240]  我們細心思想這一節經文的時候
[00:02:49.240 --> 00:02:53.080]  這一節經文給我們的是兩個訊息
[00:02:53.080 --> 00:02:55.760]  第一個就是好像我們走在一個
[00:02:55.760 --> 00:02:59.520]  現世很黑暗的隧道的時候
[00:02:59.520 --> 00:03:03.760]  這一節經文射入了一線曙光
[00:03:03.760 --> 00:03:05.600]  第二個訊息就是說
[00:03:05.600 --> 00:03:09.680]  這一節經文給我們能夠有一個新的眼光
[00:03:09.680 --> 00:03:13.680]  去看我們現在覺得很迷惘
[00:03:13.680 --> 00:03:18.720]  很失落 很無力 很灰暗的環境
[00:03:18.720 --> 00:03:23.160]  原來人生不止於現在的苦難
[00:03:23.160 --> 00:03:27.000]  原來是有盼望
[00:03:27.000 --> 00:03:29.560]  話雖如此
[00:03:29.560 --> 00:03:33.320]  我們仍然在這個黑暗的隧道裡
[00:03:33.320 --> 00:03:36.800]  等待的過程的確是很辛苦
[00:03:36.800 --> 00:03:42.360]  聖經說我們是身淫 陣痛
[00:03:42.360 --> 00:03:43.800]  中國人有句說話說
[00:03:43.800 --> 00:03:48.800]  人生不如意之事十件有多少件是不如意的?
[00:03:48.800 --> 00:03:52.640]  八件 九件
[00:03:52.640 --> 00:03:55.400]  佛教裡面都有四苦
[00:03:55.400 --> 00:03:56.440]  四苦是什麼呢?
[00:03:56.440 --> 00:03:58.760]  他們說到生老病死
[00:03:58.760 --> 00:04:02.640]  這些是人必經的事
[00:04:02.640 --> 00:04:05.760]  究竟在這個苦難的人生
[00:04:05.760 --> 00:04:08.200]  未去到那一天之前
[00:04:08.200 --> 00:04:12.040]  究竟我們有沒有一些東西可以幫助到我們
[00:04:12.040 --> 00:04:16.080]  繼續去堅持直到最後那一刻呢?
[00:04:16.080 --> 00:04:17.080]  感謝神
[00:04:17.080 --> 00:04:20.160]  聖經在這一方面絕對不沉默
[00:04:20.160 --> 00:04:25.480]  今天在羅馬書的八章二十六至三十節裡面
[00:04:25.480 --> 00:04:27.960]  我給大家一個錦囊
[00:04:27.960 --> 00:04:30.640]  在這個錦囊裡面有三樣東西
[00:04:30.640 --> 00:04:34.960]  告訴我們信徒在地上身淫陣痛的時候
[00:04:34.960 --> 00:04:36.800]  有些什麼秘訣
[00:04:36.800 --> 00:04:43.120]  可以幫助我們仍然懷著盼望去耐心等候
[00:04:43.120 --> 00:04:45.640]  羅馬書的第八章很有趣
[00:04:45.640 --> 00:04:47.720]  如果你再回家看的時候
[00:04:47.720 --> 00:04:53.080]  你會發覺整章的聖經都沒有一句任何的命令
[00:04:53.080 --> 00:04:58.360]  羅馬書的八章是一篇很偉大的章節
[00:04:58.360 --> 00:05:04.760]  保羅說到信主的人在聖靈裡面怎樣去過新生命
[00:05:04.760 --> 00:05:07.360]  他整章裡面都是描述
[00:05:07.360 --> 00:05:09.800]  他描述到一個信主的人
[00:05:09.800 --> 00:05:13.160]  藉著聖靈內注在他的生命裡面的時候
[00:05:13.160 --> 00:05:17.480]  怎樣可以有力量去活出天國的生命
[00:05:17.480 --> 00:05:21.400]  來到八章十八至三十節這一大段裡面
[00:05:21.400 --> 00:05:23.520]  其實信息是很簡單的
[00:05:23.520 --> 00:05:26.080]  我請下一張泡泡
[00:05:26.080 --> 00:05:27.480]  他就告訴你很簡單
[00:05:27.480 --> 00:05:29.440]  現在是左邊
[00:05:29.440 --> 00:05:35.080]  上一張,麻煩你
[00:05:35.080 --> 00:05:38.320]  這裡會講一會
[00:05:38.320 --> 00:05:41.120]  左邊是灰色的
[00:05:41.120 --> 00:05:42.320]  就是現在
[00:05:42.320 --> 00:05:45.160]  現在的生命是充滿苦難
[00:05:45.160 --> 00:05:47.080]  伏在虛空之下
[00:05:47.080 --> 00:05:49.280]  敗壞的痕跡
[00:05:49.280 --> 00:05:51.440]  新淫和陣痛
[00:05:51.440 --> 00:05:53.640]  然後保羅告訴你
[00:05:53.640 --> 00:05:59.640]  將來是榮耀、釋放得自由、得著兒子的名分
[00:05:59.640 --> 00:06:02.440]  身體得救贖
[00:06:02.440 --> 00:06:07.040]  然後你看到這裡有一個黃色的箭咀
[00:06:07.040 --> 00:06:08.080]  他就告訴你
[00:06:08.080 --> 00:06:10.160]  當我們信了主之後
[00:06:10.160 --> 00:06:12.080]  其實黃色那邊
[00:06:12.080 --> 00:06:13.920]  榮耀的英許
[00:06:13.920 --> 00:06:16.280]  已經射入我們的今生
[00:06:16.280 --> 00:06:18.720]  已經給了我們
[00:06:18.720 --> 00:06:22.680]  雖然我們現在是面對著受苦的光景
[00:06:22.680 --> 00:06:25.720]  只要我們一直持著盼望的時候
[00:06:25.720 --> 00:06:28.280]  最終黃色那邊的英許
[00:06:28.280 --> 00:06:29.680]  是我們得到的
[00:06:29.680 --> 00:06:30.880]  你可能會問
[00:06:30.880 --> 00:06:31.760]  我怎麼知道?
[00:06:31.760 --> 00:06:32.680]  你說而已
[00:06:32.680 --> 00:06:35.440]  我怎麼知道是不是真的得到?
[00:06:35.440 --> 00:06:38.080]  保羅也不是亂說的
[00:06:38.080 --> 00:06:41.040]  他說我們有一個神
[00:06:41.040 --> 00:06:43.640]  已經在我們生命中下了一個注定
[00:06:43.640 --> 00:06:45.440]  那個注定是什麼呢?
[00:06:45.440 --> 00:06:47.400]  他說我們是有聖靈
[00:06:47.400 --> 00:06:49.600]  下一張,麻煩你
[00:06:49.600 --> 00:06:52.200]  他說那個盼望的憑據是什麼呢?
[00:06:52.200 --> 00:06:55.680]  我們是有聖靈作初熟的果子
[00:06:55.680 --> 00:06:58.200]  初熟的果子就是人們
[00:06:58.200 --> 00:07:00.200]  去豐收的時候
[00:07:00.200 --> 00:07:02.800]  他看到有一些初熟的果子
[00:07:02.800 --> 00:07:05.800]  就知道一定會有一個大豐收
[00:07:05.800 --> 00:07:08.400]  現在說我們已經信了主的人
[00:07:08.400 --> 00:07:11.400]  已經有聖靈內注在我們裡面的時候
[00:07:11.400 --> 00:07:14.600]  就好像初熟的果子
[00:07:14.600 --> 00:07:17.880]  將來我們會期望有一個大豐收
[00:07:17.880 --> 00:07:20.000]  就是黃色那邊的英許
[00:07:20.000 --> 00:07:23.000]  一定會全數給我們
[00:07:23.000 --> 00:07:25.000]  已經下了大注
[00:07:25.000 --> 00:07:26.800]  上帝在我們生命裡面
[00:07:26.800 --> 00:07:28.800]  所以這些的英許
[00:07:28.800 --> 00:07:31.400]  這些的聖靈內注
[00:07:31.400 --> 00:07:35.000]  就好像種下了一個盼望的種子
[00:07:35.000 --> 00:07:36.400]  在我們生命裡面
[00:07:36.400 --> 00:07:38.400]  叫我們繼續等
[00:07:38.400 --> 00:07:40.000]  繼續堅持
[00:07:40.000 --> 00:07:42.000]  直到那一天
[00:07:42.000 --> 00:07:46.000]  然後26至30節裡面
[00:07:46.000 --> 00:07:47.600]  今天保羅就告訴我們
[00:07:47.600 --> 00:07:49.000]  就算在現世
[00:07:49.000 --> 00:07:51.400]  我們內心等待的裡面
[00:07:51.400 --> 00:07:53.400]  都有些提示給我們
[00:07:53.400 --> 00:07:54.800]  幫助我們的
[00:07:54.800 --> 00:07:56.800]  在這個錦囊裡面
[00:07:56.800 --> 00:07:58.800]  我給大家三樣東西
[00:07:58.800 --> 00:08:00.800]  第一就是
[00:08:00.800 --> 00:08:04.800]  26至27節靠聖靈幫助去禱告
[00:08:04.800 --> 00:08:08.200]  第二就是活在上帝的主權裡面
[00:08:08.200 --> 00:08:09.600]  第28節
[00:08:09.600 --> 00:08:11.600]  第29至30節就是
[00:08:11.600 --> 00:08:14.600]  基督是我們生命的榜樣
[00:08:14.600 --> 00:08:16.200]  在每一樣東西裡面
[00:08:16.200 --> 00:08:18.400]  每一個錦囊的寶物裡面
[00:08:18.400 --> 00:08:21.000]  我都嘗試給大家一些形容
[00:08:21.000 --> 00:08:23.000]  想想看第26節
[00:08:23.000 --> 00:08:25.800]  我們再一起讀一次
[00:08:25.800 --> 00:08:27.800]  第26節
[00:08:27.800 --> 00:08:32.800]  同樣我們的軟弱有聖靈幫助
[00:08:32.800 --> 00:08:36.400]  我們本不知道當怎樣禱告
[00:08:36.400 --> 00:08:40.800]  但是聖靈親自用無可言語的嘆息
[00:08:40.800 --> 00:08:42.800]  替我們祈求
[00:08:42.800 --> 00:08:45.800]  這一節經文講到祈禱
[00:08:45.800 --> 00:08:49.800]  我們知道主耶穌離開世界之前
[00:08:49.800 --> 00:08:52.800]  在《約翰福音》第14至16章
[00:08:52.800 --> 00:08:54.800]  多次重覆
[00:08:54.800 --> 00:08:56.800]  我給了一個寶物給大家
[00:08:56.800 --> 00:08:58.800]  就是祈禱的權柄
[00:08:58.800 --> 00:09:02.800]  《約翰福音》第14章12至13節
[00:09:02.800 --> 00:09:03.800]  大家可以聽我讀
[00:09:03.800 --> 00:09:06.400]  我實實在在地告訴你們
[00:09:06.400 --> 00:09:07.800]  我所做的工作
[00:09:07.800 --> 00:09:09.800]  信我的人也要做
